"loannumber","approvaldate_year","approvaldate_month","approvaldate_day","businessname","businessaddress","businesscity","businessstate","businesszip","grantamount","franchisename","ruralurbanindicator","hubzoneindicator","cd","grant_purp_cons_outdoor","grant_purpose_covered_supplier","grant_purpose_debt","grant_purpose_food","grant_purpose_maintenance","grant_purpose_operations","grant_purpose_payroll","grant_purpose_rent","grant_purpose_supplies","grant_purpose_utility","legalorganizationtype","lmiindicator","socioeconmicindicator","veteranindicator","womenownedindicator","restauranttype","georeference"
"7578248905","2021","5","7","Real Spice Kitchen","7104 Grand Ave Ste A Spice Kitchen","Maspeth","NY","11378","75882",,"U","N","NY-06","N","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant",
"7623088905","2021","5","7","MRLS II INC","503 ROUTE 32","HIGHLAND MILLS","NY","10930","46643",,"U","N","NY-18","N","N","N","N","Y","Y","N","Y","Y","N","Corporation","N","N","N","Y","Bar, Saloon, Lounge, Tavern && Restaurant",
"7630788901","2021","5","7","GIURO LLC","132 Greene Ave Ste","Brooklyn","NY","11238","78300",,"U","N","NY-08","Y","N","N","Y","Y","Y","Y","Y","N","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant",
"8026489006","2021","5","26","TAGLIERINI CORP","77 EAST4TH STREET","NEW YORK","NY","10009","76437",,"U","N","NY-07","N","N","N","Y","N","N","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant",
"8611329005","2021","5","27","KIMO Management Group Corp.","1401 Plaza Drive","Bronx","NY","10452","823644",,"U","Y","NY-15","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant",
"8912159006","2021","5","29","AYKEN INC","286 Main St","Port Washington","NY","11050","66187",,"U","N","NY-03","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.698678 40.832429)"
"9954169001","2021","6","7","kiosk 50 corp","322 W 50th St","New York","NY","10019","402444",,"U","N","NY-10","N","N","N","N","N","Y","Y","Y","N","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.987499 40.762877)"
"9988209009","2021","6","11","New Astoria Corp","3112 Broadway","Astoria","NY","11106","195173",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.924894 40.761746)"
"9992539006","2021","6","11","Sahara East Restaurant Corp","184 First Avenue","New York","NY","10009","81126",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.983883 40.729572)"
"2747829004","2021","5","18","Castelli Patchogue Inc.","15 W Main St","Patchogue","NY","11772","425096",,"U","N","NY-01","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","Y","Restaurant","POINT (-73.015461 40.765702)"
"8977139001","2021","5","29","MMM BAKERY LLC","515 Kings Hwy","Brooklyn","NY","11223","71118",,"U","N","NY-08","N","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Bakery **","POINT (-73.970415 40.604398)"
"1129599103","2021","6","25","Pleasantville Manor Events LLC","110 Nannahagan Rd","Pleasantville","NY","10570","371136",,"U","N","NY-17","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Caterer && Restaurant","POINT (-73.783231 41.133157)"
"2228569007","2021","5","14","Essies Restaurant LLC","14 Mt Carmel Pl","Poughkeepsie","NY","12601","50443",,"U","Y","NY-18","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Other && Caterer && Restaurant","POINT (-73.93546 41.709431)"
"1040179110","2021","6","17","BLEIBURG RESTAURANT INC.","72 W 36th St","New York","NY","10018","5000000",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.986331 40.750866)"
"7589978907","2021","5","7","Appetit Bistro ltd","540A Willett Ave","Port Chester","NY","10573","103861",,"U","N","NY-16","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.659848 41.012771)"
"7643288903","2021","5","7","WEST 68 STREET PIZZA CORP","101 W 68th St","New York","NY","10023","179511",,"U","N","NY-10","N","N","N","Y","N","Y","Y","Y","N","Y","Corporation","N","N","N","Y","Restaurant","POINT (-73.981037 40.775007)"
"8860959007","2021","5","29","BHH Enterprise inc","52 Rivington St","New York","NY","10002","11611",,"U","Y","NY-07","N","N","Y","N","Y","N","Y","Y","N","Y","Corporation","Y","N","N","N","Restaurant","POINT (-73.990746 40.720802)"
"2751989009","2021","5","18","LONG GATE CORP.","4109 N Buffalo St","Orchard Park","NY","14127","6918",,"U","N","NY-26","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-78.744868 42.771684)"
"8927019002","2021","5","29","LAS MARIAS REST. INC","1850 Route 112","Coram","NY","11727","47396",,"U","N","NY-01","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.013942 40.89073)"
"4900629010","2021","5","20","Kew Donut Corp","3530 36th St","Astoria","NY","11106","330679","Dunkin' Donuts","U","Y","NY-12","N","N","N","N","N","N","Y","Y","N","Y","Subchapter S Corporation","N","N","N","Y","Restaurant","POINT (-73.92522 40.755374)"
"8969949008","2021","5","29","CARPAJ INC","291 Main St","Oneonta","NY","13820","102867",,"R","N","NY-19","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-75.060125 42.455415)"
"7595678907","2021","5","7","Amherst Street 269 LLC","269 Amherst St","Buffalo","NY","14207","54393",,"U","Y","NY-26","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","Y","Restaurant","POINT (-78.893566 42.936923)"
"2360869000","2021","5","15","Gold Room BK LLC","429 Rogers Ave","Brooklyn","NY","11225","61669",,"U","Y","NY-09","N","N","N","N","Y","Y","Y","Y","N","N","Limited  Liability Company(LLC)","N","Y","N","N","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.953705 40.662081)"
"2497119010","2021","5","16","KHALIL SWEETS & BAKERY INC","2060 McGraw Ave","Bronx","NY","10462","168451",,"U","Y","NY-14","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.85607 40.83553)"
"7604728901","2021","5","7","PLG 499 LLC","499 Rogers Ave","Brooklyn","NY","11225","178792",,"U","Y","NY-09","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-73.953489 40.660036)"
"7626288901","2021","5","7","Cooley's Stone House Tavern Inc","49 Pioneer St","Cooperstown","NY","13326","229040",,"R","N","NY-19","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","Y","N","N","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-74.924499 42.699893)"
"2325529008","2021","5","15","Dockside North LLC","39 Agar St","Yonkers","NY","10701","255815",,"U","Y","NY-16","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","Y","N","Bar, Saloon, Lounge, Tavern","POINT (-73.87741 40.949308)"
"4879019009","2021","5","20","MAAD Hospitality Inc","52 Dikeman St","Brooklyn","NY","11231","17000",,"U","Y","NY-07","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","N","N","Y","Caterer","POINT (-74.011655 40.67551)"
"8855129000","2021","5","29","la casa cafe inc.","445 Waterside Rd","Northport","NY","11768","346591",,"U","N","NY-03","Y","N","N","Y","Y","Y","Y","Y","N","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.32764 40.928409)"
"9912049002","2021","6","4","Samesa 495 LLC","495 Lorimer St","Brooklyn","NY","11211","646352",,"U","Y","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Restaurant","POINT (-73.948993 40.711721)"
"3707469003","2021","5","19","UBC LLC","203 Mott St Store 1","New York","NY","10012","401036",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-73.995531 40.721422)"
"7855188910","2021","5","8","Renae Holland INC","260 SAINT JAMES PL APT 4C","BROOKLYN","NY","11238","80331",,"U","N","NY-08","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Food Stand, Food Truck, Food Cart","POINT (-73.9636 40.682523)"
"6614689004","2021","5","22","H&H Roosevelt Field Food LLC","630 old country road unit fb06","garden city","NY","11530","777329","Charleys Philly Steaks","U","N","NY-04","N","N","N","Y","N","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-73.615141 40.743042)"
"7512649007","2021","5","25","FAMILY GROUP 168 LLC","LAGUARDIA AIRPORT CSAF4","east elmhurst","NY","11370","726164",,"U","N","NY-14","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant",
"2486809010","2021","5","16","K&R Donuts Inc","8704 4th Ave","Brooklyn","NY","11209","119958","Dunkin' Donuts","U","N","NY-11","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant","POINT (-74.028693 40.621955)"
"8978459005","2021","5","29","WKMF Inc.","217 Main St","Farmingdale","NY","11735","323659",,"U","N","NY-02","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","N","N","N","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.446039 40.733934)"
"2475439000","2021","5","16","El Castillo De Jagua Restaurant Corporation","113 Rivington St","New York","NY","10002","354085",,"U","Y","NY-07","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Restaurant","POINT (-73.98783 40.719916)"
"7514289010","2021","5","25","Mr. YumYum Inc.","2 Oswego St","Baldwinsville","NY","13027","113256",,"U","N","NY-24","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant","POINT (-76.332362 43.157241)"
"3691279010","2021","5","19","GOLDEN SEA BEACH INC","300 W 23rd St","New York","NY","10011","1765902",,"U","N","NY-10","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.998803 40.745427)"
"9896519000","2021","6","4","3010 VETS HIGHWAY CORP","3010 Veterans Memorial Hwy","Bohemia","NY","11716","161748",,"U","N","NY-02","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Other && Caterer && Restaurant","POINT (-73.140529 40.78835)"
"9945999001","2021","6","7","Bleecker Street Bar Corp.","648 Broadway Frnt 1","New York","NY","10012","861362",,"U","N","NY-07","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-73.995685 40.726759)"
"2218519010","2021","5","14","3676 HARLEM ROAD INC","3676 Harlem Rd","Buffalo","NY","14215","27373",,"U","N","NY-26","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","Y","N","Bar, Saloon, Lounge, Tavern","POINT (-78.784086 42.943822)"
"8860769009","2021","5","29","Giancarlos Walker Center LLC","5110 Main St","Williamsville","NY","14221","1439079",,"U","N","NY-26","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-78.762279 42.95997)"
"9893839007","2021","6","4","132 w 27th street llc","132 E 27th St","New York","NY","10001","2462865",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.982924 40.742028)"
"7536229004","2021","5","25","381 Van Duzer LLC","379 Van Duzer St","Staten Island","NY","10304","154363",,"U","Y","NY-11","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-74.079862 40.628806)"
"8899619007","2021","5","29","Espindola Restaurant Corp.","43 Carmine St","New York","NY","10014","106919",,"U","N","NY-10","Y","N","N","N","Y","N","Y","Y","N","N","Corporation","N","N","N","N","Restaurant","POINT (-74.003678 40.729948)"
"7529278907","2021","5","7","Marvins mad merchandise","29 Villa Parkway","HIGHLAND FALLS","NY","10928","20399",,"U","N","NY-18","N","N","Y","Y","Y","Y","N","N","N","Y","Partnership","N","N","N","Y","Food Stand, Food Truck, Food Cart","POINT (-73.968856 41.36408)"
"1044739109","2021","6","17","Canard Inc.","503 W 43rd St","New York","NY","10036","3094093",,"U","N","NY-10","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Caterer","POINT (-73.995502 40.76052)"
"7233009000","2021","5","23","Sugar Factory Broadway LLC","1991 Broadway","New York","NY","10023","1773710",,"U","N","NY-10","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.982296 40.775269)"
"2706709007","2021","5","18","Mary Zovistoski","423 Riverside Dr","Clayton","NY","13624","46083",,"R","N","NY-21","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","Y","Restaurant","POINT (-76.087521 44.242571)"
"7593818908","2021","5","7","Blue Spoon William LLC","90 William St","New York","NY","10038","219010",,"U","N","NY-07","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-74.007751 40.708244)"
"2363349003","2021","5","15","JUJUBE TREE INC","3502 30th Ave","Astoria","NY","11103","117217",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.918061 40.765332)"
"2503539004","2021","5","16","Putnam Market Inc.","431 Broadway","Saratoga Springs","NY","12866","49574",,"R","N","NY-20","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Bakery ** && Caterer && Restaurant","POINT (-73.785237 43.082117)"
"2738349000","2021","5","18","sama restaurant inc","477 Tuckahoe Rd","Yonkers","NY","10710","264359",,"U","N","NY-16","N","N","N","N","N","N","Y","Y","N","N","Corporation","N","Y","N","N","Restaurant","POINT (-73.851187 40.952619)"
"8606099003","2021","5","27","TASTE OF CHINA CHEN'S CORP","7824 20TH AVE.","BROOKLYN","NY","11214","37072",,"U","Y","NY-08","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Restaurant","POINT (-73.993953 40.60874)"
"7599838904","2021","5","7","Mary McCusker LLC","209 N Main St","Jamestown","NY","14701","329380",,"R","Y","NY-23","N","Y","N","Y","Y","Y","Y","N","Y","Y","Limited  Liability Company(LLC)","Y","N","N","Y","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-79.241161 42.09583)"
"9919289007","2021","6","4","Gertie Restaurant LLC","357 Grand St","Brooklyn","NY","11211","575150",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Restaurant","POINT (-73.955693 40.712346)"
"7230759007","2021","5","23","FUNNY BBQ 98 INC","98 Bowery","New York","NY","10013","1499674",,"U","Y","NY-07","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant","POINT (-73.995249 40.71761)"
"2372689002","2021","5","15","Totonnos Pizzeria Inc","1524 Neptune Ave","Brooklyn","NY","11224","120889",,"U","Y","NY-08","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","Y","N","N","Y","Restaurant","POINT (-73.983851 40.579086)"
"8865469001","2021","5","29","J & R Italian Restaurant INC.","5 Milburn Ln","Huntington","NY","11743","21103",,"U","N","NY-03","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.411715 40.868043)"
"7587548903","2021","5","7","cella inc of ontario county","245 S Main St","Canandaigua","NY","14424","147422",,"R","Y","NY-23","N","N","N","N","Y","Y","Y","Y","N","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-77.27856 42.884003)"
"7900858910","2021","5","11","Snow Ridge Resort LLC","4173 West Road","Turin","NY","13473","56764",,"R","N","NY-21","N","N","N","N","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Other && Snack and Nonalcoholic Beverage Bar && Bar, Saloon, Lounge, Tavern && Caterer && Restaurant","POINT (-75.419862 43.639683)"
"1128479100","2021","6","25","Carnegies Cafe & Catering LLC","7376 Oswego Rd","Liverpool","NY","13090","888855",,"U","N","NY-24","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Caterer && Restaurant","POINT (-76.218412 43.127503)"
"8937899001","2021","5","29","VARICK WINERY & VINEYARD LLC.","5102 State Route 89","Romulus","NY","14541","90485",,"R","N","NY-23","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Licensed Alcohol Producer && Winery **","POINT (-76.769737 42.77774)"
"7224849003","2021","5","23","Heping Men LLC","96 8th Ave","New York","NY","10011","54516",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-74.002158 40.740241)"
"7568419007","2021","5","25","Monalisa Edick","32 E Main St Ste 1","Mohawk","NY","13407","6001",,"R","N","NY-22","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","Y","Restaurant","POINT (-75.002682 43.011796)"
"7902358906","2021","5","11","Doino's Harlem Grille & Pizzeria Inc","2709 Harlem Rd","Buffalo","NY","14225","4569",,"U","N","NY-26","Y","N","N","N","N","N","Y","Y","N","Y","Subchapter S Corporation","Y","N","N","Y","Restaurant","POINT (-78.7843 42.917385)"
"9949989006","2021","6","7","Glen Terrace Inc","5313 Avenue N","Brooklyn","NY","11234","1856449",,"U","N","NY-08","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Caterer","POINT (-73.92357 40.619156)"
"7611178900","2021","5","7","Village hands","1010 State Route 17M","Monroe","NY","10950","91868",,"U","N","NY-18","N","N","N","N","N","Y","Y","Y","N","N","Corporation","N","N","N","Y","Restaurant","POINT (-74.198909 41.34442)"
"8822729007","2021","5","29","TIFERES EVENTS LLC","1223 42nd St","Brooklyn","NY","11219","72358",,"U","Y","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Caterer","POINT (-73.989501 40.639833)"
"3705769006","2021","5","19","Sengupta Food Services LLC","62 Prince St","New York","NY","10012","1157060",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-73.996703 40.723775)"
"7502559000","2021","5","25","TRECE353 INC","185 Greenwich Street #LL2465","NEW YORK","NY","10007","263259",,"U","N","NY-07","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-74.012079 40.711726)"
"7874108903","2021","5","11","Ukatosh Corp","3530 36th St","Astoria","NY","11106","343643","Dunkin' Donut/Baskin-Robbins Co-Brand","U","Y","NY-12","N","N","N","N","N","N","Y","Y","N","Y","Corporation","N","N","N","Y","Restaurant","POINT (-73.92522 40.755374)"
"2324179008","2021","5","15","J&G Italian Restaurant Corp.","2329 Arthur Ave","Bronx","NY","10458","65136",,"U","Y","NY-13","N","N","Y","Y","N","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.888837 40.854066)"
"7656598901","2021","5","7","Five Gates LLC","400 Fulton Ave Ste A","Hempstead","NY","11550","71446","Subway","U","Y","NY-04","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Restaurant","POINT (-73.618608 40.709535)"
"2472129006","2021","5","16","Railhouse NY LLC","366 Broad St","Waverly","NY","14892","78938",,"R","N","NY-23","N","N","N","N","N","N","Y","N","N","N","Limited  Liability Company(LLC)","N","N","Y","Y","Brewpub, Tasting Room, Taproom ** && Bar, Saloon, Lounge, Tavern && Caterer && Restaurant","POINT (-76.53889 42.001101)"
"8851719003","2021","5","29","DOC WINE BAR 1st Ave inc","83 N 7th St","Brooklyn","NY","11249","162357",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-73.960552 40.719584)"
"8956999002","2021","5","29","THE BUSHWICK BAGEL HOUSE INC","299 Wyckoff Ave","Brooklyn","NY","11237","33867",,"U","Y","NY-07","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","N","Restaurant","POINT (-73.912644 40.7004)"
"1093349008","2021","5","13","Davidson Brothers Brewing LLC","184 Glen St POB 409","Glens Falls","NY","12801","295664",,"R","Y","NY-21","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","Y","N","Licensed Alcohol Producer && Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.644535 43.309849)"
"7567048909","2021","5","7","Emmanuel Thai Albany LLC","35 Maiden Lane","Albany","NY","12207","77308",,"U","Y","NY-20","N","N","N","N","N","N","Y","Y","N","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Restaurant","POINT (-73.751554 42.650411)"
"9925969006","2021","6","4","18 Greenwich Avenue LLC","18 Greenwich Ave","New York","NY","10011","2282974",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-74.000018 40.734764)"
"3720809003","2021","5","19","China 21 Restaurant Group Inc","3511 Johnson Avenue","bronx","NY","10463","238987",,"U","N","NY-13","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.909766 40.886342)"
"2367199003","2021","5","15","Freedom of Espresso Inc.","115 Solar St","Syracuse","NY","13204","233629",,"U","Y","NY-24","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","Y","Other && Snack and Nonalcoholic Beverage Bar","POINT (-76.157712 43.056837)"
"7553758909","2021","5","7","Cuatro Rios LLC","759 Nostrand Ave","Brooklyn","NY","11216","112888",,"U","Y","NY-08","N","N","Y","Y","N","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Bakery ** && Restaurant","POINT (-73.950354 40.671396)"
"1047379103","2021","6","17","CEM Concessions Inc","25 Arden Pl","Yonkers","NY","10701","267256",,"U","N","NY-16","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","N","Restaurant","POINT (-73.886528 40.962498)"
"8031199007","2021","5","26","HAPPY ZHENG INC","10855 Guy R Brewer Blvd","Jamaica","NY","11433","56482",,"U","N","NY-05","N","N","N","Y","N","N","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.790229 40.695177)"
"7896068905","2021","5","11","Racquel Riccardi","1189 Dryden Rd","Ithaca","NY","14850","12503",,"R","N","NY-23","N","N","N","Y","Y","Y","Y","N","Y","Y","Sole Proprietorship","N","N","N","Y","Caterer","POINT (-76.420166 42.46327)"
"4887439006","2021","5","20","Spin Man LLC","47-2 Boundary Avenue","Farmingdale","NY","11735","37207",,"U","N","NY-02","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Snack and Nonalcoholic Beverage Bar && Bar, Saloon, Lounge, Tavern","POINT (-73.461259 40.71737)"
"2698299003","2021","5","18","SI GRANITEVILLE PANCAKE HOUSE INC","935 Richmond Ave STE 947","Staten Island","NY","10314","808496","IHOP","U","N","NY-11","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-74.148864 40.624457)"
"2343979007","2021","5","15","Flagship S B Amsterdam NY LLC","413 Amsterdam Ave","New York","NY","10024","287691",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Partnership","N","Y","N","N","Restaurant","POINT (-73.977981 40.783618)"
