"effective_date","season","service_type","company","customer_type","customer_details","usage","units_of_usage","total_bill"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","50","THERMS","70.59"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","100","THERMS","116.91"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","200","THERMS","209.58"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","300","THERMS","302.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","400","THERMS","394.90"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL  (HTG.)","10000","THERMS","8484.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL  (HTG.)","100000","THERMS","83129.71"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","THE BROOKLYN UNION GAS COMPANY ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL  (HTG.)","1000000","THERMS","829577.52"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","0","CCF","21.43"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","10","CCF","37.17"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","20","CCF","54.67"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","50","CCF","107.17"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","100","CCF","170.81"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","200","CCF","298.12"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","300","CCF","425.42"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","RESIDENTIAL","   DELIVERY SERVICE","400","CCF","552.72"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - COMMERCIAL & INDUSTRIAL","1000","MCF","10702.58"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - COMMERCIAL & INDUSTRIAL","10000","MCF","104205.38"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CENTRAL HUDSON GAS & ELECTRIC CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - COMMERCIAL & INDUSTRIAL","100000","MCF","1039233.38"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","0","THERMS","18.74"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","10","THERMS","31.56"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","20","THERMS","46.56"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","50","THERMS","91.62"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","100","THERMS","164.94"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","200","THERMS","297.62"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","300","THERMS","430.31"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","400","THERMS","562.99"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","0","THERMS","18.74"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","10","THERMS","31.78"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","20","THERMS","47.30"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","50","THERMS","93.87"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","100","THERMS","171.49"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","200","THERMS","326.70"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","300","THERMS","481.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","400","THERMS","637.15"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","10000","THERMS","10252.26"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","100000","THERMS","98153.60"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","1000000","THERMS","977167.07"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","0","CCF","15.72"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","10","CCF","25.67"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","20","CCF","36.90"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","50","CCF","70.59"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","100","CCF","118.89"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","200","CCF","215.47"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","300","CCF","312.06"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","RESIDENTIAL","  DELIVERY SERVICE","400","CCF","408.66"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","COMMERCIAL/INDUSTRIAL","   S.C. NO. 1 - ALL PURPOSES (1,000 MCF)","1000","MCF","9531.46"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","COMMERCIAL/INDUSTRIAL","   S.C. NO. 2 - INDUSTRIAL (10,000 MCF & 100,000 MCF)","10000","MCF","78739.81"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","CORNING NATURAL GAS CORPORATION ","COMMERCIAL/INDUSTRIAL","   S.C. NO. 2 - INDUSTRIAL (10,000 MCF & 100,000 MCF)","100000","MCF","766093.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","0","THERMS","16.29"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","10","THERMS","30.52"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","20","THERMS","47.47"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","50","THERMS","98.27"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","100","THERMS","152.66"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","200","THERMS","261.45"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","300","THERMS","370.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," SPACE HEATING CUSTOMERS","400","THERMS","479.03"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","0","THERMS","13.78"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","10","THERMS","27.90"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","20","THERMS","44.36"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","50","THERMS","93.73"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","100","THERMS","149.87"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","200","THERMS","262.16"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","300","THERMS","374.46"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","RESIDENTIAL"," NON-SPACE HEATING CUSTOMERS","400","THERMS","486.77"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","10000","THERMS","10775.25"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","100000","THERMS","104074.61"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","KEYSPAN GAS EAST CORP. D/B/A BROOKLYN UNION  OF LONG ISLAND ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL (HTG.)","1000000","THERMS","1037068.19"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","0","CCF","17.48"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","10","CCF","27.03"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","20","CCF","38.13"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","50","CCF","71.48"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","100","CCF","112.72"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","200","CCF","195.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","300","CCF","277.74"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","RESIDENTIAL","  DELIVERY SERVICE","400","CCF","360.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 3 - GENERAL","1000","MCF","9166.22"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 3 - GENERAL","10000","MCF","87780.76"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NATIONAL FUEL GAS DISTRIBUTION CORP.","COMMERCIAL/INDUSTRIAL","  S.C. NO. 3 - GENERAL","100000","MCF","873925.32"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","0","THERMS","17.56"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","10","THERMS","29.02"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","20","THERMS","41.77"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","50","THERMS","79.96"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","100","THERMS","128.94"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","200","THERMS","226.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","300","THERMS","324.88"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","400","THERMS","422.87"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","0","THERMS","13.43"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","10","THERMS","24.90"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","20","THERMS","37.65"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","50","THERMS","75.84"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","100","THERMS","124.81"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","200","THERMS","222.80"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","300","THERMS","320.76"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","400","THERMS","418.75"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL ","10000","THERMS","10290.50"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL ","100000","THERMS","97115.76"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","NEW YORK STATE ELECTRIC & GAS CORP. ELMIRA DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL ","1000000","THERMS","962423.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","0","THERMS","17.58"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","10","THERMS","29.06"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","20","THERMS","41.81"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","50","THERMS","80.05"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","100","THERMS","129.08"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","200","THERMS","227.17"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","300","THERMS","325.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","400","THERMS","423.33"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","0","THERMS","13.45"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","10","THERMS","24.93"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","20","THERMS","37.69"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","50","THERMS","75.92"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","100","THERMS","124.95"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS","ORANGE & ROCKLAND UTILITIES, INC.","RESIDENTIAL","  DELIVERY SERVICE","0","CCF","17.30"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","200","THERMS","223.05"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","300","THERMS","321.11"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","RESIDENTIAL","  NON-HEATING CUSTOMERS","400","THERMS","419.21"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL","10000","THERMS","10377.19"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL","100000","THERMS","97976.36"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. GOSHEN DISTRICT ","COMMERCIAL/INDUSTRIAL","  S.C. NO. 2 - GENERAL","1000000","THERMS","971020.32"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. LOCKPORT DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","0","THERMS","17.56"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. LOCKPORT DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","10","THERMS","28.24"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. LOCKPORT DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","20","THERMS","40.19"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. LOCKPORT DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","50","THERMS","76.01"
"2011-07-01T00:00:00.000","SUMMER 2011","GAS"," NEW YORK STATE ELECTRIC & GAS CORP. LOCKPORT DISTRICT ","RESIDENTIAL","  HEATING CUSTOMERS","100","THERMS","121.05"
