Name,Category,Region,County,Golf,Camp,Playground,Nature Center,Beach,Facility URL,Golf URL,Nature Center URL,Longitude,Latitude,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Hudson River Islands,State Park,11,Columbia/Greene,N,Y,N,,N,https://parks.ny.gov/parks/98/details.aspx,,,-73.7783764,42.32888525,"(42.32888525, -73.7783764)",511,1417,619
Long Point,State Park,4,Cayuga,N,Y,Y,,Y,https://parks.ny.gov/parks/170/details.aspx,,,-76.69840928,42.71741104,"(42.71741104, -76.69840928)",79,345,618
Fort Ontario,State Historic Site,5,Oswego,N,N,N,,N,https://parks.ny.gov/historic-sites/20/details.aspx,,,-76.50744715,43.46612424,"(43.46612424, -76.50744715)",240,667,2135
Sunset Bay State Marine Park,Marine Facility,2,Chautauqua,N,N,N,N,N,https://parks.ny.gov/parks/194/details.aspx,,,-79.134885,42.56726514,"(42.56726514, -79.134885)",227,529,2035
Westcott Beach,State Park,10,Jefferson,N,Y,Y,,Y-M,https://parks.ny.gov/parks/90/details.aspx,,,-76.11801703,43.89698048,"(43.89698048, -76.11801703)",852,1615,2089
Heckscher,State Park,9,Suffolk,N,Y,Y,,Y-M,https://parks.ny.gov/parks/136/details.aspx,,,-73.16492238,40.70866151,"(40.70866151, -73.16492238)",1019,1111,2179
Valley Stream,State Park,9,Nassau,N,N,Y,,N,https://parks.ny.gov/parks/159/details.aspx,,,-73.6942502,40.67876603,"(40.67876603, -73.6942502)",62,995,2094
Southwick Beach,State Park,10,Jefferson,N,Y,Y,,Y-M,https://parks.ny.gov/parks/36/details.aspx,,,-76.20460033,43.76329127,"(43.76329127, -76.20460033)",853,1575,2089
Shirley Chisholm,State Park,12,Kings,N,N,N,N,N,https://parks.ny.gov/parks/200/details.aspx,,,-73.86532399,40.64601642,"(40.64601642, -73.86532399)",894,886,2090
Hudson Highlands,State Park Preserve,7,Dutch/Put,N,N,N,,N,https://parks.ny.gov/parks/9/details.aspx,,,-73.96211032,41.43375567,"(41.43375567, -73.96211032)",100,1203,627
Rexford Aqueduct,Other,11,Sara/Schen,N,N,N,,N,,,,-73.88767645,42.84926496,"(42.84926496, -73.88767645)",107,78,2141
Taxter Ridge,Other,7,Westchester,N,N,N,,N,,,,-73.83877677,41.05511939,"(41.05511939, -73.83877677)",974,1252,2185
Hyde Hall,State Historic Site,5,Otsego,N,N,N,,N,https://parks.ny.gov/historic-sites/11/details.aspx,,,-74.8739967,42.79373333,"(42.79373333, -74.8739967)",898,540,2136
Tallman Mountain,State Park,8,Rockland,N,N,Y,,N,https://parks.ny.gov/parks/119/details.aspx,,,-73.91033132,41.02642268,"(41.02642268, -73.91033132)",530,1551,628
Pinnacle,State Park,4,Steuben,N,N,N,,N,,,,-77.21456092,42.09735297,"(42.09735297, -77.21456092)",48,1748,2178
Cherry Plain,State Park,11,Rensselaer,N,Y,Y,,Y,https://parks.ny.gov/parks/173/details.aspx,,,-73.41221527,42.61786779,"(42.61786779, -73.41221527)",152,1305,2138
High Tor,State Park,8,Rockland,N,N,N,,N,https://parks.ny.gov/parks/78/details.aspx,,,-73.98401299,41.19061787,"(41.19061787, -73.98401299)",532,1546,628
Old Erie Canal,State Historic Park,5,Onon/Mad/Oneida,N,N,N,,N,https://parks.ny.gov/historic-sites/32/details.aspx,,,-75.92176935,43.0754747,"(43.0754747, -75.92176935)",696,633,2132
Highland Lakes,State Park,8,Orange,N,N,N,,N,https://parks.ny.gov/parks/5/details.aspx,,,-74.32857545,41.49130058,"(41.49130058, -74.32857545)",886,1541,2134
Philipse Manor Hall,State Historic Site,7,Westchester,N,N,N,,N,https://parks.ny.gov/historic-sites/37/details.aspx,,,-73.89931286,40.93555005,"(40.93555005, -73.89931286)",948,1441,2185
Schuyler Mansion,State Historic Site,11,Albany,N,N,N,,N,https://parks.ny.gov/historic-sites/33/details.aspx,,,-73.75928699,42.64132297,"(42.64132297, -73.75928699)",814,39,2030
Chenango Valley,State Park,5,Broome,Y,Y,Y,,Y,https://parks.ny.gov/parks/41/details.aspx,https://parks.ny.gov/golf/20/details.aspx,,-75.83623684,42.21554025,"(42.21554025, -75.83623684)",945,378,2033
Point Au Roche Boat Launch,Marine Facility,10,Clinton,N,N,N,,N,,,,-73.36439068,44.80297115,"(44.80297115, -73.36439068)",13,202,2038
Max V. Shaul,State Park,11,Schoharie,N,Y,Y,,N,https://parks.ny.gov/parks/94/details.aspx,,,-74.41092231,42.54799377,"(42.54799377, -74.41092231)",151,1220,629
DeVeaux Woods,State Park,1,Erie,N,N,Y,,N,https://parks.ny.gov/parks/11/details.aspx,,,-79.05874318,43.1194168,"(43.1194168, -79.05874318)",159,169,
East River,State Park,12,Kings,N,N,Y,,N,https://parks.ny.gov/parks/155/details.aspx,,,-73.96205753,40.72142461,"(40.72142461, -73.96205753)",894,889,2090
Parrot Hall,State Historic Site,4,Ontario,N,N,N,,N,,,,-77.00881425,42.87677396,"(42.87677396, -77.00881425)",809,233,2133
Quiet Cove Riverfront Park,Other,7,Dutchess,N,N,N,,N,,,,-73.93449945,41.73322539,"(41.73322539, -73.93449945)",587,1021,2040
John Burroughs Memorial,State Historic Site,5,Delaware,N,N,N,,N,https://parks.ny.gov/historic-sites/3/details.aspx,,,-74.58596903,42.29474198,"(42.29474198, -74.58596903)",559,266,2039
Kring Point,State Park,10,Jefferson,N,Y,Y,,Y,https://parks.ny.gov/parks/14/details.aspx,,,-75.85615854,44.37718875,"(44.37718875, -75.85615854)",859,1610,2089
Bennington Battlefield,State Historic Site,11,Rensselaer,N,N,N,,N,https://parks.ny.gov/historic-sites/12/details.aspx,,,-73.3022506,42.93950615,"(42.93950615, -73.3022506)",127,1234,2138
Donald J. Trump,State Park,7,Putnam/Westchester,N,N,N,,N,,,,-73.80837178,41.34539868,"(41.34539868, -73.80837178)",99,1344,627
Midway,State Park,2,Chautauqua,N,N,N,,N,https://parks.ny.gov/parks/167/details.aspx,,,-79.4224274,42.20087248,"(42.20087248, -79.4224274)",215,1730,2035
Cold Spring Harbor,State Park,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/115/details.aspx,,,-73.46022301,40.86283939,"(40.86283939, -73.46022301)",1020,1080,2179
Battle Island,State Park,5,Oswego,Y,N,N,,N,https://parks.ny.gov/parks/44/details.aspx,https://parks.ny.gov/golf/5/details.aspx,,-76.43604418,43.36167093,"(43.36167093, -76.43604418)",247,623,2135
Cumberland Bay,State Park,10,Clinton,N,Y,Y,,Y,https://parks.ny.gov/parks/34/details.aspx,,,-73.42117996,44.73334654,"(44.73334654, -73.42117996)",3,202,2038
Wilson-Tuscarora,State Park,1,Niagara,N,N,Y,,Y,https://parks.ny.gov/parks/69/details.aspx,,,-78.85560888,43.30377729,"(43.30377729, -78.85560888)",131,29,2131
Minnewaska,State Park Preserve,8,Ulster,N,N,N,Y,Y-M,https://parks.ny.gov/parks/127/details.aspx,,,-74.29323529,41.71581549,"(41.71581549, -74.29323529)",407,195,2182
Hempstead Lake,State Park,9,Nassau,N,N,Y,,N,https://parks.ny.gov/parks/31/details.aspx,,,-73.64242151,40.682314,"(40.682314, -73.64242151)",62,1457,2094
Darien Lakes,State Park,3,Genesee,N,Y,Y,,Y,https://parks.ny.gov/parks/144/details.aspx,,,-78.4114923,42.91181416,"(42.91181416, -78.4114923)",789,503,2086
Pixley Falls,State Park,5,Oneida,N,N,N,,N,https://parks.ny.gov/parks/32/details.aspx,,,-75.34147555,43.40431845,"(43.40431845, -75.34147555)",932,767,625
Roberto Clemente,State Park,12,Bronx,N,N,Y,,N,https://parks.ny.gov/parks/140/details.aspx,,,-73.92004274,40.85536367,"(40.85536367, -73.92004274)",307,649,2095
Great Chazy Boat Launch,Marine Facility,10,Clinton,N,N,N,,N,,,,-73.38722476,44.93159446,"(44.93159446, -73.38722476)",11,214,2038
Sonnenberg Gardens and Mansion,State Historic Park,4,Ontario,N,N,N,,N,https://parks.ny.gov/historic-sites/36/details.aspx,,,-77.2721596,42.89814677,"(42.89814677, -77.2721596)",780,178,2133
Steuben Memorial,State Historic Site,5,Oneida,N,N,N,,N,https://parks.ny.gov/historic-sites/2/details.aspx,,,-75.2324893,43.3381057,"(43.3381057, -75.2324893)",986,1364,625
Crown Point,State Historic Site,11,Essex,N,N,N,,N,https://parks.ny.gov/historic-sites/34/details.aspx,,,-73.43166319,44.02332481,"(44.02332481, -73.43166319)",453,220,2084
Chaumont Boat Launch,Marine Facility,10,Jefferson,N,N,N,,N,,,,-76.14980352,44.06940899,"(44.06940899, -76.14980352)",848,1483,2089
Honeoye Marine Park,Marine Facility,4,Ontario,N,N,N,,N,https://parks.ny.gov/parks/162/details.aspx,,,-77.50457815,42.72575402,"(42.72575402, -77.50457815)",802,241,2133
Montauk Downs,State Park,9,Suffolk,Y,N,N,,N,https://parks.ny.gov/parks/29/details.aspx,https://parks.ny.gov/golf/8/details.aspx,,-71.9385278,41.04928768,"(41.04928768, -71.9385278)",1021,1637,2179
Rockland Lake,State Park,8,Rockland,Y,N,N,Y,N,https://parks.ny.gov/parks/81/details.aspx,https://parks.ny.gov/golf/6/details.aspx,,-73.92191924,41.13621068,"(41.13621068, -73.92191924)",532,1655,628
John Jay Homestead,State Historic Site,7,Westchester,N,N,N,,N,https://parks.ny.gov/historic-sites/4/details.aspx,,,-73.65880641,41.25034096,"(41.25034096, -73.65880641)",977,1254,2185
Delta Lake,State Park,5,Oneida,N,Y,Y,,Y,https://parks.ny.gov/parks/66/details.aspx,,,-75.42187224,43.29096558,"(43.29096558, -75.42187224)",980,1390,625
DeWolf Point,State Park,10,Jefferson,N,Y,N,,N,https://parks.ny.gov/parks/22/details.aspx,,,-75.9901418,44.33274077,"(44.33274077, -75.9901418)",847,1523,2089
St. Lawrence,State Park,10,St. Lawrence,Y,N,N,,N,https://parks.ny.gov/parks/70/details.aspx,https://parks.ny.gov/golf/2/details.aspx,,-75.57656984,44.62983634,"(44.62983634, -75.57656984)",317,1591,2140
State Park at the Fair,State Park,5,Onondaga,N,N,N,,N,https://parks.ny.gov/parks/82/details.aspx,,,-76.21696591,43.07110463,"(43.07110463, -76.21696591)",699,727,2132
Orient Beach,State Park,9,Suffolk,N,N,Y,,Y,https://parks.ny.gov/parks/106/details.aspx,,,-72.27152525,41.12855132,"(41.12855132, -72.27152525)",1012,1640,2179
Joseph Davis,State Park,1,Niagara,N,N,Y,,N,https://parks.ny.gov/parks/45/details.aspx,,,-79.03992446,43.21412115,"(43.21412115, -79.03992446)",164,31,2131
Goosepond Mountain,State Park,8,Orange,N,N,N,,N,https://parks.ny.gov/parks/55/details.aspx,,,-74.24664764,41.33752483,"(41.33752483, -74.24664764)",881,1498,2134
Allan H. Treman,Marine Facility,4,Tompkins,N,N,N,,N,https://parks.ny.gov/parks/35/details.aspx,,,-76.51756817,42.46139668,"(42.46139668, -76.51756817)",709,1786,2181
Hook Mountain,State Park,8,Rockland,N,N,N,,N,,,,-73.91588172,41.1517064,"(41.1517064, -73.91588172)",532,1500,628
Canadarago Boat Marine Park,Marine Facility,5,Otsego,N,N,N,,N,,,,-75.01298786,42.81858875,"(42.81858875, -75.01298786)",919,1365,2136
Franny Reese Preserve,State Park,8,Ulster,N,N,N,,N,https://parks.ny.gov/parks/192/details.aspx,,,-73.95596437,41.70146445,"(41.70146445, -73.95596437)",423,972,2182
Peebles Island,State Park,11,Saratoga,N,N,N,,N,https://parks.ny.gov/parks/111/details.aspx,,,-73.68454923,42.78232136,"(42.78232136, -73.68454923)",992,18,2141
Hart's Brook Nature Preserve & Arboretum,Other,7,Westchester,N,N,N,,N,,,,-73.80806017,41.01796144,"(41.01796144, -73.80806017)",974,1250,2185
Susan B Anthony,State Historic Site,11,Washington,N,N,N,,N,,,,-73.42311978,43.11052997,"(43.11052997, -73.42311978)",724,96,2184
Big Six Mile Creek Marina,Marine Facility,1,Erie,N,N,N,,N,https://parks.ny.gov/parks/50/details.aspx,,,-79.0109877,43.02319516,"(43.02319516, -79.0109877)",290,526,2041
Point Au Roche,State Park,10,Clinton,N,N,Y,Y,Y,https://parks.ny.gov/parks/30/details.aspx,,,-73.38769347,44.77840043,"(44.77840043, -73.38769347)",13,202,2038
Hither Hills,State Park,9,Suffolk,N,Y,Y,Y,Y,https://parks.ny.gov/parks/122/details.aspx,,,-72.02131304,41.01605601,"(41.01605601, -72.02131304)",1021,1637,2179
Conesus Lake Marine Park,Marine Facility,3,Livingston,N,N,N,,N,https://parks.ny.gov/parks/71/details.aspx,,,-77.7116005,42.77580615,"(42.77580615, -77.7116005)",741,314,2091
Genesee River,Other,3,Monroe,N,N,N,,N,,,,-77.61431271,43.23058471,"(43.23058471, -77.61431271)",545,1676,2093
Washington's Headquarters,State Historic Site,8,Orange,N,N,N,,N,https://parks.ny.gov/historic-sites/17/details.aspx,,,-74.00960758,41.49770505,"(41.49770505, -74.00960758)",891,987,2134
Canandaigua Lake Marine Park,Marine Facility,4,Ontario,N,N,N,,N,https://parks.ny.gov/parks/3/details.aspx,,,-77.2756828,42.87666859,"(42.87666859, -77.2756828)",780,178,2133
Seneca Lake,State Park,4,Ont/Sen,N,N,Y,,Y,https://parks.ny.gov/parks/125/details.aspx,,,-76.95454977,42.8739501,"(42.8739501, -76.95454977)",574,233,2144
Walt Whitman Birthplace,State Historic Site,9,Suffolk,N,N,N,,N,https://parks.ny.gov/historic-sites/19/details.aspx,,,-73.41176452,40.81717508,"(40.81717508, -73.41176452)",1020,1121,2179
Reservoir,State Park,1,Niagara,N,N,Y,,N,https://parks.ny.gov/parks/75/details.aspx,,,-79.01503815,43.13401154,"(43.13401154, -79.01503815)",164,534,2131
Alfred E. Smith/Sunken Meadow,State Park,9,Suffolk,Y,N,Y,Y-A,Y,https://parks.ny.gov/parks/37/,https://parks.ny.gov/golf/13/details.aspx,,-73.26320632,40.90999227,"(40.90999227, -73.26320632)",1014,1318,2179
Sag Harbor Golf Course,State Park,9,Suffolk,Y,N,N,,N,,https://parks.ny.gov/golf/17/details.aspx,,-72.26056664,40.99702452,"(40.99702452, -72.26056664)",1021,1537,2179
Croil Island,State Park,10,St. Lawrence,N,N,N,,N,,,,-74.97947525,44.97256811,"(44.97256811, -74.97947525)",324,1585,2140
Woodlawn Beach,State Park,1,Erie,N,N,Y,N,Y,https://parks.ny.gov/parks/47/details.aspx,,,-78.85220785,42.7938189,"(42.7938189, -78.85220785)",289,108,2041
Buttermilk Falls,State Park,4,Tompkins,N,Y,Y,,Y-M,https://parks.ny.gov/parks/151/details.aspx,,,-76.51225664,42.40402596,"(42.40402596, -76.51225664)",708,1786,2181
Newtown Battlefield,State Park,4,Chemung,N,Y,Y,,N,https://parks.ny.gov/parks/107/details.aspx,,,-76.73631727,42.04902652,"(42.04902652, -76.73631727)",480,926,2036
Rockefeller,State Park Preserve,7,Westchester,N,N,N,,N,https://parks.ny.gov/parks/59/details.aspx,,,-73.83253999,41.10969309,"(41.10969309, -73.83253999)",963,1347,2185
Mary Island,State Park,10,Jefferson,N,Y,N,,N,https://parks.ny.gov/parks/40/details.aspx,,,-75.92157812,44.3655711,"(44.3655711, -75.92157812)",859,,
Long Point,State Park,2,Chautauqua,N,N,Y,,Y,https://parks.ny.gov/parks/109/details.aspx,,,-79.4109114,42.17876065,"(42.17876065, -79.4109114)",215,1694,2035
Betty & Wilbur Davis,State Park,5,Otsego,N,Y,N,,N,https://parks.ny.gov/parks/85/details.aspx,,,-74.83290982,42.66363969,"(42.66363969, -74.83290982)",896,1402,2136
Golden Hill,State Park,1,Niagara,N,Y,Y,,N,https://parks.ny.gov/parks/143/details.aspx,,,-78.48015886,43.36946168,"(43.36946168, -78.48015886)",154,487,2131
Indian Hills,State Park,4,Steuben,Y,N,N,,N,,https://parks.ny.gov/golf/19/details.aspx,,-77.15476554,42.09305489,"(42.09305489, -77.15476554)",36,56,2178
Sterling Forest,State Park,8,Orange,N,N,N,Y-A,N,https://parks.ny.gov/parks/74/details.aspx,,,-74.24676588,41.21191921,"(41.21191921, -74.24676588)",887,1653,2134
Fair Haven Beach,State Park,4,Cayuga,Y,Y,Y,,Y-M,https://parks.ny.gov/parks/12/details.aspx,https://parks.ny.gov/golf/9/details.aspx,,-76.69131068,43.34170812,"(43.34170812, -76.69131068)",68,693,618
Wildwood,State Park,9,Suffolk,N,Y,Y,,Y,https://parks.ny.gov/parks/68/details.aspx,,,-72.79457341,40.96049996,"(40.96049996, -72.79457341)",1017,1432,2179
Lorenzo,State Historic Site,5,Madison,N,N,N,,N,https://parks.ny.gov/historic-sites/15/details.aspx,,,-75.86569996,42.92290209,"(42.92290209, -75.86569996)",165,354,2092
Caumsett,State Historic Park Preserve,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/23/details.aspx,,,-73.46867735,40.92812462,"(40.92812462, -73.46867735)",1020,1120,2179
Cedar Point,State Park,10,Jefferson,N,Y,Y,,Y,https://parks.ny.gov/parks/21/details.aspx,,,-76.19613394,44.2034892,"(44.2034892, -76.19613394)",856,1511,2089
Nissequogue River,State Park,9,Suffolk,N,N,Y,,N,https://parks.ny.gov/parks/110/details.aspx,,,-73.2316962,40.89867044,"(40.89867044, -73.2316962)",1014,1127,2179
Olana,State Historic Site,7,Columbia,N,N,N,,N,https://parks.ny.gov/historic-sites/23/details.aspx,,,-73.82875957,42.21459514,"(42.21459514, -73.82875957)",517,977,619
Athens Boat Launch,Marine Facility,11,Greene,N,N,N,,N,,,,-73.80227689,42.27295384,"(42.27295384, -73.80227689)",766,1144,2087
Green Lakes,State Park,5,Onondaga,Y,Y,Y,Y,Y,https://parks.ny.gov/parks/172/details.aspx,https://parks.ny.gov/golf/14/details.aspx,,-75.9818848,43.04697832,"(43.04697832, -75.9818848)",696,621,2132
John Brown Farm,State Historic Site,11,Essex,N,N,N,,N,https://parks.ny.gov/historic-sites/29/details.aspx,,,-73.97150675,44.2495745,"(44.2495745, -73.97150675)",430,275,2084
Selkirk Shores,State Park,5,Oswego,N,Y,Y,,Y,https://parks.ny.gov/parks/84/details.aspx,,,-76.19844002,43.55566201,"(43.55566201, -76.19844002)",235,683,2135
Devil's Hole,State Park,1,Niagara,N,N,N,,N,https://parks.ny.gov/parks/42/details.aspx,,,-79.0459607,43.13463185,"(43.13463185, -79.0459607)",164,937,
Bayswater,State Park,12,Queens,N,N,N,,N,https://parks.ny.gov/parks/86/details.aspx,,,-73.77255293,40.6128179,"(40.6128179, -73.77255293)",196,1027,2137
Oak Orchard Marine Park,Marine Facility,3,Orleans,N,N,N,,N,https://parks.ny.gov/parks/131/details.aspx,,,-78.19636675,43.36913472,"(43.36913472, -78.19636675)",505,416,626
Verona Beach,State Park,5,Oneida,N,Y,Y,,Y,https://parks.ny.gov/parks/102/details.aspx,,,-75.71658659,43.17800825,"(43.17800825, -75.71658659)",982,425,625
Donald J. Trump,State Park,7,Putnam/Westchester,N,N,N,,N,,,,-73.80405211,41.26263355,"(41.26263355, -73.80405211)",947,1352,2185
Palisades,State Park,8,Rockland,N,N,N,,N,,,,-73.90354437,41.00004239,"(41.00004239, -73.90354437)",530,1551,628
Stony Creek Boat Launch,Marine Facility,10,Jefferson,N,N,N,,N,,,,-76.22920823,43.82561136,"(43.82561136, -76.22920823)",852,1575,2089
Oriskany Battlefield,State Historic Site,5,Oneida,N,N,N,,N,https://parks.ny.gov/historic-sites/21/details.aspx,,,-75.36671039,43.1767747,"(43.1767747, -75.36671039)",978,1281,625
Stony Brook,State Park,4,Steuben,N,Y,Y,,Y-M,https://parks.ny.gov/parks/118/details.aspx,,,-77.69296639,42.51855953,"(42.51855953, -77.69296639)",37,228,2178
Hudson River Park,State Park,12,Manhattan,N,N,Y,,N,https://parks.ny.gov/parks/185/details.aspx,,,-74.01174318,40.73549893,"(40.73549893, -74.01174318)",749,,2095
Brookhaven,State Park,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/180/details.aspx,,,-72.86481657,40.92095004,"(40.92095004, -72.86481657)",1022,1644,2179
