"county","year","population","index_count","index_rate","violent_count","violent_rate","property_count","property_rate","firearm_count","firearm_rate"
"Putnam","2020","97548","398","408","37","37.9","361","370.1","3","3.1"
"Queens","2020","2246431","37446","1666.9","9629","428.6","27817","1238.3","1240","55.2"
"Rensselaer","2020","157637","3186","2021.1","455","288.6","2731","1732.5","116","73.6"
"Richmond","2020","465604","5042","1082.9","1347","289.3","3695","793.6","166","35.7"
"Rockland","2020","325221","2740","842.5","341","104.9","2399","737.7","31","9.5"
"Saratoga","2020","229506","2229","971.2","225","98","2004","873.2","15","6.5"
"Schenectady","2020","154361","3853","2496.1","561","363.4","3292","2132.7","126","81.6"
"Schoharie","2020","30621","315","1028.7","43","140.4","272","888.3","3","9.8"
"Schuyler","2020","17637","49","277.8","10","56.7","39","221.1","2","11.3"
"Seneca","2020","33665","438","1301.1","55","163.4","383","1137.7","5","14.9"
"Steuben","2020","94382","863","914.4","117","124","746","790.4","4","4.2"
"St Lawrence","2020","106616","1131","1060.8","137","128.5","994","932.3","12","11.3"
"Suffolk","2020","1465277","18147","1238.5","1320","90.1","16827","1148.4","282","19.2"
"Sullivan","2020","74732","852","1140.1","147","196.7","705","943.4","16","21.4"
"Tioga","2020","47597","432","907.6","59","124","373","783.7","8","16.8"
"Tompkins","2020","101580","2127","2093.9","169","166.4","1958","1927.5","29","28.5"
"Ulster","2020","175918","1895","1077.2","226","128.5","1669","948.7","36","20.5"
"Warren","2020","63351","742","1171.3","77","121.5","665","1049.7","2","3.2"
"Washington","2020","60583","366","604.1","87","143.6","279","460.5","2","3.3"
"Wayne","2020","88933","1342","1509","171","192.3","1171","1316.7","16","18"
"Westchester","2020","963247","10307","1070","1584","164.4","8723","905.6","229","23.8"
"Wyoming","2020","39363","304","772.3","45","114.3","259","658","2","5.1"
"Yates","2020","24704","221","894.6","16","64.8","205","829.8","3","12.1"
"Albany","2019","305810","8005","2617.6","1003","328","7002","2289.7","140","45.8"
"Allegany","2019","45870","456","994.1","61","133","395","861.1","6","13.1"
"Bronx","2019","1426931","35255","2470.7","13157","922","22098","1548.6","1198","84"
"Broome","2019","189538","5173","2729.3","623","328.7","4550","2400.6","63","33.2"
"Cattaraugus","2019","74208","935","1260","151","203.5","784","1056.5","18","24.3"
"Cayuga","2019","76385","1216","1591.9","154","201.6","1062","1390.3","12","15.7"
"Chautauqua","2019","126417","2796","2211.7","305","241.3","2491","1970.5","27","21.4"
"Chemung","2019","83232","1623","1950","178","213.9","1445","1736.1","28","33.6"
"Chenango","2019","46931","784","1670.5","111","236.5","673","1434","2","4.3"
"Clinton","2019","80080","1172","1463.5","128","159.8","1044","1303.7","5","6.2"
"Columbia","2019","59211","720","1216","97","163.8","623","1052.2","8","13.5"
"Cortland","2019","47382","740","1561.8","87","183.6","653","1378.2","1","2.1"
"Delaware","2019","43120","550","1275.5","84","194.8","466","1080.7","6","13.9"
"Dutchess","2019","291611","3549","1217","568","194.8","2981","1022.3","53","18.2"
"Erie","2019","914740","20949","2290.2","3388","370.4","17561","1919.8","912","99.7"
"Essex","2019","35343","329","930.9","48","135.8","281","795.1","3","8.5"
"Franklin","2019","49852","512","1027","68","136.4","444","890.6","3","6"
"Fulton","2019","52946","1012","1911.4","125","236.1","887","1675.3","7","13.2"
"Genesee","2019","56777","1015","1787.7","135","237.8","880","1549.9","9","15.9"
"Greene","2019","47029","591","1256.7","180","382.7","411","873.9","3","6.4"
"Hamilton","2019","4361","29","665","3","68.8","26","596.2","0","0"
"Herkimer","2019","61174","782","1278.3","141","230.5","641","1047.8","18","29.4"
"Jefferson","2019","110566","1879","1699.4","245","221.6","1634","1477.9","19","17.2"
"Kings","2019","2575649","47735","1853.3","14194","551.1","33541","1302.2","1549","60.1"
"Lewis","2019","26224","162","617.8","30","114.4","132","503.4","0","0"
"Livingston","2019","62634","600","957.9","61","97.4","539","860.6","3","4.8"
"Madison","2019","70084","835","1191.4","107","152.7","728","1038.8","8","11.4"
"Monroe","2019","738135","16523","2238.5","2178","295.1","14345","1943.4","628","85.1"
"Montgomery","2019","49080","688","1401.8","79","161","609","1240.8","3","6.1"
"Nassau","2019","1352968","13387","989.5","1644","121.5","11743","867.9","206","15.2"
"New York","2019","1638724","49858","3042.5","9779","596.7","40079","2445.7","687","41.9"
"Niagara","2019","208537","4171","2000.1","632","303.1","3539","1697.1","149","71.5"
"Oneida","2019","227680","4558","2001.9","641","281.5","3917","1720.4","100","43.9"
"Onondaga","2019","458568","9917","2162.6","1523","332.1","8394","1830.5","248","54.1"
"Ontario","2019","109474","1472","1344.6","166","151.6","1306","1193","10","9.1"
"Orange","2019","380924","5255","1379.5","727","190.9","4528","1188.7","102","26.8"
"Orleans","2019","40120","486","1211.4","58","144.6","428","1066.8","2","5"
"Oswego","2019","116733","1891","1619.9","182","155.9","1709","1464","8","6.9"
"Otsego","2019","59117","624","1055.5","100","169.2","524","886.4","7","11.8"
"Putnam","2019","98253","377","383.7","49","49.9","328","333.8","4","4.1"
"Queens","2019","2267722","32483","1432.4","9393","414.2","23090","1018.2","778","34.3"
"Rensselaer","2019","158579","3207","2022.3","399","251.6","2808","1770.7","79","49.8"
"Richmond","2019","470017","4789","1018.9","1298","276.2","3491","742.7","93","19.8"
"Rockland","2019","325586","2882","885.2","376","115.5","2506","769.7","37","11.4"
"Saratoga","2019","230182","2317","1006.6","200","86.9","2117","919.7","9","3.9"
"Schenectady","2019","154557","3954","2558.3","607","392.7","3347","2165.5","112","72.5"
"Schoharie","2019","30734","235","764.6","46","149.7","189","615","6","19.5"
"Schuyler","2019","17763","66","371.6","10","56.3","56","315.3","1","5.6"
"Seneca","2019","33994","440","1294.3","45","132.4","395","1162","1","2.9"
"Steuben","2019","94878","904","952.8","138","145.4","766","807.4","9","9.5"
"St Lawrence","2019","106996","1114","1041.2","105","98.1","1009","943","8","7.5"
"Suffolk","2019","1471317","18194","1236.6","1419","96.4","16775","1140.1","268","18.2"
"Sullivan","2019","74843","1018","1360.2","187","249.9","831","1110.3","11","14.7"
"Tioga","2019","47997","396","825.1","58","120.8","338","704.2","5","10.4"
"Tompkins","2019","102363","1866","1822.9","132","129","1734","1694","15","14.7"
"Ulster","2019","177151","2114","1193.3","258","145.6","1856","1047.7","25","14.1"
"Warren","2019","63740","729","1143.7","84","131.8","645","1011.9","4","6.3"
"Washington","2019","60599","344","567.7","82","135.3","262","432.4","0","0"
"Wayne","2019","89121","1225","1374.5","169","189.6","1056","1184.9","12","13.5"
"Westchester","2019","964433","9664","1002","1633","169.3","8031","832.7","185","19.2"
"Wyoming","2019","39619","257","648.7","46","116.1","211","532.6","1","2.5"
"Yates","2019","24639","187","759","23","93.3","164","665.6","0","0"
"Albany","2018","304591","8340","2738.1","1099","360.8","7241","2377.3","157","51.5"
"Allegany","2018","45732","458","1001.5","75","164","383","837.5","7","15.3"
"Bronx","2018","1454179","35355","2431.3","12514","860.6","22841","1570.7","1153","79.3"
"Broome","2018","189067","5134","2715.4","602","318.4","4532","2397","76","40.2"
"Cattaraugus","2018","73692","1099","1491.3","122","165.6","977","1325.8","9","12.2"
"Cayuga","2018","75834","1238","1632.5","197","259.8","1041","1372.7","13","17.1"
"Chautauqua","2018","125852","2654","2108.8","359","285.3","2295","1823.6","20","15.9"
"Chemung","2018","83485","1438","1722.5","134","160.5","1304","1562","19","22.8"
"Chenango","2018","46622","713","1529.3","87","186.6","626","1342.7","4","8.6"
"Clinton","2018","79308","1160","1462.7","174","219.4","986","1243.3","3","3.8"
"Columbia","2018","59135","892","1508.4","102","172.5","790","1335.9","13","22"
"Cortland","2018","46686","775","1660","58","124.2","717","1535.8","2","4.3"
"Delaware","2018","42999","583","1355.8","75","174.4","508","1181.4","5","11.6"
"Dutchess","2018","289726","3660","1263.3","540","186.4","3120","1076.9","65","22.4"
"Erie","2018","909076","22899","2518.9","3529","388.2","19370","2130.7","939","103.3"
"Essex","2018","35542","293","824.4","52","146.3","241","678.1","4","11.3"
"Franklin","2018","50085","519","1036.2","71","141.8","448","894.5","2","4"
"Fulton","2018","52525","944","1797.2","145","276.1","799","1521.2","13","24.8"
"Genesee","2018","56476","946","1675","128","226.6","818","1448.4","7","12.4"
"Greene","2018","46351","609","1313.9","114","245.9","495","1067.9","6","12.9"
"Hamilton","2018","4352","46","1057","3","68.9","43","988.1","1","23"
"Herkimer","2018","60769","803","1321.4","90","148.1","713","1173.3","2","3.3"
"Jefferson","2018","111731","2017","1805.2","258","230.9","1759","1574.3","18","16.1"
"Kings","2018","2618198","50106","1913.8","14384","549.4","35722","1364.4","1568","59.9"
"Lewis","2018","25983","207","796.7","32","123.2","175","673.5","3","11.5"
"Livingston","2018","62404","635","1017.6","58","92.9","577","924.6","3","4.8"
"Madison","2018","69296","952","1373.8","135","194.8","817","1179","13","18.8"
"Monroe","2018","734020","16658","2269.4","2254","307.1","14404","1962.3","624","85"
"Montgomery","2018","48191","721","1496.1","80","166","641","1330.1","4","8.3"
"Nassau","2018","1347772","13383","993","1509","112","11874","881","195","14.5"
"New York","2018","1645512","49830","3028.2","8951","544","40879","2484.3","545","33.1"
"Niagara","2018","206655","4428","2142.7","625","302.4","3803","1840.3","131","63.4"
"Oneida","2018","226517","4652","2053.7","649","286.5","4003","1767.2","97","42.8"
"Onondaga","2018","456375","9949","2180","1374","301.1","8575","1878.9","260","57"
"Ontario","2018","108085","1462","1352.6","130","120.3","1332","1232.4","13","12"
"Orange","2018","376306","5945","1579.8","793","210.7","5152","1369.1","79","21"
"Orleans","2018","39962","600","1501.4","65","162.7","535","1338.8","8","20"
"Oswego","2018","115754","2033","1756.3","188","162.4","1845","1593.9","15","13"
"Otsego","2018","58672","719","1225.5","95","161.9","624","1063.5","5","8.5"
"Putnam","2018","97414","502","515.3","54","55.4","448","459.9","2","2.1"
"Queens","2018","2331358","33135","1421.3","8856","379.9","24279","1041.4","846","36.3"
"Rensselaer","2018","156780","3095","1974.1","389","248.1","2706","1726","72","45.9"
"Richmond","2018","473924","5738","1210.7","1408","297.1","4330","913.6","133","28.1"
"Rockland","2018","325061","3213","988.4","369","113.5","2844","874.9","37","11.4"
"Saratoga","2018","226965","2610","1150","232","102.2","2378","1047.7","25","11"
"Schenectady","2018","152748","4615","3021.3","715","468.1","3900","2553.2","95","62.2"
"Schoharie","2018","30657","320","1043.8","27","88.1","293","955.7","2","6.5"
"Schuyler","2018","17619","60","340.5","15","85.1","45","255.4","1","5.7"
"Seneca","2018","33746","466","1380.9","48","142.2","418","1238.7","6","17.8"
"Steuben","2018","94101","1043","1108.4","160","170","883","938.4","10","10.6"
"St Lawrence","2018","107265","1401","1306.1","153","142.6","1248","1163.5","9","8.4"
"Suffolk","2018","1464741","18977","1295.6","1512","103.2","17465","1192.4","281","19.2"
"Sullivan","2018","73794","1198","1623.4","195","264.2","1003","1359.2","21","28.5"
"Tioga","2018","47336","397","838.7","43","90.8","354","747.8","6","12.7"
"Tompkins","2018","103272","1920","1859.2","160","154.9","1760","1704.2","10","9.7"
"Ulster","2018","175637","2262","1287.9","283","161.1","1979","1126.8","29","16.5"
"Warren","2018","63165","953","1508.7","96","152","857","1356.8","3","4.7"
"Washington","2018","60229","460","763.8","83","137.8","377","625.9","2","3.3"
"Wayne","2018","88547","1483","1674.8","173","195.4","1310","1479.4","8","9"
"Westchester","2018","966057","9846","1019.2","1677","173.6","8169","845.6","203","21"
"Wyoming","2018","39510","333","842.8","63","159.5","270","683.4","3","7.6"
"Yates","2018","24430","245","1002.9","17","69.6","228","933.3","1","4.1"
"Albany","2017","310352","8787","2831.3","1162","374.4","7625","2456.9","148","47.7"
"Allegany","2017","46878","509","1085.8","80","170.7","429","915.1","6","12.8"
"Bronx","2017","1470074","35507","2415.3","12534","852.6","22973","1562.7","1270","86.4"
"Broome","2017","194923","5584","2864.7","697","357.6","4887","2507.1","73","37.5"
"Cattaraugus","2017","75611","1176","1555.3","130","171.9","1046","1383.4","19","25.1"
"Cayuga","2017","77712","1371","1764.2","248","319.1","1123","1445.1","21","27"
"Chautauqua","2017","128942","2791","2164.5","348","269.9","2443","1894.7","43","33.3"
"Chemung","2017","86084","1567","1820.3","143","166.1","1424","1654.2","24","27.9"
"Chenango","2017","48397","715","1477.4","83","171.5","632","1305.9","3","6.2"
"Clinton","2017","81093","1215","1498.3","135","166.5","1080","1331.8","4","4.9"
"Columbia","2017","60796","969","1593.9","133","218.8","836","1375.1","19","31.3"
"Cortland","2017","47986","994","2071.4","49","102.1","945","1969.3","1","2.1"
"Delaware","2017","44468","520","1169.4","59","132.7","461","1036.7","4","9"
"Dutchess","2017","294598","4096","1390.4","573","194.5","3523","1195.9","73","24.8"
"Erie","2017","923447","23369","2530.6","3463","375","19906","2155.6","930","100.7"
"Essex","2017","36491","420","1151","63","172.6","357","978.3","6","16.4"
"Franklin","2017","50324","688","1367.1","100","198.7","588","1168.4","10","19.9"
"Fulton","2017","53556","1088","2031.5","118","220.3","970","1811.2","9","16.8"
"Genesee","2017","58252","1143","1962.2","168","288.4","975","1673.8","8","13.7"
"Greene","2017","47352","635","1341","139","293.5","496","1047.5","5","10.6"
"Hamilton","2017","4505","36","799.1","4","88.8","32","710.3","0","0"
"Herkimer","2017","62458","1162","1860.5","159","254.6","1003","1605.9","8","12.8"
"Jefferson","2017","113858","2261","1985.8","239","209.9","2022","1775.9","22","19.3"
"Kings","2017","2646816","49766","1880.2","14593","551.3","35173","1328.9","1753","66.2"
"Lewis","2017","26893","260","966.8","35","130.1","225","836.6","3","11.2"
"Livingston","2017","64242","809","1259.3","56","87.2","753","1172.1","3","4.7"
"Madison","2017","71146","986","1385.9","104","146.2","882","1239.7","8","11.2"
"Monroe","2017","749892","18951","2527.2","2570","342.7","16381","2184.4","730","97.3"
"Montgomery","2017","49222","939","1907.7","78","158.5","861","1749.2","5","10.2"
"Nassau","2017","1367901","14039","1026.3","1650","120.6","12389","905.7","206","15.1"
"New York","2017","1663498","47146","2834.1","8671","521.3","38475","2312.9","639","38.4"
"Niagara","2017","211460","5598","2647.3","785","371.2","4813","2276.1","167","79"
"Oneida","2017","231112","4782","2069.1","696","301.2","4086","1768","94","40.7"
"Onondaga","2017","467033","10893","2332.4","1429","306","9464","2026.4","228","48.8"
"Ontario","2017","110349","1623","1470.8","135","122.3","1488","1348.4","7","6.3"
"Orange","2017","381037","6757","1773.3","875","229.6","5882","1543.7","120","31.5"
"Orleans","2017","41194","764","1854.6","87","211.2","677","1643.4","15","36.4"
"Oswego","2017","118741","1980","1667.5","218","183.6","1762","1483.9","15","12.6"
"Otsego","2017","59891","734","1225.6","93","155.3","641","1070.3","6","10"
"Putnam","2017","98971","628","634.5","54","54.6","574","580","2","2"
"Queens","2017","2356841","32860","1394.2","9184","389.7","23676","1004.6","932","39.5"
"Rensselaer","2017","160555","3518","2191.1","448","279","3070","1912.1","90","56.1"
"Richmond","2017","479104","5969","1245.9","1451","302.9","4518","943","153","31.9"
"Rockland","2017","329966","3405","1031.9","397","120.3","3008","911.6","27","8.2"
"Saratoga","2017","228753","2795","1221.8","279","122","2516","1099.9","27","11.8"
"Schenectady","2017","154847","4601","2971.3","673","434.6","3928","2536.7","100","64.6"
"Schoharie","2017","31166","314","1007.5","37","118.7","277","888.8","1","3.2"
"Schuyler","2017","18106","70","386.6","15","82.8","55","303.8","1","5.5"
"Seneca","2017","34779","571","1641.8","73","209.9","498","1431.9","1","2.9"
"Steuben","2017","96823","1268","1309.6","171","176.6","1097","1133","12","12.4"
"St Lawrence","2017","109995","1512","1374.6","134","121.8","1378","1252.8","12","10.9"
"Suffolk","2017","1495619","21462","1435","1749","116.9","19713","1318","372","24.9"
"Sullivan","2017","74545","1282","1719.8","221","296.5","1061","1423.3","10","13.4"
"Tioga","2017","48507","453","933.9","48","99","405","834.9","3","6.2"
"Tompkins","2017","105637","1967","1862","147","139.2","1820","1722.9","19","18"
"Ulster","2017","179106","2572","1436","289","161.4","2283","1274.7","30","16.7"
"Warren","2017","64530","1079","1672.1","107","165.8","972","1506.3","4","6.2"
"Washington","2017","61690","541","877","91","147.5","450","729.5","1","1.6"
"Wayne","2017","90519","1495","1651.6","189","208.8","1306","1442.8","8","8.8"
"Westchester","2017","980819","11580","1180.6","1953","199.1","9627","981.5","295","30.1"
"Wyoming","2017","40666","346","850.8","71","174.6","275","676.2","5","12.3"
"Yates","2017","24910","259","1039.7","26","104.4","233","935.4","2","8"
"Albany","2016","308401","8766","2842.4","1099","356.4","7667","2486","125","40.5"
"Allegany","2016","46858","572","1220.7","81","172.9","491","1047.8","5","10.7"
"Bronx","2016","1458255","36834","2525.9","13817","947.5","23017","1578.4","1499","102.8"
"Broome","2016","194518","5424","2788.4","640","329","4784","2459.4","57","29.3"
"Cattaraugus","2016","75126","1262","1679.8","138","183.7","1124","1496.2","12","16"
"Cayuga","2016","77462","1428","1843.5","184","237.5","1244","1605.9","14","18.1"
"Chautauqua","2016","129139","3328","2577.1","356","275.7","2972","2301.4","57","44.1"
"Chemung","2016","86124","2064","2396.5","172","199.7","1892","2196.8","23","26.7"
"Chenango","2016","48229","966","2002.9","99","205.3","867","1797.7","4","8.3"
"Clinton","2016","80553","1395","1731.8","135","167.6","1260","1564.2","7","8.7"
"Columbia","2016","60806","837","1376.5","100","164.5","737","1212.1","12","19.7"
"Cortland","2016","48022","820","1707.6","43","89.5","777","1618","2","4.2"
"Delaware","2016","44601","671","1504.5","98","219.7","573","1284.7","4","9"
"Dutchess","2016","293404","4116","1402.8","566","192.9","3550","1209.9","70","23.9"
"Erie","2016","917172","25816","2814.7","3792","413.4","22024","2401.3","1154","125.8"
"Essex","2016","36615","397","1084.3","58","158.4","339","925.9","4","10.9"
"Franklin","2016","50135","706","1408.2","108","215.4","598","1192.8","7","14"
"Fulton","2016","53221","1182","2220.9","150","281.8","1032","1939.1","10","18.8"
"Genesee","2016","58209","1263","2169.8","127","218.2","1136","1951.6","9","15.5"
"Greene","2016","47019","554","1178.2","104","221.2","450","957.1","5","10.6"
"Hamilton","2016","4657","54","1159.5","5","107.4","49","1052.2","0","0"
"Herkimer","2016","62419","1107","1773.5","123","197.1","984","1576.4","5","8"
"Jefferson","2016","117080","2381","2033.7","281","240","2100","1793.6","24","20.5"
"Kings","2016","2641827","50802","1923","15523","587.6","35279","1335.4","2028","76.8"
"Lewis","2016","26758","236","882","30","112.1","206","769.9","3","11.2"
"Livingston","2016","64186","886","1380.4","91","141.8","795","1238.6","8","12.5"
"Madison","2016","71064","1031","1450.8","122","171.7","909","1279.1","5","7"
"Monroe","2016","745585","18765","2516.8","2482","332.9","16283","2183.9","786","105.4"
"Montgomery","2016","49187","1024","2081.9","83","168.7","941","1913.1","8","16.3"
"Nassau","2016","1356246","15278","1126.5","1826","134.6","13452","991.9","314","23.2"
"New York","2016","1647694","46653","2831.4","8839","536.4","37814","2295","715","43.4"
"Niagara","2016","210491","6145","2919.4","850","403.8","5295","2515.5","163","77.4"
"Oneida","2016","230500","5232","2269.8","660","286.3","4572","1983.5","111","48.2"
"Onondaga","2016","465564","11116","2387.6","1415","303.9","9701","2083.7","303","65.1"
"Ontario","2016","109105","1866","1710.3","164","150.3","1702","1560","12","11"
"Orange","2016","375993","7311","1944.5","904","240.4","6407","1704","179","47.6"
"Orleans","2016","41061","749","1824.1","78","190","671","1634.2","9","21.9"
"Oswego","2016","118961","2314","1945.2","265","222.8","2049","1722.4","15","12.6"
"Otsego","2016","59929","779","1299.9","90","150.2","689","1149.7","7","11.7"
"Putnam","2016","98238","603","613.8","37","37.7","566","576.2","2","2"
"Queens","2016","2343667","33800","1442.2","9356","399.2","24444","1043","960","41"
"Rensselaer","2016","159384","3658","2295.1","472","296.1","3186","1998.9","87","54.6"
"Richmond","2016","475474","6313","1327.7","1589","334.2","4724","993.5","191","40.2"
