"unique_case_id","electric_utility","county","region","climate_zone","kwh_category","therm_category","data_origin","survey_method","case_disposition","construction_type","dwelling_type","recruitment","survey_weight","utility_electric","electric_providers","homes_owned_in_county","purpose_of_home","home_electric_provider","familiarity_with_energy_star","natural_gas_inclusion","natural_gas_provider","natural_gas_available_in_street","interest_in_natural_gas_conversion","fuel_oil_inclusion","propane_inclusion","efficiency_program_participation_in_past_five_years","past_insulation_or_weatherization","past_heating","past_air_conditioning","past_lighting","past_water_heating","past_clothes_washer","past_appliances","past_refrigeration","past_other_equipment","non_participation_awareness","non_participation_not_needed","non_participation_initiation","non_participation_high_cost","non_participation_low_bills","non_participation_rent","non_particpation_other","non_participation_too_busy","non_participation_new_residence","future_insulation_or_weatherization","future_heating","future_air_conditioning","future_water_heating","future_clothes_washer","future_appliances","future_none","desired_insulation_or_weatherization","desired_heating","desired_air_conditioning","desired_water_heating","desired_clothes_washer","desired_appliances","desired_none","annual_electricity_cost","electricity_consumption_rate","number_of_people_age_5","number_of_people_age_6_17","number_of_people_age_18_24","number_of_people_age_25_34","number_of_people_age_35_44","number_of_people_age_45_54","number_of_people_age_55_64","number_of_people_age_65","highest_education_level","household_income_2012","gender","ownership","months_of_occupation","season_of_occupation_spring","season_of_occupation_summer","season_of_occupation_fall","season_of_occupation_winter","season_of_occupation_varies","home_description","number_of_housing_units","estimated_number_of_housing_units","number_of_stories","other_space","multiple_buildings_with_housing","number_of_buildings","number_of_bedrooms","square_feet_of_home","approximate_square_feet_of_home","basement_heating","year_of_home","major_renovations","renovation_completion_date","multiple_electric_meters","number_of_microwave_ovens","number_of_ovens_with_burners","number_of_separate_stove_tops","number_of_separate_oven_units","fuel_for_ovens_with_burners_electric","fuel_for_ovens_with_burners_natural_gas","fuel_for_ovens_with_burners_propane","fuel_for_ovens_with_burners_other","fuel_for_separate_stove_tops_electric","fuel_for_separate_stove_tops_natural_gas","fuel_for_separate_stove_tops_propane","fuel_for_separate_stove_tops_other","fuel_for_separate_oven_units_electricity","fuel_for_separate_oven_units_natural_gas","fuel_for_separate_oven_units_propane","fuel_for_separate_oven_units_other","fridge_description","automatic_ice_maker","water_dispenser","age_of_fridge","energy_star_fridge","other_running_fridges","number_of_other_running_fridges","number_of_compact_fridges","age_of_second_fridge","age_of_third_fridge","age_of_fourth_fridge","number_of_running_chillers_coolers","energy_star_chiller_cooler","energy_star_chillers_coolers","running_standalone_freezer","number_of_running_standalone_freezers","type_of_first_standalone_freezer","age_of_first_standalone_freezer","type_of_second_standalone_freezer","age_of_second_standalone_freezer","type_of_third_standalone_freezer","age_of_third_standalone_freezer","energy_star_standalone_freezer","energy_star_standalone_freezers","shared_central_heating","primary_fuel_type","primary_heating_system_type","age_of_primary_heating_system","energy_star_primary_heating_system","annual_tune_up_heating_system","number_of_wood_fireplaces_in_winter","number_of_natural_gas_fireplaces_in_winter","number_of_propane_fireplaces_in_winter","number_of_electric_fireplaces_in_winter","number_of_heat_stoves_in_winter","number_of_portable_electric_heaters_in_winter","number_of_portable_kerosene_heaters_in_winter","other_fuel_type","other_fuel_type_electricity","other_fuel_type_natural_gas","other_fuel_type_propane","other_fuel_type_district_steam","other_fuel_type_fuel_oil","other_fuel_type_kerosene","other_fuel_type_wood_pellets","other_fuel_type_solar","other_fuel_type_other","air_conditioning_in_home","shared_air_conditioning","primary_air_conditioning_type","age_of_primary_air_conditioning","energy_star_air_conditioning","annual_tune_up_air_conditioning","other_air_conditioning","other_air_conditioning_type_central_air","other_air_conditioning_type_room_window_unit","other_air_conditioning_type_heat_pump","other_air_conditioning_type_other","number_of_room_window_units","programmable_thermostat","programmed_thermostat","number_of_dehumidifiers","age_of_first_dehumidifier","age_of_second_dehumidifier","age_of_third_dehumidifier","age_of_fourth_dehumidifier","energy_star_dehumidifier","energy_star_dehumidifers","number_of_humidifiers","number_of_ceiling_fans","number_of_exhaust_fans_in_kitchen","number_of_exhaust_fans_in_other_rooms","number_of_attic_fans","number_of_whole_house_fans"
"NY48916","ConEd","Queens","New York City","Climate zone 4","2,501 to 6,000 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Pay directly to natural gas company","Consolidated Edison Company Of N Y, Inc.","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","1","0","0","0","5","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$200,000 or more","Male","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Apartment building or condominium with 2 to 4 units","3","Programmed Skip","3","No","No","Programmed Skip","5","2700","Programmed Skip","Programmed Skip","1939 or earlier","No","Programmed Skip","Programmed Skip","3","1","2","1","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Full-size with two doors, bottom freezer","No","No","2 to 4 years old","Yes","Yes","1","1","Less than 2 years old","2 to 4 years old","Programmed Skip","0","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Refused","Refused","Refused","Refused","0","2","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","No","Room or window air conditioner","2 to 4 years old","Yes","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","7","Yes","Programmed to change temperature automatically","1","2 to 4 years old","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","1","0","1","1","0","0"
"MH14143","O&R","Rockland","Mid-Hudson","Climate zone 5","20,000 kWh or more","2,100 or more therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Orange And Rockland Utilities, Inc.","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","1","0","0","2","0","Graduate degree (e.g. Masters or Doctorate degree)","$200,000 or more","Female","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","6","6000","Programmed Skip","Yes, a heated basement","2000 to 2009","No","Programmed Skip","No","1","1","0","2","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Full-size with one door","No","No","10 to 14 years old","Programmed Skip","Yes","1","0","5 to 9 years old","Programmed Skip","Programmed Skip","1","Yes","Programmed Skip","Yes","2","Refused","10","Refused","10","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Natural gas from underground pipes","Baseboard heat","10 to 14 years old","Programmed Skip","Yes, done by a heating contractor","0","4","0","0","0","0","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Central air conditioning system","10 to 14 years old","Programmed Skip","Yes, done by an air conditioning contractor","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed to change temperature automatically","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","1","1","6","0","0"
"WN60452","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not recruited","10.83","Programmed Skip","Programmed Skip","1","Occupy this home at least part of the year","New York State Electric and Gas (NYSEG)","Somewhat familiar","Programmed Skip","National Fuel Gas Distribution Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","$1,501 - $2,000","8202 kWh to 10934 kWh","2","0","0","2","0","0","0","0","College degree (e.g. Bachelor's degree)","$150,000 to less than $200,000","Male","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","4","2800","Programmed Skip","Yes, a heated basement","2012","No","Programmed Skip","No","1","1","0","0","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full size, two refrigerator doors and a freezer door on bott","Yes","Yes","Less than 2 years old","Yes","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Geothermal","Central forced air furnace with ducts to individual rooms","Less than 2 years old","Yes","No","0","1","0","0","0","0","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Central air conditioning system","Less than 2 years old","Yes","No","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Both","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","0","1","3","0","0"
"NY38890","ConEd","Bronx","New York City","Climate zone 4","12,001 to 20,000 kWh","1,500 to 1,800 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Dont know","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","2","0","0","2","1","0","0","0","College degree (e.g. Bachelor's degree)","$200,000 or more","Female","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","4","Dont know","2,000 to less than 2,500 square feet","Yes, a heated basement","1939 or earlier","No","Programmed Skip","No","2","3","0","0","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with two doors, top freezer","No","No","5 to 9 years old","No","Yes","2","Refused","5 to 9 years old","5 to 9 years old","Programmed Skip","0","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Fuel oil","Baseboard heat","20 years old or more","Programmed Skip","Yes, done by someone in the household","0","0","0","0","0","1","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Room or window air conditioner","2 to 4 years old","Yes","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","3","Yes","Both","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","2","2","2","1","0"
"NY46573","ConEd","King (Brooklyn)","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Natural gas included in rent or condo fee","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","2","0","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$35,000 to less than $50,000","Male","Rent","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Apartment building or condominium with 2 to 4 units","2","Programmed Skip","4","No","No","Programmed Skip","1","800","Programmed Skip","Programmed Skip","1939 or earlier","Dont know","Programmed Skip","Programmed Skip","1","1","0","0","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with two doors, top freezer","No","No","Dont know","Yes","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","0","1","1","0","0"
"FL60388","NYSEG","Livingston","Finger Lakes","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.83","Programmed Skip","Programmed Skip","1","Occupy this home at least part of the year","New York State Electric and Gas (NYSEG)","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","$501 - $1000","2737 kWh to 5470 kWh","0","0","0","0","0","0","2","0","Graduate degree (e.g. Masters or Doctorate degree)","$100,000 to less than $150,000","Male","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","2","1400","Programmed Skip","Yes, a heated basement","2012","No","Programmed Skip","No","1","2","1","0","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full size, two refrigerator doors and a freezer door on bott","Yes","Yes","Less than 2 years old","Yes","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","Yes","1","Upright","15","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Wood/wood pellets","Central forced air furnace with ducts to individual rooms","Less than 2 years old","Yes","Yes, done by a heating contractor","1","0","0","0","1","0","0","Yes","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Programmed Skip","Heat pump","Less than 2 years old","Yes","Yes, done by an air conditioning contractor","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Manually change the temperature","1","Less than 2 years old","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","0","2","1","1","1","0"
"FL60232","National Grid","Livingston","Finger Lakes","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.83","Programmed Skip","Programmed Skip","1","Occupy this home at least part of the year","National Grid","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","$3,001 - $3,500","16399 kWh to 19131 kWh","0","0","0","0","0","0","0","2","Graduate degree (e.g. Masters or Doctorate degree)","$100,000 to less than $150,000","Male","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","3","3000","Programmed Skip","No basement","2013","Yes","2013","No","1","1","0","0","Mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with one door","Yes","Yes","Less than 2 years old","Yes","Yes","1","Refused","Less than 2 years old","Programmed Skip","Programmed Skip","1","No","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Geothermal","Ground source Heat pump","Less than 2 years old","Yes","Yes, done by a heating contractor","1","0","0","0","0","0","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Heat pump","Less than 2 years old","Yes","Yes, done by an air conditioning contractor","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Manually change the temperature","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","1","3","1","2","0","0"
"MH50571","ConEd","Westchester","Mid-Hudson","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Programmed Skip","6808.45","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Natural gas included in rent or condo fee","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","2","0","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$75,000 to less than $100,000","Male","Rent","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Apartment building or condominium with 5 or more units","50","Programmed Skip","6","No","No","Programmed Skip","1","875","Programmed Skip","Programmed Skip","1950 to 1959","No","Programmed Skip","Programmed Skip","1","1","0","0","Not mentioned","Mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with two doors, freezer next to the refrigerator (","Yes","Yes","2 to 4 years old","Yes","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","No","Room or window air conditioner","2 to 4 years old","Yes","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","1","Yes","Manually change the temperature","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","1","1","0","0","0"
"CN62120","National Grid","Oswego","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Programmed Skip","Programmed Skip","2","Occupy this home at least part of the year","National Grid","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","$1,501 - $2,000","8202 kWh to 10934 kWh","0","0","0","0","0","1","1","0","Trade or technical school (e.g. Associate's degree)","$25,000 to less than $30,000","Female","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","4","2000","Programmed Skip","No basement","1980 to 1989","No","Programmed Skip","No","1","1","0","0","Mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with two doors, top freezer","Yes","No","2 to 4 years old","Yes","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","Yes","1","Upright","25","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Kerosene","Central forced air furnace with ducts to individual rooms","15 to 19 years old","Programmed Skip","Yes, done by someone in the household","1","0","0","0","1","0","1","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","Central air conditioning system","10 to 14 years old","Programmed Skip","Yes, done by an air conditioning contractor","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed to change temperature automatically","1","5 to 9 years old","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Programmed Skip","1","7","1","2","0","0"
"CN16007","NYSEG","Cayuga","Central New York","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","2","0","0","2","0","0","College degree (e.g. Bachelor's degree)","$75,000 to less than $100,000","Female","Own/buying","12","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Single-family detached house","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","5","1900","Programmed Skip","Yes, a heated basement","2000 to 2009","No","Programmed Skip","No","1","1","0","0","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Full-size with two doors, top freezer","No","No","10 to 14 years old","Programmed Skip","Yes","1","Refused","15 to 19 years old","Programmed Skip","Programmed Skip","0","Programmed Skip","Programmed Skip","Yes","1","Upright","Dont know","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Wood/wood pellets","Portable electric heater","5 to 9 years old","Yes","Yes, done by someone in the household","1","0","0","0","1","1","0","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Programmed Skip","Room or window air conditioner","10 to 14 years old","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","2","Yes","Programmed to change temperature automatically","0","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","2","8","1","2","0","0"
