API Well Number,County Code,API Hole Number,Sidetrack,Completion,Well Name,Company Name,Operator Number,Well Type,Map Symbol,Well Status ,Status Date,Permit Application Date,Permit Issued Date,Date Spudded,Date of Total Depth,Date Well Completed,Date Well Plugged,Date Well Confidentiality Ends,Confidentiality Code,Town,Quad,Quad Section,Producing Field,Producing Formation,Financial Security,Slant,County,Region,State Lease,"Proposed Depth, ft",Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,"True Vertical Depth, ft","Measured Depth, ft","Kickoff, ft","Drilled Depth, ft","Elevation, ft",Original Well Type,Permit Fee,Objective Formation,Depth Fee,Spacing,Spacing Acres,Integration,Hearing Date,Date Last Modified,DEC Database Link,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
31003092530000,3,9253,0,0,Athletic Field 1,Richburg Csd,9631,NL,OP,PA,06/03/1972,,,,,,06/03/1972,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,12/15/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003092530000,,,,
31003104980000,3,10498,0,0,Gray Oil 2,Slawson Lumber Co.,9232,NL,OP,PA,02/04/1974,,,,,,02/04/1974,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,12/14/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003104980000,,,,
31003107330000,3,10733,0,0,Clara 1,Joyce Charles H.,165,NL,OP,PA,04/20/1974,,04/22/1974,,,,04/20/1974,,Pre-1989 Well (N/A),Wirt,Friendship,H,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.167509999999993,42.129600000000003,-78.167509999999993,42.129600000000003,0,0,0,0,,NL,0,,0,,,,,01/20/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003107330000,"(42.1296, -78.16751)",431,1717,2031
31003107530000,3,10753,0,0,Clara 2,Joyce Charles H.,165,OD,OWP,PA,04/29/1974,,,,,,04/29/1974,,Pre-1989 Well (N/A),Wirt,Friendship,H,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.16677,42.130209999999998,-78.16677,42.130209999999998,1450,1450,0,1450,,NL,0,,0,,,,,01/20/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003107530000,"(42.13021, -78.16677)",431,1717,2031
31003107890000,3,10789,0,0,Uwe Lang 64,Lang Uwe,9010,NL,OP,PA,03/15/1974,,,,,,03/15/1974,,Pre-1989 Well (N/A),Wirt,Friendship,I,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.166579999999996,42.128390000000003,-78.166579999999996,42.128390000000003,1440,1440,0,1440,,NL,0,,0,,,,,01/28/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003107890000,"(42.12839, -78.16658)",431,1717,2031
31003122480000,3,12248,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/28/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003122480000,,,,
31003129950000,3,12995,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/28/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003129950000,,,,
31003150520000,3,15052,0,0,White Farm F-1,Francis Root Oil Company,626,OD,OW,AC,,03/07/1980,03/07/1980,,,,,,Pre-1989 Well (N/A),Alma,Allentown,E,Richburg,Richburg,True,Vertical,Allegany,9,NA,2000,-78.056439999999995,42.063299999999998,-78.056439999999995,42.063299999999998,1969,1969,0,1969,,NL,0,,0,,,,,08/31/2021,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003150520000,"(42.0633, -78.05644)",472,1696,2031
31003203960000,3,20396,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/28/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003203960000,,,,
31003211000000,3,21100,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,09/28/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003211000000,,,,
31003500120000,3,50012,0,0,Bucher U7,Bolivar Bucher,9674,NL,OP,PA,,,,,,,,,Application Received or Permit Issued,Bolivar,Bolivar,E,,,True,Vertical,Allegany,9,NA,,-78.170834999999997,42.068976999999997,,,0,0,0,0,,NL,0,,0,,,,,11/13/2018,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003500120000,"(42.068977, -78.170835)",465,1696,2031
31003500920000,3,50092,0,0,UNK 3,Allegany Yankee Holdings LTD,2766,OD,OW,IN,09/16/2021,,,,,,,,Pre-1989 Well (N/A),Andover,Whitesville,B,Fulmer Valley,,False,Vertical,Allegany,9,NA,,-77.824340000000007,42.11589,-77.824340000000007,42.11589,0,0,0,0,,NL,0,Fulmer Valley,0,,,,,05/02/2022,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003500920000,"(42.11589, -77.82434)",469,1753,2031
31003505640000,3,50564,0,0,"Dudar,John 101",Herzog Richard B.,1817,OD,OWP,PA,05/16/1975,,,,,,05/16/1975,,Pre-1989 Well (N/A),Scio,Allentown,B,Scio,Scio,False,Vertical,Allegany,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,12/30/1993,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003505640000,,,,
31003506200000,3,50620,0,0,"Dudar,John 61",Herzog Richard B.,1817,NL,OP,PA,05/20/1975,,,,,,05/20/1975,,Pre-1989 Well (N/A),,,,Scio,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/07/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003506200000,,,,
31003509650000,3,50965,0,0,Moran Farm 14,Jeema Oil Co.,328,NL,OP,PA,05/12/1976,,,,,,05/12/1976,,Pre-1989 Well (N/A),Bolivar,Bolivar,F,Richburg,,False,Vertical,Allegany,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/05/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003509650000,,,,
31003510640000,3,51064,0,0,Otis-Day p-12,Quaker State Corp.,69,NL,OP,PA,06/25/1976,,,,,,06/25/1976,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/02/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003510640000,,,,
31003511310000,3,51131,0,0,Gray W-1,,9998,NL,OP,PA,08/06/1976,,,,,,08/06/1976,,Pre-1989 Well (N/A),,,,Richburg,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/13/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003511310000,,,,
31003512290000,3,51229,0,0,Ackerman 14,Jeema Oil Co.,328,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),,,,Richburg,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/13/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003512290000,,,,
31003512360000,3,51236,0,0,Ackerman 40,Jeema Oil Co.,328,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),,,,Richburg,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/12/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003512360000,,,,
31003515890000,3,51589,0,0,Homestead 15,Case Oil Corp.,461,OW,OWP,PA,09/12/1977,,,,,,09/12/1977,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.08896,42.0702,-78.08896,42.0702,1418,1418,0,1418,,NL,0,,0,,,,,02/05/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003515890000,"(42.0702, -78.08896)",465,1696,2031
31003518840000,3,51884,0,0,Kansas 03,Bradford Pipe & Supply Co.,100,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),Bolivar,,,Richburg,,False,Vertical,Allegany,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/28/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003518840000,,,,
31003518890000,3,51889,0,0,Kansas t-12,Bradford Pipe & Supply Co.,100,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),,,,Richburg,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/28/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003518890000,,,,
31003521140000,3,52114,0,0,Jake 25,Warner  Charles L.,539,OD,OWP,PA,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,B,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.173599999999993,42.124789999999997,-78.173599999999993,42.124789999999997,0,0,0,0,,NL,0,,0,,,,,02/10/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003521140000,"(42.12479, -78.1736)",431,1717,2031
31003522660000,3,52266,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,08/15/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003522660000,,,,
31003527520000,3,52752,0,0,Ackerman 84,Jeema Oil Co.,328,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),,,,Richburg,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/20/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003527520000,,,,
31003528100000,3,52810,0,0,New Vincent W-33,Ebenezer Oil Co. Inc.,24,NL,OP,PA,12/10/1981,,,,,,12/10/1981,,Pre-1989 Well (N/A),Scio,,,Scio,,False,Vertical,Allegany,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/20/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003528100000,,,,
31003532290000,3,53229,0,0,Stony 0101,Ebenezer Oil Co. Inc.,24,NL,OP,PA,05/23/1983,,,,,,05/23/1983,,Pre-1989 Well (N/A),,,,Alma,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/19/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003532290000,,,,
31003532990000,3,53299,0,0,July 2 Halbert 10,Quaker State Corp.,69,NL,OP,PA,,,,,,,,,Pre-1989 Well (N/A),,,,Wirt,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/19/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003532990000,,,,
31003536070000,3,53607,0,0,July 2 Lot 45 24a,Quaker State Corp.,69,OD,OWP,PA,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,B,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.167550000000006,42.088380000000001,-78.167550000000006,42.088380000000001,0,0,0,0,,NL,0,,0,,,,,11/04/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003536070000,"(42.08838, -78.16755)",431,1696,2031
31003538660000,3,53866,0,0,Alma Hill 41-66,K-Arcy Corp.,192,NL,OP,PA,04/12/1985,,,,,,04/12/1985,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/17/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003538660000,,,,
31003558160000,3,55816,0,0,Curtis Farm 2029,Moore Producing Co.,1113,IW,OP,PA,10/19/2009,,,,,,10/19/2009,,Released,Bolivar,Bolivar,E,Richburg,,False,Vertical,Allegany,9,NA,,-78.178229999999999,42.07949,-78.178229999999999,42.07949,1000,1000,0,1000,,NL,0,,0,,,,,05/27/2016,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003558160000,"(42.07949, -78.17823)",465,1696,2031
31003560510000,3,56051,0,0,Root Creek 3,,9998,OD,OWP,PA,05/22/2012,,,,,,05/22/2012,,Pre-1989 Well (N/A),Bolivar,Allentown,D,Richburg,Richburg,False,Vertical,Allegany,9,NA,1000,-78.097159000000005,42.070490999999997,-78.097159000000005,42.070490999999997,1000,1000,0,1000,1900,NL,0,Richburg,0,,,,,08/18/2014,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003560510000,"(42.070491, -78.097159)",465,1696,2031
31003562310000,3,56231,0,0,Daggett 191,Hogan Energy Inc.,1686,OD,OWP,PA,01/22/2016,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,Richburg,Richburg,False,Vertical,Allegany,9,NA,,-78.221199999999996,42.08211,-78.221199999999996,42.08211,0,0,0,0,,OD,0,,0,,,,,02/17/2016,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003562310000,"(42.08211, -78.2212)",458,1735,2031
31003602380000,3,60238,0,0,Childs U6,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,,,False,Vertical,Allegany,9,NA,,-78.220590000000001,42.081519999999998,,,0,0,0,0,,NL,0,,0,,,,,12/20/2019,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003602380000,"(42.08152, -78.22059)",458,1735,2031
31003606770000,3,60677,0,0,Gigante U2,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Alfred,Andes,B,,,False,Vertical,Allegany,9,NA,,-77.809370000000001,42.208710000000004,-77.809370000000001,42.208710000000004,0,0,0,0,,NL,0,,0,,,,,05/10/2022,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003606770000,"(42.20871, -77.80937)",474,1753,2031
31003623850000,3,62385,0,0,Pike(Taylor & Taylor) 9,Bunnell Herbert F.,140,OD,OWP,PA,,,,,,,,,Pre-1989 Well (N/A),Alma,,,Alma,Richburg,False,Vertical,Allegany,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/07/1993,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003623850000,,,,
31003627250000,3,62725,0,0,Voided Permit,Otis Eastern Service Inc.,56,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,01/16/2003,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003627250000,,,,
31003635750000,3,63575,0,0,T-6 Carpenter,Sam Koehler Enterprises Inc.,2997,OD,OW,IN,,,,,,,,,Pre-1989 Well (N/A),Alma,Wellsville South,G,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-77.991290000000006,42.035789999999999,-77.991290000000006,42.035789999999999,0,0,0,0,,NL,0,,0,,,,,04/05/2022,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003635750000,"(42.03579, -77.99129)",472,923,2031
31003664270000,3,66427,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/28/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003664270000,,,,
31003666460000,3,66646,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/28/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003666460000,,,,
31003667100000,3,66710,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,10/31/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003667100000,,,,
31003670100000,3,67010,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,06/28/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003670100000,,,,
31003671300000,3,67130,0,0,Gus Lynch 23,United Processing Corp.,1197,NL,OP,PA,08/21/1987,,,,,,08/21/1987,,Pre-1989 Well (N/A),Andover,Whitesville,,,,False,Vertical,Allegany,9,NA,0,,,,,1183,1183,0,1183,,NL,0,,0,,,,,01/31/1994,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003671300000,,,,
31003671620000,3,67162,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,07/05/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003671620000,,,,
31003673010000,3,67301,0,0,,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,12/20/2019,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003673010000,,,,
31003686850000,3,68685,0,0,Daggett 192,PPP Future Development Inc.,2740,OD,OW,IN,,,,,,,,,Pre-1989 Well (N/A),Genesee,Bolivar,D,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,-78.22251,42.08325,-78.22251,42.08325,1100,1100,0,1100,1855,NL,0,,0,,,,,12/13/2019,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003686850000,"(42.08325, -78.22251)",458,1735,2031
31003698030000,3,69803,0,0,Burger 13,Hogan Energy Inc.,1686,OD,OWP,PA,,,,,,,,,Pre-1989 Well (N/A),Clarksville,Bolivar,A,,,False,Vertical,Allegany,9,NA,0,-78.243979999999993,42.113570000000003,-78.243979999999993,42.113570000000003,0,0,0,0,,NL,0,,0,,,,,03/22/2000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003698030000,"(42.11357, -78.24398)",461,1707,2031
31003710970000,3,71097,0,0,Schamberger J 46,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Wirt,Bolivar,B,Richburg,,False,Vertical,Allegany,9,NA,0,-78.187200000000004,42.0899,-78.187200000000004,42.0899,0,0,0,0,,NL,0,,0,,,,,12/20/2019,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003710970000,"(42.0899, -78.1872)",431,1696,2031
31007023640000,7,2364,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,7,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,06/06/1995,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31007023640000,,,,
31007229050000,7,22905,0,0,Moore 1,Belden & Blake Corporation,1480,NL,O,EX,,04/17/2001,05/16/2001,,,,,,Pre-1989 Well (N/A),Colesville,Belden,G,,,True,Vertical,Broome,7,NA,4900,-75.749610000000004,42.158700000000003,-75.749610000000004,42.158700000000003,0,0,0,0,1355,GW,1350,Oriskany,1250,,,,,11/25/2014,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31007229050000,"(42.1587, -75.74961)",965,399,2033
31009019080000,9,1908,0,0,Shultz E D + F E 1,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Perrysburg,Farnham,H,Lakeshore,,False,Vertical,Cattaraugus,9,NA,0,-79.059759999999997,42.520409999999998,-79.059759999999997,42.520409999999998,0,0,0,0,845,NL,0,,0,,,,,12/20/2019,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009019080000,"(42.52041, -79.05976)",345,1104,2034
31009019230000,9,1923,0,0,Vioded Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,A,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,05/17/2001,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009019230000,,,,
31009044270000,9,4427,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,01/27/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009044270000,,,,
31009046160000,9,4616,0,0,Rogerson #02,Pennzoil Products Co.,29,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),Allegany,,,,,False,Vertical,Cattaraugus,9,NA,,,,,,0,0,0,0,,NL,0,,0,,,,,05/01/2014,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009046160000,,,,
31009055310000,9,5531,0,0,Jane Artley 8,Margand Oil & Gas Inc.,163,NL,OP,PA,06/10/1971,,,,,,06/10/1971,,Pre-1989 Well (N/A),Ellicottville,,,Fancy Tract,,False,Vertical,Cattaraugus,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,03/20/1990,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009055310000,,,,
31009056220000,9,5622,0,0,Voided Permit,,9998,NL,O,VP,,,,,,,,,Pre-1989 Well (N/A),,,,,,False,Vertical,Statewide,9,NA,0,,,,,0,0,0,0,,NL,0,,0,,,,,04/15/1999,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009056220000,,,,
