Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1,Counties,New York Zip Codes,NYS Municipal Boundaries
CHENANGO FIRE DEPARTMENT,04003,86 CASTLE CREEK ROAD,BINGHAMTON,NY,13901-1044,04,Broome,,42.162783,-75.894162,"(42.162783, -75.894162)",2033,475,971
CHENANGO BRIDGE FIRE DEPARTMENT,04005,PO BOX 12,CHENANGO,NY,13745,04,Broome,6076485742,42.16892,-75.87468,"(42.16892, -75.87468)",2033,475,971
CHENANGO FORKS FIRE DEPARTMENT,04006,PO BOX 139,CHENANGO FORKS,NY,13746,04,Broome,6076484136,42.27234,-75.85153,"(42.27234, -75.85153)",2033,378,965
CHOCONUT CENTER FIRE DEPARTMENT,04007,1011 MIDDLE STELLA IRELD RD,BINGHAMTON,NY,13905,04,Broome,6077970914,42.15921,-75.92738,"(42.15921, -75.92738)",2033,475,971
CONKLIN FIRE DEPARTMENT,04008,1032 CONKLIN RD,CONKLIN,NY,13748,04,Broome,6077750370,42.078376,-75.823243,"(42.078376, -75.823243)",2033,379,963
DEPOSIT FIRE DEPARTMENT,04009,130 SECOND STREET,DEPOSIT,NY,13754,04,Broome,6074672894,42.06305,-75.42649,"(42.06305, -75.42649)",2033,384,937
EAST MAINE FIRE DEPARTMENT,04010,847 EAST MAIN ROAD,JOHNSON CITY,NY,13790,04,Broome,6077970685,,,,,,
ENDICOTT FIRE DEPARMENT,04011,1009 EAST MAIN STREET,ENDICOTT,NY,13760,04,Broome,6077572463,42.098898,-76.049109,"(42.098898, -76.049109)",2033,388,942
ENDWELL FIRE DEPARTMENT,04012,3508 COUNTRY CLUB ROAD,ENDWELL,NY,13760,04,Broome,6077850985,42.116163,-76.018581,"(42.116163, -76.018581)",2033,388,942
FIVE MILE POINT FIRE DEPARTMENT,04013,16 CRESCENT DRIVE,KIRKWOOD,NY,13795,04,Broome,6077753322,42.091499,-75.822996,"(42.091499, -75.822996)",2033,431,946
GLEN AUBREY FIRE DEPARTMENT,04014,PO BOX 328,GLEN AUBREY,NY,13777,04,Broome,6076928230,42.2457,-75.98993,"(42.2457, -75.98993)",2033,392,941
HARPURSVILLE FIRE DEPARTMENT,04015,2 MAIN STREET PO BOX 98,HARPURSVILLE,NY,13787,04,Broome,6076931454,42.178566,-75.624686,"(42.178566, -75.624686)",2033,399,968
HILLCREST FIRE DEPARTMENT,04016,1115 AVENUE B,BINGHAMTON,NY,13901,04,Broome,6077782110,42.14919,-75.883879,"(42.14919, -75.883879)",2033,475,948
JOHNSON CITY FIRE DEPARTMENT,04018,320 HARRY L DRIVE,JOHNSON CITY,NY,13790,04,Broome,6077299512,42.122658,-75.961976,"(42.122658, -75.961976)",2033,429,942
KILLAWOG FIRE DEPARTMENT,04019,PO BOX 13,KILLAWOG,NY,13794,04,Broome,6078496194,42.40046,-76.02046,"(42.40046, -76.02046)",2033,436,945
KIRKWOOD FIRE DEPARTMENT,04020,297 MAIN STREET,KIRKWOOD,NY,13795,04,Broome,6077752411,42.03948,-75.797248,"(42.03948, -75.797248)",2033,431,946
LISLE FIRE DEPARTMENT,04021,ST RT 79 PO BOX 306,LISLE,NY,13797,04,Broome,6076923411,42.353093,-76.01085,"(42.353093, -76.01085)",2033,433,945
MAINE FIRE DEPARTMENT,04022,29 MC GREGOR AVE PO BOX 357,MAINE,NY,13802,04,Broome,6078623927,42.23717,-76.05457,"(42.23717, -76.05457)",2033,435,944
NANTICOKE FIRE DEPARTMENT,04023,1042 NANTICOKE ROAD,MAINE,NY,13802,04,Broome,6078623296,42.26949,-76.054809,"(42.26949, -76.054809)",2033,435,941
OUAQUAGA FIRE DEPARTMENT,04025,PO BOX 5,WINDSOR,NY,13865,04,Broome,6076551913,42.11097,-75.64151,"(42.11097, -75.64151)",2033,449,934
PORT CRANE FIRE DEPARTMENT,04026,844 STATE ROUTE 369,PORT CRANE,NY,13833-1006,04,Broome,,42.18961,-75.78658,"(42.18961, -75.78658)",2033,453,948
PORT DICKINSON FIRE DEPARTMENT,04027,786 CHENANGO STREET,BINGHAMTON,NY,13901,04,Broome,6077221256,42.138373,-75.89541,"(42.138373, -75.89541)",2033,475,947
PROSPECT TERRACE FIRE DEPARTMENT,04028,PROSPECT ST & GIRARD AVE,BINGHAMTON,NY,13905,04,Broome,6077293741,42.11418,-75.93491,"(42.11418, -75.93491)",2033,479,974
SANITARIA SPRINGS FIRE DEPT,04029,811 NY ROUTE 7,SANITARIA SPRINGS,NY,13833,04,Broome,6076482332,42.18961,-75.78658,"(42.18961, -75.78658)",2033,453,948
TOWN OF BINGHAMTON DEPARTMENT,04030,22 REXFORD STREET,BINGHAMTON,NY,13903,04,Broome,6076694146,42.069611,-75.918801,"(42.069611, -75.918801)",2033,477,972
TRIANGLE FIRE DEPARTMENT,04031,3621 NY ROUTE 206,WHITNEY POINT,NY,13862,04,Broome,,42.32906,-75.97022,"(42.32906, -75.97022)",2033,471,936
UNION CENTER FIRE COMPANY INC,04032,PO BOX 8800,ENDICOTT,NY,13762,04,Broome,6077481321,42.12071,-76.05295,"(42.12071, -76.05295)",2033,388,942
VESTAL FIRE DEPARTMENT,04034,605 VESTAL PARKWAY WEST,VESTAL,NY,13850,04,Broome,6077481514,42.083166,-76.065433,"(42.083166, -76.065433)",2033,466,940
WEST COLESVILLE FIRE DEPARTMENT,04035,1305 COLESVILLE RD,BINGHAMTON,NY,13904,04,Broome,,42.141368,-75.740889,"(42.141368, -75.740889)",2033,478,968
WEST CORNERS FIRE DEPARTMENT,04036,500 DAY HOLLOW ROAD,ENDICOTT,NY,13760,04,Broome,6077854185,42.111249,-76.073003,"(42.111249, -76.073003)",2033,388,942
WEST ENDICOTT FIRE DEPARTMENT,04037,113 NORTH PAGE AVE,ENDICOTT,NY,13760,04,Broome,,42.098958,-76.073512,"(42.098958, -76.073512)",2033,388,942
WEST WINDSOR FIRE DEPARTMENT,04038,8 CARLA DRIVE,WINDSOR,NY,13865,04,Broome,6077752918,42.096876,-75.764906,"(42.096876, -75.764906)",2033,474,934
WHITNEY POINT FIRE DEPARTMENT,04039,32 N PARSONS DR,WHITNEY POINT,NY,13862,04,Broome,6076923845,42.328955,-75.967353,"(42.328955, -75.967353)",2033,471,936
WINDSOR FIRE DEPARTMENT,04040,PO BOX 433,WINDSOR,NY,13865,04,Broome,6076551462,,,,,,
ALLEGANY FIRE DEPARTMENT,05001,PO BOX 95,ALLEGANY,NY,14706-0095,05,Cattaraugus,7163730477,42.094612,-78.49954,"(42.094612, -78.49954)",2034,1688,376
CATTARAUGUS FIRE DEPARTMENT,05002,MEMORIAL DRIVE,CATTARAUGUS,NY,14719,05,Cattaraugus,7169389491,42.319333,-78.866453,"(42.319333, -78.866453)",2034,1700,355
CONEWANGO FIRE DEPARTMENT,05003,PO BOX 72,CONEWANGO VALLEY,NY,14726,05,Cattaraugus,,42.2619,-79.03158,"(42.2619, -79.03158)",2034,1706,360
DAYTON FIRE DEPARTMENT,05004,12749 COTTAGE ROAD,SOUTH DAYTON,NY,14138,05,Cattaraugus,7165322627,42.40311,-78.97281,"(42.40311, -78.97281)",2034,504,372
DELEVAN FIRE DEPARTMENT,05005,85 S MAIN ST PO BOX 218,DELEVAN,NY,14042,00,Cattaraugus,7164920945,42.488256,-78.48041,"(42.488256, -78.48041)",2034,505,379
EAST OTTO FIRE DEPARTMENT,05006,7894 E FLATS RD PO BOX 171,EAST OTTO,NY,14729,05,Cattaraugus,,42.3959,-78.73065,"(42.3959, -78.73065)",2034,1709,371
EAST RANDOLPH FIRE DEPARTMENT,05007,147 MAIN STREET ER,EAST RANDOLPH,NY,14730,05,Cattaraugus,7163586070,42.171685,-78.94941,"(42.171685, -78.94941)",2034,1736,335
ELLICOTTVILLE FIRE DEPARTMENT,05008,PO BOX 397,ELLICOTTVILLE,NY,14731,05,Cattaraugus,7166992717,42.2971,-78.64982,"(42.2971, -78.64982)",2034,1710,370
FARMERSVILLE FIRE DEPARTMENT,05009,ELTON ROAD,FARMERSVILLE STATION,NY,14060,05,Cattaraugus,7166765717,42.428311,-78.359776,"(42.428311, -78.359776)",2034,516,369
FRANKLINVILLE FIRE DEPARTMENT,05010,75 NORTH MAIN ST PO BOX 74,FRANKLINVILLE,NY,14737,05,Cattaraugus,7166762539,42.342979,-78.455747,"(42.342979, -78.455747)",2034,1715,366
GREAT VALLEY FIRE DEPARTMENT,05011,5099 RT 219,GREAT VALLEY,NY,14741,05,Cattaraugus,,42.216861,-78.63805,"(42.216861, -78.63805)",2034,1719,364
GOWANDA FIRE DEPARTMENT,05012,230 ALDRICH STREET,GOWANDA,NY,14070,05,Cattaraugus,7165323434,42.468796,-78.941678,"(42.468796, -78.941678)",2034,525,289
HINSDALE FIRE DEPARTMENT,05013,MAIN STREET,HINSDALE,NY,14743,05,Cattaraugus,7163734119,42.169456,-78.383949,"(42.169456, -78.383949)",2034,1721,363
ISCHUA FIRE DEPARTMENT,05014,ROUTE 16,ISCHUA,NY,14746,05,Cattaraugus,7163780177,42.169456,-78.383949,"(42.169456, -78.383949)",2034,1721,363
KILL BUCK FIRE DEPARTMENT,05015,3790 KILL BUCK RD PO BX 252,KILL BUCK,NY,14748,05,Cattaraugus,,42.15402,-78.72221,"(42.15402, -78.72221)",2034,1741,381
KNAPP CREEK FIRE DEPARTMENT,05016,253 NYS ROUTE 16 SOUTH,KNAPP CREEK,NY,14760,05,Cattaraugus,7163724523,42.077415,-78.43251,"(42.077415, -78.43251)",2034,1732,353
MANSFIELD FIRE DEPARTMENT,05017,RFD 1 BOX 69 MAPLES,LITTLE VALLEY,NY,14755,05,Cattaraugus,7166995401,42.333312,-78.735397,"(42.333312, -78.735397)",2034,1729,352
LITTLE VALLEY FIRE DEPARTMENT,05018,101 3RD STREET,LITTLE VALLEY,NY,14755,05,Cattaraugus,7169389151,42.248853,-78.797557,"(42.248853, -78.797557)",2034,1729,359
LIMESTONE FIRE DEPARTMENT,05019,631 MAIN STREET,LIMESTONE,NY,14753,05,Cattaraugus,7169258813,42.026175,-78.628962,"(42.026175, -78.628962)",2034,1727,367
LEON FIRE DEPARTMENT,05020,PO BOX 34,LEON,NY,14751,05,Cattaraugus,,42.292941,-79.054032,"(42.292941, -79.054032)",2034,1706,360
MACHIAS FIRE DEPARTMENT,05021,9548 MAIN STREET,MACHIAS,NY,14101,05,Cattaraugus,7163534611,42.414357,-78.492458,"(42.414357, -78.492458)",2034,932,357
OLEAN FIRE DEPARTMENT (CITY),05022,542 NORTH UNION STREET,OLEAN,NY,14760,05,Cattaraugus,7163765609,42.08635,-78.429876,"(42.08635, -78.429876)",2034,1732,353
OLEAN FIRE DEPARTMENT (TOWN),05023,1276 OLD ROCK CITY RD,OLEAN,NY,14760,05,Cattaraugus,,42.05595,-78.43963,"(42.05595, -78.43963)",2034,1732,351
OTTO FIRE DEPARTMENT,05024,8960 OTTO - EAST OTTO ROAD,CATTARAUGUS,NY,14719-9645,05,Cattaraugus,7162579776,42.355976,-78.830843,"(42.355976, -78.830843)",2034,1700,350
PERRYSBURG FIRE DEPARTMENT,05025,11949 MAIN STREET,PERRYSBURG,NY,14129,05,Cattaraugus,7165324441,42.45649,-79.002499,"(42.45649, -79.002499)",2034,1104,349
PORTVILLE FIRE DEPARTMENT,05026,58 BROOKLYN STREET,PORTVILLE,NY,14770,05,Cattaraugus,,42.030034,-78.341948,"(42.030034, -78.341948)",2034,1735,347
RANDOLPH FIRE DEPARTMENT,05027,70 MAIN STREET,RANDOLPH,NY,14772,05,Cattaraugus,7163589300,42.172602,-78.947487,"(42.172602, -78.947487)",2034,1736,373
SALAMANCA FIRE DEPARTMENT,05028,225 WILDWOOD AVENUE,SALAMANCA,NY,14779,05,Cattaraugus,7169453311,42.156798,-78.7075,"(42.156798, -78.7075)",2034,1741,381
SOUTH DAYTON FIRE DEPARTMENT,05029,34 MAPLE STREET  PO BOX 88,SOUTH DAYTON,NY,14138,05,Cattaraugus,7169885153,42.361729,-79.04873,"(42.361729, -79.04873)",2034,3,372
COLDSPRING FIRE DEPARTMENT,05030,2603 RT 394,STEAMBURG,NY,14783,05,Cattaraugus,7163545425,42.108803,-78.911384,"(42.108803, -78.911384)",2034,1744,374
VERSAILLES FIRE DEPARTMENT,05031,BUFFALO ROAD,VERSAILLES,NY,14168,05,Cattaraugus,7165324065,42.520164,-78.994416,"(42.520164, -78.994416)",2041,1104,349
WESTONS MILLS FIRE DEPT,05032,PO BOX 601,WESTON MILLS,NY,14788,05,Cattaraugus,7163720280,42.06206,-78.3782,"(42.06206, -78.3782)",2034,1747,347
WEST VALLEY FIRE DEPARTMENT,05033,PO BOX 289,WEST VALLEY,NY,14171,05,Cattaraugus,7169423768,42.41152,-78.65312,"(42.41152, -78.65312)",2034,28,368
YORKSHIRE FIRE DEPARTMENT,05034,12211 CHURCH STREET,YORKSHIRE,NY,14173,05,Cattaraugus,7164924470,42.52949,-78.47812,"(42.52949, -78.47812)",2034,30,379
LYNDON FIRE DEPARTMENT,05035,6943 ABBOTT ROAD,FRANKLINVILLE,NY,14737,05,Cattaraugus,7166765150,42.305095,-78.350587,"(42.305095, -78.350587)",2034,1715,358
HUMPHREY FIRE DEPARTMENT,05036,4704 PUMPKIN HOLLOW ROAD,GREAT VALLEY,NY,14741,05,Cattaraugus,,42.202143,-78.552614,"(42.202143, -78.552614)",2034,1719,362
AUBURN CITY FIRE DEPARTMENT,06001,23 MARKET STREET,AUBURN,NY,13021,06,Cayuga,3152534031,42.933196,-76.56558,"(42.933196, -76.56558)",618,343,97
AURELIUS FIRE DEPARTMENT,06002,1241 W GENESEE STREET ROAD,AUBURN,NY,13021,06,Cayuga,3152520039,42.923817,-76.624858,"(42.923817, -76.624858)",618,343,95
AURORA FIRE DEPARTMENT,06003,456 MAIN STREET,AURORA,NY,13026,06,Cayuga,3153648590,42.757976,-76.70362,"(42.757976, -76.70362)",618,345,85
CATO FIRE DEPARTMENT,06004,2569 E MAIN STREET,CATO,NY,13033,06,Cayuga,3156262393,43.175153,-76.553605,"(43.175153, -76.553605)",618,352,86
CAYUGA FIRE DEPARTMENT,06005,6233 COURT STREET,CAYUGA,NY,13034,06,Cayuga,,42.918625,-76.726189,"(42.918625, -76.726189)",618,353,95
FAIR HAVEN FIRE DEPARTMENT,06006,14430 FAIR HAVEN RD POB 334,FAIR HAVEN,NY,13064,06,Cayuga,3159475145,43.313855,-76.699919,"(43.313855, -76.699919)",618,693,72
