"year","region","naics_code","industry","jobs"
"2020","Finger Lakes","90","Government","81247"
"2020","Finger Lakes","99","Unclassified Industry","559"
"2020","Long Island","11","Agriculture, Forestry, Fishing and Hunting","2645"
"2020","Long Island","21","Mining, Quarrying, and Oil and Gas Extraction","170"
"2020","Long Island","22","Utilities","4549"
"2020","Long Island","23","Construction","72445"
"2020","Long Island","31-33","Manufacturing","64890"
"2020","Long Island","42","Wholesale Trade","56451"
"2020","Long Island","44-45","Retail Trade","136374"
"2020","Long Island","48-49","Transportation and Warehousing","32518"
"2020","Long Island","51","Information","13908"
"2020","Long Island","52","Finance and Insurance","47618"
"2020","Long Island","53","Real Estate and Rental and Leasing","16760"
"2020","Long Island","54","Professional, Scientific, and Technical Services","71640"
"2020","Long Island","55","Management of Companies and Enterprises","12865"
"2020","Long Island","56","Administrative and Support and Waste Management and Remediation Services","65736"
"2020","Long Island","61","Educational Services","24953"
"2020","Long Island","62","Health Care and Social Assistance","222945"
"2020","Long Island","71","Arts, Entertainment, and Recreation","15589"
"2020","Long Island","72","Accommodation and Food Services","80441"
"2020","Long Island","81","Other Services (except Public Administration)","45005"
"2020","Long Island","90","Government","175063"
"2020","Long Island","99","Unclassified Industry","3622"
"2020","Mid-Hudson","11","Agriculture, Forestry, Fishing and Hunting","3634"
"2020","Mid-Hudson","21","Mining, Quarrying, and Oil and Gas Extraction","592"
"2020","Mid-Hudson","22","Utilities","5279"
"2020","Mid-Hudson","23","Construction","50596"
"2020","Mid-Hudson","31-33","Manufacturing","40298"
"2020","Mid-Hudson","42","Wholesale Trade","29019"
"2020","Mid-Hudson","44-45","Retail Trade","100785"
"2020","Mid-Hudson","48-49","Transportation and Warehousing","22621"
"2020","Mid-Hudson","51","Information","13187"
"2020","Mid-Hudson","52","Finance and Insurance","27259"
"2020","Mid-Hudson","53","Real Estate and Rental and Leasing","15610"
"2020","Mid-Hudson","54","Professional, Scientific, and Technical Services","44470"
"2020","Mid-Hudson","55","Management of Companies and Enterprises","12374"
"2020","Mid-Hudson","56","Administrative and Support and Waste Management and Remediation Services","45321"
"2020","Mid-Hudson","61","Educational Services","30928"
"2020","Mid-Hudson","62","Health Care and Social Assistance","160382"
"2020","Mid-Hudson","71","Arts, Entertainment, and Recreation","12385"
"2020","Mid-Hudson","72","Accommodation and Food Services","55239"
"2020","Mid-Hudson","81","Other Services (except Public Administration)","35128"
"2020","Mid-Hudson","90","Government","141536"
"2020","Mid-Hudson","99","Unclassified Industry","2316"
"2020","Mohawk Valley","11","Agriculture, Forestry, Fishing and Hunting","956"
"2020","Mohawk Valley","21","Mining, Quarrying, and Oil and Gas Extraction","317"
"2020","Mohawk Valley","22","Utilities","477"
"2020","Mohawk Valley","23","Construction","4840"
"2020","Mohawk Valley","31-33","Manufacturing","15674"
"2020","Mohawk Valley","42","Wholesale Trade","3835"
"2020","Mohawk Valley","44-45","Retail Trade","21258"
"2020","Mohawk Valley","48-49","Transportation and Warehousing","7639"
"2020","Mohawk Valley","51","Information","1409"
"2020","Mohawk Valley","52","Finance and Insurance","8005"
"2020","Mohawk Valley","53","Real Estate and Rental and Leasing","977"
"2020","Mohawk Valley","54","Professional, Scientific, and Technical Services","4812"
"2020","Mohawk Valley","55","Management of Companies and Enterprises","962"
"2020","Mohawk Valley","56","Administrative and Support and Waste Management and Remediation Services","3928"
"2020","Mohawk Valley","61","Educational Services","3654"
"2020","Mohawk Valley","62","Health Care and Social Assistance","36419"
"2020","Mohawk Valley","71","Arts, Entertainment, and Recreation","1683"
"2020","Mohawk Valley","72","Accommodation and Food Services","11539"
"2020","Mohawk Valley","81","Other Services (except Public Administration)","4825"
"2020","Mohawk Valley","90","Government","40791"
"2020","Mohawk Valley","99","Unclassified Industry","167"
"2020","New York, area not reported","11","Agriculture, Forestry, Fishing and Hunting","138"
"2020","New York, area not reported","21","Mining, Quarrying, and Oil and Gas Extraction","15"
"2020","New York, area not reported","22","Utilities","419"
"2020","New York, area not reported","23","Construction","8765"
"2020","New York, area not reported","31-33","Manufacturing","1448"
"2020","New York, area not reported","42","Wholesale Trade","19610"
"2020","New York, area not reported","44-45","Retail Trade","4429"
"2020","New York, area not reported","48-49","Transportation and Warehousing","1670"
"2020","New York, area not reported","51","Information","7759"
"2020","New York, area not reported","52","Finance and Insurance","9646"
"2020","New York, area not reported","53","Real Estate and Rental and Leasing","1736"
"2020","New York, area not reported","54","Professional, Scientific, and Technical Services","22449"
"2020","New York, area not reported","55","Management of Companies and Enterprises","4243"
"2020","New York, area not reported","56","Administrative and Support and Waste Management and Remediation Services","27949"
"2020","New York, area not reported","61","Educational Services","2104"
"2020","New York, area not reported","62","Health Care and Social Assistance","7910"
"2020","New York, area not reported","71","Arts, Entertainment, and Recreation","866"
"2020","New York, area not reported","72","Accommodation and Food Services","1795"
"2020","New York, area not reported","81","Other Services (except Public Administration)","3999"
"2020","New York, area not reported","90","Government","2117"
"2020","New York, area not reported","99","Unclassified Industry","6205"
"2020","New York City","11","Agriculture, Forestry, Fishing and Hunting","455"
"2020","New York City","21","Mining, Quarrying, and Oil and Gas Extraction","86"
"2020","New York City","22","Utilities","14397"
"2020","New York City","23","Construction","134984"
"2020","New York City","31-33","Manufacturing","52658"
"2020","New York City","42","Wholesale Trade","114301"
"2020","New York City","44-45","Retail Trade","284196"
"2020","New York City","48-49","Transportation and Warehousing","111830"
"2020","New York City","51","Information","201500"
"2020","New York City","52","Finance and Insurance","333646"
"2020","New York City","53","Real Estate and Rental and Leasing","126360"
"2020","New York City","54","Professional, Scientific, and Technical Services","403958"
"2020","New York City","55","Management of Companies and Enterprises","63432"
"2020","New York City","56","Administrative and Support and Waste Management and Remediation Services","210611"
"2020","New York City","61","Educational Services","174914"
"2020","New York City","62","Health Care and Social Assistance","761860"
"2020","New York City","71","Arts, Entertainment, and Recreation","57602"
"2020","New York City","72","Accommodation and Food Services","215358"
"2020","New York City","81","Other Services (except Public Administration)","146022"
"2020","New York City","90","Government","576216"
"2020","New York City","99","Unclassified Industry","10740"
"2020","North Country","11","Agriculture, Forestry, Fishing and Hunting","2657"
"2020","North Country","21","Mining, Quarrying, and Oil and Gas Extraction","260"
"2020","North Country","22","Utilities","577"
"2020","North Country","23","Construction","5506"
"2020","North Country","31-33","Manufacturing","9137"
"2020","North Country","42","Wholesale Trade","2369"
"2020","North Country","44-45","Retail Trade","18976"
"2020","North Country","48-49","Transportation and Warehousing","3220"
"2020","North Country","51","Information","1412"
"2020","North Country","52","Finance and Insurance","2336"
"2020","North Country","53","Real Estate and Rental and Leasing","1306"
"2020","North Country","54","Professional, Scientific, and Technical Services","2946"
"2020","North Country","55","Management of Companies and Enterprises","1083"
"2020","North Country","56","Administrative and Support and Waste Management and Remediation Services","3029"
"2020","North Country","61","Educational Services","3185"
"2020","North Country","62","Health Care and Social Assistance","23007"
"2020","North Country","71","Arts, Entertainment, and Recreation","1177"
"2020","North Country","72","Accommodation and Food Services","11006"
"2020","North Country","81","Other Services (except Public Administration)","3804"
"2020","North Country","90","Government","42158"
"2020","North Country","99","Unclassified Industry","113"
"2020","Southern Tier","11","Agriculture, Forestry, Fishing and Hunting","1813"
"2020","Southern Tier","21","Mining, Quarrying, and Oil and Gas Extraction","717"
"2020","Southern Tier","22","Utilities","1289"
"2020","Southern Tier","23","Construction","7447"
"2020","Southern Tier","31-33","Manufacturing","30748"
"2020","Southern Tier","42","Wholesale Trade","5749"
"2020","Southern Tier","44-45","Retail Trade","26947"
"2020","Southern Tier","48-49","Transportation and Warehousing","5320"
"2020","Southern Tier","51","Information","3136"
"2020","Southern Tier","52","Finance and Insurance","6359"
"2020","Southern Tier","53","Real Estate and Rental and Leasing","2067"
"2020","Southern Tier","54","Professional, Scientific, and Technical Services","10041"
"2020","Southern Tier","55","Management of Companies and Enterprises","2709"
"2020","Southern Tier","56","Administrative and Support and Waste Management and Remediation Services","6605"
"2020","Southern Tier","61","Educational Services","16480"
"2020","Southern Tier","62","Health Care and Social Assistance","36719"
"2020","Southern Tier","71","Arts, Entertainment, and Recreation","1903"
"2020","Southern Tier","72","Accommodation and Food Services","15942"
"2020","Southern Tier","81","Other Services (except Public Administration)","7430"
"2020","Southern Tier","90","Government","46866"
"2020","Southern Tier","99","Unclassified Industry","211"
"2020","Western New York","11","Agriculture, Forestry, Fishing and Hunting","2566"
"2020","Western New York","21","Mining, Quarrying, and Oil and Gas Extraction","384"
"2020","Western New York","22","Utilities","1400"
"2020","Western New York","23","Construction","21309"
"2020","Western New York","31-33","Manufacturing","61182"
"2020","Western New York","42","Wholesale Trade","20160"
"2020","Western New York","44-45","Retail Trade","63668"
"2020","Western New York","48-49","Transportation and Warehousing","17635"
"2020","Western New York","51","Information","6410"
"2020","Western New York","52","Finance and Insurance","29322"
"2020","Western New York","53","Real Estate and Rental and Leasing","7198"
"2020","Western New York","54","Professional, Scientific, and Technical Services","27531"
"2020","Western New York","55","Management of Companies and Enterprises","12280"
"2020","Western New York","56","Administrative and Support and Waste Management and Remediation Services","26522"
"2020","Western New York","61","Educational Services","15331"
"2020","Western New York","62","Health Care and Social Assistance","86643"
"2020","Western New York","71","Arts, Entertainment, and Recreation","6225"
"2020","Western New York","72","Accommodation and Food Services","43625"
"2020","Western New York","81","Other Services (except Public Administration)","20021"
"2020","Western New York","90","Government","102419"
"2020","Western New York","99","Unclassified Industry","608"
"2019","Capital Region","11","Agriculture, Forestry, Fishing and Hunting","2736"
"2019","Capital Region","21","Mining, Quarrying, and Oil and Gas Extraction","1063"
"2019","Capital Region","22","Utilities","1945"
"2019","Capital Region","23","Construction","21993"
"2019","Capital Region","31-33","Manufacturing","34137"
"2019","Capital Region","42","Wholesale Trade","15256"
"2019","Capital Region","44-45","Retail Trade","56946"
"2019","Capital Region","48-49","Transportation and Warehousing","12930"
"2019","Capital Region","51","Information","8964"
"2019","Capital Region","52","Finance and Insurance","21915"
"2019","Capital Region","53","Real Estate and Rental and Leasing","6645"
"2019","Capital Region","54","Professional, Scientific, and Technical Services","32370"
"2019","Capital Region","55","Management of Companies and Enterprises","7221"
"2019","Capital Region","56","Administrative and Support and Waste Management and Remediation Services","20960"
"2019","Capital Region","61","Educational Services","19609"
"2019","Capital Region","62","Health Care and Social Assistance","78673"
"2019","Capital Region","71","Arts, Entertainment, and Recreation","7899"
"2019","Capital Region","72","Accommodation and Food Services","44296"
"2019","Capital Region","81","Other Services (except Public Administration)","19396"
"2019","Capital Region","90","Government","113581"
"2019","Capital Region","99","Unclassified Industry","666"
"2019","Central New York","11","Agriculture, Forestry, Fishing and Hunting","2644"
"2019","Central New York","21","Mining, Quarrying, and Oil and Gas Extraction","228"
"2019","Central New York","22","Utilities","3977"
"2019","Central New York","23","Construction","14254"
"2019","Central New York","31-33","Manufacturing","31255"
"2019","Central New York","42","Wholesale Trade","13556"
"2019","Central New York","44-45","Retail Trade","38585"
"2019","Central New York","48-49","Transportation and Warehousing","10309"
"2019","Central New York","51","Information","4461"
"2019","Central New York","52","Finance and Insurance","10587"
"2019","Central New York","53","Real Estate and Rental and Leasing","4080"
"2019","Central New York","54","Professional, Scientific, and Technical Services","16966"
"2019","Central New York","55","Management of Companies and Enterprises","4721"
"2019","Central New York","56","Administrative and Support and Waste Management and Remediation Services","15391"
"2019","Central New York","61","Educational Services","13206"
"2019","Central New York","62","Health Care and Social Assistance","51897"
"2019","Central New York","71","Arts, Entertainment, and Recreation","5323"
"2019","Central New York","72","Accommodation and Food Services","29238"
"2019","Central New York","81","Other Services (except Public Administration)","11888"
"2019","Central New York","90","Government","64175"
"2019","Central New York","99","Unclassified Industry","312"
"2019","Finger Lakes","11","Agriculture, Forestry, Fishing and Hunting","6789"
"2019","Finger Lakes","21","Mining, Quarrying, and Oil and Gas Extraction","715"
"2019","Finger Lakes","22","Utilities","1698"
"2019","Finger Lakes","23","Construction","22869"
"2019","Finger Lakes","31-33","Manufacturing","63923"
"2019","Finger Lakes","42","Wholesale Trade","17269"
"2019","Finger Lakes","44-45","Retail Trade","59192"
"2019","Finger Lakes","48-49","Transportation and Warehousing","11462"
"2019","Finger Lakes","51","Information","7770"
"2019","Finger Lakes","52","Finance and Insurance","15349"
"2019","Finger Lakes","53","Real Estate and Rental and Leasing","7468"
"2019","Finger Lakes","54","Professional, Scientific, and Technical Services","28073"
"2019","Finger Lakes","55","Management of Companies and Enterprises","10242"
"2019","Finger Lakes","56","Administrative and Support and Waste Management and Remediation Services","30318"
"2019","Finger Lakes","61","Educational Services","30424"
"2019","Finger Lakes","62","Health Care and Social Assistance","89888"
"2019","Finger Lakes","71","Arts, Entertainment, and Recreation","9708"
"2019","Finger Lakes","72","Accommodation and Food Services","42984"
"2019","Finger Lakes","81","Other Services (except Public Administration)","17502"
"2019","Finger Lakes","90","Government","87268"
"2019","Finger Lakes","99","Unclassified Industry","579"
"2019","Long Island","11","Agriculture, Forestry, Fishing and Hunting","2796"
"2019","Long Island","21","Mining, Quarrying, and Oil and Gas Extraction","218"
"2019","Long Island","22","Utilities","4605"
"2019","Long Island","23","Construction","81450"
"2019","Long Island","31-33","Manufacturing","70267"
"2019","Long Island","42","Wholesale Trade","62496"
"2019","Long Island","44-45","Retail Trade","157001"
"2019","Long Island","48-49","Transportation and Warehousing","36759"
"2019","Long Island","51","Information","15119"
"2019","Long Island","52","Finance and Insurance","48730"
"2019","Long Island","53","Real Estate and Rental and Leasing","17892"
"2019","Long Island","54","Professional, Scientific, and Technical Services","76000"
"2019","Long Island","55","Management of Companies and Enterprises","13852"
"2019","Long Island","56","Administrative and Support and Waste Management and Remediation Services","73218"
"2019","Long Island","61","Educational Services","30433"
"2019","Long Island","62","Health Care and Social Assistance","236973"
"2019","Long Island","71","Arts, Entertainment, and Recreation","23889"
"2019","Long Island","72","Accommodation and Food Services","103812"
"2019","Long Island","81","Other Services (except Public Administration)","55631"
"2019","Long Island","90","Government","182799"
"2019","Long Island","99","Unclassified Industry","4083"
"2019","Mid-Hudson","11","Agriculture, Forestry, Fishing and Hunting","3765"
"2019","Mid-Hudson","21","Mining, Quarrying, and Oil and Gas Extraction","675"
"2019","Mid-Hudson","22","Utilities","5437"
"2019","Mid-Hudson","23","Construction","56432"
"2019","Mid-Hudson","31-33","Manufacturing","43180"
"2019","Mid-Hudson","42","Wholesale Trade","30772"
"2019","Mid-Hudson","44-45","Retail Trade","112205"
"2019","Mid-Hudson","48-49","Transportation and Warehousing","27069"
"2019","Mid-Hudson","51","Information","14431"
"2019","Mid-Hudson","52","Finance and Insurance","27968"
"2019","Mid-Hudson","53","Real Estate and Rental and Leasing","16766"
"2019","Mid-Hudson","54","Professional, Scientific, and Technical Services","46356"
"2019","Mid-Hudson","55","Management of Companies and Enterprises","12826"
"2019","Mid-Hudson","56","Administrative and Support and Waste Management and Remediation Services","50727"
"2019","Mid-Hudson","61","Educational Services","34989"
"2019","Mid-Hudson","62","Health Care and Social Assistance","170716"
"2019","Mid-Hudson","71","Arts, Entertainment, and Recreation","19636"
"2019","Mid-Hudson","72","Accommodation and Food Services","74874"
"2019","Mid-Hudson","81","Other Services (except Public Administration)","41721"
"2019","Mid-Hudson","90","Government","147787"
"2019","Mid-Hudson","99","Unclassified Industry","2515"
"2019","Mohawk Valley","11","Agriculture, Forestry, Fishing and Hunting","828"
"2019","Mohawk Valley","21","Mining, Quarrying, and Oil and Gas Extraction","323"
"2019","Mohawk Valley","22","Utilities","518"
"2019","Mohawk Valley","23","Construction","5036"
"2019","Mohawk Valley","31-33","Manufacturing","17799"
"2019","Mohawk Valley","42","Wholesale Trade","4317"
"2019","Mohawk Valley","44-45","Retail Trade","22263"
"2019","Mohawk Valley","48-49","Transportation and Warehousing","8091"
"2019","Mohawk Valley","51","Information","1648"
"2019","Mohawk Valley","52","Finance and Insurance","8112"
"2019","Mohawk Valley","53","Real Estate and Rental and Leasing","1172"
"2019","Mohawk Valley","54","Professional, Scientific, and Technical Services","4922"
"2019","Mohawk Valley","55","Management of Companies and Enterprises","1015"
"2019","Mohawk Valley","56","Administrative and Support and Waste Management and Remediation Services","4408"
"2019","Mohawk Valley","61","Educational Services","4187"
"2019","Mohawk Valley","62","Health Care and Social Assistance","39204"
"2019","Mohawk Valley","71","Arts, Entertainment, and Recreation","2614"
"2019","Mohawk Valley","72","Accommodation and Food Services","15522"
"2019","Mohawk Valley","81","Other Services (except Public Administration)","5641"
"2019","Mohawk Valley","90","Government","43642"
"2019","Mohawk Valley","99","Unclassified Industry","175"
"2019","New York, area not reported","11","Agriculture, Forestry, Fishing and Hunting","163"
"2019","New York, area not reported","21","Mining, Quarrying, and Oil and Gas Extraction","27"
"2019","New York, area not reported","22","Utilities","354"
"2019","New York, area not reported","23","Construction","9656"
"2019","New York, area not reported","31-33","Manufacturing","1133"
"2019","New York, area not reported","42","Wholesale Trade","20198"
"2019","New York, area not reported","44-45","Retail Trade","4851"
"2019","New York, area not reported","48-49","Transportation and Warehousing","1948"
"2019","New York, area not reported","51","Information","8818"
"2019","New York, area not reported","52","Finance and Insurance","7884"
"2019","New York, area not reported","53","Real Estate and Rental and Leasing","1302"
"2019","New York, area not reported","54","Professional, Scientific, and Technical Services","24681"
"2019","New York, area not reported","55","Management of Companies and Enterprises","4365"
"2019","New York, area not reported","56","Administrative and Support and Waste Management and Remediation Services","28581"
"2019","New York, area not reported","61","Educational Services","2268"
"2019","New York, area not reported","62","Health Care and Social Assistance","7649"
"2019","New York, area not reported","71","Arts, Entertainment, and Recreation","1280"
"2019","New York, area not reported","72","Accommodation and Food Services","2060"
"2019","New York, area not reported","81","Other Services (except Public Administration)","3914"
"2019","New York, area not reported","90","Government","2548"
"2019","New York, area not reported","99","Unclassified Industry","4332"
"2019","New York City","11","Agriculture, Forestry, Fishing and Hunting","411"
"2019","New York City","21","Mining, Quarrying, and Oil and Gas Extraction","86"
"2019","New York City","22","Utilities","15030"
"2019","New York City","23","Construction","156852"
"2019","New York City","31-33","Manufacturing","66583"
"2019","New York City","42","Wholesale Trade","131589"
"2019","New York City","44-45","Retail Trade","344523"
"2019","New York City","48-49","Transportation and Warehousing","131128"
"2019","New York City","51","Information","203766"
"2019","New York City","52","Finance and Insurance","339244"
"2019","New York City","53","Real Estate and Rental and Leasing","134819"
"2019","New York City","54","Professional, Scientific, and Technical Services","413441"
"2019","New York City","55","Management of Companies and Enterprises","73260"
"2019","New York City","56","Administrative and Support and Waste Management and Remediation Services","273544"
"2019","New York City","61","Educational Services","186751"
"2019","New York City","62","Health Care and Social Assistance","791798"
"2019","New York City","71","Arts, Entertainment, and Recreation","93485"
"2019","New York City","72","Accommodation and Food Services","370497"
"2019","New York City","81","Other Services (except Public Administration)","177954"
"2019","New York City","90","Government","576362"
"2019","New York City","99","Unclassified Industry","11609"
"2019","North Country","11","Agriculture, Forestry, Fishing and Hunting","2721"
"2019","North Country","21","Mining, Quarrying, and Oil and Gas Extraction","257"
"2019","North Country","22","Utilities","553"
"2019","North Country","23","Construction","5808"
"2019","North Country","31-33","Manufacturing","10177"
"2019","North Country","42","Wholesale Trade","2612"
"2019","North Country","44-45","Retail Trade","20011"
"2019","North Country","48-49","Transportation and Warehousing","3448"
"2019","North Country","51","Information","1677"
"2019","North Country","52","Finance and Insurance","2386"
"2019","North Country","53","Real Estate and Rental and Leasing","1470"
"2019","North Country","54","Professional, Scientific, and Technical Services","2971"
"2019","North Country","55","Management of Companies and Enterprises","1120"
"2019","North Country","56","Administrative and Support and Waste Management and Remediation Services","3439"
"2019","North Country","61","Educational Services","3193"
"2019","North Country","62","Health Care and Social Assistance","24301"
"2019","North Country","71","Arts, Entertainment, and Recreation","1674"
"2019","North Country","72","Accommodation and Food Services","14321"
"2019","North Country","81","Other Services (except Public Administration)","4492"
"2019","North Country","90","Government","44814"
"2019","North Country","99","Unclassified Industry","130"
"2019","Southern Tier","11","Agriculture, Forestry, Fishing and Hunting","1795"
"2019","Southern Tier","21","Mining, Quarrying, and Oil and Gas Extraction","684"
"2019","Southern Tier","22","Utilities","1366"
"2019","Southern Tier","23","Construction","8135"
"2019","Southern Tier","31-33","Manufacturing","32972"
"2019","Southern Tier","42","Wholesale Trade","6564"
"2019","Southern Tier","44-45","Retail Trade","28560"
"2019","Southern Tier","48-49","Transportation and Warehousing","5318"
"2019","Southern Tier","51","Information","3383"
"2019","Southern Tier","52","Finance and Insurance","6525"
"2019","Southern Tier","53","Real Estate and Rental and Leasing","2671"
"2019","Southern Tier","54","Professional, Scientific, and Technical Services","10348"
"2019","Southern Tier","55","Management of Companies and Enterprises","2887"
"2019","Southern Tier","56","Administrative and Support and Waste Management and Remediation Services","7874"
"2019","Southern Tier","61","Educational Services","16577"
"2019","Southern Tier","62","Health Care and Social Assistance","38560"
"2019","Southern Tier","71","Arts, Entertainment, and Recreation","2931"
"2019","Southern Tier","72","Accommodation and Food Services","21686"
"2019","Southern Tier","81","Other Services (except Public Administration)","8627"
"2019","Southern Tier","90","Government","49988"
"2019","Southern Tier","99","Unclassified Industry","239"
"2019","Western New York","11","Agriculture, Forestry, Fishing and Hunting","2445"
"2019","Western New York","21","Mining, Quarrying, and Oil and Gas Extraction","419"
"2019","Western New York","22","Utilities","1546"
"2019","Western New York","23","Construction","23165"
"2019","Western New York","31-33","Manufacturing","65615"
"2019","Western New York","42","Wholesale Trade","21340"
"2019","Western New York","44-45","Retail Trade","69580"
"2019","Western New York","48-49","Transportation and Warehousing","18816"
"2019","Western New York","51","Information","7372"
"2019","Western New York","52","Finance and Insurance","29904"
"2019","Western New York","53","Real Estate and Rental and Leasing","7930"
"2019","Western New York","54","Professional, Scientific, and Technical Services","29132"
"2019","Western New York","55","Management of Companies and Enterprises","13857"
"2019","Western New York","56","Administrative and Support and Waste Management and Remediation Services","29864"
"2019","Western New York","61","Educational Services","16933"
"2019","Western New York","62","Health Care and Social Assistance","93266"
"2019","Western New York","71","Arts, Entertainment, and Recreation","10265"
"2019","Western New York","72","Accommodation and Food Services","59901"
"2019","Western New York","81","Other Services (except Public Administration)","24450"
"2019","Western New York","90","Government","108368"
"2019","Western New York","99","Unclassified Industry","675"
"2018","Capital Region","11","Agriculture, Forestry, Fishing and Hunting","2603"
"2018","Capital Region","21","Mining, Quarrying, and Oil and Gas Extraction","1018"
"2018","Capital Region","22","Utilities","1973"
"2018","Capital Region","23","Construction","21725"
"2018","Capital Region","31-33","Manufacturing","34642"
"2018","Capital Region","42","Wholesale Trade","14625"
"2018","Capital Region","44-45","Retail Trade","57710"
"2018","Capital Region","48-49","Transportation and Warehousing","12991"
"2018","Capital Region","51","Information","9499"
"2018","Capital Region","52","Finance and Insurance","21594"
"2018","Capital Region","53","Real Estate and Rental and Leasing","6517"
"2018","Capital Region","54","Professional, Scientific, and Technical Services","31703"
"2018","Capital Region","55","Management of Companies and Enterprises","7282"
"2018","Capital Region","56","Administrative and Support and Waste Management and Remediation Services","21341"
"2018","Capital Region","61","Educational Services","19111"
"2018","Capital Region","62","Health Care and Social Assistance","79541"
"2018","Capital Region","71","Arts, Entertainment, and Recreation","7859"
"2018","Capital Region","72","Accommodation and Food Services","44778"
"2018","Capital Region","81","Other Services (except Public Administration)","19440"
"2018","Capital Region","90","Government","113002"
"2018","Capital Region","99","Unclassified Industry","443"
"2018","Central New York","11","Agriculture, Forestry, Fishing and Hunting","2653"
"2018","Central New York","21","Mining, Quarrying, and Oil and Gas Extraction","192"
"2018","Central New York","22","Utilities","3951"
"2018","Central New York","23","Construction","14490"
"2018","Central New York","31-33","Manufacturing","30871"
"2018","Central New York","42","Wholesale Trade","13782"
"2018","Central New York","44-45","Retail Trade","39844"
"2018","Central New York","48-49","Transportation and Warehousing","10204"
"2018","Central New York","51","Information","4662"
"2018","Central New York","52","Finance and Insurance","10733"
"2018","Central New York","53","Real Estate and Rental and Leasing","4101"
"2018","Central New York","54","Professional, Scientific, and Technical Services","16983"
"2018","Central New York","55","Management of Companies and Enterprises","4778"
"2018","Central New York","56","Administrative and Support and Waste Management and Remediation Services","15272"
"2018","Central New York","61","Educational Services","11916"
"2018","Central New York","62","Health Care and Social Assistance","50605"
"2018","Central New York","71","Arts, Entertainment, and Recreation","5178"
"2018","Central New York","72","Accommodation and Food Services","29312"
"2018","Central New York","81","Other Services (except Public Administration)","11947"
"2018","Central New York","90","Government","63246"
"2018","Central New York","99","Unclassified Industry","216"
"2018","Finger Lakes","11","Agriculture, Forestry, Fishing and Hunting","6827"
