Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Counties,New York Zip Codes,NYS Municipal Boundaries
Municipal,NY0025747,ALBANY - C COMBINED SEWER OVERFLOWS,Surface,2.10,HUDSON RIVER,ALBANY,NY,USA,12207,42.65,-73.75,"(42.65, -73.75)",2030,44,814
Industrial,NY0100145,ALBANY - C FEURA BUSH WTR TRT PLT,Surface,0.55,FILTRATION PLANT RD,FEURA BUSH,NY,USA,12207,42.55,-73.87,"(42.55, -73.87)",2030,1192,837
Municipal,NY0026875,Albany County Water Purification District - NORTH PLANT,Surface,35.00,1 CANAL RD S OFF JONES RD,MENANDS,NY,USA,12204,42.68,-73.73,"(42.68, -73.73)",2030,41,834
Municipal,NY0026867,Albany County Water Purification District - SOUTH PLANT,Surface,29.00,209 CHURCH ST,ALBANY,NY,USA,12204,42.63,-73.76,"(42.63, -73.76)",2030,39,814
Industrial,NY0232734,ALBANY INTERNATIONAL,Surface,0.49,156 S MAIN ST,HOMER,NY,USA,13077,42.63,-76.18,"(42.63, -76.18)",620,629,773
Industrial,NY0212245,ALBANY INTERNATIONAL AIRPORT,Surface,,737 ALBANY SHAKER RD,ALBANY,NY,USA,12211,42.74,-73.81,"(42.74, -73.81)",2030,48,834
Municipal,NY0028401,ALBION JOINT MUNICIPAL INDUSTRIAL STP,Surface,2.30,14740 DENSMORE ST,GAINES,NY,USA,,43.25,-78.17,"(43.25, -78.17)",626,170,507
Municipal,NY0021857,ALDEN SD #2 STP,Surface,0.02,FAIRVIEW & EAST ALAURA DR,ALDEN,NY,USA,14004,42.89,-78.57,"(42.89, -78.57)",2041,481,305
Municipal,NY0020541,ALDEN STP,Surface,0.65,W MAIN ST,ALDEN,NY,USA,14004,42.91,-78.51,"(42.91, -78.51)",2041,481,305
Industrial,NY0257311,Alder Creek Beverages LLC,Ground,,ONE NIRVANA PLZ,FORESTPORT,NY,USA,13338,43.44,-75.25,"(43.44, -75.25)",625,767,932
Municipal,NY0110523,ALEXANDER - V STP,Surface,0.06,SE OF US RTE 20 & ST RTE 98,Alexander,NY,USA,14005,42.90,-78.25,"(42.9, -78.25)",2086,482,794
Municipal,NY0022501,ALEXANDRIA BAY WWTP,Surface,0.75,35 ANTHONY ST,ALEXANDRIA BAY,NY,USA,13607,44.34,-75.91,"(44.34, -75.91)",2089,1471,859
Municipal,NY0022357,ALFRED WASTEWATER TREATMENT PLANT,Surface,0.98,198 N MAIN ST,ALFRED,NY,USA,14802,42.26,-77.78,"(42.26, -77.78)",2031,1750,474
Industrial,NY0242896,ALLEGANY GENERATING STATION,Surface,,11537 ST RTE 19A,Hume,NY,USA,14536,42.50,-78.07,"(42.5, -78.07)",2031,373,455
Industrial,NY0266396,ALLIANT TECHSYSTEMS OPERATIONS LLC,Ground,0.00,77 RAYNOR AVE,RONKONKOMA,NY,USA,11779,40.80,-73.11,"(40.8, -73.11)",2179,1421,1019
Industrial,NY0094251,ALLIED WASTE NIAGARA FALLS LANDFILL,Surface,0.40,56TH ST & NIAGARA FALLS BLVD,NIAGARA FALLS,NY,USA,14304,43.10,-78.99,"(43.1, -78.99)",2131,168,160
Industrial,NY0107352,ALMA HILL LEASE,Surface,0.00,ALMA HILL RD,WELLSVILLE,NY,USA,14895,42.02,-78.03,"(42.02, -78.03)",2031,923,472
Industrial,NY0001732,ALOCA MASSENA OPERATIONS,Surface,23.10,1814 State Route 131,Massena Center,NY,USA,13662,44.97,-74.89,"(44.97, -74.89)",2140,1585,321
Industrial,NY0267244,ALTAIRE PHARMACEUTICALS,Ground,0.00,311 WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931,40.96,-72.63,"(40.96, -72.63)",2179,1530,1017
Industrial,NY0075957,ALTAIRE PHARMACEUTICALS,Ground,0.00,311 WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931,40.96,-72.63,"(40.96, -72.63)",2179,1530,1017
Municipal,NY0031534,ALTAMONT - V STP,Surface,0.42,GUN CLUB RD,ALTAMONT,NY,USA,12009,42.71,-74.02,"(42.71, -74.02)",2030,1142,832
Industrial,NY0008265,AMENIA S & G-LEEDSVILLE PROCESSING PLANT,Surface,0.30,307 LEEDSVILLE RD,AMENIA,NY,USA,12501,41.84,-73.51,"(41.84, -73.51)",2040,945,602
Industrial,NY0223000,AMERICAN BIO MEDICA CORPORATION,Ground,0.00,122 SMITH RD EXT,STUYVESANT,NY,USA,12173,42.38,-73.73,"(42.38, -73.73)",619,1239,510
Industrial,NY0004421,AMERICAN FELT & FILTER CO,Surface,0.04,WALSH AVE,NEW WINDSOR,NY,USA,12553,41.49,-74.02,"(41.49, -74.02)",2134,988,889
Industrial,NY0280437,AMERICAN FRUITS CORDIAL CORP DISTILLERY,Ground,,385 GLENWOOD RD,PINE ISLAND,NY,USA,10969,41.28,-74.48,"(41.28, -74.48)",2134,1554,885
Industrial,NY0109339,AMERICAN PIPE AND PLASTICS INC,Surface,0.01,958 US RTE 11,KIRKWOOD,NY,USA,13795,42.09,-75.82,"(42.09, -75.82)",2033,431,944
Industrial,NY0252051,AMERICAN ROCK SALT CO SALT STORAGE,Surface,0.03,MAIN ST,FORT ANN,NY,USA,12827,43.42,-73.48,"(43.42, -73.48)",2184,91,727
Industrial,NY0006629,AMERICAN SUGAR REFINING INC,Surface,12.00,1 FEDERAL ST,YONKERS,NY,USA,10705,40.93,-73.91,"(40.93, -73.91)",2185,,948
Industrial,NY0108359,AMERICAN TECHNICAL CERAMICS,Surface,,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NY,USA,11746,40.84,-73.43,"(40.84, -73.43)",2179,1121,1020
Industrial,NY0226491,AMERICAN TECHNICAL CERAMICS,Surface,,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NY,USA,11746,40.84,-73.43,"(40.84, -73.43)",2179,1121,1020
Industrial,NY0108341,AMERICAN TECHNICAL CERAMICS,Surface,,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,NY,USA,11746,40.84,-73.43,"(40.84, -73.43)",2179,1121,1020
Industrial,NY0244252,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Surface,0.01,264 FARRELL RD,SYRACUSE,NY,USA,13209,43.12,-76.27,"(43.12, -76.27)",2132,727,699
Municipal,NY0025950,AMHERST WASTEWATER TREATMENT FACILITY #16,Surface,36.00,455 TONAWANDA CREEK RD,AMHERST,NY,USA,14228,43.05,-78.81,"(43.05, -78.81)",2041,163,304
Industrial,NY0285609,AMNEAL PHARMACEUTICALS BROOKHAVEN FACILITY,Ground,0.05,50 HORSEBLOCK RD,BROOKHAVEN,NY,USA,11719,40.81,-72.95,"(40.81, -72.95)",2179,1139,1022
Industrial,NY0005720,AMPAC PAPER LLC,Surface,0.03,30 COLDENHAM RD,WALDEN,NY,USA,12586,41.56,-74.19,"(41.56, -74.19)",2134,1016,893
Industrial,NY0003824,AMPHENOL CORP - AEROSPACE OPERATIONS,Surface,1.34,40-60 DELAWARE AVE,SIDNEY,NY,USA,13838,42.31,-75.40,"(42.31, -75.4)",2039,456,558
Municipal,NY0020290,AMSTERDAM - C WASTEWATER TREATMENT PLANT,Surface,10.00,QUIST RD,AMSTERDAM,NY,USA,12010,42.92,-74.17,"(42.92, -74.17)",624,1143,493
Industrial,NY0240516,AMSTERDAM OIL HEAT,Surface,0.01,ERIE ST EXT,AMSTERDAM,NY,USA,12010,42.93,-74.19,"(42.93, -74.19)",624,1143,497
Industrial,NY0267732,AMTRAK - LIC VENTILATION BUILDING,Surface,0.03,52-31 2ND ST,LONG ISLAND CITY,NY,USA,11101,40.74,-73.96,"(40.74, -73.96)",2137,873,196
Industrial,NY0085910,ANCHOR GLASS CONTAINER CORP,Surface,0.01,151 E MCCANNS BLVD,ELMIRA HEIGHTS,NY,USA,14903,42.12,-76.82,"(42.12, -76.82)",2036,927,480
Industrial,NY0234486,ANDERMAN'S FUEL OIL STORAGE YARD,Surface,,242 MOUNTAINDALE RD,MOUNTAINDALE,NY,USA,12763,41.69,-74.54,"(41.69, -74.54)",2180,1083,660
Industrial,NY0262846,ANDES LIBRARY WELL TREATMENT SYSTEM,Surface,0.05,MAIN ST AT THE VILLAGE LIBRARY,ANDES,NY,USA,13731,42.19,-74.78,"(42.19, -74.78)",2039,1626,573
Municipal,NY0262854,ANDES SEWAGE TREATMENT PLANT,Surface,0.06,5287 CO RTE 1,ANDES,NY,USA,13731,42.18,-74.79,"(42.18, -74.79)",2039,1626,573
Industrial,NY0275689,ANGOLA MAINTENANCE CENTER,Surface,0.00,8730 DELAMETER RD,ANGOLA,NY,USA,14006,42.65,-79.02,"(42.65, -79.02)",2041,483,291
Industrial,NY0028509,ANHEUSER BUSCH BALDWINSVILLE BREWERY,Surface,2.76,2885 BELGIUM RD,BALDWINSVILLE,NY,USA,13027,43.17,-76.31,"(43.17, -76.31)",2132,346,697
Industrial,NY0259900,ANKA TOOL & DIE CO,Surface,0.01,150 WELLS AVE,CONGERS,NY,USA,10920,41.16,-73.94,"(41.16, -73.94)",628,1500,532
Industrial,NY0003042,APC PAPER COMPANY OF NEW YORK,Surface,0.12,100 REMINGTON AVE,NORFOLK,NY,USA,13667,44.80,-75.00,"(44.8, -75.0)",2140,1589,319
Industrial,NY0249688,AQUA VALLEY SPRING WATER INC,Ground,0.00,DUTCH VALLEY RD,EDMESTON,NY,USA,13335,42.69,-75.26,"(42.69, -75.26)",2136,548,910
Municipal,NY0026948,ARCADE STP,Surface,0.50,HURDVILLE RD,ARCADE,NY,USA,14009,42.54,-78.46,"(42.54, -78.46)",2186,485,405
Industrial,NY0241733,ARG TRUCKING,Surface,0.01,161 RIVERSIDE AVE,RENSSELAER,NY,USA,12144,42.62,-73.75,"(42.62, -73.75)",2138,1309,115
Industrial,NY0068225,ARKEMA INC,Surface,0.08,3289 GENESEE ST,PIFFARD,NY,USA,14533,42.83,-77.84,"(42.83, -77.84)",2091,371,732
Industrial,NY0229512,ARKPORT BULK PLANT,Surface,,66 WEST ST,ARKPORT,NY,USA,14807,42.40,-77.70,"(42.4, -77.7)",2178,1754,31
Industrial,NY0108499,ARLO LANE MAINTENANCE FACILTY,Surface,0.00,ARLO LN,PEEKSKILL,NY,USA,,41.30,-73.87,"(41.3, -73.87)",2185,1335,976
Industrial,NY0281409,ARROWOOD BREWERY,Ground,,236 Lower Whitfield Rd,Accord,NY,USA,12404,41.81,-74.25,"(41.81, -74.25)",2182,80,413
Industrial,NY0270148,ARSENAL STONE QUARRY,Surface,0.50,19199 Concrete Dr,Hounsfield,NY,USA,13685,43.96,-75.99,"(43.96, -75.99)",2089,1466,851
Industrial,NY0005100,ARTHUR KILL GENERATING STATION,Surface,660.10,4401 VICTORY BLVD,STATEN ISLAND,NY,USA,10314,40.59,-74.20,"(40.59, -74.2)",,616,585
Industrial,NY0251046,ASHBY FUEL OIL,Surface,,35 PECKHAM RD,POUGHKEEPSIE,NY,USA,12601,41.69,-73.88,"(41.69, -73.88)",2040,1022,587
Industrial,NY0269379,ASHE OIL CO,Surface,,5540 WOLFSPRING RD,SCIO,NY,USA,14880,42.10,-78.04,"(42.1, -78.04)",2031,923,448
Industrial,NY0275387,ASHLAND ADVANCED MATERIALS,Surface,,6100 NIAGARA FALLS BLVD,NIAGARA FALLS,NY,USA,14304,43.09,-78.99,"(43.09, -78.99)",2131,168,159
Municipal,NY0263214,ASHLAND WASTEWATER TREATMENT PLANT,Surface,0.03,ALONG ST RTE 23 & CO RTE 63,ASHLAND,NY,USA,12407,42.30,-74.35,"(42.3, -74.35)",2087,83,767
Industrial,NY0251305,ASHOKAN RESERVOIR,Both,0.00,2389 ST RTE 28A,SHOKAN,NY,USA,12481,41.97,-74.19,"(41.97, -74.19)",2182,,415
Industrial,NY0201243,ASTORIA CENTRAL WTF,Surface,,20TH AVE & 23RD ST,ASTORIA,NY,USA,,40.78,-73.91,"(40.78, -73.91)",2137,877,196
Industrial,NY0267538,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,Surface,,17-10 STEINWAY ST,ASTORIA,NY,USA,11105,40.78,-73.90,"(40.78, -73.9)",2137,877,196
Industrial,NY0201235,ASTORIA GAS TURBINE POWER,Surface,,31-01 20TH AVE,ASTORIA,NY,USA,11105,40.78,-73.91,"(40.78, -73.91)",2137,877,196
Industrial,NY0005118,ASTORIA GENERATING STATION,Surface,1402.20,18-01 20TH AVE,ASTORIA,NY,USA,11105,40.79,-73.90,"(40.79, -73.9)",2137,,196
Industrial,NY0201154,ASTORIA LNG STORAGE FACILITY,Ground,,31-01 20TH AVE,ASTORIA,NY,USA,11105,40.79,-73.90,"(40.79, -73.9)",2137,,196
Industrial,NY0261009,ATHENS GENERATING PLANT,Surface,1.80,9300 US RTE 9W,ATHENS,NY,USA,12015,42.27,-73.85,"(42.27, -73.85)",2087,1144,766
Municipal,NY0020877,ATHENS - V BRICKROW STP,Surface,0.02,WATER ST,ATHENS,NY,USA,12015,42.28,-73.80,"(42.28, -73.8)",2087,1144,766
Municipal,NY0020869,ATHENS - V  MAIN STP,Surface,0.40,WATER ST,ATHENS,NY,USA,12015,42.26,-73.81,"(42.26, -73.81)",2087,1144,766
Industrial,NY0102041,ATHENS - V WTR TRT PLT,Surface,0.00,SCHOHARIE TPKE,ATHENS,NY,USA,12015,42.31,-73.88,"(42.31, -73.88)",2087,89,766
Industrial,NY0084999,ATLAS COPCO COMPTEC,Surface,0.02,46 SCHOOL RD,VOORHEESVILLE,NY,USA,12186,42.66,-73.94,"(42.66, -73.94)",2030,16,830
Municipal,NY0021849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.40,122 PROSPECT ST,ATTICA,NY,USA,14011,42.87,-78.28,"(42.87, -78.28)",2086,486,794
Industrial,NY0008559,AUBURN - C WTR TREAT PLT,Surface,0.00,SWIFT ST & PULSIFER DR,AUBURN,NY,USA,13021,42.92,-76.55,"(42.92, -76.55)",618,343,87
Municipal,NY0021903,AUBURN SEWAGE TREATMENT PLANT,Surface,12.00,35 BRADLEY ST,AUBURN,NY,USA,13021,42.94,-76.59,"(42.94, -76.59)",618,343,87
Industrial,NY0258652,AURORA/COLDEN FIRE HALL,Surface,0.00,1864 DAVIS RD,WEST FALLS,NY,USA,14170,42.70,-78.68,"(42.7, -78.68)",2041,27,303
Municipal,NY0023558,AURORA - V STP,Surface,0.30,MAIN ST ST RTE 90 - E SIDE - BETW CO RTE 43A & LAKE RD,AURORA,NY,USA,13026,42.74,-76.70,"(42.74, -76.7)",618,345,79
Municipal,NY0201910,AUSABLE FORKS COMMUNITY WWTF,Surface,0.15,215 GROVE RD,AUSABLE FORKS,NY,USA,12912,44.45,-73.65,"(44.45, -73.65)",2038,206,12
Industrial,NY0268348,AUSTERLITZ HIGHWAY GARAGE,Surface,0.00,ST RTE 203  - 0.5 MI E OF SPENCERTOWN,AUSTERLITZ,NY,USA,,42.32,-73.54,"(42.32, -73.54)",619,1161,526
Industrial,NY0256498,AUTO-BARN COLLISION CENTER INC,Surface,,142 MOFFITT RD,PLATTSBURGH,NY,USA,12901,44.76,-73.44,"(44.76, -73.44)",2038,202,13
Industrial,NY0291234,AUTOWAVE INC,Surface,0.00,1035 RANSOM RD,LANCASTER,NY,USA,14086,42.93,-78.59,"(42.93, -78.59)",2041,532,286
Industrial,NY0008087,AVNET INC (FORMER IMPERIAL SCHRADE SITE),Surface,0.04,RTE 209,ELLENVILLE,NY,USA,12428,41.72,-74.38,"(41.72, -74.38)",2182,122,407
Municipal,NY0024449,AVON - V  WWTP,Surface,2.75,FARMERS RD,AVON,NY,USA,14414,42.92,-77.76,"(42.92, -77.76)",2091,177,747
Municipal,NY0023493,AVON WWTP,Surface,0.79,274 RIVER RD,WOODRIDGE,NY,USA,12789,41.70,-74.61,"(41.7, -74.61)",2180,779,660
Industrial,NY0105511,AW MACK MANUFACTURING CO INC,Surface,0.00,1098 DUTCHESS TPKE,POUGHKEEPSIE,NY,USA,12603,41.72,-73.86,"(41.72, -73.86)",2040,1022,587
Industrial,NY0075752,BAE SYSTEMS,Ground,0.10,450 PULASKI RD,GREENLAWN,NY,USA,11740,40.86,-73.37,"(40.86, -73.37)",2179,1118,1020
Industrial,NY0202959,BAILEY MANUFACTURING COMPANY LLC,Ground,0.01,10979 BENNETT STATE RD,FORESTVILLE,NY,USA,14062,42.48,-79.17,"(42.48, -79.17)",2035,518,227
Municipal,NY0030597,BAINBRIDGE - V STP,Surface,0.32,WALNUT AVE,BAINBRIDGE,NY,USA,13733,42.29,-75.48,"(42.29, -75.48)",2037,1628,274
Industrial,NY0277835,BAITING HOLLOW FARMS,Ground,,2114 SOUND AVE,BAITING HOLLOW,NY,USA,11933,40.96,-72.76,"(40.96, -72.76)",2179,1534,1017
Industrial,NY0076058,BALDWIN RICHARDSON FOODS COMPANY DISTRIBUTION CENTER,Both,0.60,4949 ST RTE 104,EAST WILLIAMSON,NY,USA,14449,43.24,-77.15,"(43.24, -77.15)",631,1657,626
Municipal,NY0030571,BALDWINSVILLE SENECA KNOLLS STP,Surface,9.00,BARBARA LN,BALDWINSVILLE,NY,USA,13027,43.14,-76.30,"(43.14, -76.3)",2132,346,685
Industrial,NY0026751,BALDWINSVILLE WASTEWATER TREATMENT PLANT,Surface,0.01,RTE 370 & RIVERBEND DR,BALDWINSVILLE,NY,USA,13041,43.17,-76.41,"(43.17, -76.41)",2132,346,697
Industrial,NY0215601,BARRETT PAMELIA MATERIALS - WATERTOWN FACILITY,Surface,0.00,26572 ST RTE 37 - N OF ST RTE 342,WATERTOWN,NY,USA,13601,44.05,-75.90,"(44.05, -75.9)",2089,1466,846
Industrial,NY0006840,BARRETT PAVING BOONVILLE QUARRY,Surface,0.00,ST RTE 12 - E SIDE AT COUNTY LINE,BOONVILLE,NY,USA,13309,43.53,-75.32,"(43.53, -75.32)",623,767,620
Industrial,NY0257257,BARRETT PAVING MATERIALS - LITCHFIELD QUARRY,Surface,,363 RASBACH RD - W SIDE,LITCHFIELD,NY,USA,13491,42.98,-75.19,"(42.98, -75.19)",2088,536,678
Industrial,NY0002461,BARRETT PAVING NORWOOD QUARRY,Surface,0.22,7971 ST RTE 56 - W SIDE - 1 MI N OF BRAY RD,NORWOOD,NY,USA,13668,44.79,-74.99,"(44.79, -74.99)",2140,1589,319
Industrial,NY0033065,BARTON ROAD QUARRY,Surface,0.01,91 BARTON RD,LANCASTER,NY,USA,14086,42.95,-78.65,"(42.95, -78.65)",2041,532,286
Industrial,NY0226629,BASF CORP PROPERTY,Ground,,361 SHEEP PASTURE RD,EAST SETAUKET,NY,USA,11733,40.93,-73.08,"(40.93, -73.08)",2179,1114,1022
Industrial,NY0228877,BATAVIA BULK PLANT,Surface,,8412 SEVEN SPRINGS RD,BATAVIA,NY,USA,14020,43.01,-78.13,"(43.01, -78.13)",2086,489,784
Municipal,NY0026514,BATAVIA - C STP,Surface,5.50,5 TREADEASY AVE,BATAVIA,NY,USA,14020,42.99,-78.20,"(42.99, -78.2)",2086,489,792
Industrial,NY0099635,BATH SAND & GRAVEL,Surface,0.00,SAND PIT RD,BATH,NY,USA,14810,42.35,-77.33,"(42.35, -77.33)",2178,1757,46
Municipal,NY0021431,BATH WASTEWATER TREATMENT PLANT,Surface,1.00,144 E MORRIS ST,BATH,NY,USA,14810,42.33,-77.31,"(42.33, -77.31)",2178,1757,46
Industrial,NY0107468,BATTENFELD GREASE & OIL CORP,Surface,0.00,1174 ERIE AVE,NORTH TONAWANDA,NY,USA,14120,43.05,-78.85,"(43.05, -78.85)",2131,953,158
Industrial,NY0209589,BAYPORT LAUNDROMAT,Ground,,307 BERNICE DR,BAYPORT,NY,USA,11705,40.75,-73.05,"(40.75, -73.05)",2179,1066,1019
Industrial,NY0220621,BAYPORT SHOPPES LAUDROMAT,Ground,0.02,885 MONTAUK HWY,BAYPORT,NY,USA,11705,40.75,-73.05,"(40.75, -73.05)",2179,1066,1019
Industrial,NY0279994,BAY SHORE LAUNDROMAT,Ground,0.02,29 LINCOLN AVE,DEER PARK,NY,USA,11729,40.75,-73.31,"(40.75, -73.31)",2179,1110,1023
Industrial,NY0007641,BAYSIDE FUEL OIL DEPOT-1100 GRAND ST,Surface,0.00,1100 GRAND ST,BROOKLYN,NY,USA,11211,40.71,-73.93,"(40.71, -73.93)",2090,820,894
Industrial,NY0006297,BAYSIDE FUEL OIL DEPOT-1776 SHORE PKWY,Surface,,1776 SHORE PKWY,BROOKLYN,NY,USA,11214,40.59,-74.00,"(40.59, -74.0)",2090,,894
Industrial,NY0028606,BAYSIDE FUEL OIL DEPOT - SMITH,Surface,0.01,537 SMITH ST,BROOKLYN,NY,USA,11231,40.67,-74.00,"(40.67, -74.0)",2090,814,894
Industrial,NY0279854,BAYVILLE LAUNDROMAT,Ground,0.01,48 BAYVILLE AVE,BAYVILLE,NY,USA,11709,40.91,-73.58,"(40.91, -73.58)",2094,1068,59
Industrial,NY0227102,BB ANNA'S LAUNDROMAT,Ground,0.01,1018 WAVERLY AVE,HOLTSVILLE,NY,USA,11742,40.81,-73.05,"(40.81, -73.05)",2179,1226,1019
Industrial,NY0002232,"B&B Lumber Company, Inc.",Surface,0.04,8550 MILL POND WAY,MCCONNELLSVILLE,NY,USA,13401,43.28,-75.69,"(43.28, -75.69)",625,766,935
Industrial,NY0005754,BEACON TECHNOLOGY CENTER,Surface,1.11,45 OLD GLENHAM RD,BEACON,NY,USA,12508,41.52,-73.94,"(41.52, -73.94)",2040,968,596
Municipal,NY0025976,BEACON WATER POLLUTION CONTROL PLAN,Surface,6.00,96 DENNINGS AVE,BEACON,NY,USA,12508,41.49,-73.98,"(41.49, -73.98)",2040,950,601
Industrial,NY0264393,BEAR MOUNTAIN BRIDGE MAINTENANCE FACILIT,Surface,0.00,WEST SIDE OF BEAR MOUNTAIN BRIDGE AT BRIDGE PLAZA,FORT MONTGOMERY,NY,USA,10922,41.32,-73.99,"(41.32, -73.99)",2134,1492,874
Industrial,NY0236101,BEAVER FALLS LLC,Surface,,9644 MAIN ST,BEAVER FALLS,NY,USA,13305,43.89,-75.43,"(43.89, -75.43)",623,1481,609
