"region","pin","county","cont_no","sh","descript","bin","executed","numbersheets","route","loc_municipality","url"
,"1941.32.101","Washington","1",,"Bridge Painting - Village Of Whitehall, Town Of Kingsbury, Town Of Fort Edward",,,"0",,,"https://rpol.dot.ny.gov/?id=1"
"8",,"WESTCHESTER","155","BPE, TSP, 9480","1927-OVERCROSSING of NYCRR NORTH OF MOUNT PLEASANT TRAIN STATION-MOUNTH PLEASANT",,,"1","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=155"
"8",,"WESTCHESTER","185","BPE, BMP, 1850, 9297","1927 PAVING BEAR MOUNTAIN BRIDGE APPROACH TO ALBANY POST ROAD- CORTLANDT",,,"2","US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=185"
"8",,"WESTCHESTER","186","BPE, TSP, 9480","1928-PAVING FROM COLUMBUS AVENUE TO COMMERCE STREET-VALHALLA",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=186"
"8",,"WESTCHESTER","18A0A87","BPE, TSP, 9480","1931-GRADING AND RETAINING WALL, STATION164 TO 172 - VALHALLA",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18A0A87"
"8",,"WESTCHESTER","18D0610","BPE, TSP, 9480","1929- BRIDGE AT BEDFORD ROAD, CLEVELAND STREET, PEEKSKILL CREEK ' TRESTLE-MOUNT PLEASANT",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D0610"
"8",,"WESTCHESTER","18D1602","BPE, TSP, 9480","1930-OVERCROSSING OF CROMPOND ROAD-YORKTOWN",,,"4","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D1602"
"8",,"WESTCHESTER","18D3001","BPE, TSP, 9480","1930- BRIDGE NN UNDERPASS NORTH OF HAWTHORNE- MOUNT PLEASANT",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D3001"
"8",,"WESTCHESTER","18D4410","BPE, TSP, 9480","1932- BRIDGE AT CLEVELAND STREET- VALHALLA",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D4410"
"10","0799.03","NASSAU","D250901",,"RT. 27; PAVEMENT PARKINGS",,"1984-03-30T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=D250901"
"8",,"WESTCHESTER","19F133","BPE, BMP, 9297","1933- TOPOGRAPY, INTERSECTION AT ROA HOOK ROAD- CORTLANDT",,,"1","US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=19F133"
"1","1T09.16/1T09.07","Albany & Schenectady","2010-01-20921","0176,0385, C63-06","Route 5, Central Ave Bus rapid Transit Queue Jump Lanes & Stations",,,"44","912Q, 914E, NY5","C-Schenectady, T-Colonie, T-Lake George, V-Colonie, V-Lake George","https://rpol.dot.ny.gov/?id=2010-01-20921"
"8",,"WESTCHESTER","202","BPE, TSP, 9480","1928-PAVING FROM COMMERCE STREET TO BROADWAY - MOUNT PLEASANT",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=202"
"8",,"WESTCHESTER","218","BPE, TSP, 9480","1930- GRADING AND DRAINAGE FROM SAW MILL RIVER ROAD TO MUD HILL ROAD- MOUNT PLEASANT",,,"8","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=218"
"8",,"WESTCHESTER","219","BPE, TSP, 9480","1929- PAVING AND IMPROVEMENT FROM KENSICO PLAZA TO COLUMBUS AVENUE- VALHALLA",,,"4","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=219"
"8",,"WESTCHESTER","231","CCP, 9487",,,,"16","907K","C-Mount Vernon, C-Yonkers, T-Eastchester","https://rpol.dot.ny.gov/?id=231"
"8",,"WESTCHESTER","239","SMRP, 9484","1929- TUCKAHOE ROAD TO TOMPKINS AVENUE- YONKERS",,,"3","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=239"
"8",,"WESTCHESTER","243","SMRP, 9485","1929- ASHFORD AVENUE TO 1500' NORTH OF WOODLANDS LAKE- GREENBURGH",,,"3","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=243"
"2","2700.30","ONEIDA","A72-2-2",,"Emergency Repairs.",,"1973-01-03T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-2-2"
"8",,"WESTCHESTER","244","SMRP, 9485","1929- 1500' NORTH OF WOODLANDS LAKE TO TARRYTOWN ROAD- GREENBURGH",,,"3","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=244"
"8",,"WESTCHESTER","26","BPE, BMP, 1850, 9297, 9500","1927- GRADING AND IMPROVMENTS FROM ANNSVILLE CREEK (PEEKSHILL CREEK) VIADUCT TO ALBANY POST ROAD- CORTLANDT",,,"2","987H, US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=26"
"8",,"WESTCHESTER","260","BPE, BMP, 0331, 9500","1930-GRADING AND DRAINAGE FROM 4800' SOUTHEAST OF MAIN STREET TO CROMPOND ROAD - CORTLAND",,,"3","987H, NY35, US202","C-Peekskill, T-Cortlandt, T-Yorktown","https://rpol.dot.ny.gov/?id=260"
"8",,"WESTCHESTER","261","BPE, BMP, 9500","1929- GRADING AND DRAINAGE FROM HIGHLAND AVENUE TO MAIN STREET- CORTLANDT",,,"4","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=261"
"8",,"WESTCHESTER","262","BPE, TSP, 9480","1930-BRIDGE AT PLEASANTVILLE ROAD - MOUNT PLEASANT",,,"1","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=262"
"8",,"WESTCHESTER","266","BPE, TSP, 9480","1929- BRIDGE AT CROTON LAKE - YORKTOWN",,,"20","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=266"
"8",,"WESTCHESTER","268A","BPE, BMP, 9500","1930- OVERCROSSING AT HIGHLAND AVENUE - CORTLANDT",,,"10","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=268A"
"8",,"WESTCHESTER","268B","BPE, BMP, 9500","1930- OVERCROSSING MASONRY AT HIGHLAND AVENUE- CORTLANDT",,,"2","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=268B"
"8",,"WESTCHESTER","298","SMRP, 9485","1930  ASHFORD AVENUE TO TARRYTOWN ROAD- GREENBURGH",,,"5","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=298"
"8",,"WESTCHESTER","300","SMRP, 9486","1930- SAW MILL RIVER ROAD TO KING STREET- NEW CASTLE",,,"8","987D","T-Bedford, T-Mount Pleasant, T-New Castle, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=300"
"8",,"WESTCHESTER","310A","BPE, BMP, 9500","1930- OVERCROSSING AT MAIN STREET- CORTLANDT",,,"5","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=310A"
"8",,"WESTCHESTER","310B","BPE, BMP, 9500","1930- OVERCROSSING MASONRY AT MAIN STREET - CORTLANDT",,,"1","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=310B"
"8",,"WESTCHESTER","311","BPE, TSP, 9480","1930- FINE GRADING AND PAVING FROM BUCKOUT'S CORNERS TO SAW MILL RIVER ROAD- MOUNT PLEASANT",,,"5","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=311"
"8",,"WESTCHESTER","313","BPE, SMRP, TSP, 9480, 9485, 9486","1930- OVERCROSSING AT BROADWAY, HAWTHORNE CIRCLE, SMRP-MOUNT PLEASANT",,,"9","987D, 987G, 987H, 987J","T-Bedford, T-Greenburgh, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=313"
"8",,"WESTCHESTER","319","SMRP, 9485, 9486","1930 - BRIDGES CC- MOUNT PLEASANT",,,"5","987D, 987J","T-Bedford, T-Greenburgh, T-Mount Pleasant, T-New Castle, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=319"
"8",,"WESTCHESTER","327","BPE, BMP, 0331, 9500","1931- FINE GRADING AND PAVING- FROM HIGHLAND AVENUE TO CROMPOND ROAD-CORTLANDT",,,"4","987H, NY35, US202","C-Peekskill, T-Cortlandt, T-Yorktown","https://rpol.dot.ny.gov/?id=327"
"8",,"WESTCHESTER","330","BPE,TSP, 9480","1932- TSP Connector from Crompond Road to Putnam County line- YORKTOWN",,,"7","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=330"
"8",,"WESTCHESTER","340","BPE, TSP, 9480","1931-TSP CONNECTOR , LOOP BRIDGE AND RIVER BRIDGE , T1, T2-YORKTOWN",,,"4","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=340"
"8",,"WESTCHESTER","341","BPE, TSP, 9480","1931-UNDERCROSSING OF ESP CONNECTOR AT CROMPOND ROAD-YORKTOWN",,,"8","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=341"
"8",,"WESTCHESTER","342","BPE, TSP, 9480","1930-OVERCROSSING AT CROMPOND ROAD-YORKTOWN",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=342"
"8",,"WESTCHESTER","349","BPE, TSP, 9480","1931- FINE GRADING AND PAVING OF OVERCROSSING TO CROMPOND ROAD NEAR STONEY ST -YORKTOWN",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=349"
"8",,"WESTCHESTER","350","BPE, SMRP, TSP, 9480, 9486","1931- BRONX PARKWAY EXTENSION TO MANVILLE ROAD - MOUNT PLEASANT",,,"4","987D, 987G, 987H","T-Bedford, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=350"
"8",,"WESTCHESTER","358","BPE, TSP, 9480","1932- FINE GRADING AND PAVING NEAR CROMPOND ROAD TO PUTNAM COUNTY LINE-YORKTOWN",,,"5","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=358"
"8",,"WESTCHESTER","361","SMRP, 9485","1931- TARRYTOWN - WHITEPLAINS ROAD TO TARRYTOWN ROAD- GREENBURGH",,,"4","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=361"
"8",,"WESTCHESTER","365","SMRP, 9485","1931- WOODLANDS LAKE PARK ACESSS- GREENBURGH",,,"1","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=365"
"8",,"WESTCHESTER","367","BPE, TSP, 9480","1931-COMFORT/ FUEL STATION # 4 AT CROMPOND ROAD-YORKTOWN",,,"0","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=367"
"8",,"WESTCHESTER","367","BPE, TSP, 9480","1931-COMFORT/ FUEL STATION #4 AT CROMPOND ROAD- YORKTOWN",,,"3","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=367"
"10",,"SUFFOLK","36708C-E","LIE 61-5, 9521","RESIDENT ENGINEER'S SUB-RESIDENCY BUILDING #1, SALT SHED, RADIO TOWER,  CONSTRUCTION, HEATING, PLUMBING, ELECTRICAL CONTRACTS BY OGS",,"1989-01-26T00:00:00.000","36","I495, I678, I87, NY442","C-Queens, T-Au Sable, T-Islip, T-Peru, T-Plattsburgh","https://rpol.dot.ny.gov/?id=36708C-E"
"8",,"WESTCHESTER","372","BPE, BMP, TSP, 0331, 9297, 9480, 9500","1931- LIGHTING FROM BEAR MOUNTAIN BRIDGE ROAD TO CROTON LAKE- CORTLANDT, YORKTOWN",,,"3","987G, 987H, NY35, US202, US6, US9","C-Peekskill, T-Cortlandt, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=372"
"8",,"WESTCHESTER","374","BPE, BMP, 9500","1931- COMFORT STATION 5 AND 6 ADJACENT TO HIGHLAND AVENUE- CORTLANDT",,,"5","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=374"
"8",,"WESTCHESTER","388","SMRP, 9484","1931- MIDLAND AVENUE TO SMRP- YONKERS",,,"1","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=388"
"8",,"WESTCHESTER","389","BPE, TSP, 9480","1932- GRADING, DRAINAGE AND PAVING OF COMFORT/ FUEL STATION",,,"2","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=389"
"6","6700.29","ALLEGANY, STEUBEN","A72-6-3",,"Emergency Repairs.",,"1972-09-27T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-3"
"4","4104.22","MONROE","4104.22","FTP 73-11, C51-07","A.C. RECON. & PEDESTRIAN BRIDGE REPLACEMENT, RT. 104, WEST RIDGE RD. FROM HANFORD LANDING RD. TO VETERANS MEMORIAL BRIDGE, City of Rochester Let","1095580","2004-06-23T00:00:00.000","0","983C, 991H, I88, NY104","C-Rochester, C-Yonkers, T-Sidney, V-Unadilla","https://rpol.dot.ny.gov/?id=4104.22"
"4","4153.04","MONROE","4153.04","1337","A.C. RECON. OF PANORAMA TRAIL, LET BY TOWN OF PENFIELD;",,"2004-03-17T00:00:00.000","59","NY153","T-Penfield, T-Pittsford, V-East Rochester","https://rpol.dot.ny.gov/?id=4153.04"
"8",,"WESTCHESTER","42","SMRP, 9484","1925- RETAINING WALLS AT NEPPERHAN HEIGHTS - YONKERS",,,"2","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=42"
"4","4245.06","ONTARIO","4245.06","0203","A.C. RECON., C.R. 29, GORHAM;",,"2003-05-01T00:00:00.000","3","NY245","T-Gorham","https://rpol.dot.ny.gov/?id=4245.06"
"8",,"WESTCHESTER","46","SMRP, 9484","1925- YONKERS AVE TO PUTNAM RR, YONKERS AVE ALONG RUMSEY RD TO SPRUCE ST- YONKERS",,,"2","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=46"
"4","4751.05","MONROE","4751.05","LOSP 61-1P, LOSP 58-4, C58-25, 9554","BRIDGE REPLACEMENTS & A.C. RECON., STUTSON ST. (C.R. 255) OVER GENESEE RIVER & LATTA RD. OVER RT. 947A    (MONROE COUNTY CONTRACT);","1095610,3317120","2000-08-08T00:00:00.000","804","947A, 987E, I278, I290, I295, I678, I87, NY135, NY204, NY21, NY26, NY27, NY365, NY49, NY69","C-Bronx, C-Brooklyn, C-Hornell, C-Queens, C-Rome - outer district, T-Amherst, T-Brookhaven, T-Champlain, T-Gates, T-Greece, T-Haverstraw, T-Oyster Bay, T-Ramapo, T-Tuxedo, V-Champlain, V-Sloatsburg","https://rpol.dot.ny.gov/?id=4751.05"
"4","4940.61","MONROE","4940.61","1920","A.C. RECON. & WIDENING, LYNDON RD., C.R. 44, RT. 31F      (MONROE COUNTY CONTRACT);","4361610,4443010,3317250","2000-10-30T00:00:00.000","314","NY31F","T-Macedon, T-Perinton","https://rpol.dot.ny.gov/?id=4940.61"
"5","5755.65","CHAUTAUQUA","5755.65","5067","BRIDGE REPLACEMENT OF SOUTH WORK STREET OVER RAILROAD & A.C. RECON. ON RT. 394     ( LET BY CHAUTAUQUA COUNTY)","3326070","2004-03-26T00:00:00.000","108","NY394","V-Falconer","https://rpol.dot.ny.gov/?id=5755.65"
"8",,"WESTCHESTER","601","SMRP, 9484","1950- CURVE ELIMINATION SOUTH OF PALMER ROAD- YONKERS",,,"6","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=601"
"8",,"WESTCHESTER","62514","SMRP, 9484","1924- BRIDGE OVER SAW MILL RIVER ROAD- YONKERS",,,"14","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=62514"
"8",,,"65","BPE, TSP, 9480","1926-GRADING AND IMPROVMENTS FROM COLUMBUS AV TO 1800' NORTH OF COMMERCE ST - VALHALLA",,,"0","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=65"
"8","8700.14","WESTCHESTER","A72-8-6",,"Emergency Repairs.",,"1972-10-20T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-8-6"
"8",,"Westchester","65","BPE, TSP, 9480","1926-GRADING AND IMPROVEMENTS from Columbus Ave to 1800' North of Commerce St- VALHALLA",,,"3","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=65"
"8",,"WESTCHESTER","662","SMRP, 9484","1952- LIGHTING 0.5 MILE SOUTH OF PALMER ROAD- YONKERS",,,"1","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=662"
"6","6754.05","YATES","6754.05","1352, 8054, 1772","SIDEWALK CONSTRUCTION ON RT. 245 AND 364, TOWN OF MIDDLESEX",,"2009-06-07T00:00:00.000","0","NY245, NY247, NY364","T-Italy, T-Middlesex, T-Naples, T-Potter, V-Naples, V-Rushville","https://rpol.dot.ny.gov/?id=6754.05"
"8",,"WESTCHESTER","722","SMRP, 9484","1953- LIGHTING NEW YORK CITY LINE TO CROSS COUNTY PARKWAY- YONKERS",,,"1","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=722"
"8",,"WESTCHESTER","755","SMRP, 9484","1953- LIGHTING PALMER AVENUE TO WOODLANDS- GREENBURGH",,,"1","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=755"
"1","1940.37","SARATOGA","75-VF-1",,"VISCHER FERRY GENERATOR FACITITIES REHAB.;",,"1975-08-20T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=75-VF-1"
"8",,"WESTCHESTER","798","SMRP, 9484","1954- LIGHTING PALMER AVENUE TO WOODLANDS- GREENBURGH",,,"1","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=798"
"8",,"WESTCHESTER","820","SMRP, 9485","1955 WIDENEING OF BRIDGE OVER SAW MILL RIVER ROAD - GREENBURGH",,,"13","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=820"
"8","8756.42","WESTCHESTER","8756.42","9485, SMRP","SOUTH COUNTY TRAIL, PHASE 3, WAREHOUSE LANE TO EASTVIEW    (WESTCHESTER COUNTY LET);",,"2000-04-22T00:00:00.000","17","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=8756.42"
"4","4700.37","LIVINGSTON","A72-4-4","1732","EMERGENCY FLOOD REPAIRS,;RT. 258;",,"1972-10-14T00:00:00.000","7",,,"https://rpol.dot.ny.gov/?id=A72-4-4"
"4","4700.27","ONTARIO","A72-4-5",,"Emergency Repairs.",,"1972-10-11T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-4-5"
"6","6700.11","ALLEGANY","A72-6-1",,"Emergency Repairs.",,"1972-09-22T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-1"
"6","6700.17","STEUBEN","A72-6-10",,"Emergency Repairs.",,"1972-09-27T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-10"
"6","6700.24","STEUBEN","A72-6-11",,"Emergency Repairs.",,"1972-09-22T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-11"
"6","6700.26","STEUBEN","A72-6-12",,"Emergency Repairs.",,"1972-10-18T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-12"
"6","6700.33","CHEMUNG","A72-6-13",,"Emergency Repairs.",,"1972-10-20T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-13"
"6","6702.52","STEUBEN","A72-6-14",,"Emergency Repairs.",,"1972-11-10T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-14"
"6","6700.02","ALLEGANY","A72-6-2",,"Emergency Repairs.",,"1972-09-27T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-2"
"6","6700.08","ALLEGANY","A72-6-4",,"Emergency Repairs.",,"1972-09-27T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-4"
"6","6702.40","CHEMUNG","A72-6-5",,"Emergency Repairs.",,"1972-11-10T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-5"
"6","6700.15","CHEMUNG","A72-6-6",,"Emergency Repairs.",,"1972-09-27T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-6"
"6","6700.25","STEUBEN","A72-6-7",,"Emergency Repairs.",,"1972-10-11T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-7"
"6","6700.35","CHEMUNG, SCHUYLER","A72-6-8",,"Emergency Repairs.",,"1972-09-20T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-8"
"6","6700.31","STEUBEN","A72-6-9",,"Emergency Repairs.",,"1972-09-20T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=A72-6-9"
