"reg","county","name","feature","descriptn","primtveset","tentsite_s","leanto","picnctbl_s","privy","trail_s","equestr","scenicovlk","interpmtrl","wlviewplat","huntgblind","fshpieretc","boatlaunch","loadngdock","handlaunch","beach","flshtoilet","shower","url","data_type","land_unit","facility","status","setlmt","inspected","inspectdby","dateinspc","passinspc","accessible","notes","directions","kmlnotes","point_x","point_y","location"
"9","CHAUTAUQUA","Sunset Bay Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","http://www.dec.ny.gov/outdoor/23907.html#Access","Destination Point",,,"Existing","N","N","Tom Szymanski",,"N","Y",,,,"-79.1345157625","42.567239293","(42.567239293, -79.1345157625)"
"7","CHENANGO","Civilian Conservation Corps Hist Site McDonough SF","PICNIC SITE",,"Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/8165.html#access","Destination Point","CHENANGO 1","MCDONOUGH STATE FOREST","Existing","N","Y","Dylan Walrath","2007-08-01T00:00:00.000","Y","Y",,,,"-75.725243575","42.5036309222","(42.5036309222, -75.725243575)"
"7","CHENANGO","Genegantslet Creek","FISHING","no designated parking - small strip of grass to cross between parking and pier","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","http://www.dec.ny.gov/lands/8210.html#access","Destination Point","CHENANGO 26","GENEGANTSLET STATE FOREST","Existing","N","Y","Dylan Walrath","2007-08-01T00:00:00.000","N","Y",,,"Note: No designated parking and small strip of grass to cross between parking and pier.","-75.7716363276","42.4411014627","(42.4411014627, -75.7716363276)"
"7","CHENANGO","Kopac Pond Trail at McDonough State Forest","HIKING TRAIL",,"Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/8165.html#access","Destination Point","CHENANGO 1","MCDONOUGH STATE FOREST","Existing/Compl","N","Y","Dylan Walrath","2007-08-01T00:00:00.000","Y","Y",,"entrance on Bliven Sherman Road","Directions: Entrance on Bliven Sherman Road.","-75.6989271614","42.5140150376","(42.5140150376, -75.6989271614)"
"7","CHENANGO","Rogers Environmental Education Center","INTERPRETIVE SITE",,"N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","Y","N","http://www.dec.ny.gov/education/1831.html#access","Destination Point",,"ROGERS ENVIRONMENTAL EDUCATION CENTER","Existing/Compl","N","Y","Dylan Walrath","2007-08-01T00:00:00.000","Y","Y",,,,"-75.5163160057","42.6829394401","(42.6829394401, -75.5163160057)"
"5","CLINTON","Ausable Point Campground","CAMPGROUND",,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","http://www.dec.ny.gov/outdoor/24452.html#Accessible_Features","Destination Point","AFP","AUSABLE POINT CAMPGROUND","Existing","N","N","Doug Fitzgerald",,"N","Y",,,,"-73.4408724869","44.579613124","(44.579613124, -73.4408724869)"
"5","CLINTON","Peru Dock Boat Launch Site","BOATING","Steep lakeshore: parking uphill from launch - driveway slope not accessible - passenger dropoff @ dock","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23904.html#Accessibility","Destination Point","AFP","PERU DOCK BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,"Note: Steep lakeshore - parking uphill from launch - driveway slope not accessible - passenger dropoff at dock.","-73.4447390628","44.6189335226","(44.6189335226, -73.4447390628)"
"5","CLINTON","Upper Chateaugay Lake Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23904.html#Accessibility","Destination Point","AFP","UPPER CHATEAUGAY LAKE BOAT LAUNCH","Complete","Y","Y","IndependtLivingCentr",,"Y","Y",,,,"-73.9795925823","44.773681187","(44.773681187, -73.9795925823)"
"4","COLUMBIA","Germantown Boat Launch Site","BOATING",,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23902.html#access","Destination Point",,"HUDSON RIVER FISHING ACCESS AT GERMANTOWN","Existing","N","Y","Dylan Walrath","2008-06-15T00:00:00.000","Y","Y",,,,"-73.8861699758","42.1582135466","(42.1582135466, -73.8861699758)"
"7","CORTLAND","Casterline Pond","FISHING","no designated parking","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/60005.html#Access","Destination Point",,"CASTERLINE POND WATER ACCESS","Existing","N","Y","Dylan Walrath","2007-08-01T00:00:00.000","N","Y",,"off Route 11 - north of Homer","Note: No designated parking.  Directions: Off Route 11.","-76.1740129177","42.6530172409","(42.6530172409, -76.1740129177)"
"4","DELAWARE","Big Pond Campsite","PRIMITIVE CAMPSITE",,"Y","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/50658.html#Accessible_Features","Destination Point","CFP","MIDDLE MOUNTAIN WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.7276553673","42.0437677174","(42.0437677174, -74.7276553673)"
"4","DELAWARE","Little Pond Campground","CAMPGROUND",,"N","Y","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","?","N","http://www.dec.ny.gov/outdoor/24478.html#access","Destination Point",,"LITTLE POND CAMPGROUND","Complete","Y","Y","Carole - Dylan",,"Y","Y",,"at end of Barnhart Rd.","Directions: At end of Barnhart Rd.","-74.7438003035","42.0376709172","(42.0376709172, -74.7438003035)"
"4","DELAWARE","Russell Brook Campsite and Trout Pond Leanto","PRIMITIVE CAMPSITE","Trout Pond Leantos (access via MAPPWD Route)","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/50658.html#Russell","Destination Point","CFP","DELAWARE MOUNTAIN WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,,"Description: Trout Pond Leantos (access via MAPPWD Route).","-74.9456498224","42.0120594344","(42.0120594344, -74.9456498224)"
"4","DELAWARE","Russell Brook Campsite and Trout Pond Leanto","PRIMITIVE CAMPSITE","Russell Brook Campsite","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/50658.html#Russell","Destination Point","CFP","DELAWARE WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,,"Description: Russell Brook Campsite.","-74.9417838096","41.9942854241","(41.9942854241, -74.9417838096)"
"3","DUTCHESS","Stony Kill Farm Environmental Education Center","INTERPRETIVE SITE",,"N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N","N","Y","N","http://www.dec.ny.gov/education/1833.html#Accessibility","Destination Point",,"STONY KILL FARM ENVIRONMENTAL EDUCATION CENTER","Existing/Compl","N","Y","Carole Fraser",,"Y","Y",,,,"-73.9516692348","41.5429725187","(41.5429725187, -73.9516692348)"
"9","ERIE","Reinstein Woods Nature Preserve and Ed Center","INTERPRETIVE SITE",,"N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","N","N","Y","N","http://www.dec.ny.gov/education/1837.html#access","Destination Point","ERIE 13","REINSTEIN WOODS NATURE PRESERVE UNIQUE AREA","Existing","N","N","R9 Access Coord",,"N","Y",,,,"-78.7180270173","42.8912859414","(42.8912859414, -78.7180270173)"
"9","ERIE","Spicer Creek WMA Hunting Blind","NATURE OBSERVATION","Waterfowl hunters' reservations by lottery; call Beaver Island State Park at 716-773-3271","N","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/34038.html#erie","Destination Point",,"SPICER CREEK WMA","Complete","N","Y","Matt Perkins","2009-09-01T00:00:00.000","Y","Y",,,"Note: For waterfowl hunters' reservations by lottery call Beaver Island State Park at 716-773-3271.","-78.8972312768","43.026448332","(43.026448332, -78.8972312768)"
"9","ERIE","Tillman Road Wildlife Management Area Trail","NATURE OBSERVATION",,"Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/63375.html#Accessible_Features","Destination Point","ERIE 90","TILLMAN ROAD WMA","Existing","N","N","R9 Access Coord",,"N","Y",,,,"-78.6088801438","42.9656671236","(42.9656671236, -78.6088801438)"
"5","ESSEX","Camp Santanoni Historic Area","HISTORIC SITE","Great Camp: No motorized access. Horse and wagon access available","Y","N","N","Y","Y","N","Y","N","Y","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/53095.html#Accessible_Features","Destination Point","AFP","CAMP SANTANONI HISTORIC AREA","Complete","Y","Y","Carole Fraser",,"Y","Y",,,"Description: No motorized access. Horse and wagon access available.","-74.1308837919","44.0123456552","(44.0123456552, -74.1308837919)"
"5","ESSEX","Lake Placid Boat Launch Site","BOATING","co-located with Mirror Lake hand launch (50 yard carry)","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32463.html#access","Destination Point",,"LAKE PLACID BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,"Note: Co-located with Mirror Lake hand launch (50 yard carry).","-73.9786264233","44.2977715109","(44.2977715109, -73.9786264233)"
"5","ESSEX","Mossy Point Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32473.html#access","Destination Point",,"MOSSY POINT STATE BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.4272916822","43.8220762433","(43.8220762433, -73.4272916822)"
"5","ESSEX","Port Douglas Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23897.html#access","Destination Point",,"CORLEAR BAY BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.4172847687","44.4844672057","(44.4844672057, -73.4172847687)"
"5","ESSEX","Port Henry Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23897.html#access","Destination Point",,"PORT HENRY BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.4529909117","44.0521558615","(44.0521558615, -73.4529909117)"
"5","ESSEX","Ticonderoga Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23897.html#access","Destination Point",,"LAKE CHAMPLAIN BOAT LAUNCH AT TICONDEROGA","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.3858623742","43.8536980944","(43.8536980944, -73.3858623742)"
"5","ESSEX","Westport Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/23897.html#access","Destination Point",,"NORTHWEST BAY STATE BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.434609262","44.1889001209","(44.1889001209, -73.434609262)"
"5","ESSEX","Wickham Marsh Wildlife Management Area Trail","NATURE OBSERVATION","Universal access trail with parking - kiosks - and observation platform","Y","N","N","N","N","Y","N","Y","Y","Y","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/24423.html#Accessibility","Destination Point",,"WICKHAM MARSH WMA","Existing/Compl","N","Y","Doug Fitzgerald","2007-11-07T00:00:00.000","Y","Y",,,"Description: Universal access trail with parking - kiosks - and observation platform.","-73.4351818699","44.5206345375","(44.5206345375, -73.4351818699)"
"5","ESSEX","Willsboro Bay Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","?","N","N","N","N","http://www.dec.ny.gov/outdoor/23897.html#access","Destination Point","AFP","TAYLOR POND WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-73.3902134951","44.4007865567","(44.4007865567, -73.3902134951)"
"5","FRANKLIN","Black Pond Hand Launch","CANOEING",,"Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","http://www.dec.ny.gov/outdoor/23896.html#Accessible_Features","Destination Point","AFP","SAINT REGIS CANOE AREA","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,"along Keeses Mill Rd.","Directions: Along Keeses Mill Rd.","-74.2984142736","44.4320667047","(44.4320667047, -74.2984142736)"
"5","FRANKLIN","Buck Pond Campground","CAMPGROUND",,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","http://www.dec.ny.gov/outdoor/24457.html#access","Destination Point","AFP","BUCK POND CAMPGROUND","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,,"-74.1180548391","44.5051302281","(44.5051302281, -74.1180548391)"
"5","FRANKLIN","East Pine Pond Hand Launch","CANOEING","Hand launch - subject to seasonal water level changes","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES WILD FOREST","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,"Note: Hand launch - subject to seasonal water level changes.","-74.4121425729","44.3396440863","(44.3396440863, -74.4121425729)"
"5","FRANKLIN","Fish Creek Pond Campground","CAMPGROUND",,"N","Y","N","Y","N","?","N","N","N","N","N","Y","N","N","N","N","Y","Y","http://www.dec.ny.gov/outdoor/24466.html#access","Destination Point","AFP","FISH CREEK POND CAMPGROUND","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.3590701988","44.3032198752","(44.3032198752, -74.3590701988)"
"5","FRANKLIN","Fishhole Ponds Dock","FISHING","Access to dock for fishing. May be used for launching canoes.","Y","N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","N","N","N","N","http://www.dec.ny.gov/lands/71173.html#access","Destination Point","ConservationEasement","Sable Highlands Easement - PUA","Completed","N","Y","Dylan Walrath","2011-07-08T00:00:00.000","Y","Y","Should not be advertised as a hand launch. Does not provide adequate watercraft stabilization.",,"Description: Access to dock for fishing. May be used for launching canoes.","-74.1049901754","44.5892047866","(44.5892047866, -74.1049901754)"
"5","FRANKLIN","Follensby Clear Pond Waterway Access Site","CANOEING",,"N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES WILD FOREST","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,,"-74.3470490851","44.3104114928","(44.3104114928, -74.3470490851)"
"5","FRANKLIN","Grass Pond Hand Launch","CANOEING",,"Y","N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","N","N","http://www.dec.ny.gov/lands/71173.html#access","Destination Point","ConservationEasement","Sable Highlands Easement - PUA","Completed","N","Y","Dylan Walrath","2011-07-08T00:00:00.000","Y","Y","Gaps need fixed - edge protection installed on boardwalk slopes & fill added for craft stabilization",,,"-74.1157383984","44.5794252949","(44.5794252949, -74.1157383984)"
"5","FRANKLIN","Lake Colby Hand Launch","CANOEING","Hand launch - subject to seasonal water level changes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES WILD FOREST","Complete","Y","Y","Dylan Walrath","2007-05-25T00:00:00.000","Y","Y",,,"Note: Hand launch - subject to seasonal water level changes.","-74.1448964346","44.348889338","(44.348889338, -74.1448964346)"
"5","FRANKLIN","Lake Flower Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","LAKE FLOWER BOAT LAUNCH","Existing","N","Y","Dylan Walrath","2011-07-08T00:00:00.000","Y","Y",,,,"-74.125996899","44.3232777015","(44.3232777015, -74.125996899)"
"5","FRANKLIN","Lower Saranac Lake - Second Pond Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","HIGH PEAKS WILDERNESS","Complete","Y","Y","Dylan Walrath","2007-06-05T00:00:00.000","Y","Y",,,,"-74.1853620833","44.2876890574","(44.2876890574, -74.1853620833)"
"5","FRANKLIN","Raquette River Boat Launch Site","BOATING","Trailered boat launch and hand launch","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32527.html#access","Destination Point","AFP","SARANAC LAKES WILD FOREST","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,"Description: Trailered boat launch and hand launch.","-74.3883931586","44.2394979176","(44.2394979176, -74.3883931586)"
"5","FRANKLIN","Rollins Pond Campground","CAMPGROUND",,"N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","http://www.dec.ny.gov/outdoor/24494.html#Accessible_Features","Destination Point","AFP","ROLLINS POND CAMPGROUND","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.3985595929","44.3014922825","(44.3014922825, -74.3985595929)"
"5","FRANKLIN","Saranac Lake Islands Campground","PRIMITIVE CAMPSITE","Lower Saranac Site #24 - shoreline site served by Second Pond Boat Launch","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/24496.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES ISLAND CAMPGROUND","Complete","Y","Y","Carole - Dylan - Doug",,"Y","Y",,"refer to Reserve America","Description: Lower Saranac Site #24 - shoreline site served by Second Pond Boat Launch.","-74.2009655219","44.3054974033","(44.3054974033, -74.2009655219)"
"5","FRANKLIN","Saranac Lake Islands Campground","PRIMITIVE CAMPSITE","Lower Saranac Site #8 - island site served by Second Pond Boat Launch","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/24496.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES ISLAND CAMPGROUND","Complete","Y","Y","Carole - Dylan - Doug",,"Y","Y",,"refer to Reserve America","Description: Lower Saranac Site #8 - island site served by Second Pond Boat Launch.","-74.1791036645","44.3061953183","(44.3061953183, -74.1791036645)"
"5","FRANKLIN","Tupper Lake Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32527.html#access","Destination Point","AFP","TUPPER LAKE BOAT LAUNCH","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.4837991744","44.195717406","(44.195717406, -74.4837991744)"
"5","FRANKLIN","Upper Saranac Lake - Indian Carry Hand Launch","CANOEING",,"Y","N","N","N","N","N","N","N","Y","N","N","Y","N","Y","Y","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point","AFP","SARANAC LAKES WILD FOREST","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,,"-74.314029736","44.2389523006","(44.2389523006, -74.314029736)"
"5","FRANKLIN","Upper Saranac Lake - Saranac Inn Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32524.html#Accessible_Features","Destination Point",,"SARANAC LAKE BOAT LAUNCH","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,,"-74.3205975395","44.3445594367","(44.3445594367, -74.3205975395)"
"5","FRANKLIN","Whey Pond Hand Launch","CANOEING",,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","http://www.dec.ny.gov/outdoor/23896.html#Accessible_Features","Destination Point","AFP","ROLLINS POND CAMPGROUND","Complete","Y","Y","Doug Fitzgerald",,"Y","Y",,,,"-74.4000387114","44.3042163982","(44.3042163982, -74.4000387114)"
"5","FULTON","Northampton Beach Campground","CAMPGROUND",,"N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","http://www.dec.ny.gov/outdoor/24486.html#access","Destination Point","AFP","NORTHAMPTON BEACH CAMPGROUND","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.1754941109","43.1893690279","(43.1893690279, -74.1754941109)"
"5","FULTON","Northville Boat Launch Site","BOATING",,"N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","http://www.dec.ny.gov/outdoor/32533.html#access","Destination Point",,"SACANDAGA RIVER STATE BOAT LAUNCH","Complete","Y","Y","Dylan - Doug","2007-05-01T00:00:00.000","Y","Y","non-profit organization is planning to pay for installation of universal fishing pier - Summer 2011",,,"-74.1869753555","43.2289652115","(43.2289652115, -74.1869753555)"
"4","GREENE","Colgate Lake","FISHING",,"N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/50670.html#Accessible_Features","Destination Point","CFP","BLACKHEAD RANGE WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.1208828038","42.2378602147","(42.2378602147, -74.1208828038)"
"4","GREENE","Hunter Mountain Horse Trail at Rusk Mountain WF","EQUESTRIAN",,"Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/lands/73999.html#Accessible_Features","Destination Point","CFP","HUNTER MOUNTAIN WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,"at Spruceton Trail parking lot","Directions: At Spruceton Trail parking lot.","-74.2718221132","42.1846021948","(42.1846021948, -74.2718221132)"
"4","GREENE","Kaaterskill Wild Forest Horse Trails","EQUESTRIAN",,"N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","http://www.dec.ny.gov/outdoor/50755.html#Accessible_Features","Destination Point","CFP","KAATERSKILL WILD FOREST","Complete","Y","Y","Carole Fraser",,"Y","Y",,"at end of Scutt Rd. along Escarpment Trail","Directions: At end of Scutt Rd. along Escarpment Trail.","-74.0589324719","42.1946655812","(42.1946655812, -74.0589324719)"
"4","GREENE","North-South Lake Campground","CAMPGROUND",,"N","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","N","?","N","Y","Y","http://www.dec.ny.gov/outdoor/24487.html#access","Destination Point","CFP","NORTH/SOUTH LAKE CAMPGROUND","Complete","Y","Y","Carole Fraser",,"Y","Y",,,,"-74.0553226847","42.2013075984","(42.2013075984, -74.0553226847)"
