"tax_year","credit_type","place_of_residence","county","size_of_earned_income","notes","number_of_claims_zero_qualifying_children","credit_amount_claimed_zero_qualifying_children_000","average_credit_zero_qualifying_children","number_of_claims_one_qualifying_child","credit_amount_claimed_one_qualifying_child_000","average_credit_one_qualifying_child","number_of_claims_more_than_one_qualifying_child","credit_amount_claimed_more_than_one_qualifying_child_000","average_credit_more_than_one_qualifying_child","number_of_claims_two_qualifying_children","credit_amount_claimed_two_qualifying_children_000","average_credit_two_qualifying_children","number_of_claims_more_than_two_qualifying_children","credit_amount_claimed_more_than_two_qualifying_children_000","average_credit_more_than_two_qualifying_children","number_of_claims_total","credit_amount_claimed_total_000","average_credit_total","place_of_residence_sort_order","earned_income_sort_order"
"2020","NYC EITC","New York City - Bronx","Bronx","$44,001 - $48,000",,"0","0","0","227","3.21","14",,,,"1439","39.739","28","622","42.098","68","2288","85.047","37","1","12"
"2020","NYC EITC","New York City - Kings","Kings","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"471","15.915","34","728","34.779","48","1199","50.694","42","2","13"
"2020","NYC EITC","New York City - Kings","Kings","$36,001 - $40,000",,"0","0","0","5086","180.194","35",,,,"2762","292.843","106","1639","241.121","147","9487","714.158","75","2","10"
"2020","NYC EITC","New York City - Kings","Kings","$20,001 - $24,000",,"645","2.249","3","7986","1052.706","132",,,,"6061","1344.124","222","3745","954.372","255","18437","3353.451","182","2","6"
"2020","NYC EITC","New York City - Kings","Kings","$44,001 - $48,000",,"0","0","0","395","5.689","14",,,,"1740","60.652","35","978","78.854","81","3113","145.195","47","2","12"
"2020","NYC EITC","New York City - Kings","Kings","$16,001 - $20,000",,"1701","22.859","13","9118","1282.939","141",,,,"6856","1626.923","237","3911","1024.911","262","21586","3957.632","183","2","5"
"2020","NYC EITC","New York City - Kings","Kings","$40,001 - $44,000",,"0","0","0","2193","37.557","17",,,,"2415","165.976","69","1252","142.883","114","5860","346.416","59","2","11"
"2020","NYC EITC","New York City - Kings","Kings","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","58","0.266","5","58","0.266","5","2","15"
"2020","NYC EITC","New York City - Kings","Kings","$12,001 - $16,000",,"12175","123.98","10","10563","1524.308","144",,,,"6526","1471.049","225","3791","971.895","256","33055","4091.232","124","2","4"
"2020","NYC EITC","New York City - Kings","Kings","$0 - $4,000",,"14448","115.343","8","3744","141.957","38",,,,"1322","59.038","45","488","24.556","50","20002","340.894","17","2","1"
"2020","NYC EITC","New York City - Kings","Kings","$24,001 - $28,000",,"0","0","0","7096","812.083","114",,,,"5070","1030.008","203","3180","768.389","242","15346","2610.48","170","2","7"
"2020","NYC EITC","New York City - Kings","Kings","$28,001 - $32,000",,"0","0","0","6714","621.592","93",,,,"4489","776.539","173","2911","622.893","214","14114","2021.024","143","2","8"
"2020","NYC EITC","New York City - Kings","Kings","$4,001 - $8,000",,"17408","369.814","21","7426","708.388","95",,,,"2503","292.873","117","1128","149.389","132","28465","1520.464","53","2","2"
"2020","NYC EITC","New York City - Kings","Kings","TOTAL",,"62982","984.993","16","77652","8287.973","107",,,,"48255","8410.307","174","28133","5792.938","206","217022","23476.211","108","2","16"
"2020","NYC EITC","New York City - Kings","Kings","$32,001 - $36,000",,"0","0","0","5914","383.653","65",,,,"3652","518.797","142","2081","377.698","181","11647","1280.148","110","2","9"
"2020","NYC EITC","New York City - Kings","Kings","$8,001 - $12,000",,"16605","350.748","21","11417","1536.907","135",,,,"4268","754.683","177","1952","392.543","201","34242","3034.881","89","2","3"
"2020","NYC EITC","New York City - Kings","Kings","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"120","0.887","7","291","8.389","29","411","9.276","23","2","14"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$44,001 - $48,000",,"0","0","0","107","1.6","15",,,,"589","17.437","30","218","14.434","66","914","33.471","37","3","12"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$28,001 - $32,000",,"0","0","0","2414","212.553","88",,,,"1397","238.297","171","468","95.626","204","4279","546.476","128","3","8"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$12,001 - $16,000",,"5159","48.01","9","4335","602.177","139",,,,"2260","504.411","223","682","176.328","259","12436","1330.926","107","3","4"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$20,001 - $24,000",,"162","0.518","3","3193","409.46","128",,,,"1797","393.478","219","635","159.516","251","5787","962.972","166","3","6"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$36,001 - $40,000",,"0","0","0","1854","63.085","34",,,,"930","94.194","101","341","46.427","136","3125","203.706","65","3","10"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$16,001 - $20,000",,"461","6","13","3637","504.266","139",,,,"2121","495.584","234","706","187.861","266","6925","1193.711","172","3","5"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,"26","0.156","6",,,"28",,,"21","3","14"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$4,001 - $8,000",,"8288","175.541","21","3285","311.829","95",,,,"956","110.841","116","313","40.47","129","12842","638.681","50","3","2"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"90","3.032","34","152","5.926","39","242","8.958","37","3","13"
"2020","NYC EITC","New York City - Manhattan","Manhattan","TOTAL",,"28997","443.32","15","31218","3286.983","105",,,,"15917","2681.826","168","5389","1045.779","194","81521","7457.908","91","3","16"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$24,001 - $28,000",,"0","0","0","2727","301.557","111",,,,"1574","306.613","195","492","113.343","230","4793","721.513","151","3","7"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$0 - $4,000",,"7552","58.81","8","1688","62.573","37",,,,"589","25.799","44","183","8.881","49","10012","156.063","16","3","1"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$8,001 - $12,000",,"7375","154.441","21","5079","673.366","133",,,,"1601","279.496","175","494","100.648","204","14549","1207.951","83","3","3"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$32,001 - $36,000",,"0","0","0","2139","133.567","62",,,,"1149","158.523","138","400","69.598","174","3688","361.688","98","3","9"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$40,001 - $44,000",,"0","0","0","760","10.95","14",,,,"838","53.965","64","243","25.075","103","1841","89.99","49","3","11"
"2020","NYC EITC","New York City - Manhattan","Manhattan","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"5",,,"5","3","15"
"2020","NYC EITC","New York City - Queens","Queens","$8,001 - $12,000",,"15313","323.215","21","10259","1351.866","132",,,,"3968","674.893","170","1212","233.747","193","30752","2583.721","84","4","3"
"2020","NYC EITC","New York City - Queens","Queens","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"522","16.917","32","405","19.063","47","927","35.98","39","4","13"
"2020","NYC EITC","New York City - Queens","Queens","$12,001 - $16,000",,"10419","109.058","10","8810","1216.061","138",,,,"5259","1129.079","215","1778","428.861","241","26266","2883.059","110","4","4"
"2020","NYC EITC","New York City - Queens","Queens","$32,001 - $36,000",,"0","0","0","4340","282.819","65",,,,"3012","419.736","139","1107","185.417","167","8459","887.972","105","4","9"
"2020","NYC EITC","New York City - Queens","Queens","$40,001 - $44,000",,"0","0","0","1776","35.886","20",,,,"1884","137.273","73","769","85.982","112","4429","259.141","59","4","11"
"2020","NYC EITC","New York City - Queens","Queens","$4,001 - $8,000",,"18894","397.883","21","6881","645.428","94",,,,"2407","282.348","117","739","96.414","130","28921","1422.073","49","4","2"
"2020","NYC EITC","New York City - Queens","Queens","$16,001 - $20,000",,"1466","19.431","13","7761","1039.239","134",,,,"5431","1201.474","221","1783","453.089","254","16441","2713.233","165","4","5"
"2020","NYC EITC","New York City - Queens","Queens","$0 - $4,000",,"14863","115.428","8","3261","125.379","38",,,,"1077","49.255","46","367","18.894","51","19568","308.956","16","4","1"
"2020","NYC EITC","New York City - Queens","Queens","$28,001 - $32,000",,"0","0","0","4869","441.356","91",,,,"3548","596.306","168","1265","254.372","201","9682","1292.034","133","4","8"
"2020","NYC EITC","New York City - Queens","Queens","$24,001 - $28,000",,"0","0","0","5620","623.594","111",,,,"4181","801.032","192","1610","366.523","228","11411","1791.149","157","4","7"
"2020","NYC EITC","New York City - Queens","Queens","$36,001 - $40,000",,"0","0","0","3676","135.968","37",,,,"2324","246.989","106","825","118.029","143","6825","500.986","73","4","10"
"2020","NYC EITC","New York City - Queens","Queens","$20,001 - $24,000",,"490","1.626","3","6494","813.575","125",,,,"4857","1027.788","212","1713","416.81","243","13554","2259.799","167","4","6"
"2020","NYC EITC","New York City - Queens","Queens","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","32","0.161","5","32","0.161","5","4","15"
"2020","NYC EITC","New York City - Queens","Queens","TOTAL",,"61445","966.641","16","64214","6717.701","105",,,,"40063","6643.694","166","14330","2724.545","190","180052","17052.581","95","4","16"
"2020","NYC EITC","New York City - Queens","Queens","$44,001 - $48,000",,"0","0","0","467","6.53","14",,,,"1482","59.763","40","546","42.086","77","2495","108.379","43","4","12"
"2020","NYC EITC","New York City - Queens","Queens","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"111","0.841","8","179","5.097","28","290","5.938","20","4","14"
"2020","NYC EITC","New York City - Richmond","Richmond","$20,001 - $24,000","a/","76","0.271","4","832","108.124","130",,,,"741","162.022","219","333","85.491","257","1982","355.908","180","5","6"
"2020","NYC EITC","New York City - Richmond","Richmond","$32,001 - $36,000",,"0","0","0","657","41.646","63",,,,"520","72.813","140","224","39.058","174","1401","153.517","110","5","9"
"2020","NYC EITC","New York City - Richmond","Richmond","$40,001 - $44,000",,"0","0","0","321","5.988","19",,,,"392","26.634","68","158","17.574","111","871","50.196","58","5","11"
"2020","NYC EITC","New York City - Richmond","Richmond","$0 - $4,000",,"1856","15.049","8","571","21.244","37",,,,"194","7.952","41","98","4.106","42","2719","48.351","18","5","1"
"2020","NYC EITC","New York City - Richmond","Richmond","$36,001 - $40,000",,"0","0","0","629","23.753","38",,,,"411","44.003","107","184","26.236","143","1224","93.992","77","5","10"
"2020","NYC EITC","New York City - Richmond","Richmond","$52,001 - $56,000","a/","0","0","0","0","0","0",,,,"26","0.181","7","39","1.099","28","65","1.28","20","5","14"
"2020","NYC EITC","New York City - Richmond","Richmond","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","10","0.064","6","10","0.064","6","5","15"
"2020","NYC EITC","New York City - Richmond","Richmond","$12,001 - $16,000",,"1419","14.255","10","1178","171.374","145",,,,"836","186.001","222","369","93.683","254","3802","465.313","122","5","4"
"2020","NYC EITC","New York City - Richmond","Richmond","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"81","2.824","35","87","3.633","42","168","6.457","38","5","13"
"2020","NYC EITC","New York City - Richmond","Richmond","TOTAL",,"7480","115.214","15","9080","943.208","104",,,,"6407","1068.765","167","2972","569.895","192","25939","2697.082","104","5","16"
"2020","NYC EITC","New York City - Richmond","Richmond","$24,001 - $28,000",,"0","0","0","814","90.688","111",,,,"611","121.146","198","295","68.831","233","1720","280.665","163","5","7"
"2020","NYC EITC","New York City - Richmond","Richmond","$4,001 - $8,000",,"1975","41.55","21","957","91.493","96",,,,"388","45.361","117","167","22.002","132","3487","200.406","57","5","2"
"2020","NYC EITC","New York City - Richmond","Richmond","$8,001 - $12,000",,"1953","41.426","21","1322","178.381","135",,,,"571","101.689","178","278","57.171","206","4124","378.667","92","5","3"
"2020","NYC EITC","New York City - Richmond","Richmond","$44,001 - $48,000",,"0","0","0","71","1.089","15",,,,"250","10.017","40","135","9.703","72","456","20.809","46","5","12"
"2020","NYC EITC","New York City - Richmond","Richmond","$16,001 - $20,000",,"201","2.663","13","1020","144.727","142",,,,"792","184.27","233","308","79.856","259","2321","411.516","177","5","5"
"2020","NYC EITC","New York City - Richmond","Richmond","$28,001 - $32,000",,"0","0","0","708","64.701","91",,,,"594","103.852","175","287","61.388","214","1589","229.941","145","5","8"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$32,001 - $36,000",,"0","0","0","18009","1148.55","64",,,,"11155","1549.843","139","4858","847.918","175","34022","3546.311","104","6","9"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$44,001 - $48,000",,"0","0","0","1267","18.118","14",,,,"5500","187.608","34","2499","187.175","75","9266","392.901","42","6","12"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$16,001 - $20,000",,"4192","55.76","13","29913","4113.554","138",,,,"20881","4823.473","231","8814","2309.528","262","63800","11302.315","177","6","5"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$40,001 - $44,000",,"0","0","0","6774","113.751","17",,,,"7578","511.58","68","3148","345.489","110","17500","970.82","55","6","11"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$0 - $4,000",,"46738","372.781","8","12430","470.079","38",,,,"4422","194.244","44","1576","77.877","49","65166","1114.981","17","6","1"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$4,001 - $8,000",,"55483","1172.367","21","25389","2410.97","95",,,,"8452","990.273","117","3127","412.441","132","92451","4986.051","54","6","2"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$12,001 - $16,000",,"34882","345.403","10","34734","4890.721","141",,,,"21094","4680.55","222","8724","2210.631","253","99434","12127.305","122","6","4"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"347","2.468","7","704","20.121","29","1051","22.589","21","6","14"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$36,001 - $40,000",,"0","0","0","15628","545.852","35",,,,"8739","907.719","104","3832","545.17","142","28199","1998.741","71","6","10"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","TOTAL",,"191674","2982.092","16","251671","26551.119","105",,,,"150597","25578.639","170","65729","13051.44","199","659671","68163.29","103","6","16"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$56,001 AND OVER",,"0","0","0","0","0","0",,,,"0","0","0","130","0.632","5","130","0.632","5","6","15"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"1382","46.083","33","1764","77.882","44","3146","123.965","39","6","13"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$8,001 - $12,000",,"48857","1030.493","21","39310","5235.788","133",,,,"14289","2499.574","175","5212","1038.529","199","107668","9804.384","91","6","3"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$28,001 - $32,000",,"0","0","0","20287","1833.686","90",,,,"13415","2275.066","170","6172","1281.829","208","39874","5390.581","135","6","8"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$20,001 - $24,000","d/",,,"3",,,"128",,,,"18039","3903.828","216","8198","2063.706","252","53346","9247.176","173","6","6"
"2020","NYC EITC","Total, New York City Counties","Total, New York City Counties","$24,001 - $28,000","d/, a/",,,"141",,,"112",,,,"15304","3006.33","196","6971","1632.512","234","44618","7134.538","160","6","7"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$4,001 - $8,000",,"647","13.981","22","297","28.332","95",,,,"94","10.919","116","43","5.443","127","1081","58.675","54","7","2"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$40,001 - $44,000",,"0","0","0","45","0.771","17",,,,"79","6.167","78","23","2.392","104","147","9.33","63","7","11"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$8,001 - $12,000",,"567","11.9","21","445","62.134","140",,,,"177","32.002","181","66","13.971","212","1255","120.007","96","7","3"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$44,001 - $48,000","a/","0","0","0","10","0.166","17",,,,"37","1.269","34","34","2.253","66","81","3.688","46","7","12"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$20,001 - $24,000","d/, a/",,,"3","277","37.283","135",,,,"199","45.151","227","80","21.636","270",,,"185","7","6"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","TOTAL",,"2175","34.955","16","2597","289.868","112",,,,"1541","278.234","181","752","150.441","200","7065","753.498","107","7","16"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$36,001 - $40,000",,"0","0","0","128","4.597","36",,,,"77","8.411","109","38","6.153","162","243","19.161","79","7","10"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$48,001 - $52,000","d/, a/","0","0","0","0","0","0",,,,,,"29","23","0.919","40",,,"37","7","13"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$32,001 - $36,000",,"0","0","0","157","10.315","66",,,,"97","14.628","151","58","9.92","171","312","34.863","112","7","9"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$16,001 - $20,000","d/, a/",,,"12","307","45.446","148",,,,"212","52.22","246",,,"274","667","129.824","195","7","5"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"5",,,"5","7","15"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$0 - $4,000",,"584","5.492","9","152","5.33","35",,,,"60","2.178","36","30","1.334","44","826","14.334","17","7","1"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"8",,,"28","18","0.405","23","7","14"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$24,001 - $28,000",,"0","0","0","231","25.725","111",,,,"147","30.384","207","75","16.813","224","453","72.922","161","7","7"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$28,001 - $32,000",,"0","0","0","198","18.842","95",,,,"111","19.324","174","56","12.4","221","365","50.566","139","7","8"
"2020","NYC EITC","Total, Non-New York City Counties","Total, Non-New York City Counties","$12,001 - $16,000",,"339","3.182","9","350","50.927","146",,,,"239","55.34","232","93","25.05","269","1021","134.499","132","7","4"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$56,001 AND OVER",,"0","0","0","0","0","0",,,,"0","0","0","130","0.632","5","130","0.632","5","64","15"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$12,001 - $16,000",,"34557","343.397","10","34556","4875.915","141",,,,"20994","4667.889","222","8678","2205.185","254","98785","12092.386","122","64","4"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$44,001 - $48,000",,"0","0","0","1262","18.071","14",,,,"5483","187.277","34","2491","186.813","75","9236","392.161","42","64","12"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$28,001 - $32,000",,"0","0","0","20222","1830.129","91",,,,"13360","2270.092","170","6154","1280.228","208","39736","5380.449","135","64","8"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"1376","45.934","33","1757","77.758","44","3133","123.692","39","64","13"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$32,001 - $36,000",,"0","0","0","17933","1145.854","64",,,,"11119","1546.797","139","4846","846.857","175","33898","3539.508","104","64","9"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$16,001 - $20,000",,"4177","55.664","13","29798","4104.092","138",,,,"20820","4814.499","231","8776","2304.33","263","63571","11278.585","177","64","5"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"344","2.455","7","699","20.036","29","1043","22.491","22","64","14"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$36,001 - $40,000",,"0","0","0","15574","544.355","35",,,,"8707","905.497","104","3814","543.811","143","28095","1993.663","71","64","10"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$8,001 - $12,000",,"48379","1023.515","21","39139","5222.397","133",,,,"14227","2492.674","175","5183","1034.806","200","106928","9773.392","91","64","3"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","TOTAL",,"190135","2964.183","16","250626","26484.334","106",,,,"150034","25521.218","170","65466","13023.888","199","656261","67993.623","104","64","16"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$40,001 - $44,000",,"0","0","0","6745","113.401","17",,,,"7552","510.555","68","3131","344.33","110","17428","968.286","56","64","11"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$0 - $4,000",,"46476","371.069","8","12383","468.892","38",,,,"4401","193.634","44","1571","77.816","50","64831","1111.411","17","64","1"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$4,001 - $8,000",,"55028","1165.259","21","25276","2404.352","95",,,,"8430","988.271","117","3120","411.98","132","91854","4969.862","54","64","2"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$24,001 - $28,000","d/, a/",,,"141",,,"112",,,,"15249","3000.029","197","6951","1630.344","235","44455","7120.881","160","64","7"
"2020","NYC EITC","Full-Year Resident, Total","Full-Year Resident, Total","$20,001 - $24,000","d/",,,"3",,,"128",,,,"17972","3895.615","217","8165","2058.962","252","53138","9226.224","174","64","6"
"2020","NYC EITC","All Other *","Not Applicable","$0 - $4,000","a/","464","2.949","6","128","3.151","25",,,,"41","1.309","32","13","0.319","25","646","7.728","12","65","1"
"2020","NYC EITC","All Other *","Not Applicable","$20,001 - $24,000","a/","11","0.032","3","332","27.601","83",,,,"209","28.621","137","76","10.695","141","628","66.949","107","65","6"
"2020","NYC EITC","All Other *","Not Applicable","$32,001 - $36,000",,"0","0","0","229","9.761","43",,,,"141","14.789","105","82","9.016","110","452","33.566","74","65","9"
"2020","NYC EITC","All Other *","Not Applicable","$16,001 - $20,000","a/","42","0.382","9","351","31.714","90",,,,"236","35.673","151","109","17.174","158","738","84.943","115","65","5"
"2020","NYC EITC","All Other *","Not Applicable","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"5",,,"5","65","15"
"2020","NYC EITC","All Other *","Not Applicable","$40,001 - $44,000",,"0","0","0","94","1.427","15",,,,"117","5.741","49","74","5.85","79","285","13.018","46","65","11"
"2020","NYC EITC","All Other *","Not Applicable","$8,001 - $12,000",,"770","11.326","15","375","29.623","79",,,,"151","16.398","109","46","5.803","126","1342","63.15","47","65","3"
"2020","NYC EITC","All Other *","Not Applicable","$48,001 - $52,000","d/","0","0","0","0","0","0",,,,,,"26","31","1.038","33",,,"30","65","13"
"2020","NYC EITC","All Other *","Not Applicable","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"4",,,"17","26","0.354","14","65","14"
"2020","NYC EITC","All Other *","Not Applicable","$44,001 - $48,000","a/","0","0","0","34","0.289","9",,,,"100","3.098","31","39","2.298","59","173","5.685","33","65","12"
"2020","NYC EITC","All Other *","Not Applicable","$12,001 - $16,000",,"530","3.751","7","384","33.223","87",,,,"240","33.605","140","91","15.078","166","1245","85.657","69","65","4"
"2020","NYC EITC","All Other *","Not Applicable","$36,001 - $40,000",,"0","0","0","233","6.258","27",,,,"136","10.187","75","56","5.464","98","425","21.909","52","65","10"
"2020","NYC EITC","All Other *","Not Applicable","$28,001 - $32,000",,"0","0","0","272","17.149","63",,,,"165","19.198","116","81","11.014","136","518","47.361","91","65","8"
"2020","NYC EITC","All Other *","Not Applicable","$24,001 - $28,000",,"0","0","0","324","23.343","72",,,,"210","28.037","134","95","14.339","151","629","65.719","104","65","7"
"2020","NYC EITC","All Other *","Not Applicable","$4,001 - $8,000",,"769","12.485","16","277","17.061","62",,,,"89","6.671","75","25","2.024","81","1160","38.241","33","65","2"
"2020","NYC EITC","All Other *","Not Applicable","TOTAL",,"2586","30.925","12","3033","200.6","66",,,,"1866","203.975","109","841","100.457","119","8326","535.957","64","65","16"
"2020","NYC EITC","Grand Total","Grand Total","$24,001 - $28,000","d/, a/",,,"141",,,"111",,,,"15661","3064.751","196","7141","1663.664","233","45700","7273.179","159","70","7"
"2020","NYC EITC","Grand Total","Grand Total","$28,001 - $32,000",,"0","0","0","20757","1869.677","90",,,,"13691","2313.588","169","6309","1305.243","207","40757","5488.508","135","70","8"
