"api_wellno","cnty","coname","hole","sidetrck","completion","well_typ","field","wl_status","well_nm","town","prod_form","production","gas","water","oilprod","year","geocoded_column"
"31009255540000","Cattaraugus","Copper Ridge Oil, Inc.","25554","00","00","OD","Five Mile","AC","Weis 72","Olean","Bradford","8","1","3","72","2019","
Olean, NY 
(42.077495, -78.429849)"
"31003676800000","Allegany","Collins Oil Co.","67680","00","00","OD","Richburg","AC","Hill 1","Alma","Richburg","6","0","8","34","2020","
Alma, NY 
(42.012207, -78.060759)"
"31009659320000","Cattaraugus","A C Oil, LLC","65932","00","00","OD","Chipmunk","AC","Lauser 4","Allegany","Chipmunk","12","1","0","10","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31029142690000","Erie","Stedman Energy, Inc.","14269","00","00","GD","Brant-Eden","AC","Lardo B 1","Eden","Grimsby","11","587","50","0","2020","
Eden, NY 
(42.652413, -78.896936)"
"31009286250000","Cattaraugus","Dimes Energy GP Inc.","28625","00","00","OD","Four Mile","IN","DM-23","Allegany","Bradford & Chipmunk","0","0","0","0","2019","
Allegany, NY 
(42.088061, -78.491258)"
"31121136660000","Wyoming","Kelly, Michael A.","13666","00","00","GD","Leicester","IN","Kelly 1","Perry","Medina","12",,,,"2004","
Perry, NY 
(42.719701, -78.000751)"
"31013044610000","Chautauqua","Conti, John A.","04461","00","00","OD","Busti","IN","Fee 3","Busti","Glade","0","0","0","0","2019","
Busti, NY 
(42.038067, -79.283549)"
"31009168600000","Cattaraugus","Empire Energy E&P LLC","16860","00","00","GD","Lakeshore","AC","Baird 4","Persia","Medina","12","904","0","0","2020","
Persia, NY 
(42.384131, -78.936278)"
"31013117030000","Chautauqua","Peterson, Thomas M.","11703","00","00","OD","Busti","AC","Ralphpeterson","Busti","Glade","12","1","6","26","2020","
Busti, NY 
(42.038067, -79.283549)"
"31003678110000","Allegany","Iron Dinosaur Oil","67811","00","00","OD","Browning","IN","Browning fo7","Scio","Scio","0","0",,"0","2004","
Scio, NY 
(42.171429, -77.97865)"
"31003257430000","Allegany","Collins Oil Co.","25743","00","00","OD","Richburg","AC","Nelson 27","Wirt","Upper Devonian","6","0","0","25","2020","
Wirt, NY 
(42.137408, -78.150594)"
"31009110670000","Cattaraugus","Empire Energy E&P LLC","11067","00","00","GE","Lakeshore","AC","Hill, T&M 3","Otto","Medina","12","495","0","0","2018","
Otto, NY 
(42.35589, -78.832619)"
"31003676770000","Allegany","Collins Oil Co.","67677","00","00","OD","Richburg","IN","Allen 5","Scio","Richburg","0","0","0","0","2020","
Scio, NY 
(42.171429, -77.97865)"
"31003677820000","Allegany","Iron Dinosaur Oil","67782","00","00","OD","Browning","IN","Browning 9","Scio","Scio","0",,"0","0","2007","
Scio, NY 
(42.171429, -77.97865)"
"31003555240000","Allegany","Ashe Oil Company","55524","00","00","IW","Richburg","IN","Central 068","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31029132820000","Erie","Stedman Energy, Inc.","13282","00","00","GD","Elma","AC","Ward 1","Elma","Medina","2","2","0","0","2018","
Elma, NY 
(42.822476, -78.636722)"
"31003663750000","Allegany","Crooks, John C","66375","00","00","OD","Richburg","IN","Childs 34","Genesee","Richburg","0","0","0","0","2020","
Genesee, NY 
(42.02693, -78.205893)"
"31009180770000","Cattaraugus","Empire Energy E&P LLC","18077","00","00","GD","Lakeshore","AC","Gardiner 1","Otto","Medina","11","273","0","0","2018","
Otto, NY 
(42.35589, -78.832619)"
"31003676770000","Allegany","Collins Oil Co.","67677","00","00","OD","Richburg","IN","Allen 5","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31003661440000","Allegany","Carney, Chad d/b/a Carney Oil","66144","00","00","OD","Richburg","IN","Vincent 9","Scio","Richburg","0","0","0","0","2020","
Scio, NY 
(42.171429, -77.97865)"
"31003635850000","Allegany","J and R Oil Co.","63585","00","00","OD","Scio","IN","Harris - 02","Ward","Scio","0","0","0","0","2001","
Ward, NY 
(42.225739, -77.898903)"
"31003165810000","Allegany","SK Enterprises","16581","00","00","OD","Richburg","IN","Starr 11","Alma","Richburg","0","0","0","0","2018","
Alma, NY 
(42.012207, -78.060759)"
"31003699070000","Allegany","Ashe Oil Company","69907","00","00","OD","Richburg","IN","Central 73","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31069120420000","Ontario","Rogers, Richard R.","12042","00","00","GD","Vincent","IN","Fee 1","Bristol","Medina","12",,,,"2004","
Bristol, NY 
(42.845435, -77.424288)"
"31003698660000","Allegany","Ashe Oil Company","69866","00","00","OD","Richburg","IN","Central 51","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31029193700000","Erie","Stedman Energy, Inc.","19370","00","00","GD","Brant-Eden","AC","Monckton 1","Eden","Medina","11","262","0","0","2020","
Eden, NY 
(42.652413, -78.896936)"
"31029191550000","Erie","Stedman Energy, Inc.","19155","00","00","GD","Brant-Eden","AC","Lardo B 2","Eden","Grimsby","3","229","0","0","2019","
Eden, NY 
(42.652413, -78.896936)"
"31121144270000","Wyoming","Farley, Thomas","14427","00","00","GD","Silver Lake","AC","Farley 1","Perry","Medina","3","1","0","0","2018","
Perry, NY 
(42.719701, -78.000751)"
"31003676780000","Allegany","Collins Oil Co.","67678","00","00","OD","Richburg","IN","Allen 6","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31029187210000","Erie","Empire Energy E&P LLC","18721","00","00","GD","Concord","AC","Carr1","Concord","Medina","12","512","0","0","2018","
Concord, NY 
(42.535259, -78.731387)"
"31029259510000","Erie","U. S. Energy Development Corporation","25951","00","00","GD","North Collins","AC","Luther 1","North Collins","Medina","12","1880","83","0","2018","
North Collins, NY 
(42.595159, -78.940951)"
"31121673390000","Wyoming","United States Gypsum Company","67339","00","00","GD","Danley Corners","AC","Kriger 1","Bennington","Medina","12","332","6","0","2018","
Bennington, NY 
(42.837023, -78.397809)"
"31003300380000","Allegany","U. S. Energy Development Corporation","30038","00","00","OD","Fulmer Valley","AC","Andover Oil #1-18","Andover","Penny & Fulmer Valley","12","0","24","15","2018","
Andover, NY 
(42.156405, -77.795231)"
"31003698850000","Allegany","Ashe Oil Company","69885","00","00","OD","Richburg","IN","Central 35","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31013164800000","Chautauqua","Empire Energy E&P LLC","16480","00","00","GD","Lakeshore","AC","Breads, S. 621","Westfield","Medina","12","918","6","0","2018","
Westfield, NY 
(42.324884, -79.573821)"
"31013246790000","Chautauqua","U. S. Energy Development Corporation","24679","00","00","GD","Lakeshore","IN","Anthony 1","Hanover","Medina","0","0","0","0","2018","
Hanover, NY 
(42.9669, -75.378098)"
"31003662560000","Allegany","Saint John Exploration & Production, Inc.","66256","00","00","OD","Corbin Hill","IN","Middaugh 6","Amity","Scio","0","0","0","0","2018","
Amity, NY 
(41.268101, -74.455299)"
"31009281490000","Cattaraugus","West River Energy LLC","28149","00","00","OD","Bradford","IN","Rose Estate T1","Olean","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2018","
Olean, NY 
(42.077495, -78.429849)"
"31003622390000","Allegany","Simon of Bolivar Enterprises, Inc.","62239","00","00","OD","Richburg","AC","Kinley Oil Farm 10","Genesee","Richburg","12","0","100","10","2018","
Genesee, NY 
(42.02693, -78.205893)"
"31009180740000","Cattaraugus","Empire Energy E&P LLC","18074","00","00","GD","Lakeshore","AC","E Hebner 1","Otto","Medina","12","354","0","0","2018","
Otto, NY 
(42.35589, -78.832619)"
"31101205660000","Steuben","Richardson Petroleum Corp.","20566","00","00","OD","Beech Hill-Independence","AC","Losey 2","West Union","Fulmer Valley","12","56","2","29","2018","
West Union, NY 
(42.094951, -77.725816)"
"31037205770000","Genesee","Lenape Resources, Inc.","20577","00","00","GD","Bethany","AC","Smith (6801)","Bethany","Medina","12","952","0","0","2018","
Bethany, NY 
(42.931426, -78.100968)"
"31003677880000","Allegany","Iron Dinosaur Oil","67788","00","00","OD","Browning","IN","Browning 25","Scio","Scio","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31101607010000","Steuben","Plants and Goodwin, Inc.","60701","00","00","OD","Beech Hill-Independence","AC","Allen 6","West Union","Fulmer Valley","12","0","28","39","2018","
West Union, NY 
(42.094951, -77.725816)"
"31009233070000","Cattaraugus","Miller, Henry G.","23307","00","00","GD","Lakeshore","AC","Fee 1","Perrysburg","Onondaga","12","1","0","0","2018","
Perrysburg, NY 
(42.460246, -79.002177)"
"31037213140000","Genesee","United States Gypsum Company","21314","00","00","GD","Huron Creek","AC","Wny Gas & Steam Assoc 1","Alexander","Medina","12","948","16","0","2018","
Alexander, NY 
(42.901295, -78.256925)"
"31009550810000","Cattaraugus","Oily Ann Oil And Gas Inc.","55081","00","00","OD","Five Mile","IN","Lundy 1","Olean","Bradford","0","0","0","0","2018","
Olean, NY 
(42.077495, -78.429849)"
"31003660070000","Allegany","Iron Dinosaur Oil","66007","00","00","OD","Richburg","IN","Yeager 01","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31009193340000","Cattaraugus","Cal Ban Corp.","19334","00","00","OD","Five Mile","AC","Cal Ban Cb43","Allegany","Chipmunk & Bradford 2nd","12","1","1","3","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31029300000000","Erie","U. S. Energy Development Corporation","30000","00","00","GD","North Collins","AC","Faulrings Cabinet Making #1","North Collins","Medina","9","66","0","0","2018","
North Collins, NY 
(42.595159, -78.940951)"
"31003602260000","Allegany","PPP Future Development Inc.","60226","00","00","IW","Richburg","IN","Sherman 14","Genesee","Richburg","0","0","0","0","2018","
Genesee, NY 
(42.02693, -78.205893)"
"31003609490000","Allegany","Greene, Sheldon K.","60949","00","00","OD","Richburg","AC","Almy 8","Wirt","Richburg","12","0","6","88","2018","
Wirt, NY 
(42.137408, -78.150594)"
"31029257190001","Erie","PPP Future Development Inc.","25719","00","01","GW","New Field Wildcat","AC","Brachmann 1","Wales","Medina","6","26","0","0","2018","
Wales, NY 
(42.709353, -78.577478)"
"31029235330000","Erie","U. S. Energy Development Corporation","23533","00","00","GW","Bockhahn","AC","Bockhahn Wm Unit 1","Sardinia","Theresa","12","1639","0","0","2018","
Sardinia, NY 
(42.541044, -78.508184)"
"31003639340000","Allegany","Saint John Exploration & Production, Inc.","63934","00","00","OD","Richburg","IN","Trio Farm 103","Bolivar","Richburg","0","0","0","0","2018","
Bolivar, NY 
(42.066701, -78.167667)"
"31029155300000","Erie","Cotton Well Drilling Company, Inc.","15530","00","00","GD","Brant-Eden","IN","May 1","Boston","Medina","0","0","0","0","2018","
Boston, NY 
(42.623202, -78.731581)"
"31009197220000","Cattaraugus","Cal Ban Corp.","19722","00","00","OD","Five Mile","AC","Cal Ban Cb31","Allegany","Chipmunk, Bradford 2nd & 3rd","12","1","1","3","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31013148090000","Chautauqua","Empire Energy E&P LLC","14809","00","00","GD","Lakeshore","AC","Schultz, G 2","Chautauqua","Medina","12","168","0","0","2018","
Chautauqua, NY 
(42.251704, -79.501693)"
"31013251710000","Chautauqua","U. S. Energy Development Corporation","25171","00","00","GD","Lakeshore","AC","Feinen 1","Hanover","Medina","12","1166","0","0","2018","
Hanover, NY 
(42.9669, -75.378098)"
"31003665710000","Allegany","Emerald Oil Company LLC","66571","00","00","OD","Nile","AC","Hopewell Oil Co. 2","Wirt","Waugh & Porter","1","1","0","0","2018","
Wirt, NY 
(42.137408, -78.150594)"
"31003250800000","Allegany","Nathan Petroleum Corp.","25080","00","00","OD","Beech Hill-Independence","AC","Clark 17","Independence","Fulmer Valley","12","288","6","37","2018","
Independence, NY 
(42.088045, -77.781386)"
"31037194780000","Genesee","United States Gypsum Company","19478","00","00","GD","Huron Creek","AC","Meyers, W. 1","Alexander","Medina","12","646","29","0","2018","
Alexander, NY 
(42.901295, -78.256925)"
"31013128050000","Chautauqua","Stedman Energy, Inc.","12805","00","00","GD","Lakeshore","IN","Cochran wn1644","Clymer","Medina","0","0","0","0","2018","
Clymer, NY 
(42.02082, -79.629966)"
"31029187870000","Erie","Turnbull, Robert A. and Kimberly A.","18787","00","00","GD","Brant-Eden","AC","Troidl 1","Brant","Medina","12","1","0","0","2018","
Brant, NY 
(42.58859, -79.044449)"
"31011195020000","Cayuga","Minard Run Oil Company","19502","00","00","GD","West Auburn","AC","Riford 764-1","Aurelius","Queenston","12","1773","83","0","2018","
Aurelius, NY 
(42.924099, -76.5588)"
"31003555200000","Allegany","Ashe Oil Company","55520","00","00","OD","Richburg","IN","Central 44","Scio","Richburg","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31013253240000","Chautauqua","Johnson, Mark & Troy","25324","00","00","OD","Busti","AC","Eckstrom 14-A","Busti","Glade","12","0","2","40","2018","
Busti, NY 
(42.038067, -79.283549)"
"31013045350000","Chautauqua","Greenridge Oil Company LLC","04535","00","00","GD","Lakeshore","AC","Martin Alvin 1 (AB #2)","Sheridan","Medina","12","1511","5","0","2018","
Sheridan, NY 
(42.485764, -79.241801)"
"31009191390000","Cattaraugus","Empire Energy E&P LLC","19139","00","00","GD","Lakeshore","AC","Shields, R 4","Randolph","Medina","12","817","0","0","2018","
Randolph, NY 
(42.161398, -78.978764)"
"31003678350000","Allegany","Iron Dinosaur Oil","67835","00","00","OD","Browning","IN","Browning 13","Scio","Scio","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31013185410000","Chautauqua","Empire Energy E&P LLC","18541","00","00","GD","Lakeshore","AC","Bennick, D 2","Clymer","Medina","11","649","5","0","2018","
Clymer, NY 
(42.02082, -79.629966)"
"31101214590000","Steuben","PPP Future Development Inc.","21459","00","00","GD","Howard","IN","Smith Stock Farms 1","Howard","Oriskany","0","0","0","0","2018","
Howard, NY 
(42.363282, -77.516098)"
"31013121320000","Chautauqua","Empire Energy E&P LLC","12132","00","00","GD","Lakeshore","AC","Dunn, P & J 1249","Portland","Medina","12","922","0","0","2018","
Portland, NY 
(42.379838, -79.467344)"
"31013185690000","Chautauqua","Empire Energy E&P LLC","18569","00","00","GD","Lakeshore","AC","Kopta 683","Ripley","Medina","12","1228","0","0","2018","
Ripley, NY 
(42.266859, -79.710476)"
"31009276300001","Cattaraugus","U. S. Energy Development Corporation","27630","00","01","OD","Bradford","IN","Young 158","Olean","Upper Devonian","0","0","0","0","2018","
Olean, NY 
(42.077495, -78.429849)"
"31013182410000","Chautauqua","PPP Future Development Inc.","18241","00","00","GD","Lakeshore","AC","Abbey 1","Ellington","Medina","12","1493","0","0","2018","
Ellington, NY 
(42.215868, -79.108075)"
"31013151820000","Chautauqua","Empire Energy E&P LLC","15182","00","00","GD","Lakeshore","AC","Geer,R 2","Chautauqua","Medina","12","583","45","0","2018","
Chautauqua, NY 
(42.251704, -79.501693)"
"31013167940000","Chautauqua","Empire Energy E&P LLC","16794","00","00","GD","Lakeshore","AC","Damcott,C 1","Clymer","Medina","12","737","0","0","2018","
Clymer, NY 
(42.02082, -79.629966)"
"31011137390000","Cayuga","F & G Exploration, LLC","13739","00","00","GD","West Auburn","NR","Rice 3","Springport","Queenston","12","2583","0","0","2018","
Springport, NY 
(42.842233, -76.691958)"
"31003254240001","Allegany","U. S. Energy Development Corporation","25424","00","01","OD","Fulmer Valley","AC","Otis Eastern 1","Andover","Penny & Fulmer Valley","7","0","63","39","2018","
Andover, NY 
(42.156405, -77.795231)"
"31009179720000","Cattaraugus","Empire Energy E&P LLC","17972","00","00","GD","Lakeshore","AC","Kurek, E 3","Conewango","Medina","11","1572","0","0","2018","
Conewango, NY 
(42.238697, -79.031066)"
"31009684930000","Cattaraugus","Armstrong Gas Company, LLC","68493","00","00","OD","Bradford","PA","Enright & Barry 4","Carrollton","Bradford","0","0","0","0","2018","
Carrollton, NY 
(42.023289, -78.628438)"
"31011194990000","Cayuga","Minard Run Oil Company","19499","00","00","GD","West Auburn","AC","Short (Quill) 766-4","Aurelius","Queenston","12","1027","0","0","2018","
Aurelius, NY 
(42.924099, -76.5588)"
"31003639500000","Allegany","Saint John Exploration & Production, Inc.","63950","00","00","OD","Richburg","IN","Trio Farm 85","Bolivar","Richburg","0","0","0","0","2018","
Bolivar, NY 
(42.066701, -78.167667)"
"31013198450000","Chautauqua","K. Petroleum, Inc.","19845","00","00","GD","Lakeshore","IN","Milliman/Seawall 296","Ellery","Medina","0","0","0","0","2018","
Ellery, NY 
(42.159868, -79.393216)"
"31003609560000","Allegany","Greene, Sheldon K.","60956","00","00","OD","Richburg","IN","Wightman 15","Wirt","Richburg","0","0","0","0","2018","
Wirt, NY 
(42.137408, -78.150594)"
"31003676580000","Allegany","Collins Oil Co.","67658","00","00","OD","Richburg","IN","Coats 1","Wirt","Richburg","0","0","0","0","2018","
Wirt, NY 
(42.137408, -78.150594)"
"31013102880000","Chautauqua","Empire Energy E&P LLC","10288","00","00","GD","Lakeshore","AC","Morrison 1","Portland","Medina","12","1450","0","0","2018","
Portland, NY 
(42.379838, -79.467344)"
"31017264770000","Chenango","Minard Run Oil Company","26477","00","00","GD","Bradley Brook - Herkimer pool","AC","Smyrna Hillbillies 6H","Smyrna","Herkimer","12","7131","112","0","2018","
Smyrna, NY 
(42.687189, -75.570659)"
"31009243510000","Cattaraugus","U. S. Energy Development Corporation","24351","00","00","GD","Lakeshore","AC","Taylor 1","Perrysburg","Medina","12","860","60","0","2018","
Perrysburg, NY 
(42.460246, -79.002177)"
"31013182620000","Chautauqua","Stedman Energy, Inc.","18262","00","00","GD","Lakeshore","AC","Near 1","Sherman","Medina","12","1452","0","0","2018","
Sherman, NY 
(42.159351, -79.595176)"
"31003608290000","Allegany","Emerald Oil Company LLC","60829","00","00","OD","Richburg","AC","Monahan 12","Wirt","Richburg","1","1","0","0","2018","
Wirt, NY 
(42.137408, -78.150594)"
"31003623750000","Allegany","Hewitt Oil, LLC","62375","00","00","OD","Richburg","IN","Cowles 11","Bolivar","Richburg","0","0","0","0","2018","
Bolivar, NY 
(42.066701, -78.167667)"
"31009690920000","Cattaraugus","Hidden Heart Stables LLC","69092","00","00","OD","Four Mile","IN","Carls 2","Allegany","Bradford","0","0","0","0","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31009284690000","Cattaraugus","Dimes Energy GP Inc.","28469","00","00","OD","Bradford","AC","DC-19","Allegany","Bradford & Chipmunk","1","6","0","249","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31003662320000","Allegany","Estate of James D. Greene","66232","00","00","IW","Ford's Brook","IN","Fassett w10","Alma","Richburg","0","0","0","0","2018","
Alma, NY 
(42.012207, -78.060759)"
"31029016110000","Erie","Haier, Phyllis and Robert","01611","00","00","GD","North Collins","IN","Goodell 204","North Collins","Medina","0","0","0","0","2018","
North Collins, NY 
(42.595159, -78.940951)"
"31051139670000","Livingston","Lenape Resources, Inc.","13967","00","00","GD","Uhley Corners-Caledonia","AC","Hoag 23","Caledonia","Medina","10","673","3","0","2018","
Caledonia, NY 
(42.973152, -77.855225)"
"31009252710000","Cattaraugus","U. S. Energy Development Corporation","25271","00","00","GD","Lakeshore","AC","Mackey 1","Perrysburg","Medina","12","2256","0","0","2018","
Perrysburg, NY 
(42.460246, -79.002177)"
"31037194020000","Genesee","Stedman Energy, Inc.","19402","00","00","GD","Alden-Lancaster","AC","Staebell 1","Pembroke","Medina","12","1387","0","0","2018","
Pembroke, NY 
(42.997549, -78.435048)"
"31013257370002","Chautauqua","K. Petroleum, Inc.","25737","00","02","GW","New Field Wildcat","IN","Miller 2","Ellery","Trenton","0","0","0","0","2018","
Ellery, NY 
(42.159868, -79.393216)"
"31029252770000","Erie","U. S. Energy Development Corporation","25277","00","00","GD","North Collins","AC","Bayerl 3","North Collins","Medina","12","587","0","0","2018","
North Collins, NY 
(42.595159, -78.940951)"
"31013164590000","Chautauqua","Empire Energy E&P LLC","16459","00","00","GD","Lakeshore","AC","Nelson,V 1","Kiantone","Medina","12","2844","0","0","2018","
Kiantone, NY 
(42.021944, -79.198276)"
"31003677890000","Allegany","Iron Dinosaur Oil","67789","00","00","OD","Browning","IN","Browning 19a","Scio","Scio","0","0","0","0","2018","
Scio, NY 
(42.171429, -77.97865)"
"31013119580000","Chautauqua","Stedman Energy, Inc.","11958","00","00","GD","Lakeshore","AC","Schmidt 1","Sheridan","Medina","12","1890","0","0","2018","
Sheridan, NY 
(42.485764, -79.241801)"
"31013051270000","Chautauqua","Vertical Energy, Inc.","05127","00","00","OD","Busti","AC","Towne Robert E 1","Busti","Glade","12","1","0","8","2018","
Busti, NY 
(42.038067, -79.283549)"
"31011206190000","Cayuga","Minard Run Oil Company","20619","00","00","GD","West Auburn","AC","Shoemaker 1054-4","Springport","Queenston","12","843","0","0","2018","
Springport, NY 
(42.842233, -76.691958)"
"31009243910000","Cattaraugus","McCracken Energy Services, LLC","24391","00","00","OD","Bradford","AC","McCray P-9","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","342","5","133","2018","
Carrollton, NY 
(42.023289, -78.628438)"
"31029129590000","Erie","Balcerzak, Mr. & Mrs. Raymond R., Sr.","12959","00","00","GD","Cowlesville","AC","Balcerzak  1","Marilla","Medina","12","1","0","0","2018","
Marilla, NY 
(42.840165, -78.555271)"
"31121153830000","Wyoming","United States Gypsum Company","15383","00","00","GD","Sheldon","AC","Kerwin, B. 1","Java","Medina","12","796","1","0","2018","
Java, NY 
(42.680465, -78.440038)"
"31013201170000","Chautauqua","PPP Future Development Inc.","20117","00","00","GD","North Harmony","AC","Bissell-Babcock 2-B","North Harmony","Bass Island","12","786","0","0","2018","
North Harmony, NY 
(42.094296, -79.374999)"
"31013150380000","Chautauqua","Empire Energy E&P LLC","15038","00","00","GD","Lakeshore","AC","Westfield Watershed20","Westfield","Medina","12","1910","3","0","2018","
Westfield, NY 
(42.324884, -79.573821)"
"31029241880000","Erie","Stedman Energy, Inc.","24188","00","00","GD","Lakeshore","IN","Lopez 1","Concord","Medina","0","0","0","0","2018","
Concord, NY 
(42.535259, -78.731387)"
"31003636970000","Allegany","Simon of Bolivar Enterprises, Inc.","63697","00","00","OD","Richburg","AC","Mulkin 5","Bolivar","Richburg","12","0","230","23","2018","
Bolivar, NY 
(42.066701, -78.167667)"
"31029187200000","Erie","Empire Energy E&P LLC","18720","00","00","GD","Concord","AC","Carr3","Concord","Medina","12","735","0","0","2018","
Concord, NY 
(42.535259, -78.731387)"
"31013244200000","Chautauqua","U. S. Energy Development Corporation","24420","00","00","GD","Lakeshore","AC","Carlberg 2","Carroll","Medina","9","251","0","0","2018","
Carroll, NY 
(42.054174, -79.15832)"
"31009665300000","Cattaraugus","W. A. Boser Oil","66530","00","00","OD","Chipmunk","AC","Maloney 2","Allegany","Chipmunk","12","0","20","20","2018","
Allegany, NY 
(42.088061, -78.491258)"
"31013111200000","Chautauqua","Empire Energy E&P LLC","11120","00","00","GD","Lakeshore","AC","Buseck 1","Stockton","Medina","12","649","0","0","2018","
Stockton, NY 
(42.316097, -79.359685)"
"31013182260000","Chautauqua","Empire Energy E&P LLC","18226","00","00","GD","Gerry-Charlotte","AC","Edson, G 754","Gerry","Onondaga","6","84","0","0","2018","
Gerry, NY 
(42.194749, -79.250394)"
"31013248240000","Chautauqua","U. S. Energy Development Corporation","24824","00","00","GD","Lakeshore","AC","Thompson 1","Hanover","Medina","1","2125","30","0","2018","
Hanover, NY 
(42.9669, -75.378098)"
"31013143580000","Chautauqua","Empire Energy E&P LLC","14358","00","00","GD","Lakeshore","AC","McCutchean, E 2","Ripley","Medina","12","301","0","0","2018","
Ripley, NY 
(42.266859, -79.710476)"
"31013186010000","Chautauqua","Fairway Resources, Inc.","18601","00","00","OD","Busti","AC","Davis 25","Busti","Glade","12","1","0","0","2018","
Busti, NY 
(42.038067, -79.283549)"
"31009284430000","Cattaraugus","Copper Ridge Oil, Inc.","28443","00","00","OD","Five Mile","AC","Schultz S2","Olean","Bradford & Chipmunk","4","1","52","1049","2018","
Olean, NY 
(42.077495, -78.429849)"
"31029201810000","Erie","Amos Zittel & Sons, Inc.","20181","00","00","GD","Brant-Eden","AC","Zittel 5","Eden","Medina","12","1","10","0","2018","
Eden, NY 
(42.652413, -78.896936)"
"31013249440000","Chautauqua","Seneca Resources Corporation","24944","00","00","GD","Lakeshore","AC","Canadaway Wildlife Area 7-38226","Arkwright","Medina","12","818","0","0","2018","
Arkwright, NY 
(42.406943, -79.236356)"
"31003636640000","Allegany","Hunt Oil Co.","63664","00","00","OD","Richburg","AC","Bellamy Farm 8","Alma","Richburg","6","0","5","9","2018","
Alma, NY 
(42.012207, -78.060759)"
"31009600030000","Cattaraugus","Vertical Energy, Inc.","60003","00","00","OD","Chipmunk","IN","Odell Old 4","Carrollton","Chipmunk","0","0","0","0","2018","
Carrollton, NY 
(42.023289, -78.628438)"
