"county","provider","provider_business_phone","provider_business_phone_2","service_area","wap_services_and_provider_information","street_address","street_address_2","city","state","zip_code","website","email","location"
"Lewis","Lewis County Opportunities","(315) 376-8202",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=419","8265 State Rte. 812",,"Lowville","NY","13367","http://www.lewiscountyopportunities.com/weatherization_program.htm","dpo@lcopps.org; smathys@lcopps.org","8265 State Rte. 812
Lowville, NY 13367
(43.836793, -75.437929)"
"Livingston","Wyoming County Community Action,","(585) 237-2600 x131",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2583","6470 State Rte. 20A",,"Perry","NY","14530","http://www.wccainc.org/index.php/housing/weatherization","dfladie@wccainc.org","6470 State Rte. 20A
Perry, NY 14530
(42.744606, -78.054124)"
"Madison","Stoneleigh Housing","(315) 697-3737",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=326","120 E Center Street",,"Canastota","NY","13032",,"ston@twcny.rr.com","120 E Center Street
Canastota, NY 13032
(43.078086, -75.750432)"
"Monroe","City of Rochester Only - Action for a Better Community","(585) 442-4160",,"City of Rochester","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3236","550 E Main Street",,"Rochester","NY","14604","http://www.abcinfo.org/community/home-weatherization-services","caa@abcinfo.org","550 E Main Street
Rochester, NY 14604
(43.159068, -77.597783)"
"Monroe","PathStone Corporation","(585) 442-2030 x202",,"Monroe County excluding the City of Rochester ","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=315","400 East Avenue",,"Rochester","NY","14607","http://www.pathstoneenergyinfo.org/","saveenergy@pathstone.org","400 East Avenue
Rochester, NY 14607
(43.154761, -77.593291)"
"Montgomery","Fulmont Community Action Agency","(518) 853-8359",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3234","20 Park Street","Montgomery Annex Building","Fonda","NY","12068","http://www.fulmont.org/index.shtml","fulmontcommunity@hotmail.com","20 Park Street
Fonda, NY 12068
(42.953045, -74.373505)"
"Nassau","Community Development Corporation of Long Island","(631) 471-1215 x131",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=421","2100 Middle Country Road","Suite 300","Centereach","NY","11720","http://www.cdcli.org/our-programs/weatherization-assistance-program","info@cdcli.org","2100 Middle Country Road
Centereach, NY 11720
(40.858373, -73.085273)"
"New York","Harlem Community Development Corp","(212) 961-4100",,"Part of New York County","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=38","163 W 125th Street","17th Floor","New York","NY","10027","http://www.harlemcdc.com/departments/weatherization-assistance.html","harlemcdc@esd.ny.gov","163 W 125th Street
New York, NY 10027
(40.808523, -73.94725)"
"New York","Housing Conservation Coordinators","(212) 541-5996",,"Part of New York County ","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=42","777 Tenth Avenue",,"New York","NY","10019","http://www.hcc-nyc.org/weather/","info@hcc-ny.org","777 Tenth Avenue
New York, NY 10019
(40.766174, -73.990703)"
"New York","Northern Manhattan Improvement Corp","(212) 822-8340",,"Part of New York County ","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=887","76 Wadsworth Avenue","4th Floor","New York","NY","10033","http://www.nmic.org/Weatherization.html","jackiegomez@nmic.org ","76 Wadsworth Avenue
New York, NY 10033
(40.847005, -73.93704)"
"Niagara","Niagara Community Action Program","(716) 285-9681 x114",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=301","1521 Main Street",,"Niagara Falls","NY","14305","http://niagaracap.blogspot.com/p/weatherization-assistance-program.html","niagaracap@niagaracap.org","1521 Main Street
Niagara Falls, NY 14305
(43.103478, -79.052445)"
"Oneida","Mohawk Valley CAA","(315) 624-9930",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=304","9882 River Road",,"Utica","NY","13502","http://www.mvcaa.com/menus/weatherization-assistance-program.html","rsteinbach@mvcaa.com","9882 River Road
Utica, NY 13502
(43.12555, -75.23533)"
"Onondaga","People's Equal Action and Community Effort","(315) 470-3315",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2405","217 S Salina Street",,"Syracuse","NY","13202","http://www.peace-caa.org/programs-services/individuals-families-services/energy-and-housing/","info@peace-caa.org","217 S Salina Street
Syracuse, NY 13202
(43.04944, -76.152205)"
"Ontario","Wayne County Action Program, Inc.","(315) 483-8761","1-888-293-2990","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3244","159 Montezuma Street",,"Lyons","NY","14489","http://www.waynecap.org/programs/weatherization/","weatherization@waynecap.org","159 Montezuma Street
Lyons, NY 14489
(43.062343, -76.983297)"
"Orange","Regional Economic Community Action Program","(845) 342-6266",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=216","40 Smith Street",,"Middletown","NY","10940","http://www.recap.org/programs/energyconservation/","info@recap.org","40 Smith Street
Middletown, NY 10940
(41.453024, -74.413747)"
"Orleans","Community Action of Orleans and Genesee, Inc.","(585) 589-5605 x107","1-800-726-0565","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2687","409 E State Street",,"Albion","NY","14411","http://www.caoginc.org/programs/weatherization/","info@caoginc.org","409 E State Street
Albion, NY 14411
(43.246571, -78.183392)"
"Oswego","People's Equal Action and Community Effort, Inc."," (315) 297-4205",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2405","217 S Salina Street",,"Syracuse","NY","13202","http://www.peace-caa.org/programs-services/individuals-families-services/energy-and-housing/","info@peace-caa.org","217 S Salina Street
Syracuse, NY 13202
(43.04944, -76.152205)"
"Otsego","Opportunities for Otsego","(607) 433-0444",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2669","3 W Broadway",,"Oneonta","NY","13820","http://www.ofoinc.org/find-program/weatherization/","djoslin@ofoinc.org","3 W Broadway
Oneonta, NY 13820
(42.448123, -75.071192)"
"Putnam","Westchester Community Opportunity Program, Inc.","(845) 279-5533",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=513","540 Palmer Road",,"Yonkers","NY","10701","http://www.westcop.org/","jarciola@westcop.org","540 Palmer Road
Yonkers, NY 10701
(40.945409, -73.855951)"
"Queens","Association for Energy Affordability, Inc.","(718) 292-6733 x8212",,"Part of Queens County","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3240","105 Bruckner Blvd",,"Bronx","NY","10454","http://aea.us.org/efficiency-programs/weatherization-assistance-program.html","frodriguez@aea.us.org","105 Bruckner Blvd
Bronx, NY 10454
(40.805093, -73.923328)"
"Queens","HANAC, Inc.","(718) 626-7575",,"Part of Queens County","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=880","49 W 45th Street","4th Floor","New York","NY","10036","http://www.hanac.org/weatherization.php","info@hanac.org","49 W 45th Street
New York, NY 10036
(40.756226, -73.98144)"
"Queens","Margert Community Corporation","(718) 471-3724",,"Part of Queens County","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=178","325 Beach 37th Street",,"Far Rockaway","NY","11691","http://www.margert.org/weatherization.htm","info@margert.org","325 Beach 37th Street
Far Rockaway, NY 11691
(40.595874, -73.769686)"
"Rensselaer","Commission on Economic Opportunity for the Greater Capital Region","(518) 272-6012 x290",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=450","2331 5th Avenue",,"Troy","NY","12180","http://www.ceoempowers.org/services/healthy-homes/weatherization/","kplace@ceoempowers.org","2331 5th Avenue
Troy, NY 12180
(42.7385, -73.685081)"
"Richmond","Northfield Community LDC of Staten Island, Inc. ","(718) 442-7351 x241",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=201","160 Heberton Avenue",,"Staten Island","NY","10302","http://www.northfieldldc.org/weatherization/","Rycan106@aol.com","160 Heberton Avenue
Staten Island, NY 10302
(40.636422, -74.13162)"
"Rockland","RCDC Housing","(845) 352-1400 x3240",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=928","22 Main Street",,"Monsey","NY","10952",,,"22 Main Street
Monsey, NY 10952
(41.109605, -74.069106)"
"Saratoga","Saratoga County E.O.C., Inc.","(518) 288-3206 x117",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2440","31 Bath Street",,"Ballston Spa","NY","12020","http://saratogaeoc.org/programs/energy-services/weatherization-application/","energy@saratogaeoc.org","31 Bath Street
Ballston Spa, NY 12020
(43.002183, -73.85096)"
"Schenectady","Saratoga County E.O.C., Inc.","(518) 288-3206 x117",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2440","31 Bath Street",,"Ballston Spa","NY","12020","http://saratogaeoc.org/programs/energy-services/weatherization-application/","energy@saratogaeoc.org","31 Bath Street
Ballston Spa, NY 12020
(43.002183, -73.85096)"
"Schoharie","Schoharie County Community Action Program","(518) 234-2568 ","1-866-849-2402","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3238","795 E Main Street",,"Cobleskill","NY","12043","http://www.sccapinc.org/programs/weatherization-program/","kpitt@sccapinc.org","795 E Main Street
Cobleskill, NY 12043
(42.680079, -74.473549)"
"Schuyler","Economic Opportunity Program, Inc. of Chemung and Schuyler Counties","(607) 535-2468 x201",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3228","650 BALDWIN ST",,"Elmira","NY","14901","http://www.cseop.org/#!energy-services/c1r2f","nhowland@cseop.org","650 BALDWIN ST
Elmira, NY 14901
(42.096959, -76.806727)"
"Seneca","Seneca County Office for the Aging","(315) 220-3045",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3239","1310 Waterloo-Geneva Rd",,"Waterloo","NY","13165","http://www.co.seneca.ny.us/departments/community-services/office-for-the-aging/weatherization-program/","bdeyoung@co.seneca.ny.us","1310 Waterloo-Geneva Rd
Waterloo, NY 13165
(42.903345, -76.878037)"
"Steuben","Pro Action of Steuben and Yates, Inc.","(607) 776-2125 x116","1-800-553-2033","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3241","117 E Steuben Street",,"Bath","NY","14810","http://www.proactioninc.org/Energy/weatherization.aspx","info@proactioninc.org","117 E Steuben Street
Bath, NY 14810
(42.333263, -77.313666)"
"St. Lawrence","St. Lawrence County Community Development Program","(315) 386-1102",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3237","1 Commerce Ln",,"Canton","NY","13617","http://slccdp.org/programs/housing/weatherization","info@slccdp.org","1 Commerce Ln
Canton, NY 13617
(44.589529, -75.178363)"
"Suffolk","Community Development Corporation of Long Island","(631) 471-1215 x131",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=421","2100 Middle Country Road","Suite 300","Centereach","NY","11720","http://www.cdcli.org/our-programs/weatherization-assistance-program","info@cdcli.org","2100 Middle Country Road
Centereach, NY 11720
(40.858373, -73.085273)"
"Sullivan","Community Action Commission to Help the Economy, Inc. ","(845) 292-5821 x307",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2122","63 S Main Street",,"Liberty","NY","12754","http://sullivancountycache.org/index.php/en/programs-services/energy-services","directorwx@sullivancountycache.org","63 S Main Street
Liberty, NY 12754
(41.798495, -74.744925)"
"Tioga","Tioga Opportunities, Inc.","(607) 687-0944","1-877-786-2419","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=354","9 Sheldon Guile Blvd",,"Owego","NY","13827","http://www.tiogaopp.org/index.cfm?fuseaction=dep_intro&dept_id=5","aresue@tiogaopp.org","9 Sheldon Guile Blvd
Owego, NY 13827
(42.116484, -76.273408)"
"Tompkins","Tompkins County Community Action, Inc.","(607) 273-8816",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2410","701 Spencer Road",,"Ithaca","NY","14850",,"Frank.howe@tcaction.org","701 Spencer Road
Ithaca, NY 14850
(42.419236, -76.519009)"
"Ulster","Ulster County Community Action Committee, Inc.","(845) 338-8750 x120",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3242","70 Lindsley Avenue",,"Kingston","NY","12401","http://uccac.org/programs/weatherization/","dsimms@uccac.com","70 Lindsley Avenue
Kingston, NY 12401
(41.927635, -73.972826)"
"Warren","Warren-Hamilton Counties ACEO, Inc.","(518) 793-0636",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3243","190 Maple Street",,"Glens Falls","NY","12801","http://wahacaa.org/?page_id=23","apritchardwx@aol.com","190 Maple Street
Glens Falls, NY 12801
(43.311919, -73.635872)"
"Washington","Washington County Economic Opportunity Council, Inc.","(518) 746-2390",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2686","383 Broadway",,"Fort Edward","NY","12828","http://www.washingtoncountyeoc.com/family/family.htm#Energy_Services_Program","dconroe@co.washington.ny.us","383 Broadway
Fort Edward, NY 12828
(43.286203, -73.586592)"
"Wayne","Wayne County Action Program, Inc.","(315) 483-8761 ","1-888-293-2990","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3244","159 Montezuma Street",,"Lyons","NY","14489","http://www.waynecap.org/programs/weatherization/","weatherization@waynecap.org","159 Montezuma Street
Lyons, NY 14489
(43.062343, -76.983297)"
"Westchester","Westchester Community Opportunity Program, Inc.","(914) 375-7887",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=513","540 Palmer Road",,"Yonkers","NY","10701","http://www.westcop.org/","jarciola@westcop.org","540 Palmer Road
Yonkers, NY 10701
(40.945409, -73.855951)"
"Wyoming","Wyoming County Community Action, Inc.","(585) 237-2600 x131",,"Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=2583","6470 State Rte. 20A",,"Perry","NY","14530","http://www.wccainc.org/index.php/housing/weatherization","dfladie@wccainc.org","6470 State Rte. 20A
Perry, NY 14530
(42.744606, -78.054124)"
"Yates","Pro Action of Steuben and Yates, Inc.","(607) 776-2125 x116","1-800-553-2033","Entire county","https://apps.hcr.ny.gov/LocalHousingOrgLists/Profile.aspx?applid=3241","117 E Steuben Street",,"Bath","NY","14810","http://www.proactioninc.org/Energy/weatherization.aspx","info@proactioninc.org","117 E Steuben Street
Bath, NY 14810
(42.333263, -77.313666)"
