"year","county_of_residence","gender","program_category","service_type","primary_substance_group","admissions"
"2007","Allegany","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Allegany","Male","Inpatient","Inpatient Rehabilitation","Alcohol","1"
"2007","Allegany","Male","Residential","Community Residential","Alcohol","1"
"2007","Allegany","Male","Residential","Supportive Living","Alcohol","1"
"2007","Allegany","Male","Outpatient","Outpatient Clinic","All Others","1"
"2007","Allegany","Male","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Allegany","Male","Outpatient","Outpatient Clinic","Alcohol","13"
"2007","Bronx","Female","Crisis","Medical Managed Detoxification","Cocaine incl Crack","9"
"2007","Bronx","Female","Crisis","Medical Managed Detoxification","All Others","4"
"2007","Bronx","Female","Crisis","Medical Managed Detoxification","Other Opioids","4"
"2007","Bronx","Female","Crisis","Medical Managed Detoxification","Heroin","16"
"2007","Bronx","Female","Crisis","Medical Managed Detoxification","Alcohol","65"
"2007","Bronx","Female","Crisis","Medically Monitored Withdrawal","Cocaine incl Crack","2"
"2007","Bronx","Female","Crisis","Medically Monitored Withdrawal","Heroin","3"
"2007","Bronx","Female","Crisis","Medically Monitored Withdrawal","Alcohol","5"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","2"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal - Inpatient","All Others","1"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal - Inpatient","Other Opioids","1"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal - Inpatient","Heroin","4"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","20"
"2007","Bronx","Female","Crisis","Med Sup Withdrawal-Outpatient","Heroin","1"
"2007","Bronx","Female","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","13"
"2007","Bronx","Female","Inpatient","Inpatient Rehabilitation","All Others","1"
"2007","Bronx","Female","Inpatient","Inpatient Rehabilitation","Other Opioids","2"
"2007","Bronx","Female","Inpatient","Inpatient Rehabilitation","Heroin","4"
"2007","Bronx","Female","Inpatient","Inpatient Rehabilitation","Alcohol","27"
"2007","Bronx","Female","Residential","Intensive Residential","Cocaine incl Crack","4"
"2007","Bronx","Female","Residential","Intensive Residential","Alcohol","4"
"2007","Bronx","Female","Residential","Community Residential","Heroin","5"
"2007","Bronx","Female","Residential","Community Residential","Alcohol","1"
"2007","Bronx","Female","Opioid Treatment Program","MAOT-A-Residential","Heroin","4"
"2007","Bronx","Female","Opioid Treatment Program","Opioid Outpatient Treatment","Other Opioids","1"
"2007","Bronx","Female","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","86"
"2007","Bronx","Female","Opioid Treatment Program","Limited Outpatient/KEEP","Heroin","6"
"2007","Bronx","Female","Outpatient","Outpatient Rehabilitation","Marijuana incl Hashish","1"
"2007","Bronx","Female","Outpatient","Outpatient Rehabilitation","Cocaine incl Crack","3"
"2007","Bronx","Female","Outpatient","Outpatient Rehabilitation","Other Opioids","1"
"2007","Bronx","Female","Outpatient","Outpatient Rehabilitation","Heroin","3"
"2007","Bronx","Female","Outpatient","Outpatient Rehabilitation","Alcohol","12"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","Marijuana incl Hashish","5"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","Cocaine incl Crack","40"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","All Others","1"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","Heroin","20"
"2007","Bronx","Female","Outpatient","Outpatient Clinic","Alcohol","42"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","Marijuana incl Hashish","2"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","Cocaine incl Crack","14"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","All Others","12"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","Other Opioids","9"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","Heroin","157"
"2007","Bronx","Male","Crisis","Medical Managed Detoxification","Alcohol","541"
"2007","Bronx","Male","Crisis","Medically Monitored Withdrawal","Marijuana incl Hashish","1"
"2007","Bronx","Male","Crisis","Medically Monitored Withdrawal","Cocaine incl Crack","9"
"2007","Bronx","Male","Crisis","Medically Monitored Withdrawal","All Others","1"
"2007","Bronx","Male","Crisis","Medically Monitored Withdrawal","Heroin","19"
"2007","Bronx","Male","Crisis","Medically Monitored Withdrawal","Alcohol","89"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","Marijuana incl Hashish","2"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","4"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","All Others","9"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","Other Opioids","6"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","Heroin","73"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","135"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal-Outpatient","Other Opioids","3"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal-Outpatient","Heroin","8"
"2007","Bronx","Male","Crisis","Med Sup Withdrawal-Outpatient","Alcohol","2"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","Marijuana incl Hashish","2"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","34"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","All Others","8"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","Other Opioids","1"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","Heroin","30"
"2007","Bronx","Male","Inpatient","Inpatient Rehabilitation","Alcohol","153"
"2007","Bronx","Male","Residential","Intensive Residential","Marijuana incl Hashish","1"
"2007","Bronx","Male","Residential","Intensive Residential","Cocaine incl Crack","20"
"2007","Bronx","Male","Residential","Intensive Residential","Heroin","12"
"2007","Bronx","Male","Residential","Intensive Residential","Alcohol","14"
"2007","Bronx","Male","Residential","Community Residential","Marijuana incl Hashish","1"
"2007","Bronx","Male","Residential","Community Residential","Cocaine incl Crack","2"
"2007","Bronx","Male","Residential","Community Residential","Heroin","5"
"2007","Bronx","Male","Residential","Community Residential","Alcohol","8"
"2007","Bronx","Male","Opioid Treatment Program","MAOT-A-Residential","Heroin","6"
"2007","Bronx","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Other Opioids","5"
"2007","Bronx","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","296"
"2007","Bronx","Male","Opioid Treatment Program","Limited Outpatient/KEEP","Heroin","18"
"2007","Bronx","Male","Opioid Treatment Program","OTP Intensive Residential","Heroin","2"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","Marijuana incl Hashish","3"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","Cocaine incl Crack","7"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","All Others","2"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","Other Opioids","1"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","Heroin","10"
"2007","Bronx","Male","Outpatient","Outpatient Rehabilitation","Alcohol","47"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","Marijuana incl Hashish","31"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","120"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","All Others","3"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","Heroin","109"
"2007","Bronx","Male","Outpatient","Outpatient Clinic","Alcohol","245"
"2007","Broome","Female","Crisis","Medical Managed Detoxification","Other Opioids","2"
"2007","Broome","Female","Crisis","Medical Managed Detoxification","Heroin","1"
"2007","Broome","Female","Crisis","Medical Managed Detoxification","Alcohol","9"
"2007","Broome","Female","Crisis","Medically Monitored Withdrawal","Cocaine incl Crack","1"
"2007","Broome","Female","Crisis","Medically Monitored Withdrawal","Alcohol","3"
"2007","Broome","Female","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","1"
"2007","Broome","Female","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Broome","Female","Residential","Intensive Residential","Alcohol","2"
"2007","Broome","Female","Residential","Supportive Living","Alcohol","1"
"2007","Broome","Female","Outpatient","Outpatient Rehabilitation","Alcohol","1"
"2007","Broome","Female","Outpatient","Outpatient Clinic","Marijuana incl Hashish","2"
"2007","Broome","Female","Outpatient","Outpatient Clinic","Alcohol","14"
"2007","Broome","Male","Crisis","Medical Managed Detoxification","Other Opioids","5"
"2007","Broome","Male","Crisis","Medical Managed Detoxification","Alcohol","11"
"2007","Broome","Male","Crisis","Medically Monitored Withdrawal","Cocaine incl Crack","5"
"2007","Broome","Male","Crisis","Medically Monitored Withdrawal","Alcohol","9"
"2007","Broome","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Broome","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","2"
"2007","Broome","Male","Inpatient","Inpatient Rehabilitation","Other Opioids","1"
"2007","Broome","Male","Inpatient","Inpatient Rehabilitation","Alcohol","11"
"2007","Broome","Male","Residential","Intensive Residential","Cocaine incl Crack","1"
"2007","Broome","Male","Residential","Intensive Residential","Alcohol","1"
"2007","Broome","Male","Residential","Community Residential","Cocaine incl Crack","1"
"2007","Broome","Male","Residential","Community Residential","Alcohol","1"
"2007","Broome","Male","Residential","Supportive Living","Alcohol","1"
"2007","Broome","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","1"
"2007","Broome","Male","Outpatient","Outpatient Rehabilitation","Cocaine incl Crack","1"
"2007","Broome","Male","Outpatient","Outpatient Rehabilitation","Alcohol","1"
"2007","Broome","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","6"
"2007","Broome","Male","Outpatient","Outpatient Clinic","All Others","2"
"2007","Broome","Male","Outpatient","Outpatient Clinic","Other Opioids","2"
"2007","Broome","Male","Outpatient","Outpatient Clinic","Heroin","2"
"2007","Broome","Male","Outpatient","Outpatient Clinic","Alcohol","23"
"2007","Cattaraugus","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Cattaraugus","Female","Inpatient","Inpatient Rehabilitation","Alcohol","1"
"2007","Cattaraugus","Female","Outpatient","Outpatient Clinic","Alcohol","4"
"2007","Cattaraugus","Male","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Cattaraugus","Male","Residential","Supportive Living","Alcohol","1"
"2007","Cattaraugus","Male","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Cattaraugus","Male","Outpatient","Outpatient Clinic","Alcohol","23"
"2007","Cayuga","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Cayuga","Female","Inpatient","Inpatient Rehabilitation","Alcohol","1"
"2007","Cayuga","Female","Outpatient","Outpatient Clinic","Alcohol","1"
"2007","Cayuga","Male","Crisis","Medical Managed Detoxification","Other Opioids","1"
"2007","Cayuga","Male","Crisis","Medical Managed Detoxification","Alcohol","1"
"2007","Cayuga","Male","Crisis","Medically Monitored Withdrawal","Alcohol","1"
"2007","Cayuga","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","2"
"2007","Cayuga","Male","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Cayuga","Male","Residential","Community Residential","Alcohol","2"
"2007","Cayuga","Male","Outpatient","Outpatient Clinic","Alcohol","10"
"2007","Chautauqua","Female","Inpatient","Inpatient Rehabilitation","Alcohol","1"
"2007","Chautauqua","Female","Outpatient","Outpatient Clinic","Cocaine incl Crack","1"
"2007","Chautauqua","Female","Outpatient","Outpatient Clinic","Alcohol","8"
"2007","Chautauqua","Male","Inpatient","Inpatient Rehabilitation","Alcohol","12"
"2007","Chautauqua","Male","Residential","Community Residential","Alcohol","1"
"2007","Chautauqua","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","2"
"2007","Chautauqua","Male","Outpatient","Outpatient Clinic","Heroin","1"
"2007","Chautauqua","Male","Outpatient","Outpatient Clinic","Alcohol","36"
"2007","Chemung","Female","Inpatient","Inpatient Rehabilitation","Alcohol","2"
"2007","Chemung","Female","Outpatient","Outpatient Clinic","Alcohol","6"
"2007","Chemung","Male","Crisis","Med Sup Withdrawal - Inpatient","Other Opioids","4"
"2007","Chemung","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","2"
"2007","Chemung","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","1"
"2007","Chemung","Male","Inpatient","Inpatient Rehabilitation","Other Opioids","2"
"2007","Chemung","Male","Inpatient","Inpatient Rehabilitation","Alcohol","4"
"2007","Chemung","Male","Residential","Community Residential","Alcohol","1"
"2007","Chemung","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","4"
"2007","Chemung","Male","Outpatient","Outpatient Clinic","Alcohol","16"
"2007","Chenango","Female","Outpatient","Outpatient Clinic","Alcohol","3"
"2007","Chenango","Male","Crisis","Medical Managed Detoxification","Alcohol","1"
"2007","Chenango","Male","Inpatient","Inpatient Rehabilitation","Alcohol","2"
"2007","Chenango","Male","Outpatient","Outpatient Clinic","Other Opioids","2"
"2007","Chenango","Male","Outpatient","Outpatient Clinic","Alcohol","6"
"2007","Clinton","Female","Crisis","Medical Managed Detoxification","Other Opioids","1"
"2007","Clinton","Female","Crisis","Medical Managed Detoxification","Alcohol","1"
"2007","Clinton","Female","Outpatient","Outpatient Clinic","Alcohol","4"
"2007","Clinton","Male","Crisis","Medical Managed Detoxification","Other Opioids","2"
"2007","Clinton","Male","Crisis","Medical Managed Detoxification","Alcohol","6"
"2007","Clinton","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Clinton","Male","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Clinton","Male","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Clinton","Male","Outpatient","Outpatient Clinic","Alcohol","9"
"2007","Columbia","Female","Crisis","Medical Managed Detoxification","Alcohol","1"
"2007","Columbia","Female","Inpatient","Inpatient Rehabilitation","Alcohol","2"
"2007","Columbia","Female","Outpatient","Outpatient Clinic","Marijuana incl Hashish","1"
"2007","Columbia","Female","Outpatient","Outpatient Clinic","Alcohol","8"
"2007","Columbia","Male","Crisis","Medical Managed Detoxification","Alcohol","2"
"2007","Columbia","Male","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","1"
"2007","Columbia","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","3"
"2007","Columbia","Male","Inpatient","Inpatient Rehabilitation","Heroin","1"
"2007","Columbia","Male","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Columbia","Male","Residential","Community Residential","Heroin","2"
"2007","Columbia","Male","Residential","Community Residential","Alcohol","1"
"2007","Columbia","Male","Residential","Supportive Living","Heroin","1"
"2007","Columbia","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","2"
"2007","Columbia","Male","Outpatient","Outpatient Clinic","All Others","1"
"2007","Columbia","Male","Outpatient","Outpatient Clinic","Alcohol","11"
"2007","Cortland","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Cortland","Female","Inpatient","Inpatient Rehabilitation","Alcohol","1"
"2007","Cortland","Female","Outpatient","Outpatient Clinic","Alcohol","2"
"2007","Cortland","Male","Inpatient","Inpatient Rehabilitation","Alcohol","2"
"2007","Cortland","Male","Residential","Community Residential","Alcohol","2"
"2007","Cortland","Male","Outpatient","Outpatient Clinic","Alcohol","7"
"2007","Delaware","Female","Inpatient","Inpatient Rehabilitation","Alcohol","2"
"2007","Delaware","Female","Outpatient","Outpatient Clinic","Alcohol","5"
"2007","Delaware","Male","Crisis","Medical Managed Detoxification","Other Opioids","1"
"2007","Delaware","Male","Crisis","Medical Managed Detoxification","Alcohol","2"
"2007","Delaware","Male","Inpatient","Inpatient Rehabilitation","Alcohol","5"
"2007","Delaware","Male","Outpatient","Outpatient Clinic","Alcohol","12"
"2007","Dutchess","Female","Crisis","Medical Managed Detoxification","All Others","1"
"2007","Dutchess","Female","Crisis","Medical Managed Detoxification","Heroin","1"
"2007","Dutchess","Female","Crisis","Medical Managed Detoxification","Alcohol","12"
"2007","Dutchess","Female","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","1"
"2007","Dutchess","Female","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","2"
"2007","Dutchess","Female","Inpatient","Inpatient Rehabilitation","All Others","1"
"2007","Dutchess","Female","Inpatient","Inpatient Rehabilitation","Alcohol","6"
"2007","Dutchess","Female","Residential","Community Residential","Alcohol","1"
"2007","Dutchess","Female","Residential","Supportive Living","Alcohol","1"
"2007","Dutchess","Female","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","1"
"2007","Dutchess","Female","Outpatient","Outpatient Rehabilitation","Cocaine incl Crack","1"
"2007","Dutchess","Female","Outpatient","Outpatient Clinic","Cocaine incl Crack","4"
"2007","Dutchess","Female","Outpatient","Outpatient Clinic","Heroin","1"
"2007","Dutchess","Female","Outpatient","Outpatient Clinic","Alcohol","11"
"2007","Dutchess","Male","Crisis","Medical Managed Detoxification","All Others","1"
"2007","Dutchess","Male","Crisis","Medical Managed Detoxification","Other Opioids","6"
"2007","Dutchess","Male","Crisis","Medical Managed Detoxification","Heroin","8"
"2007","Dutchess","Male","Crisis","Medical Managed Detoxification","Alcohol","39"
"2007","Dutchess","Male","Crisis","Medically Monitored Withdrawal","Cocaine incl Crack","3"
"2007","Dutchess","Male","Crisis","Medically Monitored Withdrawal","Heroin","3"
"2007","Dutchess","Male","Crisis","Medically Monitored Withdrawal","Alcohol","1"
"2007","Dutchess","Male","Crisis","Med Sup Withdrawal - Inpatient","Heroin","3"
"2007","Dutchess","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","5"
"2007","Dutchess","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","5"
"2007","Dutchess","Male","Inpatient","Inpatient Rehabilitation","Other Opioids","1"
"2007","Dutchess","Male","Inpatient","Inpatient Rehabilitation","Heroin","4"
"2007","Dutchess","Male","Inpatient","Inpatient Rehabilitation","Alcohol","31"
"2007","Dutchess","Male","Residential","Intensive Residential","Cocaine incl Crack","1"
"2007","Dutchess","Male","Residential","Community Residential","Cocaine incl Crack","2"
"2007","Dutchess","Male","Residential","Community Residential","All Others","1"
"2007","Dutchess","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Other Opioids","1"
"2007","Dutchess","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","4"
"2007","Dutchess","Male","Outpatient","Outpatient Rehabilitation","Cocaine incl Crack","3"
"2007","Dutchess","Male","Outpatient","Outpatient Rehabilitation","Alcohol","1"
"2007","Dutchess","Male","Outpatient","Outpatient Clinic","Marijuana incl Hashish","4"
"2007","Dutchess","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","3"
"2007","Dutchess","Male","Outpatient","Outpatient Clinic","Other Opioids","3"
"2007","Dutchess","Male","Outpatient","Outpatient Clinic","Heroin","5"
"2007","Dutchess","Male","Outpatient","Outpatient Clinic","Alcohol","48"
"2007","Erie","Female","Crisis","Medical Managed Detoxification","Cocaine incl Crack","2"
"2007","Erie","Female","Crisis","Medical Managed Detoxification","Other Opioids","4"
"2007","Erie","Female","Crisis","Medical Managed Detoxification","Heroin","3"
"2007","Erie","Female","Crisis","Medical Managed Detoxification","Alcohol","33"
"2007","Erie","Female","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","2"
"2007","Erie","Female","Crisis","Med Sup Withdrawal - Inpatient","Heroin","1"
"2007","Erie","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","6"
"2007","Erie","Female","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","9"
"2007","Erie","Female","Inpatient","Inpatient Rehabilitation","Other Opioids","2"
"2007","Erie","Female","Inpatient","Inpatient Rehabilitation","Heroin","1"
"2007","Erie","Female","Inpatient","Inpatient Rehabilitation","Alcohol","20"
"2007","Erie","Female","Residential","Community Residential","Alcohol","1"
"2007","Erie","Female","Residential","Supportive Living","Cocaine incl Crack","1"
"2007","Erie","Female","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","2"
"2007","Erie","Female","Outpatient","Outpatient Clinic","Marijuana incl Hashish","2"
"2007","Erie","Female","Outpatient","Outpatient Clinic","Cocaine incl Crack","18"
"2007","Erie","Female","Outpatient","Outpatient Clinic","All Others","2"
"2007","Erie","Female","Outpatient","Outpatient Clinic","Other Opioids","8"
"2007","Erie","Female","Outpatient","Outpatient Clinic","Heroin","3"
"2007","Erie","Female","Outpatient","Outpatient Clinic","Alcohol","77"
"2007","Erie","Male","Crisis","Medical Managed Detoxification","Cocaine incl Crack","3"
"2007","Erie","Male","Crisis","Medical Managed Detoxification","All Others","2"
"2007","Erie","Male","Crisis","Medical Managed Detoxification","Other Opioids","14"
"2007","Erie","Male","Crisis","Medical Managed Detoxification","Heroin","48"
"2007","Erie","Male","Crisis","Medical Managed Detoxification","Alcohol","89"
"2007","Erie","Male","Crisis","Medically Monitored Withdrawal","Alcohol","2"
"2007","Erie","Male","Crisis","Med Sup Withdrawal - Inpatient","Cocaine incl Crack","10"
"2007","Erie","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","32"
"2007","Erie","Male","Inpatient","Inpatient Rehabilitation","Marijuana incl Hashish","2"
"2007","Erie","Male","Inpatient","Inpatient Rehabilitation","Cocaine incl Crack","21"
"2007","Erie","Male","Inpatient","Inpatient Rehabilitation","Other Opioids","7"
"2007","Erie","Male","Inpatient","Inpatient Rehabilitation","Heroin","16"
"2007","Erie","Male","Inpatient","Inpatient Rehabilitation","Alcohol","60"
"2007","Erie","Male","Residential","Intensive Residential","Cocaine incl Crack","3"
"2007","Erie","Male","Residential","Intensive Residential","Alcohol","2"
"2007","Erie","Male","Residential","Community Residential","Cocaine incl Crack","3"
"2007","Erie","Male","Residential","Community Residential","Alcohol","9"
"2007","Erie","Male","Residential","Supportive Living","Cocaine incl Crack","4"
"2007","Erie","Male","Residential","Supportive Living","Heroin","1"
"2007","Erie","Male","Residential","Supportive Living","Alcohol","5"
"2007","Erie","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Other Opioids","3"
"2007","Erie","Male","Opioid Treatment Program","Opioid Outpatient Treatment","Heroin","19"
"2007","Erie","Male","Outpatient","Outpatient Clinic","Marijuana incl Hashish","17"
"2007","Erie","Male","Outpatient","Outpatient Clinic","Cocaine incl Crack","53"
"2007","Erie","Male","Outpatient","Outpatient Clinic","Other Opioids","5"
"2007","Erie","Male","Outpatient","Outpatient Clinic","Heroin","16"
"2007","Erie","Male","Outpatient","Outpatient Clinic","Alcohol","253"
"2007","Essex","Female","Crisis","Medical Managed Detoxification","Alcohol","2"
"2007","Essex","Female","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","1"
"2007","Essex","Female","Inpatient","Inpatient Rehabilitation","Alcohol","5"
"2007","Essex","Female","Outpatient","Outpatient Clinic","Other Opioids","1"
"2007","Essex","Female","Outpatient","Outpatient Clinic","Alcohol","4"
"2007","Essex","Male","Crisis","Medical Managed Detoxification","Alcohol","1"
"2007","Essex","Male","Crisis","Med Sup Withdrawal - Inpatient","Alcohol","2"
"2007","Essex","Male","Inpatient","Inpatient Rehabilitation","Alcohol","3"
"2007","Essex","Male","Outpatient","Outpatient Clinic","Alcohol","5"
"2007","Franklin","Female","Crisis","Medical Managed Detoxification","Other Opioids","1"
