"year","month","month_code","district_code","district","ta_client_req","ta_finance","ta_residence","ta_comp_employ","ta_comp_other","ta_other","fa_client_req","fa_finance","fa_residence","fa_comp_employ","fa_comp_other","fa_other","sna_client_req","sna_finance","sna_residence","sna_comp_employ","sna_comp_other","sna_other"
"2006","January","1","16","Franklin","4.00","6.00","7.00","10.00","16.00","1.00","2.00","3.00","3.00","1.00","8.00","1.00","2.00","3.00","4.00","9.00","8.00","0.00"
"2006","January","1","17","Fulton","3.00","9.00","3.00","2.00","26.00","0.00","1.00","3.00","2.00","1.00","12.00","0.00","2.00","6.00","1.00","1.00","14.00","0.00"
"2006","January","1","18","Genesee","3.00","11.00","4.00","0.00","14.00","3.00","2.00","2.00","1.00","0.00","7.00","0.00","1.00","9.00","3.00","0.00","7.00","3.00"
"2006","January","1","19","Greene","8.00","25.00","9.00","1.00","20.00","9.00","6.00","10.00","5.00","1.00","9.00","6.00","2.00","15.00","4.00","0.00","11.00","3.00"
"2006","January","1","20","Hamilton","0.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00"
"2006","January","1","21","Herkimer","4.00","10.00","7.00","6.00","20.00","3.00","3.00","3.00","5.00","0.00","12.00","3.00","1.00","7.00","2.00","6.00","8.00","0.00"
"2006","January","1","22","Jefferson","18.00","34.00","8.00","6.00","48.00","4.00","17.00","10.00","2.00","1.00","12.00","0.00","1.00","24.00","6.00","5.00","36.00","4.00"
"2006","January","1","23","Lewis","5.00","1.00","4.00","0.00","6.00","2.00","2.00","1.00","3.00","0.00","4.00","2.00","3.00","0.00","1.00","0.00","2.00","0.00"
"2006","January","1","24","Livingston","9.00","18.00","7.00","6.00","40.00","0.00","5.00","9.00","2.00","2.00","17.00","0.00","4.00","9.00","5.00","4.00","23.00","0.00"
"2006","January","1","25","Madison","4.00","9.00","3.00","0.00","4.00","1.00","2.00","7.00","2.00","0.00","1.00","1.00","2.00","2.00","1.00","0.00","3.00","0.00"
"2006","January","1","26","Monroe","50.00","228.00","88.00","32.00","503.00","86.00","32.00","91.00","26.00","6.00","158.00","18.00","18.00","137.00","62.00","26.00","345.00","68.00"
"2006","January","1","27","Montgomery","5.00","11.00","7.00","8.00","13.00","3.00","3.00","4.00","4.00","1.00","6.00","2.00","2.00","7.00","3.00","7.00","7.00","1.00"
"2006","January","1","28","Nassau","45.00","93.00","68.00","39.00","286.00","22.00","31.00","30.00","20.00","9.00","79.00","6.00","14.00","63.00","48.00","30.00","207.00","16.00"
"2006","January","1","29","Niagara","38.00","63.00","28.00","20.00","183.00","13.00","22.00","22.00","12.00","2.00","63.00","6.00","16.00","41.00","16.00","18.00","120.00","7.00"
"2006","January","1","30","Oneida","11.00","45.00","32.00","11.00","55.00","2.00","10.00","26.00","16.00","1.00","28.00","1.00","1.00","19.00","16.00","10.00","27.00","1.00"
"2006","January","1","31","Onondaga","48.00","123.00","40.00","68.00","391.00","23.00","35.00","41.00","23.00","23.00","224.00","13.00","13.00","82.00","17.00","45.00","167.00","10.00"
"2006","January","1","32","Ontario","10.00","19.00","13.00","7.00","41.00","3.00","7.00","6.00","1.00","1.00","12.00","1.00","3.00","13.00","12.00","6.00","29.00","2.00"
"2006","January","1","33","Orange","24.00","44.00","44.00","12.00","118.00","8.00","16.00","20.00","18.00","2.00","48.00","3.00","8.00","24.00","26.00","10.00","70.00","5.00"
"2006","January","1","34","Orleans","8.00","12.00","4.00","4.00","22.00","5.00","5.00","3.00","1.00","0.00","7.00","1.00","3.00","9.00","3.00","4.00","15.00","4.00"
"2006","January","1","35","Oswego","12.00","10.00","4.00","11.00","33.00","4.00","9.00","6.00","2.00","2.00","23.00","2.00","3.00","4.00","2.00","9.00","10.00","2.00"
"2006","January","1","36","Otsego","3.00","2.00","0.00","0.00","4.00","0.00","1.00","1.00","0.00","0.00","4.00","0.00","2.00","1.00","0.00","0.00","0.00","0.00"
"2006","January","1","37","Putnam","0.00","5.00","4.00","0.00","5.00","1.00","0.00","3.00","0.00","0.00","1.00","1.00","0.00","2.00","4.00","0.00","4.00","0.00"
"2006","January","1","38","Rensselaer","10.00","34.00","29.00","5.00","70.00","7.00","8.00","16.00","16.00","0.00","54.00","6.00","2.00","18.00","13.00","5.00","16.00","1.00"
"2006","January","1","39","Rockland","11.00","18.00","7.00","5.00","38.00","5.00","6.00","8.00","3.00","1.00","16.00","2.00","5.00","10.00","4.00","4.00","22.00","3.00"
"2006","January","1","40","St. Lawrence","19.00","25.00","12.00","4.00","47.00","4.00","15.00","8.00","6.00","2.00","22.00","0.00","4.00","17.00","6.00","2.00","25.00","4.00"
"2006","January","1","41","Saratoga","2.00","2.00","1.00","1.00","2.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","1.00","2.00","0.00","1.00","2.00","0.00"
"2006","January","1","42","Schenectady","10.00","44.00","23.00","25.00","67.00","5.00","4.00","21.00","7.00","8.00","22.00","1.00","6.00","23.00","16.00","17.00","45.00","4.00"
"2006","January","1","43","Schoharie","2.00","5.00","4.00","1.00","2.00","2.00","1.00","1.00","3.00","0.00","1.00","1.00","1.00","4.00","1.00","1.00","1.00","1.00"
"2006","January","1","44","Schuyler","1.00","5.00","3.00","2.00","8.00","1.00","0.00","2.00","1.00","0.00","7.00","1.00","1.00","3.00","2.00","2.00","1.00","0.00"
"2006","January","1","45","Seneca","3.00","3.00","3.00","1.00","4.00","0.00","3.00","1.00","1.00","1.00","4.00","0.00","0.00","2.00","2.00","0.00","0.00","0.00"
"2006","January","1","46","Steuben","4.00","17.00","5.00","16.00","27.00","2.00","3.00","10.00","2.00","3.00","15.00","0.00","1.00","7.00","3.00","13.00","12.00","2.00"
"2006","January","1","47","Suffolk","62.00","143.00","101.00","68.00","657.00","34.00","35.00","44.00","30.00","11.00","167.00","2.00","27.00","99.00","71.00","57.00","490.00","32.00"
"2006","January","1","48","Sullivan","10.00","21.00","14.00","11.00","31.00","1.00","6.00","13.00","7.00","4.00","13.00","1.00","4.00","8.00","7.00","7.00","18.00","0.00"
"2006","January","1","49","Tioga","9.00","16.00","11.00","4.00","9.00","1.00","7.00","7.00","4.00","3.00","5.00","1.00","2.00","9.00","7.00","1.00","4.00","0.00"
"2006","January","1","50","Tompkins","9.00","23.00","13.00","12.00","30.00","5.00","8.00","12.00","2.00","4.00","9.00","1.00","1.00","11.00","11.00","8.00","21.00","4.00"
"2006","January","1","51","Ulster","16.00","26.00","30.00","0.00","85.00","20.00","10.00","11.00","11.00","0.00","32.00","6.00","6.00","15.00","19.00","0.00","53.00","14.00"
"2006","January","1","52","Warren","0.00","13.00","6.00","8.00","14.00","0.00","0.00","8.00","3.00","3.00","5.00","0.00","0.00","5.00","3.00","5.00","9.00","0.00"
"2006","January","1","53","Washington","6.00","9.00","4.00","8.00","13.00","3.00","4.00","3.00","4.00","4.00","8.00","2.00","2.00","6.00","0.00","4.00","5.00","1.00"
"2006","January","1","54","Wayne","3.00","19.00","8.00","9.00","22.00","0.00","3.00","10.00","5.00","2.00","8.00","0.00","0.00","9.00","3.00","7.00","14.00","0.00"
"2006","January","1","55","Westchester","42.00","117.00","184.00","56.00","504.00","28.00","27.00","53.00","45.00","2.00","102.00","9.00","15.00","64.00","139.00","54.00","402.00","19.00"
"2006","January","1","56","Wyoming","5.00","9.00","0.00","2.00","5.00","3.00","4.00","3.00","0.00","1.00","1.00","0.00","1.00","6.00","0.00","1.00","4.00","3.00"
"2006","January","1","57","Yates","0.00","4.00","2.00","0.00","5.00","4.00","0.00","0.00","1.00","0.00","3.00","2.00","0.00","4.00","1.00","0.00","2.00","2.00"
"2006","January","1","66","New York City","580.00","2954.00","1744.00","2388.00","7162.00","1203.00","358.00","959.00","489.00","205.00","2432.00","218.00","222.00","1995.00","1255.00","2183.00","4730.00","985.00"
"2017","March","3","38","Rensselaer","10","47","18","11","94","5","7","29","10","4","59","2","3","18","8","7","35","3"
"2017","March","3","06","Chautauqua","17","26","38","24","70","6","6","7","16","4","21","0","11","19","22","20","49","6"
"2017","March","3","51","Ulster","17","32","54","5","90","6","10","13","15","0","30","0","7","19","39","5","60","6"
"2017","February","2","36","Otsego","1","4","4","0","6","1","1","0","0","0","3","0","0","4","4","0","3","1"
"2017","March","3","41","Saratoga","0","10","4","1","15","1","0","2","2","0","4","1","0","8","2","1","11","0"
"2017","January","1","47","Suffolk","84","154","133","67","1043","43","41","51","26","13","234","6","43","103","107","54","809","37"
"2017","February","2","35","Oswego","11","35","29","12","97","6","4","9","5","1","44","1","7","26","24","11","53","5"
"2017","January","1","10","Columbia","8","17","8","5","29","2","3","5","0","0","11","0","5","12","8","5","18","2"
"2017","January","1","30","Oneida","15","42","50","15","110","11","8","14","17","7","48","1","7","28","33","8","62","10"
"2006","February","2","10","Columbia","6.00","11.00","9.00","2.00","20.00","4.00","2.00","2.00","4.00","0.00","8.00","1.00","4.00","9.00","5.00","2.00","12.00","3.00"
"2006","February","2","11","Cortland","10.00","18.00","8.00","0.00","5.00","5.00","6.00","14.00","7.00","0.00","4.00","2.00","4.00","4.00","1.00","0.00","1.00","3.00"
"2006","February","2","12","Delaware","3.00","7.00","4.00","3.00","12.00","1.00","1.00","4.00","2.00","2.00","7.00","1.00","2.00","3.00","2.00","1.00","5.00","0.00"
"2006","February","2","13","Dutchess","9.00","35.00","31.00","12.00","95.00","7.00","5.00","16.00","8.00","2.00","48.00","4.00","4.00","19.00","23.00","10.00","47.00","3.00"
"2006","February","2","14","Erie","144.00","242.00","143.00","157.00","406.00","17.00","50.00","87.00","38.00","33.00","153.00","7.00","94.00","155.00","105.00","124.00","253.00","10.00"
"2006","February","2","15","Essex","0.00","4.00","4.00","3.00","18.00","0.00","0.00","2.00","3.00","0.00","14.00","0.00","0.00","2.00","1.00","3.00","4.00","0.00"
"2006","February","2","16","Franklin","2.00","4.00","6.00","14.00","19.00","0.00","1.00","1.00","2.00","2.00","8.00","0.00","1.00","3.00","4.00","12.00","11.00","0.00"
"2006","February","2","17","Fulton","10.00","14.00","4.00","4.00","29.00","1.00","7.00","6.00","4.00","1.00","16.00","1.00","3.00","8.00","0.00","3.00","13.00","0.00"
"2006","February","2","18","Genesee","6.00","11.00","7.00","2.00","11.00","2.00","4.00","5.00","1.00","1.00","5.00","1.00","2.00","6.00","6.00","1.00","6.00","1.00"
"2017","March","3","37","Putnam","0","5","3","1","5","0","0","1","1","0","1","0","0","4","2","1","4","0"
"2006","February","2","19","Greene","2.00","18.00","4.00","3.00","16.00","2.00","1.00","9.00","1.00","1.00","4.00","1.00","1.00","9.00","3.00","2.00","12.00","1.00"
"2006","February","2","20","Hamilton","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2006","February","2","21","Herkimer","5.00","9.00","4.00","10.00","22.00","1.00","3.00","2.00","1.00","5.00","11.00","0.00","2.00","7.00","3.00","5.00","11.00","1.00"
"2006","February","2","22","Jefferson","24.00","34.00","16.00","10.00","64.00","9.00","13.00","9.00","4.00","4.00","26.00","2.00","11.00","25.00","12.00","6.00","38.00","7.00"
"2006","February","2","23","Lewis","1.00","7.00","0.00","0.00","15.00","0.00","0.00","3.00","0.00","0.00","8.00","0.00","1.00","4.00","0.00","0.00","7.00","0.00"
"2006","February","2","24","Livingston","9.00","17.00","13.00","13.00","45.00","1.00","6.00","9.00","1.00","2.00","16.00","1.00","3.00","8.00","12.00","11.00","29.00","0.00"
"2006","February","2","25","Madison","3.00","5.00","1.00","1.00","9.00","0.00","3.00","2.00","1.00","0.00","4.00","0.00","0.00","3.00","0.00","1.00","5.00","0.00"
"2006","February","2","26","Monroe","60.00","224.00","121.00","36.00","562.00","70.00","29.00","102.00","37.00","6.00","176.00","15.00","31.00","122.00","84.00","30.00","386.00","55.00"
"2006","February","2","27","Montgomery","6.00","18.00","13.00","9.00","16.00","2.00","5.00","10.00","10.00","1.00","10.00","0.00","1.00","8.00","3.00","8.00","6.00","2.00"
"2006","February","2","28","Nassau","35.00","99.00","66.00","35.00","299.00","19.00","27.00","35.00","26.00","9.00","98.00","6.00","8.00","64.00","40.00","26.00","201.00","13.00"
"2006","February","2","29","Niagara","38.00","60.00","20.00","34.00","166.00","20.00","22.00","23.00","6.00","1.00","59.00","4.00","16.00","37.00","14.00","33.00","107.00","16.00"
"2006","February","2","30","Oneida","17.00","56.00","29.00","13.00","97.00","11.00","8.00","34.00","12.00","2.00","65.00","5.00","9.00","22.00","17.00","11.00","32.00","6.00"
"2006","February","2","31","Onondaga","37.00","135.00","57.00","73.00","356.00","19.00","29.00","60.00","19.00","29.00","188.00","10.00","8.00","75.00","38.00","44.00","168.00","9.00"
"2006","February","2","32","Ontario","9.00","23.00","20.00","6.00","29.00","4.00","6.00","10.00","8.00","0.00","14.00","1.00","3.00","13.00","12.00","6.00","15.00","3.00"
"2006","February","2","33","Orange","17.00","34.00","38.00","14.00","105.00","2.00","9.00","20.00","13.00","6.00","40.00","1.00","8.00","14.00","25.00","8.00","65.00","1.00"
"2006","February","2","34","Orleans","4.00","23.00","14.00","5.00","21.00","4.00","2.00","11.00","3.00","1.00","7.00","1.00","2.00","12.00","11.00","4.00","14.00","3.00"
"2006","February","2","35","Oswego","16.00","21.00","10.00","13.00","34.00","6.00","15.00","14.00","7.00","5.00","18.00","1.00","1.00","7.00","3.00","8.00","16.00","5.00"
"2006","February","2","36","Otsego","0.00","3.00","2.00","1.00","4.00","1.00","0.00","1.00","1.00","1.00","2.00","1.00","0.00","2.00","1.00","0.00","2.00","0.00"
"2006","February","2","37","Putnam","2.00","5.00","3.00","0.00","2.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","1.00","4.00","3.00","0.00","2.00","1.00"
"2006","February","2","38","Rensselaer","11.00","51.00","25.00","6.00","64.00","4.00","5.00","32.00","16.00","2.00","38.00","2.00","6.00","19.00","9.00","4.00","26.00","2.00"
"2006","February","2","39","Rockland","9.00","16.00","7.00","12.00","33.00","6.00","3.00","5.00","4.00","2.00","16.00","2.00","6.00","11.00","3.00","10.00","17.00","4.00"
"2006","February","2","40","St. Lawrence","17.00","26.00","12.00","7.00","43.00","6.00","11.00","6.00","3.00","3.00","17.00","2.00","6.00","20.00","9.00","4.00","26.00","4.00"
"2006","February","2","41","Saratoga","14.00","6.00","1.00","0.00","9.00","0.00","9.00","2.00","0.00","0.00","4.00","0.00","5.00","4.00","1.00","0.00","5.00","0.00"
"2006","February","2","42","Schenectady","14.00","35.00","25.00","13.00","63.00","2.00","9.00","14.00","10.00","3.00","25.00","2.00","5.00","21.00","15.00","10.00","38.00","0.00"
"2006","February","2","43","Schoharie","2.00","4.00","3.00","2.00","6.00","0.00","2.00","3.00","1.00","1.00","3.00","0.00","0.00","1.00","2.00","1.00","3.00","0.00"
"2006","February","2","44","Schuyler","3.00","5.00","6.00","1.00","9.00","2.00","3.00","3.00","2.00","0.00","3.00","1.00","0.00","2.00","4.00","1.00","6.00","1.00"
"2006","February","2","45","Seneca","5.00","2.00","2.00","0.00","2.00","2.00","3.00","0.00","1.00","0.00","1.00","0.00","2.00","2.00","1.00","0.00","1.00","2.00"
"2006","February","2","46","Steuben","8.00","24.00","14.00","15.00","26.00","2.00","5.00","13.00","2.00","4.00","16.00","1.00","3.00","11.00","12.00","11.00","10.00","1.00"
"2006","February","2","47","Suffolk","60.00","147.00","107.00","68.00","538.00","22.00","33.00","49.00","30.00","11.00","129.00","4.00","27.00","98.00","77.00","57.00","409.00","18.00"
"2006","February","2","48","Sullivan","13.00","23.00","11.00","15.00","25.00","9.00","7.00","13.00","4.00","5.00","11.00","2.00","6.00","10.00","7.00","10.00","14.00","7.00"
"2006","February","2","49","Tioga","3.00","14.00","8.00","12.00","9.00","3.00","3.00","6.00","5.00","3.00","2.00","1.00","0.00","8.00","3.00","9.00","7.00","2.00"
"2006","February","2","50","Tompkins","9.00","24.00","14.00","9.00","41.00","4.00","5.00","7.00","3.00","1.00","17.00","1.00","4.00","17.00","11.00","8.00","24.00","3.00"
"2006","February","2","51","Ulster","16.00","45.00","38.00","0.00","77.00","18.00","12.00","15.00","16.00","0.00","26.00","7.00","4.00","30.00","22.00","0.00","51.00","11.00"
"2006","February","2","52","Warren","2.00","19.00","9.00","7.00","20.00","0.00","1.00","7.00","2.00","1.00","7.00","0.00","1.00","12.00","7.00","6.00","13.00","0.00"
"2006","February","2","53","Washington","5.00","20.00","1.00","13.00","16.00","1.00","5.00","5.00","1.00","2.00","6.00","0.00","0.00","15.00","0.00","11.00","10.00","1.00"
"2006","February","2","54","Wayne","15.00","9.00","16.00","6.00","20.00","5.00","11.00","1.00","8.00","1.00","6.00","1.00","4.00","8.00","8.00","5.00","14.00","4.00"
"2006","February","2","55","Westchester","41.00","144.00","172.00","92.00","546.00","27.00","26.00","72.00","42.00","12.00","148.00","5.00","15.00","72.00","130.00","80.00","398.00","22.00"
"2006","February","2","56","Wyoming","5.00","7.00","2.00","0.00","3.00","0.00","3.00","2.00","1.00","0.00","1.00","0.00","2.00","5.00","1.00","0.00","2.00","0.00"
"2006","February","2","57","Yates","3.00","7.00","3.00","1.00","2.00","3.00","2.00","4.00","2.00","0.00","2.00","2.00","1.00","3.00","1.00","1.00","0.00","1.00"
"2006","February","2","66","New York City","526.00","3284.00","1581.00","2747.00","7945.00","1332.00","307.00","1063.00","441.00","219.00","2771.00","235.00","219.00","2221.00","1140.00","2528.00","5174.00","1097.00"
"2017","January","1","06","Chautauqua","13","38","22","22","62","9","9","20","9","4","29","5","4","18","13","18","33","4"
"2017","February","2","01","Albany","10","48","85","20","177","6","3","20","20","2","58","1","7","28","65","18","119","5"
"2017","February","2","10","Columbia","6","11","11","2","28","4","3","4","3","1","10","2","3","7","8","1","18","2"
"2017","January","1","21","Herkimer","12","12","2","13","25","0","5","3","1","1","8","0","7","9","1","12","17","0"
"2017","March","3","30","Oneida","39","67","61","21","136","5","19","29","23","6","60","0","20","38","38","15","76","5"
"2017","March","3","21","Herkimer","8","7","5","12","29","2","5","4","2","0","11","1","3","3","3","12","18","1"
"2017","March","3","01","Albany","17","71","80","31","201","7","8","27","30","3","78","2","9","44","50","28","123","5"
"2017","March","3","09","Clinton","7","17","14","13","26","13","2","3","6","3","8","2","5","14","8","10","18","11"
"2017","February","2","47","Suffolk","71","150","132","60","871","50","37","40","30","10","193","8","34","110","102","50","678","42"
"2006","March","3","10","Columbia","4.00","12.00","10.00","6.00","15.00","0.00","3.00","6.00","4.00","2.00","4.00","0.00","1.00","6.00","6.00","4.00","11.00","0.00"
"2006","March","3","11","Cortland","6.00","19.00","6.00","0.00","15.00","7.00","6.00","13.00","3.00","0.00","8.00","3.00","0.00","6.00","3.00","0.00","7.00","4.00"
"2006","March","3","12","Delaware","8.00","4.00","2.00","0.00","18.00","1.00","7.00","1.00","1.00","0.00","9.00","0.00","1.00","3.00","1.00","0.00","9.00","1.00"
"2006","March","3","13","Dutchess","15.00","39.00","20.00","27.00","85.00","11.00","12.00","17.00","6.00","8.00","38.00","3.00","3.00","22.00","14.00","19.00","47.00","8.00"
"2006","March","3","14","Erie","192.00","265.00","147.00","174.00","411.00","16.00","57.00","114.00","43.00","31.00","164.00","5.00","135.00","151.00","104.00","143.00","247.00","11.00"
"2006","March","3","15","Essex","4.00","3.00","4.00","1.00","12.00","1.00","3.00","0.00","1.00","0.00","4.00","1.00","1.00","3.00","3.00","1.00","8.00","0.00"
"2006","March","3","16","Franklin","16.00","6.00","6.00","17.00","13.00","2.00","8.00","3.00","5.00","1.00","6.00","1.00","8.00","3.00","1.00","16.00","7.00","1.00"
"2006","March","3","17","Fulton","11.00","18.00","4.00","5.00","46.00","0.00","6.00","8.00","1.00","0.00","26.00","0.00","5.00","10.00","3.00","5.00","20.00","0.00"
"2006","March","3","18","Genesee","10.00","6.00","5.00","1.00","12.00","3.00","8.00","5.00","3.00","0.00","5.00","1.00","2.00","1.00","2.00","1.00","7.00","2.00"
"2006","March","3","19","Greene","5.00","23.00","7.00","15.00","15.00","4.00","2.00","9.00","2.00","6.00","8.00","2.00","3.00","14.00","5.00","9.00","7.00","2.00"
"2006","March","3","20","Hamilton","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00"
"2006","March","3","21","Herkimer","11.00","17.00","3.00","6.00","26.00","3.00","5.00","7.00","3.00","3.00","13.00","3.00","6.00","10.00","0.00","3.00","13.00","0.00"
"2006","March","3","22","Jefferson","22.00","32.00","10.00","6.00","71.00","10.00","13.00","19.00","2.00","3.00","21.00","3.00","9.00","13.00","8.00","3.00","50.00","7.00"
"2006","March","3","23","Lewis","2.00","4.00","2.00","0.00","7.00","2.00","2.00","2.00","1.00","0.00","3.00","1.00","0.00","2.00","1.00","0.00","4.00","1.00"
"2006","March","3","24","Livingston","13.00","12.00","9.00","12.00","42.00","1.00","7.00","7.00","1.00","3.00","11.00","0.00","6.00","5.00","8.00","9.00","31.00","1.00"
"2006","March","3","25","Madison","2.00","6.00","3.00","3.00","5.00","1.00","2.00","4.00","0.00","1.00","3.00","1.00","0.00","2.00","3.00","2.00","2.00","0.00"
"2006","March","3","26","Monroe","53.00","202.00","91.00","41.00","514.00","81.00","35.00","81.00","24.00","4.00","160.00","11.00","18.00","121.00","67.00","37.00","354.00","70.00"
"2006","March","3","27","Montgomery","8.00","22.00","10.00","10.00","25.00","0.00","5.00","6.00","4.00","4.00","14.00","0.00","3.00","16.00","6.00","6.00","11.00","0.00"
"2006","March","3","28","Nassau","43.00","130.00","95.00","45.00","367.00","23.00","27.00","51.00","42.00","10.00","103.00","6.00","16.00","79.00","53.00","35.00","264.00","17.00"
"2006","March","3","29","Niagara","37.00","72.00","26.00","44.00","190.00","14.00","18.00","32.00","10.00","5.00","52.00","2.00","19.00","40.00","16.00","39.00","138.00","12.00"
"2006","March","3","30","Oneida","13.00","57.00","27.00","14.00","67.00","11.00","10.00","32.00","14.00","1.00","34.00","5.00","3.00","25.00","13.00","13.00","33.00","6.00"
"2006","March","3","31","Onondaga","46.00","139.00","69.00","74.00","428.00","30.00","34.00","59.00","28.00","24.00","246.00","14.00","12.00","80.00","41.00","50.00","182.00","16.00"
"2006","March","3","32","Ontario","12.00","18.00","21.00","19.00","25.00","5.00","5.00","7.00","6.00","3.00","9.00","0.00","7.00","11.00","15.00","16.00","16.00","5.00"
"2006","March","3","33","Orange","15.00","60.00","44.00","22.00","136.00","6.00","8.00","32.00","8.00","3.00","49.00","2.00","7.00","28.00","36.00","19.00","87.00","4.00"
"2006","March","3","34","Orleans","5.00","26.00","8.00","9.00","14.00","1.00","3.00","10.00","2.00","0.00","6.00","0.00","2.00","16.00","6.00","9.00","8.00","1.00"
"2006","March","3","35","Oswego","15.00","23.00","11.00","14.00","38.00","8.00","10.00","5.00","4.00","5.00","24.00","1.00","5.00","18.00","7.00","9.00","14.00","7.00"
"2006","March","3","36","Otsego","2.00","5.00","1.00","1.00","5.00","0.00","1.00","3.00","0.00","1.00","3.00","0.00","1.00","2.00","1.00","0.00","2.00","0.00"
"2006","March","3","37","Putnam","1.00","8.00","4.00","2.00","2.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","7.00","4.00","2.00","2.00","0.00"
