"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"12831","State National Insurance Company, Inc.","0","0","0","0","0","5.4969505","35","2020"
"12475","Republic-Franklin Insurance Company","0","0","0","1","1","5.1473425","36","2020"
"42447","National General Assurance Company","0","0","4","2","6","5.1357735","37","2020"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","5.1072985","38","2020"
"19240","Allstate Indemnity Company","0","0","0","10","10","5.07099","39","2020"
"32220","21st Century North America Insurance Company","0","0","0","0","0","4.938621","40","2020"
"10071","Encompass Insurance Company of America","0","0","0","0","0","4.875515","41","2020"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","1","1","4.85041","42","2020"
"14788","NGM Insurance Company","0","0","0","0","0","4.8068005","43","2020"
"28188","TravCo Insurance Company","0","0","0","1","1","4.281389","44","2020"
"15210","Sterling Insurance Company","0","0","0","0","0","4.0723715","45","2020"
"15130","Encompass Indemnity Company","0","0","0","0","0","3.5725305","46","2020"
"10723","Nationwide Assurance Company","0","0","1","0","1","3.5088085","47","2020"
"12287","Amica Property and Casualty Insurance Company","0","0","0","0","0","3.320081","48","2020"
"25615","Charter Oak Fire Insurance Company","0","0","0","1","1","2.444103","49","2020"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.1023325","50","2020"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","2","2","1.9678275","51","2020"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.962679","52","2020"
"10806","Farmers New Century Insurance Company","0","0","0","0","0","1.9530705","53","2020"
"25232","21st Century Advantage Insurance Company","0","0","0","2","2","1.716485","54","2020"
"23450","American Family Home Insurance Company","0","0","0","0","0","1.5555775","55","2020"
"22357","Hartford Accident and Indemnity Company","0","0","0","2","2","1.359063","56","2020"
"29963","United Farm Family Insurance Company","0","0","0","0","0","1.310182","57","2020"
"31534","Citizens Insurance Company of America","0","0","0","1","1","1.221765","58","2020"
"25658","Travelers Indemnity Company","0","0","0","1","1","1.2021595","59","2020"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.183372","60","2020"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","1.13637","61","2020"
"32603","Berkley Insurance Company","0","0","0","0","0","1.1139985","62","2020"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.083949","63","2020"
"32786","Progressive Specialty Insurance Company","0.00760709","2","15","31","48","262.9126385","64","2020"
"22055","GEICO Indemnity Company","0.007985047","9","32","159","200","1127.106761","65","2020"
"27998","Travelers Home and Marine Insurance Company","0.009631894","1","4","1","6","103.8217445","66","2020"
"21253","Garrison Property and Casualty Insurance Company","0.011781213","1","3","18","22","84.880905","67","2020"
"11851","Progressive Advanced Insurance Company","0.013080005","6","24","85","115","458.7154385","68","2020"
"22063","Government Employees Insurance Company","0.013713727","10","46","84","140","729.1963625","69","2020"
"30104","Hartford Underwriters Insurance Company","0.013899449","1","5","12","18","71.945297","70","2020"
"38130","Travelers Personal Insurance Company","0.01508837","5","6","24","35","331.3810655","71","2020"
"23760","Nationwide General Insurance Company","0.01514812","1","2","14","17","66.0147925","72","2020"
"11105","A. Central Insurance Company","0.0157401","1","4","8","13","63.5319965","73","2020"
"43478","Utica National Insurance Company of Texas","0.016423591","1","1","4","6","60.8880235","74","2020"
"36447","LM General Insurance Company","0.016981975","9","24","77","110","529.9736775","75","2020"
"24279","Progressive Max Insurance Company","0.017239453","4","18","42","64","232.0259225","76","2020"
"26093","Nationwide Affinity Insurance Company of America","0.018840096","2","4","12","18","106.1565715","77","2020"
"35882","GEICO General Insurance Company","0.018931724","49","109","344","502","2588.248149","78","2020"
"26298","Farmers Property and Casualty Insurance Company","0.019818448","1","3","2","6","50.4580375","79","2020"
"36145","Travelers Personal Security Insurance Company","0.021045535","1","0","6","7","47.516016","80","2020"
"40169","Farmers Casualty Insurance Company","0.021628082","1","0","2","3","46.236185","81","2020"
"19704","American States Insurance Company","0.022680199","3","3","13","19","132.2739735","82","2020"
"29688","Allstate Fire and Casualty Insurance Company","0.023164005","26","59","131","216","1122.431111","83","2020"
"14834","New York Central Mutual Fire Insurance Company","0.024447925","8","21","39","68","327.22613","84","2020"
"21687","Mid-Century Insurance Company","0.02631372","2","2","18","22","76.005977","85","2020"
"10212","Allmerica Financial Alliance Insurance Company","0.029733145","2","4","3","9","67.264999","86","2020"
"24260","Progressive Casualty Insurance Company","0.031143335","19","30","93","142","610.082385","87","2020"
"23035","Liberty Mutual Fire Insurance Company","0.031595247","5","6","23","34","158.251649","88","2020"
"25453","Nationwide Insurance Company of America","0.031855996","1","0","3","4","31.3912645","89","2020"
"37915","Essentia Insurance Company","0.036000947","1","1","0","2","27.777047","90","2020"
"12873","Privilege Underwriters Reciprocal Exchange","0.036386529","1","0","0","1","27.482698","91","2020"
"23787","Nationwide Mutual Insurance Company","0.037085012","2","0","4","6","53.9301425","92","2020"
"25178","State Farm Mutual Automobile Insurance Company","0.037563659","60","113","191","364","1597.288478","93","2020"
"34339","Farmers Group Property and Casualty Insurance Company","0.039762245","4","2","9","15","100.5979415","94","2020"
"29742","Integon National Insurance Company","0.040683881","2","7","30","39","49.1595185","95","2020"
"10677","Cincinnati Insurance Company","0.041240445","1","1","1","3","24.248041","96","2020"
"25941","United Services Automobile Association","0.041541989","5","5","8","18","120.36015","97","2020"
"26263","Erie Insurance Company","0.041563979","3","8","13","24","72.1778825","98","2020"
"11908","Mercury Casualty Company","0.042310319","1","1","6","8","23.634896","99","2020"
"38288","Hartford Insurance Company of Illinois","0.043257429","1","1","4","6","23.1174165","100","2020"
"33600","LM Insurance Corporation","0.04870295","1","0","6","7","20.532637","101","2020"
"30210","Esurance Property and Casualty Insurance Company","0.053542976","2","3","16","21","37.353172","102","2020"
"12130","New South Insurance Company","0.05682599","3","10","14","27","52.792745","103","2020"
"17230","Allstate Property and Casualty Insurance Company","0.060888532","10","8","25","43","164.2345385","104","2020"
"19976","Amica Mutual Insurance Company","0.067537828","5","2","6","13","74.032585","105","2020"
"25712","Esurance Insurance Company","0.068013691","3","2","14","19","44.1087665","106","2020"
"29424","Hartford Casualty Insurance Company","0.072997956","2","0","2","4","27.3980275","107","2020"
"10914","Kemper Independence Insurance Company","0.075019485","3","4","12","19","39.9896105","108","2020"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0.07502192","1","0","3","4","13.3294375","109","2020"
"37770","CSAA General Insurance Company","0.077703706","1","3","4","8","12.869399","110","2020"
"25968","USAA Casualty Insurance Company","0.077942106","10","7","27","44","128.300356","111","2020"
"34789","21st Century Centennial Insurance Company","0.084270035","2","2","6","10","23.7332285","112","2020"
"19232","Allstate Insurance Company","0.098914687","53","28","87","168","535.815272","113","2020"
"25976","Utica Mutual Insurance Company","0.100984477","1","0","0","1","9.902512","114","2020"
"16322","Progressive Direct Insurance Company","0.119333383","2","4","14","20","16.7597695","115","2020"
"23728","National General Insurance Company","0.11949229","2","1","7","10","16.7374815","116","2020"
"40703","Unitrin Safeguard Insurance Company","0.125670967","4","3","12","19","31.8291495","117","2020"
"10111","American Bankers Insurance Company of Florida","0.129787378","1","1","1","3","7.7049095","118","2020"
"18600","USAA General Indemnity Company","0.131046782","14","8","21","43","106.832078","119","2020"
"12504","AMERICAN FAMILY CONNECT INSURANCE COMPANY","0.134737441","2","1","5","8","14.843684","120","2020"
"25143","State Farm Fire and Casualty Company","0.146894166","18","8","23","49","122.537201","121","2020"
"10839","Country-Wide Insurance Company","0.183622339","14","12","36","62","76.2434465","122","2020"
"23060","Tri-State Consumer Insurance Company","0.191283364","3","3","14","20","15.6835385","123","2020"
"25275","Plymouth Rock Assurance Corporation of New York","0.260034078","5","2","12","19","19.228249","124","2020"
"11000","Sentinel Insurance Company, Ltd.","0.266252626","1","0","0","1","3.7558315","125","2020"
"25682","Travelers Indemnity Company of Connecticut","0.288901613","1","0","0","1","3.461386","126","2020"
"11044","National General Insurance Online, Inc.","0.298916331","8","2","3","13","26.763342","127","2020"
"37648","Permanent General Assurance Corporation","0.320775353","3","5","2","10","9.3523395","128","2020"
"18058","Philadelphia Indemnity Insurance Company","0.441444729","2","1","3","6","4.5305785","129","2020"
"10072","Encompass Property and Casualty Company","0.511813814","1","0","0","1","1.9538355","130","2020"
"19682","Hartford Fire Insurance Company","0.752722409","1","0","1","2","1.328511","131","2020"
"20052","National Liability & Fire Insurance Company","0.933083889","2","2","2","6","2.14343","132","2020"
"27138","Midvale Indemnity Company","0.935637934","1","0","1","2","1.0687895","133","2020"
"27120","Trumbull Insurance Company","1.504842206","1","0","1","2","0.6645215","134","2020"
"10921","CSAA Fire & Casualty Insurance Company","2.463051154","2","2","3","7","0.812001","135","2020"
"26263","Erie Insurance Company","0","0","5","15","20","71.35","1","2019"
"30104","Hartford Underwriters Insurance Company","0","0","4","11","15","68.62","2","2019"
"11105","A. Central Insurance Company","0","0","4","9","13","62.81","3","2019"
"10052","Chubb National Insurance Company","0","0","1","1","2","59.45","4","2019"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","3","2","5","37.45","5","2019"
"42919","Progressive Northwestern Insurance Company","0","0","5","5","10","35.03","6","2019"
"13026","Main Street America Protection Insurance Company","0","0","0","1","1","34.54","7","2019"
"34789","21st Century Centennial Insurance Company","0","0","1","3","4","29.94","8","2019"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","3","0","3","24.3","9","2019"
"11908","Mercury Casualty Company","0","0","5","7","12","23.51","10","2019"
"11252","Encompass Home and Auto Insurance Company","0","0","0","3","3","21.59","11","2019"
"13803","Farm Family Casualty Insurance Company","0","0","4","1","5","21.53","12","2019"
"23760","Nationwide General Insurance Company","0","0","0","2","2","19.19","13","2019"
"33600","LM Insurance Corporation","0","0","1","3","4","18.48","14","2019"
"12901","Merchants Preferred Insurance Company","0","0","1","1","2","17.68","15","2019"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","17.67","16","2019"
"16322","Progressive Direct Insurance Company","0","0","6","7","13","15.81","17","2019"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0","0","0","1","1","14.56","18","2019"
"23582","Harleysville Insurance Company","0","0","2","0","2","14.47","19","2019"
"20303","Great Northern Insurance Company","0","0","0","0","0","14.39","20","2019"
"23728","National General Insurance Company","0","0","1","3","4","14.36","21","2019"
"36587","Plymouth Rock Assurance Preferred Corporation","0","0","1","1","2","14.35","22","2019"
"36137","Travelers Commercial Insurance Company","0","0","0","1","1","11.44","23","2019"
"33588","First Liberty Insurance Corporation","0","0","1","0","1","10.71","24","2019"
"37478","Hartford Insurance Company of the Midwest","0","0","1","1","2","10.26","25","2019"
"21261","Electric Insurance Company","0","0","0","1","1","9.37","26","2019"
"29068","AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY","0","0","2","3","5","9.16","27","2019"
"29939","Main Street America Assurance Company","0","0","3","1","4","8.6","28","2019"
"12831","State National Insurance Company, Inc.","0","0","0","0","0","8.33","29","2019"
"37648","Permanent General Assurance Corporation","0","0","0","6","6","8.27","30","2019"
"40649","Economy Premier Assurance Company","0","0","0","0","0","8.01","31","2019"
"12777","Chubb Indemnity Insurance Company","0","0","0","1","1","7.37","32","2019"
"25909","Unitrin Preferred Insurance Company","0","0","1","0","1","7.09","33","2019"
"10022","Countryway Insurance Company","0","0","1","4","5","6.71","34","2019"
"16063","Unitrin Auto and Home Insurance Company","0","0","0","0","0","6.67","35","2019"
"25623","Phoenix Insurance Company","0","0","0","0","0","6.62","36","2019"
"10226","Unitrin Direct Insurance Company","0","0","0","0","0","6.61","37","2019"
"19240","Allstate Indemnity Company","0","0","0","3","3","6.47","38","2019"
"32220","21st Century North America Insurance Company","0","0","1","1","2","6.44","39","2019"
"23469","American Modern Home Insurance Company","0","0","2","1","3","5.95","40","2019"
"10071","Encompass Insurance Company of America","0","0","0","1","1","5.91","41","2019"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","5.88","42","2019"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","5.82","43","2019"
"14788","NGM Insurance Company","0","0","0","1","1","5.53","44","2019"
"42447","National General Assurance Company","0","0","0","0","0","5.3","45","2019"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","0","0","0","5.28","46","2019"
"28188","TravCo Insurance Company","0","0","0","0","0","4.88","47","2019"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","4.54","48","2019"
"15130","Encompass Indemnity Company","0","0","0","1","1","4.3","49","2019"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","0","0","3.98","50","2019"
"15210","Sterling Insurance Company","0","0","0","1","1","3.98","51","2019"
"10723","Nationwide Assurance Company","0","0","1","1","2","3.65","52","2019"
"20052","National Liability & Fire Insurance Company","0","0","0","3","3","3.05","53","2019"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","0","0","2.82","54","2019"
"25615","Charter Oak Fire Insurance Company","0","0","0","0","0","2.79","55","2019"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","2.25","56","2019"
"10806","Farmers New Century Insurance Company","0","0","0","0","0","2.23","57","2019"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.22","58","2019"
"25232","21st Century Advantage Insurance Company","0","0","1","0","1","2.2","59","2019"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.93","60","2019"
"22357","Hartford Accident and Indemnity Company","0","0","0","0","0","1.64","61","2019"
"31534","Citizens Insurance Company of America","0","0","0","0","0","1.55","62","2019"
"19682","Hartford Fire Insurance Company","0","0","0","0","0","1.53","63","2019"
"38628","Progressive Northern Insurance Company","0","0","0","0","0","1.45","64","2019"
"25658","Travelers Indemnity Company","0","0","1","2","3","1.42","65","2019"
"24414","General Casualty Company of Wisconsin","0","0","0","0","0","1.41","66","2019"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.32","67","2019"
"41513","Foremost Signature Insurance Company","0","0","0","0","0","1.24","68","2019"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.24","69","2019"
"42404","Liberty Insurance Corporation","0","0","0","1","1","1.23","70","2019"
"21709","Truck Insurance Exchange","0","0","0","0","0","1.23","71","2019"
"21164","Dairyland Insurance Company","0","0","0","0","0","1.2","72","2019"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.12","73","2019"
"41483","Farmington Casualty Company","0","0","0","1","1","1.06","74","2019"
"22268","Infinity Insurance Company","0","0","0","1","1","1.03","75","2019"
"35882","GEICO General Insurance Company","0","5","12","45","62","2654.76","76","2019"
"22063","Government Employees Insurance Company","0","3","43","65","111","743.44","77","2019"
"22055","GEICO Indemnity Company","0.01","6","57","137","200","1177.2","78","2019"
"12583","Adirondack Insurance Exchange","0.01","1","8","11","20","108.29","79","2019"
"14834","New York Central Mutual Fire Insurance Company","0.01","3","18","34","55","313.81","80","2019"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.01","1","4","4","9","101.71","81","2019"
"11851","Progressive Advanced Insurance Company","0.01","5","23","64","92","420.53","82","2019"
"38130","Travelers Personal Insurance Company","0.01","4","5","10","19","306.47","83","2019"
"10212","Allmerica Financial Alliance Insurance Company","0.01","1","3","5","9","71.33","84","2019"
"23035","Liberty Mutual Fire Insurance Company","0.02","3","10","15","28","191.23","85","2019"
"32786","Progressive Specialty Insurance Company","0.02","4","17","35","56","254.22","86","2019"
"23787","Nationwide Mutual Insurance Company","0.02","1","4","7","12","61.37","87","2019"
"27998","Travelers Home and Marine Insurance Company","0.02","2","6","7","15","120.5","88","2019"
"36447","LM General Insurance Company","0.02","8","18","66","92","420.2","89","2019"
"24279","Progressive Max Insurance Company","0.02","4","21","39","64","201.16","90","2019"
"16233","Erie Insurance Company of New York","0.02","1","5","10","16","49.87","91","2019"
"26093","Nationwide Affinity Insurance Company of America","0.02","3","9","19","31","130.8","92","2019"
"19976","Amica Mutual Insurance Company","0.02","2","2","3","7","84.84","93","2019"
"19704","American States Insurance Company","0.02","3","12","16","31","123.58","94","2019"
"25941","United Services Automobile Association","0.02","3","4","9","16","120.03","95","2019"
"21687","Mid-Century Insurance Company","0.03","2","8","17","27","76.76","96","2019"
"25712","Esurance Insurance Company","0.03","1","4","11","16","37.98","97","2019"
"15024","Preferred Mutual Insurance Company","0.03","2","4","10","16","67.17","98","2019"
"25674","Travelers Property Casualty Company of America","0.03","1","1","3","5","32.37","99","2019"
"25178","State Farm Mutual Automobile Insurance Company","0.03","51","119","145","315","1595.57","100","2019"
"30210","Esurance Property and Casualty Insurance Company","0.03","1","0","8","9","30.65","101","2019"
"29424","Hartford Casualty Insurance Company","0.03","1","1","6","8","30.24","102","2019"
"24260","Progressive Casualty Insurance Company","0.04","22","48","74","144","607.65","103","2019"
"29688","Allstate Fire and Casualty Insurance Company","0.04","39","66","135","240","1047.76","104","2019"
"19402","AIG Property Casualty Company","0.04","1","1","3","5","26.61","105","2019"
"40169","Metropolitan Casualty Insurance Company","0.04","2","0","3","5","50.92","106","2019"
"37915","Essentia Insurance Company","0.04","1","0","0","1","23.83","107","2019"
"36145","Travelers Personal Security Insurance Company","0.04","2","3","5","10","47.35","108","2019"
"18600","USAA General Indemnity Company","0.05","5","10","22","37","106.04","109","2019"
"40231","Old Dominion Insurance Company","0.05","1","1","2","4","20.79","110","2019"
"25453","Nationwide Insurance Company of America","0.05","2","0","5","7","38.45","111","2019"
"40703","Unitrin Safeguard Insurance Company","0.05","1","2","0","3","18.86","112","2019"
"25968","USAA Casualty Insurance Company","0.06","7","4","13","24","123.02","113","2019"
"29742","Integon National Insurance Company","0.06","4","16","19","39","66.19","114","2019"
"11044","National General Insurance Online, Inc.","0.07","3","8","5","16","44.12","115","2019"
"23060","Tri-State Consumer Insurance Company","0.07","1","6","20","27","14.19","116","2019"
"17230","Allstate Property and Casualty Insurance Company","0.07","13","6","19","38","184.12","117","2019"
"43478","Utica National Insurance Company of Texas","0.07","4","2","7","13","54.73","118","2019"
"25275","Plymouth Rock Assurance Corporation of New York","0.08","2","5","9","16","26.32","119","2019"
"25143","State Farm Fire and Casualty Company","0.08","11","12","33","56","143.01","120","2019"
"38288","Hartford Insurance Company of Illinois","0.08","2","0","3","5","25.49","121","2019"
"25976","Utica Mutual Insurance Company","0.1","1","0","2","3","10.08","122","2019"
"10914","Kemper Independence Insurance Company","0.1","5","3","6","14","49.34","123","2019"
"12504","AMERICAN FAMILY CONNECT INSURANCE COMPANY","0.1","2","2","3","7","19.54","124","2019"
"10677","Cincinnati Insurance Company","0.1","2","0","0","2","19.42","125","2019"
"12130","New South Insurance Company","0.11","8","5","11","24","73.58","126","2019"
"21253","Garrison Property and Casualty Insurance Company","0.12","10","7","24","41","80.64","127","2019"
"11215","SAFECO Insurance Company of Indiana","0.15","3","3","3","9","20.62","128","2019"
"20230","Central Mutual Insurance Company","0.16","1","0","0","1","6.24","129","2019"
"19232","Allstate Insurance Company","0.16","95","44","77","216","587.17","130","2019"
"12287","Amica Property and Casualty Insurance Company","0.2","1","0","2","3","5.02","131","2019"
"18058","Philadelphia Indemnity Insurance Company","0.23","1","2","0","3","4.41","132","2019"
"37770","CSAA General Insurance Company","0.29","4","1","3","8","13.63","133","2019"
"10839","Country-Wide Insurance Company","0.37","32","26","57","115","87.26","134","2019"
"10111","American Bankers Insurance Company of Florida","0.41","3","0","3","6","7.35","135","2019"
"23450","American Family Home Insurance Company","0.69","1","0","1","2","1.46","136","2019"
"10921","CSAA Fire & Casualty Insurance Company","0.87","2","2","4","8","2.29","137","2019"
"24740","SAFECO Insurance Company of America","1.02","1","0","2","3","0.98","138","2019"
"10674","Harleysville Insurance Company of New York","6.32","2","0","0","2","0.32","139","2019"
"12583","Adirondack Insurance Exchange","0","0","8","5","13","99.11","1","2018"
"34339","Metropolitan Group Property and Casualty Insurance Company","0","0","2","6","8","98.77","2","2018"
"19976","Amica Mutual Insurance Company","0","0","3","8","11","83.43","3","2018"
"10212","Allmerica Financial Alliance Insurance Company","0","0","1","11","12","70.54","4","2018"
"23787","Nationwide Mutual Insurance Company","0","0","2","5","7","67.87","5","2018"
"15024","Preferred Mutual Insurance Company","0","0","5","2","7","65.87","6","2018"
"10052","Chubb National Insurance Company","0","0","1","1","2","55.33","7","2018"
"11105","A. Central Insurance Company","0","0","3","11","14","54.66","8","2018"
"43478","Utica National Insurance Company of Texas","0","0","4","3","7","49.52","9","2018"
"25453","Nationwide Insurance Company of America","0","0","2","2","4","45.98","10","2018"
"16233","Erie Insurance Company of New York","0","0","3","5","8","45.08","11","2018"
"36145","Travelers Personal Security Insurance Company","0","0","4","3","7","43.16","12","2018"
"42919","Progressive Northwestern Insurance Company","0","0","4","3","7","33.92","13","2018"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","0","2","2","27.53","14","2018"
"40231","Old Dominion Insurance Company","0","0","4","3","7","25.09","15","2018"
"11215","SAFECO Insurance Company of Indiana","0","0","1","7","8","24.94","16","2018"
"13026","Main Street America Protection Insurance Company","0","0","0","0","0","24.49","17","2018"
"30210","Esurance Property and Casualty Insurance Company","0","0","0","6","6","23.54","18","2018"
"13803","Farm Family Casualty Insurance Company","0","0","0","2","2","22.89","19","2018"
"11252","Encompass Home and Auto Insurance Company","0","0","1","4","5","21.99","20","2018"
"37915","Essentia Insurance Company","0","0","2","1","3","20.98","21","2018"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","1","0","1","20.27","22","2018"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","19.09","23","2018"
"34789","21st Century Centennial Insurance Company","0","0","0","4","4","16.99","24","2018"
"12901","Merchants Preferred Insurance Company","0","0","0","2","2","15.96","25","2018"
"23582","Harleysville Insurance Company","0","0","1","0","1","15.9","26","2018"
"20303","Great Northern Insurance Company","0","0","1","0","1","15.29","27","2018"
"10677","Cincinnati Insurance Company","0","0","0","0","0","14.53","28","2018"
"23060","Tri-State Consumer Insurance Company","0","0","4","20","24","13.72","29","2018"
"36137","Travelers Commercial Insurance Company","0","0","1","0","1","12.98","30","2018"
"37478","Hartford Insurance Company of the Midwest","0","0","0","1","1","11.74","31","2018"
"29068","IDS Property Casualty Insurance Company","0","0","2","2","4","10.23","32","2018"
"23728","National General Insurance Company","0","0","0","2","2","10.02","33","2018"
"25976","Utica Mutual Insurance Company","0","0","0","2","2","9.93","34","2018"
"21261","Electric Insurance Company","0","0","0","1","1","9.55","35","2018"
"40649","Economy Premier Assurance Company","0","0","0","0","0","8.96","36","2018"
"25909","Unitrin Preferred Insurance Company","0","0","1","0","1","8.05","37","2018"
"19240","Allstate Indemnity Company","0","0","1","4","5","7.91","38","2018"
"25623","Phoenix Insurance Company","0","0","0","1","1","7.82","39","2018"
"10226","Unitrin Direct Insurance Company","0","0","0","2","2","7.7","40","2018"
"32220","21st Century North America Insurance Company","0","0","1","4","5","7.65","41","2018"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","6.84","42","2018"
"10071","Encompass Insurance Company of America","0","0","0","0","0","6.83","43","2018"
"10022","Countryway Insurance Company","0","0","0","5","5","6.63","44","2018"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","6.32","45","2018"
"14788","NGM Insurance Company","0","0","1","1","2","6.17","46","2018"
"36587","Plymouth Rock Assurance Preferred Corporation","0","0","0","0","0","6.03","47","2018"
"23469","American Modern Home Insurance Company","0","0","0","0","0","5.95","48","2018"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","1","0","1","5.76","49","2018"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","5.74","50","2018"
"20230","Central Mutual Insurance Company","0","0","1","0","1","5.54","51","2018"
"28188","TravCo Insurance Company","0","0","0","1","1","5.53","52","2018"
"42447","National General Assurance Company","0","0","0","2","2","5.4","53","2018"
"40703","Unitrin Safeguard Insurance Company","0","0","0","0","0","5.19","54","2018"
"37648","Permanent General Assurance Corporation","0","0","1","4","5","5.18","55","2018"
"15130","Encompass Indemnity Company","0","0","0","0","0","5.07","56","2018"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","0","0","4.51","57","2018"
"25054","Hudson Insurance Company","8.9173","3","0","2","5","0.336","176","2009"
"20052","National Liability & Fire Insurance Company","0","0","0","6","6","4.08","58","2018"
"10723","Nationwide Assurance Company","0","0","0","0","0","3.93","59","2018"
"15210","Sterling Insurance Company","0","0","0","2","2","3.49","60","2018"
"25615","Charter Oak Fire Insurance Company","0","0","0","1","1","3.15","61","2018"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","0","0","3.12","62","2018"
"25232","21st Century Advantage Insurance Company","0","0","0","1","1","2.71","63","2018"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","2.61","64","2018"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.36","65","2018"
"10806","Farmers New Century Insurance Company","0","0","1","0","1","2.34","66","2018"
"41513","Foremost Signature Insurance Company","0","0","0","1","1","2.07","67","2018"
