"type","body_of_water","mile","shore","accomodation","accomodation_url","phone_number","dock","dock_url","distance_from_dock","latitude","longitude","georeference"
"lodging","champlain","25.00","west","Dovegate Inn B&B","http://www.dovegateinn.com","(518) 695-3699","Schuyler Yacht Basin","http://www.clarkssteakhouse.com","0.5 miles","43.102764","-73.579868","POINT (-73.579868 43.102764)"
"camping","champlain","25.00","west","Schuyler Yacht Basin RV Park","http://www.clarkssteakhouse.com","(518) 695-3193","dedicated dock",,"200 feet","43.09710","-73.57523","POINT (-73.57523 43.0971)"
"lodging","champlain","36.93","east","Spring Motor Inn","https://www.glensfalls.com/business/the-historic-inn-of-fort-edward-5633","(518) 747-0556","Fort Edward Yacht Basin","http://villageoffortedward.com/Attractions/YachtBasin","0.3 miles","43.272514","-73.588438","POINT (-73.588438 43.272514)"
"lodging","champlain","49.38","west","From the Heart Motel","https://www.iloveny.com/listing/from-the-heart-motel/13934","(518) 639-4411","Fort Ann Public Docks","http://www.canals.ny.gov/wwwapps/boating/marinas.aspx#champlain","0.3 miles","43.410962","-73.488610","POINT (-73.48861 43.410962)"
"lodging","cayuga-seneca_sf-sl","12.45","west","The Gridly Inn B&B","http://www.thegridleyinn.com","(315) 539-5192","Oak Island Park","https://cdn-map1.nucloud.com/nucloudmap/index.html?map=49&marker=853&zoom=4&x=1604.5625&y=-1228","0.3 miles","42.904856","-76.864625","POINT (-76.864625 42.904856)"
"camping","cayuga-seneca_sf-sl","13.05","west","Waterloo Harbor Campground","http://www.waterlooharbor.com","(315) 539-8848","dedicated dock",,"200 feet","42.900827","-76.880131","POINT (-76.880131 42.900827)"
"lodging","cayuga-seneca_sf-sl","17.53","west","Hampton Inn","http://hamptoninn3.hilton.com/en/hotels/new-york/hampton-inn-geneva-GVANYHX/index.html","(315) 781-2035","Geneva public docks","http://www.downtowngeneva.org/lakefront.html","0.4 miles","42.870329","-76.979973","POINT (-76.979973 42.870329)"
"lodging","cayuga-seneca_sf-sl","17.53","west","Geneva Ramada","https://www.wyndhamhotels.com/ramada/geneva-new-york/ramada-geneva-lakefront/overview","(315) 789-0400","Geneva public docks","http://www.downtowngeneva.org/lakefront.html","300 feet","42.866470","-76.979479","POINT (-76.979479 42.86647)"
"lodging","cayuga-seneca_sf-sl","18.69","west","Geneva on the Lake","http://www.genevaonthelake.com","(315) 789-7190","dedicated dock",,"700 feet","42.848465","-76.979589","POINT (-76.979589 42.848465)"
"lodging","cayuga-seneca_sf-sl","20.63","east","Locke's Glen on the Lake","http://lockesglen.com","(315) 585-6360","dedicated dock",,"100 feet","42.821382","-76.938386","POINT (-76.938386 42.821382)"
"lodging","cayuga-seneca_sf-sl","20.95","west","Waters Edge B&B","https://www.watersedgefingerlakes.com","(315) 325-4431","Roy's Marina","http://www.roysmarina.net","0.15 miles","42.816481","-76.976933","POINT (-76.976933 42.816481)"
"lodging","cayuga-seneca_sf-sl","22.96","east","Yale Manor B&B","http://www.yalemanor.com","(315) 585-2208","dedicated dock",,"0.3 miles","42.791462","-76.927401","POINT (-76.927401 42.791462)"
"lodging","cayuga-seneca_sf-sl","23.91","east","Seneca Lake Vacation Rental","http://www.fingerlakesvacationrentals.net","(315) 440-4191","dedicated dock",,"100 feet","42.775779","-76.926582","POINT (-76.926582 42.775779)"
"camping","cayuga-seneca_sf-sl","27.79","east","Sampson State Park, camping","https://parks.ny.gov/parks/154","(315) 585-6392","dedicated dock",,"0.4 miles","42.733719","-76.914866","POINT (-76.914866 42.733719)"
"camping","cayuga-seneca_sf-sl","34.70","west","Back-Achers Campsites","http://www.backacherscampsites.com","(607) 243-7926","dedicated dock",,"500 feet","42.627277","-76.921831","POINT (-76.921831 42.627277)"
"lodging","cayuga-seneca_sf-sl","35.43","west","Miles Wine Cellars B&B","http://mileswinecellars.com/","(607) 243-7742","dedicated dock",,"200 feet","42.617300","-76.920803","POINT (-76.920803 42.6173)"
"lodging","cayuga-seneca_sf-sl","36.66","west","Showboat Motel","http://www.showboat-motel.com","(607) 243-7434","dedicated dock",,"200 feet","42.598924","-76.921184","POINT (-76.921184 42.598924)"
"lodging","cayuga-seneca_sf-sl","40.20","west","Great-Getaway at Seneca Lake","http://www.great-getaway.com","(607) 733-2341","dedicated dock",,"150 feet","42.548643","-76.911147","POINT (-76.911147 42.548643)"
"lodging","cayuga-seneca_sf-sl","42.10","west","Sunrise Landing B&B","http://www.sunriselandingbb.com","(607) 243-7548","dedicated dock",,"50 feet","42.523743","-76.912421","POINT (-76.912421 42.523743)"
"lodging","cayuga-seneca_sf-sl","19.32","west","Belhurst Castle","http://www.belhurst.com","(315) 781-0201","dedicated dock",,"300 feet","42.839266","-76.975090","POINT (-76.97509 42.839266)"
"lodging","cayuga-seneca_sf-sl","8.16","west","Laura Hubbell House B&B","https://www.hubbellbb.com","(315) 712-4382","dedicated dock",,"100 feet","42.913445","-76.794638","POINT (-76.794638 42.913445)"
"lodging","cayuga-seneca_sf-sl","8.74","west","Barrister's B&B","http://www.sleepbarristers.com/","(800) 914-0145","Seneca Falls Canal Harbor","http://www.senecafalls.com","0.5 miles","42.914809","-76.793927","POINT (-76.793927 42.914809)"
"lodging","cayuga-seneca_sf-sl","8.74","west","The Gould Hotel","http://www.thegouldhotel.com/","(315) 712-4000","Seneca Falls Canal Harbor","http://www.senecafalls.com","500 feet","42.910752","-76.798882","POINT (-76.798882 42.910752)"
"lodging","cayuga-seneca_sf-sl","10.52","west","Microtel Inn & Suites","http://www.microtelinn.com/hotels/new-york/seneca-falls/microtel-inn-and-suites-seneca-falls/hotel-overview","(315) 539-8438","Seneca County Chamber docks","http://fingerlakescentral.com/seneca-county-chamber-of-commerce","0.2 miles","42.902485","-76.833612","POINT (-76.833612 42.902485)"
"lodging","cayuga-seneca_sf-sl","50.46","west","Anchor Inn and Marina","http://www.anchorinn-marina.com","(607) 535-4159","dedicated dock",,"250 feet","42.399427","-76.885822","POINT (-76.885822 42.399427)"
"lodging","cayuga-seneca_sf-sl","51.09","west","Admiral Peabody's Lakeside Lodging","http://www.admiralpeabodys.com","(607) 535-9843","dedicated dock",,"150 feet","42.392940","-76.882035","POINT (-76.882035 42.39294)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Harbor Hotel","http://www.watkinsglenharborhotel.com","(607) 535-6116","Village Marina","http://www.village-marina.com/","400 feet","42.383238","-76.873988","POINT (-76.873988 42.383238)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Hudson Manor B&B","http://www.hudsonmanorbnb.com","(607) 535-5333","Village Marina","http://www.village-marina.com","0.5 miles","42.388229","-76.880074","POINT (-76.880074 42.388229)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Lake Valley Legends B&B","https://lakevalleylegendswg.com","(607) 210-4106","Village Marina","http://www.village-marina.com","0.5 miles","42.384739","-76.879514","POINT (-76.879514 42.384739)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Idlewilde Inn B&B","https://www.idlwildeinn.com","(607) 535-3081","Village Marina","http://www.village-marina.com","0.5 miles","42.382015","-76.880586","POINT (-76.880586 42.382015)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Watkins Glen Villager Motel/B&B","http://wgvillagermotel.com","(607) 535-7159","Village Marina","http://www.village-marina.com","0.3 miles","42.380910","-76.873098","POINT (-76.873098 42.38091)"
"lodging","cayuga-seneca_sf-sl","51.39","west","1892 Seneca Inn B&B","http://www.1892senecainn.com","(607) 535-7993","Village Marina","http://www.village-marina.com","0.3 miles","42.381698","-76.869289","POINT (-76.869289 42.381698)"
"lodging","cayuga-seneca_sf-sl","51.39","west","The Red Kettle Inn B&B","https://www.redkettlebb.com","(607) 210-4552","Village Marina","http://www.village-marina.com","0.4 miles","42.382234","-76.868206","POINT (-76.868206 42.382234)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Blackberry Inn B&B","http://www.theblackberryinnbb.com","(607) 535-2300","Village Marina","http://www.village-marina.com","0.4 miles","42.380048","-76.869770","POINT (-76.86977 42.380048)"
"lodging","cayuga-seneca_sf-sl","51.39","west","The Colonial Inn & Motel","http://www.colonialinntheglen.com","(607) 535-7545","Village Marina","http://www.village-marina.com","0.5 miles","42.378431","-76.872309","POINT (-76.872309 42.378431)"
"lodging","cayuga-seneca_sf-sl","51.39","west","Madison Guest House B&B","https://www.madisonguesthouse.com","(607) 342-2704","Village Marina","http://www.village-marina.com","0.5 miles","42.377892","-76.873204","POINT (-76.873204 42.377892)"
"camping","cayuga-seneca_sf-sl","51.39","west","Clute Park Campground","https://www.watkinsglen.us/clute-park-campground.php","(607) 535-4438","Village Marina","http://www.village-marina.com","0.5 miles","42.38413","-76.86042","POINT (-76.86042 42.38413)"
"lodging","cayuga-seneca_sf-sl","52.74","west","Budget Inn","http://www.budgetinnwatkinsglen.com","(607) 535-4800","Frog Hollow Marina","http://froghollowmarina.com","0.5 miles","42.369715","-76.867906","POINT (-76.867906 42.369715)"
"lodging","cayuga-seneca_sf-sl","52.74","west","Seneca Clipper Inn","https://www.senecaclipperinn.org","(607) 535-2441","Frog Hollow Marina","http://froghollowmarina.com","0.5 miles","42.370782","-76.867613","POINT (-76.867613 42.370782)"
"camping","cayuga-seneca_sf-sl","53.94","east","Montour Falls Campgrounds","https://www.villageofmontourfalls.com/municipal-marina--campground.html","(607) 210-4124","dedicated dock",,"500 feet","42.355484","-76.852785","POINT (-76.852785 42.355484)"
"lodging","cayuga-seneca_sf-sl","41.25","west","Pearl of Seneca Lake B&B","https://www.thepearlofsenecalake.com","(607) 243-5227","dedicated dock",,"150 feet","42.531540","-76.911735","POINT (-76.911735 42.53154)"
"lodging","cayuga-seneca_cl","40.27","east","Ithaca Boat House","http://www.ithacaboathouse.com","(607) 227-6882","dedicated dock",,"50 feet","42.479543","-76.509174","POINT (-76.509174 42.479543)"
"camping","cayuga-seneca_cl","33.65","west","Taughannock Falls SP, camping","https://parks.ny.gov/parks/62","(607) 387-6739","dedicated dock",,"0.5 miles","42.545800","-76.603689","POINT (-76.603689 42.5458)"
"camping","cayuga-seneca_cl","36.06","east","Myers Park, camping","http://www.lansingrec.com/content/blogcategory/3/8/","(607) 387-6739","Myers Prk/Finger Lks Marine Svc","https://www.fingerlakesmarine.com","0.5 miles","42.537500","-76.545999","POINT (-76.545999 42.5375)"
"camping","cayuga-seneca_cl","4.45","east","Cayuga Marina Outftr, camping","http://www.cayugamarinaoutfitters.com","(315) 252-5754","dedicated docks",,"50 feet","42.941978","-76.731065","POINT (-76.731065 42.941978)"
"camping","cayuga-seneca_cl","7.38","west","Cayuga Lake SP, camping","https://parks.ny.gov/parks/123","(315) 568-5163","dedicated dock",,"500 feet","42.897462","-76.749539","POINT (-76.749539 42.897462)"
"lodging","cayuga-seneca_cl","16.00","west","The Inn at Varick Winery","http://www.varickwinery.com","(315) 549-8797","Lakeshore Winery dock","http://www.lakeshorewinery.com","0.15 miles","42.777577","-76.771000","POINT (-76.771 42.777577)"
"lodging","cayuga-seneca_cl","17.73","west","Balcony View B&B","http://www.balconyviewbb.com/home.html","(315) 549-7673","dedicated dock",,"50 feet","42.755280","-76.769168","POINT (-76.769168 42.75528)"
"lodging","cayuga-seneca_cl","17.78","east","Annie's Guest House","http://aghaurora.com","(315) 406-6501","Inns of Aurora dock","http://innsofaurora.com","0.2 miles","42.757373","-76.703251","POINT (-76.703251 42.757373)"
"lodging","cayuga-seneca_cl","17.78","east","Aurora Main Stays","http://auroramainstays.com","(315) 364-5408","Inns of Aurora dock","http://innsofaurora.com","0.15 miles","42.756129","-76.702852","POINT (-76.702852 42.756129)"
"lodging","cayuga-seneca_cl","17.78","east","Inns of Aurora","http://innsofaurora.com","(315) 364-8888","dedicated dock",,"400 feet","42.754534","-76.702777","POINT (-76.702777 42.754534)"
"lodging","cayuga-seneca_cl","19.22","west","Buttonwood Grove","http://buttonwoodgrove.com","(607) 869-9760","dedicated dock",,"0.3 miles","42.732285","-76.770405","POINT (-76.770405 42.732285)"
"lodging","cayuga-seneca_cl","23.50","west","The Cottage on Wyers Point","http://wyerspoint.com","(607) 532-4611","dedicated dock",,"200 feet","42.670193","-76.712283","POINT (-76.712283 42.670193)"
"lodging","cayuga-seneca_cl","23.90","west","Silver Strand at Sheldrake B&B","http://www.silverstrand.net","(607) 532-4972","dedicated dock",,"100 feet","42.666609","-76.702915","POINT (-76.702915 42.666609)"
