"year","county_of_program_location","program_category","service_type","age_group","primary_substance_group","admissions"
"2007","Albany","Crisis","Medically Monitored Withdrawal","18 thru 24","Alcohol","25"
"2007","Albany","Crisis","Medically Monitored Withdrawal","18 thru 24","All Others","1"
"2007","Albany","Crisis","Medically Monitored Withdrawal","18 thru 24","Cocaine incl Crack","4"
"2007","Albany","Crisis","Medically Monitored Withdrawal","18 thru 24","Heroin","4"
"2007","Albany","Crisis","Medically Monitored Withdrawal","18 thru 24","Marijuana incl Hashish","9"
"2007","Albany","Inpatient","Inpatient Rehabilitation","55 and Older","Alcohol","57"
"2007","Albany","Inpatient","Inpatient Rehabilitation","55 and Older","Cocaine incl Crack","12"
"2007","Albany","Inpatient","Inpatient Rehabilitation","55 and Older","Heroin","5"
"2007","Albany","Inpatient","Inpatient Rehabilitation","55 and Older","Other Opioids","3"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","Alcohol","144"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","All Others","3"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","Cocaine incl Crack","67"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","Heroin","13"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","Marijuana incl Hashish","6"
"2007","Albany","Inpatient","Inpatient Rehabilitation","45 thru 54","Other Opioids","5"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","Alcohol","161"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","All Others","3"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","Cocaine incl Crack","129"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","Heroin","21"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","Marijuana incl Hashish","15"
"2007","Albany","Inpatient","Inpatient Rehabilitation","35 thru 44","Other Opioids","11"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","Alcohol","79"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","All Others","5"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","Cocaine incl Crack","88"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","Heroin","35"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","Marijuana incl Hashish","25"
"2007","Albany","Inpatient","Inpatient Rehabilitation","25 thru 34","Other Opioids","10"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","Alcohol","27"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","All Others","2"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","Cocaine incl Crack","25"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","Heroin","16"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","Marijuana incl Hashish","33"
"2007","Albany","Inpatient","Inpatient Rehabilitation","18 thru 24","Other Opioids","2"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","45 thru 54","Heroin","8"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","45 thru 54","Other Opioids","1"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","35 thru 44","Heroin","10"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","25 thru 34","Heroin","12"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","25 thru 34","Other Opioids","2"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","18 thru 24","Heroin","8"
"2007","Albany","Opioid Treatment Program","Opioid Outpatient Treatment","18 thru 24","Other Opioids","3"
"2007","Albany","Outpatient","Outpatient Clinic","Under 18","Alcohol","49"
"2007","Albany","Outpatient","Outpatient Clinic","Under 18","All Others","4"
"2007","Albany","Outpatient","Outpatient Clinic","Under 18","Cocaine incl Crack","10"
"2007","Albany","Outpatient","Outpatient Clinic","Under 18","Marijuana incl Hashish","248"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","Alcohol","150"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","All Others","2"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","Cocaine incl Crack","13"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","Heroin","12"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","Marijuana incl Hashish","4"
"2007","Albany","Outpatient","Outpatient Clinic","55 and Older","Other Opioids","8"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","Alcohol","296"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","All Others","2"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","Cocaine incl Crack","117"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","Heroin","29"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","Marijuana incl Hashish","37"
"2007","Albany","Outpatient","Outpatient Clinic","45 thru 54","Other Opioids","17"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","Alcohol","357"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","All Others","6"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","Cocaine incl Crack","222"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","Heroin","35"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","Marijuana incl Hashish","115"
"2007","Albany","Outpatient","Outpatient Clinic","35 thru 44","Other Opioids","18"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","Alcohol","376"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","All Others","4"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","Cocaine incl Crack","137"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","Heroin","52"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","Marijuana incl Hashish","246"
"2007","Albany","Outpatient","Outpatient Clinic","25 thru 34","Other Opioids","23"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","Alcohol","185"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","All Others","2"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","Cocaine incl Crack","35"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","Heroin","21"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","Marijuana incl Hashish","284"
"2007","Albany","Outpatient","Outpatient Clinic","18 thru 24","Other Opioids","12"
"2007","Albany","Outpatient","Outpatient Rehabilitation","55 and Older","Alcohol","13"
"2007","Albany","Outpatient","Outpatient Rehabilitation","55 and Older","Cocaine incl Crack","5"
"2007","Albany","Outpatient","Outpatient Rehabilitation","55 and Older","Heroin","2"
"2007","Albany","Outpatient","Outpatient Rehabilitation","45 thru 54","Alcohol","52"
"2007","Albany","Outpatient","Outpatient Rehabilitation","45 thru 54","Cocaine incl Crack","20"
"2007","Albany","Outpatient","Outpatient Rehabilitation","45 thru 54","Heroin","12"
"2007","Albany","Outpatient","Outpatient Rehabilitation","45 thru 54","Marijuana incl Hashish","1"
"2007","Albany","Outpatient","Outpatient Rehabilitation","45 thru 54","Other Opioids","5"
"2007","Albany","Outpatient","Outpatient Rehabilitation","35 thru 44","Alcohol","57"
"2007","Albany","Outpatient","Outpatient Rehabilitation","35 thru 44","Cocaine incl Crack","39"
"2007","Albany","Outpatient","Outpatient Rehabilitation","35 thru 44","Heroin","19"
"2007","Albany","Outpatient","Outpatient Rehabilitation","35 thru 44","Marijuana incl Hashish","9"
"2007","Albany","Outpatient","Outpatient Rehabilitation","35 thru 44","Other Opioids","3"
"2007","Albany","Outpatient","Outpatient Rehabilitation","25 thru 34","Alcohol","29"
"2007","Albany","Outpatient","Outpatient Rehabilitation","25 thru 34","Cocaine incl Crack","9"
"2007","Albany","Outpatient","Outpatient Rehabilitation","25 thru 34","Heroin","14"
"2007","Albany","Outpatient","Outpatient Rehabilitation","25 thru 34","Marijuana incl Hashish","23"
"2007","Albany","Outpatient","Outpatient Rehabilitation","25 thru 34","Other Opioids","4"
"2007","Albany","Outpatient","Outpatient Rehabilitation","18 thru 24","Alcohol","7"
"2007","Albany","Outpatient","Outpatient Rehabilitation","18 thru 24","Cocaine incl Crack","2"
"2007","Albany","Outpatient","Outpatient Rehabilitation","18 thru 24","Heroin","8"
"2007","Albany","Outpatient","Outpatient Rehabilitation","18 thru 24","Marijuana incl Hashish","18"
"2007","Albany","Outpatient","Outpatient Rehabilitation","18 thru 24","Other Opioids","2"
"2007","Albany","Residential","Community Residential","55 and Older","Alcohol","3"
"2007","Albany","Residential","Community Residential","55 and Older","Cocaine incl Crack","1"
"2007","Albany","Residential","Community Residential","55 and Older","Heroin","1"
"2007","Albany","Residential","Community Residential","45 thru 54","Alcohol","20"
"2007","Albany","Residential","Community Residential","45 thru 54","Cocaine incl Crack","9"
"2007","Albany","Residential","Community Residential","45 thru 54","Heroin","3"
"2007","Albany","Residential","Community Residential","35 thru 44","Alcohol","27"
"2007","Albany","Residential","Community Residential","35 thru 44","Cocaine incl Crack","20"
"2007","Albany","Residential","Community Residential","35 thru 44","Heroin","6"
"2007","Albany","Residential","Community Residential","35 thru 44","Marijuana incl Hashish","3"
"2007","Albany","Residential","Community Residential","35 thru 44","Other Opioids","1"
"2007","Albany","Residential","Community Residential","25 thru 34","Alcohol","15"
"2007","Albany","Residential","Community Residential","25 thru 34","Cocaine incl Crack","13"
"2007","Albany","Residential","Community Residential","25 thru 34","Heroin","11"
"2007","Albany","Residential","Community Residential","25 thru 34","Marijuana incl Hashish","2"
"2007","Albany","Residential","Community Residential","25 thru 34","Other Opioids","3"
"2007","Albany","Residential","Community Residential","18 thru 24","Alcohol","4"
"2007","Albany","Residential","Community Residential","18 thru 24","Cocaine incl Crack","5"
"2007","Albany","Residential","Community Residential","18 thru 24","Heroin","2"
"2007","Albany","Residential","Community Residential","18 thru 24","Marijuana incl Hashish","4"
"2007","Albany","Residential","Intensive Residential","55 and Older","Alcohol","2"
"2007","Albany","Residential","Intensive Residential","45 thru 54","Alcohol","20"
"2007","Albany","Residential","Intensive Residential","45 thru 54","Cocaine incl Crack","7"
"2007","Albany","Residential","Intensive Residential","45 thru 54","Heroin","4"
"2007","Albany","Residential","Intensive Residential","35 thru 44","Alcohol","31"
"2007","Albany","Residential","Intensive Residential","35 thru 44","Cocaine incl Crack","27"
"2007","Albany","Residential","Intensive Residential","35 thru 44","Heroin","7"
"2007","Albany","Residential","Intensive Residential","25 thru 34","Alcohol","20"
"2007","Albany","Residential","Intensive Residential","25 thru 34","Cocaine incl Crack","29"
"2007","Albany","Residential","Intensive Residential","25 thru 34","Heroin","22"
"2007","Albany","Residential","Intensive Residential","25 thru 34","Marijuana incl Hashish","6"
"2007","Albany","Residential","Intensive Residential","25 thru 34","Other Opioids","4"
"2007","Albany","Residential","Intensive Residential","18 thru 24","Alcohol","12"
"2007","Albany","Residential","Intensive Residential","18 thru 24","All Others","1"
"2007","Albany","Residential","Intensive Residential","18 thru 24","Cocaine incl Crack","15"
"2007","Albany","Residential","Intensive Residential","18 thru 24","Heroin","8"
"2007","Albany","Residential","Intensive Residential","18 thru 24","Marijuana incl Hashish","19"
"2007","Albany","Residential","Intensive Residential","18 thru 24","Other Opioids","2"
"2007","Albany","Residential","Residential Rehab for Youth","Under 18","Alcohol","4"
"2007","Albany","Residential","Residential Rehab for Youth","Under 18","All Others","1"
"2007","Albany","Residential","Residential Rehab for Youth","Under 18","Cocaine incl Crack","5"
"2007","Albany","Residential","Residential Rehab for Youth","Under 18","Heroin","4"
"2007","Albany","Residential","Residential Rehab for Youth","Under 18","Marijuana incl Hashish","21"
"2007","Albany","Residential","Residential Rehab for Youth","18 thru 24","Alcohol","1"
"2007","Albany","Residential","Residential Rehab for Youth","18 thru 24","Marijuana incl Hashish","1"
"2007","Albany","Residential","Supportive Living","55 and Older","Alcohol","3"
"2007","Albany","Residential","Supportive Living","55 and Older","Cocaine incl Crack","1"
"2007","Albany","Residential","Supportive Living","55 and Older","Heroin","1"
"2007","Albany","Residential","Supportive Living","45 thru 54","Alcohol","18"
"2007","Albany","Residential","Supportive Living","45 thru 54","Cocaine incl Crack","8"
"2007","Albany","Residential","Supportive Living","45 thru 54","Heroin","4"
"2007","Albany","Residential","Supportive Living","35 thru 44","Alcohol","16"
"2007","Albany","Residential","Supportive Living","35 thru 44","Cocaine incl Crack","11"
"2007","Albany","Residential","Supportive Living","35 thru 44","Heroin","4"
"2007","Albany","Residential","Supportive Living","35 thru 44","Other Opioids","1"
"2007","Albany","Residential","Supportive Living","25 thru 34","Alcohol","8"
"2007","Albany","Residential","Supportive Living","25 thru 34","Cocaine incl Crack","6"
"2007","Albany","Residential","Supportive Living","25 thru 34","Heroin","3"
"2007","Albany","Residential","Supportive Living","25 thru 34","Marijuana incl Hashish","1"
"2007","Albany","Residential","Supportive Living","18 thru 24","Alcohol","5"
"2007","Albany","Residential","Supportive Living","18 thru 24","Cocaine incl Crack","4"
"2007","Albany","Residential","Supportive Living","18 thru 24","Heroin","1"
"2007","Albany","Residential","Supportive Living","18 thru 24","Marijuana incl Hashish","4"
"2007","Albany","Specialized","Specialized Outpatient - TBI","55 and Older","Alcohol","4"
"2007","Albany","Specialized","Specialized Outpatient - TBI","55 and Older","Cocaine incl Crack","1"
"2007","Albany","Specialized","Specialized Outpatient - TBI","55 and Older","Other Opioids","1"
"2007","Albany","Specialized","Specialized Outpatient - TBI","45 thru 54","Alcohol","10"
"2007","Albany","Specialized","Specialized Outpatient - TBI","45 thru 54","Cocaine incl Crack","2"
"2007","Albany","Specialized","Specialized Outpatient - TBI","45 thru 54","Heroin","1"
"2007","Albany","Specialized","Specialized Outpatient - TBI","45 thru 54","Other Opioids","1"
"2007","Albany","Specialized","Specialized Outpatient - TBI","35 thru 44","Alcohol","6"
"2007","Albany","Specialized","Specialized Outpatient - TBI","35 thru 44","Cocaine incl Crack","5"
"2007","Albany","Specialized","Specialized Outpatient - TBI","35 thru 44","Marijuana incl Hashish","2"
"2007","Albany","Specialized","Specialized Outpatient - TBI","25 thru 34","Alcohol","3"
"2007","Albany","Specialized","Specialized Outpatient - TBI","25 thru 34","Cocaine incl Crack","1"
"2007","Albany","Specialized","Specialized Outpatient - TBI","25 thru 34","Marijuana incl Hashish","7"
"2007","Albany","Specialized","Specialized Outpatient - TBI","18 thru 24","Alcohol","2"
"2007","Albany","Specialized","Specialized Outpatient - TBI","18 thru 24","Cocaine incl Crack","1"
"2007","Allegany","Outpatient","Outpatient Clinic","Under 18","Alcohol","5"
"2007","Allegany","Outpatient","Outpatient Clinic","Under 18","All Others","1"
"2007","Allegany","Outpatient","Outpatient Clinic","Under 18","Marijuana incl Hashish","12"
"2007","Allegany","Outpatient","Outpatient Clinic","Under 18","Other Opioids","3"
"2007","Allegany","Outpatient","Outpatient Clinic","55 and Older","Alcohol","15"
"2007","Allegany","Outpatient","Outpatient Clinic","55 and Older","All Others","1"
"2007","Allegany","Outpatient","Outpatient Clinic","55 and Older","Other Opioids","1"
"2007","Allegany","Outpatient","Outpatient Clinic","45 thru 54","Alcohol","29"
"2007","Allegany","Outpatient","Outpatient Clinic","45 thru 54","Cocaine incl Crack","4"
"2007","Allegany","Outpatient","Outpatient Clinic","45 thru 54","Heroin","1"
"2007","Allegany","Outpatient","Outpatient Clinic","45 thru 54","Marijuana incl Hashish","3"
"2007","Allegany","Outpatient","Outpatient Clinic","35 thru 44","Alcohol","48"
"2007","Allegany","Outpatient","Outpatient Clinic","35 thru 44","Cocaine incl Crack","5"
"2007","Allegany","Outpatient","Outpatient Clinic","35 thru 44","Heroin","1"
"2007","Allegany","Outpatient","Outpatient Clinic","35 thru 44","Marijuana incl Hashish","6"
"2007","Allegany","Outpatient","Outpatient Clinic","35 thru 44","Other Opioids","3"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","Alcohol","38"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","All Others","1"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","Cocaine incl Crack","5"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","Heroin","2"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","Marijuana incl Hashish","18"
"2007","Allegany","Outpatient","Outpatient Clinic","25 thru 34","Other Opioids","8"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","Alcohol","39"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","All Others","2"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","Cocaine incl Crack","4"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","Heroin","4"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","Marijuana incl Hashish","19"
"2007","Allegany","Outpatient","Outpatient Clinic","18 thru 24","Other Opioids","6"
"2007","Allegany","Residential","Community Residential","55 and Older","Alcohol","2"
"2007","Allegany","Residential","Community Residential","45 thru 54","Alcohol","10"
"2007","Allegany","Residential","Community Residential","45 thru 54","Cocaine incl Crack","1"
"2007","Allegany","Residential","Community Residential","45 thru 54","Marijuana incl Hashish","1"
"2007","Allegany","Residential","Community Residential","35 thru 44","Alcohol","5"
"2007","Allegany","Residential","Community Residential","35 thru 44","Cocaine incl Crack","1"
"2007","Allegany","Residential","Community Residential","35 thru 44","Heroin","1"
"2007","Allegany","Residential","Community Residential","35 thru 44","Marijuana incl Hashish","1"
"2007","Allegany","Residential","Community Residential","25 thru 34","Alcohol","5"
"2007","Allegany","Residential","Community Residential","25 thru 34","Cocaine incl Crack","4"
"2007","Allegany","Residential","Community Residential","25 thru 34","Heroin","1"
"2007","Allegany","Residential","Community Residential","25 thru 34","Marijuana incl Hashish","1"
"2007","Allegany","Residential","Community Residential","25 thru 34","Other Opioids","2"
"2007","Allegany","Residential","Community Residential","18 thru 24","Alcohol","3"
"2007","Allegany","Residential","Community Residential","18 thru 24","Cocaine incl Crack","3"
"2007","Allegany","Residential","Community Residential","18 thru 24","Other Opioids","1"
"2007","Allegany","Residential","Supportive Living","55 and Older","Alcohol","1"
"2007","Allegany","Residential","Supportive Living","45 thru 54","Alcohol","3"
"2007","Allegany","Residential","Supportive Living","25 thru 34","Alcohol","2"
"2007","Allegany","Residential","Supportive Living","18 thru 24","Cocaine incl Crack","1"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","55 and Older","Alcohol","33"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","55 and Older","Heroin","15"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","55 and Older","Other Opioids","2"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","45 thru 54","Alcohol","133"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","45 thru 54","Cocaine incl Crack","1"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","45 thru 54","Heroin","54"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","45 thru 54","Marijuana incl Hashish","1"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","45 thru 54","Other Opioids","3"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","Alcohol","172"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","All Others","4"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","Cocaine incl Crack","4"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","Heroin","106"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","Marijuana incl Hashish","2"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","35 thru 44","Other Opioids","2"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","25 thru 34","Alcohol","79"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","25 thru 34","All Others","6"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","25 thru 34","Heroin","76"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","18 thru 24","Alcohol","2"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","18 thru 24","All Others","1"
"2007","Bronx","Crisis","Med Sup Withdrawal - Inpatient","18 thru 24","Heroin","13"
"2007","Bronx","Crisis","Medical Managed Detoxification","55 and Older","Alcohol","439"
"2007","Bronx","Crisis","Medical Managed Detoxification","55 and Older","All Others","4"
"2007","Bronx","Crisis","Medical Managed Detoxification","55 and Older","Cocaine incl Crack","14"
"2007","Bronx","Crisis","Medical Managed Detoxification","55 and Older","Heroin","118"
"2007","Bronx","Crisis","Medical Managed Detoxification","55 and Older","Other Opioids","4"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","Alcohol","1242"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","All Others","10"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","Cocaine incl Crack","93"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","Heroin","586"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","Marijuana incl Hashish","2"
"2007","Bronx","Crisis","Medical Managed Detoxification","45 thru 54","Other Opioids","8"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","Alcohol","1571"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","All Others","4"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","Cocaine incl Crack","132"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","Heroin","1061"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","Marijuana incl Hashish","4"
"2007","Bronx","Crisis","Medical Managed Detoxification","35 thru 44","Other Opioids","4"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","Alcohol","583"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","All Others","3"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","Cocaine incl Crack","47"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","Heroin","743"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","Marijuana incl Hashish","7"
"2007","Bronx","Crisis","Medical Managed Detoxification","25 thru 34","Other Opioids","5"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","Alcohol","72"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","All Others","1"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","Cocaine incl Crack","14"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","Heroin","89"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","Marijuana incl Hashish","1"
"2007","Bronx","Crisis","Medical Managed Detoxification","18 thru 24","Other Opioids","4"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","Under 18","Alcohol","1"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","55 and Older","Alcohol","46"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","55 and Older","Cocaine incl Crack","6"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","55 and Older","Heroin","15"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","45 thru 54","Alcohol","116"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","45 thru 54","All Others","1"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","45 thru 54","Cocaine incl Crack","36"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","45 thru 54","Heroin","42"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","45 thru 54","Marijuana incl Hashish","1"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","35 thru 44","Alcohol","189"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","35 thru 44","Cocaine incl Crack","65"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","35 thru 44","Heroin","78"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","35 thru 44","Marijuana incl Hashish","1"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","25 thru 34","Alcohol","67"
"2007","Bronx","Crisis","Medically Monitored Withdrawal","25 thru 34","All Others","2"
