SOURCE,STATUS,PROGRAM YEAR,ID,DIVISION,DESCRIPTION,ESTIMATED LETTING DATE,LETTING DATE,ESTIMATED COMPLETION DATE,COMPLETION DATE,CONTRACTOR,CONTRACT NO.,LOW BID AMOUNT,APPROVED CONSTRUCTION AMOUNT,CONSTRUCTION AMOUNT,Latitude,Longitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
compl2005,COMPLETED,2005,B544.3,Albany,Albany Division: On-Demand Bridge Repair Contract 2005-2007,,08/24/2005,,08/24/2007,"D.A. Collins Construction Co., Inc.",TAA 05-16B/D213453,,,150111.03,,,,,,
compl2005,COMPLETED,2005,H1070.3,Albany,Albany Division: Pavement Striping - 2011,,11/10/2010,,07/21/2011,"Straight Line Industries, Inc.",TAA 10-43/D213996,,,399314.71,,,,,,
compl2005,COMPLETED,2005,H816.1,Albany,"South of Catskill (MP 109.3) to South of Coxsackie (MP 121.2): Pavement Resurfacing and Safety Upgrades with Coxsackie Plaza (Exit 21B, MP 124.5) and Saugerties (Exit 20E, MP 101.25) Ramp Repairs",,09/07/2005,,11/10/2006,"Callanan Industries, Inc.",TAA 05-10/D213251,,,7420859.19,42.269055999999999,-73.874944999999997,"(42.269056, -73.874945)",766,89,2087
compl2005,COMPLETED,2005,B607.2,Buffalo,MP N20.35 and N21.12: North Grand Island Bridge Washing - 2009,,12/17/2008,,06/05/2009,"JRT Concrete, Inc.",TAN 08-52B/D213784,,,335000.00,43.068339999999999,-78.990741,"(43.06834, -78.990741)",290,,2131
compl2005,COMPLETED,2005,A825.1,Albany,"MP 162.2,  MP 173.6 and MP 187.0: Salt Sheds - Complete Repairs and Replace Roofs",,01/28/2009,,10/23/2009,"BCI Construction, Inc.",TAA 08-48A/D213820,,,306592.39,42.840003000000003,-74.007210999999998,"(42.840003, -74.007211)",105,75,2142
compl2005,COMPLETED,2005,H1078.1,Buffalo,Removal of the Buffalo City Line (MP N0.53 NB) and Black Rock (MP N8.00 SB) Toll Barriers,,04/25/2007,,09/28/2007,"Oakgrove Construction, Inc.",TAN 07-27/D213690,,,795345.33,,,,,,
compl2005,COMPLETED,2005,H1076.1,Albany,Albany Division: Installation of Median Guiderail,,08/09/2006,,12/15/2006,"Elderlee, Inc.",TAA 06-46/D213635,,,1084644.99,,,,,,
compl2005,COMPLETED,2005,I100.1,Syracuse,"Syracuse Division: Installation of ITS Equipment - 20 Closed Circuit TV Cameras, 17 TRANSMIT and 9 Dynamic Message Signs",,07/28/2010,,03/31/2012,"Power Line Constructors, Inc.",TAS 10-31I/D213968,,,4243473.85,,,,,,
compl2005,COMPLETED,2005,H1010.1,Buffalo,West of Batavia (MP 393.7) to West of Pembroke (MP 404.7): Pavement Resurfacing,,12/23/2009,,11/19/2010,"Keeler Construction Co., Inc.",TAB 09-28/D213868,,,8687172.43,43.010281999999997,-78.366631999999996,"(43.010282, -78.366632)",785,500,2086
compl2005,COMPLETED,2005,H2124.1,Albany,East of Fultonville (MP 180.0) to West of Canajoharie (MP 197.9): Pavement Resurfacing,,04/21/2010,,12/17/2010,"Hanson Aggregates New York, LLC",TAA 10-5/D213917,,,8833701.20,42.896872999999999,-74.467169999999996,"(42.896873, -74.46717)",482,1221,624
compl2005,COMPLETED,2005,A761.1,Buffalo,MP 423.19: Walden Avenue Maintenance Building - Install New Overhead Doors,,10/26/2005,,10/19/2006,"Miller Enterprises, Inc.",TAB 05-29A/D213335,,,170561.80,,,,,,
compl2005,COMPLETED,2005,H37.1,New York,South of Harriman (MP 38.7 to MP 43.5): Safety Upgrades,,10/22/2008,,08/28/2009,"J. Fletcher Creamer & Son, Inc.",TANY 08-21/D213773,,,1037505.48,41.259045,-74.158945000000003,"(41.259045, -74.158945)",887,1558,2134
compl2005,COMPLETED,2005,B939.1,Buffalo,Buffalo Division: Steel Repairs of 4 Bridges,,06/03/2009,,11/02/2009,"Hohl Industrial Services, Inc.",TAB 09-13B/D213780,,,648878.21,,,,,,
compl2005,COMPLETED,2005,C129.1,Buffalo,"Pittsford: Cartersville Waste Weir - Rehabilitation, Monroe County",,07/26/2006,,01/09/2008,"C.P. Ward, Inc.",TAB 06-34C/D213615,,,925296.84,43.079616000000001,-77.501288000000002,"(43.079616, -77.501288)",539,372,2093
compl2005,COMPLETED,2005,C252.1,Albany,Emergency Replacement of Grade Control Structures at Lock E-8 and Lock E-9 (Tropical Storm Recovery),,12/23/2011,,05/25/2012,"The Delaney Group, Inc.",TAA 11-54C/D214135,,,1598425.36,42.878675999999999,-74.041240000000002,"(42.878676, -74.04124)",108,50,2142
compl2005,COMPLETED,2005,H541.3,Syracuse,MP 268.0 to 279.3: Installation of Triple Drop Epoxy Pavement Markings in Syracuse Division,,04/20/2011,,07/12/2011,"Straight Line Industries, Inc.",TAS 11-32/D214081,,,332331.00,43.093995,-75.986661999999995,"(43.093995, -75.986662)",696,633,2132
compl2005,COMPLETED,2005,B578.3,Albany,Albany Division: On-Demand Bridge Repair Contract 2007-2009,,07/11/2007,,09/14/2009,"D.A. Collins Construction Co., Inc.",TAA 07-30B/D213700,,,25000.00,,,,,,
compl2005,COMPLETED,2005,H1082.2,Albany,Albany Division: Culvert Cleaning,,09/08/2010,,12/15/2010,"Precision Industrial Maintenance, Inc.",TAA 10-38/D213989,,,66462.25,,,,,,
compl2005,COMPLETED,2005,A759.1,Syracuse,"Little Falls (Exit 29A, MP 210.6): Construct New Hi-Arch Salt Storage Building",,05/03/2006,,09/21/2007,Park Lane Construction & Development Corporation,TAS 06-5A/D213518,,,1564323.56,,,,,,
compl2005,COMPLETED,2005,H1061.4,Syracuse,Syracuse Division: Mill and Inlay with Selective Full Depth Repairs at Various Locations,,03/14/2007,,07/26/2007,"Villager Construction, Inc.",TAS 07-16/D213658,,,1815315.66,,,,,,
compl2005,COMPLETED,2005,H1015.2,Buffalo,"Grand Island Bridge (Exit 18A, MP N14.99 ) to Robert Moses Parkway (Exit 21, MP N21.2): Safety and Drainage Upgrades",,12/23/2009,,11/05/2010,"Keleman-Bauer Construction Co., Inc. dba Ed Bauer Construction",TAN 09-62/D213913,,,1394235.00,43.032184999999998,-78.981503000000004,"(43.032185, -78.981503)",290,526,2041
compl2005,COMPLETED,2005,H1048.4,Syracuse,Syracuse Division: Pavement Striping - 2008,,11/28/2007,,07/23/2008,"Accent Stripe, Inc.",TAS 07-48/D213729,,,493153.47,,,,,,
compl2005,COMPLETED,2005,A819.1,Syracuse,MP 244.00: Oneida Service Area - Roof Replacement,,03/22/2006,,12/13/2006,"Henderson-Johnson Company, Inc.",TAS 06-7A/D213558,,,465929.58,43.125030000000002,-75.414901,"(43.12503, -75.414901)",979,1393,625
compl2005,COMPLETED,2005,H888.1,Syracuse,"Canastota (Exit 34, MP 262.0) to East of I-481 (MP 268.0): Pavement Rehabilitation",,11/01/2006,,09/04/2008,"Barrett Paving Materials, Inc.",TAS 06-31/D213597,,,15269226.54,43.093983000000001,-75.815533000000002,"(43.093983, -75.815533)",119,351,2092
compl2005,COMPLETED,2005,A784.1,Albany,"Kingston, Catskill and Berkshire Maintenance Sections: Salt Shed Structural Rehabilitation and Roof Replacements",,04/04/2007,,10/03/2007,"Gudabri, Inc.",TAA 07-22A/D213673,,,273891.73,,,,,,
compl2005,COMPLETED,2005,H409.1,Buffalo,"Victor (Exit 45, MP 350.99) and Henrietta (Exit 46, MP 362.44): Plaza and Ramp Resurfacing",,05/27/2009,,11/23/2009,Sealand Contractors Corporation,TAB 09-31/D213871,,,2901952.22,43.009298000000001,-77.440073999999996,"(43.009298, -77.440074)",799,413,2133
compl2005,COMPLETED,2005,B930.1,Syracuse,MP 197.93 to MP 232.97: Syracuse Division Bridge Painting - 12 Bridges,,12/22/2010,,11/16/2011,"Liberty-Alpha JV, LLC",TAS 10-58BP/D214012,,,8681293.88,43.008938000000001,-74.909058000000002,"(43.008938, -74.909058)",676,1269,2088
compl2005,COMPLETED,2005,H312.1,New York,Tappan Zee Bridge to Nyack (MP 18.0) and North of Spring Valley (MP 23.0) to South of Suffern (MP 29.4): Pavement Rehabilitation and other Miscellaneous Work,,05/10/2006,,08/29/2008,"Intercounty Paving Associates, LLC",TANY 06-27/D213481,,,22557796.76,41.113745000000002,-74.100932,"(41.113745, -74.100932)",529,1454,628
compl2005,COMPLETED,2005,C35.1,Albany,"Albany Division: Locks E-9, E-13, E-14, E-15 - Site Rehabilitation & Buildings (2006 Flood), Schenectady & Montgomery Counties",,06/27/2007,,08/29/2008,"Harrison & Burrows Bridge Constructors, Inc.",TAA 07-9C/D213667,,,1682863.76,,,,,,
compl2005,COMPLETED,2005,B326.1,Buffalo,"MP N14.35: South Grand Island Bridge (Northbound) Deck Replacement, and Substructure and Bearing Rehabilitation to the Northbound and Southbound Bridges",,07/23/2008,,02/18/2011,American Bridge Company,TAN 08-30B/D213701,,,45999898.25,42.995520999999997,-78.931624999999997,"(42.995521, -78.931625)",278,8,2041
compl2005,COMPLETED,2005,B945.1,Buffalo,MP N14.35 Northbound and N14.99 Southbound: South Grand Island Bridges - Bridge Washing 2011,,02/09/2011,,06/09/2011,"JRT Concrete, Inc.",TAN 11-2B/D214002,,,265000.00,42.998216999999997,-78.936255000000003,"(42.998217, -78.936255)",278,,2041
compl2005,COMPLETED,2005,H862.1,New York,Sloatsburg Service Area (MP 33.2): Pavement Resurfacing and Parking Garage Repairs,,12/02/2009,,09/23/2011,"Sun Up Enterprises, Inc.",TANY 09-52B/D213857,,,5331084.56,41.151907000000001,-74.189103000000003,"(41.151907, -74.189103)",529,1557,628
compl2005,COMPLETED,2005,C242.1,Buffalo,"Pendleton: Slope - Restoration & Associated Dredging, Niagara County",,11/08/2006,,08/10/2007,"Pinto Construction Services, Inc.",TAB 06-14CR/D213572,,,1746695.10,,,,,,
compl2005,COMPLETED,2005,C93.1,Syracuse,"Clyde: Lock E-26 Taintor Gate and Dam - Rehabilitation, Wayne County",,07/19/2006,,06/10/2008,"Tioga Construction Co., Inc.",TAS 06-32C/D213513,,,7598749.28,,,,,,
compl2005,COMPLETED,2005,B588.1,New York,MP 16.75 to MP 42.30: Install Protective Screening on Ten Bridges over the Thruway in New York Division,,03/02/2011,,02/29/2012,"Carjen Fence Co., Inc.",TANY 11-14B/D214008,,,322259.09,41.119953000000002,-74.146989000000005,"(41.119953, -74.146989)",529,1454,628
compl2005,COMPLETED,2005,B136.1,Albany,MP BS6.58 & BS6.59: Post Road (Exit B1) Bridges over Berkshire Thruway - Replacements,,07/09/2008,,11/20/2009,Kubricky Construction Corporation,TABS 08-36B/D213745,,,6383837.22,42.482109999999999,-73.669833999999994,"(42.48211, -73.669834)",112,1296,2138
compl2005,COMPLETED,2005,I45.1,Syracuse,Syracuse Division - Installation of ITS Equipment,,10/15/2008,,12/18/2009,"Power Line Constructors, Inc.",TAS 08-32I/D213772,,,2268099.41,,,,,,
compl2005,COMPLETED,2005,H828.2,Buffalo,I-190 Thruway (MP N5.62 - MP N6.6): Drainage Improvements near Porter Ave/Peace Bridge and MP N8.0: Black Rock Toll Barrier Plaza Resurfacing,,07/12/2006,,09/27/2007,"Strock Contracting, Inc.",TAN 06-20/D213552,,,1791077.38,42.892857999999997,-78.892312000000004,"(42.892858, -78.892312)",300,33,2041
compl2005,COMPLETED,2005,C26.1,Albany,"Waterford: Lock E-4 - Miter Gate Replacement, Saratoga County",,05/10/2006,,04/19/2007,"James H. Maloy, Inc.",TAA 06-24C/D213588,,,1558821.64,42.800781000000001,-73.691429999999997,"(42.800781, -73.69143)",992,18,2141
compl2005,COMPLETED,2005,H1068.1,Albany,North of Coxsackie (MP 129.1): Rock Removal,,11/01/2006,,08/07/2007,"Rifenburg Construction, Inc.",TAA 06-44/D213592,,,1477938.11,42.454464000000002,-73.810704000000001,"(42.454464, -73.810704)",752,21,2087
compl2005,COMPLETED,2005,A844.1,New York,MP 18.8: Nyack Maintenance Garage - Replacement of Deteriorated Roof,,03/23/2011,,11/29/2011,NUA Construction Corporation,TANY 11-16A/D214035,,,1076698.75,,,,,,
compl2005,COMPLETED,2005,B563.1,Albany,Albany Division: Install Protective Screening on 4 Bridges,,07/20/2005,,11/18/2005,"New York State Fence, Inc.",TAA 05-11B/D213480,,,105185.00,,,,,,
compl2005,COMPLETED,2005,B460.2,Buffalo,MP N20.35 (Northbound) and MP N21.12 (Southbound): North Grand Island Bridges - Washing 2010,,11/04/2009,,06/05/2010,"Dandrow's Painting, Inc.",TAN 09-60B/D213919,,,310200.00,43.068339999999999,-78.990741,"(43.06834, -78.990741)",290,,2131
compl2005,COMPLETED,2005,H1023.1,Syracuse,West of Canastota (MP 268.0) to East of Manchester (MP 337.0): Pavement Resurfacing with Full Depth Repairs and Drainage Improvements,,05/03/2006,,05/29/2007,"Barrett Paving Materials, Inc.",TAS 06-2/D213551,,,4399549.38,,,,,,
compl2005,COMPLETED,2005,H1038.1,Syracuse,"Watertown/Binghamton I-81 (Exit 36, MP 282.93): Toll Plaza Resurfacing",,04/29/2009,,11/07/2009,"CCI Companies, Inc.",TAS 09-33/D213842,,,654466.36,43.094380000000001,-76.167350999999996,"(43.09438, -76.167351)",690,730,2132
compl2005,COMPLETED,2005,R8.1,Buffalo,"Lockport: Lock E-34 & E-35 - Install Vehicular Barrier Railing, Niagara County",,07/27/2005,,09/07/2006,"Oakgrove Construction, Inc.",TAB 05-3C/D213436,,,561677.18,,,,,,
compl2005,COMPLETED,2005,H1098.1,Albany,Albany Division: Pavement Safety Striping - 2012,,11/23/2011,,08/15/2012,"Straight Line Industries, Inc.",TAA 11-41/D214093,,,441392.79,,,,,,
compl2005,COMPLETED,2005,B925.4,Syracuse,Syracuse Division: On-Demand Bridge Repair Contract for Damaged and Flagged Bridges 2009-2011,,06/10/2009,,02/29/2012,"C.P. Ward, Inc.",TAS 09-36B/D213877,,,1117.20,,,,,,
compl2005,COMPLETED,2005,B2063.2,New York,MP 17.42 to MP 52.57: Painting of Six New York Division Bridges,,04/15/2009,,11/20/2009,Matsos Contracting Corporation,TANY 09-29BP/D213822,,,2339059.88,41.176791000000001,-74.184505999999999,"(41.176791, -74.184506)",529,1557,628
compl2005,COMPLETED,2005,B954.1,New York,I-95 (New England Thruway) Bridge Washing - 2011,,12/22/2010,,04/26/2011,"Dandrow's Painting, Inc.",TANE 10-57B/D214001,,,539360.00,,,,,,
compl2005,COMPLETED,2005,H876.2,Buffalo,"East of Westfield (MP 483.0) to Pennsylvania State Line (MP 496.0) Eastbound: Pavement Rehabilitation of the Mainline, Westfield (Exit 60) and Shortman Road (Exit 61) Interchange Ramps and Rehabilitation of the Westfield Interchange Bridge",,07/14/2010,,11/11/2011,"Oakgrove Construction, Inc.",TAB 10-15/D213951,,,17419167.40,42.300403000000003,-79.653383000000005,"(42.300403, -79.653383)",202,1746,2035
compl2005,COMPLETED,2005,H1097.1,New York,New York Division: Pavement Safety Striping - 2012,,11/23/2011,,07/19/2012,"Safety Marketing, Inc.",TANY 11-40/D214092,,,662466.34,,,,,,
compl2005,COMPLETED,2005,H2189.1,Albany,North of New Paltz (MP 86.8) to North of Kingston (MP 93.8): Pavement Resurfacing and Safety Upgrades,,10/20/2010,,12/14/2011,"Callanan Industries, Inc.",TAA 10-47/D213975,,,4023104.22,41.935063,-74.039468999999997,"(41.935063, -74.039469)",425,79,2182
compl2005,COMPLETED,2005,B517.2,New York,MP 17.93: Mountain View Avenue Bridge over Thruway - Rehabilitation,,10/29/2008,,11/13/2009,"Eastern States Construction, Inc.",TANY 08-7B/D213756,,,2013457.17,41.095357,-73.935436999999993,"(41.095357, -73.935437)",532,1548,628
compl2005,COMPLETED,2005,H519.3,Albany,Albany Division: Pavement Striping - 2006,,01/11/2006,,07/28/2006,"Straight Line Industries, Inc.",TAA 05-36/D213543,,,317918.77,,,,,,
compl2005,COMPLETED,2005,B605.3,Albany,Albany Division: On-Demand Repair Contract for Damaged and Flagged Bridges - 2009-2011,,08/05/2009,,11/18/2011,"Harrison & Burrowes Bridge Constructors, Inc.",TAA 09-42B/D213896,,,732710.90,42.930926999999997,-74.289263000000005,"(42.930927, -74.289263)",492,1143,624
compl2005,COMPLETED,2005,C238.1,Albany,"Fort Edward: Section 1 Office & Shop - Roof Replacement, Washington County",,01/18/2006,,06/02/2006,"T.P. Monahan, Inc.",TAA 06-4C/D213540,,,78434.00,43.260517999999998,-73.581677999999997,"(43.260518, -73.581678)",726,92,2184
compl2005,COMPLETED,2005,A835.1,Albany,MP 141.92: 337 Southern Boulevard Data Center - Install New Air Conditioning System Unit,,07/25/2007,,02/29/2008,"Family Danz Heating & Air Conditioning, Inc.",TAA 07-50A/D213733,,,202230.23,,,,,,
compl2005,COMPLETED,2005,C216.1,Buffalo,Orleans County:  Bank and Culvert Repair Work,,08/10/2011,,10/11/2012,C.P. Ward Inc.,TAB 11-22C/D213703,,,1340833.57,,,,,,
compl2005,COMPLETED,2005,B951.1,Albany,MP 104.04 to MP 179.38 and MP BS7.77 to MP BS23.27: Albany Division Bridge Painting - 13 Bridges,,12/22/2010,,08/31/2012,"P.S. Bruckel, Inc.",TAA 10-59BP/D214022,,,8516605.25,,,,,,
compl2005,COMPLETED,2005,B428.2,Buffalo,North and South Grand Island Bridges - Bridge Washing 2007,,10/18/2006,,06/15/2007,"JRT Concrete, Inc.",TAN 06-53B/D213626,,,435000.00,43.026985000000003,-78.978054,"(43.026985, -78.978054)",290,526,2041
compl2005,COMPLETED,2005,H876.1,Buffalo,West of Westfield (MP 485.6) to Pennsylvania State Line (MP 496.0): Westbound Pavement Resurfacing with Safety Upgrades,,11/02/2005,,12/21/2006,"UCC Constructors, Inc.",TAB 05-23/D213529,,,4716715.56,42.300403000000003,-79.653383000000005,"(42.300403, -79.653383)",202,1746,2035
compl2005,COMPLETED,2005,B556.1,Buffalo,MP N20.35: North Grand Island Bridge Northbound - Repair/Replace Sidewalk,,04/12/2006,,03/28/2007,"Oakgrove Construction, Inc.",TAN 06-11B/D213403,,,1450516.21,43.064003,-78.990746000000001,"(43.064003, -78.990746)",290,,2041
compl2005,COMPLETED,2005,H1070.4,Syracuse,Syracuse Division: Pavement Striping - 2011,,11/24/2010,,07/22/2011,"Accent Stripe, Inc.",TAS 10-44/D213997,,,474233.92,,,,,,
compl2005,COMPLETED,2005,H810.1,Syracuse,"Little Falls (Exit 29A, MP 210.3) to Herkimer (Exit 30, MP 220.0): Pavement Resurfacing with Safety Upgrades",,08/08/2007,,10/08/2008,"Hanson Aggregates New York, Inc.",TAS 07-28/D213694,,,7653088.38,43.007460000000002,-74.903495000000007,"(43.00746, -74.903495)",676,1269,2088
compl2005,COMPLETED,2005,B621.1,New York,MP 30.18 (Northbound): Exit 15 Northbound Off Ramp - Bridge Railing/Barrier Extension and Safety Upgrades,,03/03/2010,,12/30/2010,"J. Fletcher Creamer & Son, Inc.",TANY 10-12B/D213942,,,404946.86,41.118822999999999,-74.159676000000005,"(41.118823, -74.159676)",529,1454,628
compl2005,COMPLETED,2005,A824.1,Albany,"MP 96.0, MP 153.0, MP 168.0 and MP 172.0: Ulster, Guilderland, Pattersonville and Mohawk Service Areas - Flat Roof Replacements",,03/04/2009,,01/29/2010,"Henderson-Johnson Company, Inc.",TAA 09-4A/D213836,,,704767.23,,,,,,
compl2005,COMPLETED,2005,H1070.5,Buffalo,Buffalo Division: Pavement Striping - 2011,,12/01/2010,,07/21/2011,"Accent Stripe, Inc.",TAB 10-45/D213998,,,748817.10,,,,,,
compl2005,COMPLETED,2005,B2062.2,New York,New York Division: Repair 2 Bridges and 4 Culverts,,07/28/2010,,10/03/2011,"Sun Up Enterprises, Inc.",TANY 10-24B/D213940,,,1175154.10,,,,,,
compl2005,COMPLETED,2005,H1050.5,Buffalo,Buffalo Division: Pavement Striping - 2010,,10/28/2009,,07/20/2010,"Accent Stripe, Inc.",TAB 09-46/D213902,,,787927.71,,,,,,
compl2005,COMPLETED,2005,C138.1,Albany,"St. Johnsville: Lock E-16 Approach Wall - Rehabilitation, Montgomery County",,07/20/2005,,06/22/2006,"Tioga Construction Co., Inc.",TAA 05-1C/D213418,,,201660.15,42.992243999999999,-74.706259000000003,"(42.992244, -74.706259)",491,551,624
compl2005,COMPLETED,2005,B581.1,New York,MP NE5.09: I-95 (New England Thruway) Viaduct (New Rochelle) - Partial Painting and Steel Repairs,,02/02/2011,,11/14/2012,"Ahern Painting Contractors, Inc.",TANE 11-5BP/D214020,,,0.00,40.906267,-73.791218000000001,"(40.906267, -73.791218)",960,1450,2185
compl2005,COMPLETED,2005,H1034.2,Albany,MP 96.00: Ulster Service Area - Commercial Truck Parking Expansion,,09/05/2007,,07/15/2008,"Callanan Industries, Inc.",TAA 07-44/D213510,,,1709551.42,,,,,,
compl2005,COMPLETED,2005,H520.2,New York,New York Division: Pavement Striping - 2007,,11/01/2006,,07/17/2007,"Safety Marking, Inc.",TANY 06-48/D213637,,,623010.56,,,,,,
compl2005,COMPLETED,2005,B964.1,Albany,"MP 177.47, MP 182.76, MP 811.35 and MP 103.16: Steel Repairs to 4 Albany Division Bridges",,12/15/2010,,09/22/2011,"Tioga Construction Co., Inc.",TAA 10-48B/D214005,,,284554.80,,,,,,
compl2005,COMPLETED,2005,H501.1,New York,"Nyack (Exit 11, MP 18.0) to Spring Valley (Exit 14, MP 23.0): Pavement Resurfacing and Ramp Resurfacing",,08/03/2005,,12/08/2005,"Yonker's Contracting Co., Inc.",TANY 05-18/D213532,,,7935623.60,41.101225999999997,-73.984058000000005,"(41.101226, -73.984058)",532,856,628
compl2005,COMPLETED,2005,A796.1,Syracuse,"MP 279.5: Syracuse Section Maintenance Facility, Thompson Road Complex - Renovate HVAC System",,12/12/2007,,02/09/2010,"J & K Plumbing and Heating Co., Inc.",TAS 07-36A/D213708,,,1797473.52,,,,,,
compl2005,COMPLETED,2005,H2125.2,Albany,"Saugerties (Exit 20, MP 100.8) to South of Catskill (MP 109.3): Pavement Resurfacing",,06/05/2008,,07/02/2008,"Midland Asphalt Materials, Inc.",NO TA/31509,,,1461376.94,42.135285000000003,-73.950767999999997,"(42.135285, -73.950768)",411,330,2182
compl2005,COMPLETED,2005,H519.4,Syracuse,Syracuse Division: Pavement Striping - 2006,,12/14/2005,,07/24/2006,"Straight Line Industries, Inc.",TAS 05-40/D213544,,,652052.60,,,,,,
compl2005,COMPLETED,2005,B899.1,Buffalo,"MP 366.27 and MP 366.28: Thruway Bridges over the Genesee River - Deck Replacements; MP 367.38: Thruway Bridge over B&O RR - Substructure Repairs; MP 367.49: Thruway Bridge over Reed Road - Rehabilitation; MP 366.42: Thruway Bridge over Scottsville Road - Deck Rehabilitation; MP 366.28 to MP 366.42, Pavement Rehabilitation; and MP 366.0 to MP 367.6, Pavement Resurfacing",,12/23/2009,,12/08/2011,Sealand Constructors Corporation,TAB 09-53B/D213879,,,0.00,43.043480000000002,-77.729022000000001,"(43.04348, -77.729022)",552,404,2093
