"shortcode","indicator","title","headline","summary","bonus"
"EC4C","Unemployment","National Context","Our region's strong economy has resulted in a robust job market with the lowest rate of unemployment among the ten largest U.S. metro areas.","From 2010 to 2018, the Bay Area unemployment rate fell by nearly eight percentage points, the second biggest drop of any major U.S. metro area. The Bay Area currently has the lowest unemployment rate among the ten largest U.S. metro areas. This trend is in line with historical patterns. Over the past 25 years, our region has seen unemployment crest during recessions at levels above the national average, but during periods of economic growth similar to today, the Bay Area's unemployment rate has been among the nation's lowest.","Differences in the unemployment rate across metro regions highlight the key distinctions among local economies. In the Bay Area, low unemployment rates are attributed to the booming tech sector, while in the nation's capital, historically low unemployment rates can be linked with the traditionally stable federal employment sector. Across the country, unemployment rates continue to decline in all major metro areas."
"EC1A","Jobs by Industry","Regional Performance","The Bay Area's job growth over the past quarter-century can be attributed to job creation in the service sector.","Our region has added hundreds of thousands of jobs since 2010, following significant job losses that occurred during the Great Recession. With 3.9 million wage and salary jobs in 2017, the total number of jobs in Bay Area exceeded the previous peak set just a year earlier. Professional and business services, which includes professions like administrative services and management, legal services, scientific research, and computer systems and design, continue to be the largest industry in our region, but other service sector jobs have grown significantly since 1990. This shift towards the service sector reflects an increased demand for education, healthcare, hospitality and information services.","The finance sector has long been one of the pillars of the regional economy, especially in San Francisco. The sector's share of overall regional jobs, however, has declined since 1990. This is perhaps most visible in San Francisco's Financial District, where technology firms are becoming increasingly common in buildings formerly occupied by the financial services companies. Despite San Francisco's history as a global financial center and its prominence as a center of venture capital, the Bay Area does not have a higher share of financial services jobs than the country as a whole. Instead, the professional and business services sector continues to rise in prominence, paralleling growth in high-tech industries."
"EC1B","Jobs by Industry","Regional Distribution","Our region's recent economic expansion has been powered by growth in the technology and service sectors.","Since the end of the Great Recession in 2009, job growth has been strongest in industries related to the development and use of technology, from information to professional and business services. This has been accompanied by similarly strong growth in service sectors like education, healthcare, and leisure and hospitality, industries that directly support the growing information and professional and business services industries and cater to an increasingly affluent population.","After decades of declining employment numbers, the manufacturing sector saw modest job growth between 2010 and 2017, adding just under 50,000 new jobs. Manufacturing employment is now at its highest point since 2002. Meanwhile, the construction sector, which experienced the most severe job loss of all sectors during the Great Recession, is also on the upswing. Employment has grown by over 49 percent since 2010 as new building and infrastructure projects increase the demand for work in this sector."
"EC1C","Jobs by Industry","Local Focus","Job growth in the professional and business services sector, which is a fundamental pillar of our region's economy, is increasingly concentrated in San Francisco, San Mateo and Santa Clara counties.","Santa Clara, San Mateo and San Francisco counties have experienced some of the greatest economic benefits from job growth in the professional and business services sector. While the East Bay has also benefitted from service-sector job growth, its most dominant industries are related to manufacturing, government and logistics - sectors that have experienced relatively stagnant job growth over the same time period.","Agriculture remains an important sector in our region, particularly in Sonoma and Napa counties. These two counties account for over half of all farm jobs in the region. While agriculture has declined overall as the region has become more urbanized, these counties have seen a recent resurgence in agricultural employment."
"EC1D","Jobs by Industry","National Context","The Bay Area has the highest share of information and manufacturing jobs among major metro areas nationwide.","It is no surprise that the Bay Area, with its agglomeration of web-related information technology companies, tops the list of metro areas for the largest share of regional jobs in the information sector. New York, home to major media companies, and Los Angeles, home to the film industry, also have relatively large information sectors. The Bay Area is also tied with Chicago for the largest share of manufacturing jobs nationwide, due in part to local increases in manufacturing of specialty products such as food and beverages.","While the Bay Area has a strong concentration of information jobs, other metro areas have their own industry specialization. For example, Washington, D.C., remains highly dependent on government-related industries as reflected in its job share. The data also reflect Houston's focus on resource extraction and both Miami's and Atlanta's emphasis on logistics, even as their economies have become more diverse over time."
"EC3A","Unemployment","Regional Performance","After eight years of economic recovery following the Great Recession, unemployment in the Bay Area is at a thirty-year low.","The Great Recession led to a dramatic spike in unemployment across the country. In the Bay Area, the regional unemployment rate more than doubled, rising from 4.5 percent in 2007 to 10.5 percent in 2010. At the 2010 peak, over 388,000 workers in the Bay Area were unemployed. During the current economic boom, the unemployment rate has declined each year since 2010. The current rate of 2.6 percent is lower than levels experienced during previous economic booms in the late 1990s and mid-2000s.","Of the nine counties in the Bay Area, Solano County had the highest rate of unemployment in 2018, at 3.6 percent. For most years since 1990, Solano County has topped the list of Bay Area counties in relation to unemployment - dipping below the regional average only in 2002 and 2003. Marin and San Mateo counties, by contrast, have fared significantly better, with unemployment rates remaining consistently below the regional average since 1990."
"EC4B","Unemployment","Local Focus","The majority of Bay Area communities have seen unemployment declines of more than five percentage points since 2010.","Oakland, the third most populous city in the region, exemplifies this regional trend. The unemployment rate in Oakland was 3.3 percent in 2018, a 12 percentage point improvement from its peak of 15.4 percent during the height of the Great Recession. This shows improved conditions for the labor force, but it could also be a reflection of rising housing costs and the subsequent displacement of unemployed Oakland residents to more affordable communities.","Overall, a larger share of Bay Area cities is experiencing low unemployment. In 2018, over 75 percent of Bay Area cities had unemployment rates below 3 percent. Our region's lowest unemployment rates can be found in higher-income suburban cities, such as Mill Valley in Marin County, Millbrae and Half Moon Bay in San Mateo County, and Piedmont in Alameda County. Residents of these cities are relatively highly-educated with skills in high demand and therefore tend to experience below-average unemployment rates."
"EC4EC5A","Income","Regional Performance","Median income growth for a typical Bay Area household has been relatively stagnant over time.","Household incomes have risen and fallen in sync with the expansion and contraction of the region's economy over the past four decades. In the last decade, however, incomes have remained remarkably close to an inflation-adjusted average of $93,000 per household, as measured in 2017 dollars.",
"EC4EC5B","Income","Regional Distribution","The gap between rich and poor continues to widen.","While the trend for regional median income seems to indicate stable household incomes over time, a different story is told when examining income trends by percentile. In fact, the income gap between the rich and poor has widened, especially since 1990. From 1970 to 2017, incomes for the poorest households grew only by 12 percent, a pace similar to the regional median. During the same period, the wealthiest households saw a much larger 40 percent growth in inflation-adjusted income.","This trend is most evident in San Francisco, where households at the 60th and 80th percentile have seen incomes grow two to three times faster since 1970 than households at the 20th percentile. In 2017, household income at the 80th percentile in San Francisco exceeded $200,000, while household income at the 20th percentile remained the lowest in the region. This disparity can be attributed in part to the city's affordable housing policy, which has made it possible for some of the lowest-income residents living in subsidized residences to stay. Meanwhile, other low- and middle-income earners without subsidized housing have moved to less expensive parts of the region or beyond."
"EC4EC5C","Income","Local Focus","The region's highest-income households and workers continue to be concentrated in Silicon Valley.","Along with Marin County, Santa Clara and San Mateo counties have the highest household incomes among Bay Area counties. Median household incomes in these counties are above $100,000 - almost $30,000 greater than the region's two lowest-income counties (Solano and Sonoma counties). This holds true at the city level as well. Of the five wealthiest cities in the region, only Belvedere is located outside of Silicon Valley.","Once one of the more affluent counties in the region, Contra Costa County is one of just two Bay Area counties (along with Solano County) to see inflation-adjusted incomes fall between 1970 and 2017. Contra Costa County has seen its share of low- and moderate-income households increase as housing costs in other parts of the region have grown, leading many low- and middle-income households to relocate to the county in search of lower housing costs. After accounting for inflation, the median household income in Contra Costa County today is $5,000 less than it was almost 50 years ago."
"EC4EC5D","Income","National Context","The Bay Area has the second-highest household income levels of any major metro area in the country.","Washington, D.C. is the only major metro area in the country with a higher median household income than the Bay Area. The typical Bay Area household has an income 80 percent higher than a typical household does in Miami, for example - reflecting a significant income gap between the nation's major metro areas.",
"EC7A","Home Prices","Regional Performance","Inflation-adjusted home sale prices now exceed the previous peak, which was set in 2005 at the height of the housing bubble.","The median home price in the Bay Area has risen to $996,000 - an inflation-adjusted 70 percent increase since 2012 - as the region's robust job market and growing population have increased the demand for housing in an already constrained market. Consistently high home prices reflect the region's failure to produce the housing needed over the past half-century. A limited supply of housing and booming demand due to regional job growth continue to send home prices soaring.",
"EC7B","Home Prices","Local Focus","Communities in Solano County and eastern Contra Costa County remain the least expensive options for homebuyers in the region, while those in Silicon Valley and San Francisco remain the highest.","The most affordable housing options in the Bay Area are located in Solano and Contra Costa counties, where the median home price is 30 to 50 percent lower than the regional median. While homes in these areas are often newer and more affordable than the region as a whole, residents may face higher commute costs and longer travel times due to their distance from major job centers. Lower wages can result in homeowners in these locations spending more of their income on housing than in more expensive and affluent parts of the region.","At the other end of the spectrum, median home sales price in select cities in Silicon Valley can be double or triple the regional median. One such example is Palo Alto, where the median home sale price has tripled since 1997 to more than $3 million. The booming economy has also contributed to rising prices in San Francisco, which now has a median home price of $1.3 million."
"EC7C","Home Prices","National Context","The Bay Area remains the most expensive housing market in the United States.","With their mild climates, dynamic economies and constrained housing markets, California's two largest metro areas lead the nation in home prices. In fact, the Bay Area has led the nation, followed by Los Angeles, every single year for the past two decades. Bay Area home prices are approximately double those of New York and Washington metro areas, and triple those of the Miami, Dallas, Philadelphia, Chicago and Atlanta areas. With home prices 55 percent higher than the next most expensive metro area, the Bay Area is truly in a league of its own when it comes to the cost of buying a home.","Since 1997, home prices have increased in all major metropolitan areas across the United States. The fastest growth has been in the Bay Area, which surpassed Los Angeles in 2017. This stands in stark contrast to Chicago, Atlanta and Dallas. A slower-growing regional economy in Chicago and a relatively unconstrained housing supply in both Atlanta and Dallas may be contributing to the slower growth of housing prices in these areas."
"EC8A","Rent Payments","Regional Performance","Inflation-adjusted median rent payments have risen eighteen percent in the Bay Area since 2012.","While the Bay Area traditionally has been one of the nation's most expensive regions, rents have become increasingly high-cost within the last decade. Starting in 2012, inflation-adjusted rents have risen each year to record highs, with the average Bay Area renter household now paying $1,800 per month. One factor contributing to increasingly expensive rents in the region is the inadequate supply of rental housing compared to the demand. Demand has been particularly high in recent years as Millennials enter the rental housing market in unprecedented numbers.",
"EN2B","Ozone Concentrations","Local Focus","Ozone readings vary widely across the region, with inland areas showing the highest levels of this pollutant.","Due to prevailing winds and weather conditions, ozone from motor vehicle emissions and industrial sources in the center of the region accumulates in inland communities. Eastern Contra Costa, eastern Alameda, and southern Santa Clara counties are particularly affected by ozone. Conditions continue to be especially high in Livermore and San Martin, for example. In contrast, the region's second- and third-largest cities, San Francisco and Oakland, had the lowest concentrations of ozone. Given that the majority of the region's population lives in the urban core of the region, this means that ozone exposure is well within the federal standards for most Bay Area residents.",
"EC8B","Rent Payments","Local Focus","Counties that once were affordable have become less so over time, including highly-populated Alameda County.","While high-rent cities have remained expensive, some places previously considered affordable have grown significantly more expensive over time. With rents historically below the regional median, cities in Alameda County have had more affordable rental housing options compared to those in Marin, San Mateo and Santa Clara counties, where median rents have been significantly higher since 1970. In the past three years, rent payments in Alameda County have grown by 16 percent, with the fastest growth seen in Union City and Emeryville. This pace is similar to the rapid rent increases seen in Silicon Valley and even faster than rent increases in San Francisco, in part due to that city's rent control policies.","In the North Bay, Sonoma and Solano counties are relatively affordable options for Bay Area renters, at about two-thirds of Silicon Valley median rent payments. Since the Great Recession, median rent payments in Solano County - traditionally the most affordable place for Bay Area renters - have remained stable, as have median rent payments in Sonoma County. Conversely, median rent payments continued to rise in Napa County, including a 45% increase between 2000 and 2017, the highest in the Bay Area over that time period."
"EC8C","Rent Payments","National Context","The Bay Area remains the nation's most expensive major metro area for renters.","The Bay Area has had the highest median rent payments of any major metro area in the United States since data first became available in the 1970s. Moreover, the gap is widening, with median rent payments growing faster in the Bay Area than in any other major metro area over the last half century. High demand for rental housing, limited supply of rental properties and gentrification of historically low-income communities have all contributed to higher rents throughout the region, particularly in the urban core.",
"EC9A","List Rents","Regional Performance","During economic booms, list rents experience rapid growth - only to fall back to median rent payments during subsequent recessions.","For Bay Area renters, increasing housing costs - as evidenced by the continued growth in the region's median rent payment - is a major concern. This rise is even more severe for new renters moving into or within the region. Median list rents, the advertised rental prices for available housing units, have increased four times faster than rent payments since the end of the Great Recession. Compared to rent payments, list rents have been higher and more volatile in the Bay Area because they are more responsive to the region's economic booms and busts and limited supply of new housing. Since the end of the recession, list rents have risen steadily to a median price of over $2,340 and are now on par with inflation-adjusted list rents last seen during the dot-com boom.",
"EC9B","List Rents","Local Focus","During economic booms, list rents increased fastest for housing near the region's major job centers.","The current period of economic growth has resulted in increases in list rents across the Bay Area. Once again, new renters in Silicon Valley and San Francisco have faced rapid price increases. This time, however, Bayside cities in the East Bay such as Oakland, Berkeley and Emeryville have also seen rapid rises in list rents. Oakland has experienced the fastest increase in list rents of all Bay Area cities due to the degree to which job growth shifted towards San Francisco and the preference of the growing workforce for living at the heart of the urban center.","List rents have increased fastest in cities near growing job centers as new workers moving into these cities flood the rental market. During the dot-com boom, list rents in San Francisco, along the Peninsula and in Silicon Valley jumped over 40 percent between 1999 and 2001 in response to rising employment and income before dropping during the subsequent bust. During the same period, list rents in the North Bay and inland portions of the East Bay fluctuated less than 15 percent and have overall been less volatile. List rents in major North Bay cities like Vallejo and Santa Rosa have remained relatively steady during multiple economic cycles."
"EC9C","List Rents","National Context","While list rents were on par with New York and Los Angeles just a few years ago, the Bay Area is now in a league of its own.","Similar to rent payments, median list rents are higher in the Bay Area than any other major metro area in the United States. This makes the Bay Area the most expensive metro for renters to move to. With rapid job growth that has outpaced the number of vacant units on the rental market since 2010, it is not surprising that rents in the Bay Area have increased faster than any other metro area in recent years. The New York metro area, the second most expensive rental market, has also seen significant - albeit smaller - increases in advertised rental prices.",
"EN10A","Bay Restoration","Regional Performance","Rehabilitation of coastal areas has accelerated at unprecedented rates over the past decade.","Since 1969, the surface area of San Francisco Bay has grown by nearly 19,000 acres - a result of policies discouraging bay fill combined with rehabilitation projects that have restored wetlands all across the region. Remarkably, after a century characterized by bay fill, the 21st century has been quite beneficial for the Bay and its surrounding ecosystem with nearly 90 percent of those acres being restored since 2000. In particular, restoration projects in Sonoma County, Marin County and Solano County have played a key role in improving the Bay ecosystem during this time period. In an era of rising tides, these wetland buffers may prove critical in helping the region adapt to global climate change.",
"EN11A","Vulnerability to Sea Level Rise","Regional Performance","Bay Area development patterns are neither increasing nor decreasing the share of regional population at risk from sea level rise.","Depending on the magnitude of sea level rise over the coming decades, between three and six percent of Bay Area residents may be vulnerable to rising tides. While this is just a small share of the region's population, the impacts to these communities may be dramatic, with broader consequences felt beyond these communities' borders from impacts to infrastructure and other regional assets. If sea level rises just 12 inches above today's levels - 194,000 residents will be regularly inundated. Looking at historical growth patterns since 1990, the share of the region's population living in inundated zones has remained relatively steady. This indicates that new housing developments are occurring at the same rate in areas at risk from sea level rise as in the region overall.",
"LU3B","Housing Permits","Regional Distribution","In 2017, fewer than one in five units for which permits were issued could be classified as affordable housing – that is, housing affordable to very low- and low-income households.","14 percent of units for which permits were issued in 2017 will be affordable to very low- or low-income households, well below the 40 percent share of very-low and low-income households currently living in the region. San Francisco and Alameda counties lead the region in affordable housing permits, with each county issuing permits for over 1,000 affordable units in 2017.",
"EN11B","Vulnerability to Sea Level Rise","Local Focus","While no Bay Area county is immune from the threat of rising tides, residential development in Marin, Solano and San Mateo counties are perhaps most vulnerable to inundation.","The unique geographical features of each Bay Area county - combined with the location of existing residential developments - have a strong influence on the number of residents who may be vulnerable to future sea level rise. Residents in Marin County, with much of its population clustered in low-lying areas bordering the Bay shoreline, are the most at risk. Approximately 28 percent of Marin's population is expected to be exposed to inundation by a four-foot rise in tides. Even when sea level rise reaches just 12 inches - a likely forecast for 2050 - almost one in five Marin residents would still be affected. The situation is only slightly better in neighboring Solano County and further south in San Mateo County, with similarly low-lying communities by the Bay such as Vallejo, Redwood City and East Palo Alto.","While existing neighborhoods in San Francisco would not be significantly affected by sea level rise below 2 feet, waterfront communities will be impacted by sea level rise of three feet or more. Approximately 16,500 residents in growing neighborhoods such as Bayview-Hunters Point, Mission Bay and Treasure Island would be affected by a four-foot sea level rise scenario - approximately two percent of the county's current population."
"EN11C","Vulnerability to Sea Level Rise","National Context","Coastal communities across the country that include the Bay Area's San Rafael, New York's Newark and Houston's Galveston are all vulnerable to sea level rise.","With one-foot local sea level rise, the Bay Area has the largest share of population at risk to inundation exposure. However, sea level rise is experienced at different rates across the country. Although the Bay Area is known to experience sea level rise at a higher rate than the global average, local sea levels along the eastern seaboard and the Gulf of Mexico are predicted to rise approximately twice as fast as on the West Coast. At higher sea level rise forecasts, the East Coast metros of Miami, New York and Philadelphia become increasingly vulnerable. Over one million residents in Miami - nearly one-fifth of the population - live in seaside neighborhoods like Fort Lauderdale and Miami Beach will be at risk for inundation if sea level rises by 4 feet.","Sea level rise focuses on regular inundation, but each metro also has unique flooding risks. In addition to vulnerability to high sea level rise, Miami is at a great risk of flooding due to groundwater emergence. For the Bay Area, as the sea level rises, the risk of flooding increases for creeks and rivers that flow into the Bay."
"EN1A","Particulate Concentrations","Regional Performance","Particulate matter concentrations declined in 2016 - benefiting from both long-term reductions in emissions and short-term wet weather conditions.","Over the past 15 years, regional 3-year annual average particulate matter concentrations have fallen from 12.3 micrograms (mg) per cubic meter to just 7.8 micrograms per cubic meter - a remarkable improvement in a relatively short time. Peak particulate matter levels also declined significantly over this time period, as indicated by the peak 24-hour average trend. The most recent downward tick in particulate matter levels has been attributable to emission reduction programs as well as favorable weather conditions. An extended period of light winds and no rain contributed to higher levels of particulate matter accumulating in the Bay Area air basin in 2015; the return of wet and windy winter weather conditions in 2016 provided a natural scrubbing that ""washed"" particulate matter from the air.","The Bay Area has made progress in reducing particulate emissions and has reported concentrations below national air quality standards in recent years. However, there is no known safe threshold for exposure to particulate matter. On days when fine particulate matter concentrations spike due to worst-case conditions, Bay Area residents face significant health risks."
"EN1B","Particulate Concentrations","Local Focus","Local particulate matter concentrations are influenced by variations in emissions and local weather conditions.","Although local concentrations in the Bay Area may be higher in close proximity to major emissions sources, particulate levels are relatively similar for different subregions throughout urbanized portions of the Bay Area. Outliers include the areas around West Oakland, San Pablo and Vallejo, where heavy traffic volumes result in above-average particulate matter levels. Areas around Napa also experiences higher particulate matter levels, a result of its high levels of residential wood-burning activity. In contrast, the northern and southern portions of the region near Gilroy and Sebastopol have consistently seen some of the lowest PM2.5Â levels in the urbanized Bay Area.","Over the long term, the Point Reyes monitoring station in Marin County has consistently seen the lowest concentrations of fine particulate matter of any monitoring site in the region. This result is a reflection of the minimal influence of human activity on local air quality at that location due to the relatively pristine conditions within Golden Gate National Recreation Area - generally upwind of population centers and most emission sources."
"EN1C","Particulate Concentrations","National Context","Among major U.S. metro areas, Miami has the cleanest air as a result of low levels of particulates.","Of the ten largest U.S. metro areas, Miami continues to have the lowest particulate levels. Miami's strong performance in terms of regional air quality is a result of multiple favorable factors. Only lightly industrialized, Miami features a flat topography and favorable wind conditions, which mean that emitted particulates tend to be blown away from populated areas. This stands in stark contrast to Los Angeles. There, unfavorable topographical and meteorological conditions result in the highest particulate matter concentrations among the nation's largest metro areas. Meanwhile, the Bay Area falls in the middle of the pack among major metro areas, though with significantly lower particulate matter levels than Southern California.",
"EN2A","Ozone Concentrations","Regional Performance","Even with significant population and economic growth, Bay Area ozone concentrations have declined over the past half-century.","Peak Bay Area ozone concentration levels are well below those first recorded when air quality monitoring began more than 50 years ago. Thanks in part to cleaner cars and trucks, ozone concentrations today are at least one-third lower than 1970s levels. These improved conditions have come about despite growth in population, vehicles and miles traveled in the Bay Area. Since the early 2000s, Bay Area ozone concentrations have consistently been one-third lower than in the 1970s. At the same time, however, ozone concentrations can vary from year to year depending on weather conditions. In the last two years, the weather was unfavorable and as a result concentrations in the region's worst affected locations ticked upward. Based on these recent data, the Bay Area exceeds the new, more stringent federal standards for ozone.",
"EN3A","Greenhouse Gas Emissions","Regional Performance","On a per-capita basis, greenhouse gas emissions from primary sources have declined by six percentage points since 2010.","While the Bay Area economy has surged in recent years, greenhouse gas emissions have not. Remarkably, since 2010, per-capita greenhouse gas emissions have declined by six percentage points. This trend is primarily attributable to decreased consumption of electricity and natural gas and expanded availability of renewable power sources like solar and wind. At the same time, per-capita consumption of gasoline and diesel fuels by Bay Area drivers has declined in the last few years as well - albeit at a slower rate than the electricity and natural gas sectors. These positive trends have occurred even as economic output has surged by 22 percent and jobs have grown by 18 percent over this five-year period. Still, to achieve our region's increasingly ambitious greenhouse gas reduction targets, more progress will be necessary in the coming years.",
"EN3B","Greenhouse Gas Emissions","Local Focus","Due to a combination of robust public transit services and cleaner industries, San Francisco has the lowest per-capita greenhouse gas emissions of any Bay Area county.","In 2015, combustion of fuels in cars and trucks - combined with consumption of natural gas and electricity - resulted in nearly 50 million metric tons of greenhouse gas emissions - but not every county contributes equally to this regional total. Most notably, per-capita greenhouse gas emissions from primary sources in San Francisco are only 61 percent of regional average. The city's ""green"" status is likely attributable to relatively clean industries, a knowledge-based economy, a robust public transit system, limited parking and a dense land use pattern. Alameda County ranks second-lowest for per-capita emissions, with similarly ""green"" characteristics in more established communities like Berkeley and Oakland.","Contra Costa and Solano counties are notable outliers in terms of their above-average per-capita greenhouse gas emissions. In large part, this is due to the presence of oil refineries and other heavy industries in both counties, which consume large quantities of natural gas for their industrial processes. With regards to the transportation sector by itself, Solano and Napa counties top the list in terms of per-capita greenhouse gas emissions, most likely due to longer trip distances and limited public transit options."
