"start_date","job_title","department","department_code","job_term","list_type","req_number","appointment_type"
"2020-02-17T00:00:00.000","LABORER (CLASS CODE 1510)","Parks & Parkways","620","Probationary","Regular","2020-00159","New Hire/Rehire"
"2020-02-17T00:00:00.000","LABORER (CLASS CODE 1510)","Parks & Parkways","620","Probationary","Regular","2020-00162","New Hire/Rehire"
"2020-02-24T00:00:00.000","LABORER (CLASS CODE 1510)","Miscellaneous","700","Probationary","Regular","2020-00046","New Hire/Rehire"
"2020-02-24T00:00:00.000","LABORER (CLASS CODE 1510)","Miscellaneous","700","Probationary","Regular","2020-00155","New Hire/Rehire"
"2020-03-02T00:00:00.000","LABORER (CLASS CODE 1510)","Parks & Parkways","620","Probationary","Regular","2020-00164","New Hire/Rehire"
"2020-03-02T00:00:00.000","LABORER (CLASS CODE 1510)","Public Works Department","500","Probationary","Regular","2020-00243","New Hire/Rehire"
"2020-03-02T00:00:00.000","LABORER (CLASS CODE 1510)","Public Works Department","500","Probationary","Regular","2020-00269","New Hire/Rehire"
"2020-03-02T00:00:00.000","LABORER (CLASS CODE 1510)","Public Works Department","500","Probationary","Regular","2020-00270","New Hire/Rehire"
"2020-02-03T00:00:00.000","LABORER (CLASS CODE 1510)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00142","New Hire/Rehire"
"2020-03-02T00:00:00.000","LABORER (CLASS CODE 1510)","Parks & Parkways","620","Probationary","Regular","2020-00154","New Hire/Rehire"
"2020-03-09T00:00:00.000","LABORER (CLASS CODE 1510)","Miscellaneous","700","Probationary","Regular","2020-00402","New Hire/Rehire"
"2020-03-09T00:00:00.000","LABORER (CLASS CODE 1510)","Miscellaneous","700","Probationary","Regular","2020-00450","New Hire/Rehire"
"2020-03-09T00:00:00.000","LABORER (CLASS CODE 1510)","New Orleans Public Library","630",,,"2020-00231","New Hire/Rehire"
"2020-03-09T00:00:00.000","LABORER (CLASS CODE 1510)","New Orleans Public Library","630",,,"2020-00248","New Hire/Rehire"
"2020-03-23T05:00:00.000","LABORER (CLASS CODE 1510)","Parks & Parkways","620","Probationary","Regular","2020-00163","New Hire/Rehire"
"2020-01-05T00:00:00.000","Emergency","Police Department","270","Emergency (10 day appointment)","Regular","2020-00089","New Hire/Rehire"
"2020-01-05T00:00:00.000","Emergency","Police Department","270","Emergency (10 day appointment)","Regular","2020-00090","New Hire/Rehire"
"2020-01-06T00:00:00.000","Emergency","Chief Administrative Office","220","Emergency (10 day appointment)","Regular","2020-00099","New Hire/Rehire"
"2020-01-15T00:00:00.000","Transient","Police Department","270","Transient (3 month appointment)","Regular","2020-00206","New Hire/Rehire"
"2020-01-15T00:00:00.000","Transient","Police Department","270","Transient (3 month appointment)","Regular","2020-00207","New Hire/Rehire"
"2020-01-21T00:00:00.000","Emergency","Sewerage and Water Board of New Orleans","010D","Emergency (10 day appointment)","Regular and Promotional","2020-00353","New Hire/Rehire"
"2020-02-17T06:00:00.000","EMERGENCY MANAGEMENT SERVICES COORDINATOR (CLASS CODE 8115)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00145","New Hire/Rehire"
"2020-01-27T00:00:00.000","AIRPORT ADMINISTRATIVE INTERN (CLASS CODE 8022)","New Orleans Aviation Board","900","Probationary","Regular","2020-00013","New Hire/Rehire"
"2020-01-13T00:00:00.000","Transient","New Orleans Aviation Board","900","Transient (3 month appointment)","Regular","2020-00150","New Hire/Rehire"
"2020-02-02T00:00:00.000","MANAGEMENT DEVELOPMENT SPECIALIST II (ORIGINAL ENTRANCE) (CLASS CODE 0364)","Property Management","450","Probationary","Regular","2020-00084","New Hire/Rehire"
"2020-01-24T00:00:00.000","Transient","Sewerage and Water Board of New Orleans","010D","Transient (3 month appointment)","Regular and Promotional","2020-00433","New Hire/Rehire"
"2020-03-22T05:00:00.000","Provisional","Parks & Parkways","620","Provisional","Regular","2020-00158","New Hire/Rehire"
"2020-03-02T00:00:00.000","EMERGENCY MANAGEMENT SERVICES COORDINATOR (CLASS CODE 8115)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00186","New Hire/Rehire"
"2020-03-18T00:00:00.000","INFORMATION TECHNOLOGY SPECIALIST I (HELP DESK) (CLASS CODE 0165)","New Orleans Aviation Board","900","Probationary","Regular","2020-00660","New Hire/Rehire"
"2020-01-06T00:00:00.000","INFORMATION TECHNOLOGY SPECIALIST III (ENTERPRISE APPLICATIONS MANAGEMENT) (CLASS CODE 0177)","Chief Administrative Office","220","Probationary","Regular and Promotional","2019-03325","New Hire/Rehire"
"2020-01-29T00:00:00.000","REINSTATEMENTS (All classifications)","Safety & Permits","260","Reemployment","Regular and Promotional","2020-00128","New Hire/Rehire"
"2020-01-29T06:00:00.000","REINSTATEMENTS (All classifications)","Civil Service Department","480","Reinstatement","Promotional Only","2020-00190","New Hire/Rehire"
"2020-01-29T06:00:00.000","REINSTATEMENTS (All classifications)","Civil Service Department","480","Reinstatement","Promotional Only","2020-00190","New Hire/Rehire"
"2020-01-16T00:00:00.000","POLICE RECRUIT - ACADEMY","Police Department","270","Probationary","Regular","2020-00091","New Hire/Rehire"
"2020-01-30T00:00:00.000","POLICE RECRUIT - ACADEMY","Police Department","270","Probationary","Regular","2020-00092","New Hire/Rehire"
"2020-01-30T00:00:00.000","POLICE RECRUIT - ACADEMY","Police Department","270","Probationary","Regular","2020-00094","New Hire/Rehire"
"2020-02-10T00:00:00.000","REINSTATEMENTS (All classifications)","Civil Service Department","480","Reinstatement","Promotional Only","2020-00190","New Hire/Rehire"
"2020-03-08T00:00:00.000","PEST CONTROL SPECIALIST I (CLASS CODE 5466)","New Orleans Mosquito and Termite Control Board","685","Probationary","Regular","2020-00443","New Hire/Rehire"
"2020-03-09T05:00:00.000","REINSTATEMENTS (All classifications)","Sewerage and Water Board of New Orleans","010D","Reinstatement","Regular","2020-00624","New Hire/Rehire"
"2020-02-17T00:00:00.000","OFFICE ASSISTANT I (ENTRANCE) (CLASS CODE 0032)","Sewerage and Water Board of New Orleans","010D",,,"2020-00331","New Hire/Rehire"
"2020-03-23T00:00:00.000","INFORMATION TECHNOLOGY SUPERVISOR (SECURITY) (CLASS CODE 0180)","Chief Administrative Office","220","Probationary","Regular","2020-00183","New Hire/Rehire"
"2020-03-23T00:00:00.000","OFFICE ASSISTANT I (ENTRANCE) (CLASS CODE 0032)","Miscellaneous","700","Probationary","Regular","2020-00047","New Hire/Rehire"
"2020-03-30T05:00:00.000","OFFICE ASSISTANT I (ENTRANCE) (CLASS CODE 0032)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00634","New Hire/Rehire"
"2020-05-04T05:00:00.000","OFFICE ASSISTANT I (ENTRANCE) (CLASS CODE 0032)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00998","New Hire/Rehire"
"2020-01-13T06:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03575","New Hire/Rehire"
"2020-01-27T06:00:00.000","RECREATION LIFEGUARD I (CLASS CODE 6110)","Miscellaneous","700","Probationary","Regular","2019-03559","New Hire/Rehire"
"2020-01-27T00:00:00.000","RECREATION LIFEGUARD I (CLASS CODE 6110)","Miscellaneous","700","Probationary","Regular","2019-03559","New Hire/Rehire"
"2020-01-27T00:00:00.000","AUTOMOTIVE MECHANIC II (CLASS CODE 1991)","Chief Administrative Office","220","Probationary","Regular","2019-03448","New Hire/Rehire"
"2020-01-21T00:00:00.000","ENGINEERING TECHNICIAN (CLASS CODE 4018)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03373","New Hire/Rehire"
"2020-02-02T00:00:00.000","SOCIAL SERVICES WORKER III (CLASS CODE 6034)","Police Department","270","Probationary","Regular","2020-00097","New Hire/Rehire"
"2020-01-31T00:00:00.000","ENGINEERING TECHNICIAN (CLASS CODE 4018)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00357","New Hire/Rehire"
"2020-02-24T00:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Miscellaneous","700","Probationary","Regular","2019-03544","New Hire/Rehire"
"2020-02-24T00:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Miscellaneous","700","Probationary","Regular","2020-00332","New Hire/Rehire"
"2020-02-16T00:00:00.000","SOCIAL SERVICES WORKER III (CLASS CODE 6034)","Police Department","270","Probationary","Regular","2020-00174","New Hire/Rehire"
"2020-02-16T00:00:00.000","SOCIAL SERVICES WORKER III (CLASS CODE 6034)","Police Department","270","Probationary","Regular","2020-00376","New Hire/Rehire"
"2020-02-14T00:00:00.000","REINSTATEMENTS (All classifications)","Health Department","360","Probationary","Regular","2020-00031","New Hire/Rehire,Other"
"2020-02-17T00:00:00.000","LIBRARIAN II (ORIGINAL ENTRANCE) (CLASS CODE 6531)","New Orleans Public Library","630",,,"2020-00390","New Hire/Rehire"
"2020-02-17T00:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03566","New Hire/Rehire"
"2020-03-08T06:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00032","New Hire/Rehire"
"2020-03-01T00:00:00.000","SOCIAL SERVICES WORKER III (CLASS CODE 6034)","Police Department","270","Probationary","Regular","2020-00593","New Hire/Rehire"
"2020-03-01T00:00:00.000","SOCIAL SERVICES WORKER III (CLASS CODE 6034)","Police Department","270","Probationary","Regular","2020-00592","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00480","New Hire/Rehire"
"2020-02-17T00:00:00.000","UTILITIES MAINTENANCE TECHNICIAN III (CLASS CODE 3405)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00340","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00022","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00023","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00358","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)","Health Department","360","Probationary","Regular","2020-00627","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)","Health Department","360","Probationary","Regular","2020-00631","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00025","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00027","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00028","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00029","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00030","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00625","New Hire/Rehire"
"2020-03-09T00:00:00.000","RECREATION CENTER ASSISTANT I (CLASS CODE 6158)","Miscellaneous","700","Probationary","Regular","2020-00195","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00635","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00637","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00637","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00638","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00026","New Hire/Rehire"
"2020-03-02T00:00:00.000","UTILITIES MAINTENANCE TECHNICIAN III (CLASS CODE 3405)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00483","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00637","New Hire/Rehire"
"2020-03-09T00:00:00.000","RECREATION LEADER I (CLASS CODE 6121 )","Miscellaneous","700","Transient (3 month appointment)","Regular and Promotional","2020-00225","New Hire/Rehire"
"2020-03-08T00:00:00.000","EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)","Health Department","360","Probationary","Regular","2020-00024","New Hire/Rehire"
"2020-01-13T00:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03667","New Hire/Rehire"
"2020-03-16T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00638","New Hire/Rehire"
"2020-03-09T00:00:00.000","MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361)","Finance Department","400","Probationary","Regular","2020-00378","New Hire/Rehire"
"2020-04-20T05:00:00.000","PARALEGAL (CLASS CODE 7017)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00539","New Hire/Rehire"
"2020-03-01T00:00:00.000","REINSTATEMENTS (All classifications)","Fire Department","250","Reinstatement","Departmental Promotional Only","2020-00537","New Hire/Rehire"
"2020-03-30T05:00:00.000","ENGINEERING TECHNICIAN (CLASS CODE 4018)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00523","New Hire/Rehire"
"2020-03-16T00:00:00.000","REINSTATEMENTS (All classifications)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00525","New Hire/Rehire"
"2020-04-13T05:00:00.000","SAFETY ENGINEER (CLASS CODE 4110)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00720","New Hire/Rehire"
"2020-05-11T05:00:00.000","ENGINEERING TECHNICIAN (CLASS CODE 4018)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-01026","New Hire/Rehire"
"2020-04-20T05:00:00.000","PARALEGAL (CLASS CODE 7017)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00540","New Hire/Rehire"
"2020-01-06T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00019","New Hire/Rehire"
"2020-01-06T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03004","New Hire/Rehire"
"2020-01-06T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03077","New Hire/Rehire"
"2020-01-06T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03459","New Hire/Rehire"
"2020-01-21T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03494","New Hire/Rehire"
"2020-02-02T00:00:00.000","POLICE TECHNICIAN I (CLASS CODE 7141)","Police Department","270","Probationary","Regular","2020-00198","New Hire/Rehire"
"2020-02-02T00:00:00.000","DNA ANALYST (CLASS CODE 5255)","Police Department","270","Probationary","Regular","2020-00143","New Hire/Rehire"
"2020-02-02T00:00:00.000","POLICE TECHNICIAN I (CLASS CODE 7141)","Police Department","270","Probationary","Regular","2020-00199","New Hire/Rehire"
"2020-02-17T06:00:00.000","ACCOUNTANT I (CLASS CODE 0421)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00193","New Hire/Rehire"
"2020-02-17T06:00:00.000","ACCOUNTANT I (CLASS CODE 0421)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00176","New Hire/Rehire"
"2020-01-21T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2019-03626","New Hire/Rehire"
"2020-01-27T00:00:00.000","ACCOUNTANT I (CLASS CODE 0421)","New Orleans Aviation Board","900","Probationary","Regular","2020-00012","New Hire/Rehire"
"2020-03-02T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00002","New Hire/Rehire"
"2020-03-02T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00001","New Hire/Rehire"
"2020-03-02T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00003","New Hire/Rehire"
"2020-02-10T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00004","New Hire/Rehire"
"2020-03-02T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00005","New Hire/Rehire"
"2020-02-17T06:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00417","New Hire/Rehire"
"2020-02-09T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Property Management","450","Probationary","Regular and Promotional","2020-00209","New Hire/Rehire"
"2020-02-10T00:00:00.000","AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043)","New Orleans Aviation Board","900","Probationary","Regular","2020-00008","New Hire/Rehire"
"2020-02-10T00:00:00.000","AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043)","New Orleans Aviation Board","900","Probationary","Regular","2020-00039","New Hire/Rehire"
"2020-03-02T06:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00406","New Hire/Rehire"
"2020-02-10T00:00:00.000","AIRPORT TECHNICIAN II (CARPENTER) (CLASS CODE 8044)","New Orleans Aviation Board","900","Probationary","Regular and Promotional","2020-00015","New Hire/Rehire"
"2020-03-16T05:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00417","New Hire/Rehire"
"2020-03-16T05:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00544","New Hire/Rehire"
"2020-03-16T05:00:00.000","WATER SERVICE INSPECTOR I (CLASS CODE 3140)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00545","New Hire/Rehire"
"2020-03-02T00:00:00.000","ENVIRONMENTAL ENFORCEMENT TECHNICIAN I (CLASS CODE 3085)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00338","New Hire/Rehire"
"2020-03-02T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00043","New Hire/Rehire"
"2020-01-24T00:00:00.000","UTILITY SERVICES MANAGER (SAFETY) (CLASS CODE 3094)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00667","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T05:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00053","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00054","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00055","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00056","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00057","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00058","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00063","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00065","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00066","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00059","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00060","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00061","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00062","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00067","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00069","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00068","New Hire/Rehire"
