"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"I1508217","21","COMPLAINT OTHER","1H","56","SIMPLE CRIMINAL DAMAGE","1D","3699688","554422","2017-09-12T15:59:25.000","2017-09-13T08:29:00.000","2017-09-13T08:29:09.000","2017-09-13T08:30:42.000","NAT","Necessary Action Taken","N","7C05","047XX America St","70126","7","(30.01790388, -90.00980204)"
"I1513317","67","THEFT","1A","67","THEFT","1E","3719839","573817","2017-09-12T16:35:03.000",,,"2017-09-13T07:39:11.000","VOI","VOID","N","7K04","078XX Bass St","70128","7","(30.07057685, -89.945392)"
"I1526717","21","COMPLAINT OTHER","1H","56","SIMPLE CRIMINAL DAMAGE","1D","3731323","561908","2017-09-12T17:55:04.000","2017-09-13T17:59:28.000","2017-09-13T17:59:40.000","2017-09-13T18:04:46.000","NAT","Necessary Action Taken","N","7L03","145XX Chef Menteur Hwy","70129","7","(30.03744585, -89.90955504)"
"I1527117","37","AGGRAVATED ASSAULT","1A","35","SIMPLE BATTERY","1D","3710678","558616","2017-09-12T17:57:33.000","2017-09-13T19:02:01.000","2017-09-13T19:02:07.000","2017-09-13T19:08:43.000","GOA","GONE ON ARRIVAL","N","7R08","056XX Read Blvd","70127","7","(30.02908336, -89.97492279)"
"I1532017","67","THEFT","1E","67","THEFT","0A","3702096","554892","2017-09-12T18:33:41.000","2017-09-13T19:12:48.000","2017-09-13T19:19:49.000","2017-09-13T22:32:06.000","RTF","REPORT TO FOLLOW","N","7E01","048XX Tulip St","70126","7","(30.01912114, -90.00217596)"
"I1532517","66","EXTORTION (THREATS)","1A","66","EXTORTION (THREATS)","1F","3704182","553695","2017-09-12T18:38:25.000","2017-09-13T20:48:25.000","2017-09-13T20:58:02.000","2017-09-13T21:11:29.000","GOA","GONE ON ARRIVAL","N","7E01","045XX Viola St","70126","7","(30.01576296, -89.99563108)"
"I1538417","62","SIMPLE BURGLARY","1A","62","SIMPLE BURGLARY","1E","3711547","565404","2017-09-12T19:29:16.000","2017-09-13T23:45:01.000","2017-09-13T23:53:38.000","2017-09-14T00:02:29.000","GOA","GONE ON ARRIVAL","N","7I14","112XX Morrison Rd","70128","7","(30.04771868, -89.97192073)"
"I1544117","103","DISTURBANCE (OTHER)","1A","35","SIMPLE BATTERY","1D","3697951","557995","2017-09-12T20:08:28.000","2017-09-13T13:11:16.000","2017-09-13T13:11:19.000","2017-09-13T14:22:06.000","RTF","REPORT TO FOLLOW","N","7D05","066XX Morrison Rd","70126","7","(30.02778302, -90.01516039)"
"I1546317","21","COMPLAINT OTHER","1A","95","ILLEGAL CARRYING OF WEAPON","2B","3680517","541922","2017-09-12T20:22:06.000","2017-09-12T23:48:24.000","2017-09-12T23:53:45.000","2017-09-13T03:04:43.000","RTF","REPORT TO FOLLOW","N","5K04","020XX N Broad St","70119","5","(29.98412988, -90.07081233)"
"I1550517","37","AGGRAVATED ASSAULT","1A","34","AGGRAVATED BATTERY","2B","3715448","565644","2017-09-12T20:56:33.000","2017-09-12T20:58:13.000","2017-09-12T21:01:23.000","2017-09-14T01:51:24.000","GOA","GONE ON ARRIVAL","N","7I11","121XX N I-10 Service Rd","70128","7","(30.04825109, -89.95958404)"
"I1553317","103D","DOMESTIC DISTURBANCE","1A","103D","DOMESTIC DISTURBANCE","2B","3705342","561563","2017-09-12T21:20:43.000","2017-09-13T02:10:20.000","2017-09-13T02:16:48.000","2017-09-13T04:43:08.000","RTF","REPORT TO FOLLOW","N","7O10","087XX Morrison Rd","70127","7","(30.0373576, -89.99167549)"
"I1553517","103D","DOMESTIC DISTURBANCE","1A","103D","DOMESTIC DISTURBANCE","1A","3709270","565416","2017-09-12T21:21:11.000","2017-09-13T17:30:15.000","2017-09-13T17:43:39.000","2017-09-13T17:55:41.000","GOA","GONE ON ARRIVAL","N","7I13","105XX Curran Blvd","70127","7","(30.04782523, -89.97911641)"
"I1558017","21N","NOISE COMPLAINT","1E","21N","NOISE COMPLAINT","1E","3707007","561086","2017-09-12T21:59:03.000","2017-09-13T03:18:09.000",,"2017-09-13T03:18:20.000","GOA","GONE ON ARRIVAL","N","7P03","070XX Bundy Rd","70127","7","(30.03599373, -89.98642993)"
"I1558217","62R","RESIDENCE BURGLARY","1C","103D","DOMESTIC DISTURBANCE","2B","3679634","533281","2017-09-12T22:00:30.000","2017-09-12T22:12:56.000","2017-09-12T22:16:44.000","2017-09-13T04:26:45.000","RTF","REPORT TO FOLLOW","N","1E01","015XX Conti St","70112","1","(29.96039524, -90.07389972)"
"I1560417","103M","MENTAL PATIENT","1A","103M","MENTAL PATIENT","2A","37369000","3513814","2017-09-12T22:25:39.000",,,"2017-09-13T08:32:17.000","VOI","VOID","N","7D02","062XX Curran Blvd","70126","7","(0.0, 0.0)"
"I1564217","43B","SEXUAL BATTERY","2B","21","COMPLAINT OTHER","1H","37369000","3513814","2017-09-12T23:03:09.000","2017-09-13T02:38:06.000","2017-09-13T02:41:21.000","2017-09-13T04:57:01.000","RTF","REPORT TO FOLLOW","N","2I03","024XX Blk Jena St","70115","2","(0.0, 0.0)"
"I1564817","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670647","535725","2017-09-12T23:04:33.000","2017-09-12T23:04:33.000","2017-09-12T23:06:31.000","2017-09-13T05:30:14.000","NAT","Necessary Action Taken","N","1L03","Ulloa St & S Cortez St","70119","1","(29.96738484, -90.10219622)"
"I1567717","98","DRIVING WHILE UNDER INFLUENCE","1D","98","DRIVING WHILE UNDER INFLUENCE","1D","3689796","524257","2017-09-12T23:28:31.000",,"2017-09-12T23:28:31.000","2017-09-13T03:21:25.000","NAT","Necessary Action Taken","Y","4A04","L B Landry Ave & Semmes St","70114","4","(29.93527073, -90.0421324)"
"I1568717","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3696095","519431","2017-09-12T23:37:28.000",,"2017-09-12T23:37:28.000","2017-09-13T04:25:57.000","NAT","Necessary Action Taken","Y","4C02","033XX Garden Oaks Dr","70114","4","(29.92180598, -90.02241945)"
"I1570817","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3705872","513378","2017-09-12T23:55:35.000",,"2017-09-12T23:55:35.000","2017-09-13T03:06:58.000","NAT","Necessary Action Taken","Y","4E01","059XX Tullis Dr","70131","4","(29.90485109, -89.99178074)"
"A1244417","103M","MENTAL PATIENT","2A","29S","SUICIDE","1B","37369000","3513814","2017-01-11T22:45:02.000","2017-01-12T03:04:54.000","2017-01-12T03:24:03.000","2017-01-12T04:42:02.000","RTF","REPORT TO FOLLOW","N","4A02","008XX De Armas St","70114","4","(0.0, 0.0)"
"I1571317","103D","DOMESTIC DISTURBANCE","2B","103D","DOMESTIC DISTURBANCE","2B","3692189","544879","2017-09-13T00:00:04.000","2017-09-13T00:01:13.000","2017-09-13T00:14:46.000","2017-09-13T00:24:16.000","GOA","GONE ON ARRIVAL","N","5Q02","033XX Pleasure St","70126","5","(29.9919002, -90.03383761)"
"I1571417","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1H","3680759","526981","2017-09-13T00:00:33.000","2017-09-13T00:02:24.000","2017-09-13T00:05:41.000","2017-09-13T00:10:41.000","GOA","GONE ON ARRIVAL","N","8G03","009XX Magazine St","70130","8","(29.94303764, -90.07056506)"
"A0003317","24","MEDICAL","2B","21","COMPLAINT OTHER","1H","37369000","3513814","2017-01-01T00:11:50.000",,"2017-01-01T00:11:50.000","2017-01-01T01:40:44.000","NAT","Necessary Action Taken","Y","8F01","005XX Frenchmen St","70116","8","(0.0, 0.0)"
"I1571517","21N","NOISE COMPLAINT","1E","21N","NOISE COMPLAINT","1E","3683465","546459","2017-09-13T00:03:01.000","2017-09-13T00:39:48.000",,"2017-09-13T01:11:12.000","GOA","GONE ON ARRIVAL","N","3X02","030XX Gentilly Blvd","70122","3","(29.99651385, -90.06133968)"
"I1571617","64A","HOLD UP ALARM","2B","64A","HOLD UP ALARM","2B","3686276","544510","2017-09-13T00:03:08.000","2017-09-13T00:05:20.000","2017-09-13T00:13:21.000","2017-09-13T00:21:42.000","NAT","Necessary Action Taken","N","3Y01","031XX Music St","70122","3","(29.99106865, -90.05252899)"
"I1571717","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3691077","522511","2017-09-13T00:04:15.000",,"2017-09-13T00:04:15.000","2017-09-13T00:29:28.000","NAT","Necessary Action Taken","Y","4B02","General De Gaulle Dr & Transit Ln","70114","4","(29.93043224, -90.03815121)"
"I1571817","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669254","538202","2017-09-13T00:06:40.000",,"2017-09-13T00:06:40.000","2017-09-13T00:26:46.000","NAT","Necessary Action Taken","Y","3D02","Banks St & S Alexander St","70119","3","(29.97423697, -90.10651171)"
"I1571917","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3692083","537142","2017-09-13T00:07:06.000",,"2017-09-13T00:07:06.000","2017-09-13T01:12:44.000","NAT","Necessary Action Taken","Y","5D03","039XX N Claiborne Ave","70117","5","(29.97062974, -90.03445086)"
"I1572017","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3695936","559447","2017-09-13T00:09:13.000",,,"2017-09-13T00:09:45.000","NAT","Necessary Action Taken","N","7D02","078XX Shelly St","70126","7","(30.03184073, -90.02147589)"
"I1572117","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3700065","520240","2017-09-13T00:09:31.000","2017-09-13T00:11:00.000","2017-09-13T00:16:03.000","2017-09-13T00:34:01.000","GOA","GONE ON ARRIVAL","N","4D01","030XX Rue Parc Fontaine","70131","4","(29.92390552, -90.00985939)"
"I1572217","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3730351","562363","2017-09-13T00:09:34.000",,"2017-09-13T00:09:34.000","2017-09-13T01:02:33.000","NAT","Necessary Action Taken","Y","7L02","048XX Alcee Fortier Blvd","70129","7","(30.03872965, -89.9126104)"
"I1572317","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3730351","562363","2017-09-13T00:09:38.000",,"2017-09-13T00:09:38.000","2017-09-13T01:02:36.000","NAT","Necessary Action Taken","Y","7L02","048XX Alcee Fortier Blvd","70129","7","(30.03872965, -89.9126104)"
"I1572417","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3730351","562363","2017-09-13T00:09:41.000",,"2017-09-13T00:09:41.000","2017-09-13T01:02:39.000","NAT","Necessary Action Taken","Y","7L02","048XX Alcee Fortier Blvd","70129","7","(30.03872965, -89.9126104)"
"I1572517","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3730351","562363","2017-09-13T00:09:45.000",,"2017-09-13T00:09:45.000","2017-09-13T01:02:17.000","NAT","Necessary Action Taken","Y","7L02","048XX Alcee Fortier Blvd","70129","7","(30.03872965, -89.9126104)"
"I1572617","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3674663","534363","2017-09-13T00:11:11.000","2017-09-13T00:11:11.000","2017-09-13T00:11:22.000","2017-09-13T00:25:17.000","NAT","Necessary Action Taken","N","1L01","003XX S Broad St","70119","1","(29.96352053, -90.08956026)"
"I1572717","103","DISTURBANCE (OTHER)","1A","103F","FIGHT","2B","3679252","528791","2017-09-13T00:11:19.000","2017-09-13T00:12:19.000","2017-09-13T00:13:43.000","2017-09-13T00:20:33.000","NAT","Necessary Action Taken","N","8H03","010XX Girod St","70113","8","(29.94806141, -90.07526273)"
"I1572817","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3679759","522809","2017-09-13T00:11:23.000",,"2017-09-13T00:11:23.000","2017-09-13T00:19:53.000","NAT","Necessary Action Taken","Y","6B03","Magazine St & Saint Mary St",,"6","(29.93159842, -90.07386735)"
"I1572917","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3681705","528064","2017-09-13T00:12:07.000","2017-09-13T00:13:30.000",,"2017-09-13T00:23:32.000","NAT","Necessary Action Taken","N","8G02","007XX Tchoupitoulas St","70130","8","(29.94598763, -90.06754261)"
"I1573017","67","THEFT","0A","67","THEFT","1E","0","0","2017-09-13T00:12:33.000","2017-09-13T03:02:45.000","2017-09-13T03:14:21.000","2017-09-13T03:52:06.000","GOA","GONE ON ARRIVAL","N","8D04","003XX Bourbon St",,"0",
"I1573117","24","MEDICAL","2B","107","SUSPICIOUS PERSON","2A","37369000","3513814","2017-09-13T00:13:35.000","2017-09-13T00:14:50.000","2017-09-13T00:15:38.000","2017-09-13T00:31:13.000","NAT","Necessary Action Taken","N","1M03","005XX N Jeff Davis Pkwy","70119","1","(0.0, 0.0)"
"I1573217","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3675105","528069","2017-09-13T00:14:59.000",,"2017-09-13T00:14:59.000","2017-09-13T00:15:26.000","NAT","Necessary Action Taken","Y","6J02","Martin Luther King Jr Blvd & S Claiborne Ave","70113","6","(29.94620074, -90.0883802)"
"I1573317","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3675105","528069","2017-09-13T00:15:05.000",,"2017-09-13T00:15:05.000","2017-09-13T00:15:20.000","NAT","Necessary Action Taken","Y","6J02","Martin Luther King Jr Blvd & S Claiborne Ave","70113","6","(29.94620074, -90.0883802)"
"I1573417","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3661422","530235","2017-09-13T00:15:18.000","2017-09-13T00:16:18.000","2017-09-13T00:19:52.000","2017-09-13T00:29:00.000","NAT","Necessary Action Taken","N","2K03","085XX Jeannette St","70118","2","(29.95255713, -90.1315105)"
"I1573517","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3682888","550959","2017-09-13T00:16:37.000",,"2017-09-13T00:16:37.000","2017-09-13T00:16:57.000","NAT","Necessary Action Taken","Y","3Q02","020XX Timoleon St","70122","3","(30.00890511, -90.06300677)"
"I1573617","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3684191","545896","2017-09-13T00:17:36.000","2017-09-13T00:22:35.000","2017-09-13T00:17:36.000","2017-09-13T01:41:10.000","NAT","Necessary Action Taken","Y","3X02","036XX Elysian Fields Ave","70122","3","(29.99494419, -90.05906588)"
"I1573717","62C","SIMPLE BURGLARY VEHICLE","1E","67C","THEFT FROM EXTERIOR","1E","3689901","540438","2017-09-13T00:20:59.000","2017-09-13T00:26:02.000","2017-09-13T00:31:43.000","2017-09-13T01:44:10.000","RTF","REPORT TO FOLLOW","N","5M03","022XX Feliciana St","70117","5","(29.97976023, -90.04122467)"
"I1573817","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3670951","520791","2017-09-13T00:21:18.000","2017-09-13T00:26:43.000",,"2017-09-13T00:26:55.000","NAT","Necessary Action Taken","N","6P01","043XX Saint Charles Ave","70115","6","(29.92631304, -90.10174319)"
"I1573917","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3668754","523836","2017-09-13T00:21:21.000","2017-09-13T01:46:03.000","2017-09-13T01:49:45.000","2017-09-13T01:56:45.000","NAT","Necessary Action Taken","N","2I03","050XX Freret St","70115","2","(29.9347502, -90.10857561)"
"I1574017","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3668342","539441","2017-09-13T00:27:05.000",,"2017-09-13T00:27:05.000","2017-09-13T00:51:30.000","NAT","Necessary Action Taken","Y","3D02","S Bernadotte St & Palmyra St","70119","3","(29.97766993, -90.10934918)"
"I1574117","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3681627","529691","2017-09-13T00:27:13.000","2017-09-13T00:27:13.000","2017-09-13T00:27:19.000","2017-09-13T01:08:05.000","NAT","Necessary Action Taken","N","8G04","005XX Gravier St","70130","8","(29.95046356, -90.06773163)"
"I1574217","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3681176","541186","2017-09-13T00:29:39.000",,"2017-09-13T00:29:39.000","2017-09-13T01:08:33.000","NAT","Necessary Action Taken","Y","5K04","N Dorgenois St & George Nick Connor Dr","70119","5","(29.9820846, -90.06875358)"
"I1574317","103D","DOMESTIC DISTURBANCE","2B","21","COMPLAINT OTHER","2A","3668784","532060","2017-09-13T00:32:00.000","2017-09-13T00:32:58.000","2017-09-13T00:38:15.000","2017-09-13T01:56:36.000","RTF","REPORT TO FOLLOW","N","2V01","Earhart Blvd & State Street Dr","70125","2","(29.95736279, -90.10820422)"
"I1574417","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3670560","551867","2017-09-13T00:35:36.000",,"2017-09-13T00:35:36.000","2017-09-13T01:15:44.000","NAT","Necessary Action Taken","Y","3J01","Filmore Ave & Argonne Blvd","70124","3","(30.01177125, -90.10192295)"
"I1574517","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3696412","520701","2017-09-13T00:36:11.000",,"2017-09-13T00:36:11.000","2017-09-13T01:10:45.000","NAT","Necessary Action Taken","Y","4J01","Westbend Pkwy & General De Gaulle Dr","70114","4","(29.92528714, -90.02137362)"
"I1574617","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3671001","534083","2017-09-13T00:36:13.000",,"2017-09-13T00:36:13.000","2017-09-13T01:31:45.000","NAT","Necessary Action Taken","Y","1K02","I-10 W","70119","1","(29.96286033, -90.10113272)"
"I1574717","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3695842","552902","2017-09-13T00:36:40.000",,,"2017-09-13T00:59:57.000","VOI","VOID","N","7A02","043XX Downman Rd","70126","3","(30.01384749, -90.02200849)"
"I1574817","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3667076","540154","2017-09-13T00:39:40.000",,"2017-09-13T00:39:40.000","2017-09-13T00:45:05.000","NAT","Necessary Action Taken","Y","3A03","I-10 E & Airline Hwy Exit","70118","3","(29.97966681, -90.11332365)"
"I1574917","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3674612","527614","2017-09-13T00:40:46.000",,"2017-09-13T00:40:46.000","2017-09-13T01:11:29.000","NAT","Necessary Action Taken","Y","6I03","Jackson Ave & S Claiborne Ave","70125","6","(29.94496552, -90.08995386)"
"I1575017","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3684191","545896","2017-09-13T00:40:58.000",,"2017-09-13T00:40:58.000","2017-09-13T01:46:34.000","NAT","Necessary Action Taken","Y","3X02","036XX Elysian Fields Ave","70122","3","(29.99494419, -90.05906588)"
"I1575117","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3684191","545896","2017-09-13T00:41:02.000",,"2017-09-13T00:41:02.000","2017-09-13T01:46:37.000","NAT","Necessary Action Taken","Y","3X02","036XX Elysian Fields Ave","70122","3","(29.99494419, -90.05906588)"
"A0007017","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2017-01-01T00:31:45.000",,"2017-01-01T00:31:45.000","2017-01-01T00:52:55.000","NAT","Necessary Action Taken","Y","8D04","002XX Bourbon St","70112","8","(0.0, 0.0)"
"I1575217","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3684191","545896","2017-09-13T00:41:06.000",,"2017-09-13T00:41:06.000","2017-09-13T01:46:31.000","NAT","Necessary Action Taken","Y","3X02","036XX Elysian Fields Ave","70122","3","(29.99494419, -90.05906588)"
"I1575317","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3692130","522938","2017-09-13T00:43:19.000",,"2017-09-13T00:43:19.000","2017-09-13T01:08:11.000","NAT","Necessary Action Taken","Y","4I04","Mardi Gras Blvd & Farragut St","70114","4","(29.93157312, -90.03480923)"
"I1575417","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3666714","552253","2017-09-13T00:43:54.000",,"2017-09-13T00:43:54.000","2017-09-13T01:23:11.000","NAT","Necessary Action Taken","Y","3F02","West End Blvd & Filmore Ave","70124","3","(30.01294744, -90.11406198)"
"I1575517","21P","LOST PROPERTY","0E","21P","LOST PROPERTY","0E","3680721","531540","2017-09-13T00:45:21.000","2017-09-13T03:52:56.000","2017-09-13T03:53:07.000","2017-09-13T04:21:20.000","GOA","GONE ON ARRIVAL","N","8D01","009XX Iberville St","70112","8","(29.95557611, -90.07052673)"
"I1575617","21N","NOISE COMPLAINT","1E","21N","NOISE COMPLAINT","1E","3709892","517491","2017-09-13T00:46:29.000","2017-09-13T03:10:18.000","2017-09-13T03:10:08.000","2017-09-13T03:29:30.000","NAT","Necessary Action Taken","N","4E04","036XX Lancaster St","70131","4","(29.91602955, -89.97894238)"
"I1575717","21P","LOST PROPERTY","0E","21P","LOST PROPERTY","0E","3679182","549656","2017-09-13T00:46:30.000","2017-09-13T00:46:36.000","2017-09-13T00:46:30.000","2017-09-13T02:31:30.000","RTF","REPORT TO FOLLOW","Y","3M04","046XX Paris Ave","70122","3","(30.00543434, -90.07475769)"
"A2432217","24","MEDICAL","2B","21","COMPLAINT OTHER","2A","37369000","3513814","2017-01-22T01:46:47.000","2017-01-22T01:48:44.000","2017-01-22T01:51:33.000","2017-01-22T02:08:44.000","NAT","Necessary Action Taken","N","6F02","Danneel St & 6th St","70115","6","(0.0, 0.0)"
"I1575817","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3680573","531032","2017-09-13T00:48:22.000",,"2017-09-13T00:48:22.000","2017-09-13T01:07:20.000","NAT","Necessary Action Taken","Y","8I01","001XX Baronne St","70112","8","(29.95418235, -90.07101437)"
"I1575917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3690841","536361","2017-09-13T00:48:39.000",,"2017-09-13T00:48:39.000","2017-09-13T00:56:29.000","NAT","Necessary Action Taken","Y","5D03","013XX Congress St","70117","5","(29.968521, -90.03840212)"
"I1576017","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3681277","530743","2017-09-13T00:49:26.000",,"2017-09-13T00:49:26.000","2017-09-13T00:52:32.000","NAT","Necessary Action Taken","Y","8C01","001XX Royal St","70130","8","(29.95336796, -90.06880119)"
"I1576117","56D","CRIMINAL DAMAGE DOMESTIC","2C","62R","RESIDENCE BURGLARY","1C","3693999","557625","2017-09-13T00:49:31.000","2017-09-13T00:52:46.000","2017-09-13T00:57:46.000","2017-09-13T04:26:54.000","RTF","REPORT TO FOLLOW","N","7A05","073XX Townsend Pl","70126","3","(30.02689023, -90.02766345)"
"I1576217","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3674789","528135","2017-09-13T00:51:11.000",,"2017-09-13T00:51:11.000","2017-09-13T01:08:32.000","NAT","Necessary Action Taken","Y","6L01","020XX S Claiborne Ave","70125","6","(29.94639041, -90.08937605)"
"I1576317","22D","DIRECTED PATROL","1I","22A","AREA CHECK","1I","3669391","537150","2017-09-13T00:51:37.000",,"2017-09-13T00:51:37.000","2017-09-13T01:18:01.000","NAT","Necessary Action Taken","Y","3D02","S Solomon St & D'Hemecourt St","70119","3","(29.97134044, -90.10611545)"
"I1576417","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3683621","552664","2017-09-13T00:51:52.000",,"2017-09-13T00:51:52.000","2017-09-13T00:55:00.000","NAT","Necessary Action Taken","Y","3R02","Elysian Fields Ave & Mithra St","70122","3","(30.01357035, -90.06062996)"
"I1576517","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3683621","552664","2017-09-13T00:51:57.000",,"2017-09-13T00:51:57.000","2017-09-13T00:55:03.000","NAT","Necessary Action Taken","Y","3R02","Elysian Fields Ave & Mithra St","70122","3","(30.01357035, -90.06062996)"
"I1576617","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3683621","552664","2017-09-13T00:52:05.000",,"2017-09-13T00:52:05.000","2017-09-13T00:55:06.000","NAT","Necessary Action Taken","Y","3R02","Elysian Fields Ave & Mithra St","70122","3","(30.01357035, -90.06062996)"
