"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"CAVEMAN PIPING & ENGINEERING","790 W MAIN","DELTA","435-864-2020","V17164","2016-02-09T00:00:00.000","CLASS 3 HVAC","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"MOUNTAIN AIR COND. & HEATING","3385 S 1325 W","OGDEN","801-773-7171","V17111","2015-09-06T00:00:00.000","CLASS 3 HVAC","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"SIMCO SERVICE","2336 S 1500 E","VERNAL","435-789-3305","V2527","2015-10-22T00:00:00.000","CLASS 3 HVAC","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"ARCHER MECHANICAL & MAINT.CONT","6980 WEST 3800 SOUTH","WEST VALLEY CITY","801 250-4080","V380","2016-01-03T00:00:00.000","CLASS 3 HVAC","
, UT 84128
(40.69232972200007, -112.04396717999998)"
"GUNTHERS COMFORT AIR","81 SOUTH 700 EAST","AMERICAN FORK","801 756-9683","V358","2015-11-02T00:00:00.000","CLASS 3 HVAC","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"TENKO METALS INC.","357 WEST 1400 NORTH","LOGAN","435 752-7202","V1128","2015-05-13T00:00:00.000","CLASS 3 HVAC","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"DWIGHT GAILEY PLUMBING, INC","1000 WEST OLD HIGHWAY ROAD","MORGAN","801 829-3897","V9901","2015-04-14T00:00:00.000","CLASS 3 HVAC","
, UT 84050
(41.076167508000026, -111.71853930299994)"
"C.MARTIN COMPANY INC.","5474 STARK ROAD","DUGWAY","435 831-2422","V13221","2016-01-11T00:00:00.000","CLASS 3 HVAC","
, UT 84022
(40.23157664900003, -112.74060625699997)"
"RALPH TYE & SONS INC","5200 S 300 W","MURRAY","801-262-9900","V3570","2014-08-26T00:00:00.000","CLASS 3 HVAC","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"REDD MECHANICAL","1012 SOUTH 300 WEST","BLANDING","435 678-2505","V452","2015-08-27T00:00:00.000","CLASS 3 HVAC","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"A-JOHNSON HEATING INC.","189 WEST 5200 SOUTH","PRICE","435 637-2540","V413","2015-04-10T00:00:00.000","CLASS 3 HVAC","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"RV DOCTOR NIELSEN'S","5451 S. SANFORD DRIVE","SALT LAKE CITY","801261-8700","V474","2016-01-22T00:00:00.000","CLASS 3 HVAC","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"DENSLEY HEATING AND A/C INC.","12059 SO 2570 W","RIVERTON","801-573-2627","V14961","2015-05-10T00:00:00.000","CLASS 3 HVAC","
, UT 84065
(40.51054772700007, -111.94858996399995)"
"DANIELS PLUMBING & HEATING INC","P.O. BOX 461","VERNAL","435 789-6918","V433","2015-06-20T00:00:00.000","CLASS 3 HVAC","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"DAVIS HEATING & A/C SVCE INC.","PO BOX 34","PAROWAN","435 477-0122","V1337","2015-07-31T00:00:00.000","CLASS 3 HVAC","
, UT 84761
(37.84420903200004, -112.83507971099999)"
"K.C. HTNG & AIR CONDITIONING","PO BOX 572461","MURRAY","801 268-0692","V1618","2015-03-09T00:00:00.000","CLASS 3 HVAC","
, UT 107-76
(39.32372597500006, -111.67824829399996)"
"ABE NEERINGS & SON HTG & PLMG","PO BOX 85","MIDWAY","435 654-1147","V430","2015-06-04T00:00:00.000","CLASS 3 HVAC","
, UT 84049
(40.52069766000005, -111.47236867099997)"
"KEITH CAMPBELL SERVICE","429 NO 300 WEST 32-1","BLANDING","435 678-2603","V1183","2015-08-15T00:00:00.000","CLASS 3 HVAC","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"SHAMROCK PLUMBING LLC",,"NORTH SALT LAKE","801-295-1690","V15061","2015-08-14T00:00:00.000","CLASS 3 HVAC","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"COLF'S PLUMBING, INC.","30 NORTH 200 EAST","ST. GEORGE","435 673-4828","V10321","2015-06-23T00:00:00.000","CLASS 3 HVAC","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"TEMPERATURE CONTROL INC.","1002 CENTURY DRIVE","OGDEN","801 393-1551","V1056","2014-12-03T00:00:00.000","CLASS 3 HVAC","
, UT 404-48
(39.32372597500006, -111.67824829399996)"
"PROPANE SERVICE GROUP LLC","PO BOX 3815","OGDEN","801 721-7865","V2135","2015-11-01T00:00:00.000","CLASS 3 HVAC","
, UT 84409
(41.19606793500003, -111.98556596099996)"
"J.M. MECHANICAL","3685 NO HWY 91","HYDE PARK","435 563-6267","V747","2016-01-30T00:00:00.000","CLASS 3 HVAC","
, UT 84318
(41.80003673400006, -111.81412942399999)"
"JACKSON PLUMBING & HTG., INC","2140 WEST 580 NORTH","CEDAR CITY","435 586-6043","V10271","2015-06-10T00:00:00.000","CLASS 3 HVAC","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"T-J TRAILERS","2939 SO. PENNSYLVANIA AVE","OGDEN","801 627-0885","V1819","2015-07-18T00:00:00.000","CLASS 3 HVAC","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"MOBILE RV REPAIRS","1633 W 500 NO","SALT LAKE CITY","801-560-9900","V637","2016-01-22T00:00:00.000","CLASS 3 HVAC","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"MOUNTAIN WEST PLUMBING, INC.","1108 E. 680 NORTH","OREM","801 224-2491","V336","2015-07-26T00:00:00.000","CLASS 3 HVAC","
, UT 84097
(40.29409693300005, -111.67815682199995)"
"BRIGHAM HEATING & COOLING","12 WEST 100 SOUTH","BRIGHAM CITY","435-723-2150","V370","2015-11-27T00:00:00.000","CLASS 3 HVAC","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"AAEROW FORCED AIR SYSTEMS","665 WEST 2350 NORTH","LEHI","801-766-9866","V2627","2015-12-03T00:00:00.000","CLASS 3 HVAC","
, UT 84043
(40.404816363000066, -111.86183758399994)"
"CALL CLIMATE SERVICES, LLC","905 SO FRONTAGE ROAD","CENTERVILLE","801-298-4810","V765","2015-04-01T00:00:00.000","CLASS 3 HVAC","
, UT 84014
(40.92534802200004, -111.88019957799997)"
"PETERSON PLUMBING & HEATING","665 EAST 100 NORTH","RICHFIELD","435 896-8232","V563","2015-10-13T00:00:00.000","CLASS 3 HVAC","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"ADC PLUMBING & HEATING CO INC","555 W 70 N","DELTA","435-864-2451","V2720","2016-02-27T00:00:00.000","CLASS 3 HVAC","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"ALL SEASONS R.V. CENTER","2533 SOUTH 2050 WEST","WEST HAVEN","801 731-3442","V286","2015-12-14T00:00:00.000","CLASS 3 HVAC","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"HALVERSON MECHANICAL INC.","2488 SOUTH 1620 WEST","OGDEN","801 621-4762","V361","2015-05-09T00:00:00.000","CLASS 3 HVAC","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"HONES' TEMPERATURE CONTROL INC","602 EAST 400 SOUTH","SANTAQUIN","801-754-3936","V15631","2015-08-29T00:00:00.000","CLASS 3 HVAC","
, UT 84655
(39.98014856100008, -111.79562838999999)"
"GALE'S HEATING & A/C","490 NORTH 800 WEST","CEDAR CITY","435 586-4368","V503","2015-08-27T00:00:00.000","CLASS 3 HVAC","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"TONY BASSO RV & ATV LLC","1152 SO. CARBON AVE","PRICE","435 637-4224","V1787","2015-06-04T00:00:00.000","CLASS 3 HVAC","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"CARPENTER FURNACE CO. INC.","254 20TH STREET","OGDEN","801 399-1127","V362","2015-11-26T00:00:00.000","CLASS 3 HVAC","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"RANDY'S MECHANICAL, INC.","PO BOX 427","OREM","801 226-1592","V416","2015-04-23T00:00:00.000","CLASS 3 HVAC","
, UT 84059
(40.29711671200005, -111.70121576599996)"
"HEATING & COOLING GUYS","2506 WEST 1210 NO.","PROVO","801-375-3320","V465","2015-01-11T00:00:00.000","CLASS 3 HVAC","
, UT 84601
(40.23455732300005, -111.67783963599999)"
"WARNER HEATING & AIR COND.","3958 WEST REDTAIL DRIVE","RIVERTON","801 254-6433","V395","2015-02-19T00:00:00.000","CLASS 3 HVAC","
, UT 84065
(40.51054772700007, -111.94858996399995)"
