"address","date","_event","event_type","comments","location_type","status","user","user_modified","modified_date","planning_district_number","planning_district","civic_league","ward","super_ward","latitude","longitude","coordinates"
"9635 10TH VIEW STREET                                                                                                                                                                                   ","2012-10-30T16:00:30.000","Sandy (10/28/2012)                                                                                  ","Damaged building                                  ","","A","H    ","sjohnso   ",,,"1     ","WILLOUGHBY                    ","Willoughby","1","6","36.9664365032621","-76.2783960970497","(36.9664365032621, -76.2783960970497)"
"ENTERPRISE ROAD & INGLESIDE ROAD                                                                                                                                                                        ","2017-01-08T21:48:14.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","rdelaha   ",,,"73    ","INDUSTRIAL PARK               ","Norfolk Industrial Park","3","7","36.8621411433555","-76.2436377343968","(36.8621411433555, -76.2436377343968)"
"900 BLOCK OF W OCEAN VIEW AVENUE                                                                                                                                                                        ","2017-01-08T05:47:33.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","rdelaha   ",,,"1     ","WILLOUGHBY                    ","Willoughby","1","6","36.9665055891227","-76.2766029197005","(36.9665055891227, -76.2766029197005)"
"2000 BLOCK OF HUNTERS TRAIL                                                                                                                                                                             ","2012-10-29T14:13:46.000","Sandy (10/28/2012)                                                                                  ","Down power line(s)                                ","","B","H    ","pmarino   ",,,"21    ","LARRYMORE                     ","Meadowbrook Forest/ Hunt Club/ Meadowbrook Terra","5","6","36.9075733921908","-76.2168679740373","(36.9075733921908, -76.2168679740373)"
"HAMPTON BOULEVARD & LEXAN AVENUE                                                                                                                                                                        ","2012-10-28T08:33:26.000","Sandy (10/28/2012)                                                                                  ","Disabled vehicle                                  ","Multiple vehicles stalled in water","I","H    ","pmcarte   ","pmcarte   ","2012-10-29T09:24:53.000","37    ","EDGEWATER - LARCHMONT         ","Larchmont/ Edgewater","2","6","36.9004497660966","-76.3033646159717","(36.9004497660966, -76.3033646159717)"
"LINDENWOOD AVENUE & RUFFIN STREET                                                                                                                                                                       ","2017-01-09T06:04:52.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","rdelaha   ",,,"67    ","LINDENWOOD                    ","Lindenwood/ Barraud Park/ Cottage Heights","3","7","36.866611269205","-76.2699362129433","(36.866611269205, -76.2699362129433)"
"8012 CARLTON STREET                                                                                                                                                                                     ","2016-10-11T11:26:39.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged building                                  ","Tree fell across vehicle at the residence and also damaged siding to the house ","A","H    ","twhiteh   ",,,"15    ","NORTH CHESAPEAKE BLVD.        ","South Bayview","5","6","36.9177887447981","-76.2376719118173","(36.9177887447981, -76.2376719118173)"
"210 E 27TH STREET                                                                                                                                                                                       ","2011-08-28T11:03:09.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","tree and power lines down on top of car","A","H    ","jmccoy    ",,,"52    ","PARK PLACE                    ","No Civic League","2","7","36.8713768238621","-76.2814840429752","(36.8713768238621, -76.2814840429752)"
"635 37TH STREET                                                                                                                                                                                         ","2016-10-11T14:28:41.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged building                                  ","","A","H    ","mstrale   ",,,"52    ","PARK PLACE                    ","Park Place","2","7","36.8792646517929","-76.292101125189","(36.8792646517929, -76.292101125189)"
"5300 BLOCK OF HANYEN DRIVE                                                                                                                                                                              ","2011-09-11T18:20:11.000","Irene (8/27/2011)                                                                                   ","Other                                             ","PICK UP DEBRIS","B","H    ","auwhite   ","auwhite   ","2011-09-11T18:20:47.000","75    ","RIVER OAKS                    ","River Oaks","4","7","36.8710516608688","-76.2190213114436","(36.8710516608688, -76.2190213114436)"
"9400 BLOCK OF ATLANS STREET                                                                                                                                                                             ","2016-10-09T10:09:02.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged tree(s)                                   ","","B","H    ","dleavel   ","mnentwi   ","2016-10-10T14:31:45.000","13    ","WILLOW TERRACE                ","Bayview","5","6","36.9431735725905","-76.2424750206876","(36.9431735725905, -76.2424750206876)"
"1960 PADDOCK ROAD                                                                                                                                                                                       ","2016-09-06T09:53:59.000","HERMINE (9/2/2016)                                                                                  ","Other                                             ","","A","H    ","calston   ",,,"21    ","LARRYMORE                     ","Lake Whitehurst West","5","6","36.9061514188178","-76.2177980288348","(36.9061514188178, -76.2177980288348)"
"100 BLOCK OF N NEWTOWN ROAD                                                                                                                                                                             ","2017-01-08T06:38:40.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","rdelaha   ",,,"79    ","KEMPSVILLE                    ","No Civic League","4","7","36.8430127459891","-76.1857096137772","(36.8430127459891, -76.1857096137772)"
"2100 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ","2017-01-08T09:53:40.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","tmscott   ",,,"62    ","NORTH GHENT                   ","","2","6","36.8721357712792","-76.3014132425814","(36.8721357712792, -76.3014132425814)"
"200 BLOCK OF W BALVIEW AVENUE                                                                                                                                                                           ","2016-09-03T19:33:24.000","HERMINE (9/2/2016)                                                                                  ","Damaged tree(s)                                   ","","B","H    ","wwalker   ",,,"2     ","WEST OCEAN VIEW               ","Ocean View","5","6","36.9550935647766","-76.2568418693335","(36.9550935647766, -76.2568418693335)"
"901 LOUISA STREET                                                                                                                                                                                       ","2016-10-12T17:17:47.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged sidewalk/curb                             ","","A","H    ","tdwilli   ",,,"90    ","BERKLEY                       ","Beacon Light/ Berkley","4","7","36.8259885495995","-76.280188955038","(36.8259885495995, -76.280188955038)"
"661 INGLESIDE ROAD                                                                                                                                                                                      ","2018-03-02T10:45:37.000","RILEY (3/2/2018)                                                                                    ","Damaged tree(s)                                   ","Tree came down and took power lines too.  tree is across the street and a fence","A","H    ","wwalker   ",,,"83    ","INGLESIDE                     ","Ingleside","4","7","36.8406144538964","-76.2357757454418","(36.8406144538964, -76.2357757454418)"
"EARL STREET & OLD OCEAN VIEW ROAD                                                                                                                                                                       ","2011-08-28T09:37:16.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","DOWN TREE","I","H    ","jmccoy    ","istacy    ","2011-09-27T14:39:54.000","12    ","OCEANAIR                      ","Northside","5","6","36.9352478843046","-76.2485074543516","(36.9352478843046, -76.2485074543516)"
"3RD BAY STREET & E OCEAN VIEW AVENUE                                                                                                                                                                    ","2015-10-03T00:49:44.000","Joaquin (9/29/2015)                                                                                 ","Flooded street                                    ","","I","H    ","dleavel   ",,,"6     ","PRETTY LAKE                   ","East Ocean View","5","6","36.9351420791686","-76.213307260935","(36.9351420791686, -76.213307260935)"
"373 ORANGE AVENUE                                                                                                                                                                                       ","2011-05-24T18:03:30.000","Severe Thunderstorm (5/24/2011)                                                                     ","Damaged tree(s)                                   ","","A","H    ","acastil   ",,,"8     ","PAMLICO                       ","Ocean View","1","6","36.9529621558645","-76.2659289617729","(36.9529621558645, -76.2659289617729)"
"E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE                                                                                                                                                            ","2016-01-15T20:39:48.000","01/15/2016 (1/15/2016)                                                                              ","Flooded street                                    ","","I","H    ","aminix    ",,,"68    ","TIDEWATER DRIVE INDUSTRIAL    ","Attucks/ Barberton/ Church","4","7","36.8544454891796","-76.2744784809662","(36.8544454891796, -76.2744784809662)"
"CHESAPEAKE BOULEVARD & E LITTLE CREEK ROAD                                                                                                                                                              ","2016-10-08T21:27:19.000","Hurricane Matthew (10/5/2016)                                                                       ","Flooded street                                    ","","I","H    ","wwalker   ","rdelaha   ","2016-10-13T06:10:18.000","15    ","NORTH CHESAPEAKE BLVD.        ","Crossroads","3","6","36.9147478712936","-76.2415066881344","(36.9147478712936, -76.2415066881344)"
"4608 MAYFLOWER ROAD                                                                                                                                                                                     ","2016-10-27T11:07:32.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged tree(s)                                   ","","A","H    ","zclemon   ",,,"53    ","COLONIAL PLACE                ","Colonial Place/ Riverview","2","6","36.8863912978841","-76.2918811431136","(36.8863912978841, -76.2918811431136)"
"3469 BERTHA STREET                                                                                                                                                                                      ","2012-10-30T16:05:49.000","Sandy (10/28/2012)                                                                                  ","Damaged building                                  ","","A","H    ","jmiddle   ",,,"46    ","NORVELLA                      ","Norvella Heights","3","7","36.8894608316077","-76.2227161933261","(36.8894608316077, -76.2227161933261)"
"INGLESIDE ROAD & NORTH INGLESIDE DRIVE                                                                                                                                                                  ","2017-01-08T20:49:58.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","rdelaha   ",,,"83    ","INGLESIDE                     ","Ingleside","4","7","36.847111584286","-76.2352206876084","(36.847111584286, -76.2352206876084)"
"6200 BLOCK OF N MILITARY HIGHWAY                                                                                                                                                                        ","2017-01-08T05:12:55.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","auwhite   ",,,"22    ","AZALEA                        ","Bromley","4","7","36.8963017727557","-76.2244118615367","(36.8963017727557, -76.2244118615367)"
"9300 BLOCK OF GROVE AVENUE                                                                                                                                                                              ","2016-10-14T16:19:01.000","Hurricane Matthew (10/5/2016)                                                                       ","Debris blocking street                            ","LIMBS ON THE CURB","B","H    ","bboyd     ",,,"14    ","SNUG HARBOR                   ","Bayview","5","6","36.9344084342555","-76.2282905436044","(36.9344084342555, -76.2282905436044)"
"5200 BLOCK OF WINDERMERE AVENUE                                                                                                                                                                         ","2011-08-29T10:20:37.000","Irene (8/27/2011)                                                                                   ","Damaged/Missing sign                              ","stop sign leaning, repairing

NP LEANING SIGN AND POST NEED REPLACED - istacy 8/29/2011 6:41:37 PM","B","H    ","kkelley   ","jriddic   ","2011-09-01T13:08:50.000","46    ","NORVELLA                      ","Norvella Heights","3","7","36.8858834693115","-76.223887614751","(36.8858834693115, -76.223887614751)"
"908 BALTIMORE STREET                                                                                                                                                                                    ","2012-10-30T13:50:23.000","Sandy (10/28/2012)                                                                                  ","Damaged building                                  ","","A","H    ","sjohnso   ",,,"31    ","TITUSTOWN                     ","Titustown","1","7","36.9170055373663","-76.290878451366","(36.9170055373663, -76.290878451366)"
"NORWAY PLACE & NORTH VEAUX LOOP                                                                                                                                                                         ","2016-10-09T00:30:30.000","Hurricane Matthew (10/5/2016)                                                                       ","Debris blocking street                            ","","I","H    ","sjwilli   ","rdelaha   ","2016-10-27T11:33:19.000","35    ","LAKEWOOD                      ","Lafayette Shores Homeowners Association","2","6","36.8856958857841","-76.2678357901423","(36.8856958857841, -76.2678357901423)"
"7000 BLOCK OF CHESAPEAKE BOULEVARD                                                                                                                                                                      ","2017-01-08T18:42:14.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","tmscott   ",,,"41    ","ROSEMONT                      ","Oakwood","3","7","36.9054450667044","-76.2400637234204","(36.9054450667044, -76.2400637234204)"
"E PRINCESS ANNE ROAD & CHURCH STREET                                                                                                                                                                    ","2011-08-28T08:43:32.000","Irene (8/27/2011)                                                                                   ","Down light pole                                   ","","I","H    ","fpicard   ","istacy    ","2011-09-06T09:37:53.000","66    ","HUNTERSVILLE                  ","Attucks/ Barberton/ Church","4","7","36.858188697684","-76.27837393479","(36.858188697684, -76.27837393479)"
"2233 TARRALLTON DRIVE                                                                                                                                                                                   ","2012-10-30T16:17:24.000","Sandy (10/28/2012)                                                                                  ","Damaged building                                  ","","A","H    ","mhonabl   ",,,"18    ","ROOSEVELT GARDENS             ","Roosevelt Gardens","5","6","36.9225950820273","-76.2166868724543","(36.9225950820273, -76.2166868724543)"
"2507 VILLA CIRCLE                                                                                                                                                                                       ","2011-09-01T11:55:53.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","TREE BLOCKING ROAD.","A","H    ","vsmith    ",,,"52    ","PARK PLACE                    ","Villa Heights","3","7","36.8716351976656","-76.272814773281","(36.8716351976656, -76.272814773281)"
"7800 DIVEN STREET                                                                                                                                                                                       ","2018-10-12T04:07:04.000","Michael (10/11/2018)                                                                                ","Damaged tree(s)                                   ","","A","H    ","dleavel   ",,,"26    ","NAVAL BASE                    ","","1","7","36.9206399418252","-76.2944331779291","(36.9206399418252, -76.2944331779291)"
"5800 BLOCK OF AZALEA GARDEN ROAD                                                                                                                                                                        ","2016-10-09T10:00:44.000","Hurricane Matthew (10/5/2016)                                                                       ","Down telephone line                               ","Communication wire hanging low.","B","H    ","daburto   ","rdelaha   ","2016-10-28T12:05:32.000","22    ","AZALEA                        ","Azalea Acres/ Azalea Lakes","4","7","36.8947080098511","-76.2168501481275","(36.8947080098511, -76.2168501481275)"
"E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE                                                                                                                                                            ","2014-05-16T10:09:33.000","Heavy Rain (5/16/2014)                                                                              ","Closed street                                     ","","I","H    ","sjwilli   ",,,"68    ","TIDEWATER DRIVE INDUSTRIAL    ","Attucks/ Barberton/ Church","4","7","36.8544454891796","-76.2744784809662","(36.8544454891796, -76.2744784809662)"
"2480 TULLIBEE DRIVE                                                                                                                                                                                     ","2011-09-01T11:24:47.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","tree partially uprooted leaning towards street. top for removal leaning and storm damaged linden tree.
stump to be removed.","A","H    ","cefogel   ",,,"20    ","SOUTH CAMELLIA                ","East Lynne/ Saratoga","5","6","36.913847460432","-76.2126666883692","(36.913847460432, -76.2126666883692)"
"LONGDALE DRIVE & N MILITARY HIGHWAY                                                                                                                                                                     ","2012-10-29T08:04:58.000","Sandy (10/28/2012)                                                                                  ","Damaged tree(s)                                   ","TREE BRANCH DOWN","I","H    ","pmcarte   ","pmcarte   ","2012-10-29T09:22:55.000","21    ","LARRYMORE                     ","No Civic League","3","6","36.9013103372464","-76.2283553842791","(36.9013103372464, -76.2283553842791)"
"BRIDLE WAY & TALLYHO TERRACE                                                                                                                                                                            ","2011-08-28T16:10:56.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","6250 Bridleway - down tree and 10ft of sidewalk.","I","H    ","adavis    ","auwhite   ","2011-09-01T08:04:47.000","22    ","AZALEA                        ","Glengariff","4","6","36.9004141075299","-76.2158874353682","(36.9004141075299, -76.2158874353682)"
"735 37TH STREET                                                                                                                                                                                         ","2016-10-11T14:42:16.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged building                                  ","","A","H    ","mstrale   ",,,"52    ","PARK PLACE                    ","Kensington/ Old Dominion","2","7","36.8790841774256","-76.2943487668488","(36.8790841774256, -76.2943487668488)"
"1320 SUSSEX PLACE                                                                                                                                                                                       ","2016-09-21T13:43:32.000","unnamed  (9/20/2016)                                                                                ","Other                                             ","","A","H    ","nmoran    ",,,"37    ","EDGEWATER - LARCHMONT         ","Larchmont/ Edgewater","2","6","36.8967184812067","-76.3058404946858","(36.8967184812067, -76.3058404946858)"
"1200 BLOCK OF W 39TH STREET                                                                                                                                                                             ","2011-09-06T14:12:55.000","Irene (8/27/2011)                                                                                   ","Other                                             ","PICK UP BRANCHES","B","H    ","auwhite   ","auwhite   ","2011-09-06T14:13:13.000","55    ","LAMBERTS POINT / ODU          ","Lamberts Point","2","7","36.8804798924526","-76.3038584187913","(36.8804798924526, -76.3038584187913)"
"1000 MONTICELLO AVENUE                                                                                                                                                                                  ","2017-01-09T15:46:11.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","A","H    ","stjones   ",,,"66    ","HUNTERSVILLE                  ","No Civic League","4","7","36.8592679888361","-76.2869599178921","(36.8592679888361, -76.2869599178921)"
"8000 BLOCK OF ARDMORE ROAD                                                                                                                                                                              ","2011-09-17T09:43:03.000","Irene (8/27/2011)                                                                                   ","Other                                             ","pick up debris ","B","H    ","auwhite   ","auwhite   ","2011-09-17T09:43:16.000","15    ","NORTH CHESAPEAKE BLVD.        ","No Civic League","5","6","36.9178300462928","-76.2437361214725","(36.9178300462928, -76.2437361214725)"
"3400 BLOCK OF CAPE HENRY AVENUE                                                                                                                                                                         ","2017-01-08T12:59:55.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","Need sand truck. The road is icy.","B","H    ","aminix    ",,,"49    ","COLEMAN PLACE                 ","Coleman Place","3","7","36.865605646274","-76.2440150694092","(36.865605646274, -76.2440150694092)"
"SPRINGFIELD AVENUE & CAMPOSTELLA ROAD                                                                                                                                                                   ","2011-08-28T11:40:59.000","Irene (8/27/2011)                                                                                   ","Broken traffic signal                             ","@1112 ON 08-28-11 FOUND IN FLASH AND MADE REPAIR ON SITE.  INTERSECTION FULLY OPERATIONAL.

Service #280236  - bdavis 8/28/2011 1:58:46 PM","I","H    ","bdamico   ","jriddic   ","2011-08-28T15:21:39.000","88    ","CAMPOSTELLA HEIGHTS           ","No Civic League","4","7","36.8338964259621","-76.2624523813432","(36.8338964259621, -76.2624523813432)"
"8722 SEMMES AVENUE                                                                                                                                                                                      ","2018-10-12T16:35:06.000","Michael (10/11/2018)                                                                                ","Debris blocking street                            ","CALLER REPORTS A LARGE TREE FELL IN THE MIDDLE OF STREET FROM THE STORM","A","H    ","lgraham   ",,,"10    ","COMMODORE PARK                ","Northside","1","6","36.9373436956059","-76.2637040495006","(36.9373436956059, -76.2637040495006)"
"401 MONTICELLO AVENUE                                                                                                                                                                                   ","2014-07-03T16:40:42.000","Arthur (7/3/2014)                                                                                   ","Other                                             ","TEST","A","H    ","jcmarti   ",,,"59    ","DOWNTOWN                      ","Downtown Norfolk Civic League","2","6","36.8511842692034","-76.2890930441767","(36.8511842692034, -76.2890930441767)"
"8200 BLOCK OF MERCER DRIVE                                                                                                                                                                              ","2016-10-11T12:05:06.000","Hurricane Matthew (10/5/2016)                                                                       ","Down light pole                                   ","assessment team","B","H    ","auwhite   ",,,"16    ","OAKDALE FARMS                 ","Oakdale Farms/ Denby Park","2","7","36.9233308212099","-76.2547456634604","(36.9233308212099, -76.2547456634604)"
"5400 BLOCK OF CURLEW DRIVE                                                                                                                                                                              ","2017-01-08T19:48:52.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","B","H    ","rdelaha   ",,,"81    ","RIVER FORREST                 ","Elizabeth Park","4","7","36.8416213031385","-76.2164439430404","(36.8416213031385, -76.2164439430404)"
"8817 CHESAPEAKE BOULEVARD                                                                                                                                                                               ","2014-09-08T15:16:45.000","Rainy Monday (9/8/2014)                                                                             ","Damaged tree(s)                                   ","","A","H    ","wwalker   ",,,"12    ","OCEANAIR                      ","Northside","5","6","36.9379714289667","-76.2454587803781","(36.9379714289667, -76.2454587803781)"
"9600 BLOCK OF 13TH VIEW STREET                                                                                                                                                                          ","2019-09-07T11:26:36.000","Dorian (9/5/2019)                                                                                   ","Other                                             ","","B","H    ","rrowlan   ",,,"1     ","WILLOUGHBY                    ","Willoughby","1","6","36.9661426859527","-76.2880837729098","(36.9661426859527, -76.2880837729098)"
"1847 PARKVIEW AVENUE                                                                                                                                                                                    ","2011-08-30T07:49:44.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","TREE UPROOTED","A","H    ","vsmith    ",,,"14    ","SNUG HARBOR                   ","Bayview","5","6","36.9365961442892","-76.2249205055403","(36.9365961442892, -76.2249205055403)"
"800 BLOCK OF MANTEO STREET                                                                                                                                                                              ","2011-09-01T13:25:25.000","Irene (8/27/2011)                                                                                   ","Damaged tree(s)                                   ","","B","H    ","auwhite   ","auwhite   ","2011-09-01T13:26:18.000","64    ","GHENT                         ","Ghent Neighborhood League","2","6","36.8623626655816","-76.298819502766","(36.8623626655816, -76.298819502766)"
"7405 WEST KENMORE DRIVE                                                                                                                                                                                 ","2016-10-11T10:33:44.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged tree(s)                                   ","Tree damage ","A","H    ","twhiteh   ",,,"33    ","SUBURBAN                      ","Suburban Acres","2","6","36.9109765879318","-76.2685012697831","(36.9109765879318, -76.2685012697831)"
"E VIRGINIA BEACH BOULEVARD & N NEWTOWN ROAD                                                                                                                                                             ","2017-01-07T20:22:17.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","bfeggin   ","bfeggin   ","2017-01-07T20:27:19.000","79    ","KEMPSVILLE                    ","No Civic League","4","7","36.8543268759125","-76.1777429629691","(36.8543268759125, -76.1777429629691)"
"LLEWELLYN AVENUE & W 27TH STREET                                                                                                                                                                        ","2017-01-09T01:42:25.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","rdelaha   ",,,"52    ","PARK PLACE                    ","Park Place","2","7","36.8727080442316","-76.2866975857825","(36.8727080442316, -76.2866975857825)"
"VIRGINIAN DRIVE & THOLE STREET                                                                                                                                                                          ","2017-01-09T01:49:34.000","Winter Storm Helena (1/6/2017)                                                                      ","Other                                             ","","I","H    ","mbudd     ",,,"33    ","SUBURBAN                      ","No Civic League","2","6","36.90533025295","-76.2593651605312","(36.90533025295, -76.2593651605312)"
"1100 BLOCK OF E BALVIEW AVENUE                                                                                                                                                                          ","2016-10-14T10:41:54.000","Hurricane Matthew (10/5/2016)                                                                       ","Debris blocking street                            ","LIMBS ON THE CURB","B","H    ","bboyd     ",,,"13    ","WILLOW TERRACE                ","Bayview","5","6","36.9435783633064","-76.2404177328574","(36.9435783633064, -76.2404177328574)"
"9600 BLOCK OF HAMMETT PARKWAY                                                                                                                                                                           ","2016-10-14T10:19:49.000","Hurricane Matthew (10/5/2016)                                                                       ","Debris blocking street                            ","LIMBS ON THE CURB","B","H    ","bboyd     ","rdelaha   ","2016-10-20T07:01:09.000","3     ","PINEWELL                      ","Greater Pinewell","5","6","36.9506864966903","-76.2488231925889","(36.9506864966903, -76.2488231925889)"
"CAMPOSTELLA ROAD & E BRAMBLETON AVENUE                                                                                                                                                                  ","2010-09-30T08:29:38.000","Nicole (9/30/2010)                                                                                  ","Flooded street                                    ","","I","H    ","fpicard   ",,,"69    ","BRAMBLETON                    ","Chesterfield Heights","4","7","36.8438665653267","-76.266673790217","(36.8438665653267, -76.266673790217)"
"BOLLING AVENUE & HAMPTON BOULEVARD                                                                                                                                                                      ","2015-10-02T15:32:13.000","Joaquin (9/29/2015)                                                                                 ","Flooded street                                    ","","I","H    ","wwalker   ",,,"37    ","EDGEWATER - LARCHMONT         ","Larchmont/ Edgewater","2","6","36.8912210628163","-76.303989443057","(36.8912210628163, -76.303989443057)"
"DANIEL AVENUE & MILSON AVENUE                                                                                                                                                                           ","2016-10-11T06:19:41.000","Hurricane Matthew (10/5/2016)                                                                       ","Down power line(s)                                ","Power lines down, tree blocking entire section of Milson","I","H    ","rdelaha   ",,,"30    ","NORTH SHORE                   ","Lochaven","1","6","36.9157686573965","-76.3099347192486","(36.9157686573965, -76.3099347192486)"
"9400 BLOCK OF WELLS PARKWAY                                                                                                                                                                             ","2016-09-21T13:04:42.000","unnamed  (9/20/2016)                                                                                ","Flooded street                                    ","","B","H    ","daburto   ",,,"3     ","PINEWELL                      ","Greater Pinewell","5","6","36.9482659661922","-76.2532807238855","(36.9482659661922, -76.2532807238855)"
"GLENDALE AVENUE & HAMPTON BOULEVARD                                                                                                                                                                     ","2015-12-30T15:39:31.000","Heavy Rainfall (12/30/2015)                                                                         ","Flooded street                                    ","","I","H    ","aminix    ",,,"27    ","SEWELLS POINT                 ","No Civic League","1","6","36.9275217290423","-76.3176128716891","(36.9275217290423, -76.3176128716891)"
"8613 EXECUTIVE DRIVE                                                                                                                                                                                    ","2016-10-10T14:21:19.000","Hurricane Matthew (10/5/2016)                                                                       ","Damaged building                                  ","","A","H    ","agonzal   ","aworrel   ","2016-10-11T14:09:38.000","10    ","COMMODORE PARK                ","Northside","1","6","36.9353642528134","-76.266444513109","(36.9353642528134, -76.266444513109)"
