"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea"
"2022-0731-B",,"Mobile Home for Office/Community Building","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-16T00:00:00.000","2022-07-27T00:00:00.000","2022-08-16T00:00:00.000",,"Parkbridge Lifestyle Communities Inc.","RM","4","792","128000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3312303102","10626009","0","30081","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.56522535","-113.26193413","1","2022","7","3B",,"0021500","NW","12","53","23","4","Sherwood Park"
"2022-0723-B","148 52343 RNG RD 211","New Single Detached Dwelling with attached garage and secondary suite","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-09T00:00:00.000","2022-07-26T00:00:00.000","2022-08-09T00:00:00.000",,"Schaub, Konrad","RH","7","2402","300000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2114848001","10623301","20367","5559","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.49194993","-112.96936897","1","2022","7","5","15","6567KS","W","13","52","21","4","Rural"
"2022-0718-B","59 HARVEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-17T00:00:00.000","2022-07-25T00:00:00.000","2022-08-17T00:00:00.000",,"H2 Homes Ltd","RE","5",,"530000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211761113","10622076","252894","10257213","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.56141024","-113.13698855","1","2022","7","11","6","2122294",,,,,,"Rural"
"2022-0717-B","6 HAYFIELD GROVE","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-08T00:00:00.000","2022-07-25T00:00:00.000","2022-08-05T00:00:00.000",,"H2 Homes Ltd","RE","5","4156","580000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211760619","10622048","251007","8315937","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.56145345","-113.13938597","1","2022","7","6","6","1723309","SW","11","53","22","4","Rural"
"2022-0716-B","191 52327 RNG RD 233","New Single Detached Dwelling & Secondary Suite","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-09T00:00:00.000","2022-07-25T00:00:00.000","2022-08-09T00:00:00.000",,"Carson Built Inc","RE","6","6012","1600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2322744609","10622026","252907","10290518","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.49941304","-113.31058387","1","2022","7","46","4","2122518","SW","22","52","23","4","Rural"
"2022-0707-B","52215 RNG RD 232","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-07T00:00:00.000","2022-07-22T00:00:00.000","2022-07-29T00:00:00.000",,"Modern General Contractors","RCL","6","7260","725000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2314702008","10618952","20872","10928","2022-01-01T00:00:00.000","2022-07-01T00:00:00.000","53.48592836","-113.29498714","1","2022","7","B",,"1094MC","SW","14","52","23","4","Rural"
"2022-0696-B","133 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-26T00:00:00.000","2022-07-20T00:00:00.000","2022-08-26T00:00:00.000",,"Coventry Homes","ALD","5","2806","550172","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211784200","10614927","253847","10412445","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.55200001","-113.13469783","1","2022","6","42","8","2220391","NE","2","53","22","4","Rural"
"2022-0668-B","51336 WYE RD","Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-19T00:00:00.000","2022-07-08T00:00:00.000","2022-07-19T00:00:00.000",,"Christensen, Bryce Richard","AG","7",,"60000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1022706004","10599163","22695","355","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.41727689","-112.87421879","1","2022","6","1",,"7620395","SW","22","51","20","4","Rural"
"2022-0663-B","82 SEDUM WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-08T00:00:00.000","2022-07-07T00:00:00.000","2022-08-08T00:00:00.000",,"Jayman Built","R1D","4","2693","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129253005","10596079","253009","10339760","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.56573491","-113.24881647","1","2022","6","253","129","2122842",,,,,,"Sherwood Park"
"2022-0651-B","94 HORTON WY","To Construct a Duplex, 90 & 94","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-31T00:00:00.000","2022-07-04T00:00:00.000","2022-07-27T00:00:00.000",,"DAYTONA HOMES INC","R2A","5","4386","456500","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211762505","10589880","253057","10341207","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.55142215","-113.13712333","1","2022","6","25","6","2122874","NW","2","53","22","4","Rural"
"2022-0644-B","126 HORTON WY","To Construct a Duplex, 122 & 126","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-25T00:00:00.000","2022-06-29T00:00:00.000","2022-07-19T00:00:00.000",,"Coventry Homes","R2A","5","4335","330750","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211763307","10583864","253065","10341215","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.55117275","-113.1361702","1","2022","6","33","6","2122874","NW","2","53","22","4","Rural"
"2022-0642-B","20523A HWY 14","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-29T00:00:00.000","2022-06-29T00:00:00.000","2022-07-19T00:00:00.000",,"Reil, Curtis & Tammy","AG","7","2686","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1007100009","10583529","254038","1018","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.3951201","-112.93348059","1","2022","6",,,,"NE","7","51","20","4","Rural"
"2022-0637-B","51441 RNG RD 210","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-11T00:00:00.000","2022-06-29T00:00:00.000","2022-07-11T00:00:00.000",,"Young, Allen & Kelly","AG","7",,"200000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1030300006","10582576","200068","384","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.43266012","-112.9504645","1","2022","6",,,,"NW","30","51","20","4","Rural"
"2022-0626-B",,"New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-09T00:00:00.000","2022-06-27T00:00:00.000","2022-08-09T00:00:00.000",,"Gill, Sukhwant & Kiran","AG","5","9578","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2226702906","10577996","0","2467","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.51766318","-113.14677269","1","2022","6","1",,"8920721","SW","26","52","22","4","Rural"
"2022-0624-B","54 HARVEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-15T00:00:00.000","2022-06-24T00:00:00.000","2022-07-07T00:00:00.000",,"Launch Homes Inc.","RE","5",,"450000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211732802","10577000","252883","10257204","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.56195274","-113.13638647","1","2022","6","28","3","2122294",,,,,,"Rural"
"2022-0594-B","86 SEDUM WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-10T00:00:00.000","2022-06-16T00:00:00.000","2022-08-10T00:00:00.000",,"Jayman Built","R1D","4","3561","573000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129254003","10561988","253008","10339761","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.56568433","-113.24871353","1","2022","5","254","129","2122842",,,,,,"Sherwood Park"
"2022-0584-B","422 53310 RNG RD 221","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-16T00:00:00.000","2022-06-14T00:00:00.000","2022-06-16T00:00:00.000",,"Habitat Studio","RCL","5","8199","1450000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3223550009","10557905","1554","12947","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.59395319","-113.12581007","1","2022","5","18","2","7721111","NE","23","53","22","4","Rural"
"2022-0566-B","52156 RNG RD 223","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-13T00:00:00.000","2022-06-09T00:00:00.000","2022-06-13T00:00:00.000",,"Toor, Harjit","RA","7","3449","250000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2209105003","10550393","26262","29654","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.47838391","-113.17312941","1","2022","5","1",,"9925651","NE","9","52","22","4","Rural"
"2022-0547-B","109 23211 TWP RD 520","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-13T00:00:00.000","2022-06-07T00:00:00.000","2022-07-13T00:00:00.000",,"Singh, Robinder","RCL","6","8626","950000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1334104005","10545425","22236","3444","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.44843731","-113.29770471","1","2022","5","3","1","958KS","NE","34","51","23","4","Rural"
"2022-0539-B","22512 HWY 14","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-02T00:00:00.000","2022-06-03T00:00:00.000","2022-06-30T00:00:00.000",,"CASABELLA  CONSTRUCTION","RA","6","7243","1300000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1231510007","10542266","22286","27239","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.44386574","-113.22420301","1","2022","5","4","2","9924542","SE","31","51","22","4","Rural"
"2022-0538-B","162 SEDUM WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-17T00:00:00.000","2022-06-03T00:00:00.000","2022-06-22T00:00:00.000",,"Jayman Built","R1C","4","2847","610000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129273007","10542090","252969","10309942","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.56421527","-113.24855995","1","2022","5","273","129","2122765",,,,,,"Sherwood Park"
"2022-0532-B","21154 TWP RD 542","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-09T00:00:00.000","2022-06-02T00:00:00.000","2022-06-27T00:00:00.000",,"Orgill, Pauline","AG","5",,"600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4114704002","10540233","253907","13869","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.6579195","-112.99181094","1","2022","5","D",,"2970TR","SW","14","54","21","4","Rural"
"2022-0524-B","81 SEDUM WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-15T00:00:00.000","2022-06-01T00:00:00.000","2022-06-29T00:00:00.000",,"Pacesetter Homes","R1C","4","4076","684500","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8153013013","10536873","253007","10339783","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.56545852","-113.24910094","1","2022","5","13","153","2122842","NE","12","53","23","4","Sherwood Park"
"2022-0522-B","206 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-02T00:00:00.000","2022-06-01T00:00:00.000","2022-06-30T00:00:00.000",,"Coventry Homes","ALD","5","4142","632897","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211764905","10536526","253885","10412431","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.55024787","-113.13465373","1","2022","5","49","6","2220391","NE","2","53","22","4","Rural"
"2022-0517-B","55136 RNG RD 204","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-15T00:00:00.000","2022-05-31T00:00:00.000","2022-06-01T00:00:00.000",,"Rietveld, Ben & Mary","AG","5","5109","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5008510109","10534363","253898","9075780","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.73734078","-112.9270975","1","2022","5","1","1","1921641","SE","8","55","20","4","Rural"
"2022-0512-B","1041 HELEN LAVENDER LN","Four Plex, 1029, 1033, 1037, 1041","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-05T00:00:00.000","2022-05-30T00:00:00.000","2022-06-30T00:00:00.000",,"Mattamy (Sherwood Park) Limited / Mattamy Homes","R6,PC,AD","4","7410","850000","4",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3324510109","10532925","253914","9213111","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.5912822","-113.24968851","1","2022","5","1","1","1922344","SE","24","53","23","4","Sherwood Park"
"2022-0511-B","53413 RNG RD 212","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-22T00:00:00.000","2022-05-30T00:00:00.000","2022-06-22T00:00:00.000",,"TS Modern Home Design Ltd.","RS","5","3779","800000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3126710305","10532779","253074","6773986","2022-01-01T00:00:00.000","2022-05-01T00:00:00.000","53.6028207","-112.99982283","1","2022","5","3","1","1420636","SW","26","53","21","4","Rural"
"2022-0499-B","14 HAYFIELD GROVE","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-08T00:00:00.000","2022-05-26T00:00:00.000","2022-06-16T00:00:00.000",,"Coventry Homes","RE","5","3454","529656","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211761015","10528421","252895","10257212","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.56140174","-113.13778741","1","2022","4","10","6","2122294",,,,,,"Rural"
"2022-0494-B","105 MAPLE CRT","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-17T00:00:00.000","2022-05-26T00:00:00.000","2022-06-21T00:00:00.000",,"Four Elements Construction","R1A","3","3996","600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7022003003","10527300","14146","15232","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.52219922","-113.3133826","1","2022","4","3","22","4420KS","W","27","52","23","4","Sherwood Park"
"2022-0486-B","90 SEDUM WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-12T00:00:00.000","2022-05-24T00:00:00.000","2022-06-17T00:00:00.000",,"Jayman Built","R1D","4","2742","540000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129255001","10523276","253005","10339762","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.56562425","-113.24861076","1","2022","4","255","129","2122842",,,,,,"Sherwood Park"
"2022-0464-B","1095 STONESIDE RD","To Construct a Duplex, 1005 & 1095","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-25T00:00:00.000","2022-05-18T00:00:00.000","2022-07-06T00:00:00.000",,"Mattamy Homes","R6,PC,AD","4","4544","557821","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3324510109","10514594","253926","9213111","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.59161128","-113.25050453","1","2022","4","1","1","1922344","SE","24","53","23","4","Sherwood Park"
"2022-0459-B","55262 RNG RD 214","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-28T00:00:00.000","2022-05-17T00:00:00.000","2022-06-07T00:00:00.000",,"HUTTERIAN BRETHERN CHURCH OF SCOTFORD","AG","5","1824","150000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5117100007","10513098","35706","14372","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.75516872","-113.07724519","1","2022","4",,,,"NE","17","55","21","4","Rural"
"2022-0445-B","21571 TWP RD 534","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-20T00:00:00.000","2022-05-12T00:00:00.000","2022-06-03T00:00:00.000",,"CONCEPT HOMES","RS","5","2793","695410","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3119320608","10506567","251939","7699176","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.59902288","-113.09501328","1","2022","4","6","2","1622829","NW","19","53","21","4","Rural"
"2022-0444-B","51310 RNG RD 231","New Single Detached Dwelling - Repalcing 2019-0486-B","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-06-23T00:00:00.000","2022-05-12T00:00:00.000","2022-05-18T00:00:00.000",,"Ukiwe, Chijioke","PC,RS","6",,"80000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1323510108","10506393","251997","8847469","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.4119854","-113.27188506","1","2022","4","1","1","1920519","SE","23","51","23","4","Rural"
"2022-0431-B","21 HARVEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-21T00:00:00.000","2022-05-10T00:00:00.000","2022-05-11T00:00:00.000",,"MALONEY, Lindsay & Ryan","RE","5","5819","800000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211750603","10501545","250997","8315922","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.56069835","-113.14059652","1","2022","4","6","5","1723309","NW","2","53","22","4","Rural"
"2022-0430-B","169 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-08T00:00:00.000","2022-05-09T00:00:00.000","2022-06-13T00:00:00.000",,"Coventry Homes","ALD","5","3802","489615","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211785100","10500571","253856","10412454","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.55106625","-113.13472007","1","2022","4","51","8","2220391","NE","2","53","22","4","Rural"
"2022-0425-B","21535 HWY 14","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-14T00:00:00.000","2022-05-09T00:00:00.000","2022-05-19T00:00:00.000",,"Timber Haus Developments","AG","7","1579","4466900","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1107101006","10499722","23410","553","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.39469208","-113.08536393","1","2022","4",,,,"NE","7","51","21","4","Rural"
"2022-0420-B","174 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-08T00:00:00.000","2022-05-09T00:00:00.000","2022-06-02T00:00:00.000",,"Coventry Homes","ALD","5","3910","491966","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211764105","10498473","253877","10412423","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.55097923","-113.13531274","1","2022","4","41","6","2220391","N","2","53","22","4","Rural"
"2022-0418-B","1162 STONESIDE RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-05T00:00:00.000","2022-05-06T00:00:00.000","2022-05-27T00:00:00.000",,"Mattamy Homes","R6,PC,AD","4","4073","446552","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3324510109","10497944","253913","9213111","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.59109657","-113.24849849","1","2022","4","1","1","1922344","SE","24","53","23","4","Sherwood Park"
"2022-0417-B","1154 STONESIDE RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-05T00:00:00.000","2022-05-06T00:00:00.000","2022-05-26T00:00:00.000",,"Mattamy Homes","R6,PC,AD","4","3070","321340","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3324510109","10497885","253911","9213111","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.59130963","-113.24851047","1","2022","4","1","1","1922344","SE","24","53","23","4","Sherwood Park"
