"record_id","where_do_you_live","sherwood_park_neighborhood","rural_county_location","question_01","question_02","question_03","question_04","question_05","question_06","question_07","question_08","question_09","question_10","question_11a","question_11b","question_12","question_13","question_14","question_15","question_16","question_17","question_18","question_19","question_20","question_21","question_22a","question_22b","question_23a","question_23b","question_24","question_25","gender","type_of_survey"
"237","Urban","Brentwood",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Raise the fine, texting fines",,"Somewhat agree","Patrolling the area more often","Don't know","Strongly agree","Somewhat agree","Strongly agree","Don't know","Don't know","The RCMP","No",,,,,"No","65 or older","Female","Telephone"
"255","Urban","Fountain Creek",,"Never","Somewhat","Never","Never","Never","Maintain your current speed but be aware of construction workers","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","Don't know/ not stated",,"Strongly agree","Keep it a specific speed, safe speed limit","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","The County of Strathcona, a councillor","No",,,,,"No","45 to 64","Female","Telephone"
"257","Urban","Center In The Park",,"Seldom","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","Radar returned / more surveillance cameras",,"Neither agree nor disagree","Put in more roundabouts, more speed reducing infrastructure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","The Director of Transportation","Yes","No",,"No",,"No","65 or older","Female","Telephone"
"274","Urban","Sherwood Heights",,"Never","Seldom","Seldom","Somewhat","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Maintain traffic lights/enforce distracted driving",,"Somewhat agree","I like the digital signs","Strongly disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","I would call the RCMP","No",,,,,"No","45 to 64","Male","Telephone"
"415","Urban","Jubilee Drive",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","No",,"Very Safe","be mindful of bike zones/more red light cameras.",,"Strongly agree","Don't know/ not stated","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","I'd contact the RCMP","Yes","Yes","Get back to basics by following safety rules.","Don't know",,"No","25 to 44","Female","Telephone"
"278","Urban","Woodridge",,"Never","Seldom","Never","Seldom","Seldom","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","They should have consistent signage and not make confusing signage. Less than a block have more consistence. Eliminate 30, 50 and 30 all in a block near the schools.",,"Somewhat agree","They should eliminate confusing signage.  There is a problem with East West access roads are not there and so they speed through residential areas. Big humps do not really work because the big trucks ignore the big humps.","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Transportation and Planning if I perceived that there was a safety issue but if I saw a consistent for a disregard for a traffic light or mostly a stop sign I would contact the RCMP because there is constant violation.","Yes","Yes","It made me more aware.","Yes","I was more aware at looking at signage in the rural area.","No","65 or older","Female","Telephone"
"286","Urban","Westboro",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","one intersection should have traffic control-Woodbridge Farms north-T intersection-just only a one way stop sign -3 way stop or stop light would be better      Baseline Road merge from 3 lanes to 2 -merges discontinued",,"Strongly disagree","don't have a concern- do nothing","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","the Mayor","No",,,,,"No","65 or older","Male","Telephone"
"288","Rural",,"South East","Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Somewhat Unsafe","Have their Peace Officers on legit thorough fares instead of hiding behind bushes like in the states on non busy roads.",,"Neither agree nor disagree","Don't know/ not stated","Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Don't know/ not stated",,,,,,"Yes","45 to 64","Male","Telephone"
"307","Rural",,"end of Strathcona by Highway 21","Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","Don't know/ not stated",,"Strongly agree","sheriff be more visible in residential areas","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","the engineering department at city hall","No",,,,,"Yes","65 or older","Male","Telephone"
"310","Rural",,"rr225","Seldom","Seldom","Never","Somewhat","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","They need more consistency for speed limits on major roads",,"Neither agree nor disagree","Should be better monitored.","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","I'd contact the municipal office.","No",,,,,"Yes","45 to 64","Female","Telephone"
"313","Urban","Village on the Lake",,"Never","Seldom","Never","Usually","Seldom","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Unsafe","1) better enforcement on laws against distracted driving / 2) more green light cameras should be added",,"Somewhat agree","Don't know/ not stated","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","respondent would contact the RCMP and his local councillor","No",,,,,"Yes","25 to 44","Male","Telephone"
"326","Urban","Foxboro",,"Never","Usually","Never","Seldom","Never","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","60-79% of the time","Very Safe","On some of the back roads, e.g. where Cloverbar extends to highway 14, about 2 km in the yellow dividing line needs to be extended all the way to highway 14. that's it",,"Strongly disagree","I like those, ""This is your neighbourhood signs,"" like don't speed because it's your neighbourhood. Maybe speed traps in areas of high frequency complaints.","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","my councillor","Yes","Yes","It made me think about it more often.","Yes","I slowed down.","Yes","25 to 44","Female","Telephone"
"336","Urban","Sherwood Heights",,"Never","Somewhat","Never","Somewhat","Somewhat","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","80-99% of the time","Very Safe","It is fine the way it is.  We don't need to do anything./Nobody is hitting pedestrians or hitting bikes- it is fine./",,"Strongly disagree","Send the police that they don't need to do anything./","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","The County of Strathcona./","Yes","No",,"No",,"No","65 or older","Male","Telephone"
"342","Urban","Clarkdale",,"Never","Seldom","Never","Never","Never","Slow down to the posted speed limit only if workers are present","5 km/h over the speed limit","Yes","60-79% of the time","Somewhat Safe","enforcement of  speed limits in residential communities, adopting a 40 kilometer speed limit in residential communities, and similar to the pilot project in Edmonton",,"Strongly agree","reduce speed limit to 40 kilometres per hour","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","my  councillor","Yes","Yes","to bring awareness to  the issues and to  modify behavior","Yes","through awareness of the rules","Yes","25 to 44","Female","Telephone"
"353","Urban","Nottingham",,"Never","Seldom","Never","Never","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","80-99% of the time","Somewhat Unsafe","the ensure that traffic lights are synchronized, to enforce traffic rules other than speeding",,"Somewhat disagree","have the manpower to enforce it in the residential areas","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","The RCMP","Yes","No",,"Yes","just an awareness-need a reminder on what to do","No","45 to 64","Female","Telephone"
"379","Urban","Glenn Allan",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","40km in residential areas",,"Strongly agree","reduce the speed limit","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","aldermen","Yes","Yes","makes you think about the options","No",,"No","65 or older","Male","Telephone"
"380","Urban","Davidson Creek",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","maintain speed limits in school zones maintain lower speed limits in construction zones",,"Somewhat agree","maintain lower speed in residential areas, hopefully people will respect them","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","send an email to Strathcona county","No",,,,,"No","45 to 64","Female","Telephone"
"418","Urban","The Ridge",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","I think they should have all advanced turn lanes, the remaining traffic needs to be stopped. Use of  cell phones are not being enforced.",,"Somewhat agree","Don't know/ not stated","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","contact  bylaw and transportation","No",,,,,"No","65 or older","Female","Telephone"
"424","Urban","Sherwood Heights",,"Never","Seldom","Never","Somewhat","Seldom","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","80-99% of the time","Somewhat Safe","Whatever they have done to the intersection by Clover Bar School on main Blvd. It is a very small circle- it is supposed to slow traffic down.  I don't like them I think they are a hazard in winter./",,"Strongly disagree","Photo radar./","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Utilities board./Traffic control board. Someone at the county office./","No",,,,,"No","65 or older","Female","Telephone"
"430","Urban","Village on the Lake",,"Never","Somewhat","Never","Somewhat","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Safe","1) eliminate the traffic circle on Btoadmoor and Sherwood drive / 2) respondent cannot think of a second one",,"Neither agree nor disagree","the county should remove photo radar because it does not seem like it does anything/ traffic violations should be more heavily ticketed","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","the respondent would address the concern to the councillor and as well as the transportation department","No",,,,,"No","45 to 64","Male","Telephone"
"436","Urban","Oakland",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Safe","More policing. More red light cameras.",,"Strongly agree","Cameras in front of school zones. Mark school zones more distinctly with crosswalks.","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","phone the County & ask where to go to","Yes","Yes","Just more awareness & more awareness of construction going on.","Yes","Just awareness of the traffic zones. (c) I slowed down","No","45 to 64","Male","Telephone"
"440","Urban","Sherwood Hills Estates",,"Never","Somewhat","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Safe","More Check Stops // Monitor cell phone usage better",,"Somewhat agree","Speed bumps in more areas // speed indicators","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","City hall or RCMP","No",,,,,"No","45 to 64","Female","Telephone"
"444","Urban","Heritage Hills",,"Never","Seldom","Never","Never","Somewhat","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","All the time","Somewhat Safe","reduce the number of yield signs and replace them with stop signs",,"Somewhat agree","more radar traps in residential areas","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Don't know/ not stated","No",,,,,"Yes","45 to 64","Male","Telephone"
