"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","ct_device_brand_owner","ct_device_brand_name","ct_device_model_name","ct_device_model_number","additional_ct_device_model_numbers","family_id","static_temperature_accuracy","network_standby_average_power_consumption","time_to_enter_network_standby_after_user_interaction","ct_product_heating_and_cooling_control_features","other_heating_and_cooling_control_features","ct_device_communication_method","communication_method_other","demand_response_summary","demand_response_product_variations","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2350650","Google LLC","Google Nest","Google Nest Learning Thermostat","T3###**","","","Googl LLC","Google Nest","Google Nest Learning Thermostat","T3###**","""T3007ES
T3007EF
T3016US
T3016CA
T3017US
T3017CA
T3018US
T3019US
T3019CA
T3021US
T3024US
T3025US
T3026US
T3027US
T3032US
T3032CA
T3050US
T3051US","","0.27","0.06","50","External Temperature Detection,Geofencing (User Device Based),Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi","","Google Nest thermostats support a variety of Demand Response (DR) services, including dispatchable peak load management, and emergency (fast-response) dispatch. Nest offers a comprehensive DR solution in which Nest’s cloud-based server acts as an OpenADR-compliant “Virtual End Node” for a DR signal from a Load Management Entity, and upon receipt of that signal executes customized DR algorithms on each participating device (as a “Virtual Top Node”). Devices can be grouped at the discretion of the Load Management Entity for locational dispatch. An API is available for direct integration with popular Demand Response Management Systems for dispatch. Comprehensive aggregated reporting is provided to the Load Management Entity for measurement and verification purposes, including load reduction estimates and the impact of device adjustments by interval. Google Nest’s DR solutions are specifically designed to optimize participant satisfaction through the use of pre-conditioning (where applicable) and personalized schedule adjustments to ensure occupant comfort by limiting deviations from scheduled setpoints. In addition, the user can opt out any time. The algorithms are regularly updated and enhanced based on operational experience and user feedback.","","2015-09-01T00:00:00.000","2019-12-03T00:00:00.000","United States, Canada","ES_1073133_T3###**_12032019181951_7191676"
"2350653","Google LLC","Google Nest","Google Nest Thermostat E","T4###**","","","Google LLC","Google Nest","Google Nest Thermostat E","T4###**","""T4000ES
T4001ES
T4000EF
T4002ES
T4008ES","","0.46","0.04","20","External Temperature Detection,Geofencing (User Device Based),Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi","","Google Nest thermostats support a variety of Demand Response (DR) services, including dispatchable peak load management, and emergency (fast-response) dispatch. Nest offers a comprehensive DR solution in which Nest’s cloud-based server acts as an OpenADR-compliant “Virtual End Node” for a DR signal from a Load Management Entity, and upon receipt of that signal executes customized DR algorithms on each participating device (as a “Virtual Top Node”). Devices can be grouped at the discretion of the Load Management Entity for locational dispatch. An API is available for direct integration with popular Demand Response Management Systems for dispatch. Comprehensive aggregated reporting is provided to the Load Management Entity for measurement and verification purposes, including load reduction estimates and the impact of device adjustments by interval. Google Nest’s DR solutions are specifically designed to optimize participant satisfaction through the use of pre-conditioning (where applicable) and personalized schedule adjustments to ensure occupant comfort by limiting deviations from scheduled setpoints. In addition, the user can opt out any time. The algorithms are regularly updated and enhanced based on operational experience and user feedback.","","2017-08-31T00:00:00.000","2020-11-02T00:00:00.000","United States, Canada","ES_1073133_T4###**_12032019182012_7212129"
"2369005","Google LLC","Google Nest","Nest Thermostat","GA0####-**","","","Google LLC","Google Nest","Nest Thermostat","GA0####-**","GA01334-US, GA02081-US, GA02082-US, GA02083-US, GA02083-CA, GA01334-CA, GA02082-CA, GA02081-CA, G4CVZ","","0.3","0.1","20.3","External Temperature Detection,Geofencing (User Device Based),Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi","","Google Nest thermostats support a variety of Demand Response (DR) services, including dispatchable peak load management, and emergency (fast-response) dispatch. Nest offers a comprehensive DR solution in which Nest?s cloud-based server acts as an OpenADR-compliant ?Virtual End Node? for a DR signal from a Load Management Entity, and upon receipt of that signal executes customized DR algorithms on each participating device (as a ?Virtual Top Node?). Devices can be grouped at the discretion of the Load Management Entity for locational dispatch. An API is available for direct integration with popular Demand Response Management Systems for dispatch. Comprehensive aggregated reporting is provided to the Load Management Entity for measurement and verification purposes, including load reduction estimates and the impact of device adjustments by interval. Google Nest?s DR solutions are specifically designed to optimize participant satisfaction through the use of pre-conditioning (where applicable) and personalized sch","","2020-10-12T00:00:00.000","2020-11-01T00:00:00.000","United States, Canada","ES_1073133_GA0####-**_11022020180747_0467945"
"2346553","Greenlite Lighting Corporation","Greenlite","Greenlite G2","G2","","","Greenlite","Greenlite","Greenlite G2","G2","","FAM_31571_09172019083754_1559063","1.95","0.68","10","Geofencing (User Device Based)","","Wi-Fi","","Compatible with OPEN ADR 2.0","","2017-08-01T00:00:00.000","2019-09-17T00:00:00.000","United States, Canada","ES_31571_G2_09172019083754_345117"
"2354245","Greenlite Lighting Corporation","Greenlite","AIRZ","AIRZ",",AIRZ-PB,","","Greenlite","Greenlite","AIRZ","AIRZ","","FAM_31571_09172019083754_1559063","0.73","0.4","5","Geofencing (User Device Based)","","Wi-Fi","","OPEN ADR 2.0","","2019-12-01T00:00:00.000","2020-01-29T00:00:00.000","United States, Canada","ES_31571_AIRZ_01152020152535_8489190"
"2318832","Honeywell International Inc.","Honeywell","TCC","TCC","","","Honeywell","Honeywell","RedLINK Vision PRO 8000","TH8321R***","","FAM_1020554_03282018161405_3655163","0.25","0.13","48","Time of Day Usage,External Temperature Detection,Additional Home Temperature Sensor,Other,Additional Occupancy Sensor"," Humidity, dehumidify, or ventilation control","Other","RedLINK","Honeywell’s connected thermostat family is enabled to respond to Demand Response (DR) events that utilities call to mitigate certain risks to the grid. These programs ultimately save consumers money while preventing adverse effects on their service.  Honeywell’s thermostats are utilized by a variety of optimization/DR firms that access our thermostats through APIs. Set points can be continuously optimized for a number of factors including real time weather and a home’s thermodynamic properties, resulting in additional energy savings.  Similarly, our thermostats can be controlled by multiple Demand Response Management Systems (DRMS) systems shedding load at peak periods.  Features include pre-cooling and various shed strategies (cycling, temperature off-set, etc.).  Our UI and apps allow for consumers to be alerted of events and offer the ability to opt out should the need occur. Feedback on an event’s opt-outs, overrides and load shed performance are available through API to the Load Managing Entity.","","2013-02-28T00:00:00.000","2018-04-24T00:00:00.000","United States, Canada","ES_1020554_TH8321R***_03282018162431_6027643"
"2325102","Alarm.com Incorporated","Alarm.com","Alarm.com Smart Thermostat","B36-T10**","","","Alarm.com","Alarm.com","Alarm.com Smart Thermostat","B36-T10","ADC-T2000","","0.35","1.11","12","Time of Day Usage,Geofencing (User Device Based),Occupancy Sensor on Device,External Temperature Detection,Additional Home Temperature Sensor,Other,Humidity Sensing,Additional Occupancy Sensor","","Z-Wave","","Demand Response services are available via Energy Hub","","2015-04-15T00:00:00.000","2018-08-30T00:00:00.000","United States, Canada","ES_1142343_B36-T10**_08272018133623_5515405"
"2333422","Alarm.com Incorporated","Alarm.com","Alarm.com Smart Thermostat","ADC-T3000","","","Alarm.com","Alarm.com","Alarm.com Smart Thermostat","ADC-T3000","","","0.64","0.03","7","Time of Day Usage,Geofencing (User Device Based),Occupancy Sensor on Device,External Temperature Detection,Additional Home Temperature Sensor,Other,Humidity Sensing,Additional Occupancy Sensor","","Z-Wave","","Demand Response Services are available via Energy Hub","","2019-04-15T00:00:00.000","2019-02-12T00:00:00.000","United States, Canada","ES_1142343_ADC-T3000_02112019150225_5655328"
"2388600","Alarm.com Incorporated","Alarm.com","ADC-T40K-HD","ADC-T40K-HD","","5001077355","Alarm.com","Alarm.com","Alarm.com Smart Thermostat HD","ADC-T40K-HD","","","1.46","1.53","43.9","External Temperature Detection,Time of Day Usage,Geofencing (User Device Based),Occupancy Sensor on Device,Humidity Sensing","","Bluetooth,Z-Wave","","Demand Response services are available via Energy Hub","","2021-10-18T00:00:00.000","2021-11-30T00:00:00.000","United States, Canada","ES_1142343_ADC-T40K-HD_11112021083537_4287988"
"2321952","Braeburn Systems LLC","Braeburn","7320","7320","","833732001928","Braeburn System LLC","Braeburn","7320","7320","","","0.5","1.11","10","Time of Day Usage,Geofencing (User Device Based)","","Wi-Fi","","Capable","","2015-04-01T00:00:00.000","2018-06-28T00:00:00.000","United States, Canada","ES_30371_7320_06262018135217_9968072"
"2321953","Braeburn Systems LLC","Braeburn","7205","7205","","833732001799","Braeburn System LLC","Braeburn","7205","7205","","","1.1","0.09","10","Time of Day Usage,Geofencing (User Device Based)","","Wi-Fi","","Capable","","2018-07-01T00:00:00.000","2018-06-28T00:00:00.000","United States, Canada","ES_30371_7205_06262018135907_9763452"
"2321954","Braeburn Systems LLC","Braeburn","7300","7300","","833732001973","Braeburn System LLC","Braeburn","7300","7300","","","0.57","0.91","10","Time of Day Usage,Geofencing (User Device Based)","","Wi-Fi","","Capable","","2016-10-01T00:00:00.000","2018-06-28T00:00:00.000","United States, Canada","ES_30371_7300_06262018140415_7219049"
"2323268","Braeburn Systems LLC","Braeburn","7305","7305","","833732001997","Braeburn System LLC","Braeburn","7305","7305","","","0.47","1.07","10","Time of Day Usage,Geofencing (User Device Based)","","Wi-Fi","","Capable","","2016-10-01T00:00:00.000","2018-07-25T00:00:00.000","United States, Canada","ES_30371_7305_07232018152305_595819"
"2326497","Braeburn Systems LLC","PROSTAT","PRS7325WF","PRS7325WF","","","Goodman Manufacturing","PROSTAT","PRS7325WF","PRS7325WF","","","1.1","0.09","10","Time of Day Usage,Geofencing (User Device Based)","","Wi-Fi","","Capable","","2018-10-01T00:00:00.000","2018-09-27T00:00:00.000","United States, Canada","ES_30371_PRS7325WF_09262018122708_3045923"
"2295128","Carrier Corporation","Bryant","Bryant Housewise","T6-WEM01-A","","","ecobee","Bryant Housewise","BRYANT","T6-WEM01-A","","FAM_1075965_05082018172957_0597664","0.45","0.81","60","Time of Day Usage,Additional Home Temperature Sensor,Additional Occupancy Sensor,Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi,Other","Chip Insert feature to allow for other Communication Methods","ENERGY STAR Program Requirements, Product Specification for CT Thermostat Products, V 1.0.  Eligibility Criteria Demand Response Capabilities Summary description of the CT product’s and/or associated CT service provider’s DR capabilities/services shall be submitted. In this summary, EPA recommends noting the following, as applicable: ecobee Summary.  Since 2008, ecobee has offered flexible demand response services solutions to various utilities across North America.  Our thermostats are currently involved in more than 20 demand response programs across North America.  ecobee thermostats are designed to respond to demand response signals, and our company provides head-end related demand response event execution services. These services allow utility customers to configure and tailor their event strategies as required, while also allowing them to alter their strategies for different groups of customers.  In addition, we are integrated and work with various Demand Response Management Systems (DRMS) service provider platforms and/or software.  Through these DRMS integrations, utility and other utility services companies can provide the seamless customer communication required for demand response and demand management. Our integration with various DRMS platforms, along with the data we collect, also facilitates locational demand response.  All ecobee thermostats are Wi-Fi enabled for communication with ecobee web servers.  Utility sector, implementer and DRMS company customers have three Wi-Fi-specific options available to them to issue demand response events to ecobee thermostats.","","2014-09-01T00:00:00.000","2017-04-28T00:00:00.000","United States, Canada","ES_1075965_T6-WEM01-A_04282017135732_7852734"
"2295129","Carrier Corporation","Carrier","Carrier Cor","TP-WEM01-A","","","ecobee","Carrier Cor","CARRIER","TP-WEM01-A","","FAM_1075965_05082018172957_0597664","0.45","0.81","60","Time of Day Usage,Additional Home Temperature Sensor,Additional Occupancy Sensor,Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi,Other","Chip Insert feature to allow for other Communication Methods","ENERGY STAR Program Requirements, Product Specification for CT Thermostat Products, V 1.0.  Eligibility Criteria Demand Response Capabilities Summary description of the CT product’s and/or associated CT service provider’s DR capabilities/services shall be submitted. In this summary, EPA recommends noting the following, as applicable: ecobee Summary.  Since 2008, ecobee has offered flexible demand response services solutions to various utilities across North America.  Our thermostats are currently involved in more than 20 demand response programs across North America.  ecobee thermostats are designed to respond to demand response signals, and our company provides head-end related demand response event execution services. These services allow utility customers to configure and tailor their event strategies as required, while also allowing them to alter their strategies for different groups of customers.  In addition, we are integrated and work with various Demand Response Management Systems (DRMS) service provider platforms and/or software.  Through these DRMS integrations, utility and other utility services companies can provide the seamless customer communication required for demand response and demand management. Our integration with various DRMS platforms, along with the data we collect, also facilitates locational demand response.  All ecobee thermostats are Wi-Fi enabled for communication with ecobee web servers.  Utility sector, implementer and DRMS company customers have three Wi-Fi-specific options available to them to issue demand response events to ecobee thermostats.","","2014-09-01T00:00:00.000","2017-04-28T00:00:00.000","United States, Canada","ES_1075965_TP-WEM01-A_04282017135751_7871297"
"2295125","ecobee, Inc.","Ecobee","ecobee3","EB-STATE3***-##",",EB-STATE3C-02,; ,EB-STATE3R-02,; ,EB-STATE3VP-02,; ecobee3,EB-STATE3-02,","","ecobee","ecobee","ecobee3","EB-STATE3***-##","EB-STATE3-02, EB-STATE3C-02, EB-STATE3R-02, EB-STATE3VP-02","FAM_1075965_05082018175034_1835822","0.53","1.06","60","Time of Day Usage,Occupancy Sensor on Device,Additional Home Temperature Sensor,Humidity Sensing,Additional Occupancy Sensor","","Wi-Fi,Other","Chip Insert feature to allow for other Communication Methods","ENERGY STAR Program Requirements, Product Specification for CT Thermostat Products, V 1.0.  Eligibility Criteria Demand Response Capabilities Summary description of the CT product’s and/or associated CT service provider’s DR capabilities/services shall be submitted. In this summary, EPA recommends noting the following, as applicable: ecobee Summary.  Since 2008, ecobee has offered flexible demand response services solutions to various utilities across North America.  Our thermostats are currently involved in more than 20 demand response programs across North America.  ecobee thermostats are designed to respond to demand response signals, and our company provides head-end related demand response event execution services. These services allow utility customers to configure and tailor their event strategies as required, while also allowing them to alter their strategies for different groups of customers.  In addition, we are integrated and work with various Demand Response Management Systems (DRMS) service provider platforms and/or software.  Through these DRMS integrations, utility and other utility services companies can provide the seamless customer communication required for demand response and demand management. Our integration with various DRMS platforms, along with the data we collect, also facilitates locational demand response.  All ecobee thermostats are Wi-Fi enabled for communication with ecobee web servers.  Utility sector, implementer and DRMS company customers have three Wi-Fi-specific options available to them to issue demand response events to ecobee thermostats.","","2014-09-01T00:00:00.000","2017-04-28T00:00:00.000","United States, Canada","ES_1075965_EB-STATZE3-02_04282017135037_7437141"
"2295127","ecobee, Inc.","Ecobee","ecobee3 Lite","EB-STATE3LT***-##",",EB-STATE3LT-01,; ,EB-STATE3LT-02,; ,EB-STATE3LTBB-01,; ,EB-STATE3LTBR-01,; ,EB-STATE3LTC-02,; ,EB-STATE3LTCB-01,; ,EB-STATE3LTCR-01,; ,EB-STATE3LTP-02,; ,EB-STATE3LTPB-01,; ,EB-STATE3LTPC-02,; ,EB-STATE3LTR-02,; ,EB-STATE3LTVP-01,; ,EB-STATE3LTVP2-01,","","ecobee","ecobee","ecobee3 Lite","EB-STATE3LT***-##","","FAM_1075965_05082018172957_0597664","0.45","0.81","60","Time of Day Usage,Additional Home Temperature Sensor,Additional Occupancy Sensor,Humidity Sensing,Occupancy Sensor on Device","","Wi-Fi,Other","Chip Insert feature to allow for other Communication Methods","ENERGY STAR Program Requirements, Product Specification for CT Thermostat Products, V 1.0.  Eligibility Criteria Demand Response Capabilities Summary description of the CT products and/or associated CT service providers DR capabilities/services shall be submitted. In this summary, EPA recommends noting the following, as applicable: ecobee Summary.  Since 2008, ecobee has offered flexible demand response services solutions to various utilities across North America.  Our thermostats are currently involved in more than 20 demand response programs across North America.  ecobee thermostats are designed to respond to demand response signals, and our company provides head-end related demand response event execution services. These services allow utility customers to configure and tailor their event strategies as required, while also allowing them to alter their strategies for different groups of customers.  In addition, we are integrated and work with various Demand Response Management Systems (DRMS) service provide","","2014-09-01T00:00:00.000","2017-04-28T00:00:00.000","United States, Canada","ES_1075965_EB-STAT3LT01_04282017135714_7834140"
"2295130","ecobee, Inc.","Ecobee","ecobee4","EB-STATE4***-##",",,ecobee4 Thermostat with Amazon Alexa Built-in; ,EB-STATE4-01,; ,EB-STATE4C-01,; ,EB-STATE4P-01,; ,EB-STATE4PB-01,; ,EB-STATE4PC-01,; ,EB-STATE4R-01,","","ecobee","ecobee","ecobee4","EB-STATE4***-##","EB-STATE4-01, EB-STATE4P-01, EB-STATE4PC-01, EB-STATE4C-01, EB-STATE4PB-01, EB-STATE4R-01","FAM_1075965_05082018180013_2414203","0.7","1.19","60","Time of Day Usage,Occupancy Sensor on Device,Additional Home Temperature Sensor,Humidity Sensing,Additional Occupancy Sensor","","Wi-Fi,Other","Chip Insert feature to allow for other Communication Methods","ENERGY STAR Program Requirements, Product Specification for CT Thermostat Products, V 1.0.  Eligibility Criteria Demand Response Capabilities Summary description of the CT product’s and/or associated CT service provider’s DR capabilities/services shall be submitted. In this summary, EPA recommends noting the following, as applicable: ecobee Summary.  Since 2008, ecobee has offered flexible demand response services solutions to various utilities across North America.  Our thermostats are currently involved in more than 20 demand response programs across North America.  ecobee thermostats are designed to respond to demand response signals, and our company provides head-end related demand response event execution services. These services allow utility customers to configure and tailor their event strategies as required, while also allowing them to alter their strategies for different groups of customers.  In addition, we are integrated and work with various Demand Response Management Systems (DRMS) service provider platforms and/or software.  Through these DRMS integrations, utility and other utility services companies can provide the seamless customer communication required for demand response and demand management. Our integration with various DRMS platforms, along with the data we collect, also facilitates locational demand response.  All ecobee thermostats are Wi-Fi enabled for communication with ecobee web servers.  Utility sector, implementer and DRMS company customers have three Wi-Fi-specific options available to them to issue demand response events to ecobee thermostats.","","2017-05-03T00:00:00.000","2017-04-28T00:00:00.000","United States, Canada","ES_1075965_EB-STATE4-01_04282017140445_8285851"
"2334863","ecobee, Inc.","Ecobee","ecobee SmartThermostat with Voice Control","EB-STATE5*",",EB-STATE5-01,Same hardware and software, packaging material is different (Based on language for the region, etc.); ,EB-STATE5BB-01,; ,EB-STATE5BR-01,; ,EB-STATE5C-01,Same hardware and software, packaging material is different (Based on language for the region, etc.); ,EB-STATE5CB-01,; ,EB-STATE5CR-01,; ,EB-STATE5P-01,Same hardware and software, packaging material is different (Based on language for the region, etc.); ,EB-STATE5PB-01,Same hardware and software, packaging material is different (Based on language for the region, etc.); ,EB-STATE5PC-01,Same hardware and software, packaging material is different (Based on language for the region, etc.); ,EB-STATE5VP-01,Same hardware and software, packaging material is different (Based on language for the region, etc.)","","ecobee","ecobee","ecobee SmartThermostat with Voice Control","EB-STATE5*","EB-STATE5-01
EB-STATE5C-01
EB-STATE5P-01
EB-STATE5PC-01
EB-STATE5PB-01
EB-STATE5VP-01","FAM__03142019173151_4712329","1.01","0.17","19.8","External Temperature Detection,Time of Day Usage,Additional Home Temperature Sensor,Geofencing (User Device Based),Additional Occupancy Sensor,Occupancy Sensor on Device,Humidity Sensing","","Bluetooth,Wi-Fi,Other","","ecobee helps customers and utilities to avoid peak demand on the energy system (either electricity grid or natural gas pipelines) by reducing demand during peak times. ecobee provides utilities web tools and APIs which allows them to send Demand Response (DR) events to their customers who have enrolled into the utility’s DR program through ecobee’s web services. Load is shed or controlled during the event by allowing the utilities to set a relative setback or HVAC cycling percentage for a specified period of time. ecobee’s tools allow for both mandatory and voluntary event participation from customers. If voluntary, the customer is able to opt-out of any active Demand Response event.","","2019-05-27T00:00:00.000","2019-03-14T00:00:00.000","United States, Canada","ES_1075965_EB-STATE5*_03182019153432_3272067"
"2393822","ecobee, Inc.","Ecobee","Smart Thermostat Premium","EB-STATE6*",",EB-STATE6-01,; ,EB-STATE6A-01,; ,EB-STATE6AC-01,; ,EB-STATE6BR-01,; ,EB-STATE6C-01,; ,EB-STATE6CR-01,; ,EB-STATE6P-01,; ,EB-STATE6PB-01,; ,EB-STATE6PC-01,","627988004006;627988004013;627988004044;627988004051;627988004075;627988004105;627988004112;627988004174;627988004303","ecobee","ecobee","Smart Thermostat Premium","EB-STATE6*","","FAM_1075965_031620221252268_9739127","1.26","1.83","61.5","External Temperature Detection,Time of Day Usage,Additional Home Temperature Sensor,Geofencing (User Device Based),Additional Occupancy Sensor,Occupancy Sensor on Device,Humidity Sensing","","Bluetooth,Wi-Fi,Other","","ecobee thermostats include an optional feature called Community Energy Savings which helps use cleaner energy and strengthen the grid by reducing demand at peak times. ecobee provides our utility partners with web tools and APIs which allow customers to accept offers to enrol in Demand Response programs, validate customer eligibility, and dispatch Community Energy Savings events. Based on the needs of the grid, events can be dispatched to all enrolled thermostats or targeted groups. Demand savings are generated through temperature adjustments at peak times, while customer comfort and satisfaction are maintained through optimized pre-cooling or pre-heating of the home. Event participation statistics are available to the utility to monitor program performance. Community Energy Savings events are voluntary, so customers can opt out at any time.","","2022-05-17T00:00:00.000","2022-03-16T00:00:00.000","United States, Canada","ES_1075965_EB-STATE6*_030820221407483_3012955"
