"initiated_date","permit","permit_type","permit_description","status","on_street","from_street","to_street","location_address","city","zip","scope","scheduled_start","scheduled_end","permit_applicant_name","council_district","conditions_traffic_control","company","days_to_work","latitude","longitude","mapped_location"
"2022-09-08T08:34:11.000","202233036","EXCAVATION PERMIT",,"ACTIVE","6800 HOLT RD","WINFIELD DR","HITCHING POST LN","6800 HOLT RD","NASHVILLE","37211",,"2022-09-08T00:00:00.000","2022-12-07T00:00:00.000","JOHN THOMPSON","4","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Notify all impacted property owners of your work, contact the inspector for specifics  If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when co","B.H. HOLMES CONSTRUCTION CO INC","Tuesday Wednesday Thursday Friday Saturday","36.0153276186299","-86.7376820376122","POINT (-86.7376820376122 36.0153276186299)"
"2022-09-08T08:36:01.000","202233038","LANE CLOSURE",,"ACTIVE","6800 HOLT RD","WINFIELD DR","HITCHING POST LN","6800 HOLT RD","NASHVILLE","37211",,"2022-09-08T00:00:00.000","2022-09-14T00:00:00.000","JOHN THOMPSON","4","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Notify all impacted property owners of your work, contact the inspector for specifics  If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when co","B.H. HOLMES CONSTRUCTION CO INC","Tuesday Wednesday Thursday Friday Saturday","36.0153276186299","-86.7376820376122","POINT (-86.7376820376122 36.0153276186299)"
"2022-09-09T15:06:00.000","202233340","LANE CLOSURE","PAVING","ACTIVE","CARNEY RD","OLD HICKORY BLVD","OLD HICKORY BLVD","CARNEY RD","WHITES CREEK","37189","PAVING","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","TYLER NORRIS","1",,"ROGERS GROUP, INC.","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.2728531481638","-86.8791313512283","POINT (-86.8791313512283 36.2728531481638)"
"2022-09-12T10:27:54.000","202233407","LANE CLOSURE","XO COMMUNICATIONS","ACTIVE","GRANNY WHITE PIKE","WILLIAMSON COUNTRY LINE","OLD HICKORY BLVD","GRANNY WHITE PIKE","BRENTWOOD","37027","XO COMMUNICATIONS","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","LINDSAY WAGNER","34","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number prior to beginning work and when finished each shift  Failure to comply with the texting requirements will result in revocation of permitting privileges and fines","MASTEC NORTH AMERICA INC.","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.0405291777782","-86.8163227255492","POINT (-86.8163227255492 36.0405291777782)"
"2022-09-07T14:23:59.000","202232981","LANE CLOSURE","STEEL GAS PIPELINE INSTALLATION","ACTIVE","2945 LYNDALE CT","LYNDALE DR","CUL-DE-SAC","2945 LYNDALE CT","NASHVILLE","37207","STEEL GAS PIPELINE INSTALLATION","2022-09-05T00:00:00.000","2022-10-01T00:00:00.000","CHRIS TARNICK","2","Daylight Hours Only  Bike lane closed detour for bikes and signs required  Follow the approved notification procedure for an extended closure   Contact MNPD, MNFD, Office Of Emergency Management, Metro Councilmember, MNPS & MTA   Text the inspector a picture and the permit number at the beginning and end of each work period  Pole location must be approved by the MPW Inspector   Allow local access  Follow MUTCD, Police Visible and Directing traffic when needed","INFRASOURCE CONSTRUCTION LLC","Tuesday Wednesday Thursday Friday Saturday Sunday,","36.2275670691857","-86.771322408327","POINT (-86.771322408327 36.2275670691857)"
"2022-06-27T14:21:46.000","202223341","SIDEWALK PERMIT","FILMING JILLS VERANDA (JILLS PORCH)","ACTIVE","LAFAYETTE ST","6TH AVE S","1ST AVE S","LAFAYETTE ST","NASHVILLE","37210","FILMING JILLS VERANDA (JILLS PORCH)","2022-09-06T00:00:00.000","2022-10-06T00:00:00.000","JUDIT VERGA","19",,"Warner Bros","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1499800744926","-86.7659160879568","POINT (-86.7659160879568 36.1499800744926)"
"2022-06-24T08:39:56.000","202222901","EXCAVATION PERMIT","NEW UTILITIES","ACTIVE","900 DICKERSON PIKE","CLEVELAND ST","WHITES CREEK PIKE","900 DICKERSON PIKE","NASHVILLE","37207","NEW UTILITIES","2022-06-25T00:00:00.000","2022-09-23T00:00:00.000","DIANNA STEPHENS","5","Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Notify all impacted property owners of your work, contact the inspector for specifics  If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when contacted  One lane closed maintain two-way traffic  9am-3pm hours","Thorne's excavating","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1876562491067","-86.7732975205544","POINT (-86.7732975205544 36.1876562491067)"
"2022-09-12T09:36:43.000","202233384","LANE CLOSURE","WATER SERVICE LINE REPAIR","ACTIVE","2426 PAFFORD DR","MCKENNELL DR","CUL-DE-SAC","2426 PAFFORD DR","NASHVILLE","37206","WATER SERVICE LINE REPAIR","2022-09-11T00:00:00.000","2022-09-15T00:00:00.000","TONYA PHILLIPS","7","lane closed maintain two-way traffic  Daylight hours only  Allow local access   Confirm patch with MPW Inspector prior to restoration  Notify all impacted property owners of your work, contact the inspector for specifics  Ok per RBR Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   If steel plates are utilized during the excavation process, p","METRO WATER","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1898518814953","-86.7148197738725","POINT (-86.7148197738725 36.1898518814953)"
"2022-09-07T10:26:02.000","202232951","SIDEWALK PERMIT","PLACING PIPE AND HAND HOLE
STEP 3.3","ACTIVE","LEA AVE","8TH AVE S","9TH AVE S","LEA AVE","NASHVILLE","37203","PLACING PIPE AND HAND HOLE
STEP 3.3","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","GINA GARCIA","19","Same restrictions as before  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Ok per RBR    Follow MUTCD, Police Visible and Directing traffic when needed","STAR CONSTRUCTION","Tuesday Wednesday Thursday Friday Saturday","36.1540440492391","-86.7794465817481","POINT (-86.7794465817481 36.1540440492391)"
"2022-08-12T09:04:42.000","202229877","LANE CLOSURE","YMCA TO BE RE-STRIPPED FOR TWO WAY TRAFFIC","ACTIVE","YMCA WAY","CHURCH ST","DR MARTIN L KING JR BLVD","YMCA WAY","NASHVILLE","37203","YMCA TO BE RE-STRIPPED FOR TWO WAY TRAFFIC","2022-08-26T00:00:00.000","2022-10-24T00:00:00.000","MICHALE KNICKERBOCKER","19","Follow MUTCD, Police Visible and Directing traffic when needed  Text the permit number and picture (s) with the set-up and sign placement to the Inspector after it is placed once a week while the permit is active  Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Maintain traffic flow  Follow approved traffic plan  Police required  Allow local access  Copy Councilmember  Ok per RBR","HUNT CONSTRUCTION GROUP INC","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1613108155308","-86.7849919492503","POINT (-86.7849919492503 36.1613108155308)"
"2022-06-30T09:06:36.000","202223752","EXCAVATION PERMIT","EXCAVATE THE WATER MAIN ON THE OPPOSITE SIDE OF STREET","ACTIVE","203 ANTIOCH PIKE","AVENAL AVE","KINROSS AVE","203 ANTIOCH PIKE","NASHVILLE","37211","EXCAVATE THE WATER MAIN ON THE OPPOSITE SIDE OF STREET","2022-09-12T00:00:00.000","2022-12-11T00:00:00.000","TAMMY GREEN","16","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Notify all impacted property owners of your work, contact the inspector for specifics  If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when co","PRECISION PLUMBING CO","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.100986072418","-86.7328325317856","POINT (-86.7328325317856 36.100986072418)"
"2022-09-09T11:58:19.000","202233254","SIDEWALK PERMIT","PLACING SPLICING FIBER OPTIC CABLE","ACTIVE","DIVISION ST","MID-BLOCK","8TH AVE S","DIVISION ST","NASHVILLE","37203","PLACING SPLICING FIBER OPTIC CABLE","2022-09-09T00:00:00.000","2022-09-14T00:00:00.000","JERRY KIRBY","19","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   One lane closed maintain two-way traffic  Placement of pull boxes and all other elements in the right of way must follow approved plan and confirmed by MPW Representative  Notify all impacted property owners of your work, contact","AT&T","Tuesday Wednesday Thursday Friday Saturday","36.1497231527478","-86.7790286209586","POINT (-86.7790286209586 36.1497231527478)"
"2022-06-27T14:09:41.000","202223331","SIDEWALK PERMIT","FILMING JILLS VERANDA (JILLS PORCH)","ACTIVE","HOLLY ST","S 11TH ST","OAKHILL DR","HOLLY ST","NASHVILLE","37206","FILMING JILLS VERANDA (JILLS PORCH)","2022-09-06T00:00:00.000","2022-10-06T00:00:00.000","JUDIT VERGA","6",,"Warner Bros","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1748570409151","-86.7352316211822","POINT (-86.7352316211822 36.1748570409151)"
"2022-08-19T08:25:12.000","202230867","LANE CLOSURE","INSTALLATION OF 16 WATER MAIN WITH ADDITIONAL SMALLER LATERALS","ACTIVE","8TH AVE S","CRAIGHEAD ST","VERNON AVE","8TH AVE S","NASHVILLE","37203","INSTALLATION OF 16 WATER MAIN WITH ADDITIONAL SMALLER LATERALS","2022-08-20T00:00:00.000","2022-10-18T00:00:00.000","TONY NAREDO","17","Same restrictions as before  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Ok per RBR    Follow MUTCD, Police Visible and Directing traffic when needed","Garney Construction","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1412123536111","-86.7785975667707","POINT (-86.7785975667707 36.1412123536111)"
"2022-08-11T09:29:59.000","202229731","LANE CLOSURE","OVERHEAD LINE WORK WO#00356183","ACTIVE","19TH AVE S","DIVISION ST","CHET ATKINS PL","19TH AVE S","NASHVILLE","37203","OVERHEAD LINE WORK WO#00356183","2022-09-05T00:00:00.000","2022-10-04T00:00:00.000","MARK MCNABNEY","19","Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   One lane closed maintain two-way traffic  Follow MUTCD, Police Visible and Directing traffic when needed","NASHVILLE ELECTRIC SERVICE","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1502746260923","-86.7957529697492","POINT (-86.7957529697492 36.1502746260923)"
"2022-02-28T15:29:23.000","202206651","DRIVEWAY PERMIT","DRIVEWAY PERMIT","ACTIVE","1709 23RD AVE N","547 ALY","544 ALY","1709 23RD AVE N","NASHVILLE","37208","DRIVEWAY PERMIT","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","COLLIN SPINDLE","21","pending review  client sent additional drawings 3/9 for review","JUNIOR MASONRY","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1774748733553","-86.8139158443961","POINT (-86.8139158443961 36.1774748733553)"
"2022-09-12T12:13:05.000","202233448","LANE CLOSURE","AERIAL UNDERGROUND","ACTIVE","BRICK CHURCH LN","BRICK CHURCH PK","TRAIL HOLLOW LN","BRICK CHURCH LN","WHITES CREEK","37189","AERIAL UNDERGROUND","2022-09-13T00:00:00.000","2022-09-17T00:00:00.000","LINDSAY WAGNER","3","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   One lane closed maintain two-way traffic  Placement of pull boxes and all other elements in the right of way must follow approved plan and confirmed by MPW Representative  Notify all impacted property owners of your work, contact","MASTEC NORTH AMERICA INC.","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.244685197623","-86.7858334689531","POINT (-86.7858334689531 36.244685197623)"
"2022-08-09T14:25:37.000","202229477","EXCAVATION PERMIT","DIRECT BORE FOR VERIZON CONDUITS","ACTIVE","HIGHWAY 70 S","COLEY DAVIS RD","CHARLOTTE PIKE","HIGHWAY 70 S","NASHVILLE","37221","DIRECT BORE FOR VERIZON CONDUITS","2022-08-15T00:00:00.000","2022-11-13T00:00:00.000","LINDSAY WAGNER","22","Follow MUTCD, Police Visible and Directing traffic when needed Text the inspector a picture and the permit number at the beginning and end of each work period  Failure to comply with the texting requirements will result in revocation of permit privileges and fines  Placement of pull boxes and all other elements in the right of way must follow approved plan and confirmed by MPW Representative Pole location must be approved by the MPW Inspector and pole must match approved design and height","MASTEC NORTH AMERICA INC.","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.0799531211343","-86.9540735462044","POINT (-86.9540735462044 36.0799531211343)"
"2022-09-07T10:25:02.000","202232950","LANE CLOSURE","PLACING PIPE AND HAND HOLE
STEP 3.3","ACTIVE","LEA AVE","8TH AVE S","9TH AVE S","LEA AVE","NASHVILLE","37203","PLACING PIPE AND HAND HOLE
STEP 3.3","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","GINA GARCIA","19","Same restrictions as before  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Ok per RBR    Follow MUTCD, Police Visible and Directing traffic when needed","STAR CONSTRUCTION","Tuesday Wednesday Thursday Friday Saturday","36.1540440492391","-86.7794465817481","POINT (-86.7794465817481 36.1540440492391)"
"2022-07-27T10:11:07.000","202227723","SIDEWALK PERMIT","NEW CONSTRUCTION OFFICE TOWER","ACTIVE","CHET ATKINS PL","19TH AVE S","446 ALY","CHET ATKINS PL","NASHVILLE","37203","NEW CONSTRUCTION OFFICE TOWER","2022-07-31T00:00:00.000","2022-09-30T00:00:00.000","MATT STOREY","19","Same restrictions as before  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Ok per RBR","HOAR CONSTRUCTION","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1487455490019","-86.7960962932657","POINT (-86.7960962932657 36.1487455490019)"
"2022-08-26T12:14:09.000","202231782","LANE CLOSURE","GAS SERVICE INSTALL","ACTIVE","110 46TH AVE N","1190 ALY","COLORADO AVE","110 46TH AVE N","NASHVILLE","37209","GAS SERVICE INSTALL","2022-09-08T00:00:00.000","2022-09-15T00:00:00.000","HALEY GREGORY","24","Lane closed maintain two-way traffic  Daylight hours only  Allow local access   Confirm patch with MPW Inspector prior to restoration  Notify all impacted property owners of your work, contact the inspector for specifics  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   If steel plates are utilized during the excavation process, please provi","Team Construction","Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1419401504777","-86.8417045618709","POINT (-86.8417045618709 36.1419401504777)"
"2022-08-18T13:29:59.000","202230810","STREET CLOSURE","CULVERT REPLACEMENT","ACTIVE","2423 PENNINGTON BEND RD","MCGAVOCK PIKE","MUSIC CITY DR","2423 PENNINGTON BEND RD","NASHVILLE","37214","CULVERT REPLACEMENT","2022-08-22T00:00:00.000","2022-10-07T00:00:00.000","ROB CLAXTON","15","POLICE REQUIRED TO SET UP  FOLLOW PROCEDURE FOR LONG TERM CLOSURE  NOTIFY MNPD OEM FIRE POLICE  24 HOUR CONTACT AVAILABLE TO ADDRESS PROJECT CONCERNS  NOTIFY ALL IMPACTED AREA RESIDENTS  Follow MUTCD, Police Visible and Directing traffic when needed","BELL & ASSOCIATES CONST, LP","Tuesday Wednesday Thursday Friday Saturday","36.2282778039826","-86.7082636800803","POINT (-86.7082636800803 36.2282778039826)"
"2022-07-21T12:40:31.000","202226850","LANE CLOSURE","WATER/SEWER","ACTIVE","5601 NEW YORK AVE","56TH AVE N","57TH AVE N","5601 NEW YORK AVE","NASHVILLE","37209","WATER/SEWER","2022-09-08T00:00:00.000","2022-09-27T00:00:00.000","JAMES SMOTHERMAN","20","lane closed maintain two-way traffic  Daylight hours only  Allow local access   Confirm patch with MPW Inspector prior to restoration  Notify all impacted property owners of your work, contact the inspector for specifics  Ok per RBR Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   If steel plates are utilized during the excavation process, p","ATP","Tuesday Wednesday Thursday Friday Saturday","36.1651838632981","-86.8559732919312","POINT (-86.8559732919312 36.1651838632981)"
"2021-09-14T09:15:39.000","202126627","DRIVEWAY PERMIT","CONSTRUCTION DRIVEWAY ONLY","ACTIVE","0 CHATSWORTH DR","HOBBS RD","DEAD END","0 CHATSWORTH DR","NASHVILLE","37215","CONSTRUCTION DRIVEWAY ONLY","2021-09-14T00:00:00.000","2022-09-13T00:00:00.000","PATRICK WADRI","34","Construction entrance only  Must contact Metro Water regarding approval and pipe size","Zebra Stone Artisan LLC","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1018945775249","-86.8270407546635","POINT (-86.8270407546635 36.1018945775249)"
"2022-09-09T12:30:05.000","202233274","SIDEWALK PERMIT","CONCRETE SIDEWALK RESTORATION","ACTIVE","COMMERCE ST","6TH AVE N","7TH AVE N","COMMERCE ST","NASHVILLE","37203","CONCRETE SIDEWALK RESTORATION","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","MATT WEATHERS","19","Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when contacted  One lane closed maintain two-way traffic  Notify all impacted property owners of your work, contact the inspector for specifics  9am-3pm hours","MID STATE MOBILE CONCRETE, INC","Tuesday Wednesday Thursday Friday Saturday","36.1612588413278","-86.7808720775301","POINT (-86.7808720775301 36.1612588413278)"
"2022-09-02T10:32:37.000","202232573","EXCAVATION PERMIT","SWDM-DITCH EXCAV","ACTIVE","222 HILLWOOD BLVD","RED OAK DR","MID-BLOCK","222 HILLWOOD BLVD","NASHVILLE","37205","SWDM-DITCH EXCAV","2022-09-07T00:00:00.000","2022-12-06T00:00:00.000","MICKEY JACKSON","23","Lane closed maintain two-way traffic  Daylight hours only  Allow local access   Confirm patch with MPW Inspector prior to restoration  Notify all impacted property owners of your work, contact the inspector for specifics  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   If steel plates are utilized during the excavation process, please provi","METRO WATER","Tuesday Wednesday Thursday Friday Saturday","36.1268977291176","-86.8604585651089","POINT (-86.8604585651089 36.1268977291176)"
"2022-09-08T08:38:35.000","202233041","EXCAVATION PERMIT","GAS SERVICE INSTALL","ACTIVE","3718 MURFREESBORO PIKE","SUMMERCREST BLVD","MOUNTAIN SPRINGS RD","3718 MURFREESBORO PIKE","ANTIOCH","37013","GAS SERVICE INSTALL","2022-09-08T00:00:00.000","2022-12-07T00:00:00.000","ARTHUR MILLER","32","Follow MUTCD, Police Visible and Directing traffic when needed  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Notify all impacted property owners of your work, contact the inspector for specifics  If steel plates are utilized during the excavation process, please provide a 24-hour contact number and be able to address any concerns when co","Moss Welding, LLC","Tuesday Wednesday Thursday Friday Saturday","36.0459553726518","-86.609923068172","POINT (-86.609923068172 36.0459553726518)"
"2022-06-27T12:47:44.000","202223290","SIDEWALK PERMIT","FILMING JILLS VERANDA (JILLS PORCH)","ACTIVE","CHURCH ST","1ST AVE N","19TH AVE N","CHURCH ST","NASHVILLE","37201","FILMING JILLS VERANDA (JILLS PORCH)","2022-09-06T00:00:00.000","2022-10-06T00:00:00.000","JUDIT VERGA","19",,"Warner Bros","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1647928696957","-86.7764303424986","POINT (-86.7764303424986 36.1647928696957)"
"2022-08-19T09:37:18.000","202230901","STREET CLOSURE","PARKING REBAR TRUCKS IN ROAD TO UNLOAD","ACTIVE","DIVISION ST","9TH AVE S","231 ALY","DIVISION ST","NASHVILLE","37203","PARKING REBAR TRUCKS IN ROAD TO UNLOAD","2022-08-24T00:00:00.000","2022-09-27T00:00:00.000","LLOYD POTEETE","19","Same restrictions as before  Text the inspector a picture and the permit number at the beginning and end of each work period   Failure to comply with the texting requirements will result in revocation of permit privileges and fines   Ok per RBR    Follow MUTCD, Police Visible and Directing traffic when needed","COMPREHENSIVE SECURITY/MILL-CREEK","Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1503872486041","-86.7810812913339","POINT (-86.7810812913339 36.1503872486041)"
"2022-08-11T12:45:46.000","202229811","LANE CLOSURE","FILMING BNA VISION PROJECT","ACTIVE","BROADWAY","4TH AVE","5TH AVE","BROADWAY","NASHVILLE","37203","FILMING BNA VISION PROJECT","2022-09-11T00:00:00.000","2022-09-14T00:00:00.000","JOHN WITHERSPOON","19",,"HKCorpLA, Inc.","Monday Tuesday Wednesday Thursday Friday Saturday Sunday,","36.1606351737323","-86.7780825817113","POINT (-86.7780825817113 36.1606351737323)"
