"fiscal_year_approved","company_name","msf_approval_date","municipality","county","project_type","incentive_type","approved_amount","cumulative_amount_disbursed","total_projected_investment","actual_private_investment","new_jobs_committed","actual_new_jobs_created","new_jobs_created_that_are_not_temporary","average_annual_salary_of_new_jobs","other_economic_assistance","status","duration_of_economic_assistance_years"
"2013","Hanwha Advanced Materials America LLC 12","2013-03-12T00:00:00.000","Monroe","Monroe","Expansion","Grant","231440.00","165720.00","12000000.00","175083000.00","54","36","36","$39,000","0.00","Monitoring","6.30"
"2013","Detroit Thermal Systems, LLC","2013-03-21T00:00:00.000","Romulus","Wayne","New","Grant","750000.00","750000.00","27073125.00","3491000.00","312","329","569","$39,000","0.00","Monitoring","4.78"
"2013","Southwest Michigan First Corp","2013-03-27T00:00:00.000","Kalamazoo","Kalamazoo","New","Loan","4000000.00","4000000.00","4265000.00","3785160.00","0","-","0","$0","0.00","Monitoring","5.59"
"2013","Newell Rubbermaid","2013-03-27T00:00:00.000","Kalamazoo","Kalamazoo","Relocation","Grant","2000000.00","2000000.00","2300000.00","50000.00","100","102","114","$93,556","0.00","Monitoring","4.76"
"2013","Rassini Brakes, LLC","2013-04-04T00:00:00.000","Flint","Genesee","New","Grant","500000.00","500000.00","17310800.00","25600000.00","55","61","90","$26,000","0.00","Monitoring","3.83"
"2013","Bleistahl North America, LP","2013-04-05T00:00:00.000","Battle Creek","Calhoun","New","Grant","475000.00","475000.00","11593900.00","13960414.00","55","56","60","$45,000","0.00","Monitoring","4.92"
"2013","Kay Manufacturing Co 15","2013-04-08T00:00:00.000","St. Joseph","Berrien","Expansion","Grant","350000.00","350000.00","9290000.00","18939903.00","80","83","69","$42,700","0.00","Monitoring","5.15"
"2013","Belmont Engineered Plastics, LLC","2013-04-15T00:00:00.000","Belmont","Kent","New","Grant","900000.00","900000.00","5510000.00","5600000.00","62","71","90","$28,250","0.00","Monitoring","5.25"
"2013","Grand Rapids Chair Company","2013-04-15T00:00:00.000","Byron Center","Kent","Expansion","Grant","200000.00","200000.00","2540000.00","7370000.00","50","53","50","$34,718","0.00","Monitoring","5.15"
"2013","CDK Global, LLC","2013-04-24T00:00:00.000","Detroit","Wayne","Expansion","Grant","1500000.00","1500000.00","3300000.00","4000000.00","150","150","151","$60,000","0.00","Monitoring","4.75"
"2013","Rec Boat Holdings, L.L.C. 9","2013-04-25T00:00:00.000","Cadillac","Wexford","Expansion","Grant","1000000.00","800000.00","4785381.00","5767229.00","135","35","36","$26,558","0.00","Monitoring","4.95"
"2013","JR Automation Technologies, LLC","2013-04-29T00:00:00.000","Holland","Ottawa","Expansion","Grant","300000.00","300000.00","4166000.00","0.00","90","93","205","$53,853","0.00","Monitoring","5.17"
"2013","Kay Automotive Graphics","2013-05-06T00:00:00.000","Lake Orion","Oakland","Expansion","Grant","350000.00","175000.00","12915000.00","13950000.00","50","30","35","$29,300","0.00","Monitoring","7.98"
"2013","SMR","2013-05-22T00:00:00.000","Marysville","St. Clair","Expansion","Grant","4000000.00","3000000.00","40237154.00","110727174.00","350","253","654","$45,000","0.00","Monitoring","5.07"
"2013","Merhow Acquisition LLC, dba Merhow Industries","2013-06-03T00:00:00.000","White Pigeon","St. Joseph","Relocation","Grant","200000.00","200000.00","1075000.00","1040100.00","46","49","69","$36,400","0.00","Monitoring","5.08"
"2013","TRMI, Inc.","2013-06-03T00:00:00.000","Battle Creek","Calhoun","Expansion","Grant","700000.00","700000.00","11100000.00","27467414.00","150","153","177","$31,912","0.00","Monitoring","5.03"
"2013","Senderra RX Partners, LLC","2013-06-14T00:00:00.000","Flint Township","Genesee","Expansion","Grant","200000.00","200000.00","675500.00","51285.00","70","72","79","$32,846","0.00","Monitoring","5.47"
"2013","Blissfield Manufacturing Company 7","2013-06-14T00:00:00.000","Blissfield","Lenawee","Expansion","Grant","365000.00","125000.00","1530735.00","0.00","68","39",,,"0.00","Monitoring","5.04"
"2013","ZYNP International Corporation 14","2013-06-21T00:00:00.000","Romulus","Wayne","Expansion","Grant","350000.00","175000.00","9561532.00","2822452.00","51","26","34","$32,500","0.00","Monitoring","5.53"
"2013","Integrated Manufacturing & Assembly, LLC","2013-06-26T00:00:00.000","Detroit","Wayne","Expansion","Grant","3400000.00","3400000.00","32454809.00","112965698.00","566","620","699","$36,137","0.00","Monitoring","4.00"
"2013","GKN Driveline North America Inc.","2013-07-11T00:00:00.000","Auburn Hills","Oakland","Expansion","Grant","1000000.00","1000000.00","5100000.00","9602689.00","50","50","72","$91,526","0.00","Monitoring","4.47"
"2013","Daimler AG, Plant Detroit Diesel 14","2013-07-18T00:00:00.000","Detroit","Wayne","Expansion","Grant","250000.00","0.00","77200000.00","106000000.00","50","-","471","$86,000","0.00","Monitoring","5.45"
"2013","Fairlife, LLC","2013-07-22T00:00:00.000","Coopersville","Ottawa","New","Grant","900000.00","900000.00","127563150.00","480113260.00","125","130","183","$45,760","0.00","Monitoring","5.20"
"2013","Jackson National Life","2013-07-24T00:00:00.000","Lansing","Ingham","Expansion","Grant","5300000.00","750000.00","100000004.00","226439669.00","704","100","528","$62,487","0.00","Monitoring","6.26"
"2013","Coyote Logistics 9","2013-08-05T00:00:00.000","Ann Arbor","Washtenaw","Expansion","Grant","1000000.00","600000.00","1200500.00","420000.00","120","75","122","$52,000","0.00","Monitoring","4.90"
"2013","VernDale Products, Incorporated","2013-08-28T00:00:00.000","Detroit","Wayne","Expansion","Other","436000.00","436000.00","15991458.00","57436000.00","13",,,"$43,836","0.00","Monitoring","5.34"
"2013","Firstronic, LLC","2013-09-04T00:00:00.000","Grand Rapids","Kent","Expansion","Grant","300000.00","300000.00","2245000.00","1269437.00","110","110","110","$30,000","0.00","Monitoring","4.66"
"2013","ADAC Automotive","2013-09-09T00:00:00.000","Muskegon","Muskegon","Expansion","Grant","650000.00","650000.00","7903000.00","12310733.00","90","90","234","$35,000","0.00","Monitoring","4.64"
"2013","Dairy Farmers of America Inc.","2013-09-25T00:00:00.000","Cass City","Tuscola","Expansion","Grant","500000.00","500000.00","40000000.00","133894725.00","25","31","31","$45,572","0.00","Monitoring","4.27"
"2014","Yanfeng US Automotive Interior Systems II LLC","2013-10-02T00:00:00.000","Frenchtown","Monroe","Expansion","Grant","800000.00","800000.00","16927000.00","41989202.00","182","219","330","$32,339","0.00","Monitoring","3.91"
"2014","Triumph Gear Systems","2013-10-07T00:00:00.000","Macomb Township","Macomb","Expansion","Grant","250000.00","100000.00","15180000.00","36708611.00","60","33","48","$59,409","0.00","Monitoring","6.73"
"2014","CHi - Charter House Innovations","2013-10-15T00:00:00.000","Zeeland","Ottawa","Expansion","Grant","200000.00","200000.00","3052000.00","9722301.00","50","63","65","$30,806","0.00","Monitoring","4.46"
"2014","Comprehensive Logistics 16","2013-10-17T00:00:00.000","Detroit","Wayne","Expansion","Grant","800000.00","600000.00","18140000.00","52300000.00","400","300","390","$32,300","0.00","Monitoring","5.21"
"2014","Navitas Advanced Solutions Group 10","2013-10-17T00:00:00.000","Ann Arbor","Washtenaw","Expansion","Grant","1000000.00","500000.00","9287000.00","8898407.00","125","57","40","$58,338","0.00","Monitoring","6.42"
"2014","Aisin Technical Center of North America","2013-10-23T00:00:00.000","Northville","Wayne","Expansion","Grant","1200000.00","400000.00","32724600.00","0.00","151","84","80","$65,700","0.00","Monitoring","7.67"
"2014","Pillar Technology Group, LLC","2013-11-01T00:00:00.000","Ann Arbor","Washtenaw","Expansion","Grant","350000.00","190000.00","1425000.00","2146000.00","45","25","27","$109,566","0.00","Monitoring","4.25"
"2014","Ventra Grand Rapids 5, LLC","2013-11-05T00:00:00.000","Kentwood","Kent","Expansion","Grant","650000.00","650000.00","16296797.00","54133356.00","150","170","482","$35,038","0.00","Monitoring","3.31"
"2014","Cooper Standard Automotive (Fairview)","2013-11-06T00:00:00.000","Fairview","Oscoda","Expansion","Grant","1000000.00","700800.00","6359817.00","10625267.00","177","114","198","$25,238","0.00","Monitoring","4.90"
"2014","Lauren Plastics","2013-11-15T00:00:00.000","Spring Lake","Ottawa","Expansion","Grant","300000.00","225000.00","7063000.00","0.00","70","50","52","$29,523","0.00","Monitoring","5.31"
"2014","SRI International 16","2013-11-20T00:00:00.000","Plymouth","Wayne","Expansion","Grant","800000.00","384000.00","624535.00","0.00","25","13","14","$169,395","0.00","Monitoring","7.45"
"2014","HTC Global Services, Incorporated","2013-11-20T00:00:00.000","Troy","Oakland","Expansion","Grant","1750000.00","430000.00","3372500.00","1191825.00","203","102","265","$47,110","0.00","Monitoring","5.32"
"2014","Niowave, Inc. 16","2013-11-20T00:00:00.000","Lansing","Ingham","Expansion","Other","3000000.00","1500000.00","79000000.00","0.00","90","31","22","$53,195","3000000.00","Monitoring","6.55"
"2014","Spartan Stores","2013-11-20T00:00:00.000","Byron Center","Kent","Expansion","Grant","2750000.00","1500000.00","18271496.00","6154754.00","372","72","114","$61,756","0.00","Monitoring","7.20"
"2014","Mahindra GenZe","2013-11-25T00:00:00.000","Ann Arbor","Washtenaw","New","Grant","300000.00","140000.00","2010000.00","11067196.00","34","25","28","$75,032","0.00","Monitoring","6.35"
"2014","Circuit Controls Corporation","2013-12-11T00:00:00.000","Petoskey","Emmet","Expansion","Grant","180000.00","180000.00","21722000.00","44691474.00","36","38","40","$36,351","0.00","Monitoring","4.80"
"2014","Vectorform LLC","2013-12-12T00:00:00.000","Royal Oak","Oakland","Expansion","Grant","375000.00","125000.00","2240455.00","0.00","75","25","25","-","0.00","Monitoring","6.14"
"2014","Medimpact Healthcare Systems, Inc.","2013-12-19T00:00:00.000","Van Buren Twp.","Wayne","New","Grant","150000.00","100000.00","2074000.00","29013.00","75","66","82","$85,425","0.00","Monitoring","5.32"
"2014","Magna Exteriors and Interiors USA, Inc.","2014-01-29T00:00:00.000","China Township","St. Clair","Expansion","Grant","1329000.00","822000.00","3639100.00","0.00","443","274",,,"0.00","Ended","1.56"
"2014","MANN+HUMMEL USA, Inc.","2014-01-31T00:00:00.000","Portage","Kalamazoo","Expansion","Grant","325000.00","255000.00","17425000.00","7153240.00","70","57","75","$40,293","0.00","Monitoring","5.33"
"2014","Advance Engineering Company 12","2014-02-06T00:00:00.000","Canton","Wayne","Expansion","Grant","400000.00","200000.00","6554000.00","8528653.00","150","78","82","$36,340","0.00","Monitoring","3.90"
"2014","ThinkTech, Inc.","2014-02-06T00:00:00.000","Ann Arbor","Washtenaw","Expansion","Grant","500000.00","500000.00","2938551.00","1139863.00","50","52","55","$92,138","0.00","Monitoring","5.17"
"2014","Capital Welding, Inc. 9","2014-02-24T00:00:00.000","Detroit","Wayne","Relocation","Grant","600000.00","420000.00","20030000.00","4700000.00","100","70","55","$46,500","0.00","Monitoring","4.96"
"2014","Kalitta Air","2014-02-25T00:00:00.000","Oscoda","Iosco","Expansion","Grant","2000000.00","2000000.00","9730431.00","20680701.00","200","220","200","$42,640","0.00","Monitoring","6.23"
"2014","Eberspacher North America, Inc.","2014-02-25T00:00:00.000","Brighton","Livingston","Expansion","Grant","4500000.00","1200000.00","122000000.00","39825070.00","545","150","181","$38,250","0.00","Monitoring","8.25"
"2014","Xanedu","2014-02-26T00:00:00.000","Ann Arbor","Washtenaw","Expansion","Grant","325000.00","100000.00","1030000.00","225000.00","50","20","20","$31,500","0.00","Monitoring","6.51"
"2014","Proos Manufacturing, Inc. 7","2014-03-05T00:00:00.000","Grand Rapids","Kent","Expansion","Grant","200000.00","75000.00","5665370.00","360000.00","50","20",,,"0.00","Monitoring","5.29"
"2014","Avon Protection Systems, Incorporated","2014-03-06T00:00:00.000","Cadillac","Wexford","Expansion","Grant","100000.00","100000.00","925500.00","934508.00","29","29","29","$25,000","0.00","Monitoring","2.98"
"2014","Nyloncraft of Michigan, Inc.","2014-03-14T00:00:00.000","Jonesville","Hillsdale","Expansion","Grant","150000.00","150000.00","4693000.00","1200000.00","40","41","67","$27,500","0.00","Monitoring","4.08"
"2014","Borgwarner Inc.","2014-03-25T00:00:00.000","Auburn Hills","Oakland","Expansion","Grant","3200000.00","3200000.00","11000000.00","15908000.00","180","180","187","$71,642","0.00","Monitoring","5.29"
"2014","M1 Rail","2014-03-25T00:00:00.000","Detroit","Wayne","New","Loan","10000000.00","10000000.00","131957023.00","62769691.00","0","0","3","$78,000","0.00","Monitoring","14.77"
"2014","Fuyao Automotive North America, Inc.","2014-04-08T00:00:00.000","Lake Orion","Oakland","Expansion","Grant","1000000.00","750000.00","15390000.00","500000.00","100","84","283","$27,040","0.00","Monitoring","5.89"
"2014","Molina Healthcare of Michigan","2014-04-22T00:00:00.000","Troy","Oakland","Expansion","Grant","2296000.00","2000000.00","20323311.00","0.00","462","400","667","$49,122","0.00","Monitoring","4.73"
"2014","NOVO 1 7","2014-04-24T00:00:00.000","Grand Rapids","Kent","Expansion","Grant","550000.00","272000.00","1500000.00","0.00","287","143",,,"0.00","Monitoring","5.35"
"2014","INGlass USA 12","2014-04-24T00:00:00.000","Byron Center","Kent","New","Grant","300000.00","211500.00","17668890.00","21108517.00","73","50","45","$34,850","0.00","Monitoring","5.46"
"2014","Herbruck Poultry Ranch Inc.","2014-04-25T00:00:00.000","Lake Odessa","Ionia","Expansion","Grant","750000.00","487000.00","76500000.00","68012592.00","100","65","161","$26,239","0.00","Monitoring","5.49"
"2014","Mahindra Vehicle Manufacturers Limited 14","2014-04-28T00:00:00.000","Troy","Oakland","New","Grant","500000.00","395000.00","1912854.00","29074067.00","112","96","123","$129,795","0.00","Monitoring","4.68"
"2014","Toyoda Gosei North America Corporation","2014-05-14T00:00:00.000","Troy","Oakland","Expansion","Grant","250000.00","250000.00","7951500.00","5101969.00","51","51","100","$73,104","0.00","Monitoring","4.87"
"2014","AvaSure","2014-05-14T00:00:00.000","Belmont","Kent","Expansion","Grant","550000.00","200000.00","1896400.00","830000.00","110","40","48","$61,114","0.00","Monitoring","5.19"
"2014","Challenge Manufacturing Company","2014-05-27T00:00:00.000","Pontiac","Oakland","Expansion","Grant","2238000.00","550000.00","50000000.00","108021426.00","450","100","161","$44,104","0.00","Monitoring","5.34"
"2014","SolarBos","2014-06-04T00:00:00.000","Walker","Kent","New","Grant","250000.00","160000.00","884000.00","1579000.00","50","35","38","$41,600","0.00","Monitoring","4.99"
"2014","JanSar Inc. 15","2014-06-04T00:00:00.000","Battle Creek","Calhoun","New","Grant","950000.00","236500.00","22842000.00","10957778.00","186","95","0","$0","0.00","Monitoring","5.66"
"2014","Cascade Die Casting Group","2014-06-05T00:00:00.000","Sparta and Grand Rapids","Kent","Expansion","Grant","275000.00","275000.00","5336000.00","627000.00","50","54","55","$35,136","0.00","Monitoring","5.57"
"2014","Ventra Ionia Main, LLC","2014-06-09T00:00:00.000","Ionia","Ionia","Expansion","Grant","500000.00","500000.00","8504539.00","8541998.00","144","406","148","$28,896","0.00","Monitoring","3.98"
"2014","Hirotec America Inc.","2014-07-01T00:00:00.000","Auburn Hills","Oakland","Expansion","Grant","1000000.00","575000.00","26000000.00","427166.00","110","55","55","$54,266","0.00","Monitoring","4.50"
"2014","Medbio, Inc.","2014-07-08T00:00:00.000","Caledonia","Kent","Expansion","Grant","180000.00","120000.00","3393000.00","5200000.00","45","38","40","$37,000","0.00","Monitoring","5.08"
"2014","NEMO Capital Partners LLC 14","2014-07-11T00:00:00.000","Southfield","Oakland","New","Grant","621000.00","300000.00","2607300.00","1900000.00","145","55","54","$59,528","0.00","Monitoring","7.39"
"2014","S&P Data LLC 12","2014-07-14T00:00:00.000","Troy","Oakland","New","Grant","1000000.00","600000.00","4380546.00","5050000.00","400","100","110","$31,000","0.00","Monitoring","4.96"
"2014","Walbro Engine Management","2014-07-14T00:00:00.000","Cass City","Tuscola","Expansion","Grant","165000.00","108000.00","4150000.00","5109000.00","25","21","51","$31,531","0.00","Monitoring","4.72"
"2014","Eissmann Automotive Port Huron LLC","2014-07-15T00:00:00.000","Port Huron","St. Clair","New","Grant","850000.00","440000.00","13550000.00","14350000.00","225","132","129","$45,354","0.00","Monitoring","4.79"
"2014","Roush Industries, Inc.","2014-07-18T00:00:00.000","Livonia","Wayne","Expansion","Grant","1000000.00","1000000.00","8700775.00","12697714.00","210","210","273","$36,448","0.00","Monitoring","4.45"
"2014","HA Automotive Systems, Inc.","2014-07-22T00:00:00.000","Troy","Oakland","New","Grant","2250000.00","0.00","28800000.00","11800000.00","208","-","51","$90,000","0.00","Monitoring","7.69"
"2014","Suniva, Inc. 12","2014-07-22T00:00:00.000","Saginaw","Saginaw","New","Grant","2500000.00","1050000.00","12225000.00","17980000.00","350","25","144","$34,000","0.00","Monitoring","4.77"
"2014","Brembo North America, Inc.","2014-07-22T00:00:00.000","Homer","Calhoun","Expansion","Grant","2000000.00","0.00","78428651.00","23990537.00","254","-","90","$64,843","0.00","Monitoring","5.69"
"2014","Anchor Coupling, Inc. 16","2014-07-24T00:00:00.000","Menominee","Menominee","Expansion","Grant","1000000.00","746666.00","9056000.00","7107415.00","110","57","56","-","0.00","Monitoring","4.44"
