"a_o","secretaria","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","internado","estrato_socio_economico","correo_electronico"
"2016","BOGOTA","JARD INF HUELLITAS MAGICAS                                                                          ","URBANA","CLL. 19 NO.21-04","2019563","YANETH MANCILLA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","INST SAN PABLO APOSTOL                                                                              ","URBANA","KR 24 B 29 A 02 SUR","2020657 -- 5661399","PADRE ABELARDO GOMEZ SERRANO","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"ACADÉMICA","6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO",,,"ispa_libertador@ispaeducacion.edu.co"
"2016","BOGOTA","COLEGIO ATANASIO GIRARDOT (IED)","URBANA","CL 14 SUR 28 16","2020984 -- 2020892 -- 2891578","ALFONSO ROBAYO BLANCO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO",,,"coldiatanasiogirar15@redp.edu.co"
"2016","BOGOTA","JARD INF AÑITOS PRODIGIOSOS                                                                         ","URBANA","CL 10 SUR 40 06","2021063","MARTHA LUCIA PENARETE PAEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","LICEO PEDAGÓGICO MI ABUELITA ROSSY                                                              ","URBANA","KR 44 8 06 SUR","2021678","ROSAURA RANGEL LIZCANO","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"Jardinrossy@hotmail.com                           "
"2016","BOGOTA","LIC REYCED                                                                                          ","URBANA","KR 42 BIS 10 27 SUR","2021751","AYDA LUZ ANGULO","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"reycediel@skytv.co                                "
"2016","BOGOTA","COLEGIO SAN ALEJO","URBANA","CL 8 SUR 40 45","2021791","CARLOS ROBERTO RAMOS TORRES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA",,,"-2,-1,0,1,2,3,4,5,6,7,8,9","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"contacto@colegiosanalejo.edu.co -- colegiosanalejo@hotmail.com"
"2016","BOGOTA","LIC BOGOTA                                                                                          ","URBANA","CLL. 7 SUR NO.42-69","2022913","RAUL MARTINEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"SORDERA PROFUNDA,MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","GIMN PSICOPEDAG APRENDILANDIA                                                                       ","URBANA","CR. 41C NO. 0-05 SUR","2022947","LUZ DARY PERALTA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","LIC COQUIBACOA                                                                                      ","URBANA","CL 33 SUR 44 47","2022981","CLAUDIA NIDIA GARZON AVILA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","JARD INF MI NUEVO MUNDO","URBANA","CR. 33A NO.35A-50 SUR","2024031","LILIA OMAYRA HERNANDEZ APRAEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","JARD INF EDUARDO FREY                                                                               ","URBANA","TV 31 30 87 SUR","2024758","MARIA AMPARO PEDRAZA CARDENAS","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"jinef59@hotmail.com"
"2016","BOGOTA","COL CRISTIANO LA REFORMA MIS CORDERITOS                                                             ","URBANA","CLL. 36 NO.30-48 SUR","2024990","MARIA BETULIA GALLARDO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"MÚLTIPLE DISCAPACIDAD","INGLÉS","1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO",,,"colegiomiscorderitos@yahoo.com                    "
"2016","BOGOTA","COLEGIO EL LIBERTADOR (IED)","URBANA","CL 33 SUR 24 B 20","2025333 / 2020726","RICHARD ANTONIO MALDONADO VILLAMIZAR","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,"OTRO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO",,,"cedellibertador18@redp.edu.co"
"2016","BOGOTA","COL KAPEIROT                                                                                        ","URBANA","CL 8 SUR 38 B 05","2025581 / 2038793                                 ","GERARDO MURCIA RODRIGUEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"MÚLTIPLE DISCAPACIDAD","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"colegiokapeirot@yahoo.com  -  kapeirotadmisiones@gmail.com                       "
"2016","BOGOTA","FUND COL VISION INFANTIL                                                                            ","URBANA","CL 36 SUR 29 38","2026463 -- 2025573","JEANE KAY THICKE","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN",,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"fcvisioninfantil@aolpremium.com -- cvii@aolpremium.com"
"2016","BOGOTA","COLEGIO FRANCISCO DE PAULA SANTANDER (IED)","URBANA","CL 23 SUR 27 27","2026684 / 2036092","JULIO CESAR PEREZ ROZO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO",,,"ceditfranciscodepa15@redp.edu.co"
"2016","BOGOTA","COLEGIO INTEGRAL SAN JORGE CENTRAL (JARD INF TALLERCITO MAGICO)","URBANA","CL 30 SUR 34 26","2027375 / 2027639","SONIA CONSTANZA VERGEL RODRIGUEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","PREESCOLAR ESCOLARIZADO_",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"vergelsonia@yahoo.es"
"2016","BOGOTA","JARD INF PREESC CIUDAD MONTES                                                                       ","URBANA","AC 8 SUR 38 A 46","2027814 -- 2030922","GRACIELA NAVARRETE CABRERA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"ciudadmontes@gmail.com"
"2016","BOGOTA","INSTITUTO CAMARGO LEON","URBANA","KR 40 29 A 70 SUR","2028254","JAIME ARQUIMEDES CAMARGO MOLINA","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","LIC SAN BERNARDO                                                                                    ","URBANA","CR. 40A NO.26-25 SUR","2028327 / 7202186                                 ","LUIS EDUARDO PIÑEROS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"lisamber@hotmail.com                              "
"2016","BOGOTA","COL BLAISE PASCAL                                                                                   ","URBANA","CL 27 SUR 39 B 09","2028394","MARY GUERRERO BALLEN","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SORDERA PROFUNDA,SÍNDROME DE DOWN,HIPOACUSIA O BAJA AUDICIÓN",,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"maryguerrero8@hotmail.com -- libiroga@hotmail.com"
"2016","BOGOTA","COLEGIO DE CULTURA POPULAR (IED)","URBANA","KR 51 16 64 SUR","2028884","ROSA MARIA BAUTISTA VERGARA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO",,,"innaldeculturapopu16@redp.edu.co"
"2016","BOGOTA","COL SANTIAGO FELIPE                                                                                 ","URBANA","KR 40 A 28 21 SUR","2029469","LUIS FELIPE MENDEZ RODRIGUEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5,6,7,8,9","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"sacofe@starmedia.com                              "
"2016","BOGOTA","COL PSICOPEDAG VILLA MAYOR                                                                          ","URBANA","KR 35 32 08 SUR","2031610","NUBIA STELLA MORA P.","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"psicovillamayor2001@tutopia.com                   "
"2016","BOGOTA","LIC MODERNO WALT WHITMAN                                                                            ","URBANA","CL 38 BIS SUR 35 03","2033600 / 2033700                                 ","IRMA LILIA GACHA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"FRANCES","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"liceomww@latino.net.co                            "
"2016","BOGOTA","LIC INF MI MUNDO IDEAL                                                                              ","URBANA","TV 52 A 2 59","2034586","DORIS HELENA CARVAJAL GARCIA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"MÚLTIPLE DISCAPACIDAD",,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"mimundoideal@hotmail.com -- w.daza.m@hotmail.com"
"2016","BOGOTA","JARD INF SALACUNA RAYITOS DEL SOL                                                                   ","URBANA","CR. 40 NO.26A-38 SUR","2035192","GISELLE VILLAMIL ROA","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"rayitosdesol@hotmail.com                          "
"2016","BOGOTA","CENT EDUC DE NSTRA SRA DE LA PAZ                                                                    ","URBANA","KR 27 29 65 SUR","2035781 -- 2035561","HNA. ANGELA BUSTOS SUESCUN","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"COMUNIDAD","COMUNIDAD","NO APLICA","NO",,,"colegio.censp@hotmail.com -- censpaz@hotmail.com"
"2016","BOGOTA","COL EXTERNADO SAGRADO CORAZON                                                                       ","URBANA","KR 27 27 32 SUR","2035872","JOSE ROMERO CANDELA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","JARD INF UNIVERSO DEL SABER                                                                         ","URBANA","CR. 49 BIS NO.11-39 SUR","2035946","OLGA LUCIA DIAZ ACOSTA","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"natamca@yahoo.com.ar                              "
"2016","BOGOTA","COLEGIO CIES","URBANA","AV 1 MAYO 29 41 SUR","2036923 ¿ 2030434 - 7208601","LUIS FERNANDO CALDERON PRADA","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"colegiocies@cies.edu.co"
"2016","BOGOTA","COLEGIO MARCO ANTONIO CARREÑO SILVA (IED)","URBANA","CL 17 B SUR 34 A 21","2037201 / 7276747","LUIS BAUDILIO ALBORNOZ BELLO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO",,,"cedelremanso16@redp.edu.co"
"2016","BOGOTA","LIC INTEGRAL BOGOTA","URBANA","TR. 35 NO.36-76 SUR","2038900","NOHORA VICTORIA RODRIGUEZ ACOSTA ","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","PREESCOLAR ESCOLARIZADO_",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","INSTITUTO PSICOPEDAGOGICO ANA MARIA DE LOS ANGELES","URBANA","CL 38 SUR 29 16","2039168 / 2934188","MERY SUAREZ","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","COL ANTARES                                                                                         ","URBANA","KR 68 G 39 D 25 SUR","2040748 -- 3118735308","GINES SALCEDO ARRIETA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,FIN DE SEMANA",,"ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"col_antares@hotmail.com"
"2016","BOGOTA","LIC  NSTRA SRA DE TORCOROMA                                                                         ","URBANA","TV 68 G 35 A 15 SUR","2040940","ANTONY ACOSTA CAICEDO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"cayisacosta@hotmail.com -- maelyga@yahoo.es"
"2016","BOGOTA","INST BILING DEL  SUR                                                                                ","URBANA","CL 54 A 27 39 SUR","2041225","RUTH MIREYA PACHON ROZO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"MÚLTIPLE DISCAPACIDAD","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,
"2016","BOGOTA","GIMN NUEVA VILLA MAYOR                                                                              ","URBANA","TV 34 BIS 40 B 92 SUR","2041951 -- 5103453","OLGA CECILIA RAMIREZ ROA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","SI",,,"gimnasionuevavillamayor@gmail.com"
"2016","BOGOTA","GIMN DE ENSEÑANZA LA SABANA                                                                         ","URBANA","CR. 65B NO. 61-20 SUR","2042612","SANDRA PATRICIA SARRIA RODRIGUEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"ges_saban@yahoo.com                               "
"2016","BOGOTA","LIC  PREESC LA ABEJA MAYA                                                                           ","URBANA","KR 68 C 54 A 43 SUR","2043950 / 2389188                                 ","BLANCA HILDA BABATIVA NOVOA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,23,24,25,26","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"liceoabejamaya@yahoo.es"
"2016","BOGOTA","JARD INF SOLDADITOS                                                                                 ","URBANA","DG 49 A SUR 32 43","2044077","MARTHA LIGIA GARCIA DIAZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO",,,"jardin.soldaditos@hotmail.com"
