"cod_clase","clase","nombre","direccion","barrio","cod_mpio","municipio"
"4","DROGUERIA","INGLESA # 181","CRA 4 # 14-73 LC 3 C.C. PLAZA BETEL CHINACOTA","SAN CRISTOBAL","54172","CHINACOTA"
"4","DROGUERIA","PHARMASAN CHINACOTA","CL 10 3 43","EL DIQUE","54172","CHINACOTA"
"4","DROGUERIA","GRUPO FARMACEUTICO ECOFAR","AV 3-28 PARQUE PRINCIPAL","CENTRO","54172","CHINACOTA"
"4","DROGUERIA","ECOFARMA 5","AV 4 # 9-58","EL DIQUE","54172","CHINACOTA"
"4","DROGUERIA","FABIAN","CALLE  5 No. 7-39","CENTRO","54174","CHITAGA"
"12","IPS","CENTRO DE SALUD CHITAGA","CALLE PRINCIPAL","CENTRO","54174","CHITAGA"
"4","DROGUERIA","EL COMERCIO","CARRERA 7 No. 3-33","CENTRO","54174","CHITAGA"
"4","DROGUERIA","EL CARMEN","CARRERA 8 # 7-93","EL CARMEN","54174","CHITAGA"
"4","DROGUERIA","PENSILFARMA CHITAGA","KDX 89  AV 0 CALLE 6-7","EL CARMEN","54174","CHITAGA"
"4","DROGUERIA","SERVIMAS DE CHITAGA","CRA 8 #4-06","CENTRO","54174","CHITAGA"
"4","DROGUERIA","DE DESPACHO INTEGRADOS CHITAGA","CLL 5 # 5-66","CENTRO","54174","CHITAGA"
"4","DROGUERIA","LADMEDIS CHITAGA","CARRERA 5 # 4-61","CENTRO","54174","CHITAGA"
"16","TIENDA NATURISTA","BIOSALUDISCALA","CLL 6 # 7-54","EL PUERTO","54174","CHITAGA"
"4","DROGUERIA","SAN SEBASTIAN-M","CARRERA 5 # 4-47","CENTRO","54206","CONVENCION"
"4","DROGUERIA","SOCIAL CONVENCION","CALLE 4 # 13-23","LA PLAZUELA","54206","CONVENCION"
"4","DROGUERIA","LA CONFIANZA","CARRERA 14 No. 4-51","LA PRIMAVERA","54206","CONVENCION"
"4","DROGUERIA","HOLISTICA # 2","CARRERA 14 # 14A-14","CALLE LA CADENA","54206","CONVENCION"
"12","IPS","ESE REGIONAL NOROCCIDENTAL","BARRIO SAGOC","SAGOC","54206","CONVENCION"
"4","DROGUERIA","HELENA","CALLE 3 #11-45","LA PLAZUELA","54206","CONVENCION"
"4","DROGUERIA","JOCALEMA","Calle 4 No. 10-03","N/A","54206","CONVENCION"
"4","DROGUERIA","CONSUSALUD","CALLE 7 # 5-77","SAGOC","54206","CONVENCION"
"4","DROGUERIA","LIZBETH","CALLE 5 No. 11-49","CENTRO","54206","CONVENCION"
"4","DROGUERIA","CIRCUNVALAR","CLL 5 #12-11","CENTRO","54206","CONVENCION"
"4","DROGUERIA","DISPENSARIO PRO-H - CONVENCION","CLL 7 CON CIRCUNVALAR LC 2","CHAPINERO","54206","CONVENCION"
"4","DROGUERIA","CENTRAL COTES","CALLE 4 # 11-47","PLAZUELA","54206","CONVENCION"
"4","DROGUERIA","FARMANAB CONVENCIÓN","CALLE 7 CON CIRCUNVALAR LOCAL 2","CIRCUVALAR","54206","CONVENCION"
"4","DROGUERIA","LA 23","KDX N4-110 PISO 2","PLAZUELA","54206","CONVENCION"
"4","DROGUERIA","MAGRETH IPS CONVENCION","CALLE 4 N° 10-23","PLAZUELA","54206","CONVENCION"
"4","DROGUERIA","MARIA - CONVENCION","CARRERA 14c No. 04","N/A","54206","CONVENCION"
"4","DROGUERIA","DISFARMA GC SAS CONVENCION","CLL 8 #14-02","CHAPINERO","54206","CONVENCION"
"4","DROGUERIA","ANGELYER PLUS","AV 7B NRO 13 09","TOLEDO PLATA","54001","CUCUTA"
"4","DROGUERIA","ALEMANA","CALLE 6 No. 6-71","CENTRO","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","MEDICAL PRINTER","AV GRAN Colombia # 3E-66","POPULAR","54001","CUCUTA"
"4","DROGUERIA","TORRE FARMACEUTICA","CALLE 7 # 6A-72 URB LA QUINTA","NUEVO ESCOBAL","54001","CUCUTA"
"4","DROGUERIA","ATLANTICO II SUCURSAL","CALLE 8 No. 3-86","CENTRO","54001","CUCUTA"
"4","DROGUERIA","ATENAS","CALLE 11 No. 8-21","CENTRO","54001","CUCUTA"
"7","FARMACIA","AMERICANA LTDA","CALLE 10 No. 4-09","CENTRO","54001","CUCUTA"
"4","DROGUERIA","PLAZA PLUS","CALLE 13AN # 17-62","OLGA TERESA","54001","CUCUTA"
"12","IPS","EPSIFARMA CLINICA LA SALLE","CALLE8 # 1E-116","POPULAR","54001","CUCUTA"
"4","DROGUERIA","ALEXANDRA","AVENIDA 3 No. 11-03","SAN LUIS","54001","CUCUTA"
"4","DROGUERIA","BETHANIA CUCUTA","CALLE 11N#18-58","DIVINO NIÑO AV.AMERICAS","54001","CUCUTA"
"4","DROGUERIA","FARMA SALUD LA FRONTERA","CALLE 21 # 3-126","GARCIA HERREROS","54001","CUCUTA"
"4","DROGUERIA","MULTIFARMA LA 18","MZ C1 LOTE 18  AP 1","TORCOROMA II","54001","CUCUTA"
"4","DROGUERIA","MAXIDROGAS SANTA ANA","AVENIDA 4 # 5-08","SANTA ANA","54001","CUCUTA"
"4","DROGUERIA","BELEN","CALLE 27 No. 26-46","BELEN","54001","CUCUTA"
"4","DROGUERIA","KORE","AVENIDA 3 # 3-03","CHAPINERO","54001","CUCUTA"
"4","DROGUERIA","DROSALUD RODEA","AV 7 # 2-02","EL CALLEJON","54001","CUCUTA"
"4","DROGUERIA","LA ECONOMICA - CUCUTA","CALLE 14A No16-89","TOLEDO PLATA","54001","CUCUTA"
"4","DROGUERIA","VIRTUD","AVENDIA 4 # 9-17","SANTA ANA","54001","CUCUTA"
"4","DROGUERIA","FARMANORTE # 26","AVENIDA 26 # 29-48","BELEN","54001","CUCUTA"
"4","DROGUERIA","COMUNEROS  PLUS","CALLE 3 No. 6-03 COMUNEROS","COMUNEROS","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","SUMINISTROS MARDIA","CALLE 16 #0-67-077","LA PLAYA","54001","CUCUTA"
"12","IPS","CLINICA CEGINOB","AVDA 1 No. 15-92","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","CARACAS DE CUCUTA","AVENIDA 5 No. 8-96","CENTRO","54001","CUCUTA"
"4","DROGUERIA","SILVIA","MZ RI LOTE 17","ATALAYA I ETAPA","54001","CUCUTA"
"4","DROGUERIA","Y PERFUMERIA COROMOTO","AVENIDA 5  No. 9-02","CENTRO","54001","CUCUTA"
"4","DROGUERIA","CONDE PLUS","CALLE 1 No. 4-05","COMUNEROS","54001","CUCUTA"
"4","DROGUERIA","INGLESA # 14","CALLE 6N # 11E-24","LOS ACACIOS","54001","CUCUTA"
"12","IPS","CLINICA NORTE","AVENIDA 1 No. 18-11","BLANCO","54001","CUCUTA"
"12","IPS","CLINICA LOS ANDES","AVDA 1 No 17-21","CENTRO","54001","CUCUTA"
"12","IPS","COMFAORIENTE IPS ATALAYA","MZ 12 LOTE 1 PRIMETAR ETAPA","ATALAYA","54001","CUCUTA"
"4","DROGUERIA","DEL MERCADO # 2","AV 7 # 4-08 B CALLEJON","CENTRO","54001","CUCUTA"
"4","DROGUERIA","UNIDROGAS DEL NORTE","AVENIDA 4 No. 5-94","LATINO","54001","CUCUTA"
"4","DROGUERIA","FARMANORTE # 12","CLL 9 #6E-105","LA RIVIERA","54001","CUCUTA"
"4","DROGUERIA","SOL LUZ","AV 7 #1-91 LOCAL 2","EL CALLEJON","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","DROCENTRO","AVENIDA 5 No. 8-65 / 9-02","CENTRO","54001","CUCUTA"
"4","DROGUERIA","INGLESA #130","AV 6 #9-51","CENTRO","54001","CUCUTA"
"12","IPS","UNIDAD DE ENDOSCOPIA GASTROMED","CALLE 14A # 2E-22","CAOBOS","54001","CUCUTA"
"4","DROGUERIA","DEL MERCADO # 1","CALLE 5 # 6-98 CENTRO","CALLEJON","54001","CUCUTA"
"4","DROGUERIA","FARMASALUD A SU ALCANCE","KDX 26 NUCLEO 2","LOS CANARIOS","54001","CUCUTA"
"4","DROGUERIA","YOKADA","CALLE 9 #14-64","CHAPINERO","54001","CUCUTA"
"4","DROGUERIA","ESPAÑOLA","AVENIDA 5 No12-82","CENTRO","54001","CUCUTA"
"4","DROGUERIA","EL SALVADOR","CALLE 2 No. 4-74","MOTILONES","54001","CUCUTA"
"4","DROGUERIA","JAMAR","AVDA 0 No. 0N-92","LLERAS RESTREPO","54001","CUCUTA"
"12","IPS","RADIOTERAPIA DEL NORTE LTDA","AVENIDA 2 Nº 17-94","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","NUEVA JERUSALEN MAVALER","CALLE 0#11A-87","SAN MARTIN II","54001","CUCUTA"
"4","DROGUERIA","SOCIAL","AVDA 11E No. 5AN-216","SANTA LUCIA","54001","CUCUTA"
"4","DROGUERIA","GUASIMALES # 3","Mz F1 Lote 18 Local 1","ATALAYA I ETAPA","54001","CUCUTA"
"4","DROGUERIA","SANTIAGO FOR EVER","CALLE 24 A  53-05","ANTONIA SANTOS","54001","CUCUTA"
"4","DROGUERIA","BIOSANAR CUCUTA LTDA","AVDA 11E No. 7-44","COLSAG","54001","CUCUTA"
"4","DROGUERIA","FRANCO","AVDA 6 No. 6-96","CENTRO","54001","CUCUTA"
"4","DROGUERIA","GUASIMALES","AVDA 6 No. 9-01","CENTRO","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA  # 16 CUCUTA","CLL 2 # 9E - 162","QUINTA ORIENTAL","54001","CUCUTA"
"4","DROGUERIA","LA 30 KAREN","AV 11 #29-79 LC 1","BELLAVISTA","54001","CUCUTA"
"4","DROGUERIA","GALAN","CALLE 22 No. 18A-40","GALAN","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA Nº 7 CUCUTA","AVDA 5 No. 6-02 14 CON CL 6 #5-03","LA SEXTA","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA PLUS # 1  CUCUTA MINIMARKET DROGUERIA","AVDA  11E No. 6N-21 LC 6-7 CC LOS ACACIOS","LOS ACACIOS","54001","CUCUTA"
"4","DROGUERIA","LA 22 DE GAITAN","CALLE 17 #22-16","GAITAN","54001","CUCUTA"
"4","DROGUERIA","MULTISERVICIOS LA 11","CL 9 Nro. 9 - 27 LOCAL","EL LLANO","54001","CUCUTA"
"4","DROGUERIA","JAIMES JAGUA","CLL 4 # 6-68","LATINO","54001","CUCUTA"
"4","DROGUERIA","JAIMES LAZARO","CALLE 9 No 7-97","CENTRO","54001","CUCUTA"
"4","DROGUERIA","INGLESA # 49","MANZANA 25 LOTE 13 LOCAL 1","CIUDAD JARDIN","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","DROGAS D.R.C.","CALLE 6 # Nº 3-18","LATINO","54001","CUCUTA"
"12","IPS","VIDAMEDICAL  IPS S.A.S","CALLE 15 # 2E-81","CAOBOS","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","COMERCIALIZADORA RJJ","C.C  GRAN BULEVAR  AVENIDA 0 #11-30 SOTANO 12","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","FARMISALUD TORRES CASTILLA","AV. 23 # 15 - 15","NUEVO HORIZONTE","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA  # 1 CUCUTA","AVDA 6 No 8-06 / 07/09","CENTRO","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA # 2 CUCUTA","CALLE 11 No. 6-89 Y 6-99","CENTRO","54001","CUCUTA"
"4","DROGUERIA","MULTIMEDICA","AV.5 #8-05","DOÑA NIDIA","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA  # 5 CUCUTA","AVDA 7 No. 9-98","CENTRO","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA  # 6 CUCUTA","AVDA 4 No. 7A-47  CON CL 8#3-90","CENTRO","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA # 3 CUCUTA","CALLE 9 No. 4-95","CENTRO","54001","CUCUTA"
"4","DROGUERIA","PROMEDIC INTEGRAL","CALLE 6 N # 13-36  COMUNEROS","COMUNEROS","54001","CUCUTA"
"4","DROGUERIA","CAROLINE PLUS","CALLE 5 # 11-03 LOCAL 2","SAN MARTIN","54001","CUCUTA"
"4","DROGUERIA","MAYKEL","ANILLO VIAL FRENTE A LA FORTALEZA","FUERA DEL MUNICIPIO DE CUCUTA","54001","CUCUTA"
"4","DROGUERIA","SAN ANTONIO DEL NORTE","AV. 7 # 9-07","CENTRO","54001","CUCUTA"
"12","IPS","SOCIEDAD MEDICA LOS SAMANES S.A.S","AVDA 12E No. 4-30","QUINTA ORIENTAL","54001","CUCUTA"
"4","DROGUERIA","NUEVO MILENIO PLUS","AV 3  # 3-136 LOCAL 1","SANTO DOMINGO","54001","CUCUTA"
"4","DROGUERIA","FARMAMOTILONES","CALLE 6 # 4-97 ESQUINA","MOTILONES","54001","CUCUTA"
"4","DROGUERIA","LOS ACACIOS","AVDA 11E No. 7AN-15","LOS ACACIOS-GUAIMARAL","54001","CUCUTA"
"4","DROGUERIA","FREDDMAR","AVDA LIBERTADORES No, 10BN-26 EDIFICIO FLORIMAR","AV LIBERTADORES","54001","CUCUTA"
"4","DROGUERIA","LOS CAOBOS","AVDA 1E No. 12-39","CAOBOS","54001","CUCUTA"
"4","DROGUERIA","LA LIBERTAD","CALLE 19 No. 10-75","LA LIBERTAD","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","GENIUS MEDICAL GROUP SAS","AVENIDA 4E  7-10","POPULAR","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","STRAPFARMA S.A.S.","AV 10E #5N-15","SANTA LUCIA","54001","CUCUTA"
"12","IPS","CLINICA STELLA MARIS - SF","CALLE 14 #1-55","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","STO 641  GUAIMARAL","AVDA 11E # 7N-120","GUAIMARAL","54001","CUCUTA"
"4","DROGUERIA","LA NUEVA FE","AVDA 8 No. 9-22","CENTRO","54001","CUCUTA"
"4","DROGUERIA","SAN JUAN DE CUCUTA","CALLE 12 No.0A-01 ESQUINA","CENTRO","54001","CUCUTA"
"4","DROGUERIA","LOS OLIVOS","AVDA 9 No. 5N-86","SAN MARTIN I","54001","CUCUTA"
"4","DROGUERIA","LA SEXTA","AVDA 6 No. 6-92","CENTRO","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","FUENTE DE SARON","AVDA 12 D ES # 14N-74","ZULIMA","54001","CUCUTA"
"12","IPS","COLON GASTRO INSTITUTO IPS Y SERVICIOS MEDICOS LTDA","AVENIDA 12E4-38","QUINTA ORIENTAL","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","DEPONORTH S.A.S.","CALLE 11 # 14-62","EL CONTENTO","54001","CUCUTA"
"4","DROGUERIA","MI SALUD PRIMERO CUC","AVENIDA 16 # 17-26","TOLEDO PLATA","54001","CUCUTA"
"4","DROGUERIA","LA ESPERANZA SUR","CALLE 18 # 3A-29","PUENTE BARCO","54001","CUCUTA"
"4","DROGUERIA","MOTILONES PLUS","CALLE 2 3-01 (1) (C.23-05)","MOTILONES","54001","CUCUTA"
"4","DROGUERIA","FARMANORTE # 15","CALLE 5 # 0-01 LOCAL 1","COMUNEROS","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","MEDICLINICOS SUMINISTROS DE COLOMBIA SAS","CALLE 1A No 0-82 LLERAS","LLERAS RESTREPO","54001","CUCUTA"
"4","DROGUERIA","SERVI-FARMA LUZ-MAR","AVDA 1 No. 28-56","SAN RAFAEL","54001","CUCUTA"
"4","DROGUERIA","CARMESI","CALLE 11 # 13-51","EL CONTENTO","54001","CUCUTA"
"4","DROGUERIA","GUAMAL","AVDA 26 No. 29-17","BELEN","54001","CUCUTA"
"4","DROGUERIA","LA REBAJA DROGUERIA # 9 CUCUTA","MANZANA 4  LOTE 12 1 ETPA","ATALAYA I ETAPA","54001","CUCUTA"
"4","DROGUERIA","MARIA AUXILIADORA","AVDA 10 No. 6-31","TORCOROMA I","54001","CUCUTA"
"4","DROGUERIA","MARIA REINA","CALLE 9 No. 4-90","MOTILONES","54001","CUCUTA"
"4","DROGUERIA","MANZUR","AVDA 1 No 3-93","LA VICTORIA","54001","CUCUTA"
"4","DROGUERIA","MONTECARLO","AVDA 3 No. 8A-37","LATINO","54001","CUCUTA"
"4","DROGUERIA","MERCANTIL","AVDA 2 No. 11-95","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","MAGDALENA MORENO","AVDA 20A No. 23-99","MAGDALENA","54001","CUCUTA"
"4","DROGUERIA","MARCELITA","AVDA 5A No. 0-60","LA MERCED","54001","CUCUTA"
"3","DEPOSITO DE DROGAS","TRAUMA IMPLANTES S.A.S","AV. 11E # 5AN-166","SANTA LUCIA","54001","CUCUTA"
"4","DROGUERIA","NUEVA FRONTERA","CALLE 6A # 15-25","LOMA DE BOLIVAR","54001","CUCUTA"
"4","DROGUERIA","PLENITUD LA CUARTA","AV 4 # 9-46","SANTA ANA","54001","CUCUTA"
"4","DROGUERIA","CRISTO REY  LA LUZ","AVENIDA 2 # 23-81","VIRGILIO BARCO","54001","CUCUTA"
"4","DROGUERIA","FARMAZUR PLUS","AVENIDA 11E # 5-25","QUINTA ORIENTAL","54001","CUCUTA"
"12","IPS","RTS SUCURSAL CUCUTA","CALLE 13 # 1E-39","CAOBOS","54001","CUCUTA"
"4","DROGUERIA","SAN JUAN DE CUCUTA # 2","AVDA LIBERTADORES 1N-19","LIBERTADORES","54001","CUCUTA"
"12","IPS","UNIDAD BASICA COMUNEROS","AVENIDA 7 #4-97","COMUNEROS","54001","CUCUTA"
"12","IPS","PROFAMILIA","AVDA 2 No. 13-08","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","VENESALUD & VIDA S.A.S.","AV 6 # 722","NUEVO ESCOBAL","54001","CUCUTA"
"4","DROGUERIA","RIVIERA CENTER","AV GRAN COLOMBIA 6E-27","POPULAR","54001","CUCUTA"
"4","DROGUERIA","INGLESA # 19","CALLE 8 # 1E-71 Y 1E-73","POPULAR","54001","CUCUTA"
"4","DROGUERIA","EL SEÑOR DE LOS MILAGROS","CALLE 14BN No. 16-100","OLGA TERESA","54001","CUCUTA"
"4","DROGUERIA","VERSALLES","CALLE 3 # 6-75","NIÑA CECI","54001","CUCUTA"
"12","IPS","UNIDAD MEDICA LOS CAOBOS  LTDA","CLL 16A # 1E-133","CAOBOS","54001","CUCUTA"
"4","DROGUERIA","REAL","CALLE 2 No 3-73","DOÑA CECI","54001","CUCUTA"
"4","DROGUERIA","LA CERO PLUS","AVDA 0 No. 11-165","CAOBOS","54001","CUCUTA"
"4","DROGUERIA","ROMANA","AVDA 8 No. 3-06 CENTRO","EL CALLEJON","54001","CUCUTA"
"4","DROGUERIA","NORCOLOMBIANA","CALLE 16 No4-98","OSPINA PEREZ","54001","CUCUTA"
"4","DROGUERIA","RUIZ","CALLE 11 No. 5-91","CENTRO","54001","CUCUTA"
"4","DROGUERIA","ECONOFARMA TONCHALA","AVDA 3 # 19-97 LOCAL 2","SAN LUIS","54001","CUCUTA"
"4","DROGUERIA","FARMACUCUTA LIDER","AV 1 # 10-54","MOTILONES","54001","CUCUTA"
"4","DROGUERIA","NUEVO SIGLO","CALLE 7 #4-126","NUEVO ESCOBAL","54001","CUCUTA"
"4","DROGUERIA","SAN ALONSO - LA LIBERTAD","CALLE 14A No. 12-57","LA LIBERTAD","54001","CUCUTA"
"4","DROGUERIA","TEO CENTRO","AVDA 5 No. 12-31","CENTRO","54001","CUCUTA"
"4","DROGUERIA","SAN NICOLAS","AVDA 5 No. 6-21","CENTRO","54001","CUCUTA"
"4","DROGUERIA","FARMA D & J PLUS","CLL 7 # 4-90","NUEVO ESCOBAL","54001","CUCUTA"
"4","DROGUERIA","SAN JUAN DE DIOS","CALLE 12 No 1-42","LA PLAYA","54001","CUCUTA"
"4","DROGUERIA","FARMALEON PLUS 2 DROGUERIA","CALLE 8 No. 7-86","CENTRO","54001","CUCUTA"
"4","DROGUERIA","CUBEROS NIÑO","Cll 23 # 9-81","CUBEROS NIÑO","54001","CUCUTA"
"4","DROGUERIA","SAN JOSE","CALLE 11 No. 8-91","CENTRO","54001","CUCUTA"
"4","DROGUERIA","FARMASANDY","CLL 7 # 0A -81 LC 3","TRIGAL DEL NORTE","54001","CUCUTA"
