"cod_sed","secretaria","codigo_institucion","nombre_institucion","codigo_programa","nombre_rpograma","cod_dpto","departamento","cod_mpio","municipio","localidad","direccion","sede","estado_programa","registro","fecha_registro","area_desempe_o","area_desempe_o_salud","tipo_certificado","subtipo_certificado","escolaridad","jornadas","costo","duraci_n_horas","numero_certificaci_n","tipo_certificaci_n","certificado_calidad","estado_certificaci_n","entidad_emisora","fecha_otorgamiento","fecha_vencimiento","latitud","longitud","a_o_corte","mes_corte","fecha_corte"
"3824","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ARAUCA","6537","ESCUELA DE EDUCACION PARA EL DESARROLLO DE COLOMBIA ESEDCO","14843","TÉCNICO LABORAL POR COMPETENCIAS EN PROCESOS TURÍSTICOS Y HOTELEROS","81","ARAUCA","81736","SARAVENA",,"Calle 4 No.6-39","ARAUQUITA","REGISTRO POR PRIMERA VEZ","2849","2012-10-30T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","2400000","875","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3781","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA","6340","INSTITUTO DE EDUCACION PARA EL TRABAJO  Y EL DESARROLLO HUMANO ""SISTEC""","19842","TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVA","23","CÓRDOBA","23466","MONTELÍBANO",,"CALLE 15N3-41 Barrio:","INSTITUTO TÉCNICO COMERCIAL Y DE SISTEMAS ""SISTEC""","REGISTRO POR PRIMERA VEZ","1294-1","2014-11-17T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","MEDIA","NOCTURNA,FIN DE SEMANA,","1600000","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3791","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA","568","INSTITUTO POLITECNICO AMERICANO","11094","SISTEMAS","41","HUILA","41001","NEIVA",,"CALLE 11 # 5-15","PRINCIPAL","REGISTRO RENOVADO","1854-4","2016-09-26T00:00:00.000","CIENCIAS NATURALES APLICADAS Y RELACIONADAS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","PRIMARIA","DIURNA,NOCTURNA,FIN DE SEMANA","1340000","800","SI","CS-CER221878","NTC 5666","ICONTEC","RENOVADO","2013-01-11T00:00:00.000","2022-01-10T00:00:00.000",,,"2020","11","2020-11-30T00:00:00.000"
"3758","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA","8185","INSTITUTO METROPOLITANO DE EDUCACIÓN ""CIME""","39329","TÉCNICO LABORAL EN AGENTE DE TURISMO","5","ANTIOQUIA","5313","GRANADA",,"CARRERA 46 CALLE 53 SIMÓN BOLÍVAR - PARQUE EDUCATIVO MAR DE RISAS","INSTITUTO METROPOLITANO DE EDUCACIÓN ""CIME"" - NECOCLI","REGISTRO POR PRIMERA VEZ","2017060094369-4","2017-08-01T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,","1490000","900","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3797","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO","5194","CORPORACIÓN TECNOLÓGICA PARA EL META Y LA ORINOQUÍA ""CORPOTECMETA""","43399","TÉCNICO LABORAL EN AGENTE DE VIAJES Y TURISMO","50","META","50001","VILLAVICENCIO",,"CALLE 37 No. 40-51 BARRIO EL BARZAL","CORPORACIÓN TECNOLÓGICA PARA EL META Y LA ORINOQUÍA ""CORPOTECMETA""","REGISTRO POR PRIMERA VEZ","3318-2","2018-11-02T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","2700000","1250","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3813","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SUCRE","7454","JEAN PIAGET","48031","TÉCNICO LABORAL EN AUXILIAR EN PREESCOLAR","70","SUCRE","70708","SAN MARCOS",,"CR 34 # 18 - 104","SAN MARCOS","REGISTRO RENOVADO","2303","2020-09-04T00:00:00.000",,,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","FIN DE SEMANA,,","1880000","900","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3797","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO","8282","INSTITUTO DE IDIOMAS UNILLANOS","36122","CONOCIMIENTOS ACADÉMICOS EN INGLÉS BREAKTHROUGU A1","50","META","50001","VILLAVICENCIO",,"CALLE 27 No.41-02 SEDE SAN ANTONIO BARRIO BARZAL ALTO","UNILLANOS","REGISTRO POR PRIMERA VEZ","2135-1","2016-07-18T00:00:00.000",,,"CONOCIMIENTOS ACADÉMICOS","IDIOMAS","SECUNDARIA","DIURNA,FIN DE SEMANA,","540000","256","SI","30.343-1","NTC 5580","CELAC","PRIMERA VEZ","2018-12-29T00:00:00.000","2021-12-28T00:00:00.000",,,"2020","11","2020-11-30T00:00:00.000"
"3772","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOGAMOSO","7373","ANP ACADEMIA TÉCNICO MUSICAL NELSON PRECIADO","19196","TÉCNICO LABORAL EN INTERPRETE EN INSTRUMENTOS EN PIANO  O ACORDEÓN PRODUCCIÓN  DE  ESTRUCTURAS AUDIBLES","15","BOYACÁ","15759","SOGAMOSO",,"CALLE 8 No. 10 A - 09","ANP ACADEMIA TÉCNICO MUSICAL NELSON PRECIADO","REGISTRO POR PRIMERA VEZ","253","2014-06-13T00:00:00.000","ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","1810000","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3791","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA","568","INSTITUTO POLITECNICO AMERICANO","47494","TÉCNICO LABORAL EN  MANTENIMIENTO DE EQUIPO BIOMEDICO","41","HUILA","41001","NEIVA",,"CALLE 11 # 5-15","PRINCIPAL","REGISTRO RENOVADO","2734-5","2019-10-09T00:00:00.000","OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE",,"TÉCNICO LABORAL","TÉCNICO LABORAL","NO APLICA","DIURNA,NOCTURNA,FIN DE SEMANA","770000","900","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3802","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA","709","INSTITUTO TECNICO IMTEL LTDA","8288","TÉCNICO LABORAL AUXILIAR CONTABLE Y FINANCIERO","54","NORTE DE SANTANDER","54001","CÚCUTA",,"CALLE 9 N 0- 64","INSTITUTO TECNICO IMTEL LTDA","REGISTRO RENOVADO","1052","2020-07-07T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","2500000","1280","NO","CS-CER528136","NTC 5581","ICONTEC","VENCIDO","2017-04-07T00:00:00.000","2020-04-06T00:00:00.000",,,"2020","11","2020-11-30T00:00:00.000"
"3780","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR","4155","INSTITUTO ALVIS","12943","CONTABILIDAD SISTEMATIZADA","20","CESAR","20001","VALLEDUPAR",,"CL 16 20-57","INSTITUTO ALVIS","REGISTRO RENOVADO","000123","2015-06-25T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","500000","1400","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3797","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO","9344","INSTITUTO HSEQ INGENIERÍA INTEGRAL","45321","CONOCIMIENTOS ACADÉMICOS EN ACTUALIZACIÓN PEDAGÓGICA PARA FORMADORES EN CONDUCCIÓN","50","META","50001","VILLAVICENCIO",,"CARRERA 48 No.7-01 Barrio: LLANO LINDO","INSTITUTO HSEQ INGENIERÍA INTEGRAL","REGISTRO POR PRIMERA VEZ","3330-4","2019-10-16T00:00:00.000",,,"CONOCIMIENTOS ACADÉMICOS","OTRO","PRIMARIA","DIURNA,NOCTURNA,FIN DE SEMANA","1600000","160","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"4612","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YUMBO","2267","FUNDACION EDUCATIVA CES","42155","TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","76","VALLE DEL CAUCA","76892","YUMBO",,"CARRERA 3 No 7 - 76","PRINCIPAL","REGISTRO RENOVADO","918","2016-12-14T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","1800000","640","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3818","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI","8959","POLITECNICO LABORAL DEL PACIFICO","41952","TÉCNICO LABORAL EN SISTEMAS INFORMATICOS","76","VALLE DEL CAUCA","76001","CALI",,"Carrera 4 Norte No. 75-16 Barrio: Floralia","POLITECNICO LABORAL DEL PACIFICO","REGISTRO POR PRIMERA VEZ","5797","2018-06-20T00:00:00.000","CIENCIAS NATURALES APLICADAS Y RELACIONADAS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","1980000","1072","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3766","SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ","6402","CAMPO ALTO ACESALUD S.A.","14053","TÉCNICO LABORAL EN MECANICA CONFECCIÓN Y PATRONAJE","11","BOGOTÁ D.C.","11001","BOGOTÁ","USAQUEN","Carrera 7 G No. 158- A 20","CAMPO ALTO ACESALUD S.A. Carrera 7 G No. 158- A 20","REGISTRO RENOVADO","01-0134","2017-11-27T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","3809000","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"4841","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL","8849","INSTRACVIAL S.A.S","40846","TÉCNICO LABORAL POR COMPETENCIAS EN AGENTE DE TRÁNSITO","85","CASANARE","85001","YOPAL",,"CRA 23A No. 35-29 Barrio: María Paz","INSTRACVIAL S.A.S","REGISTRO POR PRIMERA VEZ","0310","2018-04-09T00:00:00.000","OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE",,"TÉCNICO LABORAL","TÉCNICO LABORAL","OTRO","DIURNA,NOCTURNA,FIN DE SEMANA","1700000","900","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3780","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR","2206","INSTITUTO TECNICO DE LA COSTA ""INTECOS""","40967","TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN GESTIÓN DOCUMENTAL Y ARCHIVISTICA","20","CESAR","20001","VALLEDUPAR",,"CL 16 No 7-18","PRINCIPAL","REGISTRO POR PRIMERA VEZ","00160","2018-02-26T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","MEDIA","DIURNA,NOCTURNA,FIN DE SEMANA","2000100","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3781","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA","1663","SISTEMAS DE CORDOBA ""CESCOR""- MONTELIBANO","1397","TECNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACEUTICOS","23","CÓRDOBA","23466","MONTELÍBANO",,"CLL 23 # 28 - 00","CESCOR MONTELIBANO","REGISTRO RENOVADO","3226","2018-11-01T00:00:00.000","SALUD","AUXILIAR EN SERVICIOS FARMACÉUTICOS","TÉCNICO LABORAL","TÉCNICO LABORAL","NO APLICA","DIURNA,NOCTURNA,FIN DE SEMANA","2790000","1850","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3798","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO","5035","INSTITUTO DE EDUCACIÓN TÉCNICA INESUR","47345","TÉCNICO LABORAL EN AUXILIAR DE EDUCACIÓN PARA LA PRIMERA INFANCIA","52","NARIÑO","52560","POTOSÍ",,"CENTRO","INESUR,GOB.CO-POTOSI","REGISTRO RENOVADO","5915","2019-12-27T00:00:00.000","CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES",,"TÉCNICO LABORAL","TÉCNICO LABORAL","NO APLICA","FIN DE SEMANA,,","1865000","630","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3818","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI","3760","CENTRO EDUCATIVO LESARU","39135","TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","76","VALLE DEL CAUCA","76001","CALI",,"CARRERA 66 No. 11-17 Barrio: GRAN LIMONAR","CENTRO EDUCATIVO LESARU","REGISTRO POR PRIMERA VEZ","5328","2017-07-10T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","2500000","1030","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3758","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA","5552","INSTITUTO LASALLISTA DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO","3118","CONOCIMIENTOS ACADEMICOS EN INGLÉS,  B2","5","ANTIOQUIA","5129","CALDAS",,"Carrera 51 No. 118 Sur -57","CORPORACIÓN UNIVERSITARIA LASALLISTA","REGISTRO POR PRIMERA VEZ","021750-4","2011-07-26T00:00:00.000",,,"CONOCIMIENTOS ACADÉMICOS","IDIOMAS","NO APLICA","DIURNA,NOCTURNA,FIN DE SEMANA","1687500","200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3766","SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ","1236","FEE ESTUDIO EMPRESARIAL TEUSAQUILLO","39767","TÉCNICO LABORAL EN AUXILIAR DE COCINA NACIONAL E INTERNACIONAL","11","BOGOTÁ D.C.","11001","BOGOTÁ","TEUSAQUILLO","Calle 41 Bis No. 14-11","FEE ESTUDIO EMPRESARIAL - Calle 41 Bis No. 14-11","REGISTRO POR PRIMERA VEZ","13-024-1","2017-02-07T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","2800000","800","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3758","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA","6486","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","33701","TÉCNICO LABORAL EN TURISMO Y MEDIO AMBIENTE","5","ANTIOQUIA","5172","CHIGORODÓ",,"Fundación Fomento a la Educación J.C.H. Km 2.5 via Puente Iglesias","LA PINTADA","REGISTRO POR PRIMERA VEZ","20150035712020","2015-12-24T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,,","1225000","960","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3759","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN","5379","CENTRO EDUCATIVO LA ARCADIA","9875","CONOCIMIENTOS ACADÉMICOS EN FORMACIÓN  PARA LA INCLUSIÓN SOCIO OCUPACIONAL DE NIÑOS, ADOLESCENTES Y ADULTOS CON  NECESIDADES EDUCATIVAS ESPECIALES","5","ANTIOQUIA","5001","MEDELLÍN","MEDELLIN","CALLE 11A SUR N° 46-12","PRINCIPAL","REGISTRO RENOVADO","007187","2016-06-23T00:00:00.000",,,"CONOCIMIENTOS ACADÉMICOS","OTRO","NO APLICA","DIURNA,,","4565000","1800","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3791","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA","568","INSTITUTO POLITECNICO AMERICANO","47499","TÉCNICO LABORAL EN DISEÑADORES GRAFICOS Y DIBUJANTES ARTISTICOS","41","HUILA","41001","NEIVA",,"CALLE 11 # 5-15","PRINCIPAL","REGISTRO RENOVADO","2734-a","2019-10-09T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","770000","900","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3791","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA","568","INSTITUTO POLITECNICO AMERICANO","47495","TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE TURÍSTICO","41","HUILA","41001","NEIVA",,"CALLE 11 # 5-15","PRINCIPAL","REGISTRO RENOVADO","2734-6","2019-10-09T00:00:00.000","VENTAS Y SERVICIOS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","770000","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3766","SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ","8291","MICHIGAN MASTER","38203","CONOCIMIENTOS ACADÉMICOS EN INGLES A1","11","BOGOTÁ D.C.","11001","BOGOTÁ","ENGATIVA","Avenida Boyacá N° 48 A 69 Barrio: Normandia","MICHIGAN MASTER","REGISTRO POR PRIMERA VEZ","10-1079-1","2016-11-15T00:00:00.000",,,"CONOCIMIENTOS ACADÉMICOS","IDIOMAS","NO APLICA","DIURNA,NOCTURNA,FIN DE SEMANA","1325000","192","SI","CO18/8476","NTC 5580","SGS COLOMBIA","PRIMERA VEZ","2018-12-05T00:00:00.000","2021-12-04T00:00:00.000",,,"2020","11","2020-11-30T00:00:00.000"
"3789","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ","8396","INSTITUTO TÉCNICO DEL CHOCO - INTECHO","37312","TÉCNICO LABORAL POR COMPETENCIA EN ASISTENTE ADMINISTRATIVO","27","CHOCO","27361","ISTMINA",,"CALLE 17 N° 8-07","INSTITUTO TÉCNICO DE CHOCÓ (INTECHO)","REGISTRO POR PRIMERA VEZ","2","2016-11-21T00:00:00.000","FINANZAS Y ADMINISTRACIÓN",,"TÉCNICO LABORAL","TÉCNICO LABORAL","MEDIA","NOCTURNA,FIN DE SEMANA,","1450000","1200","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
"3780","SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR","2770","CENTRO EDUCATIVO DE SISTEMAS UPARSISTEM","12766","OFIMATICA EMPRESARIAL","20","CESAR","20001","VALLEDUPAR",,"CALLE 16A NO 12-36","PRINCIPAL","REGISTRO RENOVADO","000979","2014-06-06T00:00:00.000","CIENCIAS NATURALES APLICADAS Y RELACIONADAS",,"TÉCNICO LABORAL","TÉCNICO LABORAL","SECUNDARIA","DIURNA,NOCTURNA,FIN DE SEMANA","385000","1296","NO",,,,,,,,,"2020","11","2020-11-30T00:00:00.000"
