"secretaria","codigodepartamento","nombredepartamento","codigomunicipio","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","niveles","grados","modelos"
"META","50","META","50006","ACACÍAS","350006000429","COL NSTRA SRA DE LA SABIDURIA","URBANA","KR 16 13 42","3138533526","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","5,6,7,8,9,10,11",
"META","50","META","50006","ACACÍAS","350006001778","COL PERSONITAS","URBANA","CLL 18 NO 21 46","6562703-6561898","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"META","50","META","50006","ACACÍAS","350006000852","COL SANTO DOMINGO SAVIO","URBANA","CR 14 VIA LA ESMERALDA","6560716","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",
"META","50","META","50006","ACACÍAS","350006002006","EDUCATIVA OASIS DE BENDICION","URBANA","CL 1 43 277",,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"META","50","META","50006","ACACÍAS","350006001735","GIMN CRISTIANO NVA GENERACION","URBANA","CLL 14NO 30 44","6565311","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1",
"META","50","META","50006","ACACÍAS","250006000891","IE CAMPESTRE SAN JOSE","RURAL","VDA SAN JOSE","3156127451","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",
"META","50","META","50006","ACACÍAS","250006001048","IE DINAMARCA","RURAL","INSP DINAMARCA","3134739643 3112867294","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","350006000445","IE ESCUELA NORMAL SUPERIOR DE ACACIAS","URBANA","CL 14 21 32","3114749589 3143229982 3108028379","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,22",
"META","50","META","50006","ACACÍAS","150006000322","IE GABRIELA MISTRAL","URBANA","CL 13 14 55","3133000244 3212336772  3212336763","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22",
"META","50","META","50006","ACACÍAS","150006001051","IE JUAN HUMBERTO BAQUERO SOLER","URBANA","CL 16 A 29 16","6574833 3134609527","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22",
"META","50","META","50006","ACACÍAS","150006001001","IE JUAN ROZO","URBANA","IND CALLE 3 NORTE","3138932013","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","150006001035","IE LUIS CARLOS GALAN SARMIENTO","URBANA","KR 12 13 46","6561171 3204128201 3208314408","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22",
"META","50","META","50006","ACACÍAS","150006000314","IE MARIA MONTESSORI","URBANA","KR 17 A 9 49","6563164 3102043135","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24",
"META","50","META","50006","ACACÍAS","150006000438","IE PABLO EMILIO RIVEROS","URBANA,RURAL","CARRERA 23 #8 00","3103379160 6560164 6560207 6562492","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","250006000165","IE SAN ISIDRO DE CHICHIMENE","RURAL","INSP SAN ISIDRO DE CHICHIMENE","3213721354 3213342495","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24",
"META","50","META","50006","ACACÍAS","250006000203","IE SANTA TERESITA","RURAL","VDA SANTA TERESITA","3107697621","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","150006001965","IE UNAD (REGIMEN ESPECIAL)","URBANA","IND KM 1 VIA VILLAVICENCIO","6818500","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","150006000934","IE VEINTE DE JULIO","RURAL,URBANA","CALLE 11 # 36B 11","6563839 6562869 3208317729","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","350006001972","INSTITUCION EDUCATIVA COFREM - ACACIAS","URBANA","CL 11 24 44","6569854","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"META","50","META","50006","ACACÍAS","350006000001","JARDIN MATERNAL  LA CASITA DE JUAN ","URBANA","CALLE 15 NRO 24-29",,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"META","50","META","50006","ACACÍAS","350006001999","LICEO INFANTIL SEMILLITAS DE JESUS","URBANA","CL 14 32 20",,"PREESCOLAR","-3",
"META","50","META","50006","ACACÍAS","350006001034","LIC INF MI PEQUEÑO MUNDO","URBANA","CR  NO 10 30","6569451","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,23,24,25,26",
"META","50","META","50006","ACACÍAS","350006001115","LIC NUESTRA SEÑORA DEL CARMELO","URBANA","DG 15 26 02","6561102","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"META","50","META","50006","ACACÍAS","350006001902","LIC PEDAG BILING LA SAGRADA FAMILIA","URBANA","CLL 14 NO 24 13","6569351-6569350","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2",
"CHOCO","27","CHOCÓ","27006","ACANDÍ","227006000511","CE CHUGANDI","RURAL","CORREG DE CHUGANDI","6828621- 3137151536","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",
"CHOCO","27","CHOCÓ","27006","ACANDÍ","227006000805","CE INDÍGENA DESAIRI","RURAL","COMUN CHIDIMA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,21,22,23,24,25,26",
"CHOCO","27","CHOCÓ","27006","ACANDÍ","227006000449","CE SAN FRANCISCO","RURAL","SAN FRANCISCO","3128735391 320 7268272","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"CHOCO","27","CHOCÓ","27006","ACANDÍ","127006000037","IE DIEGO LUIS CORDOBA","RURAL,URBANA","CALLE NUEVA","6795066-3217612336","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",
"CHOCO","27","CHOCÓ","27006","ACANDÍ","227006000112","IE SAGRADO CORAZON JESUS","RURAL","CAPURGANA","3146946444","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",
"HUILA","41","HUILA","41006","ACEVEDO","341006001906","COL ANDAKI","URBANA","KR 3 CL 8 EQ","8317278","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","341006001931","COL ATENEO AUTONOMO DE COLOMBIA","URBANA","KR 3 CL 9","8317031","MEDIA,BÁSICA SECUNDARIA","23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","441006001926","COL POLICARPA SALAVARRIETA","URBANA","CL 4 3 70","3134726606","MEDIA,BÁSICA SECUNDARIA","23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","241006000361","IE BATEAS","RURAL","VDA BATEAS",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","341006001175","I.E. JOSE ACEVEDO Y GOMEZ","URBANA,RURAL","JOSE ACEVEDO Y GOMEZ","8317055-3112786260","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","241006000417","IE MARTICAS","RURAL","VDA MARTICAS","3144438687","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,20,21,22,23,24",
"HUILA","41","HUILA","41006","ACEVEDO","241006001201","IE SAN ADOLFO","URBANA,RURAL","INSP SAN ADOLFO",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","241006000352","IE SAN ISIDRO","RURAL","VDA SAN ISIDRO","3168727910","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24",
"HUILA","41","HUILA","41006","ACEVEDO","241006000476","I.E. SAN JOSÉ DE RIECITO","RURAL","VDA SAN JOSÉ DE RIECITO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"HUILA","41","HUILA","41006","ACEVEDO","241006000298","IE SAN MARCOS","RURAL","VDA SAN MARCOS","3134539188","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","241006000450","INSTITUCION EDUCATIVA LA VICTORIA","RURAL","VDA LA VICTORIA","3112031272","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",
"HUILA","41","HUILA","41006","ACEVEDO","241006000557","INSTITUCION EDUCATIVA SAN JOSE DE LLANITOS","RURAL","VDA SAN JOSE DE LLANITOS",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006000057","I.E. DE RIO NUEVO","RURAL","VDA. LOS TAMACOS","3135363956","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001797","I.E. DE SAN MIGUEL DE TRES CRUCES","RURAL","CORREGIMIENTO TRES CRUCES","3114079602","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","113006000664","I.E. SAN JOSE DE ACHI","RURAL,URBANA","B. VILLA JANETH","3126001426","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001185","I.E. SANTA LUCIA","RURAL","VDA. DE SANTA LUCIA","3107004265","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001452","I.E.T.A. DE PLAYA ALTA","RURAL","C/GTO PLAYA ALTA","3126238654","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001975","I.E.T. AGROPECUARIA DE  PUERTO VENECIA","RURAL","CLL PRIMERA DEL RIO","3126598633","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","113006000761","I.E.T.A. RICARDO CASTELLAR BARRIOS","URBANA,RURAL","BARRIO SANTODOMINGO","3126158070","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006000065","INSTITUCION EDUCATIVA DE BUENAVISTA","RURAL","C/GIMIENTO DE BUENAVISTA","3137218467","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001169","INSTITUCION EDUCATIVA DE GALLEGO","RURAL","VDA. GALLEGO ARRIBA","3116844912","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006000154","INSTITUCION EDUCATIVA DE GUACAMAYO","RURAL","C/GTO DE GUACAMAYO","3107143356","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"BOLIVAR","13","BOLÍVAR","13006","ACHÍ","213006001088","INSTITUCION EDUCATIVA TECNICA AGROPECUARIA LOS NISPEROS","RURAL","C/GIMIENTO LOS NISPEROS","3145370035","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"HUILA","41","HUILA","41013","AGRADO","241013000074","IE EL CARMEN","RURAL","VDA EL CARMEN","3133948586","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"HUILA","41","HUILA","41013","AGRADO","341013000010","IE LA MERCED","URBANA,RURAL","SALIDA VIA A GARZON","8322177-3124778545","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"HUILA","41","HUILA","41013","AGRADO","241013000112","IE MONTESITOS","RURAL","VDA MONTESITOS","3134967626","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22",
"CESAR","20","CESAR","20011","AGUACHICA","320011023821","C.E. MUNDO INFANTIL","URBANA","CL 8 10 53",,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"CESAR","20","CESAR","20011","AGUACHICA","220011001882","CEN. EDU.  CA¿O CARACOLI","RURAL","VEREDA CA¿O CARACOLI","O",,,
"CESAR","20","CESAR","20011","AGUACHICA","320011023805","C.E. RETOÑITOS","URBANA","KR 12 12 05",,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5",
"CESAR","20","CESAR","20011","AGUACHICA","220011001181","C.E. SANTO DOMINGO","RURAL","VEREDA SANTO DOMINGO","3156806197","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"CESAR","20","CESAR","20011","AGUACHICA","320011023881","COLEGIO BILINGÜE HOWARD GARDNER","URBANA","CL 2 25 78","3114078092","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"CESAR","20","CESAR","20011","AGUACHICA","320011000066","COLEGIO BILINGUE LOS ANGELES","URBANA","CALLE 3 NO. 20 - 30","3002123313","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",
"CESAR","20","CESAR","20011","AGUACHICA","320011023911","COLEGIO CAMPESTRE DIVINO AMOR","URBANA","CL 5 0 85",,"PREESCOLAR","-3",
"CESAR","20","CESAR","20011","AGUACHICA","320011023392","COLEGIO CRISTIANO EL NORAL","URBANA","CALLE 4 N¿ 17-36","5651200","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9",
"CESAR","20","CESAR","20011","AGUACHICA","320011023761","COLEGIO CRISTIANO LA ROCA","URBANA","KR 7 14 49","565 05 57","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9",
"CESAR","20","CESAR","20011","AGUACHICA","320011000082","COLEGIO INFANTIL PABLO SEXTO ","URBANA","CALLE 8 N¿ 32A-09","5655999","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2",
