"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","county_code_number","county_code","centroid","longitude","geocoded_column"
"County","Westmoreland","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","21","5.8","10","47.0","18","85.0","7","33.0","42","129","129","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Chester","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","4","5.3","0","0.0","3","75.0","1","25.0","42","029","29","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Indiana","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","9","3.2","1","11.1","4","44.4","2","22.2","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"State","Commonwealth","Female","12 to 19 years","2018 Q2","4/1/2018-6/30/2018","2018","3","4.3","0","0","2","66.7","0","0","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Columbia","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","2","4.5","1","50.0","1","50.0","1","50.0","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Philadelphia","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","1505","3.3","220","14.6","896","59.5","304","20.2","42","101","101","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Butler","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","19","5.8","9","47.4","16","84.2","9","47.4","42","019","19","19","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Mercer","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","1","7.0","0","0.0","1","100.0","1","100.0","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Elk","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","1","9.0","1","100.0","1","100.0","1","100.0","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Juniata","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","0","0","0","0","0","0","0","0","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Bedford","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","15","4.6","6","40","11","73.3","4","26.7","42","009","9","09","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Columbia","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","5","2.4","1","20","2","40","1","20","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Adams","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","4","6.0","0","0.0","4","100.0","2","50.0","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Mifflin","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","9","5.7","4","44.4","7","77.8","3","33.3","42","087","87","87","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","All","56 to 99 years","2019 Q2","4/1/2019-9/30/2019","2019","134","4.2","17","12.7","88","65.7","30","22.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Venango","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","8","4.9","2","25","7","87.5","3","37.5","42","121","121","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Jefferson","Female","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","18","4.4","12","66.7","11","61.1","13","72.2","42","065","65","65","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"State","Commonwealth","Male","0 to 11 years","2019 Q2","4/1/2019-9/30/2019","2019","0","0","0","0","0","0","0","0","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lebanon","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","10","6.8","3","30","9","90","5","50","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Lancaster","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","89","4","23","25.8","56","62.9","29","32.6","42","071","71","71","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Lehigh","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","37","4.6","13","35.1","28","75.7","15","40.5","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Adams","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","1","0","0","0","0","0","0","0","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"State","Commonwealth","Female","40 to 44 years","2019 Q1","1/1/2019-3/31/2019","2019","36","6.2","15","41.7","32","88.9","20","55.6","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","0","0","0","0","0","0","0","0","42","005","5","05","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Centre","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","1","7.0","0","0.0","1","100.0","1","100.0","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Somerset","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","54","5.8","26","48.1","48","88.9","29","53.7","42","111","111","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Forest","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","5","5.8","0","0","5","100","1","20","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"State","Commonwealth","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","290","5.5","158","54.5","232","80","160","55.2","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Greene","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","1","3.0","0","0.0","1","100.0","0","0.0","42","059","59","59","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","York","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","82","4.5","22","26.8","66","80.5","24","29.3","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Armstrong","Female","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","0","0","0","0","0","0","0","0","42","005","5","05","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"State","Commonwealth","Female","35 to 39 years","2020 Q3","7/1/2020-9/30/2020","2020","34","6.2","5","14.0","32","94.0","12","35.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Elk","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","3","6.3","0","0.0","3","100.0","2","66.0","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Schuylkill","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","29","5.5","10","34.5","24","82.8","13","44.8","42","107","107","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Montour","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","2","4","1","50","1","50","1","50","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"State","Commonwealth","All","12 to 19 years","2020 Q2","4/1/2020-6/30/2020","2020","6","4.0","2","33.0","4","66.0","3","50.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Greene","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","5","8.0","5","100.0","5","100.0","4","80.0","42","059","59","59","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"State","Commonwealth","Female","56 to 99 years","2021 Q2","4/1/2021-6/30/2021","2021","7","5.1","1","14.0","5","71.0","2","28.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Union","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","3","2.0","0","0.0","2","66.0","0","0.0","42","119","119","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Carbon","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","18","7","9","50","18","100","10","55.6","42","025","25","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Lehigh","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","45","4.2","10","22.2","33","73.3","12","26.7","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Franklin","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","23","4.7","9","39.0","16","69.0","7","30.0","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Greene","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","1","8","1","100","1","100","1","100","42","059","59","59","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Delaware","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","42","4.9","17","40.0","32","76.0","13","30.0","42","045","45","45","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Dauphin","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","76","3.6","12","15.8","48","63.2","15","19.7","42","043","43","43","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Mifflin","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","15","5.4","3","20","14","93.3","7","46.7","42","087","87","87","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Tioga","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","3.0","0","0.0","1","100.0","0","0.0","42","117","117","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Sullivan","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","2","6.5","0","0","2","100","0","0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","York","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","22","6","15","68.2","19","86.4","17","77.3","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Pike","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","4","6.3","3","75","4","100","2","50","42","103","103","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Montour","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","8","6.4","6","75","7","87.5","6","75","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Luzerne","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","53","5.3","27","50.0","39","73.0","19","35.0","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Carbon","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","3","8.0","1","33.0","3","100.0","2","66.0","42","025","25","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Franklin","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","46","4.8","14","30.4","37","80.4","19","41.3","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Warren","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","12","5.1","4","33.3","10","83.3","4","33.3","42","123","123","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Blair","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","106","4.3","31","29.2","82","77.4","42","39.6","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"State","Commonwealth","Male","56 to 99 years","2016 Q4","10/1/2016-12/31/2016","2016","104","3.5","14","13.5","60","57.7","16","15.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Wayne","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","7","3.4","1","14.3","4","57.1","1","14.3","42","127","127","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","York","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","78","4.3","15","19.2","61","78.2","22","28.2","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","McKean","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","20","5.7","6","30","17","85","8","40","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Beaver","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","8","3.6","1","12.5","6","75","1","12.5","42","007","7","07","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","McKean","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","15","2.5","3","20","7","46.7","2","13.3","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Allegheny","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","1","3","0","0","1","100","0","0","42","003","3","03","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Elk","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","5","0","0","5","83.3","1","16.7","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Crawford","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","3","8.7","2","66.7","3","100","3","100","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Butler","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","20","5","8","40","17","85","11","55","42","019","19","19","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Armstrong","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","9.0","0","0.0","1","100.0","1","100.0","42","005","5","05","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Blair","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","29","5.8","10","34.5","25","86.2","15","51.7","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Adams","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","14","4.9","2","14.3","11","78.6","3","21.4","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Juniata","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","14","6.1","6","42.9","12","85.7","6","42.9","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"State","Commonwealth","Male","45 to 49 years","2017 Q4","10/1/2017-12/31/2017","2017","172","4.1","29","16.9","113","65.7","39","22.7","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","York","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","58","4.3","18","31","40","69","23","39.7","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Allegheny","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","61","3.9","15","24.6","39","63.9","16","26.2","42","003","3","03","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Northumberland","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","8","6.3","2","25","7","87","5","62","42","097","97","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"State","Commonwealth","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","1080","5.4","451","41.0","887","82.0","379","35.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Bucks","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","20","6.2","11","55","19","95","15","75","42","017","17","17","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Clearfield","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","16","4.3","4","25","14","87.5","5","31.3","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"State","Commonwealth","Male","40 to 44 years","2020 Q1","1/1/2020-3/31/2020","2020","180","4.4","71","39","128","71","53","29","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Schuylkill","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","49","5","18","36.7","39","79.6","20","40.8","42","107","107","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"State","Commonwealth","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","112","5.5","31","27.0","93","83.0","61","54.0","42","000","0","00","39.346129, -75","129, -75.167756",
"State","Commonwealth","Female","0 to 11 years","2021 Q4","10/1/2021-12/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Clarion","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","031","31","31","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","Male","40 to 44 years","2017 Q1","1/1/2017-3/31/2017","2017","163","4.3","42","25.8","112","68.7","51","31.3","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Perry","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","15","6.6","8","53.0","14","93.0","4","26.0","42","099","99","99","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"State","Commonwealth","All","25 to 29 years","2018 Q1","1/1/2018-3/31/2018","2018","464","4.7","156","33.6","354","76.3","194","41.8","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","York","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","85","4.1","19","22.4","59","69.4","19","22.4","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Lebanon","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","2","3.5","0","0.0","1","50.0","2","100.0","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Clearfield","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","39","5.6","13","33.3","33","84.6","17","43.6","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Venango","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","2","7.0","0","0.0","2","100.0","0","0.0","42","121","121","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Philadelphia","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","47","4.8","15","31.9","34","72.3","20","42.6","42","101","101","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Fulton","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","11","5.5","2","18.2","10","90.9","3","27.3","42","057","57","57","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Mifflin","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","19","4.8","5","26.3","17","89.5","8","42.1","42","087","87","87","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","McKean","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","18","5.2","2","11.1","15","83.3","5","27.8","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","McKean","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","9","5.8","4","44.4","8","88.9","6","66.7","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Potter","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","0","0","0","0","0","0","0","0","42","105","105","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"State","Commonwealth","Male","25 to 29 years","2021 Q4","10/1/2021-12/31/2021","2021","218","5.0","105","48.0","174","79.0","75","34.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Washington","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","36","4.6","6","16.7","26","72.2","8","22.2","42","125","125","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Wayne","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","6","6.7","2","33.3","6","100","2","33.3","42","127","127","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Beaver","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","20","5.2","7","35","18","90","9","45","42","007","7","07","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"State","Commonwealth","Female","45 to 49 years","2020 Q1","1/1/2020-3/31/2020","2020","17","5.8","3","17","14","82","8","47","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Columbia","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","20","6.4","8","40","19","95","12","60","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Pike","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","13","3.8","2","15.4","9","69.2","2","15.4","42","103","103","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Schuylkill","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","5","6.8","2","40.0","4","80.0","2","40.0","42","107","107","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Sullivan","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","0","0","0","0","0","0","0","0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Lebanon","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","20","4.7","8","40","14","70","6","30","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Potter","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","27","5.3","10","37","22","81.5","10","37","42","105","105","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Clearfield","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","5","8.2","3","60","5","100","4","80","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Chester","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","64","4.6","12","18.8","51","79.7","15","23.4","42","029","29","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Huntingdon","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","3","3.3","1","33.3","1","33.3","1","33.3","42","061","61","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Juniata","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","9.0","1","100.0","1","100.0","1","100.0","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Juniata","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","4","2.0","3","75.0","1","25.0","0","0.0","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Potter","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","3","2.3","0","0","1","33.3","0","0","42","105","105","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","McKean","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","6","5","0","0","6","100","2","33.3","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Erie","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","239","4.5","42","17.6","185","77.4","59","24.7","42","049","49","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Delaware","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","159","4.8","54","34","117","73.6","63","39.6","42","045","45","45","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
