"geographic_area","geographic_name","gender","ethnicity","drug_type","age","year","time_period","time_period_dates","total_admissions"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","120"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","4"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","135"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2017","2017 Q2","4/1/2017-6/30/2017","8"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","170"
"State","Commonwealth","All","All","All","0 to 11 years","2017","2017 Q3","7/1/2017-9/30/2017","0"
"State","Commonwealth","All","All","All","12 to 19 years","2017","2017 Q3","7/1/2017-9/30/2017","0"
"State","Commonwealth","All","All","All","20 to 24 years","2017","2017 Q3","7/1/2017-9/30/2017","2"
"State","Commonwealth","All","All","All","25 to 29 years","2017","2017 Q3","7/1/2017-9/30/2017","33"
"State","Commonwealth","All","All","All","30 to 34 years","2017","2017 Q3","7/1/2017-9/30/2017","34"
"State","Commonwealth","All","All","All","35 to 39 years","2017","2017 Q3","7/1/2017-9/30/2017","36"
"State","Commonwealth","All","All","All","40 to 44 years","2017","2017 Q3","7/1/2017-9/30/2017","29"
"State","Commonwealth","All","All","All","45 to 49 years","2017","2017 Q3","7/1/2017-9/30/2017","8"
"State","Commonwealth","All","All","All","50 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017","8"
"State","Commonwealth","All","All","All","56 to 99 years","2017","2017 Q3","7/1/2017-9/30/2017","20"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","50"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","120"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","14"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","153"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","3"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","135"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2017","2017 Q3","7/1/2017-9/30/2017","35"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","189"
"State","Commonwealth","All","All","All","0 to 11 years","2017","2017 Q4","10/1/2017-12/31/2017","0"
"State","Commonwealth","All","All","All","12 to 19 years","2017","2017 Q4","10/1/2017-12/31/2017","0"
"State","Commonwealth","All","All","All","20 to 24 years","2017","2017 Q4","10/1/2017-12/31/2017","1"
"State","Commonwealth","All","All","All","25 to 29 years","2017","2017 Q4","10/1/2017-12/31/2017","33"
"State","Commonwealth","All","All","All","30 to 34 years","2017","2017 Q4","10/1/2017-12/31/2017","52"
"State","Commonwealth","All","All","All","35 to 39 years","2017","2017 Q4","10/1/2017-12/31/2017","46"
"State","Commonwealth","All","All","All","40 to 44 years","2017","2017 Q4","10/1/2017-12/31/2017","29"
"State","Commonwealth","All","All","All","45 to 49 years","2017","2017 Q4","10/1/2017-12/31/2017","9"
"State","Commonwealth","All","All","All","50 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017","13"
"State","Commonwealth","All","All","All","56 to 99 years","2017","2017 Q4","10/1/2017-12/31/2017","6"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","50"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","139"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","12"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","172"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","5"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","146"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2017","2017 Q4","10/1/2017-12/31/2017","43"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","213"
"State","Commonwealth","All","All","All","0 to 11 years","2018","2018 Q1","1/1/2018-3/31/2018","0"
"State","Commonwealth","All","All","All","12 to 19 years","2018","2018 Q1","1/1/2018-3/31/2018","0"
"State","Commonwealth","All","All","All","20 to 24 years","2018","2018 Q1","1/1/2018-3/31/2018","5"
"State","Commonwealth","All","All","All","25 to 29 years","2018","2018 Q1","1/1/2018-3/31/2018","26"
"State","Commonwealth","All","All","All","30 to 34 years","2018","2018 Q1","1/1/2018-3/31/2018","66"
"State","Commonwealth","All","All","All","35 to 39 years","2018","2018 Q1","1/1/2018-3/31/2018","48"
"State","Commonwealth","All","All","All","40 to 44 years","2018","2018 Q1","1/1/2018-3/31/2018","30"
"State","Commonwealth","All","All","All","45 to 49 years","2018","2018 Q1","1/1/2018-3/31/2018","12"
"State","Commonwealth","All","All","All","50 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018","13"
"State","Commonwealth","All","All","All","56 to 99 years","2018","2018 Q1","1/1/2018-3/31/2018","13"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","76"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","137"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","21"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","180"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","12"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","156"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2018","2018 Q1","1/1/2018-3/31/2018","57"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","239"
"State","Commonwealth","All","All","All","0 to 11 years","2018","2018 Q2","4/1/2018-6/30/2018","0"
"State","Commonwealth","All","All","All","12 to 19 years","2018","2018 Q2","4/1/2018-6/30/2018","0"
"State","Commonwealth","All","All","All","20 to 24 years","2018","2018 Q2","4/1/2018-6/30/2018","2"
"State","Commonwealth","All","All","All","25 to 29 years","2018","2018 Q2","4/1/2018-6/30/2018","46"
"State","Commonwealth","All","All","All","30 to 34 years","2018","2018 Q2","4/1/2018-6/30/2018","60"
"State","Commonwealth","All","All","All","35 to 39 years","2018","2018 Q2","4/1/2018-6/30/2018","59"
"State","Commonwealth","All","All","All","40 to 44 years","2018","2018 Q2","4/1/2018-6/30/2018","38"
"State","Commonwealth","All","All","All","45 to 49 years","2018","2018 Q2","4/1/2018-6/30/2018","14"
"State","Commonwealth","All","All","All","50 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018","9"
"State","Commonwealth","All","All","All","56 to 99 years","2018","2018 Q2","4/1/2018-6/30/2018","11"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","94"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","145"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","9"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","221"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","8"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","1"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","150"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2018","2018 Q2","4/1/2018-6/30/2018","89"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","415"
"State","Commonwealth","All","All","All","0 to 11 years","2018","2018 Q3","7/1/2018-9/30/2018","0"
"State","Commonwealth","All","All","All","12 to 19 years","2018","2018 Q3","7/1/2018-9/30/2018","0"
"State","Commonwealth","All","All","All","20 to 24 years","2018","2018 Q3","7/1/2018-9/30/2018","12"
"State","Commonwealth","All","All","All","25 to 29 years","2018","2018 Q3","7/1/2018-9/30/2018","93"
"State","Commonwealth","All","All","All","30 to 34 years","2018","2018 Q3","7/1/2018-9/30/2018","97"
"State","Commonwealth","All","All","All","35 to 39 years","2018","2018 Q3","7/1/2018-9/30/2018","71"
"State","Commonwealth","All","All","All","40 to 44 years","2018","2018 Q3","7/1/2018-9/30/2018","64"
"State","Commonwealth","All","All","All","45 to 49 years","2018","2018 Q3","7/1/2018-9/30/2018","34"
"State","Commonwealth","All","All","All","50 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018","28"
"State","Commonwealth","All","All","All","56 to 99 years","2018","2018 Q3","7/1/2018-9/30/2018","16"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","152"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","263"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","26"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","374"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","14"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","1"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","206"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2018","2018 Q3","7/1/2018-9/30/2018","209"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","375"
"State","Commonwealth","All","All","All","0 to 11 years","2018","2018 Q4","10/1/2018-12/31/2018","0"
"State","Commonwealth","All","All","All","12 to 19 years","2018","2018 Q4","10/1/2018-12/31/2018","0"
"State","Commonwealth","All","All","All","20 to 24 years","2018","2018 Q4","10/1/2018-12/31/2018","8"
"State","Commonwealth","All","All","All","25 to 29 years","2018","2018 Q4","10/1/2018-12/31/2018","59"
"State","Commonwealth","All","All","All","30 to 34 years","2018","2018 Q4","10/1/2018-12/31/2018","109"
"State","Commonwealth","All","All","All","35 to 39 years","2018","2018 Q4","10/1/2018-12/31/2018","92"
"State","Commonwealth","All","All","All","40 to 44 years","2018","2018 Q4","10/1/2018-12/31/2018","49"
"State","Commonwealth","All","All","All","45 to 49 years","2018","2018 Q4","10/1/2018-12/31/2018","22"
"State","Commonwealth","All","All","All","50 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018","21"
"State","Commonwealth","All","All","All","56 to 99 years","2018","2018 Q4","10/1/2018-12/31/2018","15"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","112"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","263"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","14"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","343"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","18"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","207"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","0"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2018","2018 Q4","10/1/2018-12/31/2018","168"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","404"
"State","Commonwealth","All","All","All","0 to 11 years","2019","2019 Q1","1/1/2019-3/31/2019","0"
"State","Commonwealth","All","All","All","12 to 19 years","2019","2019 Q1","1/1/2019-3/31/2019","0"
"State","Commonwealth","All","All","All","20 to 24 years","2019","2019 Q1","1/1/2019-3/31/2019","10"
"State","Commonwealth","All","All","All","25 to 29 years","2019","2019 Q1","1/1/2019-3/31/2019","67"
"State","Commonwealth","All","All","All","30 to 34 years","2019","2019 Q1","1/1/2019-3/31/2019","123"
"State","Commonwealth","All","All","All","35 to 39 years","2019","2019 Q1","1/1/2019-3/31/2019","83"
"State","Commonwealth","All","All","All","40 to 44 years","2019","2019 Q1","1/1/2019-3/31/2019","50"
"State","Commonwealth","All","All","All","45 to 49 years","2019","2019 Q1","1/1/2019-3/31/2019","35"
"State","Commonwealth","All","All","All","50 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019","25"
"State","Commonwealth","All","All","All","56 to 99 years","2019","2019 Q1","1/1/2019-3/31/2019","11"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","125"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","279"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","32"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","354"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","17"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","1"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","192"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","1"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2019","2019 Q1","1/1/2019-3/31/2019","211"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","528"
"State","Commonwealth","All","All","All","0 to 11 years","2019","2019 Q2","4/1/2019-6/30/2019","0"
"State","Commonwealth","All","All","All","12 to 19 years","2019","2019 Q2","4/1/2019-6/30/2019","0"
"State","Commonwealth","All","All","All","20 to 24 years","2019","2019 Q2","4/1/2019-6/30/2019","21"
"State","Commonwealth","All","All","All","25 to 29 years","2019","2019 Q2","4/1/2019-6/30/2019","96"
"State","Commonwealth","All","All","All","30 to 34 years","2019","2019 Q2","4/1/2019-6/30/2019","124"
"State","Commonwealth","All","All","All","35 to 39 years","2019","2019 Q2","4/1/2019-6/30/2019","101"
"State","Commonwealth","All","All","All","40 to 44 years","2019","2019 Q2","4/1/2019-6/30/2019","70"
"State","Commonwealth","All","All","All","45 to 49 years","2019","2019 Q2","4/1/2019-6/30/2019","56"
"State","Commonwealth","All","All","All","50 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019","45"
"State","Commonwealth","All","All","All","56 to 99 years","2019","2019 Q2","4/1/2019-6/30/2019","15"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","191"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","337"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","51"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","445"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","28"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","4"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","240"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","18"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","2"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2019","2019 Q2","4/1/2019-6/30/2019","268"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","522"
"State","Commonwealth","All","All","All","0 to 11 years","2019","2019 Q3","7/1/2019-9/30/2019","0"
"State","Commonwealth","All","All","All","12 to 19 years","2019","2019 Q3","7/1/2019-9/30/2019","0"
"State","Commonwealth","All","All","All","20 to 24 years","2019","2019 Q3","7/1/2019-9/30/2019","14"
"State","Commonwealth","All","All","All","25 to 29 years","2019","2019 Q3","7/1/2019-9/30/2019","106"
"State","Commonwealth","All","All","All","30 to 34 years","2019","2019 Q3","7/1/2019-9/30/2019","127"
"State","Commonwealth","All","All","All","35 to 39 years","2019","2019 Q3","7/1/2019-9/30/2019","127"
"State","Commonwealth","All","All","All","40 to 44 years","2019","2019 Q3","7/1/2019-9/30/2019","68"
"State","Commonwealth","All","All","All","45 to 49 years","2019","2019 Q3","7/1/2019-9/30/2019","39"
"State","Commonwealth","All","All","All","50 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019","29"
"State","Commonwealth","All","All","All","56 to 99 years","2019","2019 Q3","7/1/2019-9/30/2019","12"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","183"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","339"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","41"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","458"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","21"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","2"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","212"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","94"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2019","2019 Q3","7/1/2019-9/30/2019","216"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","549"
"State","Commonwealth","All","All","All","0 to 11 years","2019","2019 Q4","10/1/2019-12/31/2019","0"
"State","Commonwealth","All","All","All","12 to 19 years","2019","2019 Q4","10/1/2019-12/31/2019","0"
"State","Commonwealth","All","All","All","20 to 24 years","2019","2019 Q4","10/1/2019-12/31/2019","22"
"State","Commonwealth","All","All","All","25 to 29 years","2019","2019 Q4","10/1/2019-12/31/2019","102"
"State","Commonwealth","All","All","All","30 to 34 years","2019","2019 Q4","10/1/2019-12/31/2019","150"
"State","Commonwealth","All","All","All","35 to 39 years","2019","2019 Q4","10/1/2019-12/31/2019","141"
"State","Commonwealth","All","All","All","40 to 44 years","2019","2019 Q4","10/1/2019-12/31/2019","51"
"State","Commonwealth","All","All","All","45 to 49 years","2019","2019 Q4","10/1/2019-12/31/2019","47"
"State","Commonwealth","All","All","All","50 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019","21"
"State","Commonwealth","All","All","All","56 to 99 years","2019","2019 Q4","10/1/2019-12/31/2019","15"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","173"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","376"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","46"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","466"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","37"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","212"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","119"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2019","2019 Q4","10/1/2019-12/31/2019","218"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","714"
"State","Commonwealth","All","All","All","0 to 11 years","2020","2020 Q1","1/1/2020-3/31/2020","0"
"State","Commonwealth","All","All","All","12 to 19 years","2020","2020 Q1","1/1/2020-3/31/2020","0"
"State","Commonwealth","All","All","All","20 to 24 years","2020","2020 Q1","1/1/2020-3/31/2020","32"
"State","Commonwealth","All","All","All","25 to 29 years","2020","2020 Q1","1/1/2020-3/31/2020","126"
