"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","rate_of_neonates_with","type_of_rate","number_of_neonates_with","number_of_neonates_with_1","number_of_neonates_with_2","total_number_of_hospital","total_number_of_hospital_1","total_number_of_hospital_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Clarion County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","114",,"Live births in hospitals","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)"
"County","Franklin County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","82.91","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","49",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","591",,"Live births in hospitals","28","28","42","055","(39.9278619704, -77.7239884483)","POINT (-77.7239884483 39.9278619704)"
"County","Mercer County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","129.10","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","63",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","488",,"Live births in hospitals","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.2600941079 41.302377765)"
"County","Bedford County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","194",,"Live births in hospitals","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Wayne County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","189",,"Live births in hospitals","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)"
"County","Fayette County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","87.52","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","68",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","777",,"Live births in hospitals","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Armstrong County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","180.56","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","39",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","216",,"Live births in hospitals","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Northampton County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","40.18","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","45",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1120",,"Live births in hospitals","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)"
"County","Lackawanna County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1118",,"Live births in hospitals","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Sullivan County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","22",,"Live births in hospitals","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)"
"County","Union County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","113",,"Live births in hospitals","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)"
"County","Bradford County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","253",,"Live births in hospitals","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Schuylkill County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","108.86","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","70",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","643",,"Live births in hospitals","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431)"
"State","Commonwealth","Male","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","72.50","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","1977",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","27270",,"Live births in hospitals","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Susquehanna County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","71.90","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","11",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","153",,"Live births in hospitals","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Cambria County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","145.25","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","78",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","537",,"Live births in hospitals","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Indiana County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","133.80","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","38",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","284",,"Live births in hospitals","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)"
"County","Mercer County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","125.54","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","58",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","462",,"Live births in hospitals","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.2600941079 41.302377765)"
"County","Luzerne County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","67.65","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","119",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1759",,"Live births in hospitals","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.1783643884)"
"County","Dauphin County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","43.22","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","65",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1504",,"Live births in hospitals","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Berks County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","33.22","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","66",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1987",,"Live births in hospitals","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.9307732705 40.4193963513)"
"County","Columbia County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","249",,"Live births in hospitals","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Lebanon County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","33.44","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","21",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","628",,"Live births in hospitals","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)"
"County","Lackawanna County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","84.42","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","91",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1078",,"Live births in hospitals","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Delaware County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","102.12","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","178",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1743",,"Live births in hospitals","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.4062771212 39.9165786652)"
"County","Monroe County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","720",,"Live births in hospitals","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)"
"County","Perry County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","166",,"Live births in hospitals","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Cameron County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","22",,"Live births in hospitals","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)"
"County","McKean County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","171",,"Live births in hospitals","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.5712201998 41.810370736)"
"County","Lebanon County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","70.49","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","43",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","610",,"Live births in hospitals","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)"
"County","Potter County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","81",,"Live births in hospitals","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)"
"County","Warren County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","117",,"Live births in hospitals","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Schuylkill County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","70.74","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","44",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","622",,"Live births in hospitals","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431)"
"County","Chester County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","91.60","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","97",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1059",,"Live births in hospitals","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Montour County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","48",,"Live births in hospitals","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Clinton County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","148",,"Live births in hospitals","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Mifflin County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","72.82","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","15",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","206",,"Live births in hospitals","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)"
"County","Allegheny County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","48.91","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","199",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","4069",,"Live births in hospitals","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Mercer County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","84.39","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","40",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","474",,"Live births in hospitals","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.2600941079 41.302377765)"
"County","Butler County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","122.73","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","54",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","440",,"Live births in hospitals","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)"
"County","Clarion County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","167",,"Live births in hospitals","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)"
"County","Blair County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","79.37","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","45",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","567",,"Live births in hospitals","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)"
"County","Snyder County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","117",,"Live births in hospitals","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Juniata County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","94",,"Live births in hospitals","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)"
"County","Berks County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","47.06","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","100",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","2125",,"Live births in hospitals","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.9307732705 40.4193963513)"
"County","Northumberland County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","454",,"Live births in hospitals","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)"
"County","Forest County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","11",,"Live births in hospitals","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"County","Beaver County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","614",,"Live births in hospitals","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)"
"County","Dauphin County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","42.43","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","67",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1579",,"Live births in hospitals","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Lawrence County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","102.90","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","39",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","379",,"Live births in hospitals","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
