"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","estimated_lost_lifetime_wages","estimated_lost_lifetime_wages_1","lost_tax_revenue","lost_tax_revenue_description","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Adams","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8669955.868","Lost lifetime wages due to mortality casued by opiod use","266167.65","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Greene","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","12847926.59","Lost lifetime wages due to mortality casued by opiod use","394431.35","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)","39.85480393","-80.22943817"
"County","Venango","All","All (0 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","8889835.969","Lost lifetime wages due to mortality casued by opiod use","272917.96","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)","41.40341259","-79.76286561"
"County","York","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10184066.94","Lost lifetime wages due to mortality casued by opiod use","312650.86","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)","39.92192531","-76.72576052"
"County","Perry","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","7061212.853","Lost lifetime wages due to mortality casued by opiod use","216779.23","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Allegheny","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","13023025.2","Lost lifetime wages due to mortality casued by opiod use","399806.87","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)","40.46735543","-79.98619843"
"County","Centre","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","11778876.05","Lost lifetime wages due to mortality casued by opiod use","361611.49","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)","40.9193135","-77.82500112"
"County","Lackawanna","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9070749.976","Lost lifetime wages due to mortality casued by opiod use","278472.02","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)","41.43910064","-75.61218345"
"County","Lebanon","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8903752.431","Lost lifetime wages due to mortality casued by opiod use","273345.20","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)","40.367597","-76.46182575"
"County","Mercer","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9070749.976","Lost lifetime wages due to mortality casued by opiod use","278472.02","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.26009410790002 41.302377765)","41.30237777","-80.26009411"
"County","Montgomery","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","14439721.04","Lost lifetime wages due to mortality casued by opiod use","443299.44","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)","40.20989874","-75.37252001"
"County","Butler","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","10988438.45","Lost lifetime wages due to mortality casued by opiod use","337345.06","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)","40.91083185","-79.91711779"
"County","Berks","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","11804636.31","Lost lifetime wages due to mortality casued by opiod use","362402.33","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)","40.41939635","-75.93077327"
"County","Bucks","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10843707.24","Lost lifetime wages due to mortality casued by opiod use","332901.81","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)","40.33501133","-75.11291241"
"County","Berks","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10470746.06","Lost lifetime wages due to mortality casued by opiod use","321451.90","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)","40.41939635","-75.93077327"
"County","Wayne","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8277511.638","Lost lifetime wages due to mortality casued by opiod use","254119.61","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)","41.64969805","-75.3051535"
"County","Carbon","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","8578164.517","Lost lifetime wages due to mortality casued by opiod use","263349.65","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)","40.91936701","-75.71107039"
"County","Armstrong","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8742321.471","Lost lifetime wages due to mortality casued by opiod use","268389.27","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)","40.81509526","-79.47316899"
"County","Montgomery","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","16402841.61","Lost lifetime wages due to mortality casued by opiod use","503567.24","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)","40.20989874","-75.37252001"
"County","Forest","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9649674.798","Lost lifetime wages due to mortality casued by opiod use","296245.02","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)","41.51357876","-79.23780995"
"County","Huntingdon","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8135563.725","Lost lifetime wages due to mortality casued by opiod use","249761.81","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)","40.416105","-77.9827661"
"County","Northumberland","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9595694.542","Lost lifetime wages due to mortality casued by opiod use","294587.82","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"County","Lehigh","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","11458814.87","Lost lifetime wages due to mortality casued by opiod use","351785.62","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)","40.61464794","-75.60099481"
"County","Montour","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","14470337.26","Lost lifetime wages due to mortality casued by opiod use","444239.35","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)","41.02801824","-76.66470527"
"County","Bedford","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","8645785.183","Lost lifetime wages due to mortality casued by opiod use","265425.61","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Cambria","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8433376.013","Lost lifetime wages due to mortality casued by opiod use","258904.64","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)","40.49127491","-78.71894174"
"County","Delaware","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","12477499.89","Lost lifetime wages due to mortality casued by opiod use","383059.25","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)","39.91657867","-75.40627712"
"County","Lebanon","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9908037.62","Lost lifetime wages due to mortality casued by opiod use","304176.75","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)","40.367597","-76.46182575"
"County","Sullivan","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","8301241.789","Lost lifetime wages due to mortality casued by opiod use","254848.12","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)","41.4480994","-76.5147922"
"County","Centre","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10459612.89","Lost lifetime wages due to mortality casued by opiod use","321110.12","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)","40.9193135","-77.82500112"
"County","Columbia","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8669955.868","Lost lifetime wages due to mortality casued by opiod use","266167.65","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
"County","Westmoreland","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","9415878.235","Lost lifetime wages due to mortality casued by opiod use","289067.46","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)","40.310315","-79.47134118"
"County","Blair","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8580890.511","Lost lifetime wages due to mortality casued by opiod use","263433.34","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"County","Schuylkill","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9692295.494","Lost lifetime wages due to mortality casued by opiod use","297553.47","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Lycoming","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","10155980.06","Lost lifetime wages due to mortality casued by opiod use","311788.59","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)","41.34459792","-77.06942457"
"County","Mifflin","All","All (0 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","8742321.471","Lost lifetime wages due to mortality casued by opiod use","268389.27","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)","40.61274928","-77.62003089"
"County","Pike","All","All (0 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","7473140.13","Lost lifetime wages due to mortality casued by opiod use","229425.40","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)","41.332572","-75.03270924"
"County","Washington","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","12071139.2","Lost lifetime wages due to mortality casued by opiod use","370583.97","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)","40.19109663","-80.25180083"
"County","Fayette","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8561407.464","Lost lifetime wages due to mortality casued by opiod use","262835.21","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Tioga","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9003950.958","Lost lifetime wages due to mortality casued by opiod use","276421.29","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)","41.77333834","-77.25788076"
"County","Greene","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","11531180.47","Lost lifetime wages due to mortality casued by opiod use","354007.24","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)","39.85480393","-80.22943817"
"County","Cumberland","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","11756335.83","Lost lifetime wages due to mortality casued by opiod use","360919.51","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Lancaster","All","All (0 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","10236949.5","Lost lifetime wages due to mortality casued by opiod use","314274.35","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)","40.04590796","-76.25138768"
"County","Chester","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","14687434.07","Lost lifetime wages due to mortality casued by opiod use","450904.23","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Snyder","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","7979699.349","Lost lifetime wages due to mortality casued by opiod use","244976.77","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)","40.77113737","-77.07255968"
"County","Jefferson","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9215730.799","Lost lifetime wages due to mortality casued by opiod use","282922.94","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Dauphin","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","11472731.33","Lost lifetime wages due to mortality casued by opiod use","352212.85","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Jefferson","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8177313.111","Lost lifetime wages due to mortality casued by opiod use","251043.51","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Fulton","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","10787106.28","Lost lifetime wages due to mortality casued by opiod use","331164.16","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)","39.92487511","-78.11485045"
"County","Union","All","All (0 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","9822238.927","Lost lifetime wages due to mortality casued by opiod use","301542.74","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"State","Commonwealth","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","632486501.21","Lost lifetime wages due to mortality casued by opiod use","19417335.59","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Wyoming","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10259215.84","Lost lifetime wages due to mortality casued by opiod use","314957.93","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","66","66","42","131","(41.51892488030, -76.01813003380)","POINT (-76.0181300338 41.5189248803)","41.51892488","-76.01813003"
"County","Clinton","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9048483.636","Lost lifetime wages due to mortality casued by opiod use","277788.45","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)","41.23286274","-77.6428376"
"County","Philadelphia","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","14091809.49","Lost lifetime wages due to mortality casued by opiod use","432618.55","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"County","Susquehanna","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8528007.955","Lost lifetime wages due to mortality casued by opiod use","261809.84","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Adams","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8931585.355","Lost lifetime wages due to mortality casued by opiod use","274199.67","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Warren","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9643995.018","Lost lifetime wages due to mortality casued by opiod use","296070.65","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"County","Chester","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","16560623.16","Lost lifetime wages due to mortality casued by opiod use","508411.13","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
"County","Fulton","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10050468.91","Lost lifetime wages due to mortality casued by opiod use","308549.40","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)","39.92487511","-78.11485045"
"County","York","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","10451263.01","Lost lifetime wages due to mortality casued by opiod use","320853.77","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)","39.92192531","-76.72576052"
"County","Cumberland","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","10518062.03","Lost lifetime wages due to mortality casued by opiod use","322904.50","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Perry","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","6991630.543","Lost lifetime wages due to mortality casued by opiod use","214643.06","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)","40.40415317","-77.25907385"
"County","Snyder","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","8655445.278","Lost lifetime wages due to mortality casued by opiod use","265722.17","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)","40.77113737","-77.07255968"
"County","Erie","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9040133.759","Lost lifetime wages due to mortality casued by opiod use","277532.11","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)","41.99413787","-80.0407591"
"County","Westmoreland","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","10416802.63","Lost lifetime wages due to mortality casued by opiod use","319795.84","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)","40.310315","-79.47134118"
"County","Blair","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","9627894.859","Lost lifetime wages due to mortality casued by opiod use","295576.37","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"County","Bucks","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","11116469.9","Lost lifetime wages due to mortality casued by opiod use","341275.63","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)","40.33501133","-75.11291241"
"County","Luzerne","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","10233260.82","Lost lifetime wages due to mortality casued by opiod use","314161.11","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)","41.17836439","-75.9919961"
"County","Clearfield","All","All (0 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8614290.02","Lost lifetime wages due to mortality casued by opiod use","264458.70","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)","41.000429","-78.47558343"
"County","Northampton","All","All (0 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","11286211.2","Lost lifetime wages due to mortality casued by opiod use","346486.68","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)","40.7545954","-75.31263726"
"County","Bedford","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","7704153.401","Lost lifetime wages due to mortality casued by opiod use","236517.51","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Juniata","All","All (0 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","7562205.487","Lost lifetime wages due to mortality casued by opiod use","232159.71","Estimated lifetime state income tax revenue lost due to mortality caused by opioid use","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)","40.53433008","-77.405775"
