"age_group","race_group","gender","county_name","rate","type_of_rate","overdose_type","time_measure","year","time_period","quarter_date_start","notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","georeferenced_latitude_longitude"
"All Ages","All Races","All Genders","Lycoming","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"41","41","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"All Ages","All Races","All Genders","Westmoreland","68.126","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"All Ages","All Races","All Genders","Greene",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"All Ages","All Races","All Genders","Northumberland","7.926","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"49","49","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"All Ages","All Races","All Genders","Tioga","7.144","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"All Ages","All Races","All Genders","Dauphin","0.254","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"All Ages","All Races","All Genders","Lehigh",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","39","39","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"All Ages","All Races","All Genders","Armstrong","7.26","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"3","03","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"All Ages","All Races","All Genders","Venango","7.356","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"All Ages","All Races","All Genders","Lackawanna","1.335","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"35","35","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"All Ages","All Races","Female","Pennsylvania","74.138","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Columbia","18.405","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2020","2020 Q2","2020-04-01T00:00:00.000",,"19","19","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"All Ages","All Races","All Genders","Juniata",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"All Ages","All Races","All Genders","Armstrong","1.854","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"3","03","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"All Ages","All Races","All Genders","Butler",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","10","10","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"All Ages","All Races","All Genders","Lebanon",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"All Ages","All Races","Female","Pennsylvania","3.185","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"65+","All Races","All Genders","Pennsylvania","0.232","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Northumberland","11.276","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"49","49","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"25-34","All Races","All Genders","Pennsylvania","4.879","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Union","4.007","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000",,"60","60","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"All Ages","All Races","All Genders","Wyoming","33.841","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000",,"66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"All Ages","All Races","All Genders","Snyder","3.963","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"All Ages","All Races","All Genders","Pike","1.609","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"All Ages","All Races","All Genders","Pike","1.788","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"All Ages","All Races","All Genders","Erie","19.694","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"25","25","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"All Ages","All Races","All Genders","Philadelphia","27.676","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2018","2018 Q2","2018-04-01T00:00:00.000",,"51","51","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"All Ages","All Races","All Genders","Clarion","5.463","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"0-14","All Races","All Genders","Pennsylvania","39.488","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Warren",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"All Ages","All Races","All Genders","Fayette","2.166","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"26","26","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"All Ages","All Races","All Genders","Lebanon","87.045","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000",,"38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"All Ages","All Races","Male","Pennsylvania","5.458","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Union",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","60","60","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"All Ages","All Races","All Genders","Pike",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"All Ages","All Races","Male","Pennsylvania","1.728","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Northumberland","0.756","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"49","49","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"All Ages","All Races","All Genders","Chester","0.096","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"15","15","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"All Ages","All Races","All Genders","Luzerne","11.23","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"40","40","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"All Ages","All Races","All Genders","Philadelphia","16.748","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"51","51","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"55-64","All Races","All Genders","Pennsylvania","4.463","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Lancaster",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"All Ages","All Races","All Genders","Monroe","8.163","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"45","45","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"All Ages","All Races","All Genders","Elk","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"24","24","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"All Ages","All Races","All Genders","Forest","0","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"27","27","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"All Ages","All Races","All Genders","Somerset",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","56","56","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"All Ages","All Races","Male","Pennsylvania","0.292","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Blair","5.203","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"All Ages","All Races","All Genders","Greene",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"All Ages","All Races","All Genders","Montour","0","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000",,"47","47","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"All Ages","All Races","All Genders","Pennsylvania","8.497","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Delaware","135.976","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000",,"23","23","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"All Ages","All Races","All Genders","Clarion",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"All Ages","All Races","All Genders","Lackawanna",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","35","35","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"All Ages","All Races","All Genders","Crawford",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","20","20","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"All Ages","All Races","All Genders","Washington","7.765","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2018","2018 Q2","2018-04-01T00:00:00.000",,"63","63","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"All Ages","All Races","All Genders","Dauphin","3.103","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"35-44","All Races","All Genders","Pennsylvania","137.195","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Potter","0","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"53","53","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"All Ages","All Races","All Genders","Delaware","1.253","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"23","23","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"All Ages","All Races","All Genders","Clearfield","8.32","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"17","17","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"All Ages","All Races","All Genders","Lebanon","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"All Ages","All Races","All Genders","Blair","7.241","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"All Ages","All Races","All Genders","Lawrence","53.09","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"37","37","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"All Ages","All Races","All Genders","Venango",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"25-34","All Races","All Genders","Pennsylvania","0.532","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Pike","0","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"All Ages","All Races","All Genders","Lebanon","1.415","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q2","2018-04-01T00:00:00.000",,"38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"All Ages","All Races","All Genders","Luzerne","0.41","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"40","40","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"All Ages","All Races","All Genders","Susquehanna","6.943","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"58","58","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"All Ages","All Races","All Genders","Huntingdon","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"All Ages","All Races","All Genders","Columbia","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"19","19","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"All Ages","All Races","All Genders","Lancaster","6.743","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"All Ages","All Races","All Genders","Lehigh","0.953","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"39","39","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"All Ages","All Races","All Genders","Greene","44.204","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"All Ages","All Races","All Genders","Warren","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"All Ages","All Races","All Genders","Dauphin","96.704","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"All Ages","All Races","All Genders","Pennsylvania","9.657","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"25-34","All Races","All Genders","Pennsylvania","22.196","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Warren",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"All Ages","All Races","All Genders","Centre","3.5","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2018","2018 Q1","2018-01-01T00:00:00.000",,"14","14","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"All Ages","All Races","All Genders","Clarion","0","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
