"filer_identification_number","election_year","election_cycle","amended_report_indicator","termination_indicator","filer_type","filer_name","office","district","party","filer_address_1","filer_address_2","filer_city","filer_state","filer_zip_code","county","phone_number","beginning_balance","monetary","in_kind","filer_location_1","filer_location_2"
"2007173","2017","3","N","N","2","PPG INDUSTRIES, INC. PAC",,,,"ONE PPG PLACE","ATTN: GABE PELLATHY","PITTSBURGH","PA","15272",,"4124342753","140002.29","0.00","0.00","ONE PPG PLACE
PITTSBURGH, PA 15272","ATTN: GABE PELLATHY
PITTSBURGH, PA 15272"
"8600065","2017","3","N","N","2","INDEPENDENT STATE STORE UNION PAC",,,,"C/O TREAS: HINKLE, ALISON","PO BOX 863","HARRISBURG","PA","171080000",,"7172342568","2918.68","0.00","0.00","C/O TREAS: HINKLE, ALISON
HARRISBURG, PA 171080000","PO BOX 863
HARRISBURG, PA 171080000"
"2001140","2017","3","N","N","2","SOUTHEAST REGIONAL PAC (SERPA)",,,,"C/O TREAS: GERALD L DILICCO","P O BOX 878","VALLEY FORGE","PA","194320000",,"6102659600","2500.86","0.00","0.00","C/O TREAS: GERALD L DILICCO
VALLEY FORGE, PA 194320000","P O BOX 878
VALLEY FORGE, PA 194320000"
"8300236","2017","3","N","N","2","TWO ELEVEN PAC",,,,"C/O TREAS: CARL D BUCHHOLZ","WIDENER BL- 1 S PENN SQ","PHILADELPHIA","PA","191070000",,"2155754235","3401.00","0.00","0.00","C/O TREAS: CARL D BUCHHOLZ
PHILADELPHIA, PA 191070000","WIDENER BL- 1 S PENN SQ
PHILADELPHIA, PA 191070000"
"2017C0213","2017","3","N","N","1","MARIA MCLAUGHLIN","SPR","-1","DEM","1500 JFK BLVD.","PO BOX 58381","PHILADEPHIA","PA","19102",,"2152510585","0.00","0.00","0.00","1500 JFK BLVD.
PHILADEPHIA, PA 19102","PO BOX 58381
PHILADEPHIA, PA 19102"
"2010123","2017","3","N","N","2","PAFT COPE",,,,"COOPERS CO-OP BUILDING","EAST STREET","PITTSTON","PA","18640",,"5704982567","25517.65","400.00","0.00","COOPERS CO-OP BUILDING
PITTSTON, PA 18640","EAST STREET
PITTSTON, PA 18640"
"9300188","2017","3","N","N","2","CONSOL Energy Inc. PAC",,,,"c/o Comerica Bank, PAC Services","P.O. Box 75000, MC2250","Detroit","MI","482752250",,"2483717268","95086.36","162.26","0.00","c/o Comerica Bank, PAC Services
Detroit, MI 482752250","P.O. Box 75000, MC2250
Detroit, MI 482752250"
"2009291","2017","3","N","N","2","BAYADA HOME HEALTH CARE PAC",,,,"1880 JFK BLVD","SUITE 720","PHILADELPHIA","PA","19103",,"6109273900","33810.91","1935.69","0.00","1880 JFK BLVD
PHILADELPHIA, PA 19103","SUITE 720
PHILADELPHIA, PA 19103"
"20150057","2017","3","N","N","2","COMMITTEE TO ELECT STELLA TSAI JUDGE",,,"DEM","1500 JFK BLVD","PO BOX 58381","PHILADELPHIA","PA","19102",,"5716435043","35494.32","305.00","0.00","1500 JFK BLVD
PHILADELPHIA, PA 19102","PO BOX 58381
PHILADELPHIA, PA 19102"
"20160326","2017","3","N","N","2","FRIENDS OF JUDGE MCLAUGHLIN",,,"DEM","1500 JFK BLVD.","PO BOX 58381","PHILADELPHIA","PA","19102",,"2152062626","159041.69","75.00","0.00","1500 JFK BLVD.
PHILADELPHIA, PA 19102","PO BOX 58381
PHILADELPHIA, PA 19102"
"2010419","2017","3","N","N","2","WUF POLITICAL ACTION FUND",,,,"C/O: ROBERT L. KMECAK, JR., DECRETARY-TREASURER","P.O. BOX 83","FINLEYVILLE","PA","153320083",,"4123911712","18923.55","0.00","0.00","C/O: ROBERT L. KMECAK, JR., DECRETARY-TREASURER
FINLEYVILLE, PA 153320083","P.O. BOX 83
FINLEYVILLE, PA 153320083"
"7900333","2017","3","N","N","2","BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC",,,,"BNYMELLON CENTER","ROOM 3225","PITTSBURGH","PA","152580001",,"4122343840","116700.16","8164.94","0.00","BNYMELLON CENTER
PITTSBURGH, PA 152580001","ROOM 3225
PITTSBURGH, PA 152580001"
"9800210","2017","3","N","N","2","PA. HORSE BREEDERS ASSOCIATION",,,,"701E. BALTIMORE PK.","SUITE E","KENNETT SQUARE","PA","19348",,"6104441050","60771.10","220.00","0.00","701E. BALTIMORE PK.
KENNETT SQUARE, PA 19348","SUITE E
KENNETT SQUARE, PA 19348"
"9000035","2017","3","N","N","2","WESTERN PENNSYLVANIA PAC",,,,"C/O: ROBERT L. KMECAK, JR., SECRETARY-TREASURER","12-EIGHTH STREET, 6TH FLOOR","PITTSBURGH","PA","15222",,"4123911712","159729.32","0.00","0.00","C/O: ROBERT L. KMECAK, JR., SECRETARY-TREASURER
PITTSBURGH, PA 15222","12-EIGHTH STREET, 6TH FLOOR
PITTSBURGH, PA 15222"
"7900476","2017","3","N","N","2","PITTSBURGH FEDERATION OF TEACHERS, PFT 400",,,,,,,,,,"4125198910","69991.34","13005.96","0.00",,
"8000622","2017","2","N","N","2","CLARION CNTY REP CMTTE",,,"REP","PO BOX 372","2580 KNIGHT TWN","SHIPPENVILLE","PA","16254","16","8142275351","3684.48","1000.00","0.00","PO BOX 372
SHIPPENVILLE, PA 16254","2580 KNIGHT TWN
SHIPPENVILLE, PA 16254"
"7900406","2017","3","N","N","2","PA MEDICAL PAC (PAM PAC)",,,,"C/O JANET MINNIER","P.O. BOX 8820","HARRISBURG","PA","171050000","22","7175587822","110561.43","40.00","0.00","C/O JANET MINNIER
HARRISBURG, PA 171050000","P.O. BOX 8820
HARRISBURG, PA 171050000"
"7900406","2017","1","N","N","2","PA MEDICAL PAC (PAM PAC)",,,,"C/O JANET MINNIER","P.O. BOX 8820","HARRISBURG","PA","171050000","22","7175587822","77928.75","490.00","0.00","C/O JANET MINNIER
HARRISBURG, PA 171050000","P.O. BOX 8820
HARRISBURG, PA 171050000"
"7900406","2017","2","N","N","2","PA MEDICAL PAC (PAM PAC)",,,,"C/O JANET MINNIER","P.O. BOX 8820","HARRISBURG","PA","171050000","22","7175587822","114028.17","50.00","0.00","C/O JANET MINNIER
HARRISBURG, PA 171050000","P.O. BOX 8820
HARRISBURG, PA 171050000"
"20140354","2017","3","N","N","2","FRIENDS OF JANNIE L. BLACKWELL",,,"DEM","1515 MARKET ST., STE. 12","C/O STANLEY L. STRAUGHTER","PHILADELPHIA","PA","19103","51","8179887","15319.34","0.00","0.00","1515 MARKET ST., STE. 12
PHILADELPHIA, PA 19103","C/O STANLEY L. STRAUGHTER
PHILADELPHIA, PA 19103"
"20140354","2017","2","N","N","2","FRIENDS OF JANNIE L. BLACKWELL",,,"DEM","1515 MARKET ST., STE. 12","C/O STANLEY L. STRAUGHTER","PHILADELPHIA","PA","19103","51","2158179887","3883.05","0.00","0.00","1515 MARKET ST., STE. 12
PHILADELPHIA, PA 19103","C/O STANLEY L. STRAUGHTER
PHILADELPHIA, PA 19103"
"20140354","2017","1","N","N","2","FRIENDS OF JANNIE L. BLACKWELL",,,"DEM","1515 MARKET ST., STE. 12","C/O STANLEY L. STRAUGHTER","PHILADELPHIA","PA","19103","51","2158179887","3690.54","0.00","0.00","1515 MARKET ST., STE. 12
PHILADELPHIA, PA 19103","C/O STANLEY L. STRAUGHTER
PHILADELPHIA, PA 19103"
"8000674","2017","3","N","N","2","SOMERSET CO DEMOCRATIC COMMITTEE",,,"DEM","BEVERLY J TRUSCOTT, TREASURER","PO BOX 11","SOMERSET","PA","15501","56","8144457628","16911.69","210.25","0.00","BEVERLY J TRUSCOTT, TREASURER
SOMERSET, PA 15501","PO BOX 11
SOMERSET, PA 15501"
"8000674","2017","2","N","N","2","SOMERSET CO DEMOCRATIC COMMITTEE",,,"DEM","BEVERLY J. TRUSCOTT, TREASURER","PO BOX 11","SOMERSET","PA","15501","56","8144457628","15629.40","3149.00","0.00","BEVERLY J. TRUSCOTT, TREASURER
SOMERSET, PA 15501","PO BOX 11
SOMERSET, PA 15501"
"8600281","2017","2","N","N","2","PA ASSN OF NURSE ANESTHETISTS PAC                           ",,,,"17 S HIGH ST, STE 200                ",,"COLUMBUS","OH","43215",,,"91795.06","1324.00","0.00","17 S HIGH ST, STE 200
COLUMBUS, OH 43215
(39.96195, -83.000651)","
COLUMBUS, OH 43215
(39.965574, -83.005803)"
"7900458","2017","3","N","N","2","PENNSYLVANIA AUTOMOTIVE ASSOCIATION POLITICAL ACTION COMMITTEE",,,,"1925 NORTH FRONT STREET",,"HARRISBURG","PA","17102",,"7172558311","457877.84","0.00","0.00","1925 NORTH FRONT STREET
HARRISBURG, PA 17102
(40.275796, -76.898365)","
HARRISBURG, PA 17102
(40.272451, -76.88997)"
"9900137","2017","1","N","N","2","FIRST NATIONAL BANK OF PA PAC",,,,"ONE F.N.B. BLVD.",,"HERMITAGE","PA","16148",,"7249816000","184527.98","12615.00","0.00","ONE F.N.B. BLVD.
HERMITAGE, PA 16148","
HERMITAGE, PA 16148
(41.230546, -80.444389)"
"9300158","2017","2","N","N","2","INTL BROTHERHOOD BOILERMAKERS 154                           ",,,,"1221 BANKSVILLE RD.           ",,"PITTSBURGH       ","PA","15216-0000",,,"78164.10","2636.88","0.00","1221 BANKSVILLE RD.
PITTSBURGH, PA 15216-0000
(40.417939, -80.029767)","
PITTSBURGH, PA 15216-0000
(40.400575, -80.035897)"
"20150126","2017","3","N","N","2","THE AFFORDABLE EDUCATION PAC",,,,"P.O. BOX 220",,"SOLEBURY","PA","18963",,"2154895300","30829.62","0.00","0.00","P.O. BOX 220
SOLEBURY, PA 18963","
SOLEBURY, PA 18963
(40.380661, -75.008225)"
"7900434","2017","2","N","N","2","PA Democratic Party",,,"DEM","229 State St",,"Harrisburg","PA","17101",,"7179208470","93290.47","46.10","0.00","229 State St
Harrisburg, PA 17101
(40.263719, -76.885281)","
Harrisburg, PA 17101
(40.261892, -76.88291)"
"2010030","2017","1","N","N","2","ASSOCIATED BUILDERS AND CONTRACTORS OF WPA                  ",,,,"2360 VENTURE DR     ",,"GIBSONIA","PA","15044-",,,"8641.70","0.00","0.00","2360 VENTURE DR
GIBSONIA, PA 15044-
(40.594825, -79.976786)","
GIBSONIA, PA 15044-
(40.635343, -79.955108)"
"2001172","2017","2","N","N","2","BABST CALLAND CLEMENTS & ZOMNIR PC PAC                      ",,,,"TWO GATEWAY CENTER            ",,"PITTSBURGH       ","PA","15222-1425",,,"8684.31","0.00","0.00","TWO GATEWAY CENTER
PITTSBURGH, PA 15222-1425","
PITTSBURGH, PA 15222-1425
(40.447118, -79.99313)"
"9100209","2017","2","N","N","2","CITIZENS FOR A BETTER COMMONWEALTH                          ",,,,"PO BOX 12090                  ",,"HARRISBURG       ","PA","17108-0000",,,"78.35","0.00","0.00","PO BOX 12090
HARRISBURG, PA 17108-0000","
HARRISBURG, PA 17108-0000
(40.259572, -76.881821)"
"8500303","2017","1","N","N","2","LANCASTER CHAMBER BIZ PAC                                   ",,,,"100 S QUEEN ST PO BOX 1558    ",,"LANCASTER        ","PA","17608-1558",,,"3821.21","0.00","0.00","100 S QUEEN ST PO BOX 1558
LANCASTER, PA 17608-1558
(40.03622, -76.305388)","
LANCASTER, PA 17608-1558
(40.039401, -76.307078)"
"8000716","2017","2","N","N","2","LOWER PAXTON TWP REP COM                                    ",,,,"3973 CHESTNUT ST              ",,"HARRISBURG       ","PA","17109-0000",,,"9670.94","240.00","0.00","3973 CHESTNUT ST
HARRISBURG, PA 17109-0000
(40.296267, -76.830706)","
HARRISBURG, PA 17109-0000
(40.290378, -76.824669)"
"2001148","2017","2","N","N","2","Exelon Corporation Political Action Committee (Exelon PAC)",,,,"101 Constitution Avenue NW","Suite 400 East","Washington","DC","20001",,"2023478096","447198.13","8383.70","0.00","101 Constitution Avenue NW
Washington, DC 20001
(38.892134, -77.013029)","Suite 400 East
Washington, DC 20001"
"8700147","2017","1","N","N","2","PHA HOME PAC                           ",,,,"600 N 12TH ST, STE 200    ",,"LEMOYNE          ","PA","17043-",,,"18949.04","0.00","0.00","600 N 12TH ST, STE 200
LEMOYNE, PA 17043-
(40.2494, -76.913629)","
LEMOYNE, PA 17043-
(40.247326, -76.900007)"
"2008289","2017","2","N","N","2","J EGAN & ASSOCIATES, LLC                                    ",,,,"860 PENLLYN BLUE BELL PIKE, STE 210",,"BLUE BELL","PA","19422-",,,"1000.00","0.00","0.00","860 PENLLYN BLUE BELL PIKE, STE 210
BLUE BELL, PA 19422-
(40.153594, -75.265798)","
BLUE BELL, PA 19422-
(40.158222, -75.280639)"
"8200303","2017","2","N","N","2","PENN HY-PAC (PA DENTAL HYGIENISTS)                          ",,,,"123 RUSSELL AVE            ",,"DOUGLASVILLE","PA","19518-",,,"7753.74","0.00","0.00","123 RUSSELL AVE
DOUGLASVILLE, PA 19518-
(40.273243, -75.735665)","
DOUGLASVILLE, PA 19518-
(40.275529, -75.73985)"
"9700178","2017","1","N","N","2","ECKERT SEAMANS PA GOVT PAC                                  ",,,,"600 GRANT ST 44TH FL          ",,"PITTSBURGH       ","PA","152190000",,,"613487.22","0.00","0.00","600 GRANT ST 44TH FL
PITTSBURGH, PA 152190000
(40.441053, -79.995706)","
PITTSBURGH, PA 152190000
(40.443514, -79.981636)"
"9700178","2017","3","N","N","2","ECKERT SEAMANS PA GOVT PAC                                  ",,,,"600 GRANT ST 44TH FL          ",,"PITTSBURGH       ","PA","152190000",,,"558230.22","0.00","0.00","600 GRANT ST 44TH FL
PITTSBURGH, PA 152190000
(40.441053, -79.995706)","
PITTSBURGH, PA 152190000
(40.443514, -79.981636)"
"20110265","2017","2","N","N","2","UHS EMPLOYEES GOOD GOVT FUND",,,,"367 SOUTH GULPH RD",,"KING OF PRUSSIA","PA","19406-0958",,,"157606.48","1755.56","0.00","367 SOUTH GULPH RD
KING OF PRUSSIA, PA 19406-0958
(40.079853, -75.369863)","
KING OF PRUSSIA, PA 19406-0958
(40.093249, -75.38198)"
"2009171","2017","1","N","N","2","MILLCRAFT COMMITTEE FOR EFFECTIVE STATE GOVERNMENT          ",,,,"400 SOUTHPOINTE BLVD, #400    ",,"CANONSBURG       ","PA","151370000",,,"9875.63","0.00","0.00","400 SOUTHPOINTE BLVD, #400
CANONSBURG, PA 151370000
(40.29631, -80.174275)","
CANONSBURG, PA 151370000
(40.378608, -79.813257)"
"8500209","2017","1","N","N","2","COHEN AND GRIGSBY PAC                                       ",,,,"625 LIBERTY AVE               ",,"PITTSBURGH       ","PA","152223152",,,"141261.80","0.00","0.00","625 LIBERTY AVE
PITTSBURGH, PA 152223152
(40.442211, -80.000775)","
PITTSBURGH, PA 152223152
(40.447118, -79.99313)"
"9600250","2017","1","N","N","2","TEAMSTERS LOCAL 77 PAC                                      ",,,,"EXECUTIVE PLAZA SUITE 206  ",,"FORT WASHINGTON  ","PA","19034-0000",,,"78481.00","3123.00","0.00","EXECUTIVE PLAZA SUITE 206
FORT WASHINGTON, PA 19034-0000","
FORT WASHINGTON, PA 19034-0000
(40.135618, -75.204534)"
"8300238","2017","3","N","N","2","PENNSYLVANIA PRO-LIFE FEDERATION STATE PAC",,,,"C/O TREASURER: DEBORAH J. HEISEY","4800 JONESTOWN RD., STE. 102","HARRISBURG","PA","171091741",,"7173500367","54910.47","13746.90","0.00","C/O TREASURER: DEBORAH J. HEISEY
HARRISBURG, PA 171091741","4800 JONESTOWN RD., STE. 102
HARRISBURG, PA 171091741
(40.303902, -76.809238)"
"9900266","2017","1","N","N","2","LOCAL 1201 SCHOOL EMPL PAC                                  ",,,,"25 WEST 18TH ST",,"NEW YORK         ","NY","10011",,,"4546.95","3117.00","0.00","25 WEST 18TH ST
NEW YORK, NY 10011
(40.739039, -73.993112)","
NEW YORK, NY 10011
(40.741625, -74.000479)"
"8000568","2017","2","N","N","2","LOCAL 0524 UNITED ASSN STEAMFITTERS                         ",,,,"711 COREY ST                  ",,"SCRANTON         ","PA","185053502",,,"132027.10","0.00","0.00","711 COREY ST
SCRANTON, PA 185053502","
SCRANTON, PA 185053502
(41.37393, -75.695235)"
"7900403","2017","2","N","N","2","PA INSURANCE PAC (PIPAC)",,,"OTH","1600 MARKET STREET","SUITE 1520","PHILADELPHIA","PA","19103",,"2156650500","190872.07","0.00","0.00","1600 MARKET STREET
PHILADELPHIA, PA 19103
(39.952869, -75.167367)","SUITE 1520
PHILADELPHIA, PA 19103"
"8000596","2017","3","N","N","2","PA ABC PAC (PA ASSOC. BLDRS & CONTRACTORS)                  ",,,,"135 SHELLYLAND ROAD           ",,"MANHEIM          ","PA","17545-8683",,,"30773.52","183.67","0.00","135 SHELLYLAND ROAD
MANHEIM, PA 17545-8683
(40.123073, -76.471028)","
MANHEIM, PA 17545-8683
(40.170986, -76.421892)"
"8200342","2017","2","N","N","2","RITE AID CORPORATION PAC",,,,"30 HUNTER LANE",,"CAMP HILL","PA","17011",,"7179755979","43617.80","4819.20","0.00","30 HUNTER LANE
CAMP HILL, PA 17011
(40.256693, -76.914545)","
CAMP HILL, PA 17011
(40.237039, -76.930733)"
"2003053","2017","1","N","N","2","ACTION OF PA",,,,"1636 HERRON LANE",,"WEST CHESTER","PA","19380",,"6103618600","5289.67","1890.00","0.00","1636 HERRON LANE
WEST CHESTER, PA 19380
(39.985256, -75.534894)","
WEST CHESTER, PA 19380
(39.987441, -75.599334)"
"2002418","2017","1","N","N","2","VALUE DRUG CO PAC                                           ",,,,"P O BOX 1027              ",,"DUNCANSVILLE","PA","16635-",,,"114070.09","0.00","0.00","P O BOX 1027
DUNCANSVILLE, PA 16635-","
DUNCANSVILLE, PA 16635-
(40.4157, -78.45712)"
"9900266","2017","2","N","N","2","LOCAL 1201 SCHOOL EMPL PAC                                  ",,,,"25 WEST 18TH ST",,"NEW YORK         ","NY","10011",,,"7663.95","5008.00","0.00","25 WEST 18TH ST
NEW YORK, NY 10011
(40.739039, -73.993112)","
NEW YORK, NY 10011
(40.741625, -74.000479)"
"2010340","2017","2","N","N","2","PIZZINGRILLI, KIM (LOB)                                     ",,,,"409 N 2ND ST, STE 500  ",,"HARRISBURG       ","PA","17101",,,"0.00","0.00","0.00","409 N 2ND ST, STE 500
HARRISBURG, PA 17101
(40.262648, -76.886332)","
HARRISBURG, PA 17101
(40.261892, -76.88291)"
