"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","drug_use_disorder_estimate","drug_use_disorder_description","drug_use_disorder_estimate_notes","estimated_lost_wages","estimated_lost_wages_description","estimated_lost_state_income_tax","estimated_lost_state_income_tax_description","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Bucks","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","11771","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","100205581.32","Estimated lost wages due to opioid use","3076311.35","Estimated state income tax revenue lost due to opioid use","9","09","42","017","(40.33501133100, -75.11291241110)","POINT (-75.1129124111 40.335011331)","40.335011331","-75.11291241"
"County","Jefferson","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","837","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5601103.56","Estimated lost wages due to opioid use","171953.88","Estimated state income tax revenue lost due to opioid use","33","33","42","065","(41.13139091150, -79.00101814190)","POINT (-79.0010181419 41.1313909115)","41.131390912","-79.00101814"
"County","Indiana","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","2432","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","18403041.28","Estimated lost wages due to opioid use","564973.37","Estimated state income tax revenue lost due to opioid use","32","32","42","063","(40.65295497480, -79.09333492860)","POINT (-79.0933349286 40.6529549748)","40.652954975","-79.09333493"
"County","Montour","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","47","47","42","093","(41.02801824380, -76.66470526680)","POINT (-76.6647052668 41.0280182438)","41.028018244","-76.66470527"
"County","Monroe","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","2287","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","16618439.76","Estimated lost wages due to opioid use","510186.10","Estimated state income tax revenue lost due to opioid use","45","45","42","089","(41.06091786530, -75.34083603020)","POINT (-75.3408360302 41.0609178653)","41.060917865","-75.34083603"
"County","Berks","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","5802","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","49648410.24","Estimated lost wages due to opioid use","1524206.19","Estimated state income tax revenue lost due to opioid use","6","06","42","011","(40.41939635130, -75.93077327050)","POINT (-75.93077327050001 40.4193963513)","40.419396351","-75.93077327"
"County","Lebanon","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1227","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8883430.92","Estimated lost wages due to opioid use","272721.33","Estimated state income tax revenue lost due to opioid use","38","38","42","075","(40.36759700240, -76.46182574860)","POINT (-76.4618257486 40.3675970024)","40.367597002","-76.46182575"
"County","Chester","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","7079","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","80475770.96","Estimated lost wages due to opioid use","2470606.17","Estimated state income tax revenue lost due to opioid use","15","15","42","029","(39.97487055660, -75.75626498180)","POINT (-75.7562649818 39.9748705566)","39.974870557","-75.75626498"
"County","Lycoming","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1264","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8804922.88","Estimated lost wages due to opioid use","270311.13","Estimated state income tax revenue lost due to opioid use","41","41","42","081","(41.34459792260, -77.06942456800)","POINT (-77.069424568 41.3445979226)","41.344597923","-77.06942457"
"County","Chester","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","8948","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","104333322.08","Estimated lost wages due to opioid use","3203032.99","Estimated state income tax revenue lost due to opioid use","15","15","42","029","(39.97487055660, -75.75626498180)","POINT (-75.7562649818 39.9748705566)","39.974870557","-75.75626498"
"County","Union","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","60","60","42","119","(40.96473130960, -77.06415803080)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Adams","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1172","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8309104.96","Estimated lost wages due to opioid use","255089.52","Estimated state income tax revenue lost due to opioid use","1","01","42","001","(39.87209565030, -77.22224270760)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Beaver","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","4635","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","41956761.60","Estimated lost wages due to opioid use","1288072.58","Estimated state income tax revenue lost due to opioid use","4","04","42","007","(40.68349245480, -80.35107356480)","POINT (-80.3510735648 40.6834924548)","40.683492455","-80.35107356"
"County","Westmoreland","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","9061","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","71929117.52","Estimated lost wages due to opioid use","2208223.91","Estimated state income tax revenue lost due to opioid use","65","65","42","129","(40.31031499850, -79.47134117600)","POINT (-79.471341176 40.3103149985)","40.310314999","-79.47134118"
"County","Pike","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","871","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","4866172.48","Estimated lost wages due to opioid use","149391.50","Estimated state income tax revenue lost due to opioid use","52","52","42","103","(41.33257199500, -75.03270924480)","POINT (-75.0327092448 41.332571995)","41.332571995","-75.03270924"
"State","Commonwealth","All","50 to 64 years","2017","2017 Annual","1/1/2017-12/31/2017","68920","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","632404406.40","Estimated lost wages due to opioid use","19414815.28","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Lawrence","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","2213","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","16198097.76","Estimated lost wages due to opioid use","497281.60","Estimated state income tax revenue lost due to opioid use","37","37","42","073","(40.99325035140, -80.33754114460)","POINT (-80.3375411446 40.9932503514)","40.993250351","-80.33754114"
"County","Elk","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","24","24","42","047","(41.42819416060, -78.64947713220)","POINT (-78.6494771322 41.4281941606)","41.428194161","-78.64947713"
"County","Westmoreland","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","8759","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","67828294.56","Estimated lost wages due to opioid use","2082328.64","Estimated state income tax revenue lost due to opioid use","65","65","42","129","(40.31031499850, -79.47134117600)","POINT (-79.471341176 40.3103149985)","40.310314999","-79.47134118"
"County","Carbon","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","2008","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","12549759.04","Estimated lost wages due to opioid use","385277.60","Estimated state income tax revenue lost due to opioid use","13","13","42","025","(40.91936700810, -75.71107038660)","POINT (-75.7110703866 40.9193670081)","40.919367008","-75.71107039"
"County","Franklin","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1450","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","10741484.00","Estimated lost wages due to opioid use","329763.56","Estimated state income tax revenue lost due to opioid use","28","28","42","055","(39.92786197040, -77.72398844830)","POINT (-77.7239884483 39.9278619704)","39.92786197","-77.72398845"
"County","Union","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","60","60","42","119","(40.96473130960, -77.06415803080)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Fulton","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","29","29","42","057","(39.92487510860, -78.11485045350)","POINT (-78.1148504535 39.9248751086)","39.924875109","-78.11485045"
"County","Franklin","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","1564","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","11240342.88","Estimated lost wages due to opioid use","345078.53","Estimated state income tax revenue lost due to opioid use","28","28","42","055","(39.92786197040, -77.72398844830)","POINT (-77.7239884483 39.9278619704)","39.92786197","-77.72398845"
"County","Centre","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","14","14","42","027","(40.91931350080, -77.82500112120)","POINT (-77.8250011212 40.9193135008)","40.919313501","-77.82500112"
"County","Mercer","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","2259","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","15696074.16","Estimated lost wages due to opioid use","481869.48","Estimated state income tax revenue lost due to opioid use","43","43","42","085","(41.30237776500, -80.26009410790)","POINT (-80.26009410790002 41.302377765)","41.302377765","-80.26009411"
"County","Berks","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","6081","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","50584433.64","Estimated lost wages due to opioid use","1552942.11","Estimated state income tax revenue lost due to opioid use","6","06","42","011","(40.41939635130, -75.93077327050)","POINT (-75.93077327050001 40.4193963513)","40.419396351","-75.93077327"
"State","Commonwealth","Female","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","83458","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","789412530.40","Estimated lost wages due to opioid use","24234964.68","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Somerset","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","1166","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8235644.56","Estimated lost wages due to opioid use","252834.29","Estimated state income tax revenue lost due to opioid use","56","56","42","111","(39.97146299010, -79.03100206110)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"County","Somerset","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1854","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","11538109.44","Estimated lost wages due to opioid use","354219.96","Estimated state income tax revenue lost due to opioid use","56","56","42","111","(39.97146299010, -79.03100206110)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"State","Commonwealth","Male","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","208993","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","2043332920.72","Estimated lost wages due to opioid use","62730320.67","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Schuylkill","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","1042","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","7258488.64","Estimated lost wages due to opioid use","222835.60","Estimated state income tax revenue lost due to opioid use","54","54","42","107","(40.70751243100, -76.22332385100)","POINT (-76.223323851 40.707512431000005)","40.707512431","-76.22332385"
"County","Cambria","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","4691","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","30147555.88","Estimated lost wages due to opioid use","925529.97","Estimated state income tax revenue lost due to opioid use","11","11","42","021","(40.49127490670, -78.71894173850)","POINT (-78.7189417385 40.4912749067)","40.491274907","-78.71894174"
"County","Snyder","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","55","55","42","109","(40.77113736920, -77.07255968040)","POINT (-77.0725596804 40.7711373692)","40.771137369","-77.07255968"
"County","Lebanon","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","985","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","6965920.00","Estimated lost wages due to opioid use","213853.74","Estimated state income tax revenue lost due to opioid use","38","38","42","075","(40.36759700240, -76.46182574860)","POINT (-76.4618257486 40.3675970024)","40.367597002","-76.46182575"
"County","Columbia","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","1017","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","7201214.28","Estimated lost wages due to opioid use","221077.28","Estimated state income tax revenue lost due to opioid use","19","19","42","037","(41.04912085590, -76.41002179750)","POINT (-76.4100217975 41.0491208559)","41.049120856","-76.4100218"
"State","Commonwealth","Female","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","85908","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","766261560.48","Estimated lost wages due to opioid use","23524229.91","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Lycoming","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","1555","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","11972940.20","Estimated lost wages due to opioid use","367569.26","Estimated state income tax revenue lost due to opioid use","41","41","42","081","(41.34459792260, -77.06942456800)","POINT (-77.069424568 41.3445979226)","41.344597923","-77.06942457"
"State","Commonwealth","Female","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","84354","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","774025555.68","Estimated lost wages due to opioid use","23762584.56","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Snyder","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","55","55","42","109","(40.77113736920, -77.07255968040)","POINT (-77.0725596804 40.7711373692)","40.771137369","-77.07255968"
"County","Bucks","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","14653","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","132123170.40","Estimated lost wages due to opioid use","4056181.33","Estimated state income tax revenue lost due to opioid use","9","09","42","017","(40.33501133100, -75.11291241110)","POINT (-75.1129124111 40.335011331)","40.335011331","-75.11291241"
