"layername","the_geom","name","address","city","state","zip","phonenumber","latitude","longitude","directions","more_info","sthealthcntr_fax_number","child_care_provider_mpi_id","child_care_provider_mpi_location_id","child_care_provider_type","child_care_provider_facility_address_continued","child_care_providers_facility_state_fips_code","child_care_provider_facility_county","child_care_providers_facility_county_fips_code","child_care_providers_facility_fax","child_care_providers_facility_email","child_care_provider_responsible_person_first_name","child_care_provider_responsible_person_last_name","child_care_provider_responsible_person_title","child_care_provider_license_number","child_care_provider_license_issue_date","child_care_provider_license_expiration_date","child_care_provider_capacity","child_care_provider_elrc","child_care_provider_star_level","child_care_provider_star_level_effective_date","child_care_provider_negative_sanctions","child_care_provider_pa_pre_k_counts","child_care_provider_head_start_state_supplemental","child_care_provider_school_age_provider","child_care_provider_legal_entity_name","child_care_provider_legal_entity_address","child_care_provider_legal_entity_address_continued","child_care_provider_legal_entity_city","child_care_provider_legal_entity_state","child_care_provider_legal_entity_state_fips_code","child_care_provider_legal_entity_zip_code","child_care_provider_legal_entity_county","child_care_provider_legal_entity_county_fips","child_care_provider_legal_entity_location","education_aun","education_school","education_addressline2","edcuation_zipcodeextn","education_webaddress","education_grades","licensed_personal_care_home_object_id","licensed_personal_care_home_type_served","licensed_personal_care_home_total_capacity","licensed_personal_care_home_street_additional","licensed_personal_care_home_program_office","licensed_personal_care_home_accuracy","aging_address_2","aging_website","aging_county","aging_additional_information","aging_modified","aging_item_type","aging_path","elrc_county","elrc_additional_address","elrc_website","elrc_fax_number","dispensaries_object_id","dispensaries_facility_id","dispensaries_facility_url","dispensaries_geocoding_certainty","dispensaries_marijuana_available_beginning","dispensaries_available_on_10_04_19","dispensaries_open_on","nursing_object_id","nursing_facility_id_number","nursing_facility_url","nursing_county","nursing_cheif_executive_name","nursing_chief_executive_title","nursing_contact_name","nursing_contact_number","nursing_contact_email","drugtakebackbox_state_fips","drugtakebackbox_county","drugtakebackbox_hours_of_availability","drugtakebackbox_location_1","drugtakebackbox_latitude","drugtakebackbox_longitude","drugtakebackbox_attention","drugtakebackbox_grant_owned","drugtakebackbox_box_status","drugtakebackbox_status","ddap_county","ddap_longitude","ddap_latitude_"
"Child Care Provider","POINT (-78.934978 40.315947)","THE LEARNING LAMP WESTMONT","700 INDIANA ST","JOHNSTOWN","Pennsylvania","15905","(814) 539-0714",,,"Get Directions (http://maps.apple.com/?daddr=40.315947,-78.934978(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"101345169","12","Child Care Center",,"42","Cambria","021",,"eponczek@thelearninglamp.org","LEAH","SPANGLER","CEO","CER-00188159","2022-04-07T00:00:00.000","2023-04-07T00:00:00.000","122","Early Learning Resource Center for Region 6","STAR 4","2022-01-31T00:00:00.000","No","Yes","No","Yes","THE LEARNING LAMP","2025 BEDFORD ST",,"JOHNSTOWN","Pennsylvania","42","15904","Cambria","021","POINT (-78.882615 40.299165)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.162774 39.924)","COLORFUL CRAYONS CENTER FOR AUTISM","2024 S 10TH ST","PHILADELPHIA","Pennsylvania","19148","(215) 678-1210",,,"Get Directions (http://maps.apple.com/?daddr=39.924,-75.162774(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"104007989","1","Child Care Center",,"42","Philadelphia","101",,"mmurphy@cvca-pa.org","MEME","MURPHY","DIRECTOR","CER-00191775","2022-04-22T00:00:00.000","2022-10-22T00:00:00.000","5","Early Learning Resource Center for Region 18","No STAR Level",,"Yes","No","No","Yes","COLORFUL CRAYONS CENTER FOR AUTISM","307 S PARK WAY","APT M102","BROOMALL","Pennsylvania","42","19008","Delaware","045","POINT (-75.351805 39.96229)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.601877 40.227739)","Central Westmoreland CTC","240 Arona Road","New Stanton","PA","15672",,"40.227739","-79.601877","Get Directions (http://maps.apple.com/?daddr=40.227739,-79.601877(MyDestination))","Click Here (http://www.cwctc.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107651207","0000",,"9410","http://www.cwctc.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.434614 39.921619)","Penncrest HS","134 Barren Rd","Media","PA","19063",,"39.921619","-75.434614","Get Directions (http://maps.apple.com/?daddr=39.921619,-75.434614(MyDestination))","Click Here (http://www.rtmsd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125237903","1942",,"4599","http://www.rtmsd.org","9-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.312322 40.339197)","Derry Area SD","982 N Chestnut Street Ext","Derry","PA","15627",,"40.339197","-79.312322","Get Directions (http://maps.apple.com/?daddr=40.339197,-79.312322(MyDestination))","Click Here (http://dasd.us)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107651603","0000",,"7600","http://dasd.us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.458663 40.655775)","Catasauqua Area SD","201 N 14th St","Catasauqua","PA","18032",,"40.655775","-75.458663","Get Directions (http://maps.apple.com/?daddr=40.655775,-75.458663(MyDestination))","Click Here (http://www.cattysd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121391303","0000",,"1107","http://www.cattysd.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.3140300869999 40.3400687810001)","Derry Area MS","994 North Chestnut St Ext","Derry","PA","15627",,"40.3400687810001","-79.3140300869999","Get Directions (http://maps.apple.com/?daddr=40.3400687810001,-79.3140300869999(MyDestination))","Click Here (http://dasd.us)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107651603","4351",,"7605","http://dasd.us","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-78.38128 40.17773)","Northern Bedford County MS","152 NBC Dr","Loysburg","PA","16659",,"40.17773","-78.38128","Get Directions (http://maps.apple.com/?daddr=40.17773,-78.38128(MyDestination))","Click Here (http://www.nbcsd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108056004","8435",,"9549","http://www.nbcsd.org","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.833216 42.222987)","North East MS","1903 Freeport Rd","North East","PA","16428",,"42.222987","-79.833216","Get Directions (http://maps.apple.com/?daddr=42.222987,-79.833216(MyDestination))","Click Here (http://www.nesd1.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105258303","7360",,"1905","http://www.nesd1.org","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-76.531578 40.02393)","Eastern York SD","120 S Third St","Wrightsville","PA","17368",,"40.02393","-76.531578","Get Directions (http://maps.apple.com/?daddr=40.02393,-76.531578(MyDestination))","Click Here (http://www.easternyork.com)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112672203","0000",,"0150","http://www.easternyork.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-74.874806 40.101622)","Roosevelt MS","1001 Rodgers Road","Bristol","PA","19007",,"40.101622","-74.874806","Get Directions (http://maps.apple.com/?daddr=40.101622,-74.874806(MyDestination))","Click Here (http://www.btsd.us/)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122091352","1027",,"2552","http://www.btsd.us/","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-76.168079 40.633322)","Schuylkill Haven Area SD","501 East Main Street","Schuylkill Haven","PA","17972",,"40.633322","-76.168079","Get Directions (http://maps.apple.com/?daddr=40.633322,-76.168079(MyDestination))","Click Here (http://www.shasd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129547303","0000",,"1300","http://www.shasd.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-80.050779 40.374021)","Mt Lebanon SD","7 Horsman Dr","Pittsburgh","PA","15228",,"40.374021","-80.050779","Get Directions (http://maps.apple.com/?daddr=40.374021,-80.050779(MyDestination))","Click Here (http://www.mtlsd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103026402","0000",,"1107","http://www.mtlsd.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-78.013834 40.48225)","New Day CS","256 South Fifth Street","Huntingdon","PA","16652",,"40.48225","-78.013834","Get Directions (http://maps.apple.com/?daddr=40.48225,-78.013834(MyDestination))","Click Here (http://www.newdaycs.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111440001","0000",,,"http://www.newdaycs.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.14428 40.3359)","Central Bucks SD","20 Welden Dr","Doylestown","PA","18901",,"40.335900","-75.144280","Get Directions (http://maps.apple.com/?daddr=40.3359,-75.14428(MyDestination))","Click Here (http://www.cbsd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122092102","0000",,"2359","http://www.cbsd.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-77.060661 40.8636)","Penn View Christian Academy","125 Penn View Dr.","Penns Creek","PA","17862",,"40.8636","-77.060661","Get Directions (http://maps.apple.com/?daddr=40.8636,-77.060661(MyDestination))","Click Here (http://www.edna.pa.gov/Screens/wfSearchEntity.aspx)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216551303","0000",,,"http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.10536523 40.214078392)","Log College MS","730 Norristown Rd","Warminster","PA","18974",,"40.214078392","-75.10536523","Get Directions (http://maps.apple.com/?daddr=40.214078392,-75.10536523(MyDestination))","Click Here (http://www.centennialsd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122092002","7274",,"2626","http://www.centennialsd.org","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-77.530787 40.875858)","Penns Valley Area SD","4528 Penns Valley Road","Spring Mills","PA","16875",,"40.875858","-77.530787","Get Directions (http://maps.apple.com/?daddr=40.875858,-77.530787(MyDestination))","Click Here (http://www.pennsvalley.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110147003","0000",,"9403","http://www.pennsvalley.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.216653 39.964142)","Parkway West","4725 Fairmont Ave","Philadelphia","PA","19139",,"39.964142","-75.216653","Get Directions (http://maps.apple.com/?daddr=39.964142,-75.216653(MyDestination))","Click Here (http://www.philasd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126515001","7808",,,"http://www.philasd.org","9-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.170115992 40.6202031550001)","Eisenhower El Sch","1460 School St","Indiana","PA","15701",,"40.6202031550001","-79.170115992","Get Directions (http://maps.apple.com/?daddr=40.6202031550001,-79.170115992(MyDestination))","Click Here (https://www.iasd.cc/)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128323703","2321",,"2561","https://www.iasd.cc/","4-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.829442 41.399809)","Central El Sch","1276 Otter St","Franklin","PA","16323",,"41.399809","-79.829442","Get Directions (http://maps.apple.com/?daddr=41.399809,-79.829442(MyDestination))","Click Here (http://www.fasd.k12.pa.us)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106612203","4667",,"1351","http://www.fasd.k12.pa.us","K5F-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-79.975484 40.374141)","Brentwood MS","3601 Brownsville Rd","Pittsburgh","PA","15227",,"40.374141","-79.975484","Get Directions (http://maps.apple.com/?daddr=40.374141,-79.975484(MyDestination))","Click Here (http://www.bb-sd.com)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103021453","7342",,"3117","http://www.bb-sd.com","6,7-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-78.810031 40.217509)","Windber El Sch","421 Sugar Maple Dr","Windber","PA","15963",,"40.217509","-78.810031","Get Directions (http://maps.apple.com/?daddr=40.217509,-78.810031(MyDestination))","Click Here (http://www.windberschools.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108569103","7500",,"2554","http://www.windberschools.org","K4F,K5F-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-75.315504 39.900271)","Amosland El Sch","549 Amosland Rd","Morton","PA","19070",,"39.900271","-75.315504","Get Directions (http://maps.apple.com/?daddr=39.900271,-75.315504(MyDestination))","Click Here (http://www.ridleysd.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125237702","1925",,"1301","http://www.ridleysd.org","K5H-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-78.45018 40.417878)","Central PA Digital Lrng Foundation CS","5580 Goods Lane","Altoona","PA","16602",,"40.417878","-78.45018","Get Directions (http://maps.apple.com/?daddr=40.417878,-78.45018(MyDestination))","Click Here (http://www.cpdlf.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108070001","7720","Suite 1132",,"http://www.cpdlf.org","K5F-6,7-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education Entity","POINT (-76.511114 40.32269)","Annville Cleona HS","500 S White Oak St","Annville","PA","17003",,"40.32269","-76.511114","Get Directions (http://maps.apple.com/?daddr=40.32269,-76.511114(MyDestination))","Click Here (http://www.acschools.org)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113380303","2725",,"2298","http://www.acschools.org","9-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medical Marijuana Dispensary","POINT (-76.89375 40.286932)","Harvest of Harrisburg","2500-2504 N 6th St","Harrisburg","PA","17110","717-356-0800","40.286851","-76.893806","Get Directions (http://maps.apple.com/?daddr=40.286932,-76.89375(MyDestination))","Click Here (https://www.health.pa.gov/topics/programs/Medical%20Marijuana/Pages/Dispensaries.aspx)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32",,"https://www.harvestinc.com","01",,"No",,,,,,,,,,,,,,,,,,,,,,,
"Drug Take Back Box","POINT (-75.278514 41.510882)","State Police-Troop R / Honesdale","RR6, 14 Collan Park","Honesdale",,"18431-9681",,,,"Get Directions (http://maps.apple.com/?daddr=41.510882,-75.278514(MyDestination))","Click Here (https://www.ddap.pa.gov/Prevention/pages/drug_take_back.aspx)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PA","Wayne",,,"41.510882","-75.278514",,"No",,"Active",,,
"Drug Take Back Box","POINT (-74.843739 40.224858)","Lower Makefield Twp. Police","1100 Edgewood Road","Yardley",,"19067","(215)493-4055",,,"Get Directions (http://maps.apple.com/?daddr=40.224858,-74.843739(MyDestination))","Click Here (https://www.ddap.pa.gov/Prevention/pages/drug_take_back.aspx)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PA","Bucks",,"1100 Edgewood Road
Yardley, PA 19067
(40.223369, -74.870897)","40.224858","-74.843739",,"No","Operational","Active",,,
"Drug Take Back Box","POINT (-75.269556 40.774015)","State Police-Troop M / Belfast","654 Bangor Rd.","Nazareth",,"18064",,,,"Get Directions (http://maps.apple.com/?daddr=40.774015,-75.269556(MyDestination))","Click Here (https://www.ddap.pa.gov/Prevention/pages/drug_take_back.aspx)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PA","Northampton",,,"40.774015","-75.269556",,"No",,"Active",,,
