"county","rate_or_count","risky_measure_type","age_group","gender","class","time_measure","year","time_period","quarter_date_start","notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"Dauphin","6","Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q4","2020-10-01T00:00:00.000",,"22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"Butler",,"Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q4","2019-10-01T00:00:00.000","Not displayed when count is between 1 and 5.","10","10","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"Snyder","131.61","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q4","2016-10-01T00:00:00.000",,"55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"Luzerne","34.53","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q2","2018-04-01T00:00:00.000",,"40","40","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"Juniata",,"Rate of Individuals Seeing 4+ Prescribers and 4+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q3","2016-07-01T00:00:00.000","Not displayed when count is between 1 and 5.","34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"Cambria","147.93","Rate of Individuals with Average Daily MME > 50 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q3","2019-07-01T00:00:00.000",,"11","11","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"Cambria",,"Number of Individuals Seeing 5+ Prescribers and 5+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q2","2020-04-01T00:00:00.000","Not displayed when count is between 1 and 5.","11","11","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"Washington","48","Number of Individuals Seeing 3+ Prescribers and 3+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q2","2020-04-01T00:00:00.000",,"63","63","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"Bucks","191.83","Rate of Individuals with Average Daily MME > 50 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q3","2016-07-01T00:00:00.000",,"9","09","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"Allegheny","355","Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2016","2016 Q3","2016-07-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"Cambria","188.56","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q4","2018-10-01T00:00:00.000",,"11","11","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"Jefferson","29.70639033","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"33","33","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"Huntingdon",,"Rate of Individuals Seeing 4+ Prescribers and 4+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000","Not displayed when count is between 1 and 5.","31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"Centre","81.82","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q3","2017-07-01T00:00:00.000",,"14","14","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"Huntingdon","712","Number of Individuals with Average Daily MME > 50","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q4","2017-10-01T00:00:00.000",,"31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"Indiana","30.41","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q1","2018-01-01T00:00:00.000",,"32","32","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"Clarion","253","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q4","2017-10-01T00:00:00.000",,"16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"Clinton","14.49","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q4","2019-10-01T00:00:00.000",,"18","18","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"Allegheny","10","Number of Individuals Seeing 5+ Prescribers and 5+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q4","2018-10-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"Lackawanna","38.72","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q1","2019-01-01T00:00:00.000",,"35","35","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"Bucks","36.27","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q2","2019-04-01T00:00:00.000",,"9","09","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"Tioga","133","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000",,"59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"Elk","14","Number of Individuals Seeing 3+ Prescribers and 3+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q1","2017-01-01T00:00:00.000",,"24","24","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"Lehigh","1062","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q2","2018-04-01T00:00:00.000",,"39","39","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"Greene","26.92","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2017","2017 Q1","2017-01-01T00:00:00.000",,"30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"Perry","3.67","Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q3","2019-07-01T00:00:00.000",,"50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"Lawrence","150.6","Rate of Individuals with Average Daily MME > 50 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q2","2018-04-01T00:00:00.000",,"37","37","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"Westmoreland","172.1","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q3","2017-07-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"Huntingdon","369","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2016","2016 Q4","2016-10-01T00:00:00.000",,"31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"Juniata","4.89","Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q4","2016-10-01T00:00:00.000",,"34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"Tioga","400","Number of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"Allegheny","68","Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q4","2017-10-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"Mercer","921","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q4","2017-10-01T00:00:00.000",,"43","43","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"Clearfield","251.23","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q3","2016-07-01T00:00:00.000",,"17","17","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"Schuylkill",,"Number of Individuals Seeing 5+ Prescribers and 5+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q4","2018-10-01T00:00:00.000","Not displayed when count is between 1 and 5.","54","54","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"Lackawanna","1.04","Rate of Individuals Seeing 4+ Prescribers and 4+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2017","2017 Q1","2017-01-01T00:00:00.000",,"35","35","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"Fulton","44.75","Rate of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q1","2018-01-01T00:00:00.000",,"29","29","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"Wyoming","64","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q2","2020-04-01T00:00:00.000",,"66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"Fulton","0","Rate of Individuals Seeing 5+ Prescribers and 5+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q4","2019-10-01T00:00:00.000",,"29","29","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"Cameron","30","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q4","2018-10-01T00:00:00.000",,"12","12","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"Crawford","439","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q3","2018-07-01T00:00:00.000",,"20","20","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"Montour","88","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q1","2017-01-01T00:00:00.000",,"47","47","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"Wayne","142.32","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q2","2019-04-01T00:00:00.000",,"64","64","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"Huntingdon",,"Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000","Not displayed when count is between 1 and 5.","31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"Juniata",,"Rate of Individuals Seeing 4+ Prescribers and 4+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 5.","34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"Blair","960","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q3","2019-07-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"Westmoreland","4.76","Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2017","2017 Q2","2017-04-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"Lebanon","33","Number of Individuals Seeing 3+ Prescribers and 3+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q1","2019-01-01T00:00:00.000",,"38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"Lycoming","165.93","Rate of Individuals with Average Daily MME > 50 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q2","2017-04-01T00:00:00.000",,"41","41","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"Beaver","405","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"4","04","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"Delaware","9353","Number of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2016","2016 Q4","2016-10-01T00:00:00.000",,"23","23","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"Perry","43.99","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q2","2018-04-01T00:00:00.000",,"50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"Blair","18.46850914","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"Berks","1633","Number of Individuals with Average Daily MME > 90","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2016","2016 Q4","2016-10-01T00:00:00.000",,"6","06","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"Potter","178.55","Rate of Individuals with Average Daily MME > 50 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q2","2017-04-01T00:00:00.000",,"53","53","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"Bedford","123","Number of Individuals with Average Daily MME > 120","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q1","2017-01-01T00:00:00.000",,"5","05","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"Pike","380","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q3","2018-07-01T00:00:00.000",,"52","52","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"Blair","161.94","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q4","2019-10-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"Dauphin",,"Rate of Individuals Seeing 5+ Prescribers and 5+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q3","2018-07-01T00:00:00.000","Not displayed when count is between 1 and 5.","22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"Venango","89.06","Rate of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q3","2016-07-01T00:00:00.000",,"61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561000002 41.40341259)"
"Greene","23","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q1","2018-01-01T00:00:00.000",,"30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"Butler","120.83","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"10","10","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"Cumberland","35","Number of Individuals Seeing 3+ Prescribers and 3+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q2","2020-04-01T00:00:00.000",,"21","21","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"Indiana","260","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q1","2020-01-01T00:00:00.000",,"32","32","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"Delaware","3225","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q3","2018-07-01T00:00:00.000",,"23","23","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"Bradford","1.65","Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000",,"8","08","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"Bedford","492","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q3","2017-07-01T00:00:00.000",,"5","05","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"Indiana",,"Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000","Not displayed when count is between 1 and 5.","32","32","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"Chester",,"Number of Individuals Seeing 5+ Prescribers and 5+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q2","2018-04-01T00:00:00.000","Not displayed when count is between 1 and 5.","15","15","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"Cameron","61","Number of Individuals with Average Daily MME > 50","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000",,"12","12","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"Lawrence","125.36","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q2","2019-04-01T00:00:00.000",,"37","37","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"Franklin","8","Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q3","2017-07-01T00:00:00.000",,"28","28","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"Columbia",,"Rate of Individuals Seeing 5+ Prescribers and 5+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2017","2017 Q2","2017-04-01T00:00:00.000","Not displayed when count is between 1 and 5.","19","19","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"Mifflin","122.01","Rate of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q4","2016-10-01T00:00:00.000",,"44","44","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"Greene","0","Number of Individuals Seeing 4+ Prescribers and 4+ Dispensers","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000",,"30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"Perry","153.92","Rate of Individuals with Overlapping Opioid/Benzodiazepine Prescriptions per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2017","2017 Q3","2017-07-01T00:00:00.000",,"50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"Northumberland","2.31","Rate of Individuals Seeing 3+ Prescribers and 3+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q1","2019-01-01T00:00:00.000",,"49","49","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"Montgomery","4957","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2016","2016 Q4","2016-10-01T00:00:00.000",,"46","46","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"Venango","0","Rate of Individuals Seeing 5+ Prescribers and 5+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q4","2019-10-01T00:00:00.000",,"61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561000002 41.40341259)"
"Allegheny","17.06","Rate of Individuals with Average Daily MME > 120 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q4","2018-10-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"Venango","237","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q3","2019-07-01T00:00:00.000",,"61","61","42","121","41.40341259","-79.76286561","POINT (-79.76286561000002 41.40341259)"
"Columbia",,"Rate of Individuals Seeing 4+ Prescribers and 4+ Dispensers per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q4","2016-10-01T00:00:00.000","Not displayed when count is between 1 and 5.","19","19","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"Franklin","401","Number of Individuals with >30 days of Overlapping Opioid/Benzodiazepine Prescriptions","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q3","2020-07-01T00:00:00.000",,"28","28","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"Huntingdon","24.36","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2019","2019 Q3","2019-07-01T00:00:00.000",,"31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"Armstrong","459","Number of Individuals with Average Daily MME > 50","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2020","2020 Q2","2020-04-01T00:00:00.000",,"3","03","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"Schuylkill","65.3","Rate of Individuals with Average Daily MME > 90 per 10,000 Population","All Ages","All Genders","Risky Prescribing Measures","Quarterly Rates","2016","2016 Q4","2016-10-01T00:00:00.000",,"54","54","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"Lawrence","346","Number of Individuals with Average Daily MME > 120","All Ages","All Genders","Risky Prescribing Measures","Quarterly Counts","2018","2018 Q1","2018-01-01T00:00:00.000",,"37","37","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
