"title_id","title","title_acronym","record_type","topic_subset","source","second_source","search_strategy","sample_design","survey_type","media","file_size","data_format","spec_software","restrictions","purpose","interval","years_availab","sample_size","population","region","unit_of_analysis","method_tech","related_tools","keywords","comments_on_price","description","pop_age","pop_racial","pop_ethnic","pop_sex","variables","validity","reliability","special_notes","record_originator","reference","language","record_id_variables","url"
"7943","State and Local Public Health Relationships",,"DataSet",,"Association of State and Territorial Health Officials",,"https://www.ncbi.nlm.nih.gov/pubmed/?term=(State+and+Local+Public+Health+Relationships)+AND+astho",,,,,,,,"In order to more systematically and accurately classify state health departments in terms of their governance relationships with local health departments, ASTHO engaged NORC, with input from NACCHO, to develop a State and Local Health Department Governance Classification System.",,,,,,,,,"Health Policy ||  

Health Services Needs and Demand ||  

Medically Uninsured ||  

Preventive Health Services ||  

Public Health",,"federal agencies, state health agencies, tribal and territorial health departments, and more than 2,500 local health departments. Coordination across these different levels of government is essential in assuring the public’s health. This study, part of the National Public Health Improvement Initiative administered by the Centers for Disease Control and Prevention, focuses on nine states and describes how state and local health departments have developed structures and processes to facilitate collaboration.",,,,,,,,"Case Studies in State and Local Public Health Collaboration: 



Case Study 1: Arizona; 

Case Study 2: California; 

Case Study 3: Florida; 

Case Study 4: Massachusetts; 

Case Study 5: Ohio; 

Case Study 6: Oklahoma; 

Case Study 7: Oregon; 

Case Study 8: Washington; 

Case Study 9: Wisconsin","InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/7943"
"1781","State Health Official Salary and Infrastructure Survey",,"DataSet","PHSR","Association of State and Territorial Health Officials",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%28%22state%20health%20officials%22%5BTitle/Abstract%5D%20AND%20salary%5BTitle/Abstract%5D%29%20AND%20infrastructure%5BTitle/Abstract%5D&cmd=DetailsSearch","Health Officials in all 50 states, 6 territories, and Washington D.C. are included in the survey.",,,,"PDF",,"Only aggregate data will be released.  No state-specific data regarding benefits or salary is released.",,,"2005 (The survey is generally completed every three years, with similar questions.)  There is a section in the 2005 report that discusses changes since the 2002 report.",,,"United States","State and Territorial Health Departments, District of Columbia Department of Health","Electronic Survey",,"ASTHO ||  Salary ||  Health officials ||  benefits ||  public health systems research",,"Provide state and territorial health officials with aggregate data regarding the salaries and benefits of their peers;  Provide general information on the size of state and territorial public health agencies around the country; and Provide other interested parties with selected data.",,,,,"Annual Budget of the state health agency, Medicaid dollars in the SHA, agency structure information, public health programs within the SHA, Board of Health regulatory power, specific information about the State Health Official (salary, experience, how appointed, etc.)",,,,"UKY/nl",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1781"
"1970","State Public Health Workforce Survey Results",,"DataSet","PHSR","Association of State and Territorial Health Officials",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22public%20health%20workforce%22%5BTitle/Abstract%5D%20AND%20%22survey%22%5BTitle/Abstract%5D%20AND%20results%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,"2.08 MB","Tables, graphs, and written report.",,,"State health agencies serve a critical function in promoting and protecting the health of the  citizens in their jurisdiction. To do so, they must have a workforce of sufficient size that is  comprised of individuals with diverse backgrounds and skills. The ASTHO Profile of State Public  Health provides the most current data on the state health agency workforce.",,,,,"National Survey",,"""On January 31, 2007, ASTHO sent the State Public Health Workforce Survey to the 50 states, the District  of Columbia, and the six U.S. territories (American Samoa, Guam, Commonwealth of the Northern  Mariana Islands, Federated States of Micronesia, Puerto Rico, and the Virgin Islands). The survey was  developed by a working group made up of practitioners and experts from the states, local public health,  academia, and federal representatives. It was vetted through ASTHO members and partners via  conference calls and electronic mail.    Surveys were distributed electronically to the human resource/personnel director of the state or territorial  health agency. Respondents had one month to complete the survey. Follow up was conducted by ASTHO  staff. By May 31, 2007, ASTHO had received 44 responses representing from 43 states and the District of  Columbia, and a corresponding 90 percent of the U.S. population (267,729,164 people).16 The data used  in this report corresponds to data collected between January and June 2007. States were asked to review  and update their profiles during the period October to December 2007. This information is available in the  appendix.""",,"Public Health Systems Research ||   Workforce",,,,,,,,,,,"UK-RMS",,"English",,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1970"
"2551","Big Cities Health Inventory Data Platform",,"DataSet",,"Big Cities Health Coalition",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22Big%20Cities%20Health%20Inventory%20%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,"The Health Inventory Data Platform is an open data platform that allows users to access and analyze health data from 26 cities, for 34 health indicators, and across six demographic indicators. It enables users to explore data both by city and by indicator, facilitates comparisons among urban areas, and provides an avenue to understand the major health concerns of cities in the United States. More importantly, it provides the opportunity to download the entire data set, or portions of it, for research purposes.",,,,,"Atlanta; Baltimore; Boston; Chicago; Cleveland; Dallas; Denver; Detroit; Fort Worth; Houston; Kansas City; Las Vegas; Los Angeles; Miami; Minneapolis; New York; Oakland; Philadelphia; Phoenix; Sacramento; San Antonio; San Diego; San Francisco; San Jose; Seattle; Washington, DC; Total US.",,,,,,"This dataset illustrates health status of 26 of the nation’s largest and most urban cities as captured by 34 health (and six demographics-related) indicators. These indicators represent some of the leading causes of morbidity and mortality in the United States and leading priorities of national, state, and local health agencies. Public health data were captured in nine overarching categories: HIV/AIDS, cancer, nutrition/physical activity/obesity, food safety, infectious disease, maternal and child health, tobacco, injury/violence, and behavioral health/substance abuse.",,,,,"Behavioral Health; Substance Abuser; Demographics; Food Safety; HIV/AIDS; Infectious Disease; Injury and Violence; Life Expectancy; Death Rate; Maternal and Child Health; Nutrition, Physical Activity, Obesity; Tobacco",,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2551"
"2167","DiversityData",,"DataSet",,"Brandeis University",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22diversitydata%22%5BAll%20Fields%5D%20OR%20%22diversitydata%20org%22%5BAll%20Fields%5D&cmd=DetailsSearch",,,,,,,,"The DiversityData project identifies metropolitan area indicators of diversity, opportunity, quality of life and health for various racial and ethnic population groups. This Website is available to a wide variety of potential users interested in describing, profiling and ranking U.S. metros in terms of quality of life. The indicators provide a scorecard on diversity and opportunity, and allow researchers, policymakers and community advocates to compare metro areas and to help them advocate for policy action and social change.",,,,,,,,,"Cultural Diversity ||  Databases ||  Factual ||  Health Policy ||  Demographics ||  Education ||  Housing ||  Health ||  Residence characteristics ||  Neighborhoods ||  Economics ||  Crime ||  Environment",,"The choice of indicators was grounded in recent work on urban inequality and health inequality, which points to the significance of racial/ethnic disparities in health, educational, employment and housing opportunities across metro areas.    The project challenges urban researchers, policymakers and activists to define quality of life and health broadly -- to include opportunities for good schools, housing, jobs, wages, health and social services, and safe neighborhoods -- to compare achievement across metros, and to make continuous changes to keep metropolitan life healthy for all populations. Public policies may enhance or harm the well-being of diverse populations. Important policy areas include neighborhood integration, residential mobility, anti-discrimination in housing, urban renewal, school quality and economic opportunities.",,,,,"Population demographics and diversity;  Housing opportunities;  Education;  Health;  Residential integration and neighborhood characteristics;  Economic opportunities; Crime; Physical environment",,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2167"
"1616","BASCD Dental Caries Experience (see individual components)",,"DataSet",,"British Association for the Study of Community Dentistry (BASCD)",,"https://www.ncbi.nlm.nih.gov/pubmed/?term=%22bascd%22",,"International",,,,,,"To monitor the dental health of children and contribute to assessments of the provision of dental services.","Irregular","From 1988 to the present",">=10000",,"United Kingdom - England, Wales, Scotland, Northern Ireland","Person",,,,,"BASCD is responsible for the coordination of locally based surveys of child dental health that permit local and national comparisons. The surveys began in 1985/86 in England and Wales, 1987/88 in Scotland, and 1993/94 in Northern Ireland.  The surveys consist of an interview and a clinical exam.","All child: birth to 18 years",,,,,,"A designated National Health Services epidemiology coordinator was responsible for the local delivery of the program, assisted by a regional trainer who attends the biennial national training and calibration exercise.","5-, 12-, 14-year-old children.  The age of subjects is defined as the age in years on the date of the clinical examination.","Logicon/ROW Sciences","Pitts N, Evans D, Pine C.  British Association for the Study of Community Dentistry (BASCD) criteria for caries prevalence surveys-1996/97.  Community Dental Health.  1997; 14(1): 6-9.  Pine C, Pitts N, Nugent Z.  British Association for the Study of Community Dentistry (BASCD) guidance on sampling for surveys of child dental health: a BASCD co-ordinated dental epidemiology programme quality standard. Community Dental Health.  1997; 14(1): 10-17.",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1616"
"1440","BASCD Dental Caries Experience in United Kingdom I (5-year-old children)",,"DataSet",,"British Association for the Study of Community Dentistry (BASCD)",,"https://www.ncbi.nlm.nih.gov/pubmed/?term=%22bascd%22","Representative samples were drawn from participating Health Authorities and Boards.","International",,,,,,"To monitor the dental health of children and to assess the delivery of dental services.","Alternate years","1985 to the present",">=10000","5-year-old children","United Kingdom, Isle of Man, Wales, and Scotland","Person","Within each part of the UK and in Wales and Scotland, a designated epidemiology coordinator is responsible for the local delivery of the program, assisted by a regional trainer who attends the national training and calibration exercise. In conjunction, they determine the methods to be used by health authorities wishing to have their data included in summary reports prepared by the Association.  Caries is diagnosed at the caries into dentine (d3) threshold using a visual method without radiography, fiber-optic transillumination, or compressed air.  The examination commences with an interview conducted by an appropriately trained member of the examining team to collect personal information and, where required, data about current dental experiences and relevant history. For the clinical exam, the examiner will sit behind the subject who will be in a supine position",,,,"This is a survey conducted within the National Health Services under the auspices of the BASCD.  BASCD is responsible for the coordination of locally based surveys of child dental health that permit local and national comparisons between health authorities and regions.  An oral health questionnaire was administered and a clinical exam performed.",,,,,"GENERAL QUESTIONNAIRE  demographics    ORAL HEALTH QUESTIONNAIRE  presence of disease, dft    DENTAL EXAM  caries, dft, permanent dentition, primary dentition, sealants, untreated dental decay",,"A designated National Health Services epidmiology coordinator was responsible for the local delivery of the program, assisted by a regional trainer who attends the biennial national training and calibration exercise.",,"Logicon/ROW Sciences","Pitts NB, Evans DJ.  The dental caries experience of 5-year-old children in the United Kingdom.  Surveys coordinated by the British Association of the Study of Community Dentistry in 1995/96.  BASCD Survey 1995/96.    Nugent ZJ, Pitts NB.  Patterns of change and results overview 1985/6-1995/6 from the British Association for the Study of the Community Dentistry (BASCD) coordinated National Health Service surveys of caries prevalence.  BASCD Paper 1997.",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1440"
"1868","BASCD Dental Caries Experience in United Kingdom II (11-year-old children)",,"DataSet",,"British Association for the Study of Community Dentistry (BASCD)",,"https://www.ncbi.nlm.nih.gov/pubmed/?term=%22bascd%22","Representative samples were drawn from participating health authorities and boards according to the agreed BASCD methods.","International",,,,,,"To monitor the dental health of children and contribute to the monitoring of service provision while providing data locally for targeting of services and resources.","Every 4 years","From 1988 to the present",">=10000",,"United Kingdom","Person","Within each part of the United Kingdom and in Wales and Scotland, a designated epidemiology coordinator is responsible for the local delivery of the program, assisted by a regional trainer who attends the national training and calibration exercise. In conjunction, they determine the methods to be used by health authorities wishing to have their data included in summary reports prepared by the Association.  Caries is diagnosed at the caries into dentine (d3) threshold using a visual method without radiography, fiber-optic transillumination, or compressed air.  The examination commences with an interview conducted by an appropriately trained member of the examining team to collect personal information and, where required, data about current dental experiences and relevant history. For the clinical exam, the examiner will sit behind the subject who will be in a supine position on a table or reclined sun-lounger.  Diagnoses will be visual using a plane mouth mirror.  A blunt ball-ended probe with an end diameter of 0.5 mm will be used.  Two mouth mirrors per subject are a useful adjunct to the examination of the oral structures and mucosa.  To prevent cross-infection, a fresh set of previously sterilized instruments for each subject was used.",,,,"This is a survey conducted within the National Health Services under the auspices of the British Association for the Study of Community Dentistry.  BASCD is responsible for the coordination of locally based surveys of child dental health which permit local and national comparisons between health authorities and regions.  The survey consists of an interview and a clinical exam.",,,,,"GENERAL QUESTIONNAIRE  demographics    ORAL HEALTH QUESTIONNAIRE  presence of disease    DENTAL EXAM  caries, DMFT, permanent dentition, primary dentition, sealants, tooth count",,"Regional trainers attended the national training and calibration exercise.","About 130,000. On average, this represents 20 percent of the total population of 12-year-olds","Logicon/ROW Sciences","Pitts NB, Evans DJ, Nugent ZJ.  The dental caries experience of 12-year-old children in the United Kingdom.  Surveys coordinated by the British Association for the Study of Community Dentistry in 1996/97.  BASCD Survey Report 1996/97.",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1868"
"1441","BASCD Dental Caries Experience in United Kingdom III (14-year-old children)",,"DataSet",,"British Association for the Study of Community Dentistry (BASCD)",,"https://www.ncbi.nlm.nih.gov/pubmed/?term=%22bascd%22",,"International",,,,,,"To monitor the dental health of children and contribute to the monitoring of service provision while providing data locally for targeting of services and resources.","Every 4 years","1986 to the present",">=10000",,,,,,,,"This is a standardized clinical survey examinations of 14-year-old children across the United Kingdom (Northern Ireland was included in the 1994/95 and 1998/99 survey), conducted within the National Health Services under the auspices of the British Association for the Study of Community Dentistry.   BASCD is responsible for the coordination of locally based surveys of child dental health which permit local and national comparisons between health authorities and regions.  An oral health questionnaire was administered and a clinical exam performed.",,,,,,,,,"Logicon/ROW Sciences","Pitts N, Evans D.  The dental caries experience of 14-year-old children in the United Kingdom.  Surveys coordinated by the British Association for the Study of Community Dentistry in 1994/95.  BASCD Survey Report.  1994/95.    Pitts, N, Evans D, Nugent Z.  The dental caries experience of 14-year-old children in the United Kingdom.  Surveys coordinated by the British Association for the Study of Community Dentistry in 1998/99.  BASCD Survey Report.  1998/99.",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1441"
"2490","MeasureUp",,"DataSet","PHSR","Build Healthy Places Network",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22Measure%20Up%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,"MeasureUp is a microsite of resources and tools to measure and describe program impact on families and communities and on factors related to health. MeasureUp provides examples, tools, and resources.",,,,,,,,,"Community Health ||  Community Networks ||   Mapping ||  Health Impact Assessment ||  Demography ||  Social Determinants of Health ||  Residence Characteristics",,"Mapping tools address community strengths and weaknesses.  Measurement tools investigate health related impacts and suggest resources.  The evidence base holds information on the effects of neighborhood on health.  Measurement stories present field reports on measurement in action.",,,,,,,,"The site also links to blogs, tools, publications and partnerships.","InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2490"
"1829","National Crime Victimization Survey","NCVS","DataSet",,"Bureau of Justice Statistics, U.S. Department of Justice",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22National%20Crime%20Victimization%20Survey%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,"The National Crime Victimization Survey (NCVS) series was designed to achieve three primary objectives: to develop detailed information about the victims and consequences of crime, to estimate the number and types of crimes not reported to police, and to provide uniform measures of selected types of crime.",,"1979-present",,,,,,,"Crime ||  Crime Victims/psychology ||  Epidemiologic Studies ||  Incidence ||  Prevalence ||  Sampling Studies ||  Severity of Illness Index ||  Violence/",,"All persons in the United States 12 years of age and older were interviewed in each household sampled. Each respondent was asked a series of screen questions to determine if he or she was victimized during the six-month period preceding the first day of the month of the interview. Screen questions cover the following types of crimes, including attempts: rape, robbery, assault, burglary, larceny, and motor vehicle theft.",,,,,"The data include type of crime; severity of the crime; injuries or losses; time and place of occurrence; medical expenses incurred; number, age, race, and sex of offender(s); and relationship of offender(s) to the victim (stranger, casual acquaintance, relative, etc.). Demographic information on household members includes age, sex, race, education, employment, median family income, marital status, and military history. A stratified multistage cluster sample technique was employed, with the person-level files consisting of a full sample of victims and a 10 percent sample of nonvictims for up to four incidents.",,,,"Sheps Center, UNC-CH",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1829"
"2594","American Time Use Survey","ATUS","DataSet","PHSR","Bureau of Labor Statistics (BLS) (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22american%20time%20use%20survey%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,"The American Time Use Survey (ATUS) measures the amount of time people spend doing various activities, such as paid work, childcare, volunteering, and socializing.",,,,,,,,,"Age Distribution ||      Caregivers ||  Health Services ||  Human Activities ||  Leisure Activities ||    Self Care ||  Time",,"Households that have completed their final (8th) month of the Current Population Survey are eligible for the ATUS. From this eligible group, households are selected that represent a range of demographic characteristics. Then, one person age 15 or over is randomly chosen from the household to answer questions about his or her time use. This person is interviewed for the ATUS 2-5 months after his or her household's final CPS interview.    BLS publishes a news release of time-use estimates annually. BLS periodically publishes news releases with time-use estimates for certain populations or topics, such as married parents and unpaid eldercare.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2594"
"6391","Armed Services Vocational Aptitude Battery","ASVAB","DataSet",,"Bureau of Labor Statistics (BLS) (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22asvab%22",,,,,,,,"Profiles is the term used to describe the study called the Profile of American Youth that was conducted with the NLSY:79 sample from July to October 1980. In that study, the Armed Services Vocational Aptitude Battery (ASVAB) was administerd to a total of 11,914 NLSY:79 respondents, representing a completion rate of approximately 94 percent. The study was sponsored by the Department of Defense and the Military Services in cooperation with the Department of Labor.

The purpose of the Profile of American Youth was to obtain data on the vocational aptitudes of current youth and to establish current national norms for the ASVAB. Previously, military recruits had been compared statistically to adult males who were extensively tested during World War II.",,,,,,,,,"Aptitude Tests ||  Educational Measurement ||  

Military Personnel ||  

Vocational Education",,"The ASVAB consists of a battery of ten tests that measure knowledge and skill in the following areas:



general science; 

arithmetic reasoning; 

word knowledge; 

paragraph comprehension; 

numercial operations; 

coding speed; 

auto and shop information; 

mathematics knowledge; 

mechanical comprehension; 

electronics information.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/6391"
"1826","Census of Fatal Occupational Injuries","CFOI","DataSet",,"Bureau of Labor Statistics (BLS) (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%28%22Census%20of%20Fatal%20Occupational%20Injuries%22%5BTitle/Abstract%5D%29&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Accidents ||  Occupational ||  Cause of Death ||  Censuses ||  Incidence ||  Mortality ||  Population Surveillance ||  Wounds and Injuries",,"CFOI data are published annually with a one time revision of the data approximately eight months after the initial release. The revised data may include additional records or corrections in coding of the data based on new information received since the initial closeout.",,,,,"Industry by event or exposure; Industry by transportation incidents and homicides; Industry by private sector, government workers, and self-employed workers; Primary and secondary source of injury by major private industry division; Occupation by event or exposure; Occupation by transportation incidents and homicides; Worker characteristics by event or exposure; Event or exposure by age; Event or exposure by major private industry division; Number of fatal work injuries; Rate of fatal work injury per 100,000 workers; The manner in which workplace fatalities occurred; Difference in workplace fatality counts; The four most frequent work-related fatal events; Employment and fatality profiles by gender of worker; Fatal work injury incidents varied between men and women; Number of fatal work injuries involving Hispanic or Latino workers; Comparison of fatal work injury counts; Number and rate of fatal occupational injuries by private industry sector; Fatal occupational injuries in the private mining industry; Number and rate of fatal occupational injuries by major occupation groups; Number and rate of fatal occupational injuries for selected occupations; Selected occupations with the highest fatality rates; Fatal injury counts and most frequent event for selected occupations with large numbers of worker fatalities; Distribution of fatalities across occupations in the private construction industry, 2004-2005",,,,"Sheps Center, UNC-CH",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1826"
"1426","Consumer Expenditure Survey","CE","DataSet",,"Bureau of Labor Statistics (BLS) (U.S.)","US Census Bureau","https://www.ncbi.nlm.nih.gov/pubmed?term=consumer%20expenditure%20survey[tiab]&cmd=DetailsSearch",,"1",,,,"SAS, SPSS",,"To provide information on the buying habits of American consumers, including data on their expenditures, income, and consumer unit (families and single consumers) characteristics.","Prior to 1980, the CE was conducted about every 10 years.  As of 1980, the CE is an ongoing annual survey.","1972 forward","Diary Survey:  The annual target sample size is 6,050 participating sample units.  To achieve this target, the total estimated work load is 8,180 sample units.  This allows for refusals, vacancies, or nonexistent sample unit addresses.  Interview Survey:  Approximately 7,000 sample units are contacted each calendar quarter.  Allowing for bounding interviews and nonresponse, the number of participating sample units per quarter is targeted at approximately 5,000.","Households nationally representative of civilian noninstitutionalized households.","United States","Consumer unit","Diary Survey:  At the beginning of the 2-week collection period, the interviewer uses the Household Characteristics Questionnaire to record demographic characteristic information pertaining to CU members.  Also at this time, a diary for the first week is left with the participating CU.  At the completion of the first week, the interviewer picks up the diary, reviews the entries, clarifies any questions, and leaves a second diary for the following week.  At the end of the second week, the diary is picked up and reviewed.  At this point, the interviewer again uses the Household Characteristics Questionnaire to collect information on CU income, employment, and earnings of CU members.  These data, along with the other household characteristics information, permit data users to classify sample units for research purposes, and allow the Bureau of Labor Statistics to adjust population weights for CUs who do not cooperate in the survey.  Collection is carried out by the Bureau of the Census under contract with BLS.  The Diary Survey oversamples for holidays.  Interview Survey:  In the Interview Survey, each consumer unit is interviewed every 3 months over five calendar quarters. In the initial interview, information is collected on demographic and family characteristics and on the inventory of major durable goods of the consumer unit.  Expenditure information is also collected in this interview, but is used only to prevent duplicate reporting in subsequent interviews.  Expenditure information is collected in the second through the fifth interviews using uniform questionnaires.  Income and employment information is collected in the second and fifth interviews.  In the fifth interview, a supplement is used to account for changes in assets and liabilities.  The survey is a panel rotation survey.  Each panel is interviewed for five consecutive quarters and then dropped from the survey.  As one panel leaves the survey, a new panel is introduced.  Approximately 20 percent of the addresses are new to the survey each month.",,"Geriatric issues ||  health services utilization and access to care ||  health insurance issues ||  dental insurance ||  medical insurance ||  oral/craniofacial health expenditures",,"The Consumer Expenditure Survey is composed of 2 parts:  The Diary Survey and the Interview Survey.  The surveys target the total noninstitutionalized population (urban and rural) of the United States in 1980, 1984, and thereafter.  The surveys targeted the urban noninstitutionalized population in 1981 through 1983.  The data are collected in independent quarterly Interview and weekly Diary Surveys of approximately 5,000 sample households. Each survey has its own independent sample, and each collects data on household income and socioeconomic characteristics.    The Diary Survey includes weekly expenditures of frequently purchased items such as food and beverages, tobacco, personal care products, and nonprescription drugs and supplies.   A Household Characteristics Questionnaire is completed to record demographic and family characteristics data pertaining to age, sex, race, marital status, and CU (consumer unit) relationships to each CU member.  Income information, such as wage, salary, unemployment compensation, child support, and alimony, as well as information on the employment of each CU member age 14 and over is collected.    The Interview Survey is designed to collect data on major items of expense which respondents can be expected to recall for 3 months or longer.  It includes monthly out-of-pocket expenditures such as housing, apparel, transportation, health care, insurance, and entertainment.  Global estimates are obtained for food and other selected items.  Up to 95 percent of total expenditures are covered in the Interview Survey.  Demographics, household characteristics, income including wage, salary, unemployment compensation, child support, and alimony, and other financial data are also collected.  Annual estimates are not dependent on the participation of a CU for the full five interviews.",,,,,"GENERAL Alcohol, demographics, household expenses, living expenses, Medicaid, medical expenditures, medical equipment, medical insurance, Medicare, medications, tobacco  ORAL HEALTH Dental care expenses, dental insurance, tobacco",,"The Interview and Diary Surveys are sample surveys and are subject to 2 types of errors, nonsampling and sampling.  Nonsampling errors can be attributed to many sources, such as differences in the interpretation of questions, inability or unwillingness of the respondent to provide correct information, mistakes in recording or coding the data obtained, and other errors of collection, response, processing, coverage, and estimation for missing data.  The full extent of nonsampling error is unknown.  Sampling errors occur because the survey data are collected from a sample and not from the entire population.  Tables with coefficients of variation and other reliability statistics are available on request.  Because the statistics are shown at the detailed item level, the tables are extensive.","The terms consumer unit, family, and household are used interchangeably for convenience.  A consumer unit consists of any of the following:  (1) all members of a particular household who are related by blood, marriage, adoption, or other legal arrangements; (2) a person living alone or sharing a household with others or living as a roomer in a private home or lodging house or in permanent living quarters in a hotel or motel, but who is financially independent; or (3) two or more persons living together who use their incomes to make joint expenditure decisions.  Financial independence is determined by the three major expense categories:  housing, food, and other living expenses.  To be considered financially independent, at least two of the three major expenditure categories have to be provided entirely or in part by the respondent.","ROW Sciences/FDC",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1426"
"1507","Employee Benefits Survey","EBS","DataSet",,"Bureau of Labor Statistics (BLS) (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=((%22employee%20benefits%22%5BTitle%2FAbstract%5D)%20AND%20%22survey%22%5BTitle%2FAbstract%5D)%20AND%20%22bls%22","The sample design for this survey is a 2-stage probability sample of detailed occupations.  The first stage of sample selection is a probability sample of establishments; the second stage is a probability sample of occupations within those establishments.  The sample of establishments is selected by first stratifying the sampling frame by industry group, and then by region and establishment employment.  Each sampled establishment within an industry group (stratum) has a probability of selection proportional to its number of employees.  Self-employed persons are excluded from the survey.","Federal",,,,,,,"Annual, ongoing","1979-present","5000-9999","The EBS covers the incidence and characteristics of employee benefit plans.","United States","Occupation within an establishment","Bureau field economists visit or contact sampled establishments by telephone to collect data for the survey.  To reduce the reporting burden, respondents are asked to provide documents describing their flexible benefits plans; reimbursement accounts; defined benefit pensions;  defined contribution plans; medical, dental, and vision care plans; and insurance plans.  BLS analyzes these plans in Washington to garner the required data",,,,"The survey collects incidence and provisions of the following benefit areas: paid holidays, paid vacations, paid personal leave, paid funeral leave, paid military leave, paid jury-duty leave, paid and unpaid family leave, paid sick leave, short-term disability insurance, long-term disability insurance, medical care, dental care, vision care, life insurance, defined benefit pension plans, defined contribution plans, flexible benefits plans, and reimbursement accounts.  Data are also collected on the incidence of the following additional benefits: severance pay, supplemental unemployment benefits, travel accident insurance, nonproduction cash bonuses, child care, adoption assistance, long-term care insurance, subsidized commuting, flexible work place, wellness programs, fitness center benefits, job-related and non-job-related educational assistance, and employee assistance programs.",,,,,,,,"The survey collects data from a sample of approximately 6,000 private sector and State and local government establishments.  The related survey: National Compensation Survey","Logicon/ROW Sciences","""employee benefits survey oral OR dental"" resulted in zero publications related to oral health.",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1507"
"2491","Injuries, Illnesses, and Fatalities","IIF","DataSet",,"Bureau of Labor Statistics (BLS) (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%28%28%22injuries%22%5BSubheading%5D%20OR%20%22injuries%22%5BAll%20Fields%5D%20OR%20%22wounds%20and%20injuries%22%5BMeSH%20Terms%5D%20OR%20%28%22wounds%22%5BAll%20Fields%5D%20AND%20%22injuries%22%5BAll%20Fields%5D%29%20OR%20%22wounds%20and%20injuries%22%5BAll%20Fields%5D%29%20AND%20Illnesses%5BAll%20Fields%5D%20AND%20Fatalities%5BAll%20Fields%5D%29%20AND%20IIF%5BAll%20Fields%5D&cmd=DetailsSearch",,,,,,,,"The Injuries, Illnesses, and Fatalities (IIF) program provides annual information on the rate and number of work-related injuries, illnesses, and fatal injuries, and how these statistics vary by incident, industry, geography, occupation, and other characteristics. These data are collected through the Survey of Occupational Injuries and Illnesses (SOII) and the Census of Fatal Occupational Injuries (CFOI).",,,,,,,,,"Accidents ||  Occupational ||  Mortality ||  Occupational Diseases ||  Risk Factors ||    Workplace ||    Wounds and Injuries",,"The Bureau of Labor Statistics annually reports on the number of workplace injuries, illnesses, and fatal injuries. Such information is useful in identifying industries with high rates or large numbers of injuries, illnesses and fatal injuries both nationwide and separately for those States participating in this program.    Since 1972, the survey has reported annually on the number of workplace injuries and illnesses in private industry and the frequency of those incidents. With the 1992 survey, BLS began collecting additional information on the more seriously injured or ill workers in the form of worker and case characteristics. At that time, BLS also initiated a separate Census of Fatal Occupational Injuries to count these tragic events more effectively than had been possible in the survey.    The BLS safety and health statistical system, therefore, presents three distinct types of data.    Summary data   which reports on the number and rate of injuries and illnesses by industry.  Case and demographic data  which provides additional details on the worker injured, the nature of the disabling condition, and the event and source producing that condition for those cases that involve one or more days away from work.  Fatal injury data  which provides information on 28 separate data elements including information on the worker, the fatal incident, and the machinery or equipment involved.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2491"
