"propertyid","tax_year","quickrefid","propertynumber","propertynumbersearch","propertyaddress","abstractblock","acres","propertytypekey","propertystatuscode","propertystatusdesc","propertystatuskey","propertytypedesc","propertytypecode","datecreated","datelastchanged","inactivedate","inactivereason","propertycomment","routingnumber","schooltaxingunits","taxingunitgroupcode","taxingunitgroupdesc","taxingunitgroupid","taxingunitlist","neighborhoodid","neighborhoodcode","neighborhooddesc","leaseid","leasenumber","mapnumber","propertyflags","totalagusevalue","totalassessedvalue","totalimpmktvalue","totallandmktvalue","totalpropmktvalue","totalsqftlivingarea","legaldescription","mhmodel","mhspace","mhtitle","subblock","sublotrange","sublot","subsection","subunit","propertylegaltype","township","townshiprange","townshipsection","tract","legallocationcode","legallocationdesc","serial","label","hudnumber","homeid","mhmake","mhmakedesc","propertylegallocid","situsaddress","address","streetnumber","unittypekey","unitnumber","streetdirectional","streetname","streetsuffix","city","streetsuffixdirectional","zip","state","dba","condobuilding","condopercentage","condounit","squarefeet","nonstandardaddress","datadate"
"298223","2023","P464036","P-14-P575-1344","P14P5751344","I00 - WMSN CO WSID #3",,,"PP","A","Active","A","BPP8-Lease Vehicle","BPP8","2008-06-06T16:33:14.690","2022-06-06T08:37:44.153",,,"DEL 2012 PER REND; NEW 2008",,,"TUG870","I00","428630","I00",,,,,,,"2012R3PP,2016XN,2017R5PP,2018R4PP,2019R4PP,2020R3PP,2021R3PP,2022R3PP,R12,R12E,R16,R16E,R17E,R18,R19,R1REND12,R1REND16,R1REND17,R1REND18,R1REND19,R1REND20,R1REND21,R1REND22,R20,R21,R22,WK17,WK18,WK19,WK20,WK21,WK22",,"IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS",,"LEASED VEHICLES IN WILLIAMSON COUNTY WSID #3",,,,,,,,,"PP",,,,,,,,,,,,,,"I00 - WMSN CO WSID #3","I00 - WMSN CO WSID #3",,,,,,,,,,,,,,,,"1","2022-09-10T02:00:03.210"
"387967","2023","P490899","P-16-P194-7040-4099-23","P16P1947040409923","109 TOM KITE CV, ROUND ROCK, TX  78664",,,"PP","A","Active","A","BPP4-GTO","BPP4","2018-03-05T07:00:46.013","2022-07-14T16:14:18.167",,,"NEW 2018 PER COMP",,"SRR","TUG132","CAD,F09,GWI,I00,J01,RFM,SRR,W09","407308","CAD,GWI,I00,J01,RFM,SRR,W09,F09",,,,,,,"2018R2PP,2019R2PP,2020R3PP,2021R2PP,PPXW,R1REND19,R1REND20,R1REND21,R1REND22",,"IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS",,"BUSINESS PERSONAL PROPERTY (@RESIDENCE) @ 109 TOM KITE CV",,,,,,,,,"PP",,,,,,,,,,,,,,"109 TOM KITE CV, ROUND ROCK, TX  78664",,"109",,,,"TOM KITE","CV","ROUND ROCK",,"78664","TX",,,,,,"0","2022-09-10T02:00:03.210"
"388027","2023","R566107","2-99-0001-T017-00-03","2990001T0170003","500 TERMINAL DR, HNGR #T17, GEORGETOWN, TX  78628",,,"RP","A","Active","A","C3","C3","2018-03-05T14:49:14.897","2022-03-24T07:37:52.880",,,,,"SGT","TUG7","CAD,CGT,GWI,RFM,SGT","407937","CAD,CGT,GWI,RFM,SGT","399950","G80IH","G80IH - Hangar/airport-west Georgetown",,,,"2018INQ2,2018R1OLNC,2019INQ1,2019R1OLNC,2020INQ3,2020R1OLNC,2021R1OLNC,2022R1OLNC","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","0.000000","H0001- Hanger Only Georgetown Airport Aw0013 Wright, D., Lot T17, Hanger T17, Type TD Acct 1690-05",,,,,,,,,"S",,,,,"H0001","H0001 - Hangar Only Georgetown Airport Aw0013 Wright, D.",,,,,,,"400100","500 TERMINAL DR, HNGR #T17, GEORGETOWN, TX  78628",,"500","HNGR","T17",,"TERMINAL","DR","GEORGETOWN",,"78628","TX",,,,,,"0","2022-09-10T02:00:03.210"
"319344","2023","R513244","R-17-W337-6000-0122-0007","R17W337600001220007","11400 W PARMER LN, UNIT #122, CEDAR PARK, TX  78613",,,"RP","A","Active","A","Residential","RES","2011-12-28T13:53:18.383","2022-07-17T07:01:42.380",,,"AMD'12 CONDO.",,"SLE","TUG19","CAD,CCP,GWI,J01,RFM,SLE,W09","407371","CAD,CCP,GWI,J01,RFM,SLE,W09","431025","L593O08E","L593O08E - PARADISO VILLA CONDO",,,"4-5808,4-5818","2013R1OLNC,2014HB3630,2014R1OLNC,2015HB3630,2015R1OLNC,2016HB3630,2016INQ2,2016R1OLNC,2017HB3630,2017INQ3,2017R1OLP,2018HB3630,2018INQ2,2018R1OLNC,2019HB3630,2019INQ2,2019R1OLP,2020HB3630,2020INQ1,2020R1OLP,2021HB3630,2021R1OLNC,2022R1OLNC,21NOCOMPNOT","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","1864.000000","C730 - PARADISO VILLAS CONDO, UNIT 122, 0.741% COMMON AREA INTEREST",,,,,,,,"122","C",,,,,"C730","C730 - PARADISO VILLAS CONDO",,,,,,,"454622","11400 W PARMER LN, UNIT #122, CEDAR PARK, TX  78613",,"11400","UNIT","122","W","PARMER","LN","CEDAR PARK",,"78613","TX",,,"0.741","122",,"0","2022-09-10T02:00:03.210"
"319379","2023","R513288","R-16-4939-0000-0252","R16493900000252","13517 NIGHT HERON DR, AUSTIN, TX  78729",,,"RP","A","Active","A","Residential","RES","2011-12-30T11:05:47.490","2022-08-01T10:27:45.090",,,"AMD'12 CONDO.",,"SRR","TUG3","CAD,F90,GWI,J01,M15,RFM,SRR,W09","407493","CAD,F90,GWI,J01,M15,RFM,SRR,W09","434168","R369O","R369O - PARMER VILLAGE CONDOS",,,"4-7408","2013R1OLNC,2014HB3630,2014R1OLNC,2015HB3630,2015R1OLNC,2016HB3630,2016INQ2,2016R1OLNC,2017HB3630,2017INQ1,2017R1OLP,2018HB3630,2018INQ3,2018R1OLNC,2019INQ3,2019R1OLP,2020INQ2,2020R1OLP,2021R1OLP,2022R1OLP,21NOCOMPNOT,ELA,TUPCT","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","1916.000000","C760 - PARMER VILLAGE CONDO, UNIT 252, 0.362% COMMON AREA INTEREST, (PH 11), [TU Pcts]",,,,,,,,"252","C",,,,,"C760","C760 - PARMER VILLAGE CONDO",,,,,,,"454652","13517 NIGHT HERON DR, AUSTIN, TX  78729",,"13517",,,,"NIGHT HERON","DR","AUSTIN",,"78729","TX",,,"0.362","252",,"0","2022-09-10T02:00:03.210"
"298228","2023","R494592","R-11-0421-0000-0027E","R11042100000027E","IH 35, JARRELL, TX  76537",,"0.589","RP","A","Active","A","Land","L","2008-06-10T10:13:16.883","2022-07-11T13:52:09.367",,,,,"SJA","TUG817","CAD,CJA,F02,GWI,RFM,SJA","426164","CAD,F02,GWI,RFM,SJA,CJA","400671","N11TR","N11TR - Jarrell Transitional",,,"2-3236","2013R1OLNC,2014R1OLNC,2015R1OLNC,2016INQ3,2016R1OLNC,2017INQ1,2017R1OLNC,2018INQ1,2018R1OLNC,2019INQ2,2019R1OLNC,2020INQ1,2020R1OLNC,2021R1OLNC,2022R1OLNC","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS",,"AW0421 - Manchaca, A. Sur., ACRES 0.589",,,,,,,,,"A",,,,,"AW0421","AW0421 - Manchaca, A. Sur.",,,,,,,"398891","IH 35, JARRELL, TX  76537",,,,,,"IH 35",,"JARRELL",,"76537","TX",,,,,,"0","2022-09-10T02:00:03.210"
"187623","2023","R360165","R-17-W322-505G-0028-0009","R17W322505G00280009","2808 BLUEJAY DR, CEDAR PARK, TX  78613",,,"RP","A","Active","A","Residential","RES","2003-10-30T19:44:39.000","2022-07-19T22:15:05.800",,,"SUPP #2 OA00; HS FOR PREVIOUS OWNER. SUB'97 PLAT M/283 2/21/96 (9/25/96) FROM W055-1000-0011-A009 (R097918) 16.942 AC PER M/KH.",,"SLE","TUG19","CAD,CCP,GWI,J01,RFM,SLE,W09","407371","CAD,CCP,GWI,J01,RFM,SLE,W09","397220","L334592F","L334592F - OAKWOOD GLEN/CYPRESS MILL",,,"4-7428","2013HB3630,2013R1OLNC,2014HB3630,2014R1OLP,2015HB3630,2015R1OLP,2016INQ1,2016R1OLP,2017INQ1,2017R1OLP,2018INQ2,2018R1OLP,2019INQ2,2019R1OLP,2020INQ1,2020R1OLP,2021R1OLP,2022R1OLP,22NOTICEGRID","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","2057.000000","S6258 - Cypress Mill 1 Sec 5, BLOCK G, Lot 28",,,,"G",,"28",,,"S",,,,,"S6258","S6258 - Cypress Mill 1 Sec 5",,,,,,,"404707","2808 BLUEJAY DR, CEDAR PARK, TX  78613","2808 BLUEJAY DR CEDAR PARK, TX 78613","2808",,,,"BLUEJAY","DR","CEDAR PARK",,"78613","TX",,,"0",,,"0","2022-09-10T02:00:03.210"
"187627","2023","R360169","R-17-W322-505G-0032-0009","R17W322505G00320009","2816 BLUEJAY DR, CEDAR PARK, TX  78613",,,"RP","A","Active","A","Residential","RES","2003-10-30T19:44:39.000","2022-07-19T21:51:05.303",,,"SUB'97 PLAT M/283 2/21/96 (9/25/96) FROM W055-1000-0011-A009 (R097918) 16.942 AC PER M/KH.",,"SLE","TUG19","CAD,CCP,GWI,J01,RFM,SLE,W09","407371","CAD,CCP,GWI,J01,RFM,SLE,W09","397220","L334592F","L334592F - OAKWOOD GLEN/CYPRESS MILL",,,"4-7428","2013R1OLP,2014R1OLP,2015R1OLP,2016INQ1,2016R1OLP,2017INQ1,2017R1OLP,2018INQ2,2018R1OLP,2019INQ2,2019R1OLP,2020INQ1,2020R1OLP,2021R1OLP,2022R1OLP,22NOTICEGRID","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","1593.000000","S6258 - Cypress Mill 1 Sec 5, BLOCK G, Lot 32",,,,"G",,"32",,,"S",,,,,"S6258","S6258 - Cypress Mill 1 Sec 5",,,,,,,"404707","2816 BLUEJAY DR, CEDAR PARK, TX  78613","2816  DR CEDAR PARK, TX 78613","2816",,,,"BLUEJAY","DR","CEDAR PARK",,"78613","TX",,,"0",,,"0","2022-09-10T02:00:03.210"
"187633","2023","R360175","R-17-W322-505H-0003-0009","R17W322505H00030009","2805 BLUEJAY DR, CEDAR PARK, TX  78613",,,"RP","A","Active","A","Residential","RES","2003-10-30T19:44:39.000","2022-07-19T20:18:09.893",,,"SUB'97 PLAT M/283 2/21/96 (9/25/96) FROM W055-1000-0011-A009 (R097918) 16.942 AC PER M/KH.",,"SLE","TUG19","CAD,CCP,GWI,J01,RFM,SLE,W09","407371","CAD,CCP,GWI,J01,RFM,SLE,W09","397220","L334592F","L334592F - OAKWOOD GLEN/CYPRESS MILL",,,"4-7428","2013R1OLP,2014R1OLP,2015R1OLP,2016INQ1,2016R1OLP,2017INQ1,2017R1OLP,2018INQ2,2018R1OLP,2019INQ2,2019R1OLP,2020INQ1,2020R1OLP,2021R1OLP,2022R1OLP,22NOTICEGRID","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","2018.000000","S6258 - Cypress Mill 1 Sec 5, BLOCK H, Lot 3",,,,"H",,"3",,,"S",,,,,"S6258","S6258 - Cypress Mill 1 Sec 5",,,,,,,"404707","2805 BLUEJAY DR, CEDAR PARK, TX  78613","2805 BLUEJAY DR CEDAR PARK, TX 78613","2805",,,,"BLUEJAY","DR","CEDAR PARK",,"78613","TX",,,"0",,,"0","2022-09-10T02:00:03.210"
"187712","2023","R360262","R-20-1300-0200-0026A","R20130002000026A","30205 OAK TREE DR, GEORGETOWN, TX  78628",,"0.416","RP","A","Active","A","Residential","RES","2003-10-30T19:44:39.000","2022-07-19T22:42:24.360",,,"RESUB'97 (10/1/96) SPLIT FROM ACCT 1300-0011-0073 (R016226), S6377, N/168, FILED 7/31/96, AKH/ARM.",,"SGT","TUG7","CAD,CGT,GWI,RFM,SGT","407937","CAD,CGT,GWI,RFM,SGT","397545","G110693B","G110693B - Berry Creek Sec 1,3, & 10",,,"2-0826","2013PC,2013R1OLP,2014R1OLP,2015R1OLP,2016INQ1,2016R1OLP,2017INQ3,2017R1OLP,2018INQ1,2018R1OLP,2019INQ1,2019R1OLP,2020INQ2,2020R1OLP,2021R1OLP,2022R1OLP,22NOTICEGRID","0.000000","IN PROGRESS","IN PROGRESS","IN PROGRESS","IN PROGRESS","4298.000000","S6377 - Berry Creek Sec 2 Resub Lt 26 Blk E, Lot 26A, ACRES 0.416",,,,,,"26A",,,"S",,,,,"S6377","S6377 - Berry Creek Sec 2 Resub Lt 26 Blk E",,,,,,,"404842","30205 OAK TREE DR, GEORGETOWN, TX  78628","30205 OAK TREE DR GEORGETOWN, TX 78628","30205",,,,"OAK TREE","DR","GEORGETOWN",,"78628","TX",,,"0",,,"0","2022-09-10T02:00:03.210"
