"federal_provider_number","provider_name","provider_address","provider_city","provider_state","provider_zip_code","organization_name","first_name","last_name","role_description","location","processing_date"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"SCOTT","CARPENTER","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"DAVID","DANGERFIELD","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"LAWRENCE","DEANS","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"CHRISTIE","FRANKLIN","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"LEWIS","GARRETT","5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"LEWIS","GARRETT","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"CHARLES","GONZALES","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"RITA","HESS","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"CHARLES","KIRTON","5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"CHARLES","KIRTON","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"KENNETH","KNAPTON","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"FAYE","LINCOLN","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"JAMES","MASON","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"ANNE","STUART","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"BRIAN","SWINTON","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"CARL","TIPPETS","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302",,"ROBERT","WOLTIL","DIRECTOR/OFFICER","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON CARE CENTER-BRIGHAM CITY, LLC",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON CARE LLC",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON HEALTH CARE MANAGEMENT, INC.",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON HEALTH CARE MANAGEMENT, INC.",,,"OPERATIONAL/MANAGERIAL CONTROL","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON HEALTH CARE, INC.",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON HOLDING, INC.",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465020","PIONEER CARE CENTER","815 SOUTH 200 WEST","BRIGHAM CITY","UT","84302","AVALON OF UTAH, LLC",,,"5% OR MORE OWNERSHIP INTEREST","815 SOUTH 200 WEST
BRIGHAM CITY, UT 84302
(41.494939758000044, -112.01917363599995)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"JOSEPH","ALEGRE","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"JOSEPH","ALEGRE","OPERATIONAL/MANAGERIAL CONTROL","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"MARK","BALLIF","5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"MARK","BALLIF","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"MYRNA","DEGUZMAN","MANAGING EMPLOYEE","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"MATTHEW","HOWARD","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"MATTHEW","HOWARD","MANAGING EMPLOYEE","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"PAUL","HUBBARD","5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"PAUL","HUBBARD","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"PHYLLIS","PUGH","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"PHYLLIS","PUGH","OPERATIONAL/MANAGERIAL CONTROL","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"CURTIS","RODRIGUEZ","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"TOBY","TILFORD","DIRECTOR/OFFICER","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117",,"TOBY","TILFORD","OPERATIONAL/MANAGERIAL CONTROL","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","ALLPRO INC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","AUBURN MANOR HOLDING CORP",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","BAY BRIDGE CAPITAL PARTNERS, LLC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","CROSSWINDS TRUST",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","FLOWER FARM GROUP, LLC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","GENERAL ELECTRIC CAPITAL CORPORATION",,,"5% OR GREATER MORTGAGE INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","GI PLUM HOLDCO LLC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","HORIZON WEST HEALTHCARE, INC.",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","PLUM HEALTHCARE GROUP, LLC",,,"OPERATIONAL/MANAGERIAL CONTROL","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","PLUM OPCO HOLDINGS, LLC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465049","SPRING CREEK HEALTHCARE CENTER","4600 SOUTH HIGHLAND DRIVE","SALT LAKE CITY","UT","84117","SISU HOLDINGS, LLC",,,"5% OR MORE OWNERSHIP INTEREST","4600 SOUTH HIGHLAND DRIVE
SALT LAKE CITY, UT 84117
(40.671437336000054, -111.84072305099994)","########"
"465055","DESERET HEALTH AND REHAB AT FEDERAL HEIGHTS","41 SOUTH 900 EAST","SALT LAKE CITY","UT","84102",,"MATTHEW","ALEXANDER","MANAGING EMPLOYEE","41 SOUTH 900 EAST
SALT LAKE CITY, UT 84102
(40.76810113000005, -111.86528409499999)","########"
"465055","DESERET HEALTH AND REHAB AT FEDERAL HEIGHTS","41 SOUTH 900 EAST","SALT LAKE CITY","UT","84102",,"LARS","ELLIOTT","DIRECTOR/OFFICER","41 SOUTH 900 EAST
SALT LAKE CITY, UT 84102
(40.76810113000005, -111.86528409499999)","########"
"465055","DESERET HEALTH AND REHAB AT FEDERAL HEIGHTS","41 SOUTH 900 EAST","SALT LAKE CITY","UT","84102",,"GARETT","ROBERTSON","DIRECTOR/OFFICER","41 SOUTH 900 EAST
SALT LAKE CITY, UT 84102
(40.76810113000005, -111.86528409499999)","########"
