"agency_number","agency_name","count_of_current_employees","job_title","job_min_hourly_rate","job_max_hourly_rate"
"20","Judicial Branch","1","AUDIT COORDINATOR","16.39","24.61"
"20","Judicial Branch","1","AUDITOR I","17.29","28.96"
"20","Judicial Branch","1","AUDITOR II","19.28","32.29"
"20","Judicial Branch","2","BUDGET & ACCOUNTING OFFICER III","20.35","30.57"
"20","Judicial Branch","2","BUDGET & ACCOUNTING OFFICER IV","23.95","36.98"
"20","Judicial Branch","3","BUSINESS APPLICATION TECHNICIAN I","19.28","28.96"
"20","Judicial Branch","1","BUSINESS APPLICATION TECHNICIAN II","23.31","40.11"
"20","Judicial Branch","1","CAPITAL LITIGATION RESEARCH ATTORNEY","25.47","43.82"
"20","Judicial Branch","4","CASA VOLUNTEER COORD I","13.93","20.92"
"20","Judicial Branch","5","CASA VOLUNTEER COORDINATOR II","17.29","28.19"
"20","Judicial Branch","4","CASE LOAD COORDINATOR I","14.71","22.08"
"20","Judicial Branch","5","CENTRAL STAFF ATTORNEY","25.98","44.70"
"20","Judicial Branch","13","CHIEF PROBATION OFFICER","23.95","35.98"
"20","Judicial Branch","13","CLERK OF COURT ","23.95","35.98"
"20","Judicial Branch","1","COMMUNICATIONS DIRECTOR","24.61","36.98"
"20","Judicial Branch","11","COURT COMMISSIONER","1.00","58.66"
"20","Judicial Branch","3","COURT E-FILING SPECIALIST","25.29","39.04"
"20","Judicial Branch","1","COURT FACILITIES MANGER","28.96","47.20"
"20","Judicial Branch","1","COURT INTERPRETER COORDINATOR","17.29","28.19"
"20","Judicial Branch","7","COURT PROGRAM COORDINATOR I","18.75","28.19"
"20","Judicial Branch","3","COURT PROGRAM COORDINATOR II","22.68","34.08"
"20","Judicial Branch","1","COURT SECURITY DIRECTOR","29.75","44.70"
"20","Judicial Branch","1","COURT SERVICES SPECIALIST","17.76","27.43"
"20","Judicial Branch","1","COURTS TRANSCRIPT COORDINATOR","14.56","23.71"
"20","Judicial Branch","1","DATA BASE ADMINISTRATOR","34.08","49.83"
"20","Judicial Branch","1","DEP COURT ADMINISTRATOR","42.35","63.60"
"20","Judicial Branch","15","DEPUTY PROBATION OFFICER I","12.16","18.25"
"20","Judicial Branch","16","DEPUTY PROBATION OFFICER II","13.54","20.35"
"20","Judicial Branch","3","DEPUTY PROBATION OFFICER III","15.11","22.68"
"20","Judicial Branch","3","DEPUTY PROBATION OFFICER SUPERVISOR","16.84","25.29"
"20","Judicial Branch","1","DIRECTOR, COURT SERVICES","30.57","45.93"
"20","Judicial Branch","1","DIRECTOR, GUARDIAN AD LITEM","33.18","49.83"
"20","Judicial Branch","1","DIRECTOR, INFO TECHNOLOGY","36.98","60.25"
"20","Judicial Branch","1","DIRECTOR INTERNAL AUDIT","28.96","43.51"
"20","Judicial Branch","1","DIRECTOR OF HUMAN RESOURCES","30.57","45.93"
"20","Judicial Branch","1","DIRECTOR, STATE LAW LIBRARY","30.57","45.93"
"20","Judicial Branch","1","DIRECTOR, UTAH JUDICIAL INSTITUTE","30.57","45.93"
"20","Judicial Branch","71","DIST COURT JUDGE","0.00","0.00"
"20","Judicial Branch","1","DISTRICT COURT ADMIN","35.98","54.06"
"20","Judicial Branch","1","DOMESTIC CASE MANAGER","19.81","29.75"
"20","Judicial Branch","1","EDUCATION ASSISTANT II","15.52","24.61"
"20","Judicial Branch","1","EDUCATION PROGRAM ASSISTANT I","14.71","22.08"
"20","Judicial Branch","2","EDUCATION PROGRAM COORDINATOR","19.28","28.96"
"20","Judicial Branch","1","ENTERPRISE SYSTEMS MANAGER","34.08","51.20"
"20","Judicial Branch","1","EXECUTIVE ASSISTANT","17.29","25.98"
"20","Judicial Branch","28","GAL ATTY I","23.95","35.98"
"20","Judicial Branch","7","GAL ATTY II","26.69","40.11"
"20","Judicial Branch","7","GAL ATTY III","29.75","44.70"
"20","Judicial Branch","3","GAL INVESTIGATOR","14.71","22.08"
"20","Judicial Branch","1","GENERAL COUNSEL","38.00","57.07"
"20","Judicial Branch","2","GUARDIAN AD LITEM OFFICE MANAGER","17.29","28.19"
"20","Judicial Branch","1","HUMAN RESOURCES OPERATIONAL SUPPORT","14.42","21.64"
"20","Judicial Branch","1","HUMAN RESOURCES REP II","18.75","29.75"
"20","Judicial Branch","1","HUMAN RESOURCES REP III","20.92","33.18"
"20","Judicial Branch","1","INFORMATION ANALYST II","22.08","33.18"
"20","Judicial Branch","1","INFORMATION SVCS ASST I","11.21","16.84"
"20","Judicial Branch","7","INFRASTRUCTURE ARCHITECT","27.43","47.20"
"20","Judicial Branch","1","INFRASTRUCTURE SERVICES MANAGER","34.08","51.20"
"20","Judicial Branch","5","INFRASTRUCTURE SUPPORT SPECIALIST I","19.28","28.96"
"20","Judicial Branch","1","INFRASTRUCTURE SUPPORT SPECIALIST II","23.31","40.11"
"20","Judicial Branch","5","JUDICIAL ASSISANT - UNDERFILL","13.84","14.56"
"20","Judicial Branch","75","JUDICIAL ASSISTANT I","14.56","23.71"
"20","Judicial Branch","156","JUDICIAL ASSISTANT II","15.37","25.03"
"20","Judicial Branch","63","JUDICIAL ASSISTANT III","16.23","26.44"
"20","Judicial Branch","69","JUDICIAL CASE MANAGER","18.07","29.46"
"20","Judicial Branch","21","JUDICIAL SERVICE REPRESENTATIVE I","12.48","19.28"
"20","Judicial Branch","12","JUDICIAL SERVICE REPRESENTATIVE II","13.06","20.70"
"20","Judicial Branch","27","JUDICIAL SERVICE REPRESENTATIVE III","13.79","22.46"
"20","Judicial Branch","10","JUDICIAL SERVICES MANAGER","17.41","28.37"
"20","Judicial Branch","1","JUVENILE COURT ADMIN","35.98","54.06"
"20","Judicial Branch","30","JUVENILE COURT JUDGE","0.00","0.00"
"20","Judicial Branch","1","JUVENILE COURT PROGRAM COORDINATOR I","18.75","28.19"
"20","Judicial Branch","2","JUVENILE COURT PROGRAM COORDINATOR III","23.95","35.98"
"20","Judicial Branch","36","LAW CLERK","22.86","25.48"
"20","Judicial Branch","1","LEAD CHILD WELFARE MEDIATOR","22.68","34.08"
"20","Judicial Branch","9","LEGAL SECRETARY I","13.54","20.35"
"20","Judicial Branch","10","LEGAL SECRETARY II","15.11","22.68"
"20","Judicial Branch","2","MANAGEMENT ANALYST I","18.25","27.43"
"20","Judicial Branch","1","MANAGEMENT ANALYST III","22.68","34.08"
"20","Judicial Branch","4","MEDIATOR","20.92","31.42"
"20","Judicial Branch","2","OFFICE TECHNICIAN I","9.01","13.54"
"20","Judicial Branch","1","ONLINE TRAINING PROGRAM SPECIALIST, COURTS","19.42","30.79"
"20","Judicial Branch","5","POST RETIRED EMPLOYEE (NON-EXEMPT), COURTS","0.01","50.00"
"20","Judicial Branch","23","PROBATION OFFICER I","16.84","25.29"
"20","Judicial Branch","24","PROBATION OFFICER II","18.75","28.19"
"20","Judicial Branch","114","PROBATION OFFICER III","20.92","31.42"
"20","Judicial Branch","21","PROBATION SUPERVISOR","22.68","34.08"
"20","Judicial Branch","1","PROGRAM DIRECTOR ADR","24.61","36.98"
"20","Judicial Branch","1","PURCHASING AGENT I","16.39","24.61"
"20","Judicial Branch","3","RECEPTIONIST","9.26","13.93"
"20","Judicial Branch","1","REFERENCE LIBRARIAN","19.81","31.42"
"20","Judicial Branch","2","SECRETARY II","10.92","16.39"
"20","Judicial Branch","5","SELF-HELP CENTER ATTORNEY","23.48","35.27"
"20","Judicial Branch","44","SR JUDGE","65.37","65.37"
"20","Judicial Branch","3","STAFF ATTORNEY","23.95","35.98"
"20","Judicial Branch","4","STAFF INTERPRETER - SPANISH","22.34","22.34"
"20","Judicial Branch","1","STATE COURT ADMINISTRATOR","63.29","75.00"
"20","Judicial Branch","2","SUPPORT SERVICES COORD I","16.92","25.41"
"20","Judicial Branch","7","SUPPORT SERVICES COORD II","18.83","28.58"
"20","Judicial Branch","4","SUPREME COURT JUSTICE","0.00","0.00"
"20","Judicial Branch","17","TEAM MANAGER","20.15","32.84"
"20","Judicial Branch","7","TEMPORARY FLSA NON-EXEMPT JOB, COURTS","0.01","60.00"
"20","Judicial Branch","3","TRAINING COORDINATOR","17.76","28.19"
"20","Judicial Branch","11","TRIAL COURT EXECUTIVE","30.57","48.50"
"20","Judicial Branch","1","TRIAL COURT PROGRAM ADMINISTRATOR","22.08","34.08"
"20","Judicial Branch","1","VICTIM COORDINATOR","11.84","17.76"
"20","Judicial Branch","1","WEB PUBLISHER","19.28","30.57"
"30","Capitol Preservation","1","ASSISTANT VISITOR SERVICES COORDINATOR","12.00","22.00"
"30","Capitol Preservation","2","CPB FUNCTION SUPPORT","11.92","17.89"
"30","Capitol Preservation","3","CPB, TEMP FLSA NON-EXEMPT JOB","0.00","25.00"
"30","Capitol Preservation","1","EXECUTIVE DIRECTOR, CAPITOL PRESERVATION","37.13","50.94"
"30","Capitol Preservation","1","INVENTORY COORDINATOR, CAPITOL PRESERVATION BOARD","16.50","26.17"
"30","Capitol Preservation","1","OFFICE SPECIALIST I","10.41","17.89"
"30","Capitol Preservation","1","SUPPORT SERVICES COORD II, APPOINTED","17.89","26.89"
"50","State Treasurer","1","ACCOUNTING TECHNICIAN IV, APPOINTED","14.42","22.85"
"50","State Treasurer","1","ADMINISTRATIVE SECRETARY, APPOINTED","12.93","22.24"
"50","State Treasurer","1","AUDITOR II, APPOINTED","17.89","31.65"
"50","State Treasurer","1","AUDITOR III, APPOINTED","21.06","35.27"
"50","State Treasurer","1","CHIEF DEPUTY STATE TREASURER","35.27","52.99"
"50","State Treasurer","1","DIRECTOR LEGISLATIVE & GOVERNMENT AFFAIRS","32.52","54.44"
"50","State Treasurer","1","FINANCIAL ANALYST I, APPOINTED","15.22","24.13"
"50","State Treasurer","1","FINANCIAL ANALYST II, APPOINTED","16.95","26.89"
"50","State Treasurer","1","FINANCIAL ANALYST III, APPOINTED","18.90","29.97"
"50","State Treasurer","1","FINANCIAL MANAGER, STATE TREASURER'S OFFICE","30.80","46.27"
"50","State Treasurer","1","INVESTMENT OFFICER","35.27","52.99"
"50","State Treasurer","6","OFFICE SPECIALIST II, APPOINTED","11.60","19.95"
"50","State Treasurer","1","OFFICE TECHNICIAN II, APPOINTED","9.86","16.50"
"50","State Treasurer","1","PROGRAM SPECIALIST I, APPOINTED","16.07","30.67"
"50","State Treasurer","2","SENIOR RESEARCH ANALYST, APPOINTED","15.64","29.17"
"50","State Treasurer","1","STATE TREASURER","1.00","50.00"
"50","State Treasurer","1","UNCLAIMED PROPERTY ADMINISTRATOR","35.27","52.99"
"60","Governor's Office","3","ACCOUNTING TECHNICIAN II, APPOINTED","10.99","17.41"
"60","Governor's Office","1","ACCOUNTING TECHNICIAN III, APPOINTED","11.60","21.36"
"60","Governor's Office","1","ADMIN ASSIST TO CHIEF OF STAFF","18.18","29.77"
"60","Governor's Office","2","ADMIN ASSIST TO DIR, COMMUNICATIONS","12.81","21.73"
"60","Governor's Office","1","ADMIN ASSIST TO POLICY AND EDUCATION DIRECTORS","12.81","26.00"
"60","Governor's Office","7","ADMINISTRATIVE ASSISTANT, APPOINTED","14.42","24.79"
"60","Governor's Office","4","ADMINISTRATIVE ASSISTANT, GOVR","10.04","28.20"
"60","Governor's Office","3","ADVISOR TO THE GOVERNOR","26.34","65.00"
"60","Governor's Office","1","ASSISTANT DIRECTOR, APPOINTED","20.00","99.99"
"60","Governor's Office","1","ASST DIRECTOR, TRAVEL DEVELOPMENT","15.43","50.00"
"60","Governor's Office","47","BOARD/COMMISSION MEMBER","0.00","0.00"
"60","Governor's Office","1","BUDGET & ACCOUNTING OFFICER, APPOINTED","19.95","29.97"
"60","Governor's Office","5","BUDGET AND FINANCE OPERATIONS SPECIALIST, GOMB","21.64","44.33"
"60","Governor's Office","4","BUDGET AND POLICY ANALYST/ECONOMIST, GOMB","33.41","49.93"
"60","Governor's Office","1","BUDGET DIRECTOR & CHIEF ECONOMIST, APPOINTED","41.25","67.74"
"60","Governor's Office","1","BUSINESS ANALYST, APPOINTED","15.64","28.39"
"60","Governor's Office","1","BUSINESS ANALYST SUPERVISOR, APPOINTED","28.39","46.27"
"60","Governor's Office","1","CHIEF OF STAFF TO THE GOVERNOR","27.58","77.00"
"60","Governor's Office","4","CLAIMS TECHNICIAN, APPOINTED","10.41","18.50"
"60","Governor's Office","1","COLLECTION AGENT","13.28","21.06"
"60","Governor's Office","4","CONTRACT/GRANT ANALYST I, APPOINTED","15.64","26.89"
"60","Governor's Office","1","CONTRACT/GRANT ANALYST II, APPOINTED","19.95","33.41"
"60","Governor's Office","1","DEPUTY CHIEF & GENERAL COUNSEL","27.58","70.89"
"60","Governor's Office","1","DEPUTY CHIEF OF STAFF","44.06","66.19"
"60","Governor's Office","1","DEPUTY DIRECTOR, CCJJ","35.27","52.99"
"60","Governor's Office","1","DEPUTY DIRECTOR, ELECTIONS","17.89","35.00"
"60","Governor's Office","1","DEPUTY DIRECTOR, GOED","25.00","100.00"
"60","Governor's Office","1","DIRECTOR, BOARDS AND COMMISSIONS","14.48","29.77"
"60","Governor's Office","1","DIRECTOR, CRIME VICTIM REPARATION","32.52","48.85"
"60","Governor's Office","1","DIRECTOR, GOVERNORS OFFICE OF ECONOMIC DEVELOPMENT","32.52","77.03"
"60","Governor's Office","1","DIRECTOR, JUDICIAL PERF EVALUATION COMMISSION","37.25","55.94"
"60","Governor's Office","1","DIRECTOR OF COMMUNICATIONS, GOVERNORS OFFICE","36.44","65.00"
"60","Governor's Office","1","DIRECTOR OF ELECTIONS","26.00","54.88"
"60","Governor's Office","1","DIRECTOR, OFFICE OF DOMESTIC/SEXUAL VIOLENCE","27.63","41.51"
"60","Governor's Office","1","DIRECTOR, OFFICE OF ENERGY DEVELOPMENT","28.39","65.00"
"60","Governor's Office","1","DIRECTOR OF POLICY","27.58","65.35"
"60","Governor's Office","1","DIRECTOR OF THE OFFICE OF THE FIRST LADY","19.82","29.77"
"60","Governor's Office","2","DIRECTOR OPERATIONAL EXCELLENCE, APPOINTED","41.25","67.74"
"60","Governor's Office","1","DIRECTOR, RESEARCH AND DATA","27.63","41.51"
"60","Governor's Office","1","DIRECTOR, SENTENCING COMMISSION","27.63","41.51"
"60","Governor's Office","1","DIR, UTAH SUBSTANCE ABUSE & ANTI-VIOLENCE COUNCIL","27.63","41.51"
"60","Governor's Office","1","EXEC DIRECTOR, OFFICE OF MANAGEMENT AND BUDGET","32.52","77.03"
"60","Governor's Office","1","EXECUTIVE ASSISTANT, APPOINTED","17.89","30.80"
"60","Governor's Office","1","EXECUTIVE ASSISTANT, GOV'S OFFICE","17.89","34.80"
"60","Governor's Office","1","EXECUTIVE DIRECTOR, CCJJ","32.52","77.03"
"60","Governor's Office","1","EXECUTIVE DIRECTOR, STEM ACTION CENTER","32.52","52.90"
"60","Governor's Office","1","EXECUTIVE SECRETARY, APPOINTED","12.58","19.95"
"60","Governor's Office","5","FEDERAL PROCUREMENT SPEC","0.00","100.00"
"60","Governor's Office","7","FELLOW, APPOINTED","11.00","25.00"
"60","Governor's Office","3","FINANCIAL MANAGER I, APPOINTED","22.24","35.27"
"60","Governor's Office","2","FINANCIAL MANAGER II, APPOINTED","24.79","49.15"
"60","Governor's Office","1","FIRST LADY","1.00","1.00"
"60","Governor's Office","1","GOVERNOR","0.00","52.63"
"60","Governor's Office","1","GOVERNOR'S EXECUTIVE ASSISTANT AND SCHEDULER","19.82","46.00"
"60","Governor's Office","1","HOUSEHOLD AIDE, GOVR","9.28","15.71"
"60","Governor's Office","3","INTERN","7.25","25.00"
"60","Governor's Office","6","INTERN - TIME LIMITED","7.25","25.00"
"60","Governor's Office","1","LEGAL ASSISTANT (PARALEGAL) II, APPOINTED","17.41","26.17"
"60","Governor's Office","1","LT GOVERNOR","0.00","50.00"
"60","Governor's Office","1","LT GOVERNOR'S EXECUTIVE ASSISTANT-APPOINTED","17.89","30.00"
"60","Governor's Office","3","MANAGING DIRECTOR","11.38","100.00"
"60","Governor's Office","1","MANSION MANAGER","13.55","27.78"
"60","Governor's Office","1","OFFICE ADMINISTRATOR, APPOINTED","14.38","34.77"
"60","Governor's Office","1","OFFICE ADMINISTRATOR, LT GOVERNOR","13.00","34.77"
"60","Governor's Office","2","OFFICE SPECIALIST I, APPOINTED","10.41","17.89"
"60","Governor's Office","1","OFFICE SPECIALIST II, APPOINTED","11.60","19.95"
"60","Governor's Office","1","OFFICE TECHNICIAN I, APPOINTED","9.08","14.42"
"60","Governor's Office","5","OFFICE TECHNICIAN II, APPOINTED","9.86","16.50"
"60","Governor's Office","3","OPERATIONAL EXCELLENCE CONSULTANT, APPOINTED","39.25","63.74"
"60","Governor's Office","1","PERFORMANCE MEASUREMENT DATA MANAGER, APPOINTED","35.25","57.74"
"60","Governor's Office","8","PROGRAM COORDINATOR, APPOINTED","11.38","100.00"
"60","Governor's Office","8","PROGRAM DIRECTOR, APPOINTED","0.00","100.00"
"60","Governor's Office","17","PROGRAM MANAGER, APPOINTED","21.64","50.00"
"60","Governor's Office","36","PROGRAM SPECIALIST, EXEMPT","0.00","100.00"
"60","Governor's Office","2","PROGRAM SPECIALIST I, APPOINTED","16.07","30.67"
"60","Governor's Office","1","PROGRAM SPECIALIST II","19.42","29.17"
"60","Governor's Office","4","PROGRAM SPECIALIST II, APPOINTED","19.42","32.38"
"60","Governor's Office","2","PROGRAM SPECIALIST III, APPOINTED","21.64","32.52"
"60","Governor's Office","1","PUBLIC INFORMATION OFFICER I, APPOINTED ","22.85","34.33"
"60","Governor's Office","1","PUBLIC INFORMATION OFFICER II, APPOINTED","26.89","44.00"
"60","Governor's Office","5","RECEPTIONIST, GOVR","9.07","22.00"
"60","Governor's Office","1","RESEARCH ANALYST, APPOINTED","16.95","35.27"
"60","Governor's Office","1","RESEARCH CONSULTANT I, APPOINTED","19.42","32.52"
"60","Governor's Office","2","RESEARCH CONSULTANT II, APPOINTED","23.48","39.00"
"60","Governor's Office","1","RETAIL STORE MANAGER I, APPOINTED","11.92","19.95"
"60","Governor's Office","1","SENIOR BUSINESS ANALYST, APPOINTED","19.42","33.41"
"60","Governor's Office","1","STAFF ATTORNEY, GOVERNOR'S OFFICE","23.48","35.27"
"60","Governor's Office","2","SUPPORT SERVICES COORD I, APPOINTED","14.42","24.13"
"60","Governor's Office","3","VICTIM COORDINATOR I, APPOINTED","16.50","24.13"
"60","Governor's Office","2","VICTIM COORDINATOR II, APPOINTED","18.00","26.89"
"60","Governor's Office","1","VICTIM COORDINATOR III-APPOINTED","20.50","30.80"
"65","Science Tech and Research","1","ACCOUNTING TECHNICIAN III, APPOINTED","11.60","21.36"
"65","Science Tech and Research","1","AUDITOR II, APPOINTED","17.89","31.65"
"65","Science Tech and Research","1","EXECUTIVE ASSISTANT, APPOINTED","17.89","30.80"
"65","Science Tech and Research","1","EXECUTIVE DIRECTOR, UTAH SCIENCE TECH AND RESEARCH","32.52","77.03"
"65","Science Tech and Research","1","FINANCIAL MANAGER II, APPOINTED","24.79","49.15"
"65","Science Tech and Research","1","INFORMATION SPECIALIST IV, APPOINTED","20.50","30.80"
"65","Science Tech and Research","4","INTERN","7.25","25.00"
"65","Science Tech and Research","1","PROGRAM COORDINATOR, APPOINTED","11.38","100.00"
"65","Science Tech and Research","3","PROGRAM DIRECTOR, USTAR","0.00","100.00"
"65","Science Tech and Research","4","PROGRAM MANAGER, APPOINTED","21.64","50.00"
"65","Science Tech and Research","2","PROGRAM SPECIALIST, EXEMPT","0.00","100.00"
"65","Science Tech and Research","1","PUBLIC INFORMATION OFFICER I, APPOINTED ","22.85","34.33"
"80","Attorney General","1","ACCOUNTING TECHNICIAN II, ATT GEN","11.10","17.58"
"80","Attorney General","2","ACCOUNTING TECHNICIAN III, ATT GEN","11.60","19.42"
