"loanrange","businessname","naics_description","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd"
"a $5-10 million","NICHOLAS &AMP; CO., INC.","Merchant Wholesalers","5520 West Harold Gatty Drive","SALT LAKE CITY","UT","84116","423440","Corporation","Unanswered","Unanswered","Unanswered",,"50","2020-05-03T00:00:00.000","Celtic Bank Corporation","UT - 02"
"a $5-10 million","ZAGG INC","Merchant Wholesalers","910 West Legacy Center Way","MIDVALE","UT","84047","423690","Corporation","Unanswered","Unanswered","Unanswered",,"484","2020-04-11T00:00:00.000","KeyBank National Association","UT - 03"
"a $5-10 million","MLSC HOLDING CO., INC.","Merchant Wholesalers","1505 W 130 S","OREM","UT","84058","423720","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"461","2020-04-10T00:00:00.000","KeyBank National Association","UT - 03"
"a $5-10 million","PACKSIZE INTERNATIONAL, LLC","Wholesale Electronics","3760 W. Smart Pack Way 0.0","SALT LAKE CITY","UT","84104","425120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"87","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 02"
"a $5-10 million","YOUNIQUE LLC","Drug Stores","3400 Mayflower Ave 0.0","LEHI","UT","84043","446120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"343","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 03"
"a $5-10 million","RBM SERVICES,  INC.","Direct Sellers","1515 RIVERSIDE AVE","PROVO","UT","84604","454390","Corporation","White","Male Owned","Non-Veteran",,"500","2020-04-08T00:00:00.000","Cache Valley Bank","UT - 03"
"a $5-10 million","CONSULNET, LLC","Truck Transportation","10813 S. River Front Pkwy","SOUTH JORDAN","UT","84095","484110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","KeyBank National Association","UT - 04"
"a $5-10 million","SHIPEX INC.","Truck Transportation","376 E 400 S","SALT LAKE CITY","UT","84111","484110","Corporation","White","Male Owned","Unanswered",,"428","2020-04-13T00:00:00.000","KeyBank National Association","UT - 02"
"a $5-10 million","BARNEY TRUCKING INCORPORATED","Truck Transportation","235  S STATE ROAD 24","SALINA","UT","84654","484110","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"417","2020-04-16T00:00:00.000","KeyBank National Association","UT - 02"
"a $5-10 million","MASTERCONTROL, INC","Software Publishers","6350 S 3000 E","SALT LAKE CITY","UT","84121","511210","Corporation","Unanswered","Unanswered","Unanswered",,"319","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","XANT, INC.","Software Publishers","1712 S. East Bay Blvd., Suite 200","PROVO","UT","84606","511210","Corporation","Unanswered","Unanswered","Unanswered",,"222","2020-04-16T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","ALLISON BAVER ENTERTAINMENT LLC","Video Production","6219 S. Saunter Lane","SALT LAKE CITY","UT","84123","512110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"430","2020-04-27T00:00:00.000","Meridian Bank","UT - 04"
"a $5-10 million","DHI COMPUTING SERVICE, INC","Data Processing","1525 west 820 north","PROVO","UT","84601","518210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"353","2020-04-12T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","CASTLE & COOKE MORTGAGE, LLC","Real Estate Credit","13751 South Wadsworth Park Drive","DRAPER","UT","84020","522292","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"260","2020-06-30T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","PARSONS BEHLE & LATIMER","Law Offices","201 South Main Street Suite 1800","SALT LAKE CITY","UT","84111","541110","Corporation","Unanswered","Unanswered","Unanswered",,"200","2020-04-05T00:00:00.000","First Utah Bank","UT - 02"
"a $5-10 million","WESTECH ENGINEERING, INC","Engineering Services","3665 South West Temple","SALT LAKE CITY","UT","84115","541330","Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-16T00:00:00.000","U.S. Bank, National Association","UT - 02"
"a $5-10 million","INTERMOUNTAIN EMPLOYMENT SERVICE, INC.","Temporary Help","450 East 900 North","NORTH SALT LAKE","UT","84054","561320","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-30T00:00:00.000","Comerica Bank","UT - 02"
"a $5-10 million","CONNEXION POINT LLC","Document Preparation Services","9490 South 300 West","SANDY","UT","84070","561410","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-10T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","WESTMINSTER COLLEGE","Colleges & Universities","1840 South 1300 East","SALT LAKE CITY","UT","84105","611310","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","434","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 02"
"a $5-10 million","GRANGER MEDICAL CLINIC, PC","Physicians","7181 S CAMPUS VIEW DRIVE.","WEST JORDAN","UT","84084","621111","Corporation","Unanswered","Male Owned","Non-Veteran",,"500","2020-04-27T00:00:00.000","Fortis Private Bank","UT - 04"
"a $5-10 million","OGDEN CLINIC PROFESSIONAL CORPORATION","Physicians","1491 East Ridgeline Drive","OGDEN","UT","84405","621111","Corporation","Unanswered","Male Owned","Unanswered",,"500","2020-04-09T00:00:00.000","Goldenwest FCU","UT - 01"
"a $5-10 million","TANNER MEMORIAL CLINIC","Physicians","2121 N 1700 W","LAYTON","UT","84041","621111","Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-05-19T00:00:00.000","KeyBank National Association","UT - 01"
"a $5-10 million","UTAH NAVAJO HEALTH SYSTEM, INC.","Outpatient Care Center","1478 E Highway 162","MONTEZUMA CREEK","UT","84534","621498","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","376","2020-04-10T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","CENTRAL UTAH CLINIC PC","Hospitals","1055 North 500 West","PROVO","UT","84604","622110","Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-05-03T00:00:00.000","Zions Bank, A Division of","UT - 03"
"a $5-10 million","DANVILLE SERVICES CORPORATION","Disability Services","7351 S. Union Park Ave., #200","MIDVALE","UT","84047","624120","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-06-18T00:00:00.000","Celtic Bank Corporation","UT - 03"
"a $5-10 million","C&R MANAGEMENT","Limited Service Restaurants","8289 South 4300 West","WEST JORDAN","UT","84088","722513","Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-08T00:00:00.000","Bremer Bank, National Association","UT - 04"
"a $5-10 million","KNDRS LLC","Limited Service Restaurants","971 South Automall Drive","AMERICAN FORK","UT","84003","722513","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"0","2020-04-11T00:00:00.000","Community Banks of Colorado, A Division of","UT - 03"
"a $5-10 million","SIZZLING CAESARS, LLC","Limited Service Restaurants","348 E WINCHESTER ST","SALT LAKE CITY","UT","84107","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-09T00:00:00.000","First Savings Bank","UT - 04"
"a $5-10 million","SIZZLING PLATTER, LLC","Limited Service Restaurants","348 E WINCHESTER ST","SALT LAKE CITY","UT","84107","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-09T00:00:00.000","First Savings Bank","UT - 04"
"a $5-10 million","ZULLAS, L.C.","Limited Service Restaurants","460 W Universal Circle 0.0","SANDY","UT","84070","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-15T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 03"
"a $5-10 million","HB BOYS, L.C.","Limited Service Restaurants","2280 South Main Street","SALT LAKE CITY","UT","84115","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","SIERRA FOREST PRODUCTS, INC","Forest Nurseries","5825 Harold Gatty Drive","SALT LAKE CITY","UT","84116","113210","Corporation","Unanswered","Unanswered","Unanswered",,"186","2020-04-27T00:00:00.000","BMO Harris Bank National Association","UT - 02"
"b $2-5 million","BLUE MOUNTAIN ENERGY, INC.","Coal Mining","10714 South Jordan Gateway","SOUTH JORDAN","UT","84095","212111","Corporation","Unanswered","Unanswered","Unanswered",,"179","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 04"
"b $2-5 million","BRONCO UTAH OPERATIONS, LLC","Coal Mining","South HWY 10 550 W Consol Rd","EMERY","UT","84522","212112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"89","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","REDMOND, INCORPORATED","Mineral Mining & Quarrying","475 W 910 S","HEBER CITY","UT","84032","212393","Corporation","Unanswered","Male Owned","Non-Veteran",,"348","2020-04-13T00:00:00.000","KeyBank National Association","UT - 03"
"b $2-5 million","DESERET GENERATION & TRANSMISSION CO-OPERATIVE","Electric Power Generation & Transmission","10714 South Jordan Gateway","SOUTH JORDAN","UT","84095","221111","Corporation","Unanswered","Unanswered","Unanswered",,"122","2020-04-16T00:00:00.000","Zions Bank, A Division of","UT - 04"
"b $2-5 million","SOLCIUS LLC","Electric Power Generation & Transmission","1555 N Freedom Blvd","PROVO","UT","84604","221114","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"301","2020-04-08T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","MAGLEBY PROFESSIONAL SERVICES","Residential Building Construction","1291 W Center St.","LINDON","UT","84042","236115","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"180","2020-04-14T00:00:00.000","Fortis Private Bank","UT - 03"
"b $2-5 million","IVORY EMPLOYEE LEASING CORPORATION","Residential Building Construction","978 Woodoak Lane","SALT LAKE CITY","UT","84117","236117","Corporation","Unanswered","Unanswered","Unanswered",,"181","2020-04-07T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","R&O CONSTRUCTION COMPANY","NonResidential Building Construction","933 WALL AVE","OGDEN","UT","84404","236210","Corporation","Unanswered","Unanswered","Unanswered",,"179","2020-04-09T00:00:00.000","Bank of Utah","UT - 01"
"b $2-5 million","ROCKY MOUNTAIN INDUSTRIAL CONSTRUCTION SERVICES, LLC","NonResidential Building Construction","1062 E Bamberger Dr","AMERICAN FORK","UT","84003","236210","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"133","2020-04-13T00:00:00.000","KeyBank National Association","UT - 03"
"b $2-5 million","HHI CORPORATION","NonResidential Building Construction","736 West Harrisville Road","OGDEN","UT","84404","236210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"139","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","WESTLAND CONSTRUCTION, INC.","NonResidential Building Construction","1411 W 1250 S STE 200","OREM","UT","84058","236220","Corporation","Unanswered","Unanswered","Unanswered",,"175","2020-04-15T00:00:00.000","Bank of America, National Association","UT - 03"
"b $2-5 million","WADMAN CORPORATION","NonResidential Building Construction","2920 S 925 W","OGDEN","UT","84401","236220","Corporation","Unanswered","Unanswered","Unanswered",,"130","2020-04-06T00:00:00.000","Cache Valley Bank","UT - 01"
"b $2-5 million","TOM STUART CONSTRUCTION, INC.","NonResidential Building Construction","259 South River Bend Way #100","NORTH SALT LAKE","UT","84054","236220","Corporation","Unanswered","Unanswered","Unanswered",,"170","2020-04-03T00:00:00.000","Cache Valley Bank","UT - 02"
"b $2-5 million","CASCADE HOLDINGS, LLC","NonResidential Building Construction","352 GOLD TIP DR","OREM","UT","84058","236220","Limited  Liability Company(LLC)","White","Unanswered","Unanswered",,"289","2020-04-06T00:00:00.000","Central Bank","UT - 03"
"b $2-5 million","COLT BUILDERS CORP.","NonResidential Building Construction","211 West 4860 South","SALT LAKE CITY","UT","84107","236220","Corporation","Unanswered","Unanswered","Unanswered",,"200","2020-04-04T00:00:00.000","First Utah Bank","UT - 04"
"b $2-5 million","HOGAN & ASSOCIATES CONSTRUCTION, INC","NonResidential Building Construction","940 North 1250 West","CENTERVILLE","UT","84014","236220","Corporation","Unanswered","Unanswered","Unanswered",,"270","2020-04-11T00:00:00.000","First Utah Bank","UT - 02"
"b $2-5 million","BODELL CONSTRUCTION COMPANY","NonResidential Building Construction","586 Fine Drive","SALT LAKE CITY","UT","84115","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"62","2020-04-11T00:00:00.000","KeyBank National Association","UT - 02"
"b $2-5 million","EXPRESSTECH HOLDING, INC.","NonResidential Building Construction","580 E Technology Ave STE C-1100","OREM","UT","84097","236220","Corporation","White","Unanswered","Unanswered",,"161","2020-04-12T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","MORGAN ASPHALT INC","Transportation Construction","1970 N Redwood Road","SALT LAKE CITY","UT","84116","237310","Corporation","Unanswered","Male Owned","Non-Veteran",,"200","2020-04-06T00:00:00.000","Glacier Bank","UT - 02"
"b $2-5 million","WOLLAM CONSTRUCTION COMPANY, INC.","Transportation Construction","656 W 9400 S","SANDY","UT","84070","237310","Corporation","Unanswered","Unanswered","Unanswered",,"108","2020-04-10T00:00:00.000","KeyBank National Association","UT - 03"
"b $2-5 million","WADSWORTH BROTHERS CONSTRUCTION COMPANY, INC.","Transportation Construction","1350 Draper Pkwy","DRAPER","UT","84020","237310","Corporation","Unanswered","Male Owned","Non-Veteran",,"145","2020-05-03T00:00:00.000","Newtek Small Business Finance, Inc.","UT - 03"
"b $2-5 million","RULON HARPER CONSTRUCTION INC.","Civil Engineering Construction","8201 W 5400 So","SALT LAKE CITY","UT","84118","237990","Corporation","Unanswered","Unanswered","Unanswered",,"180","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","PHAZE CONCRETE INC.","Structural Contractors","91 E. Canyon Commercial Ave.","CEDAR CITY","UT","84721","238110","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"256","2020-04-07T00:00:00.000","MidFirst Bank","UT - 02"
"b $2-5 million","BOMAN & KEMP MANUFACTURING, INC.","Structural Contractors","2393 S. 1900 W. 0.0","OGDEN","UT","84401","238120","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"158","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 01"
"b $2-5 million","IMS MASONRY INC","Structural Contractors","335 S 1250 W","LINDON","UT","84042","238140","Corporation","Unanswered","Male Owned","Veteran",,"295","2020-04-09T00:00:00.000","Continental Bank","UT - 03"
"b $2-5 million","TAYLOR ELECTRIC INC","Building Equipment Contractors","2650 S 1030 W","SOUTH SALT LAKE","UT","84119","238210","Corporation","Unanswered","Unanswered","Unanswered",,"308","2020-04-07T00:00:00.000","Bank of Utah","UT - 02"
"b $2-5 million","GREAT SALT LAKE ELECTRIC, INC","Building Equipment Contractors","8540 SANDY PKWY","SANDY","UT","84070","238210","Corporation","Unanswered","Male Owned","Non-Veteran",,"302","2020-04-14T00:00:00.000","Cache Valley Bank","UT - 03"
"b $2-5 million","MECHANICAL SERVICE & SYSTEMS, INC.","Building Equipment Contractors","1055 S 700 W","SALT LAKE CITY","UT","84104","238210","Corporation","Unanswered","Unanswered","Unanswered",,"120","2020-04-15T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 02"
"b $2-5 million","SKYLINE ELECTRIC COMPANY","Building Equipment Contractors","1848 W 2300 S","WEST VALLEY CITY","UT","84123","238210","Corporation","Unanswered","Unanswered","Unanswered",,"269","2020-04-28T00:00:00.000","Zions Bank, A Division of","UT - 04"
"b $2-5 million","FIRE ENGINEERING COMPANY, INC.","Building Equipment Contractors","4717 South 500 West","SALT LAKE CITY","UT","84123","238220","Corporation","Unanswered","Unanswered","Unanswered",,"149","2020-04-06T00:00:00.000","Brighton Bank","UT - 04"
"b $2-5 million","UMC, INC.","Building Equipment Contractors","1148 N 450 West","SPRINGVILLE","UT","84663","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"300","2020-04-11T00:00:00.000","KeyBank National Association","UT - 03"
"b $2-5 million","ANY HOUR INC","Building Equipment Contractors","1374 WEST 130 SOUTH","OREM","UT","84058","238220","Corporation","Unanswered","Male Owned","Non-Veteran",,"238","2020-04-14T00:00:00.000","Meadows Bank","UT - 03"
"b $2-5 million","SUPERIOR WATER AND AIR, INC.","Building Equipment Contractors","3536 South 1950 West","WEST VALLEY CITY","UT","84119","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"185","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","U.S. MECHANICAL LIMITED COMPANY","Building Equipment Contractors","472 South 640 West","PLEASANT GROVE","UT","84062","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-05-03T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","TOLMAN CONSTRUCTION, INC.","Building Finishing Contractors","334 N Marshall Way #E","LAYTON","UT","84041","238310","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"220","2020-04-06T00:00:00.000","Glacier Bank","UT - 01"
"b $2-5 million","DAW CONSTRUCTION GROUP, LLC","Building Finishing Contractors","12552 South 125 West Suite 100","DRAPER","UT","84020","238310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-05-03T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","NOORDA BEC, INC.","Building Finishing Contractors","2160 West 1700 South","SALT LAKE CITY","UT","84104","238390","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"500","2020-05-03T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","SURE STEEL, INC","Specialty Trade Contractors","7528 CORNIA DR","OGDEN","UT","84405","238990","Corporation","Unanswered","Male Owned","Unanswered",,"233","2020-04-06T00:00:00.000","Cache Valley Bank","UT - 01"
"b $2-5 million","HONEYVILLE GRAIN, INC.","Grain Milling","1040 West 600 North","OGDEN","UT","84404","311211","Corporation","White","Male Owned","Non-Veteran",,"394","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","FORELAND REFINING CORPORATION","Petroleum & Coal Manufacturing","1582 WEST 2600 SOUTH","WOODS CROSS","UT","84087","324110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"142","2020-04-28T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","PREMIER TECH INC","Plastics Manufacturing","1881 West North Temple","SALT LAKE CITY","UT","84116","326191","Corporation","Unanswered","Unanswered","Unanswered",,"218","2020-04-27T00:00:00.000","Comerica Bank","UT - 02"
"b $2-5 million","AMSCO WINDOWS","Fabricated Metal Manufacturing","1880 South 1045 West","SALT LAKE CITY","UT","84104","332321","Corporation","Unanswered","Unanswered","Unanswered",,"460","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","J D MACHINE CORP.","Fabricated Metal Manufacturing","2744 PARKLAND BLVD","OGDEN","UT","84404","332710","Corporation","White","Male Owned","Non-Veteran",,"206","2020-04-07T00:00:00.000","Goldenwest FCU","UT - 01"
"b $2-5 million","RAM MANUFACTURING CO., INC.","Fabricated Metal Manufacturing","3172 East DESERET DR South","SAINT GEORGE","UT","84790","332911","Corporation","Unanswered","Unanswered","Unanswered",,"250","2020-04-04T00:00:00.000","Cache Valley Bank","UT - 02"
"b $2-5 million","WING ENTERPRISES, INCORPORATED","Fabricated Metal Manufacturing","1198 SPRING CREEK PL","SPRINGVILLE","UT","84663","332999","Corporation","Unanswered","Female Owned","Non-Veteran",,"254","2020-04-16T00:00:00.000","Bank of Utah","UT - 03"
"b $2-5 million","POLATECHNO CO., LTD","Machinery Manufacturing","452 West 1260 North","OREM","UT","84057","333912","Corporation","Unanswered","Male Owned","Unanswered",,"238","2020-05-01T00:00:00.000","MUFG Union Bank, National Association","UT - 03"
"b $2-5 million","WILSON ELECTRONICS, LLC","Computer Product Manufacturing","2890 Cottonwood Parkway, Suite 200","SALT LAKE CITY","UT","84121","334220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"277","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","INOVAR, INC.","Computer Product Manufacturing","750 East 1600 North","LOGAN","UT","84341","334419","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"0","2020-04-06T00:00:00.000","Western Alliance Bank","UT - 01"
"b $2-5 million","WAVETRNOIX LLC","Computer Product Manufacturing","78 East 1700 South","PROVO","UT","84606","334519","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"230","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","GOENGINEER, INC.","Computer Product Manufacturing","1787 E FORT UNION BLVD Ste 100","SALT LAKE CITY","UT","84121","334614","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"231","2020-04-14T00:00:00.000","Comerica Bank","UT - 03"
"b $2-5 million","LIGHTNING PROTECTION SYSTEMS, LLC","Electrical Component Manufacturing","90 CUTLER DR","NORTH SALT LAKE","UT","84054","335122","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"117","2020-04-27T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 02"
"b $2-5 million","K-TEC HOLDINGS, LTD","Electrical Component Manufacturing","1206 S 1680 W","OREM","UT","84058","335220","Partnership","Unanswered","Female Owned","Unanswered",,"178","2020-04-13T00:00:00.000","Rock Canyon Bank","UT - 03"
"b $2-5 million","INTERMOUNTAIN ELECTRONICS, INC. OF PRICE UTAH, A UTAH CORPORATION","Electrical Component Manufacturing","1511 South Highway 6","PRICE","UT","84501","335314","Corporation","Unanswered","Male Owned","Non-Veteran",,"258","2020-04-09T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","STADLER US INC.","Transportation Equipment Manufacturing","5880 W 150 S","SALT LAKE CITY","UT","84104","336510","Corporation","Unanswered","Unanswered","Unanswered",,"307","2020-04-07T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","DOPPELMAYR USA, INC.","Transportation Equipment Manufacturing","3160 West 500 South","SALT LAKE CITY","UT","84104","336999","Corporation","Unanswered","Unanswered","Unanswered",,"148","2020-04-13T00:00:00.000","KeyBank National Association","UT - 02"
"b $2-5 million","MITY INC","Furniture Manufacturing","1301 W 400 N","OREM","UT","84057","337127","Corporation","Unanswered","Unanswered","Unanswered",,"384","2020-04-13T00:00:00.000","PNC Bank, National Association","UT - 03"
"b $2-5 million","FETZERS INC","Furniture Manufacturing","6223 W Double Eagle Circle","SALT LAKE CITY","UT","84118","337211","Corporation","Unanswered","Unanswered","Unanswered",,"192","2020-04-07T00:00:00.000","KeyBank National Association","UT - 02"
"b $2-5 million","ORTHO DEVELOPMENT CORPORATION","Misc Manufacturing","12187 BUSINESS PARK DRIVE","DRAPER","UT","84020","339113","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","UT - 03"
"b $2-5 million","ARROWHEAD DENTAL INC.","Misc Manufacturing","11170 South State Street","SANDY","UT","84070","339116","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"267","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","STORM PRODUCTS, INC.","Misc Manufacturing","165 South 800 West","BRIGHAM CITY","UT","84302","339920","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"281","2020-04-27T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","PADFIELD, INC.","Merchant Wholesalers","1335 West 2100 South 0.0","SALT LAKE CITY","UT","84119","423130","Corporation","Unanswered","Unanswered","Unanswered",,"185","2020-04-30T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 02"
"b $2-5 million","INTERMOUNTAIN WOOD PRODUCTS INC","Merchant Wholesalers","1948 South West Temple","SALT LAKE CITY","UT","84115","423310","Corporation","Unanswered","Male Owned","Unanswered",,"205","2020-04-28T00:00:00.000","Legacy Bank","UT - 02"
"b $2-5 million","DYNATRONICS LASER CORP.","Merchant Wholesalers","7030 Park Center Drive","SALT LAKE CITY","UT","84121","423450","Corporation","Unanswered","Male Owned","Non-Veteran",,"221","2020-04-28T00:00:00.000","Bank of the West","UT - 03"
"b $2-5 million","AURALCARE HEARING CENTERS OF AMERICA, LLC.","Merchant Wholesalers","8941 S. 700 E.","SANDY","UT","84070","423450","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"154","2020-04-12T00:00:00.000","KeyBank National Association","UT - 03"
"b $2-5 million","TRAILBLAZER CONTROLS LLC","Merchant Wholesalers","1745 S Milestone Dr. Ste B7","SALT LAKE CITY","UT","84104","423610","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-27T00:00:00.000","Radius Bank","UT - 02"
