"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"UNITED FIRE INC.","4526 COPPER VALLEY LANE","WEST JORDAN","801-748-0696","E14571","2016-01-18T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"H & H FIRE AND SAFETY","1316 S 400 E #D2","ST GEORGE",,"E4940","2015-09-02T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"TONG'S FIRE EXTINGUISHER SVCE","PO BOX 3101","CEDAR CITY","435 590-3500","E377","2015-10-24T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"UTAH VALLEY UNIVERSITY","800 W UNIVERSITY PKWY, M.S.250","OREM","801 863-7977","E9431","2015-01-10T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84058
(40.28155724700008, -111.70671654299997)"
"STATE OF UTAH/DFCM","RM 4130 STATE OFFICE BLDG","SALT LAKE CITY","801 538-3547","E281","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84114
(40.72590792500006, -111.94012589299996)"
"QUESTAR GAS","2974 WASHINGTON BLVD","OGDEN","801-395-6763","E14671","2016-02-03T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"CORP OF THE PRESIDING BISHOP","50 E NORTH TEMPLE","SALT LAKE CITY","801 240-5008","E179","2015-11-26T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84150
(40.72590792500006, -111.94012589299996)"
"CHAPARRAL FIRE PROTECTION","71 NORTH HWY 89","NORTH SALT LAKE","801 295-1189","E264","2015-11-06T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"BOSS FIRE PROTECTION CO.","7127 SOUTH 400 WEST #5","MIDVALE","801 254-9383","E10231","2015-06-04T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84047
(40.617148092000036, -111.88374944699996)"
"FIRE MED SALES & SERVICE","445 NO 400 EAST","HYDE PARK","435 245-3901","E2165","2015-12-28T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84318
(41.80003673400006, -111.81412942399999)"
"COMMAND FIRE EXTINGUISHERS INC","1513 SO 1220 WEST","WOODS CROSS","801 294-6276","E368","2015-11-12T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84087
(40.88406612500006, -111.90776863699995)"
"INTERSTATE FIRE PROTECTION","PO BOX 7216","BUNKERVILLE","702 346-5078","E307","2015-08-07T00:00:00.000","PORTABLE CONCERN LICENSE","
, NV 89007
(36.771127369000055, -114.12665866599997)"
"UNIVERSAL CYLINDER SERVICE","1839 SOUTH 900 WEST","SALT LAKE CITY","801 908-7988","E1210","2015-04-18T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"CERTIFIED FIRE PROTECTION","3140 SOUTH 460 WEST","SALT LAKE CITY","801 281-0746","E1738","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"CENTRAL UTAH FIRE SAFETY","1303 E 2500 S","DELTA","435 864-2632","E248","2015-12-23T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"CINTAS CORP.","1586 SO. 5350 WEST","SALT LAKE CITY","801 975-1167","E11101","2016-02-03T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"STANDBY SAFETY SERVICES INC.","PO BOX 1268","MONTICELLO","435-678-2835","E16511","2015-05-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84535
(37.86979676900006, -109.34283802599998)"
"COLONIAL FIRE & SAFETY EQUIP C","484 WESTFIELD ROAD","ALPINE","801 360-1086","E2230","2015-06-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84004
(40.45452757100003, -111.77286925199996)"
"DIRECT ATTACK FIRE AND SAFETY","815 S. ANNABELLA RD","RICHFIELD","435-979-0313","E15921","2015-11-16T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"ALARM CONTROL SYSTEMS","2166 SO 900 EAST","SALT LAKE CITY","801 486-8731","E99","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84106
(40.705429914000035, -111.85817908999996)"
"BYU RISK MGMT & SAFETY","266 FB (FLETCHER BUILDING)","PROVO","801 422-4468","E317","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84602
(40.25221977000007, -111.64869768399996)"
"UTAH FIRE EQUIPMENT","PO BOX 651276","SALT LAKE CITY","801 373-3999","E175C","2015-10-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"ALLSTAR FIRE PROTECTION, INC.","PO BOX 982036","PARK CITY","801 664-6944","E9091","2015-09-19T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84098
(40.72696810600007, -111.53960763099997)"
"WEBER STATE UNIVERSITY","1402 EDVALSON ST, DEPT 2201","OGDEN","801 626-7026","E10861","2015-11-15T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84408
(41.19606793500003, -111.98556596099996)"
"DRL INVEST DBA BYRDS FIRE PROT","P.O. BOX 57551","MURRAY","801 263-1705","E247","2015-07-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84157
(40.66363965100004, -111.888276943)"
"FIRE INSPECTION SERVICES","11930 W 44TH AVE","WHEAT RIDGE","303-432-8370","E16181","2016-02-15T00:00:00.000","PORTABLE CONCERN LICENSE","
, CO 80033
(39.773208984000064, -105.09644676999994)"
"JME FIRE & HOIST PROTECTION","2642 COMMERCIAL WAY","ROCK SPRINGS","307-922-3492","E4730","2015-08-05T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 82901
(41.59386622300008, -109.23518616899997)"
"RIM TO RIM FIRE & SAFETY","2465 SPANISH VALLEY DRIVE","MOAB","435 259-7462","E2410","2015-03-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"FORSYTHE FIRE LLC","98 W 900 N","HELPER","435-650-3915","E3840","2015-11-19T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84526
(39.66834662100007, -110.85471744899996)"
"FIRE ENGINEERING COMPANY","4717 SO 500 WEST","SALT LAKE CITY","801 262-3329","E1496","2015-08-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"WASATCH FIRE PROTECTION","PO BOX 9441","SALT LAKE CITY","801 265-1374","E352","2015-05-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"FIRE AND SAFETY DISTRIBUTION","3051 CRESTVIEW DRIVE","SANTA CLARA","435-272-7039","E2547","2015-07-18T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84765
(37.13423947800004, -113.64994638799999)"
"FIRE SUPPRESSION SERVICES INC","3802 SOUTH 2300 EAST","SALT LAKE CITY","801 277-6464","E284","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84109
(40.70412641200005, -111.81487676499995)"
"7-PLUS EQUIPMENT","2500 W 300 NO","EPHRAIM CITY","435-283-4249","E2296","2015-12-30T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84627
(39.357948118000024, -111.58297947599999)"
"ALLIANCE FIRE & SAFETY, INC","615 N 3050 E #A9","ST. GEORGE","435 669-4039","E2294","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"UTAH COUNTY PUBLIC WORKS","100 E CENTER ST STE 3600","PROVO","801 370-8600","E340","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84606
(40.231859074000056, -111.64507829499996)"
"CLARK'S HOME FIRE SAFETY","PO BOX 821","WELLINGTON","435 650-0554","E14411","2015-11-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84542
(39.542975832000025, -110.72797798399995)"
"US MAGNESIUM LLC","238 NORTH 2200 WEST","SALT LAKE CITY","801 532-1522","E325","2015-11-20T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"CLEANER HOODS, INC.","3832 W. MOUNTAINTOP CIRCLE","CEDAR HILLS","801 785-1849","E11391","2015-04-21T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84062
(40.37518777100007, -111.74238903799994)"
"ASSOCIATED FIRE PROTECTION INC","933 W 1820 SO","SALT LAKE CITY","801 973-4306","E135","2015-05-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"FLARE FIRE PROTECTION","1202 N 925 E","OGDEN","801-388-6446","E4170","2015-04-16T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"TRI-STATE FIRE PROTECTION","1999 NORTH 2100 WEST","ST. GEORGE","435 673-2073","E355","2015-04-27T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"J & J EXTINGUISHER SVCE, LLC","PO BOX 61","FILLMORE","435 743-4573","E11761","2015-06-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84631
(38.97107751800007, -112.33876711299996)"
"TAG FIRE EXTINGUISHER SVCS LLC","1780 W 9000 S #244","WEST JORDAN","801 815-1560","E14151","2015-08-11T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"TOOELE SCHOOL DISTRICT","92 SOUTH LODESTONE WAY","TOOELE","435 840-5698","E331","2015-06-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84074
(40.55690893600007, -112.298606227)"
"INTM. HEALTHCARE, UTAH VALLEY","PO BOX 50390","PROVO","801 357-7509","E185","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84605-
(40.221496236000064, -111.65398990099999)"
"FIRE GUYS FIRE PROTECTION LLC","P.O. BOX 691","AMERICAN FORK","801-815-7941","E16071","2015-03-08T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"SILVER FIRE PROTECTION","1189 N 4150 W","WEST POINT","801-382-8866","E5060","2015-09-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"TREASURE FIRE EQUIPMENT","2370 NORTH HWY 89","HARRISVILLE","801 737-3473","E155","2015-07-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84404-
(41.26585741300005, -111.98805999399997)"
"RAPID FIRE PROTECTION","1805 SANCE RD, RAPID CITY, SD","SALT LAKE CITY","801-463-1621","E11451","2015-10-06T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"AMERICAN FIRE EQUIPMENT CORP.","3107 W VIRGINIA AVE","PHOENIX","602-433-2484","E4670","2015-07-15T00:00:00.000","PORTABLE CONCERN LICENSE","
, AZ 85009
(33.45598376200007, -112.12896852199998)"
"FARMINGTON FIRE EQUIPMENT","6007 EAST MAIN STREET","FARMINGTON","505-327-1933","E4260","2015-06-05T00:00:00.000","PORTABLE CONCERN LICENSE","
, NM 87402
(36.77245694000004, -108.14619744099997)"
"FLAME OUT","2348 K 3/4 RD","GRAND JUNCTION","970 260-1451","E2415","2015-12-06T00:00:00.000","PORTABLE CONCERN LICENSE","
, CO 81505
(39.10637664500007, -108.59630959599997)"
"ALPINE FIRE PROTECTION","2263 WEST WANLASSWAY","BLUFFDALE","801 599-2139","E2076","2015-12-03T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84065
(40.51054772700007, -111.94858996399995)"
"NORTHERN FIRE PROTECTION","PO BOX 3213","OGDEN","801 391-5794","E1244","2015-03-17T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84409
(41.19606793500003, -111.98556596099996)"
"AAA FIRE SAFETY & ALARM","PO BOX 741","LAYTON","801 544-7345","E176","2015-06-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"STATE OF UTAH/UDOT","166 W. SOUTHWELL ST.","OGDEN","801 782-5954","E1204","2015-09-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84404-
(41.26585741300005, -111.98805999399997)"
"WILLIAMS INTERNATIONAL CO. LLC",,"OGDEN","801-345-6503","E14371","2015-11-24T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"INTERWEST FIRE PROTECTION","1288 W 2240 S #C","SALT LAKE CITY",,"E13921","2016-03-25T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"CHRISTENSEN FIRE PROTECTION","353 S MAIN ST","EPHRAIM","435 283-4363","E120","2015-09-26T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84627
(39.357948118000024, -111.58297947599999)"
"ELITE FIRE PROTECTION INC.","88 N LEE LANE","ST GEORGE","385-214-4007","E5040","2015-09-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"STATE FIRE DC SPECIALTIES","5370 E IDAHO ST, ELKO,NV 89801","SALT LAKE CITY","801 288-2100","E243","2016-04-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"SIMPLEX GRINNELL LP","2702 SO. 1030 WEST #60","SALT LAKE CITY","801-262-9406","E350","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"FENIX FIRE PROTECTION LLC","640 N MAIN STREET #1439","NORTH SALT LAKE","801-923-3649","E15591","2016-02-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"BALL FIRE PROTECTION","PO BOX 540178","NO. SALT LAKE","801 637-5936","E1914","2015-04-08T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"SALT LAKE CITY DEP OF AIRPORTS","AMF BOX 145550","SALT LAKE CITY","801 575-2948","E258","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84114-
(40.72590792500006, -111.94012589299996)"
"CACHE VALLEY FIRE EXT INC","BOX 11","NEWTON","435 563-5236","E112","2015-07-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84327
(41.86257874300003, -111.98838586899996)"
"BEAVER FIRE SAFETY & EQUIP","789 E. 2000 N.","VERNAL","435 828-7310","E1831","2015-07-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"ATK LAUNCH SYSTEMS, INC.","P.O. BOX 707 MAIL STOP 43","BRIGHAM CITY","435 863-3511","E379","2016-01-10T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84302-
(41.50616663200003, -112.02115590099999)"
"DELTA FIRE SYSTEMS - BRANCH","PO BOX 26587","SALT LAKE CITY","435-986-0064","E4110","2015-03-20T00:00:00.000","PORTABLE BRANCH OFFICE LICENSE","
, UT 84126
(40.72590792500006, -111.94012589299996)"
"PACKER'S EXTINGUISHER SERVICE","219 SO 500 WEST","BRIGHAM CITY","435-230-0248","E1290","2015-08-03T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"E & E FIRE PROTECTION, LLC","5678 LA COSTA CANYON CT #100","LAS VEGAS","702-365-8273","E16291","2015-03-12T00:00:00.000","PORTABLE CONCERN LICENSE","
, NV 89139
(36.039558793000026, -115.21682923599997)"
"MONOPOLY FIRE","6060 S 300 W #2","MURRAY","435-262-0673","E2467","2014-10-02T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"REYNOLDS FIRE PROTECTION, INC","1221 SOUTH 800 EAST","SALT LAKE CITY","801 359-4900","E167","2015-06-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84105
(40.73719624900008, -111.86156819399997)"
"FIRETROL PROTECTION SYSTEMS","3696 WEST 900 SOUTH, STE A","SALT LAKE CITY","801-485-6900","E362","2016-02-05T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"HERRING  ENTERPRISES","P O BOX 226","CASTLE DALE","801 381-2665","E310","2014-09-23T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84513
(39.210895752000056, -111.01956695799998)"
"U OF U ENV HEALTH & SAFETY","125 SOUTH FORT DOUGLAS","SALT LAKE CITY","801-518-5371","E1582","2015-07-29T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84113
(40.76318807200005, -111.83378622899994)"
"VERNAL FIRE EXTINGUISHER","525 NORTH 2500 WEST","VERNAL","801 789-4844","E138","2015-07-09T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"ALLFIRE PROTECTION SALES & SER","7309 S RAMANEE","MIDVALE","801-759-9673","E14731","2015-02-22T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84047
(40.617148092000036, -111.88374944699996)"
"RED HAWK HOOD & FIRE","45 NORTH MAIN SUITE 301","LOGAN","435-753-1665","E16331","2015-03-20T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"XSTREAM  PRESSURE","PO BOX 103","MENDON","435 881-9226","E10521","2014-11-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84325
(41.73192877300005, -111.98451881499994)"
"FRANK YOUNG CONSTRUCTION LLC","6118 NO. ROCKY RIDGE ROAD","PEOA","801 562-7832","E9841","2016-03-17T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84061
(40.73734832400004, -111.35646999499994)"
"WESTFIRE INC.","1905 WEST 4700 SOUTH #219","TAYLORSVILLE","801 582-8000","E2049","2015-06-28T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84118
(40.652286151000055, -112.00951997599998)"
"SIMPLEX GRINNELL LV","1545 PAMA LANE","LAS VEGAS","702 739-1921","E1515","2015-09-16T00:00:00.000","PORTABLE CONCERN LICENSE","
, NV 89119
(36.09582661400003, -115.13678988999999)"
"MAXWELL  CLEANING","1245 WEST 700 SOUTH","MARRIOTT-SLATER","801-782-2700","E14621","2015-07-11T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"UTAH STATE UNIVERSITY","5800 OLD MAIN HILL","LOGAN","435 797 1979","E260","2015-07-16T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84322-
(41.73523966700003, -111.83683642299997)"
"ORR PROTECTION SYSTEMS, INC.","140 BLUFFS CT","CANTON","502-244-4500","E11261","2015-04-05T00:00:00.000","PORTABLE CONCERN LICENSE","
, GA 30114
(34.23187139400005, -84.51436862199995)"
"A+ FIRE SYSTEMS","1350 WEST 1200 NORTH","ST. GEORGE","435 668-6560","E13421","2015-03-04T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"PROFIRE & SAFETY","1856 E 160 S","SPANISH FORK","801-318-3321","E15851","2015-10-18T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"STEAM TEAM 2/SES FIRE PROTECT","705 SO REDWOOD RD LOT 95","SALT LAKE CITY","801 484-8028","E1267","2015-04-24T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"INTREPID  POTASH-MOAB","P O BOX 1208","MOAB","435 259-7171","E365","2015-08-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"QUALITY FIRE PROTECTION","1614 W 2350 S","WOODS CROSS",,"E14761","2015-11-02T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84087
(40.88406612500006, -111.90776863699995)"
"PAYSON FIRE DEPARTMENT","439 WEST UTAH AVENUE","PAYSON","801 465-5252","E1000","2015-04-27T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84651
(40.03484783500005, -111.72960603199999)"
"FIRE & SAFETY TECHNOLOGIES","167 W. STRATFORD AVE","SALT LAKE CITY","801-466-6065","E274","2016-01-12T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"ECO SAFETY INC","PO BOX 132","FARSON","307-273-9808","E4130","2016-03-20T00:00:00.000","PORTABLE CONCERN LICENSE","
, WY 82932
(42.05100859700008, -109.42801751299999)"
"AUTOMATED FIRE & SERVICE","4735 BRON BRECK","HOLLADAY","801 864-0389","E2269","2015-10-18T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84117
(40.66341805500008, -111.84229809499999)"
"EXCEL FIRE PROTECTION","2264 G ROAD","GRAND JUNCTION","970 434-4803","E14271","2015-10-15T00:00:00.000","PORTABLE CONCERN LICENSE","
, CO 81505
(39.10637664500007, -108.59630959599997)"
"WEBER SCHOOL DISTRICT","4710 W. 2200 NO.","OGDEN","801 476-7900","E965","2015-05-28T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"TAYLOR BROTHERS OF UTAH, INC","3782 W 2340 S","WEST VALLEY CITY","801-972-1188","E13521","2016-03-25T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"DELTA FIRE SYSTEMS, INC.","1507 SO. PIONEER ROAD","SALT LAKE CITY","801 972-4500","E1881","2015-07-14T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"HARRISON FIRE AND SAFETY","581 NO 660 W","WEST BOUNTIFUL","801-910-3245","E14511","2015-12-21T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84087
(40.88406612500006, -111.90776863699995)"
"TAYLOR'S FIRE CONTROL SERVICE","1901 WEST 820 NORTH","PROVO","801 375-6666","E257","2015-07-19T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"CHEVRON  CORPORATION","2351 N 1100 WEST","SALT LAKE CITY","801 539-7200","E334","2015-12-19T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"ALL WEST FIRE SERVICES LLC","11331 E RUTLEDGE AVE, MESA, AZ","PEORIA","602-373-6077","E3850","2015-11-19T00:00:00.000","PORTABLE CONCERN LICENSE","
, AZ 85383
(33.72487008300004, -112.27191920299998)"
"PACIFICORP DBA ROCKY MTN POWER","1407 W NO TEMPLE  ST 330","SALT LAKE CITY","801 220-2251","E288","2015-12-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"UTAH FIRE EQUIPMENT","227 W 17TH STREET","OGDEN","801 621-4261","E175B","2015-05-09T00:00:00.000","PORTABLE BRANCH OFFICE LICENSE","
, UT 84404-
(41.26585741300005, -111.98805999399997)"
"KOETTER FIRE PROTECTION INTNTL","10351 OLYMPIC DRIVE","DALLAS","214-358-3593","E4420","2015-06-03T00:00:00.000","PORTABLE CONCERN LICENSE","
, TX 75220
(32.86643169100006, -96.86722794899998)"
"ATK SPACE SYSTEMS","P.O. BOX 98","MAGNA","801 251-8373","E13041","2015-11-02T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84044
(40.69955981100003, -112.08458863599998)"
"INTM. HEALTHCARE, AMER FORK","170 NO. 1100 EAST","AMERICAN FORK",,"E11041","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"CENTURY LINK","250 EAST 200 SOUTH RM. 501","SALT LAKE CITY","801 237-8955","E134","2016-01-01T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84111
(40.76077659400005, -111.88424912299996)"
"SUREFIRE  SUPPRESSION","PO BOX 572031","MURRAY","801-252-6188","E14701","2015-05-05T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"REDI-SERVICES, LLC","P.O. BOX 310","LYMAN","307 787-6333","E14041","2015-07-22T00:00:00.000","PORTABLE CONCERN LICENSE","
, WY 82937
(41.34184721400004, -110.31783987999995)"
"CHUTE SUPPLY","PO BOX 267","CLEVELAND","435 653-2388","E1343","2015-09-23T00:00:00.000","PORTABLE CONCERN LICENSE","
, UT 84518-
(39.34867587600007, -110.85772853799995)"
