"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"53","2600 Block W 3275 N","13-02724","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","19","2013-10-10T19:00:51.000","Trespassing","409580083","Trespassing","37.737","{'coordinates': [-113.099, 37.737], 'type': 'Point'}","-113.099","Property Crime","UT","2014-04-13T10:24:28.000","null"
"54","1700 Block S WESTVIEW DR","13-02722","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Thursday","17","2013-10-10T17:57:36.000","Crim Mischief","409580084","Crim Mischief","37.647","{'coordinates': [-113.134, 37.647], 'type': 'Point'}","-113.134","Property Crime","UT","2014-04-13T10:24:28.000","null"
"55","4100 Block W 475 N","13-02723","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","18","2013-10-10T18:35:28.000","Animal Problem","409580085","Animal Problem","37.686","{'coordinates': [-113.134, 37.686], 'type': 'Point'}","-113.134","Community Policing","UT","2014-04-13T10:24:28.000","null"
"56","900 Block W 200 N","13-02747","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Saturday","23","2013-10-12T23:12:35.000","Drugs","409580086","Drugs","37.681","{'coordinates': [-113.075, 37.681], 'type': 'Point'}","-113.075","Drugs","UT","2014-04-15T10:24:31.000","null"
"57","800 Block S WESTVIEW DR","17-03362","CEDAR CITY",,,"2017-11-22T11:21:47.000","Tuesday","0","2017-11-21T00:00:00.000","Hit and Run","827221586","Traffic","37.6632992","{'coordinates': [-113.1335828, 37.6632992], 'type': 'Point'}","-113.1335828","Traffic","UT","2017-11-23T16:51:07.000","84720"
"58","5600 Block W THREE PEAKS RD","13-02746","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","21","2013-10-12T21:00:00.000","PD Accident","409580089","PD Accident","37.766","{'coordinates': [-113.169, 37.766], 'type': 'Point'}","-113.169","Traffic","UT","2014-04-15T10:24:31.000","null"
"59","3800 Block W 425 N","13-02698","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Tuesday","10","2013-10-08T10:27:29.000","Theft","409580090","Theft","37.686","{'coordinates': [-113.126, 37.686], 'type': 'Point'}","-113.126","Theft","UT","2014-04-11T10:24:13.000","null"
"60","6900 Block N 9100 W","13-02967","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Wednesday","17","2013-11-06T17:16:26.000","Burglary","409580092","Burglary","37.833806","{'coordinates': [-113.864011, 37.833806], 'type': 'Point'}","-113.864011","Breaking & Entering","UT","2014-05-10T10:24:51.000","84714"
"61","43000 Block I15 SB","13-02699","IRON CO KANG",,"null","2014-04-09T20:31:44.000","Tuesday","12","2013-10-08T12:00:14.000","Drugs","409580095","Drugs","37.494","{'coordinates': [-113.218, 37.494], 'type': 'Point'}","-113.218","Drugs","UT","2014-04-11T10:24:13.000","null"
"62","600 Block N AIRPORT RD","13-02993","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Friday","16","2013-11-08T16:00:00.000","Fraud","409580096","Fraud","37.689","{'coordinates': [-113.087, 37.689], 'type': 'Point'}","-113.087","Theft","UT","2014-05-12T10:24:52.000","null"
"63","2100 Block N FOOTHILL DR","13-02983","IRON CO PARGG",,"null","2014-04-09T20:31:44.000","Friday","15","2013-11-08T15:47:06.000","Trespassing","409580097","Trespassing","37.923","{'coordinates': [-112.742, 37.923], 'type': 'Point'}","-112.742","Property Crime","UT","2014-05-12T10:24:52.000","null"
"64","2400 Block W 800 S","13-02743","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Saturday","11","2013-10-12T11:49:30.000","Theft","409580098","Theft","37.6631667","{'coordinates': [-113.133649, 37.663167], 'type': 'Point'}","-113.1336488","Theft","UT","2014-04-15T10:24:31.000","84720"
"65","5100 Block N SPRING AVE","13-02982","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","14","2013-11-08T14:59:27.000","Agency Assist","409580099","Agency Assist","37.771","{'coordinates': [-113.118, 37.771], 'type': 'Point'}","-113.118","Community Policing","UT","2014-05-12T10:24:52.000","null"
"66","1300 Block N IRON SPRINGS RD","13-02968","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","17","2013-11-06T17:33:30.000","Assault-Knife","409580100","Assault-Knife","37.701","{'coordinates': [-113.185, 37.701], 'type': 'Point'}","-113.185","Assault with Deadly Weapon","UT","2014-05-10T10:24:51.000","null"
"67","9400 Block W 2175 S","13-02700","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Tuesday","16","2013-10-08T16:03:18.000","Crim Mischief","409580101","Crim Mischief","37.6368522","{'coordinates': [-113.254633, 37.636852], 'type': 'Point'}","-113.2546327","Property Crime","UT","2014-04-11T10:24:13.000","84720"
"68","4600 Block W 2100 N","13-02742","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","8","2013-10-12T08:39:39.000","Trespassing","409580102","Trespassing","37.716","{'coordinates': [-113.146, 37.716], 'type': 'Point'}","-113.146","Property Crime","UT","2014-04-15T10:24:31.000","null"
"69","8000 Block W 1700 S","13-02701","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Tuesday","18","2013-10-08T18:32:28.000","Animal Problem","409580103","Animal Problem","37.647","{'coordinates': [-113.223, 37.647], 'type': 'Point'}","-113.223","Community Policing","UT","2014-04-11T10:24:13.000","null"
"70","2900 Block W MIDVALLEY RD","13-02741","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","1","2013-10-12T01:57:31.000","Traffic Offense","409580104","Traffic Offense","37.765","{'coordinates': [-113.105, 37.765], 'type': 'Point'}","-113.105","Traffic","UT","2014-04-15T10:24:31.000","null"
"71","2100 Block N MAIN ST","13-02981","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Friday","10","2013-11-08T10:18:58.000","Wanted Person","409580105","Wanted Person","37.715","{'coordinates': [-113.06, 37.715], 'type': 'Point'}","-113.06","Other","UT","2014-05-12T10:24:52.000","null"
"72","1400 Block S PANORAMA DR","13-02702","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","3","2013-10-09T03:45:22.000","Animal Problem","409580106","Animal Problem","37.653","{'coordinates': [-113.13, 37.653], 'type': 'Point'}","-113.13","Community Policing","UT","2014-04-12T10:24:30.000","null"
"73","2500 Block W 3700 N","13-02980","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","8","2013-11-08T08:00:38.000","Animal Problem","409580108","Animal Problem","37.745","{'coordinates': [-113.098, 37.745], 'type': 'Point'}","-113.098","Community Policing","UT","2014-05-12T10:24:52.000","null"
"74","4600 Block W 2100 N","13-02979","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","7","2013-11-08T07:52:40.000","Suspicious","409580109","Suspicious","37.716","{'coordinates': [-113.146, 37.716], 'type': 'Point'}","-113.146","Pedestrian Stop","UT","2014-05-12T10:24:52.000","null"
"75","5300 Block N 2950 W","13-02977","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","21","2013-11-07T21:18:21.000","Animal Problem","409580115","Animal Problem","37.774","{'coordinates': [-113.107, 37.774], 'type': 'Point'}","-113.107","Community Policing","UT","2014-05-11T10:24:43.000","null"
"76","4800 Block W 2100 N","13-02708","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","15","2013-10-09T15:06:32.000","Animal Problem","409580116","Animal Problem","37.716","{'coordinates': [-113.15, 37.716], 'type': 'Point'}","-113.15","Community Policing","UT","2014-04-12T10:24:14.000","null"
"77","500 Block N 4275 W","13-02739","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","18","2013-10-11T18:29:45.000","Animal Problem","409580117","Animal Problem","37.687","{'coordinates': [-113.138, 37.687], 'type': 'Point'}","-113.138","Community Policing","UT","2014-04-14T10:24:30.000","null"
"78","4100 Block W 475 N","13-02709","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","16","2013-10-09T16:41:30.000","Theft","409580118","Theft","37.686","{'coordinates': [-113.134, 37.686], 'type': 'Point'}","-113.134","Theft","UT","2014-04-12T10:24:14.000","null"
"79","1200 Block N 6300 W","13-02970","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","20","2013-11-06T20:12:40.000","Property Damage","409580120","Property Damage","37.7","{'coordinates': [-113.185, 37.7], 'type': 'Point'}","-113.185","Property Crime","UT","2014-05-10T10:24:51.000","null"
"80","5300 Block N 2800 W","13-02710","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","17","2013-10-09T17:38:47.000","Animal Problem","409580121","Animal Problem","37.775","{'coordinates': [-113.104, 37.775], 'type': 'Point'}","-113.104","Community Policing","UT","2014-04-12T10:24:14.000","null"
"81","5100 Block N 2800 W","13-02969","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","20","2013-11-06T20:21:34.000","Burglary","409580122","Burglary","37.771","{'coordinates': [-113.104, 37.771], 'type': 'Point'}","-113.104","Breaking & Entering","UT","2014-05-10T10:24:51.000","null"
"82","2100 Block N MAIN ST","13-02915","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Friday","19","2013-11-01T19:53:08.000","Theft","409580124","Theft","37.715","{'coordinates': [-113.06, 37.715], 'type': 'Point'}","-113.06","Theft","UT","2014-05-05T10:24:43.000","null"
"83","3100 Block N IRON SPRINGS RD","13-02916","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","19","2013-11-01T19:24:53.000","Alarm","409580125","Alarm","37.734","{'coordinates': [-113.216, 37.734], 'type': 'Point'}","-113.216","Alarm","UT","2014-05-05T10:24:43.000","null"
"84","400 Block S RIDGE RD","13-02821","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Tuesday","1","2013-10-22T01:18:36.000","Agency Assist","409580127","Agency Assist","37.67","{'coordinates': [-113.083, 37.67], 'type': 'Point'}","-113.083","Community Policing","UT","2014-04-25T10:24:32.000","null"
"85","1700 Block N MAIN ST","13-02888","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Wednesday","3","2013-10-30T03:26:51.000","Agency Assist","409580129","Agency Assist","37.707","{'coordinates': [-113.063, 37.707], 'type': 'Point'}","-113.063","Community Policing","UT","2014-05-03T10:24:39.000","null"
"86","5200 Block N 3000 W","13-02824","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Tuesday","13","2013-10-22T13:16:07.000","Crim Mischief","409580131","Crim Mischief","37.772","{'coordinates': [-113.109, 37.772], 'type': 'Point'}","-113.109","Property Crime","UT","2014-04-25T10:24:32.000","null"
"3126","MP60 I15 NB","16-00024","CEDAR CITY",,,"2016-01-05T09:03:16.000","Monday","13","2016-01-04T13:27:51.000","Drugs","742990563","Drugs","37697.3","{'coordinates': [-113076, 37697.3], 'type': 'Point'}","-113076.0","Drugs","UT","2016-05-17T10:32:00.000",
"87","2100 Block N MAIN ST","13-02914","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Friday","14","2013-11-01T14:39:49.000","Wanted Person","409580133","Wanted Person","37.715","{'coordinates': [-113.06, 37.715], 'type': 'Point'}","-113.06","Other","UT","2014-05-05T10:24:43.000","null"
