"disaster_number","year","region","region_number","state_abbreviation","county","declaration_date","disaster_type","incident_type","title","incident_begin_date","incident_end_date","disaster_close_out_date","location_1"
"4011","2011","Region VIII","8","UT","Sevier","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"5065","2014","Region VIII","8","UT","Tooele","2014-07-21T00:00:00.000","FM","Fire","ANACONDA FIRE","2014-07-21T00:00:00.000","2014-07-22T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Tooele","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Sanpete","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Cache","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Morgan","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Weber","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Summit","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Washington","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2480","2003","Region VIII","8","UT","Weber","2003-07-15T00:00:00.000","FM","Fire","UT-CAUSEY FIRE 07/14/2003","2003-07-14T00:00:00.000","2003-07-28T00:00:00.000","10/6/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Duchesne","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Weber","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Rich","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Millard","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Box Elder","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Summit","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2707","2007","Region VIII","8","UT","Millard","2007-07-07T00:00:00.000","FM","Fire","MILFORD FLAT FIRE","2007-07-06T00:00:00.000","2007-07-17T00:00:00.000","7/14/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Juab","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Summit","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4088","2012","Region VIII","8","UT","Washington","2012-11-03T00:00:00.000","DR","Flood","SEVERE STORM AND FLOODING","2012-09-11T00:00:00.000","2012-09-11T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Salt Lake","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2381","2001","Region VIII","8","UT","Utah","2001-08-19T00:00:00.000","FS","Fire","UT - MOLLIE FIRE - 08/19/01","2001-08-18T00:00:00.000",,"6/17/03","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Emery","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Iron","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Salt Lake","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Kane","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Box Elder","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Uintah","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Beaver","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Salt Lake","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Box Elder","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Emery","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Wasatch","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Weber","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Daggett","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Morgan","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Uintah and Ouray Indian Reservation","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Tooele","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Kane","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Millard","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Piute","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Rich","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Grand","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2859","2010","Region VIII","8","UT","Salt Lake","2010-09-19T00:00:00.000","FM","Fire","MACHINE GUN FIRE ","2010-09-19T00:00:00.000",,"9/6/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Daggett","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Morgan","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Cache","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Beaver","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Wasatch","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2986","2012","Region VIII","8","UT","Sanpete","2012-06-24T00:00:00.000","FM","Fire","WOOD HOLLOW FIRE","2012-06-24T00:00:00.000",,"NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2991","2012","Region VIII","8","UT","Salt Lake","2012-06-29T00:00:00.000","FM","Fire","ROSE CREST FIRE","2012-06-29T00:00:00.000","2012-06-30T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Garfield","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Piute","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Weber","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Sevier","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2715","2007","Region VIII","8","UT","Juab","2007-07-21T00:00:00.000","FM","Fire","SALT CREEK FIRE","2007-07-21T00:00:00.000","2007-08-05T00:00:00.000","7/14/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Iron","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Sanpete","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","San Juan","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Wayne","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4053","2012","Region VIII","8","UT","Davis","2012-02-01T00:00:00.000","DR","Other","SEVERE STORM","2011-11-30T00:00:00.000","2011-12-01T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1576","2005","Region VIII","8","UT","Washington","2005-02-01T00:00:00.000","DR","Severe Storm","SEVERE STORMS AND FLOODING","2005-01-08T00:00:00.000","2005-01-12T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Rich","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Sevier","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1955","2011","Region VIII","8","UT","Washington","2011-02-11T00:00:00.000","DR","Flood","SEVERE WINTER STORM AND FLOODING","2010-12-20T00:00:00.000","2010-12-24T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Wasatch","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1955","2011","Region VIII","8","UT","Garfield","2011-02-11T00:00:00.000","DR","Flood","SEVERE WINTER STORM AND FLOODING","2010-12-20T00:00:00.000","2010-12-24T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Daggett","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Piute","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Duchesne","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Juab","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2703","2007","Region VIII","8","UT","Duchesne","2007-06-30T00:00:00.000","FM","Fire","NEOLA NORTH FIRE","2007-06-30T00:00:00.000","2007-07-05T00:00:00.000","7/14/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Beaver","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1285","1999","Region VIII","8","UT","Salt Lake","1999-08-16T00:00:00.000","DR","Tornado","TORNADO, SEVERE THUNDERSTORMS, AND HAIL","1999-08-11T00:00:00.000","1999-08-11T00:00:00.000","9/24/04","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Uintah and Ouray Indian Reservation","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"760","1986","Region VIII","8","UT","Wasatch","1986-03-13T00:00:00.000","DR","Flood","HEAVY RAINS, SNOWMELT & FLOODING","1986-02-12T00:00:00.000","1986-02-22T00:00:00.000","4/12/91","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1955","2011","Region VIII","8","UT","Kane","2011-02-11T00:00:00.000","DR","Flood","SEVERE WINTER STORM AND FLOODING","2010-12-20T00:00:00.000","2010-12-24T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2703","2007","Region VIII","8","UT","Uintah and Ouray Indian Reservation","2007-06-30T00:00:00.000","FM","Fire","NEOLA NORTH FIRE","2007-06-30T00:00:00.000","2007-07-05T00:00:00.000","7/14/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Millard","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Sanpete","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Emery","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Washington","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Utah","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2831","2009","Region VIII","8","UT","Washington","2009-08-30T00:00:00.000","FM","Fire","MILL FLAT FIRE","2009-07-25T00:00:00.000",,"1/19/11","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Wasatch","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Cache","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Utah","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Salt Lake","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Carbon","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
