"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"C-A-L RANCH STORES- CC","750 SO. MAIN","CEDAR CITY","435 586-4826","P8981","2015-07-11T00:00:00.000","CLASS 4","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"PILOT/WESTERN  PETROLEUM","210 PARK AVE, STE 1800,OKC, OK","ROOSEVELT","435-722-4468","P2550","2016-01-22T00:00:00.000","CLASS 4","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"TOOL SHED DBA RIVERTON HARDWARE","12773 SOUTH 1700 WEST","RIVERTON","801 254-3921","P596","2015-07-13T00:00:00.000","CLASS 4","
, UT 84065
(40.51054772700007, -111.94858996399995)"
"HOODOO OUTDOOR HOSPITALITY","PO BOX 180124","CANNONVILLE","435-679-8988","P4100","2015-03-15T00:00:00.000","CLASS 4","
, UT 84718
(37.56626772000004, -112.05584642499997)"
"G & L DISTRIBUTING","1700 E 2700 SO","DELTA","435 864-2856","P617","2015-12-20T00:00:00.000","CLASS 1","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"KINGS FIRST STOP AUTO","127 SOUTH MAIN","LAYTON","801 546-6460","P271","2015-11-28T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"BELLS SILVER CRK JCT","PO BOX 238, COALVILLE 84017","PARK CITY","435 649-9243","P757","2015-09-16T00:00:00.000","CLASS 4","
, UT 84060
(40.66082843200007, -111.49822579899995)"
"DIAMOND RENTAL PG","1299 W STATE ROAD","PLEASANT GROVE","801 443-2300","P10301","2015-03-26T00:00:00.000","CLASS 4","
, UT 84062
(40.37518777100007, -111.74238903799994)"
"TRIPLE STOP CHEVRON","PO BOX 2293","LAYTON","801 726-2387","P12941","2015-10-13T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"SLICKROCK  CAMPGROUND","PO BOX 1418","MOAB","435 259-7660","P2247","2015-06-14T00:00:00.000","CLASS 4","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"FREEWAY SINCLAIR TIRE & AUTO","1482 E 1850 S, ST GEORGE,84790","CEDAR CITY","435-586-7400","P4220","2015-04-18T00:00:00.000","CLASS 4","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"CHOICE HARDWARE & HOME CENTER","1005 NORTH MAIN","NEPHI",,"P13291","2016-02-28T00:00:00.000","CLASS 4","
, UT 84648
(39.71148818100005, -111.83322572299994)"
"CEDAR MOUNTAIN TRUE VALUE","PO BOX 1443","DUCK CREEK VILLAGE","435 682-3330","P2281","2014-10-26T00:00:00.000","CLASS 4","
, UT 84762
(37.520006446000025, -112.65617845499997)"
"KIVA ENERGY","1574 W 1700 S","SALT LAKE CITY",,"P2213","2015-03-22T00:00:00.000","CLASS 1","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"SLIM OLSON'S CHEVRON","742 W 2600 S","WOODS CROSS","801-295-3421","P722","2015-08-24T00:00:00.000","CLASS 4","
, UT 84087
(40.88406612500006, -111.90776863699995)"
"JC HUNT CO. - BCL DISTRIBUTING","1261 SOUTH MAIN","BLANDING","435-678-3311","P15451","2015-07-12T00:00:00.000","CLASS 4","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"PEARSON AUTO","1586 W 1700 S","SYRACUSE","801-773-7710","P3080","2015-05-20T00:00:00.000","CLASS 4","
, UT 84075
(41.086217506000025, -112.06638740799997)"
"ST. GEORGE CAMPGROUND & RV PRK","2100 E. MIDDLETON DR.","ST GEORGE","435 673-2970","P466","2015-11-07T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"AMERIGAS PROPANE - CC","2865 WEST HIGHWAY 56","CEDAR CITY","435 586-6731","P190","2015-04-20T00:00:00.000","CLASS 1 BRANCH","
, UT 84720-
(37.663739228000054, -113.09704878299999)"
"DINOSAURLAND KOA CAMPGROUND","930 NO VERNAL AVE","VERNAL","435 789-2148","P1129","2015-09-22T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"HOJ FORKLIFT SYSTEMS","3960 SOUTH 500 WEST","SALT LAKE CITY","801 263-1357","P2274","2015-05-10T00:00:00.000","CLASS 4","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"SUBURBAN PROPANE , CORTEZ CO","29107 HWY 160","CORTEZ","970-565-3514","P2480","2014-12-24T00:00:00.000","CLASS 1","
, CO 81321
(37.34968657600007, -108.59432827299997)"
"RESORT RETAILERS, INC DBA 7-11","17 N MAIN STREET","MONTICELLO","435-645-9595","P4720","2015-07-30T00:00:00.000","CLASS 4","
, UT 84535
(37.86979676900006, -109.34283802599998)"
"SLAUGH'S  CHEVRON","P O BOX 250","MANILA","435 784-3363","P668","2015-05-21T00:00:00.000","CLASS 4","
, UT 84046
(40.98830715200006, -109.72020609799995)"
"TOOELE RV & AUTO REPR ( LOU'S)","70 EAST 1100 NO.","TOOELE","435 882-2784","P2394","2015-07-18T00:00:00.000","CLASS 4","
, UT 84074
(40.55690893600007, -112.298606227)"
"KELLERSTRASS OIL","PO BOX 1067","OGDEN","801 392-9516","P1291","2015-04-17T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"QUALITY PROPANE, INC.","624 W CHEYENNE DR #9","EVANSTON","307 789-2200","P1373","2015-08-30T00:00:00.000","CLASS 1","
, WY 82930
(41.26126908700007, -110.96654920099996)"
"SILVER EAGLE COUNTRY STORE","1590 SO. HWY 40","HEBER","435 654-4642","P5501","2015-03-22T00:00:00.000","CLASS 4","
, UT 84032
(40.50332632800007, -111.39879903799999)"
"ROOFERS SUPPLY, INC.","120 W. 21ST STREET","OGDEN","801-625-0400","P603","2015-08-01T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"WESTERN  PETROLEUM","PO BOX 1847","VERNAL","435-789-1832","P2437","2015-09-28T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"SOUTH FORK HARDWARE - GRNTSVL","PO BOX 607, MORGAN, UT 84050","GRANTSVILLE","801-884-4444","P3630","2015-09-04T00:00:00.000","CLASS 4","
, UT 84029
(40.59693947100004, -112.45659931699998)"
"HURST STORES, INC.","160 N BLUFF STREET","ST GEORGE","435-673-6141","P2830","2014-04-15T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"BLACK OIL/OUTWEST FOOD & FUEL","PO BOX 159","MONTICELLO","435 587-2555","P1206","2014-11-24T00:00:00.000","CLASS 4","
, UT 84535-
(37.86979676900006, -109.34283802599998)"
"FUNSHINE SPORTS","301 SOUTH MAIN","BRIGHAM CITY","435 723-2068","P774","2015-11-08T00:00:00.000","CLASS 4","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"HORSESHOE MOUNTAIN HARDWARE","PO BOX 187","MOUNT PLEASANT","435 462-0100","P1656","2015-05-30T00:00:00.000","CLASS 4","
, UT 84647
(39.544679074000044, -111.45528845499996)"
"KAMAS FOODTOWN","146 WEST 2ND SOUTH","KAMAS","435783-4369","P14351","2015-10-12T00:00:00.000","CLASS 4","
, UT 84036
(40.616948222000076, -111.28951780499995)"
"STATE TRAILER SUPPLY","3600 SO REDWOOD ROAD","WEST VALLEY CITY","801978-0600","P1189","2015-08-25T00:00:00.000","CLASS 4","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"SILVER PEAKS SUPPLY","21 E HWY 56","NEWCASTLE","435-439-5411","P16791","2015-06-08T00:00:00.000","CLASS 4","
, UT 84756
(37.67067820200003, -113.54917701999995)"
"COTTAM OIL CO INC.","PO BOX 136","ESCALANTE","435 826-4232","P641","2015-07-12T00:00:00.000","CLASS 4","
, UT 84726
(37.77042649300006, -111.60476967899996)"
"DELTA STONE PRODUCTS INC.","2276 SO. DANIELS RD","HEBER CITY","435 654-3336","P9621","2015-12-18T00:00:00.000","CLASS 4","
, UT 84032
(40.50332632800007, -111.39879903799999)"
"HYRUM 66","50 NO 800 EAST","HYRUM","435 245-6018","P1044","2015-12-16T00:00:00.000","CLASS 4","
, UT 84319
(41.63170687600007, -111.84826813199999)"
"RIVERSIDE CORNER","PO BOX 25","RIVERSIDE","435 458-3770","P1670","2015-06-28T00:00:00.000","CLASS 4","
, UT 84334
(41.78969996600006, -112.14954646799998)"
"OUTLAW TRAIL RV PARK","PO BOX 548","JENSEN","435-781-6000","P5110","2015-10-09T00:00:00.000","CLASS 4","
, UT 84035
(40.365229018000036, -109.36466733299994)"
"BARKERS PROPANE LLC","730 E 100 N","LOGAN","435-752-3453","P2440","2015-12-06T00:00:00.000","CLASS 4","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"RENEGADE RENTALS, LLC","925 N MAIN STREET","LOGAN","435-755-7000","P2567","2015-12-30T00:00:00.000","CLASS 4","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"COTTONWOOD MINI MART","1326 E 5600 SOUTH","SALT LAKE CITY","801-278-3970","P700","2015-10-21T00:00:00.000","CLASS 4","
, UT 84121
(40.626537649000056, -111.82203733399996)"
"STEVE'S CREST","910 W CENTER","PROVO","801 375-5167","P98","2015-01-05T00:00:00.000","CLASS 4","
, UT 84601
(40.23455732300005, -111.67783963599999)"
"ALLIANT GAS / PINNACLE PROPANE","P. O. BOX 3025","PAGE","928 645-2391","P249","2015-08-01T00:00:00.000","CLASS 1","
, AZ 86040
(36.91650690800003, -111.46136711699995)"
"STEVE & WALTS, INC.","133 N MAIN","CLEARFIELD","801-776-4435","P691","2015-08-12T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"SHOP N SAVE INC / FASTRAC","1302 S STATE","SALT LAKE CITY","801-467-2242","P2487","2015-10-22T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"LAKESIDE R.V. CAMPGROUND","4000 WEST CENTER ST","PROVO","801 373-5267","P481","2015-03-18T00:00:00.000","CLASS 4","
, UT 84601
(40.23455732300005, -111.67783963599999)"
"PELICAN STATION","PO BOX 695, ROOSEVELT UT 84066","VERNAL","435-725-3400","P2500","2014-01-03T00:00:00.000","CLASS 4","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"AMERIGAS PROPANE - GR","P. O. BOX 206","GREEN RIVER","435 564-3576","P188","2015-03-04T00:00:00.000","CLASS 1 BRANCH","
, UT 84525
(38.99553989900005, -110.16248855299995)"
"C-A-L RANCH STORES - TOOELE","862 NO. MAIN STREET","TOOELE","435 882-5020","P2417","2015-11-03T00:00:00.000","CLASS 4","
, UT 84074
(40.55690893600007, -112.298606227)"
"SALINA EXPRESS","1415 SOUTH STATE","SALINA","435 529-3232","P9471","2015-11-02T00:00:00.000","CLASS 4","
, UT 84454
(39.32372597500006, -111.67824829399996)"
"C-A-L RANCH STORES - SF","950 NORTH MAIN","SPANISH FORK","801 794-2810","P1802","2015-04-18T00:00:00.000","CLASS 4","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"LEE'S ROUNDUP CHEVRON #2","862 E STATE ROAD","AMERICAN FORK","801492-0833","P1019","2015-09-25T00:00:00.000","CLASS 4","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"ALLIANCE FIRE & SAFETY, INC","615 N 3050 E #A9","ST. GEORGE","435 669-4039","P2294","2014-06-11T00:00:00.000","CLASS 4","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"FAST GAS #5 (WESTRING)","1091 N STATE","OREM","801 224-3272","P19","2015-07-01T00:00:00.000","CLASS 4","
, UT 84057
(40.314427214000034, -111.70650798299994)"
"OLYMPUS HILLS SINCLAIR","3905 SO. WASATCH BLVD.","SALT LAKE CITY","801 272-2081","P13761","2015-06-17T00:00:00.000","CLASS 4","
, UT 84124
(40.68025929700008, -111.82611729399997)"
"C-A-L RANCH STORES - FW","955 NO. 200 WEST","FARR WEST","801 732-9348","P9871","2015-03-19T00:00:00.000","CLASS 4","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"HOWE RENTS OF OGDEN, INC.","1627 WASHINGTON BLVD.","OGDEN","801 394-9414","P1810","2015-07-07T00:00:00.000","CLASS 4","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"DIAMOND C FUELS INC.","192 S MAIN","BLANDING","435 678-2010","P1228","2015-12-15T00:00:00.000","CLASS 1","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"DIAMOND RENTAL BTFL","320 SO 200 WEST","BOUNTIFUL","801 295-5508","P772","2015-05-11T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"RENEGADE  INDUSTRIAL","4362 S 225 E","PRICE","435-637-7473","P5070","2015-10-01T00:00:00.000","CLASS 3","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"JOHN'S AUTO TECH & TIRE","504 EAST MAIN","PRICE","435 637-8120","P47","2015-11-09T00:00:00.000","CLASS 4","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"COLLETT'S MOUNTAIN RESORTS INC","1100 EAST FLAMING GORGE LODGE","DUTCH JOHN","435 889-3773","P2347","2015-05-03T00:00:00.000","CLASS 4","
, UT 84023
(40.88975808200007, -109.47475673799994)"
"ACCESS RV","2240 S STATE STREET","SALT LAKE CITY","801-936-1200","P16981","2015-06-19T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"NORTHWOOD  RENTALS","45 W 3800 NORTH","HYDE PARK","435 563-8008","P1223","2015-09-07T00:00:00.000","CLASS 4","
, UT 84318
(41.80003673400006, -111.81412942399999)"
"TED'S SERVICE","3180 SO HWY 89","LOGAN","435 753-2792","P1499","2015-07-31T00:00:00.000","CLASS 4","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"OGDEN VALLEY SPORTS","7345 E 900 S","HUNTSVILLE","801-745-3833","P15571","2015-07-28T00:00:00.000","CLASS 4","
, UT 84317
(41.26421934600006, -111.74102905099994)"
"U-HAUL CO. - 720051","3421 WALL AVENUE","SO. OGDEN","801-399-5638","P577","2015-04-01T00:00:00.000","CLASS 4","
, UT 84403
(41.18516631600005, -111.94789910799994)"
"SOUTH FORK HARDWARE - SO","1759 E SKYLINE DR","SOUTH OGDEN",,"P14951","2015-05-03T00:00:00.000","CLASS 4","
, UT 84403
(41.18516631600005, -111.94789910799994)"
"RIVERSIDE RESORT & RV PARK","PO BOX 521","HATCH","435 735-4223","P1679","2015-07-30T00:00:00.000","CLASS 4","
, UT 84735
(37.65295927000005, -112.43434854399999)"
"FASTRAC #2","802 SO 900 WEST","SALT LAKE CITY","801 541-6544","P10391","2015-08-04T00:00:00.000","CLASS 4","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"EAST LAYTON CHEVRON LLC","1165 E GENTILE","LAYTON","801-546-3363","P3810","2015-11-07T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"SNS QUICK STOP - EKAUMKAAR INC","110 PATTERSON ST","OGDEN","714-507-8826","P3380","2015-07-23T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"ALTA VIEW TIRES & SERVICE","1190 E 9400 SO","SANDY","801 572-4400","P1153","2015-06-16T00:00:00.000","CLASS 4","
, UT 84094
(40.576296350000064, -111.86128576899995)"
"PPS CO., INC.","PO BOX 627","SODA SPRINGS","208 547-2555","P604","2014-09-01T00:00:00.000","CLASS 1","
, ID 83276
(42.65900956200005, -111.59026605099996)"
"PANGUITCH CITY","PO BOX 75","PANGUITCH","435-676-8585","P4400","2015-05-30T00:00:00.000","CLASS 4","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"ROCKY MOUNTAIN TIRE","6158 S STATE STREET","MURRAY","801-269-1616","P3470","2015-08-15T00:00:00.000","CLASS 4","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"BEAVER KOA JOYNER INV. LLC","P O BOX 1437","BEAVER","435 438-2924","P65","2014-08-04T00:00:00.000","CLASS 4","
, UT 84733
(37.284389833000034, -113.73493903999997)"
"ANTIMONY  MERCANTILE","PO BOX 31","ANTIMONY","435 624-3253","P1859","2015-10-09T00:00:00.000","CLASS 4","
, UT 84712
(38.24121652900004, -111.97753639099994)"
"TURNER GAS COMPANY","P.O. BOX 26554","SALT LAKE CITY","801 973-6886","P511","2015-09-29T00:00:00.000","CLASS 1","
, UT 84126
(40.72590792500006, -111.94012589299996)"
"UPTOWN SERVICE STATION","2276 E 2100 S","SALT LAKE CITY","801 466-0238","P643","2015-07-29T00:00:00.000","CLASS 4","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"BASIN WESTERN, INC.","P.O. BOX 877","ROOSEVELT","435 722-3378","P601","2015-07-21T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"PILOT FLYING J #744","1172 WEST 2100 S","OGDEN","801-399-5577","P120","2015-11-01T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"ATV DREAM, DBA/FILLMORE KOA","410 WEST 900 SOUTH","FILLMORE","435 743-4420","P575","2015-07-01T00:00:00.000","CLASS 4","
, UT 84631
(38.97107751800007, -112.33876711299996)"
"LIGHT FOOT'S CHEVRON","2275 SANTA CLARA DRIVE","SANTA CLARA","435-628-3778","P3700","2015-09-25T00:00:00.000","CLASS 4","
, UT 84765
(37.13423947800004, -113.64994638799999)"
"BRIGHAM CITY ACE","220 N MAIN","BRIGHAM CITY","435-723-3999","P3730","2015-10-08T00:00:00.000","CLASS 4","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"BLUE RHINO CORP.","1940 NORTH REDWOOD ROAD","SALT LAKE CITY","801 532-4254","P1720","2015-10-12T00:00:00.000","CLASS 2","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"MOUNTAIN VALLEY RV RESORT","2120 S HWY 40","HEBER CITY","435-657-6100","P4140","2015-03-21T00:00:00.000","CLASS 4","
, UT 84032
(40.50332632800007, -111.39879903799999)"
"OTTER CREEK RV PARK & MARINA","PO BOX 127","CIRCLEVILLE","435 624-3292","P1518","2014-09-26T00:00:00.000","CLASS 4","
, UT 84723
(38.17167906100008, -112.27536913799997)"
"MILLERS FARR WEST EXXON","1750 W 2700 N","FARR WEST","801-737-3787","P3340","2015-07-16T00:00:00.000","CLASS 4","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"V-1 PROPANE/HERITAGE OPER.","285 S. HWY 91","PRESTON","208 852-0579","P479","2015-03-25T00:00:00.000","CLASS 1 BRANCH","
, ID 83263
(42.106307482000034, -111.85693641799998)"
"BLUEBELL STORE","P.O. BOX 746","BLUEBELL","801 454-3578","P518","2015-12-27T00:00:00.000","CLASS 4","
, UT 84007
(40.35946754100007, -110.21791778799997)"
"DIXIE TRANSPORT INC./PES","3768 S 300 WEST","SALT LAKE CITY","801 261-4157","P543","2015-06-15T00:00:00.000","CLASS 3","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"JUNCTION MARKET VII","36 W 400 N","FAIRVIEW","435-427-5355","P4210","2015-04-01T00:00:00.000","CLASS 4","
, UT 84629
(39.63792723700004, -111.43638768099999)"
"BOUNTIFUL RV SERVICE CENTER","1295 NORTH MAIN ST.","BOUNTIFUL","801 298-0081","P1847","2015-04-04T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"IFA COUNTRY STORE - RIVERTON","1926 W 12600 S","RIVERTON","801-254-3501","P4380","2015-06-02T00:00:00.000","CLASS 4","
, UT 84065
(40.51054772700007, -111.94858996399995)"
"ACE RENTS, INC.-OREM","1745 SOUTH STATE","OREM","801 225-4816","P519","2015-12-07T00:00:00.000","CLASS 4","
, UT 84097
(40.29409693300005, -111.67815682199995)"
"SUBURBAN PROPANE ID","803 WASHINGTON","MONTPELIER","208 847-1352","P216","2015-05-10T00:00:00.000","CLASS 1 BRANCH","
, ID 83254
(42.323036356000046, -111.31590936799995)"
"IFA COUNTRY STORE - HYDE PARK","4075 N HWY 91","HYDE PARK","435-563-1604","P4230","2015-04-22T00:00:00.000","CLASS 4","
, UT 84318
(41.80003673400006, -111.81412942399999)"
"STANDARD MASONRY SUPPLY","1540 NO. 550 W.","PROVO","801 373-9685","P1703","2015-10-31T00:00:00.000","CLASS 4","
, UT 84604
(40.26713617400003, -111.65752673599997)"
"ALLREDS ACE HARDWARE","330 SOUTH MAIN","PLEASANT GROVE","801-785-2221","P3520","2015-08-22T00:00:00.000","CLASS 4","
, UT 84062
(40.37518777100007, -111.74238903799994)"
"NEBCO 66 SERVICE","P.O. BOX 776","MORGAN","801 829-3676","P478","2014-10-03T00:00:00.000","CLASS 4","
, UT 84050
(41.076167508000026, -111.71853930299994)"
"B & D MOVERS, INC","1570 WEST HIGHWAY 40","VERNAL","801 789-1970","P374","2014-12-06T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"SUMMIT CREEK LLC","183 N MAIN STREET","SMITHFIELD","435 563-2490","P2032","2015-06-02T00:00:00.000","CLASS 4","
, UT 84335
(41.834188477000055, -111.84321923599998)"
"AMERIGAS PROPANE - BLANDING","1833 SOUTH MAIN","BLANDING","435 678-2822","P193","2015-05-02T00:00:00.000","CLASS 1 BRANCH","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"SHIRTTAIL C STORE LLC","JUNCTION 95 & 191","BLANDING","435 678-2249","P2416","2015-11-29T00:00:00.000","CLASS 4","
, UT 84511
(37.625359795000065, -109.47745933099998)"
"TOP STOP 82/WIND RIVER PETRO","2025 SOUTH MAIN","NEPHI","435 623-2085","P167","2015-11-23T00:00:00.000","CLASS 4","
, UT 84648
(39.71148818100005, -111.83322572299994)"
"LOOSE WHEELS SERVICE","PO BOX 1247","DUCK CREEK VILLAGE","435 682-2526","P1344","2015-07-19T00:00:00.000","CLASS 4","
, UT 84762
(37.520006446000025, -112.65617845499997)"
"COMMERCIAL PROPANE INC.","8750 SO 300 WEST","SANDY","801 568-0923","P568","2015-04-07T00:00:00.000","CLASS 1","
, UT 84070-
(40.57814732300005, -111.88553958899996)"
"AMERIGAS PROPANE - SLC MAIN","1212 BECK STREET","SALT LAKE CITY","801 322-5878","P21","2015-05-02T00:00:00.000","CLASS 1","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"AIRGAS  INTERMOUNTAIN","1211 SOUTH PIONEER RD.","SALT LAKE CITY","801 288-5010","P2154","2015-10-07T00:00:00.000","CLASS 4","
, UT 84104
(40.746577116000026, -111.93907874699994)"
