"column_0","address_1","case_number","city","clearance_type","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"28","3500 Block S 800 W","C1849861","CO SO DAVIS",,"2018-01-23T08:00:33.000","Monday","12","2018-01-22T12:10:21.000","Motorist Assist","832263686","CAD: Motorist Assist","40.8506148","{'coordinates': [-111.9020651, 40.8506148], 'type': 'Point'}","-111.9020651","Traffic","UT","2018-02-06T06:45:41.000","84010"
"29","400 Block N HIGHWAY 89","C1849871","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","12","2018-01-22T12:42:24.000","Traffic Stop","832263683","CAD: Traffic Stop","41.0441252","{'coordinates': [-111.9097877, 41.0441252], 'type': 'Point'}","-111.9097877","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"30","1 Block NB LEGACY PKWY","C1849878","CO SO DAVIS",,"2018-01-23T08:00:33.000","Monday","12","2018-01-22T12:57:24.000","Traffic Stop","832263682","CAD: Traffic Stop","40.9182765","{'coordinates': [-111.8944148, 40.9182765], 'type': 'Point'}","-111.8944148","Vehicle Stop","UT","2018-02-06T06:45:41.000","84014"
"31","1 Block S 3000 W","C1849918","WEST POINT",,"2018-01-23T08:00:33.000","Monday","14","2018-01-22T14:28:22.000","Radar Enforcement","832263680","CAD: Radar Enforcement","41.1130918","{'coordinates': [-112.0837814, 41.1130918], 'type': 'Point'}","-112.0837814","Traffic","UT","2018-02-06T06:45:41.000","84015"
"32","1 Block S 3000 W","C1849921","WEST POINT",,"2018-01-23T08:00:33.000","Monday","14","2018-01-22T14:35:17.000","Traffic Stop","832263681","CAD: Traffic Stop","41.1130918","{'coordinates': [-112.0837814, 41.1130918], 'type': 'Point'}","-112.0837814","Vehicle Stop","UT","2018-02-06T06:45:41.000","84015"
"33","500 Block N 3000 W","C1849932","WEST POINT",,"2018-01-23T08:00:33.000","Monday","14","2018-01-22T14:56:36.000","School Zone Patrol","832263678","CAD: School Zone Patrol","41.121814","{'coordinates': [-112.0837855, 41.121814], 'type': 'Point'}","-112.0837855","Traffic","UT","2018-02-06T06:45:41.000","84015"
"34","1200 Block E NICHOLLS RD","C1849937","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","15","2018-01-22T15:16:45.000","Traffic Stop","832263679","CAD: Traffic Stop","41.0268191","{'coordinates': [-111.9098218, 41.0268191], 'type': 'Point'}","-111.9098218","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"35","1100 Block E NICHOLLS RD","C1849941","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","15","2018-01-22T15:26:13.000","Traffic Stop","832263676","CAD: Traffic Stop","41.0265978","{'coordinates': [-111.912678, 41.0265978], 'type': 'Point'}","-111.912678","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"36","3700 Block W 300 N","C1849942","WEST POINT",,"2018-01-23T08:00:33.000","Monday","15","2018-01-22T15:30:42.000","School Zone Patrol","832263675","CAD: School Zone Patrol","41.11881289999999","{'coordinates': [-112.098185, 41.1188129], 'type': 'Point'}","-112.098185","Traffic","UT","2018-02-06T06:45:41.000","84015"
"37","900 Block E NICHOLLS RD","C1849945","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","15","2018-01-22T15:35:04.000","Traffic Stop","832263674","CAD: Traffic Stop","41.025394","{'coordinates': [-111.9163328, 41.025394], 'type': 'Point'}","-111.9163328","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"38","700 Block S OLD LAKE LN","C1849950","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","15","2018-01-22T15:49:00.000","Traffic Stop","832263673","CAD: Traffic Stop","41.0227391","{'coordinates': [-111.9034586, 41.0227391], 'type': 'Point'}","-111.9034586","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"39","700 Block S DEER VIEW CIR","C1849962","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","16","2018-01-22T16:21:01.000","Traffic Stop","832263672","CAD: Traffic Stop","41.02325949999999","{'coordinates': [-111.9030058, 41.0232595], 'type': 'Point'}","-111.9030058","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"40","500 Block S MOUNTAIN RD","C1849968","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","16","2018-01-22T16:33:25.000","Traffic Stop","832263671","CAD: Traffic Stop","41.0259772","{'coordinates': [-111.9014466, 41.0259772], 'type': 'Point'}","-111.9014466","Vehicle Stop","UT","2018-02-06T06:45:41.000","84037"
"41","7200 Block S 1550 E","C1850016","SOUTH WEBER",,"2018-01-23T08:00:33.000","Monday","18","2018-01-22T18:31:39.000","Fraud Activities","832263667","CAD: Fraud Activities","41.1345","{'coordinates': [-111.939213, 41.1345], 'type': 'Point'}","-111.939213","Theft","UT","2018-02-06T06:45:41.000","84405"
"42","3000 Block W 1250 N","C1850036","WEST POINT",,"2018-01-23T08:00:33.000","Monday","19","2018-01-22T19:24:08.000","Unlawful Solicitng","832263668","CAD: Unlawful Solicitng","41.1321454","{'coordinates': [-112.0855348, 41.1321454], 'type': 'Point'}","-112.0855348","Disorder","UT","2018-02-06T06:45:41.000","84015"
"43","700 Block W 3500 S","C1850074","CO SO DAVIS",,"2018-01-23T08:00:33.000","Monday","21","2018-01-22T21:06:02.000","Reckless Driver","832263664","CAD: Reckless Driver","40.8513996","{'coordinates': [-111.9007621, 40.8513996], 'type': 'Point'}","-111.9007621","Traffic","UT","2018-02-06T06:45:41.000","84010"
"44","1100 Block E NICHOLLS RD","C1850112","FRUIT HEIGHTS",,"2018-01-23T08:00:33.000","Monday","23","2018-01-22T23:17:40.000","Susp Circumstance","832263662","CAD: Susp Circumstance","41.0265978","{'coordinates': [-111.912678, 41.0265978], 'type': 'Point'}","-111.912678","Community Policing","UT","2018-02-06T06:45:41.000","84037"
"45","100 Block N 2000 W","C1850124","WEST POINT",,"2018-01-23T08:00:33.000","Monday","23","2018-01-22T23:46:24.000","Traffic Stop","832263661","CAD: Traffic Stop","41.1149735","{'coordinates': [-112.0645275, 41.1149735], 'type': 'Point'}","-112.0645275","Vehicle Stop","UT","2018-02-06T06:45:41.000","84015"
"46","7800 Block S 2050 E","C1855029","SOUTH WEBER",,"2018-02-04T07:21:48.000","Saturday","16","2018-02-03T16:35:37.000","Unlawful Solicitng","833337583","CAD: Unlawful Solicitng","41.1231178","{'coordinates': [-111.925979, 41.1231178], 'type': 'Point'}","-111.925979","Disorder","UT","2018-02-18T06:05:03.000","84405"
"47","2800 Block W 800 N","C1855030","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","16","2018-02-03T16:56:01.000","Traffic Stop","833337586","CAD: Traffic Stop","41.124858","{'coordinates': [-112.0804063, 41.124858], 'type': 'Point'}","-112.0804063","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"48","700 Block E NICHOLLS RD","C1855038","FRUIT HEIGHTS",,"2018-02-04T07:21:48.000","Saturday","17","2018-02-03T17:13:25.000","Traffic Stop","833337584","CAD: Traffic Stop","41.0244825","{'coordinates': [-111.9206004, 41.0244825], 'type': 'Point'}","-111.9206004","Vehicle Stop","UT","2018-02-18T06:05:03.000","84037"
"49","2600 Block S 3000 W","C1855054","COUNTY NW",,"2018-02-04T07:21:48.000","Saturday","17","2018-02-03T17:48:50.000","Traffic Stop","833337581","CAD: Traffic Stop","40.3922684","{'coordinates': [-111.7624463, 40.3922684], 'type': 'Point'}","-111.7624463","Vehicle Stop","UT","2018-02-18T06:05:03.000","84062"
"50","100 Block S 3000 W","C1855108","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","19","2018-02-03T19:43:14.000","Traffic Stop","833337579","CAD: Traffic Stop","41.1119968","{'coordinates': [-112.0837811, 41.1119968], 'type': 'Point'}","-112.0837811","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"51","500 Block N 4500 W","C1855114","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","19","2018-02-03T19:47:17.000","Traffic Stop","833337580","CAD: Traffic Stop","41.1208485","{'coordinates': [-112.1118851, 41.1208485], 'type': 'Point'}","-112.1118851","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"52","7600 Block S HIGHWAY 89","C1851097","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","5","2018-01-25T05:48:46.000","Accident Property Damage","832566315","CAD: Accident Property Damage","41.1375294","{'coordinates': [-111.9142087, 41.1375294], 'type': 'Point'}","-111.9142087","Traffic","UT","2018-02-09T06:07:50.000",
"53","4600 Block W 800 N","C1851099","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","6","2018-01-25T06:13:45.000","Traffic Stop","832566316","CAD: Traffic Stop","41.1256718","{'coordinates': [-112.1145612, 41.1256718], 'type': 'Point'}","-112.1145612","Vehicle Stop","UT","2018-02-09T06:07:50.000","84015"
"54","1 Block N 3000 W","C1851118","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","7","2018-01-25T07:22:07.000","Traffic Stop","832566313","CAD: Traffic Stop","41.1144034","{'coordinates': [-112.0833771, 41.1144034], 'type': 'Point'}","-112.0833771","Vehicle Stop","UT","2018-02-09T06:07:51.000","84015"
"55","1500 Block N 4500 W","C1851132","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","7","2018-01-25T07:52:22.000","Agency Assistance","832566312","CAD: Agency Assistance","41.1356875","{'coordinates': [-112.112737, 41.1356875], 'type': 'Point'}","-112.112737","Other","UT","2018-02-09T06:07:51.000","84015"
"56","3800 Block W 300 N","C1851151","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","8","2018-01-25T08:36:50.000","Traffic Stop","832566311","CAD: Traffic Stop","41.1181553","{'coordinates': [-112.0995208, 41.1181553], 'type': 'Point'}","-112.0995208","Vehicle Stop","UT","2018-02-09T06:07:51.000","84015"
"57","200 Block N MOUNTAIN RD","C1851154","FRUIT HEIGHTS",,"2018-01-26T07:57:33.000","Thursday","8","2018-01-25T08:46:08.000","Traffic Stop","832566310","CAD: Traffic Stop","41.0387434","{'coordinates': [-111.9082154, 41.0387434], 'type': 'Point'}","-111.9082154","Vehicle Stop","UT","2018-02-09T06:07:51.000","84037"
"58","500 Block E SOUTH WEBER DR","C1851193","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","10","2018-01-25T10:38:43.000","Threatening","832566307","CAD: Threatening","41.139411","{'coordinates': [-111.967797, 41.139411], 'type': 'Point'}","-111.967797","Disorder","UT","2018-02-09T06:07:51.000","84405"
"59","800 Block W 4050 S","C1851196","CO SO DAVIS",,"2018-01-26T07:57:33.000","Thursday","10","2018-01-25T10:43:08.000","Vehicle Burglary","832566305","CAD: Vehicle Burglary","40.84549639999999","{'coordinates': [-111.9019865, 40.8454964], 'type': 'Point'}","-111.9019865","Theft from Vehicle","UT","2018-02-09T06:07:51.000","84010"
"60","400 Block N 3150 W","C1851238","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","12","2018-01-25T12:35:35.000","Unwanted Guest","832566304","CAD: Unwanted Guest","41.1198472","{'coordinates': [-112.0867164, 41.1198472], 'type': 'Point'}","-112.0867164","Disorder","UT","2018-02-09T06:07:51.000","84015"
"61","800 Block W 3600 S","C1851282","CO SO DAVIS",,"2018-01-26T07:57:33.000","Thursday","14","2018-01-25T14:45:08.000","School Zone Patrol","832566298","CAD: School Zone Patrol","40.85033139999999","{'coordinates': [-111.9020901, 40.8503314], 'type': 'Point'}","-111.9020901","Traffic","UT","2018-02-09T06:07:51.000","84010"
"62","1 Block NB LEGACY PKWY","C1851284","CO SO DAVIS",,"2018-01-26T07:57:33.000","Thursday","14","2018-01-25T14:49:35.000","Traffic Stop","832566302","CAD: Traffic Stop","40.9182765","{'coordinates': [-111.8944148, 40.9182765], 'type': 'Point'}","-111.8944148","Vehicle Stop","UT","2018-02-09T06:07:51.000","84014"
"63","1200 Block E SOUTH WEBER DR","C1851296","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","15","2018-01-25T15:08:28.000","Traffic Stop","832566300","CAD: Traffic Stop","41.1344488","{'coordinates': [-111.9481714, 41.1344488], 'type': 'Point'}","-111.9481714","Vehicle Stop","UT","2018-02-09T06:07:51.000","84405"
"64","1200 Block E SOUTH WEBER DR","C1851304","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","15","2018-01-25T15:21:41.000","Traffic Stop","832566299","CAD: Traffic Stop","41.1344488","{'coordinates': [-111.9481714, 41.1344488], 'type': 'Point'}","-111.9481714","Vehicle Stop","UT","2018-02-09T06:07:51.000","84405"
"65","600 Block W 3500 S","C1851332","CO SO DAVIS",,"2018-01-26T07:57:33.000","Thursday","16","2018-01-25T16:33:55.000","Vehicle Burglary","832566297","CAD: Vehicle Burglary","40.8514173","{'coordinates': [-111.8974028, 40.8514173], 'type': 'Point'}","-111.8974028","Theft from Vehicle","UT","2018-02-09T06:07:51.000","84010"
"66","2000 Block E 7550 S","C1851346","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","17","2018-01-25T17:14:41.000","Susp Circumstance","832566296","CAD: Susp Circumstance","41.1293356","{'coordinates': [-111.9247148, 41.1293356], 'type': 'Point'}","-111.9247148","Community Policing","UT","2018-02-09T06:07:51.000","84405"
"67","300 Block N 2000 W","C1851365","WEST POINT",,"2018-01-26T07:57:33.000","Thursday","18","2018-01-25T18:46:49.000","Theft","832566293","CAD: Theft","41.1184405","{'coordinates': [-112.0642089, 41.1184405], 'type': 'Point'}","-112.0642089","Theft","UT","2018-02-09T06:07:51.000","84015"
"68","2000 Block E CEDAR BENCH DR","C1851386","SOUTH WEBER",,"2018-01-26T07:57:33.000","Thursday","19","2018-01-25T19:38:12.000","Fraud Activities","832566294","CAD: Fraud Activities","41.1193665","{'coordinates': [-111.9271349, 41.1193665], 'type': 'Point'}","-111.9271349","Theft","UT","2018-02-09T06:07:51.000","84405"
"69","ANTELOPE ISLAND CSWY","C1855119","COUNTY NW",,"2018-02-04T07:21:48.000","Saturday","19","2018-02-03T19:55:46.000","Extra Patrol On Site Call","833337578","CAD: Extra Patrol On Site Call","40.95808479999999","{'coordinates': [-112.2145571, 40.9580848], 'type': 'Point'}","-112.2145571","Community Policing","UT","2018-02-18T06:05:03.000",
"70","E NICHOLLS RD","C1855130","FRUIT HEIGHTS",,"2018-02-04T07:21:48.000","Saturday","20","2018-02-03T20:12:54.000","Traffic Stop","833337577","CAD: Traffic Stop","41.0267408","{'coordinates': [-111.9112173, 41.0267408], 'type': 'Point'}","-111.9112173","Vehicle Stop","UT","2018-02-18T06:05:03.000","84037"
"71","3800 Block W 300 N","C1855145","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","20","2018-02-03T20:55:15.000","Traffic Stop","833337576","CAD: Traffic Stop","41.1181553","{'coordinates': [-112.0995208, 41.1181553], 'type': 'Point'}","-112.0995208","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"72","500 Block N 3500 W","C1855148","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","21","2018-02-03T21:04:55.000","Susp Circumstance","833337575","CAD: Susp Circumstance","41.12135290000001","{'coordinates': [-112.093098, 41.1213529], 'type': 'Point'}","-112.093098","Community Policing","UT","2018-02-18T06:05:03.000","84015"
"73","2000 Block W 300 N","C1855157","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","21","2018-02-03T21:30:05.000","Traffic Stop","833337571","CAD: Traffic Stop","41.1180837","{'coordinates': [-112.0645093, 41.1180837], 'type': 'Point'}","-112.0645093","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"74","E CORNIA DR","C1855163","SOUTH WEBER",,"2018-02-04T07:21:48.000","Saturday","21","2018-02-03T21:47:43.000","Extra Patrol On Site Call","833337574","CAD: Extra Patrol On Site Call","41.12976159999999","{'coordinates': [-111.9042627, 41.1297616], 'type': 'Point'}","-111.9042627","Community Policing","UT","2018-02-18T06:05:03.000","84405"
"75","2700 Block E SOUTH WEBER DR","C1855165","SOUTH WEBER",,"2018-02-04T07:21:48.000","Saturday","21","2018-02-03T21:51:01.000","Agency Assistance","833337573","CAD: Agency Assistance","41.1284286","{'coordinates': [-111.9065149, 41.1284286], 'type': 'Point'}","-111.9065149","Other","UT","2018-02-18T06:05:03.000","84405"
"76","1 Block S 2000 W","C1855185","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","22","2018-02-03T22:27:23.000","Traffic Stop","833337572","CAD: Traffic Stop","41.1120082","{'coordinates': [-112.0642246, 41.1120082], 'type': 'Point'}","-112.0642246","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"77","100 Block N 2000 W","C1855202","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","23","2018-02-03T23:20:35.000","Traffic Stop","833337569","CAD: Traffic Stop","41.1149735","{'coordinates': [-112.0645275, 41.1149735], 'type': 'Point'}","-112.0645275","Vehicle Stop","UT","2018-02-18T06:05:03.000","84015"
"78","700 Block S DEER VIEW CIR","C1855212","FRUIT HEIGHTS",,"2018-02-04T09:58:29.000","Saturday","23","2018-02-03T23:49:13.000","Juvenile Problem","833346213","CAD: Juvenile Problem","41.022956","{'coordinates': [-111.9020839, 41.022956], 'type': 'Point'}","-111.9020839","Disorder","UT","2018-02-18T06:05:03.000","84037"
"79","2800 Block W 650 N","C1855215","WEST POINT",,"2018-02-04T07:21:48.000","Saturday","23","2018-02-03T23:56:24.000","Susp Vehicle","833337568","CAD: Susp Vehicle","41.12412","{'coordinates': [-112.0806942, 41.12412], 'type': 'Point'}","-112.0806942","Community Policing","UT","2018-02-18T06:05:03.000","84015"
"80","N UNIVERSITY PARK BLVD & W ANTELOPE DR","C1897541","LAYTON",,"2018-05-21T06:55:52.000","Sunday","22","2018-05-20T22:50:00.000","Traffic Stop","854768230","CAD: Traffic Stop","41.0892534","{'coordinates': [-111.987792, 41.0892534], 'type': 'Point'}","-111.987792","Vehicle Stop","UT","2018-06-04T03:16:14.000","84041"
