"county","city_district_name","year","project_type","supp","ml_grant","ml_loan","bonus_loan","terms","total_cib_funds","total_project_cost"
"Juab","Juab Co SSFD","2015","Fire station @ Rocky Ridge",,"584700","0","585000","30Y @ 1.5%","1169700","1180200"
"Juab","Juab County","2011","Bridge Improvements - Yuba Dam",,"150000","0","0","0","150000","150000"
"Juab","Juab County","2013","4th Dist Court Building @ Nephi",,"0","0","3000000","30Y @ l.5%","3000000","3000000"
"Juab","Juab County MBA","2011","Juab fire district - Eureka fire station",,"343200","343000","0","25Y @ O%","686200","726545"
"Juab","Levan Town","2011","Recreation - park improvements",,"75000","0","0",,"75000","80000"
"Juab","Levan Town","2012","New ambulance - withdrawn",,"0","120000","0","6Y @O%","120000","150000"
"Juab","Levan Town","2012","Water System Imp - Hwy 28 line",,"95000","0","0",,"95000","100000"
"Juab","Levan Town","2012","Water Share Procurement withdrawn",,"0","0","355000","30Y @ 2.5%","355000","360000"
"Juab","Levan Town","2013","Main Street Improvements",,"292000","293000","0","30Y @ O.Oo/o","585000","1734150"
"Juab","Mona City","2014","Water Master Plan",,"20000","0","0",,"20000","40000"
"Juab","Nephi City","2011","Rec - splash pad feature @ city pool",,"0","600000","0","30Y@O%","600000","640000"
"Juab","Town of Rocky Ridge","2012","Street Imp - Rocky Ridge Road",,"41000","0","0",,"41000","51000"
"Kane","Big Water Town","2011","Town Park Improvements",,"47000","0","0",,"47000","49500"
"Kane","Big Water Town","2012","Sewer System Imp - withdrawn",,"2924370",,"0","30Y @ 0%","5043370","6209370"
"Kane","Big Water Town","2014","Road & Drainage improvements",,"174000","0","200000","30y @ l.5%","374000","624060"
"Kane","Big Water Town","2015","Fire Station Remodel",,"280000","0","279000","30y @ 1.5%","559000","559000"
"Kane","Cannonville Town","2011","Culinary water master plan",,"12500","0","0",,"12500","25000"
"Kane","East Zion Special Service Dist","2014","Wastewater Improvements",,"0","0","113000","30y @ l.5%","113000","129000"
"Kane","Kanab City","2012","Storm Drain Pipeline Project",,"162000","0","163000","10Y @ 2.5%","325000","374538"
"Kane","Kanab City",,"Flood prevention - Tom's Canyon",,"680000","0","680000","30y @ 1.5%","1360000",
"Kane","Kane County !l.1BA","2013","Bldgs - North Event Center",,"200000","0","200000","25Y@ 2.5%","400000","900000"
"Kane","Kane County !l.1BA","2014","Roads - Alton Road Reconstruction",,"700000","0","0",,"700000","2850000"
"Kane","Kane County HR SSD","2015","Hospital ambulance",,"40000","0","100000","5y@ l.5%","140000","174000"
"Kane","Kane County Water Cons Dist","2012","Zion View water improvements",,"0","7000000","0","30Y @ O%","7000000","11350000"
"Kane","Long Valley Sewer Imp Dist","2012","Waste Water facilities plan SUPP",,"27000","0","0",,,"60000"
"Kane","Long Valley Sewer Imp Dist","2013","Sewer Improvements",,"1150000","1150000","0","30Y @ 0.0%","2300000","4600000"
"Kane","Orderville Town","2013","Mt Carmel School-Old Rock School Restoration",,"130000","0","130000","30Y@ 1.5%","260000","313100"
"Millard","Delta City","2012","Community Center",,"535000","215000","0","30Y @ O%","750000","1285000"
"Millard","Fillmore City","2014","Water Master Plan - Impact Fee Analysis",,"18500","0","0",,"18500","37000"
"Millard","Leamington Town","2014","Water System Imp -Fool Creek Springs",,"235000","235000","0","30y @ 0%","470000","1081000"
"Millard","Millard County","2011","Ambulance Building",,"125000","0","0",,"125000","454770"
"Millard","Millard County MBA","2013","Public Health Center @Fillmore",,"180000","0","180000","30Y @ 1.5%","360000","435000"
"Millard","Millard Co Fire District","2013","4Trucks-ScipioKanoshOakCity Hinckley",,"537000","0","0",,"537000","1074000"
"Millard","Millard Co Fire District","2015","New Ladder Truck @Fillmore",,"400000","0","0",,"400000","650000"
"Millard","Scipio Town","2012","Street Imp - repave & chip seal",,"117000","0","0",,"117000","350000"
"Millard","Scipio Town LBA","2014","Community Center",,"350000","250000","0","30y @ O%","600000","700000"
"Morgan","Morgan City","2011","Street Improvements - Rose Drive",,,"0","101000","10Y @3.5%","101000","101000"
"Morgan","Morgan City","2012","Flood control improvements",,,"300000","0","30Y @ O%","300000","3248790"
"Morgan","Morgan County MBA","2011","Sheriffs multipurpose bldg",,,"0","600000","25Y @4.5%","600000","610000"
"Piute","Circleville Town","2015","Community Medical Center",,"835250","0","0",,"835250","885250"
"Piute","Circleville Town","2015","Drainage and Road Project - Phase I",,"320000","0","0",,"320000","360000"
"Piute","Junction Town","2013","Street imp - crack and chip seal",,"140000","0","0",,"140000","140000"
"Piute","Junction Town","2014","Town Hall & Fire Station",,"500000","249000","0","30y @O%","749000","810400"
"Piute","Kingston Town","2015","Road Improvements",,"242000","0","0",,"242000","262000"
"Piute","Marysvale Town","2012","Community Center",,"280000","280000","0","30Y@0.0%","560000","710000"
"Piute","Piute County","2013","New arnbulance @ Marysvale",,"113700","0","0",,"113700","157700"
"Piute","Piute MBA","2014","Public Safety Building",,"730000","0","0",,"730000","850000"
"Rich","Garden City","2013","City Planning Project",,"40000","0","0","0","40000","80000"
"Rich","Rich County","2012","Planning - development code update",,"9000","0","0","0","9000","18000"
"San Juan","Blanding City","2011","Street improvements",,"1000000","1000000","0","10Y @O%","2000000","2000000"
"San Juan","Blanding City","2012","Water Pipeline distribution",,"750000","250000","0","20Y @ 0.0%","1000000","1000000"
"San Juan","Blanding City","2012","Water Distribution Lines",,"2000000","750000","0","20Y @ 0.0%","2750000","2750000"
"San Juan","Blanding City","2012","New fire pumper truck",,"162500","0","0",,"162500","325000"
"San Juan","Blanding City","2013","Sewer System Improvements",,"0","0","450000","30Y@ 1.5%","450000","455000"
"San Juan","Bluff Service Area","2014","West Bluff Flood Mitigation Project",,"600000","0","0",,"600000","603500"
"San Juan","Bluff Service Area","2015","East Bluff Flood Mitigation study",,"35000","0","0",,"35000","56000"
"San Juan","Bluff Service Area","2015","East Bluff Flood Mitigation project",,"530788","0","0",,"530788","530788"
"San Juan","Bluff Wtr Works SSD","2011","Water study",,"22500","0","0",,"22500","45000"
"San Juan","Bluff Wtr Works SSD","2012","Water Dist - Arsenic Removal",,"1698000","0","0",,"1698000","1698000"
"San Juan","Mexican Hat SSD","2012","Water System Improvements",,"134000","0","0",,"134000","154000"
"San Juan","Monticello City","2011","Water system improvements",,"167000","166000","0","30Y@O%","333000","1333000"
"San Juan","Monticello City",,"Secondary water metering - withdrawn",,"0","847000","0","30Y @ O%","847000","847000"
"San Juan","Monticello City","2012","Sewer Line Improvements",,"49000","0","0",,"49000","70000"
"San Juan","Monticello City","2013","Airport Improvements",,"300000","300000","0","5Y @0.0%","600000","1000000"
"San Juan","Monticello City","2014","Emergency Backup.Wells",,"1400000","0","0",,"1400000","1400000"
"San Juan","Monticello City","2015","New Fire Truck",,"57000","0","0",,"57000","114183"
"San Juan","Monticello MBA","2014","New Community Center",,"1340000","0","1000000","30Y @ l.5%","2340000","2940000"
"San Juan","San Juan Co Hlth SSD","2011","Clinic & Lab expansion SUPP","x","15000","0","15000","30Y@l.5%","30000","30000"
"San Juan","San Juan Co Hlth SSD","2011","Hospital patient care equipment",,"400000","400000","0","IOY @ O%","800000","820000"
"San Juan","San Juan Co Hlth SSD","2012","Electronic Patient Health Record",,"0","0","992000","5Y @2.5%","992000","992000"
"San Juan","San Juan Co MBA","2012","Capital Equip & facilities.",,"394000","465000","0","6Y@ 0.0%","859000","1686000"
"San Juan","San Juan Co MBA","2013","Eastland Fire Building Addition",,"81596","0","0",,"81596","222396"
"San Juan","San Juan Co MBA","2013","Maintenance I Shop Bldg - Blanding",,"115000","0","0",,"115000","175000"
"San Juan","San Juan Co MBA","2014","New Ambulance & Equipment",,"115000","0","115000","5y@ l.5%","230000","230000"
"San Juan","San Juan Co Wtr Cons Dist","2012","Dry Wash Reservoir Design",,"55000","0","0",,"55000",
"San Juan","San Juan Co Wtr Cons Dist","2014","Dry Wash Reservoir Expansion",,"1000000","500000","0","20y @ O%","1500000","1500000"
"San Juan","San Juan Co Wtr Cons Dist","2014","Dry Wash Reservoir Expansion",,"0","0","500000","20y @ l.5%","500000","500000"
"San Juan","San Juan Spanish Valley SSD","2015","Water / Sewer Master Plan",,"25000","0","0",,"25000","50000"
"San Juan","San Juan Transportation SSD","2014","Road Improvements - Flood Damage",,"1300000","500000","0","15y@ 0.0%","1800000","3341000"
"San Juan","San Juan Transportation SSD","2015","Road Imp - Monticello & Blanding",,"2500000","0","2100000","!Sy @ 1.5%","4600000","5000000"
"Sanpete","Ephraim City","2012","Park Expansion",,"130000","0","0",,"130000","330237"
"Sanpete","Ephraim City","2013","Manti -Ephraim Airport upgrade",,"465000","0","0",,"465000","2515600"
"Sanpete","Fairview City","2012","City Office Building",,"800000","400000","0","30Y@O%","1200000","1893000"
"Sanpete","Fairview City","2012","City Office Building - SUPP","x","100000","100000","0","30Y@O%","200000","200000"
"Sanpete","Fairview City","2013","Streets - Chip Seal",,"0","0","350000","10Y @2.5%","350000","350000"
"Sanpete","Fairview City","2013","Rec Imp - Park Improvements",,"0","369000","0","20Y@ O%","369000","369000"
"Sanpete","Fairview City","2015","City Office Building 2nd SUPP","xx","250000","150000","0","30y@ 0.0%","400000","400000"
"Sanpete","Fayette Town","2015","Road Project 2015 - Phase I",,"450000","0","0",,"450000","450000"
"Sanpete","Fountain Green City","2012","Theatre & Dance Hall Imp withdrawn",,"0","0","54000","20Y @ 2.5%","54000","54000"
"Sanpete","Fountain Green City","2014","Street improvements",,"566649","0","0",,"566649","566649"
"Sanpete","Gunnison City","2011","Main street revitalization",,"350000","350000","0","30Y@ O%","700000","950000"
"Sanpete","Gunnison City","2012","Water sys imp/storm drainage study",,"235000","0","0",,"235000","537000"
"Sanpete","Gunnison City","2012","Mainstreet revitalization - SUPP","x","0","264000","0","30Y @0.0%","264000","564000"
