"county","processed_date","amount","fiscal_year","entity_trans_id","description","ref_id","type","contract_name","contract_number","entity1","entity2","name1","name2","acccount","name3","fund","subfund"
"Emery County","2015-01-31T07:14:00.000","139.71","2014","965.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Benefits","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","58850.7","2014","321.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1027.92","2014","824.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","25107.77","2014","322.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","284580 Library","NULL","NULL","NULL","Employee Benefits","NULL","Library Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","472.32","2014","974.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","6174","2014","974.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","130.53","2014","747.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1706.4","2014","747.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","28571.97","2014","178.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Benefits","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","3035.75","2014","178.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Paid leave","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","34873.760000000002","2014","178.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Compensation","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","5510.08","2014","490.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41862.36","2014","490.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","44048.36","2014","490.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","2903.44","2014","208.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104122 Justice Court","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","33068.32","2014","208.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104122 Justice Court","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","34028.589999999997","2014","208.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104122 Justice Court","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","37979.480000000003","2014","105.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","622.02","2014","35.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","8130.5","2014","35.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","5344.99","2014","242.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","60492.94","2014","242.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","47464.95","2014","242.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1879.2","2014","329.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","38873.519999999997","2014","329.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41062","2014","329.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","445.2","2014","227.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Paid leave","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","11642.5","2014","227.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Compensation","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","3095.39","2014","227.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Benefits","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","40325.279999999999","2014","175.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104141 Clerk/Auditor","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","63135.76","2014","175.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104141 Clerk/Auditor","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3079.24","2014","284.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104180 Plan & Zone","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","17594.689999999999","2014","284.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104180 Plan & Zone","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","27071.040000000001","2014","284.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104180 Plan & Zone","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","2498.4499999999998","2014","161.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Paid leave","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","35471.360000000001","2014","161.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Compensation","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","25692.85","2014","161.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Benefits","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","3956.64","2014","256.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104146 Assessor","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","35022.36","2014","256.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104146 Assessor","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","16.829999999999998","2014","217.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","234663 SAN RAFAEL","NULL","NULL","NULL","Employee Benefits","NULL","San Rafael Museum","NULL"
"Emery County","2015-01-31T07:14:00.000","220","2014","217.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","234663 SAN RAFAEL","NULL","NULL","NULL","Employee Compensation","NULL","San Rafael Museum","NULL"
"Emery County","2015-01-31T07:14:00.000","1025.5","2014","370.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","78.45","2014","370.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","10269.33","2014","448.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Paid leave","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","35544.629999999997","2014","448.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Benefits","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","144.58000000000001","2014","963.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Benefits","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","36145.24","2014","448.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Compensation","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","1889.76","2014","963.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Compensation","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","4307.32","2014","506.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41947.39","2014","506.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3003","2014","556.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","46584.7","2014","506.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","32887.269999999997","2014","556.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","33275.9","2014","556.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","9468.7000000000007","2014","794.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","724.35","2014","794.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","230.76","2014","776.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3016.43","2014","776.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","672.99","2014","307.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104122 Justice Court","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","8796.81","2014","307.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104122 Justice Court","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","379.51","2014","721.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","4960.8","2014","721.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1170.68","2014","768.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","15302.85","2014","768.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1991.52","2014","389.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","40600.959999999999","2014","389.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","50332.42","2014","389.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","4.47","2014","717.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","58.4","2014","717.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","8870.92","2014","361.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104146 Assessor","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","29371.77","2014","361.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104146 Assessor","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","42745.94","2014","361.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104146 Assessor","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","19935.07","2014","102.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","30621.49","2014","251.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","284580 Library","NULL","NULL","NULL","Employee Compensation","NULL","Library Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","34127.050000000003","2014","103.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41541.089999999997","2014","103.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1223.29","2014","519.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104145 Attorney","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","33150.31","2014","519.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104145 Attorney","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","24522.91","2014","519.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104145 Attorney","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3.36","2014","783.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","43.8","2014","783.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","2592.6","2014","319.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41854.9","2014","319.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","39166.21","2014","319.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","33461.56","2014","220.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104145 Attorney","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","38330.019999999997","2014","220.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104145 Attorney","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","8470","2014","392.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","284580 Library","NULL","NULL","NULL","Employee Compensation","NULL","Library Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","647.96","2014","392.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","284580 Library","NULL","NULL","NULL","Employee Benefits","NULL","Library Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","325.04000000000002","2014","969.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","4248.93","2014","969.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","123.74","2014","934.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Benefits","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","1617.48","2014","934.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Compensation","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","2522.27","2014","303.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Paid leave","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","35355.440000000002","2014","303.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","42536.07","2014","303.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104136 Data Proc","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","101.36","2014","263.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Benefits","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","1324.92","2014","263.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","314000 Swimming Pool","NULL","NULL","NULL","Employee Compensation","NULL","Swimming Pool","NULL"
"Emery County","2015-01-31T07:14:00.000","174.5","2014","770.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","2280.9","2014","770.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","297.52999999999997","2014","780.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3889.4","2014","780.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","278.08999999999997","2014","694.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","41429.67","2014","429.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104410 Road","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3635.1","2014","694.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104316 Ambulance","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","64553.599999999999","2014","429.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104410 Road","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","259.60000000000002","2014","200.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","3393.5","2014","200.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104621 Weed & Mosq","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","66985.36","2014","358.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104210 Sheriff","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","1138.48","2014","921.PC.12/31/2014","Paid leave","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Paid leave","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","22669.31","2014","921.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Benefits","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","33276.199999999997","2014","921.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","114415 Class B","NULL","NULL","NULL","Employee Compensation","NULL","Class B and C Road Funds","NULL"
"Emery County","2015-01-31T07:14:00.000","33467.43","2014","101.PB.12/31/2014","Employee benefits","NULL","Payroll","NULL","NULL","104111 Commission","NULL","NULL","NULL","Employee Benefits","NULL","General Fund","NULL"
"Emery County","2015-01-31T07:14:00.000","44572.02","2014","101.PC.12/31/2014","Employee compensation","NULL","Payroll","NULL","NULL","104111 Commission","NULL","NULL","NULL","Employee Compensation","NULL","General Fund","NULL"
