"ein","name","ico","group","subsection","affiliation","classification","ruling","deductibility","foundation","activity","organization","status","tax_period","asset_cd","income_cd","filing_req_cd","pf_filing_req_cd","acct_pd","asset_amt","income_amt","revenue_amt","ntee_cd","sort_name","location_1"
"161661272","BUILDER OF LIFE MINISTRIES","% DENNIS HONRUBIA","1619","3","9","7000","196402","1","10","0","5","1",,"0","0","6","0","12",,,,,,"1431 W 2175 S
WOODS CROSS, UT 84087-2388
(40.868043141000044, -111.92073189599995)"
"202380497","IJ AND JEANNE WAGNER CHARITABLE FOUNDATION","% HERALD O JOHNSON","0","3","3","1000","200509","1","4","0","2","1","201406","7","5","0","1","6","8580415","636719",,"T21",,"775 N HILLTOP RD
SALT LAKE CTY, UT 84103-3311
(40.78708727800006, -111.87142921399999)"
"204508682","VOLUNTEERS INVOLVED IN DEVELOPMENTABROAD","% WHITNEY LARSEN","0","3","3","1000","200607","1","15","0","1","1","201112","0","0","2","0","12","0","0","0","Q30","VIDA","13028 S 2730 W
RIVERTON, UT 84065-6388
(40.51442052700003, -111.95838616099996)"
"261428094","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS","% CHRISTOPHER RICH KINZEL","160","5","9","3000","195903","2","0","263000000","5","1","201312","0","0","2","0","12","0","0","0",,"WEST JORDAN FIREFIGHTERS UNION","3333 W BELLAVITI CIR
WEST JORDAN, UT 84084-2700
(40.617273202000035, -111.97067063799994)"
"205711103","ART WORKS FOR KIDS OF UTAH","% CRAIG MORTENSEN","0","3","3","1000","200712","1","4","0","1","1","201305","4","4","0","1","5","189979","332676",,"A25",,"299 S MAIN ST STE 2200
SALT LAKE CTY, UT 84111-2288
(40.76322121700008, -111.89095462999995)"
"237259613","UTAH EDUCATION ASSOCIATION","% SUSAN C PORTER","2402","6","9","2000","197302","2","0","59000000","5","1","201308","0","0","2","0","8","0","0","0",,"BEAVER","180 N MAIN ST
RICHFIELD, UT 84701-2170
(38.77054499500008, -112.08475200599997)"
"208416087","WINTER FOUNDATION","% JAMIE SKINNER","0","3","3","1000","200809","1","15","0","1","1","201412","0","0","2","0","12","0","0","0","P58",,"2766 N 2125 E
LAYTON, UT 84040-3202
(41.09962758800003, -111.92777464299996)"
"237159995","HOME NEST HONORABLE ORDER OF THE BLUE GOOSE INTERNATIONAL","% JOHN PARIS","2135","8","9","1000","197101","1","0","328319000","5","1","201406","0","0","2","0","6","0","0","0",,"UTAH POND","PO BOX 70098
SALT LAKE CTY, UT 84170-0098
(40.69675104400005, -111.99618029899995)"
"202571093","BYBEE FAMILY FOUNDATION","% GEORGE EVAN BYBEE","0","3","3","1000","200508","1","4","0","2","1","201312","1","4","0","1","12","4988","168361",,"T20",,"5406 W 11000 N STE 103-305
HIGHLAND, UT 84003-8942
(40.43194999900004, -111.78780253399998)"
"237337152","FREE & ACCEPTED MASONS OF UTAH","% LORENZO TIBBITTS SECRETARY","1652","10","9","1000","197109","1","0","279265000","5","1","201312","0","0","2","0","12","0","0","0",,"19 CHRISTOPHER DIEHL","PO BOX 180352
WEST VALLEY CITY, UT 84118-0000
(40.652286151000055, -112.00951997599998)"
"201567171","VOLUNTEER CARE CLINIC","% WILLIAM HULTERSTROM","0","3","3","1000","200412","1","15","0","1","1","201406","3","2","2","0","6","43504","10810","10810","E30",,"148 N 100 W
PROVO, UT 84601-2802
(40.23579071800003, -111.66047406899997)"
"237145670","LADIES ORIENTAL SHRINE OF NORTH AMERICA INC","% LOUISE HARRIS","89","8","9","1000","194009","1","0","319000000","5","1","201403","0","0","2","0","3","0","0","0",,"47 IRIS COURT","6179 S NIMBUS WAY
KEARNS, UT 84118-5248
(40.63896029800003, -111.99476485099996)"
"261224819","MAHALO FOUNDATION","% CLARK M MOWER","0","3","3","1000","200806","1","4","0","2","1","201312","1","1","0","1","12","5335","2",,"T22",,"5509 MOUNTAIN VIEW DR
MTN GREEN, UT 84050-9760
(41.145358663000025, -111.80795514999994)"
"10682379","NATIONAL EXCHANGE CLUB","% R SCOTT BAKER","1097","4","9","1000","195009","2","0","59328000","5","1","201206","0","0","2","0","6","0","0","0",,"2765 MURRAY UT","5250 S COMMERCE DR STE 180
MURRAY, UT 84107-5318
(40.65671465600008, -111.89866800399994)"
"204543040","ASHBY FOUNDATION LTD","% GLENN BINGHAM","0","3","3","1000","201412","1","15","0","1","1",,"0","0","1","0","12",,,,"Q32",,"1496 N HARVARD AVE
WASHINGTON, UT 84780-8540
(37.15142843600006, -113.53423755299997)"
"204513134","ENSIGN MEDIA FOUNDATION","% W LINCOLN WATKINS","0","3","3","1000","200703","1","15","0","1","1","201312","1","1","2","0","12","7473","2015","2015","B990",,"1171 WINTERGREEN CT
ALPINE, UT 84004-1270
(40.46042805800005, -111.75709059399998)"
"43486458","HEALING HANDS FOR HAITI FOUNDATION INC","% TRENT GODDARD","0","3","3","1000","199912","1","15","0","1","1","201312","5","6","1","0","12","669279","1235779","1235779","Q300",,"PO BOX 521800
SALT LAKE CTY, UT 84152-1800
(40.72782040300007, -111.85959088099997)"
"208873162","ANDREWS FAMILY FOUNDATION","% KEVIN ANDREWS","0","3","3","1000","200710","1","4","0","1","1","201312","1","0","0","1","12","35","0",,"T22",,"11848 S VISTA GLEN CT
SANDY, UT 84092-7181
(40.53595437000007, -111.81790226699997)"
"208938972","SAHARA CARES FOUNDATION","% THOMAS C MABEY","0","3","3","1000","200710","1","15","0","1","1","201312","3","3","1","0","12","43208","63770","33704","G84",,"801 NORTH 500 WEST
BOUNTIFUL, UT 84010-6829
(40.89764585100005, -111.89221728999996)"
"200200319","GAIL L & ARTHUR E BENJAMIN FOUNDATION","% GAIL L BENJAMIN","0","3","3","1000","200801","1","4","0","2","1","201312","4","1","0","1","12","481600","6288",,"T20",,"10062 S STONE MOUNTAIN CV
SANDY, UT 84092-6542
(40.568550118000076, -111.79887694199999)"
"208122739","SWEETWATER RESCUE FOUNDATION INC","% HAROLD R SMITH","0","3","3","1278","201411","1","4","0","1","1","200712","3","3","0","1","12","27822","26469",,"T22",,"585 E QUAIL RD STE 900
OREM, UT 84097-2311
(40.32863813000006, -111.68249532599998)"
"260296745","LIGHTHOUSE MINISTRIES CHRISTIAN CENTER","% ROBERT HALL","0","3","3","7000","200808","1","10","0","1","1",,"0","0","6","0","12",,,,"X21",,"PO BOX 150645
OGDEN, UT 84415-0645
(41.17938043100003, -111.95094052299999)"
"237434441","SUPREME ASSEMBLY OF THE SOCIAL ORDER OF THE BEAUCEANT","% MRS BILL JACK WESTBROOK","2541","10","9","1000","197407","1","0","260229000","5","1","201312","0","0","2","0","12","0","0","0",,"247","2580 E VALLEY VIEW AVE
HOLLADAY, UT 84117-5429
(40.665563028000065, -111.81793568299997)"
"208098816","WASATCH SUNSHINE TERRACE SUPPORTFOUNDATION","% DELL LOY HANSEN","0","3","3","1200","200907","1","17","0","1","1","201312","5","3","2","0","12","535217","29463","29463","A116",,"595 S RIVERWOODS PKWY SUITE 400
LOGAN, UT 84321-6845
(41.720738598000025, -111.83338547799997)"
"260465751","SUMMERFEST ARTS FAIRE","%","0","3","3","1000","200908","1","15","0","1","1","201306","3","3","1","0","6","79532","99240","92247","T20",,"69 E 100 N
LOGAN, UT 84321-4624
(41.73327545200004, -111.83319584599997)"
"237371936","LUNENBURG GILMAN AND EAST CONCORD SENIOR CITIZENS INC","% GISELE HALLEE","0","3","3","1000","199705","1","16","995560000","1","1","201312","4","4","1","0","12","165211","107469","107469","P81",,"PO BOX 38
ALTAMONT, UT 84001-0038
(40.34781858100007, -110.27144825599999)"
"237601837","INDEPENDENT ORDER OF ODD FELLOWS","% LINDA SHELTON","28","8","9","1000","197211","1","0","36382265","5","1","201406","0","0","2","0","6","0","0","0",,"1 NAOMI REBAKAH LDG","3287 E KENTON DR
SALT LAKE CTY, UT 84109-2222
(40.706818174000034, -111.80103516599996)"
"262016068","DESCENDENTS OF KAAYELII INC","% GILBERT BENN","0","3","3","2000","201409","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","A20",,"PO BOX 371
MONTEZUMA CRK, UT 84534-0371
(37.16572773300004, -109.36165624399996)"
"262549883","AMAZING EARTHFEST",,"0","3","3","1000","201202","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","C30",,"295 N MAIN ST
KANAB, UT 84741-3225
(37.05298093500005, -112.52860549299999)"
"203747514","BENJAMIN CLUFF JR EDUCATIONAL FOUND ATION","% COLLEEN CLUFF CAPUTO","0","3","3","1200","200610","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","A80","COLLEEN CLUFF CAPUTO","195 MOJAVE HTS
SAINT GEORGE, UT 84770-0903
(37.070963445000075, -113.58781059199998)"
"223544733","ASSOCIATION FOR COMPUTING MACHINERY","% CSIS DEPT MS-129","1931","3","9","2800","196805","1","16","205279000","5","1",,"0","0","2","0","6",,,,,"UTAH VALLEY STATE COLLEGE","800 W UNIVERSITY PKWY
OREM, UT 84058-5999
(40.27486728200006, -111.712318273)"
"200432969","ABHA","% MLADEN MARIC","0","3","3","1000","200402","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","A23",,"3723 S 900 E
SALT LAKE CTY, UT 84106-1912
(40.69098384100005, -111.86547405799996)"
"262225463","LIFELONG LEARNING CENTER INC","% MARK S BARTON","0","3","3","2000","200904","1","15","0","1","1","201312","3","3","1","0","12","39329","92173","92173","B99",,"2440 S 900 W
S SALT LAKE, UT 84119-1518
(40.71770032400008, -111.91745711099998)"
"237276659","NATIONAL SOCIETY OF THE SONS OF UTAH PIONEERS","% JAY M SMITH","2423","3","9","1000","197304","1","16","62060000","5","1","201312","0","0","2","0","12","0","0","0",,"BRIGHAM YOUNG","3301 EAST 2920 SOUTH
SALT LAKE CITY, UT 84109-4260
(40.70769004700003, -111.80047071999996)"
"260611672","FRIENDS OF RYANS PLACE A UTAHNON-PROFIT CORPORATION","% ALICIA J ADAMS","0","3","3","2100","200807","1","15","0","1","1","201412","0","0","2","0","12","0","0","0","O50",,"3877 W SLALOM WAY
COLLINSTON, UT 84306-3201
(41.79008667200003, -112.07279629099997)"
"200477801","HIRSCHE SMILES FOUNDATION",,"0","3","3","1000","200402","1","15","0","1","1","201312","4","4","1","0","12","163008","176380","176380","P20",,"PO BOX 1064
OREM, UT 84059-1064
(40.29711020600007, -111.70122054799998)"
"204738433","UNITED STATES BOWLING CONGRESS INC","% LORI JENSEN","4348","3","9","1000","200409","1","16","0","1","1","201407","0","0","2","0","7","0","0","0","N70","80357 CASTLE COUNTRY UT USBC BA","1589 CARBONVILLE RD
HELPER, UT 84526-2502
(39.62583958300007, -110.84315854299996)"
"261609090","THE DELL LOY HANSEN FOUNDATION INC",,"0","3","3","2100","201004","1","4","0","1","1","201312","1","1","0","1","12","965","1",,"B82",,"595 S RIVERWOODS PKWY
LOGAN, UT 84321-6838
(41.720738598000025, -111.83338547799997)"
"200861859","UTAH ASSOCIATION OF LOCAL HEALTH DEPARTMENTS INC","% CAMERON MITCHELL","0","9","3","2000","201402","2","0","0","1","1","201312","4","4","1","0","12","229611","349793","349793","E05",,"PO BOX 9387
SALT LAKE CTY, UT 84109-0387
(40.70412641200005, -111.81487676499995)"
"263329945","UTAH ASIAN CHARITABLE FOUNDATION",,"0","3","3","1000","201408","1","15","0","1","1","201312","1","1","1","0","12","9294","500","500","A23",,"PO BOX 3178
SALT LAKE CTY, UT 84110-3178
(40.76497044400003, -111.89772055299994)"
"30543136","COMMUNITY EDUCATION PARTNERSHIP OF WEST VALLEY CITY","% MARGARET K PETERSON","0","3","3","2000","200412","1","15","0","1","1","201306","3","5","1","0","6","67775","941135","941135","P30",,"3600 S CONSTITUTION BLVD
WEST VALLEY, UT 84119-3720
(40.69405780500006, -111.95811652699996)"
"260061407","MODERN WOODMEN OF AMERICA","% TYSON HACKBARTH","1519","8","9","1000","196105","1","0","211902602","5","1","201412","0","0","2","0","12","0","0","0",,,"2019 W 1900 S STE 150
SYRACUSE, UT 84075-9643
(41.08624268300008, -112.06509091399994)"
"237524624","SLOVENE NATIONAL BENEFIT SOCIETY","% GAYE BABCOCK","114","8","9","1000","197210","1","0","40279265","5","1","201312","0","0","2","0","12","0","0","0",,"689","3798 N 2000 W
HELPER, UT 84526-2214
(39.656180290000066, -110.85359448899999)"
"260861051","MARRIAGE AND FAMILY ENRICHMENT INC","% JOAN CONNOLLY","0","3","3","1200","200711","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","P46",,"1636 S 2000 E
SALT LAKE CTY, UT 84108-2671
(40.73407079100008, -111.83362630499994)"
"205049496","GLASS ART GUILD OF UTAH","% C/O SPECTRUM STUDIO","0","3","3","1200","200709","1","16","0","1","1","201412","0","0","2","0","12","0","0","0","A40",,"196 W MALVERN AVE
SALT LAKE CTY, UT 84115-3027
(40.71352791100003, -111.89666072899996)"
"10925001","NURTURE THE CREATIVE MIND","% AMIR JACKSON","0","3","3","1000","201012","1","15","0","1","1","201304","0","0","2","0","4","0","0","0","B92",,"3402 PORTER AVE
OGDEN, UT 84403-1021
(41.20154000100007, -111.96664456499997)"
"262936623","NATURAL GOODNESS FOUNDATION","% LETA SMITH","0","3","3","1000","200904","1","15","0","1","1","201312","5","4","1","0","12","509623","227217","227217","P50",,"PO BOX 1164
DRAPER, UT 84020-1164
(40.51478845200006, -111.87356909899995)"
"261497742","WILDFIRE FOUNDATION","% KENNETH R BROWN","0","3","3","1200","200812","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","P99",,"PO BOX 21
RANDOLPH, UT 84064-0021
(41.66877846300008, -111.18486834699996)"
"202786594","SYMPHONY OF THE CANYONS","% NINA G LAYCOOK","0","3","3","1000","200508","1","15","0","1","1","201312","3","3","2","0","12","41792","32774","29428","A69",,"PO BOX 495
KANAB, UT 84741-0495
(37.02663976200006, -112.47065975499999)"
"203206172","HEALTHY DRAPER","% JOHN E WOOTTON","0","3","3","1000","200512","1","15","0","1","1","201312","3","3","2","0","12","59387","44030","43226","E70",,"PO BOX 1002
DRAPER, UT 84020-1002
(40.51478845200006, -111.87356909899995)"
"203385036","MORE GOOD FOUNDATION","% AARON MILLER","0","3","3","1000","200707","1","3","0","1","1","201306","4","6","0","1","6","375538","1039375",,"B990",,"1569 N TECHNOLOGY WAY SUITE 1100
OREM, UT 84097-2395
(40.32549042800008, -111.67887302599996)"
