"tcad_or_wcad_property_id_s","auditor","company","duct_system_1_type","duct_system_2_type","duct_system_1_rvalue","duct_system_2_rvalue","duct_system_1_return_sizing","duct_system_2_return_sizing","duct_system_1_leakage","duct_system_2_leakage","system_1_location_air_handler","system_2_location_air_handler","system_1_air_handler_type","system_2_air_handler_type","system_1_age_years","system_2_age_years","system_1_eer","system_2_eer","system_1_sqft_ton","system_2_sqft_ton","water_heater_fuel_type","water_heating_tank_type","toilet_type","programmable_thermostat_present","window_screen_area_recommended_sqft","furnace_fuel_type","audit_date","attic_r_value","recommended_additional_r_value","year_built","bedrooms","conditioned_sqft","attic_sqft","home_type","as_of","location_1"
"120891","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal","Sheet_Metal","4","4","Adequate","Adequate","30.7","30.7","Closet","Closet","Up Flow","Up Flow","18","18","9","9","831","831","Elec","Tank","Water_Saving","Y","114","Elec","2013-11-14T00:00:00.000","9","29","1964","4","3325",,"Single Family","2014-05-20T00:00:00.000","3502 TAYLORS DR
Austin, Tx 78703
(30.308676586000445, -97.77160844299965)"
"349364","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"9.1",,"Attic",,"Horizontal",,,,"9.5",,"524",,"Gas","Tank","Water_Saving","N","354","Gas","2013-02-19T00:00:00.000","19","19","1992","3","2619","2619","Single Family","2014-05-20T00:00:00.000","10207 PINEHURST DR
Austin, Tx 78747
(30.147422777000486, -97.78136087099966)"
"195939","Allison Hay","GREEN GIRL AUSTIN","Sheet_Metal",,"8",,"Adequate",,"42",,"Closet",,"Up Flow",,"15",,"12",,"484",,"Gas","Tank","Water_Saving","Y","60","Gas","2011-09-07T00:00:00.000","28","0","1977","3","1210","1200","Single Family","2014-05-20T00:00:00.000","1025 NILE ROAD
Austin, Tx 78702
(30.268873318000487, -97.7131613849997)"
"302327","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"4",,"Inadequate",,"14.9",,"Attic",,"Horizontal",,,,,,"549",,"Elec","Tankless","Water_Saving","N","0","Elec","2012-08-06T00:00:00.000","18","20","1942","3","1374",,"Single Family","2014-05-20T00:00:00.000","915 W ANNIE
Austin, Tx 78704
(30.24914460800045, -97.7613988329997)"
"350155","Jay Hill","ADVANCED ENERGY SOLUTIONS","Duct_Board",,"4",,"Inadequate",,"10.3",,"Attic",,"Horizontal",,,,"10.5",,"589",,"Elec","Tank","Water_Saving","Y","100","Elec","2012-10-22T00:00:00.000","13","25","1979","3","2356",,"Single Family","2014-05-20T00:00:00.000","10600 PINEHURST DR
Austin, Tx 78747
(30.143033355000455, -97.78892806499965)"
"332028","Jason French","GREEN AUSTIN ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"17",,"Attic",,"Horizontal",,"13",,"10",,"476",,"Gas","Tank","Water_Saving","N","0","Gas","2013-05-02T00:00:00.000","30","8","2000","3","1902","1902","Single Family","2014-05-20T00:00:00.000","6011 SALCON CLIFF DR
Austin, Tx 78749
(30.20541383800048, -97.87778839199967)"
"188104","Andy Pell","1 EARTH ENERGY AUDITS","Sheet_Metal",,"4",,"Adequate",,"8",,"Closet",,"Up Flow",,"11",,"12",,"453",,"Elec","Tank","Standard","Y","0","Elec","2012-02-01T00:00:00.000",,,"1983","2","1360",,"Condo","2014-05-20T00:00:00.000","40 N IH 35 5D4
Austin, Tx 78701
(30.269910351000476, -97.74363728299966)"
"750740","Robert Hartung","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"22.8",,"Attic",,"Horizontal",,"9",,"10.5",,"416",,"Gas","Tankless","Water_Saving","Y","72","Gas","2011-07-28T00:00:00.000","30","8","1929","2","832","832","Single Family","2014-05-20T00:00:00.000","3905 JACKSON AVE 2
Austin, Tx 78731
(30.313056533000463, -97.7553287339997)"
"254732","Matt Courtright","GREEN ZONE HOME","Sheet_Metal",,"6",,"Adequate",,"13",,"Closet",,"Up Flow",,"17",,"10.5",,"517",,"Elec","Tank","Standard","Y","174","Gas","2014-02-17T00:00:00.000","26","12","1976","3","1552","1242","Single Family","2014-05-20T00:00:00.000","11402 JUNE DR
Austin, Tx 78753
(30.375236850000476, -97.66431988799968)"
"R065595","Brady Zaitoon","SQUARE HOUSE","Duct_Board",,"6",,"Adequate",,"15",,"Attic",,"Horizontal",,"12",,"10",,"400",,"Elec","Tank","Water_Saving","Y","0","Elec","2013-06-12T00:00:00.000","20","0","1975","4","1600","1600","Single Family","2014-05-20T00:00:00.000","12560 PARKLAND DR
Austin, Tx 78729
(30.45414571000049, -97.78431834699967)"
"219018","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"4",,"Adequate",,"20",,"Closet",,"Up Flow",,"5",,"11.5",,"593",,"Gas","Tank","Water_Saving","N","90","Elec","2013-08-23T00:00:00.000","14","22","1968","3","1779",,"Single Family","2014-05-20T00:00:00.000","5900 N HAMPTON
Austin, Tx 78723
(30.310900907000473, -97.68554213799968)"
"437503","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"4",,"Adequate",,"21.3",,"Closet",,"Up Flow",,"16",,"11.5",,"490",,"Gas","Tank","Water_Saving","Y","34","Gas","2013-03-20T00:00:00.000","20","18","1950","3","1715",,"Single Family","2014-05-20T00:00:00.000","1001 GARNER AVE
Austin, Tx 78704
(30.25850381200047, -97.76652495799965)"
"223679","James Moore Mcdonough","AUSTIN GREEN ENERGY AUDITS, LLC","Sheet_Metal",,"4",,"Adequate",,"6",,"Closet",,"Up Flow",,,,,,"526",,"Elec","Tank","Standard","Y","30","Elec","2009-09-30T00:00:00.000","28","10","1962","3","1315","1315","Single Family","2014-05-20T00:00:00.000","6704 NOTRE DAME DR
Austin, Tx 78723
(30.31772665900047, -97.68226606199966)"
"133846","Chad Garrett","AUSTIN INSPECTORS EXCHANGE","Grey_Flex",,"6",,"Adequate",,"32",,"Closet",,"Up Flow",,,,"9",,"509",,"Elec","Tank","Standard","Y","116","Elec","2011-06-23T00:00:00.000","17.6","20.4","1982","2","1018","500","Town Homes","2014-05-20T00:00:00.000","6905 OLD QUARRY LANE
Austin, Tx 78731
(30.352068614000473, -97.75795693899965)"
"325915","Amir Faghih","APPROVED ENERGY AUDITS","Sheet_Metal",,"5",,"Adequate",,"18",,"Closet",,"Up Flow",,"5",,"10.5",,"585",,"Gas","Tank","Standard","Y","0","Gas","2009-06-11T00:00:00.000","19","19","1970","4","1464","1464","Single Family","2014-05-20T00:00:00.000","6903 WHISPERING OAKS DR
Austin, Tx 78745
(30.20387529000044, -97.81008754099969)"
"131639","Andy Pell","1 EARTH ENERGY AUDITS","Sheet_Metal","Sheet_Metal","6","6","Adequate","Adequate","9","8","Closet","Attic","Horizontal","Horizontal","10","10","12","12","471","471","Gas","Tank","Water_Saving","Y","0","Elec","2011-03-28T00:00:00.000","28","0","1985","5","2827","1544","Single Family","2014-05-20T00:00:00.000","6111 BONTERRA DR
Austin, Tx 78731
(30.348276135000447, -97.76613883999966)"
"223915","Efrain Ramirez","EARTH ANGELS ENERGY AUDITS, LLC","Sheet_Metal",,"4",,"Adequate",,"16",,"Closet",,"Up Flow",,"20",,"7",,"400",,"Gas","Tank","Water_Saving","N","82","Gas","2013-01-25T00:00:00.000","6","32","1964","3","1200","1200","Single Family","2014-05-20T00:00:00.000","6903 BRYN MAWR DR
Austin, Tx 78723
(30.31480590600046, -97.6688384099997)"
"164455","Sam Bruce","GREEN ZONE HOME","Mylar_Flex",,"6",,"Adequate",,"14",,"Attic",,"Horizontal",,"8",,"11",,,,"Elec","Tank","Water_Saving","Y","0","Elec","2013-03-19T00:00:00.000","19","19","1979","4","2169","1569","Single Family","2014-05-20T00:00:00.000","11107 YUCCA DR
Austin, Tx 78759
(30.424973760000455, -97.78007578799969)"
"330076","Kevin Dunaway","DR GREEN ENERGY AUDITORS","Mylar_Flex",,"6",,"Inadequate",,"46",,"Garage",,"Up Flow",,"23",,"9",,"385.2",,"Elec","Tank","Water_Saving","N","44","Elec","2009-12-05T00:00:00.000","15","23","1971","3","963","963","Single Family","2014-05-20T00:00:00.000","809 KING ALBERT
Austin, Tx 78745
(30.20316464400048, -97.78732200499968)"
"337087","Bill Deatrick","360 HOME INSPECTION, LLC","Mylar_Flex",,"6",,"Adequate",,"16",,"Closet",,"Up Flow",,"21",,"9.5",,"768",,"Elec","Tank","Standard","Y","171","Elec","2012-03-12T00:00:00.000","26","12","1993","3","1920","1080","Single Family","2014-05-20T00:00:00.000","8505 BISBEE CT
Austin, Tx 78745
(30.195479011000486, -97.83386100999968)"
"116856","Chad Roesch","A-1 ENERGY AUDITS","Sheet_Metal",,,,"Adequate",,"16",,"Closet",,"Up Flow",,"8",,"12",,"506",,"Gas","Tank","Water_Saving","Y","0","Gas","2012-06-02T00:00:00.000","30","8","1945","2","1520","1520","Single Family","2014-05-20T00:00:00.000","2422 KEATING LN
Austin, Tx 78703
(30.29617751100045, -97.76493666399966)"
"303300","Kelly Lloyde","AAA AUSTIN AUDITS",,,,,"Inadequate",,"80",,"Closet",,"Up Flow",,"10",,,,"700",,"Elec","Tank","Standard","N","16","Gas","2009-10-16T00:00:00.000",,,"1967","1","700",,"Fourplex","2014-05-20T00:00:00.000","2307 BARTON VILLAGE 102
Austin, Tx 78704
(30.246061590000465, -97.78313274799967)"
"329565","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex","Mylar_Flex","5","5","Adequate","Adequate","22.6","17.8","Closet","Attic","Up Flow","Up Flow",,,"11.5","9.5","502","266","Gas","Tank","Water_Saving","Y","110","Gas","2013-01-31T00:00:00.000","13","25","1983","3","2155","1300","Single Family","2014-05-20T00:00:00.000","8300 HORNET DR
Austin, Tx 78749
(30.20120681600048, -97.8398659669997)"
"228768","Deron Neblett","1ST CHOICE ENERGY","Mylar_Flex",,"8",,"Inadequate",,"22",,"Attic","Attic","Horizontal","Horizontal","18",,"9",,"366",,"Gas","Tank","Water_Saving","Y","183","Gas","2014-01-28T00:00:00.000","19","19","1950","2","916","916","Single Family","2014-05-20T00:00:00.000","5700 ARROYO SECO
Austin, Tx 78756
(30.329945028000452, -97.73456248099967)"
"309425","Lynn Howden","AUSTIN QUALITY GREEN ENERGY AUDITS","Duct_Board",,"5",,"Adequate",,"45",,"Attic",,"Horizontal",,"10",,"10",,"548",,"Gas","Tank","Water_Saving","N","42","Elec","2013-07-08T00:00:00.000","15","23","1980","4","1917","1050","Single Family","2014-05-20T00:00:00.000","8301 ROAN LANE
Austin, Tx 78736
(30.237693736000438, -97.89527738299967)"
"739619","Andy Pell","1 EARTH ENERGY AUDITS","Duct_Board",,"4",,"Adequate",,"25",,"Closet",,"Up Flow",,"11",,"11",,"402",,"Elec","Tank","Water_Saving","Y","0","Gas","2013-06-28T00:00:00.000","19","19","1971","1","603","603","Condo","2014-05-20T00:00:00.000","400 W 35TH ST 204
Austin, Tx 78705
(30.300365584000474, -97.73727833199968)"
"226928","Brady Zaitoon","ENERGY ACTION","Sheet_Metal",,"4",,"Adequate",,"16.7",,"Garage",,"Up Flow",,"9",,"9.5",,"592",,"Elec","Tank","Water_Saving","Y","275","Elec","2012-04-30T00:00:00.000","25","0","1970","3","2369","800","Single Family","2014-05-20T00:00:00.000","7212 MARYWOOD
Austin, Tx 78723
(30.320271955000464, -97.67545333699968)"
"220558","Jeff Geissen","AUSTIN GREEN & CONSERVATION","Grey_Flex",,"3",,"Adequate",,"41",,"Closet",,"Up Flow",,"13",,"7",,"490",,"Gas","Tank","Water_Saving","Y","120","Gas","2009-05-27T00:00:00.000","10","28","1954","3","1224","1224","Single Family","2014-05-20T00:00:00.000","1309 RIDGEMONT DR
Austin, Tx 78723
(30.312745033000454, -97.70135282099966)"
"141923","Rob Scott","GREEN COLLAR OPERATIONS","Mylar_Flex","Mylar_Flex","6","6","Inadequate","Inadequate","42.8","33","Closet","Attic","Up Flow","Horizontal","15","2",,,"373.5","603.8","Gas","Tank","Water_Saving","Y","0","Gas","2013-04-25T00:00:00.000","17.6","20.4","1998","5","4987","1825","Single Family","2014-05-20T00:00:00.000","7148 VALBURN DR
Austin, Tx 78731
(30.366855968000436, -97.77784198999967)"
"242560","Sam Bruce","GREEN ZONE HOME",,,,,"Inadequate",,"9",,"Closet",,"Up Flow",,,,,,,,"Elec","Tank","Water_Saving","Y","15","Gas","2014-02-11T00:00:00.000",,,"1969","2","984",,"Condo","2014-05-20T00:00:00.000","2425 ASHDALE DR 81
Austin, Tx 78757
(30.35945577700045, -97.73200297199969)"
"466881","William Sherman","AXIS GREEN SERVICES","Mylar_Flex",,"8",,"Adequate",,"11",,"Closet",,"Up Flow",,"16",,"4",,"485",,"Gas","Tank","Water_Saving","Y","94","Gas","2014-02-19T00:00:00.000","30","8","1998","3","1454","554","Single Family","2014-05-20T00:00:00.000","11110 FRANKLINS TALE LOOP
Austin, Tx 78748
(30.156771322000452, -97.8300093099997)"
"126770","Robert Hartung","ENERGY AUDIT MASTERS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","14.3","26.3","Attic","Attic","Horizontal","Horizontal",,"20","10","10.5","406","460","Gas","Tank","Water_Saving","Y","404","Gas","2011-07-11T00:00:00.000","19","19","1994","4","2946","1800","Single Family","2014-05-20T00:00:00.000","4007 HAMBLETONIAN
Austin, Tx 78746
(30.337197168000444, -97.80128264099966)"
"379070","Bill Deatrick","360 HOME INSPECTION, LLC","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","20","12","Attic","Attic","Horizontal","Horizontal","15","15","6","6","479","549","Elec","Tank","Water_Saving","N","24","Elec","2011-07-09T00:00:00.000","30","8","1999","4","4040","2393","Single Family","2014-05-20T00:00:00.000","3711 MC NEIL DR
Austin, Tx 78727
(30.43335244600047, -97.70393014499967)"
"R073924","Aaron Capps","AUSTINTEXAS ENERGY AUDITS","Grey_Flex","Mylar_Flex","6","6","Adequate","Adequate","31","37","Attic","Attic","Up Flow","Horizontal","9","21","10",,"588","588","Elec","Tank","Standard","Y","0","Elec","2012-08-22T00:00:00.000","17","21","1981","6","2352","800","Duplex","2014-05-20T00:00:00.000","12304 BURR RIDGE DR
Austin, Tx 78729
(30.448500872000466, -97.7805424449997)"
"136735","Stephen Standley","AUSTIN AUDITORS",,,,,"Adequate",,"26",,,,,,"22",,"6",,"470",,"Elec","Tank","Standard","N","0","Elec","2014-02-25T00:00:00.000",,"0","1992","1","706","706","Condo","2014-05-20T00:00:00.000","6000-15 SHEPARD MOUNTAIN CV 1502
Austin, Tx 78730
(30.36437077000045, -97.82911657599965)"
"328452","Tim Janecek","AUSTEX ENERGY AUDITS","Grey_Flex",,"4.2",,"Inadequate",,"57",,"Garage",,"Up Flow",,"19",,"9.5",,"448",,"Gas","Tank","Water_Saving","Y","117","Elec","2009-06-09T00:00:00.000","15","23","1978","3","1345","1345","Single Family","2014-05-20T00:00:00.000","6309 CAPRIOLA
Austin, Tx 78745
(30.205024168000477, -97.79676530299969)"
"153911","Scott Freeze","PRECISION INSPECTION","Duct_Board","Duct_Board","4","4","Adequate","Adequate","35","19","Garage","Attic","Up Flow","Horizontal","5","6","9","8","500","522","Elec","Tank","Standard","Y","569","Elec","2011-02-23T00:00:00.000","17","21","1990","3","3067","1567","Single Family","2014-05-20T00:00:00.000","7812 MOONFLOWER
Austin, Tx 78750
(30.389783768000484, -97.8028152659997)"
"276564","Mitchell Young","GREEN LEAF ENERGY","Mylar_Flex",,"4",,"Adequate",,"27",,"Closet",,"Up Flow",,"20",,"13",,"530",,"Gas","Tank","Water_Saving","Y","186","Gas","2013-01-19T00:00:00.000","22","16","1985","3","1863","800","Single Family","2014-05-20T00:00:00.000","2210 WATERWAY BEND
Austin, Tx 78728
(30.44787550400048, -97.67841791499967)"
