"comp_affordable_housing_id","property_name","address","city","state","zip_code","latitude","longitude","unit_type","census_tract","owner","developer","council_district","phone","email","property_manager_or_landlord","website","students_only","community_elderly","community_disabled","cmty_domestic_abuse_survivor","community_mental","community_veteran","community_military","only_serves_designated_cmtys","cmty_served_descriptions","broken_lease","broken_lease_criteria","eviction_history","eviction_history_criteria","criminal_history","data__criminal_history_criteria","has_waitlist","total_units","total_permanent_support_units","has_permanent_support_units","total_income_restricted_units","has_allocated_ir_units","total_housing_choice_units","accepts_housing_choice","total_accessible_ir_units","has_allocated_acc_ir_units","num_units_mfi_30","num_units_mfi_40","num_units_mfi_50","num_units_mfi_60","num_units_mfi_65","num_units_mfi_70","num_units_mfi_80","num_units_mfi_90","num_units_mfi_100","num_units_mfi_110","num_units_mfi_120","has_0_bed_unit","has_1_bed_unit","has_2_bed_unit","has_3_bed_unit","has_4_bed_unit","has_5_bed_unit","num_ir_0_bed_units","num_ir_1_bed_units","num_ir_2_bed_units","num_ir_3_bed_units","num_ir_4_bed_units","num_ir_5_bed_units","has_playground","has_pool","has_off_street_parking","has_air_conditioning","has_ceiling_fans","washer_dryer_unit","washer_dryer_hookup","washer_dryer_onsite","washer_dryer_other","allows_pet","pet_other","bus_transport_dist","security","elementary_school","middle_school","high_school","affordability_start","affordability_expiration","austin_housing_inventory_id","housing_program","community_development_block_gr","home_program_funding","low_income_housing_tax_credit","source_atc_guide","data__data_source_tdhca","source_ahi","is_duplicate","tdhca_funded","nhcd_funded","haca_funded","hatc_funded","geocoded_column"
"2627","21 Pearl","911 W 21st Street","Austin","TX","78705","30.2845993","-97.74720001","Multifamily",,"21Pearl LLC","21Pearl LLC","9","512-473-0808","info@21pearlwestcampus.com",,"http://21pearlwestcampus.com/","true","false","false","false","false","false","false",,,,,,,,,,"136","0",,"28","true",,,,,"0","0","0","0","14",,"14",,,,,"true","true","true","true","true",,,,,,,,,,"true","true","true","true","true","false",,,,"1/2 Mile",,"Bryker Woods","O Henry","Austin","2014-01-01T00:00:00.000","2029-01-01T00:00:00.000","3581","Development Incentives, SMI, UNO","0","0",,"true","false","true","0","false","true",,,"POINT (-97.74720001 30.2845993)"
"2357","1002 Navasota","1002 Navasota Street","Austin","TX","78702","30.267916","-97.725661","Single Family",,"Guadalupe Neighborhood Development Corporation","Guadalupe Neighborhood Development Corporation","1","512-479-6275",,"Guadalupe Neighborhood Development Corporation","http://www.guadalupendc.org","false","false","false","false","false","false","false",,"GNDC gives the highest priority to families with generational ties to the target neighborhoods","depends","Case by case (follows HACA policies)","depends","Case by case (follows HACA policies)","depends","Austin/Travis County Reentry Roundtable look-back recommendations","true","1","0",,"1","true",,"true",,,"0","0","0","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews Elementary School","O. Henry Middle School","Austin High School","2001-01-01T00:00:00.000","2021-01-01T00:00:00.000","3313",,"0","25000",,"false","false","true","0","false","true",,,"POINT (-97.725661 30.267916)"
"2442","Daffodil Apartments","6009 Daffodil Drive","Austin","TX","78744","30.21109962","-97.7173996","Multifamily",,,,"2","512-385-5606",,"Foundation Communities","https://foundcom.org/housing/our-austin-communities/daffodil-apartments/","false","false","false","false","false","false","false",,"Some units reserved for at-risk/homeless families","no",,"depends","Applicants with previous evictions for nonpayment of rent must have paid off rental debt","yes","No felonies within 10 years; no more than 2 felonies total; certain misdemeanors excluded for 7 years; certain convictions permanently excluded","true","40","0",,"32","true",,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,"true","false","true",,"true","false","false","true",,"yes","2 pets per apartment; 50 lb maximum",,,"Smith Elementary","Ojeda Middle","Del Valle High",,,,"Foundation Communities (nonprofit, offers affordable housing)",,,,"true","false","false","0","false","false",,,"POINT (-97.7173996 30.21109962)"
"2401","Buckingham Place Duplexes","743 Yarsa Blvd.","Austin","TX","78748","30.17429924","-97.80470276","Duplex",,,,"2","512-280-5127","frances.delossantos@foundcom.org","Frances Delos Santos","www.foundcom.org/housing/our-austin-communities/buckingham-place-duplexes/","false","false","false","false","false","false","false",,,"depends","Applicants who have skipped/left without notice, asked to move, terminated or non renewed by management, currently owes unpaid sums for damages or have a history of lease violations at any previous rental property will be denied.","depends","Applicants who were evicted for nonpayment of rent will be considered if they have paid off debt to previous landlord","depends","No felonies within 10 years; no more than 2 felonies total; certain misdemeanors excluded for 7 years; certain convictions excluded permanently","false","166","0",,"114","true",,"true",,,,,,,,,,,,,,,,"true","true",,,,,,,,,"true","false","true","true","true",,"true",,,"yes",,,,"Casey Elementary School","Bedichek Middle School","Akins High School",,,,"HUD Section 8; Foundation Communities (nonprofit, offers affordable housing)",,,,"true","false","false","0","false","false",,,"POINT (-97.80470276 30.17429924)"
"2772","Skyloft","507 W 23rd Street","Austin","TX","78705","30.28639984","-97.74349976","Multifamily",,"23 Nueces LLC","23 Nueces LLC","9","737-207-9400",,,"https://skyloftaustin.com/","false","false","false","false","false","false","false",,"Geared towards students","depends","Case by case, sent to regional manager","depends","Case by case, sent to regional manager","depends","Case by case, sent to regional manager","false","677","0",,"68","true",,"false",,,"0","0","0","68","0",,"0",,,,,"true","true","true","true","true","true",,,,,,,,"true",,"true",,"true","false","false",,"yes","50lb limit, 2 pet limit per apartment, no aggressive breeds",,"24/7 monitor gates","Bryker Woods Elementary School","O. Henry Middle School","Austin High School","2018-08-14T00:00:00.000","2058-08-14T00:00:00.000","3593","Smart Housing","0","0",,"true","false","true","0","false","true",,,"POINT (-97.74349976 30.28639984)"
"2520","1002 Wheeless Street","1002 Wheeless Street","Austin","TX","78702","30.26799965","-97.72779846","Duplex",,"Guadalupe Neighborhood Development Corporation","Guadalupe Neighborhood Development Corporation","1","512-479-6275",,,"http://www.guadalupendc.org","false","false","false","false","false","false","false",,"GNDC gives the highest priority to families with generational ties to the target neighborhoods","depends","Case by case (follows HACA policies)","depends","Case by case (follows HACA policies)","depends","Austin/Travis County Reentry Roundtable look-back recommendations","true","2","0",,"2","true",,"true",,,"0","0","0","2","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews Elementary School","O. Henry Middle School","Austin High School","2007-01-01T00:00:00.000","2027-01-01T00:00:00.000","3239",,"0","60000",,"false","false","true","0","false","true",,,"POINT (-97.72779846 30.26799965)"
"2696","The 704","3401 S Lamar Boulevard","Austin","TX","78704","30.24060059","-97.78610229","Multifamily",,"The 704 (formerly Residences at the Spoke LLC)","Residences at the Spoke LLC","5","512-790-5286",,"CWS","https://www.cwsapartments.com/apartments/tx/austin/the-704/","false","false","false","false","false","false","false",,,,,,,,,,"378","0",,"38","true",,,,,"0","0","0","38","0",,"0",,,,,,,,,,,,,,,,,"false","true","true","true","true","true","true",,,"yes","2 pet limit, $400 deposit, $30 monthly pet rent",,,"Joslin","Covington","Crockett","2014-01-01T00:00:00.000","2054-01-01T00:00:00.000","3604",,"0","0",,"false","false","true","0","false","true",,,"POINT (-97.78610229 30.24060059)"
"2528","SOL","1133 Altum Street","Austin","TX","78721","30.25889969","-97.68360138","Duplex",,"Guadalupe Neighborhood Development Corporation","Guadalupe Neighborhood Development Corporation","1","512-479-6275",,"Guadalupe Neighborhood Development Corporation","http://www.guadalupendc.org/","false","false","false","false","false","false","false",,"GNDC gives the highest priority to families with generational ties to the target neighborhoods","depends","Case by case (follows HACA policies)","depends","Case by case (follows HACA policies)","depends","Austin/Travis County Reentry Roundtable look-back recommendations","true","2","0",,"2","true",,,,,"0","0","0","2","0",,"0",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"Ortega Elementary School","Martin Middle School","Eastside Memorial HS at Johnston","2009-01-01T00:00:00.000","2049-01-01T00:00:00.000","3323",,"0","175000",,"false","false","true","0","false","true",,,"POINT (-97.68360138 30.25889969)"
"2901","Colorado Creek Apartments","11700 Dionda Lane","Del Valle","TX","78617","30.205648","-97.633937","Multifamily",,,,"2","512-768-4845",,"GCRE/TX Austin Master LLC","https://www.coloradocreektx.com/","false","false",,"false","false",,"false",,,"depends","Broken lease must have been 2-3 years ago","depends","Eviction must have been 10+ years ago","depends","case by case basis","false","240","0",,"216",,,"true",,,"0","0","0","96","0",,"120",,,,,,,,,,,,,,,,,"true","true","true","true","true","true","false","false",,"yes",,,,"Hornsby-Dunlap Elementary School","Dailey Middle School","Del Valle High School","2015-03-05T00:00:00.000","2030-03-05T00:00:00.000",,,,,,,,,"0","true","true","false","0","POINT (-97.633937 30.205648)"
"2982","ION Austin","2100 San Antonio Street","Austin","TX","78705","30.28418536","-97.74312525","Multifamily",,"US 2100 San Antonio LLC","UH 2100 San Antonio LLC","9","(512) 370-2700","live@ion-austin.com","Call front desk; Zeb is manager","https://ion-austin.com/","true","false","false","false","false","false","false",,"N/A","no","N/A","no","N/A","no","N/A","false","504","0",,"54",,,"false","8",,"0","0","0","54","0",,"0",,"0",,,,,,,,,"0","0","0","0","13","0","false","true","true","true","true","true","false","false","N/A","no","emotional support & service animals only- must have doctor's document.",,"Yes - a gated community, with gate fobs for amenities.","N/A","N/A","N/A","2017-02-15T00:00:00.000","2058-02-15T00:00:00.000","3592",,"0","0",,,,,"0",,"true",,,"POINT (-97.74312525 30.28418536)"
"3056","Taos Cooperative","2612 Guadalupe St","Austin","TX","78705","30.29178211","-97.74158045","Multifamily",,,,"9","(512) 476-5678","info@collegehouses.org","College Houses","https://www.collegehouses.org/listings/taos","true","false","false","false","false","false","false",,"Students or Faculty of Universities and Colleges","depends","Accepted in some cases","depends","Accepted in some cases","depends","Accepted in some cases",,"96",,,,,,,,,,,"96",,,,,,,,,,,,,,,,,,,,,"false","false","true",,,,,"true",,"yes","Cats allowed",,,"Bryker Woods","O Henry","Austin",,,,,,,,,,,"0","false","false","false","0","POINT (-97.74158045 30.29178211)"
"3027","Heritage Heights","1608 E 10th Street","Austin","TX","78702","30.266574","-97.724124","Single Family",,"Austin Inner-City Redevelopment Phase I, Ltd.","Unknown","1",,,,,,,,,,,,,,,,,,,,,"1","0",,"1",,,,,,"0","0","0","1","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1993-12-28T00:00:00.000","2023-12-28T00:00:00.000","5448",,"0","0","9% L.I.H.T.C.",,,,"0",,"true",,,"POINT (-97.724124 30.266574)"
"2978","Callaway House Austin","505 W 22nd Street","Austin","TX","78705","30.28494112","-97.74342091","Multifamily",,"ACC OP (West Campus) LLC","ACC OP (West Campus) LLC","9","(512) 582-0200",,"American Campus","https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin#specials","true",,"false","false","false","false","false",,,,,,,,,,"219",,,"22",,,,,,"0","0","0","0","0",,"22",,"0",,,,,,,,,,,,,,,"false","true","true","true","true","true","false",,,,,,,,,,"2013-09-17T00:00:00.000","2029-09-17T00:00:00.000","3583",,"0","0",,,,,"0",,"true",,,"POINT (-97.74342091 30.28494112)"
"2365","Parkwest Condos","10616 Mellow Meadows Drive","Austin","TX","78750","30.46050072","-97.79969788","Single Family",,"Frameworks Community Development Corporation","Frameworks Community Development Corporation","6","512-385-1500",,"Frameworks Community Development Corporation","https://frameworkscdc.org/","false","false","false","false","false","false","false",,,,,,,,,,"1","0",,"1","true",,,,,"0","0","1","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson Mill","Noel Grisham","Westwood","2014-01-01T00:00:00.000","2112-01-01T00:00:00.000","3391",,"55055.3","0",,"false","false","true","0","false","true",,,"POINT (-97.79969788 30.46050072)"
"2346","1905 E 9th Street","1905 E 9th Street","Austin","TX","78702","30.26390076","-97.72100067","Single Family",,"Blackshear Neighborhood Development Corporation","Blackshear Neighborhood Development Corporation","1","512-476-2222",,"Blackshear Neighborhood Development Corporation",,,"false","false","false","false","false","false",,,,,,,,,,"1","0",,"1","true",,,,,"0","0","1","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zavala","Martin","Eastside","2009-01-01T00:00:00.000","2108-01-01T00:00:00.000","3277",,"0","78750",,"false","false","true","0","false","true",,,"POINT (-97.72100067 30.26390076)"
"2725","The Works at Pleasant Valley","2800 Lyons Road","Austin","TX","78702","30.26460075","-97.70729828","Multifamily",,"Lifeworks Affordable Housing Corporation","Lifeworks Affordable Housing Corporation","3","512-735-2400",,,"http://www.lifeworksaustin.org/housing/","false","false","false","false","false","false","false",,,,,,,,,,"45","20","true","45","true",,,"5","true","15","0","30","0","0",,"0",,,,,"true","true","true","true","false","false","9","9","21","6","0","0",,,"true","true",,,,,,"no",,,,"Govalle","Martin","Eastside Memorial","2014-01-01T00:00:00.000","2113-01-01T00:00:00.000","3396","HUD Section 8; AHFC (GO Bonds); RHDA","0","0",,"true","true","true","0","true","true",,,"POINT (-97.70729828 30.26460075)"
"2954","Quarters at Cameron","2707 Rio Grande Street","Austin","TX","78705","30.29239274","-97.74391417","Multifamily",,"West Campus Partners III, LP","Simmons Vedder & Company","9","(512) 531-0123","info@quartersoncampus.com","Front desk","https://quartersoncampus.com/cameron-house/","true","false","false","false","false","false","false",,"N/A",,,,,,,,"64","0",,"6",,,"false",,,"0","0","0","0","0",,"6",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-07-28T00:00:00.000","2021-07-28T00:00:00.000","3554",,"0","0",,,,,"0",,"true",,,"POINT (-97.74391417 30.29239274)"
"2356","1112 E 10th Street","1112 E 10th Street","Austin","TX","78702","30.26819992","-97.728302","Single Family",,"Guadalupe Neighborhood Development Corporation","Guadalupe Neighborhood Development Corporation","1","512-479-6275",,"Guadalupe Neighborhood Development Corporation","http://www.guadalupendc.org","false","false","false","false","false","false","false",,"GNDC gives the highest priority to families with generational ties to the target neighborhoods","depends","Case by case (follows HACA policies)","depends","Case by case (follows HACA policies)","depends","Austin/Travis County Reentry Roundtable look-back recommendations","true","1","0",,"1","true",,"true",,,"0","0","0","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews Elementary School","O. Henry Middle School","Austin High School","2001-01-01T00:00:00.000","2021-01-01T00:00:00.000","3312",,"0","25000",,"false","false","true","0","false","true",,,"POINT (-97.728302 30.26819992)"
"3037","Heritage Heights","1625 E 11th Street","Austin","TX","78702","30.266657","-97.722927","Single Family",,"Austin Inner-City Redevelopment Phase I, Ltd.","Unknown","1",,,,,,,,,,,,,,,,,,,,,"1","0",,"1",,,,,,"0","0","0","1","0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1993-12-28T00:00:00.000","2023-12-28T00:00:00.000","5459",,"0","0","9% L.I.H.T.C.",,,,"0",,"true",,,"POINT (-97.722927 30.266657)"
"2738","Super Co-op (Laurel, Halstead, Nueces)","1905 Nueces Street","Austin","TX","78705","30.28319931","-97.74389648","Multifamily",,"The College Houses","The College Houses","9","512-476-5678","info@collegehouses.org","College Houses","https://collegehouses.org/listings/nueces/","true","false","false","false","false","false","false",,,,,,,,,,"50","0",,"50","true",,,,,"0","0","50","0","0",,"0",,,,,,,,,,,,,,,,,"false",,,"true","true","false","false","true",,"no",,,,"Bryker Woods","O Henry","Austin","2009-01-01T00:00:00.000","2039-01-01T00:00:00.000","3271",,"0","0",,"false","false","true","0","false","true",,,"POINT (-97.74389648 30.28319931)"
"2913","Garden Terrace Phase III-UNDER CONSTRUCTION","1015 W William Cannon Drive","Austin","TX","78745","30.198406","-97.792919","Multifamily",,,,"5","512-447-2026",,"Foundation Communities","https://foundcom.org/",,,,,,,,,,,,,,,,,"20","4",,"20",,,,,,"4","0","16","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams Elementary School","Bedichek Middle School","Crockett High School",,,,,,,,,,,"0",,"true",,,"POINT (-97.792919 30.198406)"
"3057","Pearl Street Cooperative","2000 Pearl St","Austin","TX","78705","30.28400513","-97.74714366","Multifamily",,,,"9","(512) 476-5678","info@collegehouses.org","College Houses","https://www.collegehouses.org/listings/pearl","true","false","false","false","false","false","false",,"Students or Faculty of Universities and Colleges","depends","Accepted in some cases","depends","Accepted in some cases","depends","Accepted in some cases",,"100",,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,"yes","Cats allowed",,,"Bryker Woods","O Henry","Austin",,,,,,,,,,,"0","false","false","false","0","POINT (-97.74714366 30.28400513)"
"2605","Springdale Estates","1050 Springdale Road","Austin","TX","78721","30.27079964","-97.69329834","Multifamily",,,,"3","512-380-1132",,,"https://www.springdaleestatesaustin.com/","false","false","false","false","false","false","false",,,,,,,,,,"43",,,"25","true",,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,"false","true","true","true",,"true",,,,,,,,"Govalle Elementary School","Martin Middle School","Eastside Memorial HS at Johnston",,,,"Housing Tax Credit Program",,,"9","true","false","false","0","true","false",,,"POINT (-97.69329834 30.27079964)"
"2831","Creeks Edge Apartments","1124 Rutland Drive","Austin","TX","78758","30.36940002","-97.70339966","Apartment",,,,"4","512-832-7885","creeksedge@cscapartments.com","Creeks Edge Apartments","https://www.creeksedgeaustin.com",,,,,,,,,,,,,,,,,"200",,,"200",,,"true",,,"20",,,"180",,,,,,,,,,,,,,,,,,,,"true","true","true","true","true","false",,"true",,"yes","2 pet maximum; 25 lbs limit","1/4 Mile",,"Mcbee","Burnet","Lanier",,,,"RHDA, SMART, SMI, Go Bond 2013",,,,"true","false","false","0","true","true","false","0","POINT (-97.70339966 30.36940002)"
"2340","1009 E 10th Street","1009 E 10th Street","Austin","TX","78702","30.26840019","-97.73059845","Duplex",,"Guadalupe Neighborhood Development Corporation","Guadalupe Neighborhood Development Corporation","1","512-479-6275",,,"http://www.guadalupendc.org","false","false","false","false","false","false","false",,"GNDC gives the highest priority to families with generational ties to the target neighborhoods","depends","Case by case (follows HACA policies)","depends","Case by case (follows HACA policies)","depends","Austin/Travis County Reentry Roundtable look-back recommendations","true","1","0",,"1","true",,"true",,,"0","0","0","1","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews Elementary School","O. Henry Middle School","Austin High School","2005-01-01T00:00:00.000","2025-01-01T00:00:00.000","3243",,"0","60000",,"false","false","true","0","false","true",,,"POINT (-97.73059845 30.26840019)"
"2457","Guadalupe I & II","7102 Guadalupe St","Austin","TX","78752","30.33703289","-97.71532571","Multifamily",,,,"4","512-296-2418",,"Rene Gonzalez","http://www.prakpropertymanagement.com/guadalupe-court.html","false","false","false","false","true","false","false",,,"depends","Typically a five year look back period, if money is owed must have an agreement in place","depends","Typically a five year look back period, if money is owed must have an agreement in place","depends","No violent or sexual offense felonies. Drug and assault convictions have a 10 year look back","true","15",,,"15","true",,"false",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true",,"false","false","true",,"service_only",,"<1/2",,"Reilly Elementary School","Webb Middle School","McCallum High School",,,,"HUD Section 811 (mental disability only); New Milestones Foundation (nonprofit org)",,,,"true","false","false","0","true","false",,,"POINT (-97.71532571 30.33703289)"
"2659","21 Rio","2101 Rio Grande St.","Austin","TX","78705","30.28429985","-97.74469757","Multifamily",,,,"9","512-391-1991",,"CA Student Living","https://www.21rio.com/","false","false","false","false","false","false","false",,,"depends","Case-by-case","depends","Case-by-case","depends","Case-by-case","true","299",,,"30","true",,"false",,,,,,,,,,,,,,,,"true",,,,,,,,,,"false","true","true","true","true","true","true","false",,"yes","2 pet limit; breed restrictions",,,"Bryker Woods","O Henry","Austin",,,,"S.M.A.R.T. Housing",,,,"true","false","false","0","false","true",,,"POINT (-97.74469757 30.28429985)"
"2584","Riverside Meadows Apartments","1601 Montopolis Drive","Austin","TX","78741","30.22699928","-97.70059967","Multifamily",,,"Riverside Meadows LTD","3","512-385-9400","riversidemeadows@ledic.com","Envolve","n/a","false","false","false","false","false","false","false",,,"no",,"no",,"no",,"true","240","0",,"240","true",,"true","23",,"0","0","0","240","0",,"0",,,,,,"true","true","true",,,,,,,,,,,"true","true",,,"true",,,"yes","Cats and dogs. Must be spayed/neutered. 40 lbs weight limit.",,"Controlled access","Hillcrest Elementary School","Dailey Middle School","Del Valle High School","2001-01-01T00:00:00.000","2031-01-01T00:00:00.000","3487","Housing Tax Credit Program; HUD Section 8","0","0","4","true","false","true","0","true","true",,,"POINT (-97.70059967 30.22699928)"
