"name_common","assettype","assetnote","discipline","discipline_note","live_music","event_venue","coa_facili","web_notes","website","zip","councildistrict","date_updat","map_list","source","location_1"
"ZACH Theater- Whisenhunt Stage","Theater","Auditorium","Theater Arts"," "," "," "," ","Right next door to ZACH is the Whisenhunt Stage — a thrust stage converted from a Bicycle Shop. This is a temporary venue while Zach plans the expansion of its home facilities.","http://www.zachscott.com","78704","5","2016","map","NPA_ven","1426 Toomey Road
Austin, TX 
(30.263687, -97.758656)"
"ZACH Theater-  Topfer Theater","Theater","Auditorium","Theater Arts"," "," "," "," ","The new Topfer Theatre at ZACH will draw from the diverse, distinctive and energetic spirit of the Austin community to create an artistic home that ignites the imagination, lifts the spirit and engages our community.","http://www.zachtheatre.org/donate/capital-campaign","78704","5","2016","map","NPA_ven","1510 Toomey Road
Austin, TX 
(30.264164, -97.759463)"
"ZACH Theater- Kleberg Stage","Theater","Black Box/ Flex Space","Theater Arts"," "," "," "," ","ZACH's Kleberg Stage, a 200-seater in a thrust configuration, is the site of many of its mainstage productions such as Angels in America and the company's signature musical successes. ZACH's artistic director, Dave Steakley, reports the Austin Chronicle,","http://www.zachscott.com","78704","5","2016","map","NPA_ven","1421 W Riverside Dr
Austin, TX 
(30.264421, -97.75707)"
"Zachary Hunt Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78723","1","2014","map","SIAP","6309 Kenilworth Dr
Austin, TX 
(30.314627, -97.686446)"
"Youth 2 Seniors Inc","Organization","Community Development & Charitable Giving","Other"," "," "," "," ","Seniors in asst living w/kids, intergenerational arts","http://www.youth2seniors.org/#!programs/c21kz","78738","0","2014","map","SIAP","15009 Spillman Ranch Loop
Austin, TX 
(30.317976, -97.975125)"
"Your Essential Magnificence by James Talbot","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78704","9","2016","map","AIPP","108 W Live Oak St
Austin, TX 
(30.241872, -97.752738)"
"Young Performing Artist Program","Organization","Education, Creative Learning, Professional Development","Music"," "," "," "," ","The Young Performing Artist Program is dedicated to nurturing artistic excellence in  young people. The YPA Program provides extraordinary and promising young classical guitarists financial assistance for intensive training with master teachers, performa","http://austin.childbloom.com/","78756","10","2016","map","NPA_org","4000 Medical Pkwy
Austin, TX 
(30.308457, -97.742996)"
"Yo Ave Arts, Designs, Illustration, Performance & Education","Business","Graphic Design Services","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78750","0","2014","list","SIAP","
Austin, TX 
(0.0, 0.0)"
"Y Gen Out Loud","Publication","Website","Film/TV/Media"," Media"," "," "," ","Online news site for Generation Y","http://ygenoutloud.com","78703","9","2014","map","SIAP","1111 W 6Th St
Austin, TX 
(30.272018, -97.755957)"
"Yes Printing","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78758","7","2014","map","SIAP","2600 Longhorn Blvd
Austin, TX 
(30.382546, -97.72934)"
"Yellow Jacket Social Club","Restaurant","Restaurant","Culinary Arts"," "," "," "," "," ","http://www.yellowjacketsocialclub.com/","78702","3","2016","map","D10 Meeting","1704 E 5th St
Austin, TX 
(30.26161, -97.724546)"
"Yellow House Records","Organization","Band, Musical Group, Ensemble","Music"," "," "," "," ","Yellow House Records is an independent record label owned by Paula Niemeyer.","http://www.yellowhouserecords.com","78713","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Yellow Dog Studios","Business","Recording Studio","Multidisciplinary"," A/V"," "," "," "," "," ","78704","9","2014","map","SIAP","104 W Annie St
Austin, TX 
(30.246195, -97.750992)"
"Yard Dog Folk Art","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," "," "," ","78704","9","2014","map","SIAP","1510 S Congress Ave
Austin, TX 
(30.24861, -97.75047)"
"Yarborough Branch, Austin Public Library","Library","Library","Other"," "," "," "," "," ","http://library.austintexas.gov/","78756","7","2016","map","Srempe","2200 Hancock Dr
Austin, Tx 
(30.323479, -97.741029)"
"X Media Group","Business","Video Production","Film/TV/Media"," A/V"," "," "," "," "," ","78702","3","2014","map","SIAP","2124 E 6Th St
Austin, TX 
(30.260935, -97.719529)"
"X by Belinda Casey","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78719","2","2016","map","AIPP","Spirit of Austin Ln
Austin, TX 
(30.21235, -97.667105)"
"Wyatt Mc Spadden Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78757","7","2014","map","SIAP","1710 Romeria Dr
Austin, TX 
(30.33485, -97.733474)"
"Wyatt Brand","Business","Service & Support Business","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78704","5","2014","map","SIAP","3001 S Lamar Blvd
Austin, TX 
(30.241906, -97.783233)"
"Wunderlich House Concerts","Event/ Festival","House Concerts","Music","Folk/Acoustic","Live Music"," "," ","Wunderlich House Concerts offers 4 house concerts a year.","http://www.wunderlichhouseconcerts.com/","78727","0","2016","list","TMO_16","
Austin, TX 
(0.0, 0.0)"
"Writers League Of Texas","Organization","Societies, Alliances, Professional Associations","Literary Arts"," Literature"," "," "," "," "," ","78704","9","2014","map","SIAP","611 S Congress Ave
Austin, TX 
(30.255287, -97.746692)"
"Wright Brothers/ Brew and Brew","Restaurant","Restaurant","Culinary Arts"," "," "," "," "," ","http://www.thebrewandbrew.com/","78702","3","2016","map","D10 Meeting","500 San Marcos St
Austin, TX 
(30.264559, -97.733104)"
"Worley Printing Co","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78722","9","2014","map","SIAP","3217 N Interstate 35
Austin, TX 
(30.29052, -97.721678)"
"World Poetry","Creative Workspace","Individual Studio, Workshop","Literary Arts"," Literature"," "," "," "," "," ","78745","5","2014","map","SIAP","5003 Lark Cv
Austin, TX 
(30.218627, -97.785671)"
"Works On Paper","Business","Service & Support Business","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78756","7","2014","map","SIAP","5448 Burnet Rd
Austin, TX 
(30.329301, -97.740142)"
"Worker by Andrew Ortiz","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78702","3","2016","map","AIPP","7201 Levander Loop
Austin, TX 
(30.252403, -97.68968)"
"Word to the Weird","Publication","TV Show/ Station","Film/TV/Media"," "," "," "," ","Word to the Weird is an interactive lifestyle TV show showcasing all things Austin!
","https://www.facebook.com/wordtotheweird/","78794","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Wordcraft Circle Of Native Writers","Organization","Cultural Heritage, Ethnicity, and Religious Groups","Film/TV/Media"," Media"," "," "," "," "," ","78745","5","2014","map","SIAP","2804 Bushnell Dr
Austin, TX 
(30.213973, -97.815149)"
"Woodcraft Supply","Business","Supplier, Retail","Visual Arts"," "," "," "," "," "," ","78758","7","2014","map","SIAP","8904 Research Blvd
Austin, TX 
(30.366496, -97.718685)"
"Wondrous Strange Players","Organization","Band, Musical Group, Ensemble","Theater Arts"," "," "," "," ","Wondrous Strange Players at The Community Renaissance Market. Strange Plays by Wondrously Strange People.","http://www.wondrousstrange.org","78745","5","2016","map","NPA_org","6800 Westgate Blvd
Austin, TN 
(30.208781, -97.815613)"
"Wonderwall Studio","Creative Workspace","Individual Studio, Workshop","Craft/Design"," "," "," "," "," ","wonderwallstudio.com","78744","2","2018","map","Brownk","4401 Freidrich Ln
Austin, TX 
(30.208839, -97.749619)"
"Wonderland Studios","Business","Recording Studio","Multidisciplinary"," A/V"," "," "," "," "," ","78745","5","2014","map","SIAP","1305 Green Forest Dr
Austin, TX 
(30.219275, -97.78409)"
"Wonder Chambers Studios","Creative Workspace","Individual Studio, Workshop","Multidisciplinary"," "," "," "," "," ","valeriefowler.com and brianbeattie.com","78704","9","2016","map","Wikimap","1211 Ravine Dr.
Austin, TX 
(30.251278, -97.746048)"
"Women & Their Work","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," ","space/vis & perf arts","www.women&theirwork.org","78701","9","2014","map","SIAP","1710 Lavaca St
Austin, TX 
(30.279665, -97.741461)"
"Women's Symphony League Of Austin","Organization","Support, ""Friends of"" Organizations,  Booster Clubs","Music"," Music"," "," "," ","Financial/service support to Austin Symphony","http://www.wslaustin.org","78701","1","2014","map","SIAP","1101 Red River St
Austin, TX 
(30.271101, -97.735142)"
"Women's Community Center of Central Texas","Recreation/Community Center","Recreation/ Community Center","Other"," "," "," "," ","We are a new organization that focuses on providing resources, referrals, and education to women and girls in central Texas.
","http://womenctx.org/","78765","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Women Printmakers of Austin","Organization","Societies, Alliances, Professional Associations","Visual Arts"," "," "," "," ","The Women Printmakers of Austin (WPA) is an organization dedicated to encouraging women to actively pursue artistic expression through printmaking and to promote community through annual exhibits, regular meetings, and outreach projects. Our objective is","http://www.womenprintmakers.com","78759","10","2016","map","NPA_org","5114 Balcones Woods
Austin, TX 
(30.408221, -97.746024)"
"Women Painting Women","Organization","Societies, Alliances, Professional Associations","Visual Arts"," "," "," "," ","Women Painting Women wasoriginally established as a blog in March of 2009. Inspired by how contemporary women artists are handling women as subjects, Alia El-Bermani, Diane Feissel and Sadie Valeri nurtured a desire to create opportunities for women arti","http://womenpaintingwomen.blogspot.com","0","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Women In Jazz Association","Organization","Societies, Alliances, Professional Associations","Music"," Music"," "," "," ","Jazz concert series, vocal performanc workshops","http://www.womeninjazz.org","78720","3","2014","map","SIAP","1601 E 5Th St
Austin, TX 
(30.260454, -97.722425)"
"Women Communicators Of Austin","Organization","Community Development & Charitable Giving","Film/TV/Media"," Media"," "," "," ","Membership, all communications disciplines","http://wcaustin.org/about-awc-austin/","78705","10","2014","map","SIAP","1101 W 34Th St
Austin, TX 
(30.302974, -97.745936)"
"W J Lessons 4 You","Education","Education, Creative Learning, Professional Development","Music"," "," "," "," "," "," ","78704","0","2014","list","SIAP","
Austin, TX 
(0.0, 0.0)"
"Wire Recording","Business","Recording Studio","Multidisciplinary"," A/V"," "," "," "," "," ","78704","5","2014","map","SIAP","1106 S 8Th St
Austin, TX 
(30.255165, -97.761223)"
"Wireless History Foundation","Organization","Gallery/ Museum","Other"," "," "," "," ","he Wireless History Foundation creates and supports programs connecting members of the wireless industry and enabling them to contribute to the story of wireless.","http://wirelesshistoryfoundation.org/","78709","0","2014","list","SIAP","
Austin, TX 
(0.0, 0.0)"
"Winship Drama Building (Win), Dept Of Theatre And Dance, University Of Texas At Austin","Education","Education, Creative Learning, Professional Development","Theater Arts"," Theater"," "," "," ","performance venues/facilities","http://www.utexas.edu/finearts/tad/","78712","9","2014","map","SIAP","300 E. 23rd Street
Austin, TX 
(30.285315, -97.733696)"
"Windsor Park Branch, Austin Public Library","Library","Library","Literary Arts"," "," "," ","COA"," ","http://library.austintexas.gov/","78723","1","2014","map","SIAP","5833 Westminster Dr
Austin, TX 
(30.311821, -97.690557)"
"Wind River Press","Business","Book Publishers","Literary Arts"," Literature"," "," "," "," "," ","78724","0","2014","map","SIAP","3403 Andtree Blvd
Austin, TX 
(30.323028, -97.662071)"
"Wilson-Brown Productions Inc","Business","Video Production","Film/TV/Media"," A/V"," "," "," "," "," ","78702","3","2014","map","SIAP","718 Northwestern Ave
Austin, TX 
(30.261992, -97.714658)"
"Will Taylor and Strings Attached","Organization","Band, Musical Group, Ensemble","Music"," "," "," "," ","Beginning in 1999, Will Taylor implemented a new idea after brainstorming with other local Austin musicians.  Taylor began collaborating with both local and nationally renowned musical artists, rearranging their known material, brought in his own crew of","http://www.stringsattached.org","78705","9","2016","map","NPA_org","910 Duncan Lane
Austin, TX 
(30.292824, -97.72555)"
"Willie Nunn by George R. """"Bob"""" Brooking","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78704","5","2016","map","AIPP","200 S Lamar Blvd
Austin, TX 
(30.265305, -97.760023)"
"Willie Nelson by Clete Shields","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","310 W Willie Nelson Blvd
Austin, TX 
(30.26536, -97.747295)"
"Willie Mae Kirk Branch, Austin Public Library","Library","Library","Literary Arts"," "," "," ","COA"," ","http://library.austintexas.gov/","78702","3","2014","map","SIAP","3101 Oak Springs Dr
Austin, TX 
(30.273139, -97.699945)"
"William A Percy Foundation For Social And Historical Studies","Organization","Community Development & Charitable Giving","Other"," "," "," "," ","The purpose of the Foundation is to support scholarly research and public education that promotes better understanding and greater tolerance of human sexual diversity. ","http://wapercyfoundation.org","78759","10","2014","map","SIAP","11500 Oak View Dr
Austin, TX 
(30.422211, -97.766181)"
"Wildtrash International","Business","Screen Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78702","3","2014","map","SIAP","777 Shady Ln
Austin, TX 
(30.255429, -97.695877)"
"Wildhouse Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78745","5","2014","map","SIAP","2604 Aylesbury Ln
Austin, TX 
(30.198664, -97.819672)"
"Wildflower Terrace Music Appreciation House Concerts","Event/ Festival","House Concerts","Music","Folk/Acoustic","Live Music"," "," ","Once a month Wildflower Terrace brings fine singer/songwriter and instrumentalists to their Terrace Room for the edification of their residents and guests. Produced by resident Anne Wright and singer/songwriter Ky Hote, the concerts occur on the last Thu","http://www.kyhote.com/wildflower/","78723","0","2016","list","TMO_16","
Austin, TX 
(0.0, 0.0)"
"Wildflower Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," ","Unitarian Universalist church. Shares a building with Faith Presbyterian Church. Across the street from Travis High School.
","http://www.wildflowerchurch.org","78704","9","2016","map","NPA_org","1314 E Oltorf
Austin, TX 
(30.234703, -97.743215)"
"Wildcard Photo","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78723","9","2014","map","SIAP","4120 Berkman Dr
Austin, TX 
(30.294722, -97.700591)"
"Wild Blue Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78748","5","2014","map","SIAP","11211 Pardoners Tale Ln
Austin, TX 
(30.155762, -97.830818)"
"Wild Basin Winds","Organization","Band, Musical Group, Ensemble","Music"," "," "," "," ","The Wild Basin Winds quintet was founded in 1996 by five talented musicians who have performed together in orchestras around the globe for almost two decades.  As accomplished performers, college professors and lively compatriots they are delighted to be","http://www.wildbasinwinds.com","78750","6","2016","map","NPA_org","9104 Spring Lake Drive
Austin, TX 
(30.439711, -97.794706)"
"Wilbarger Creek Conservation Alliance","Organization","Environmental Groups","Other"," "," "," "," ","Cultural heritage & ecosystem"," ","78746","8","2014","map","SIAP","2503 Flora Cv
Austin, TX 
(30.258679, -97.786104)"
"WIGI Austin","Organization","Societies, Alliances, Professional Associations","Technology"," "," "," "," ","WIGI Austin is the Austin Chapter of Women In Games International.  Women In Games International made up of both female and male professionals, works to promote the inclusion and advancement of women in the global games industry.
WIGI promotes diversity","http://wigiaustin.tumblr.com/","0","0","2016","list","NPA_org","(0.0, 0.0)"
"W.H. Passon Historical Society","Organization","Historical Societies & Historic Preservation","History, Culture, Heritage"," "," "," "," "," "," ","78702","1","2018","map","Djackson","1501 E 12th St
Austin, TX 
(30.272914, -97.72349)"
"Who  Lives Here? / Quien vive aqui? by Claudia Reese","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78702","3","2016","map","AIPP","698 Calles St
Austin, TX 
(30.260586, -97.711636)"
"Whitton & Whitton Architects","Business","Architects","Architecture"," Architecture/Design"," "," "," "," "," ","78704","5","2014","map","SIAP","1700 Cresthaven Dr
Austin, TX 
(30.260918, -97.782638)"
"Whittington & Company","Business","Graphic Design Services","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78705","9","2014","map","SIAP","709 Texas Ave
Austin, TX 
(30.296712, -97.728724)"
"Whitlock","Business","Service & Support Business","Film/TV/Media"," A/V"," "," "," "," "," ","78758","4","2014","map","SIAP","11100 Metric Blvd
Austin, TX 
(30.390724, -97.70976)"
"Whitley Printing Co","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78744","2","2014","map","SIAP","4129 Commercial Center Dr
Austin, TX 
(30.209611, -97.741992)"
"White Light Studio","Creative Workspace","Studio Complex","Multidisciplinary"," "," ","Event Venue"," "," ","wearewhitelightstudio.com","78741","3","2016","map","EAST_16","900 Vargas Rd
Austin, TX 
(30.233834, -97.694254)"
"White Light Exposure","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78744","2","2014","map","SIAP","6600 Elm Creek Dr
Austin, TX 
(30.187767, -97.763199)"
"Whirligig Productions","Organization","Theater Company","Theater Arts"," "," "," "," ","Founded in 2014 by Liz Fisher and Robert Matney (and conceived in 2007), Whirligig Productions combines classic storytelling with live interactive media and data, creating new forms of performance through integrations with technology. Founded by Liz Fish","http://whirligigproductions.com/","78723","1","2016","map","NPA_org","5816 Gloucester Lane
Austin, TX 
(30.304754, -97.678692)"
"Whip Inn Parlour Café","Bar/Club/Venue","Bar/Club/Venue","Music","Folk/Acoustic, Jazz, World Beat","Live Music"," "," ","Whip In Parlour Cafe has a variety of beer, food and music. The setting is quite unique, intimate & awesome. Whip In Parlour Cafe is open everyday 8am-midnite.","http://www.whipin.com/","78704","9","2016","map","TMO_16","1950 IH-35 South
Austin, TX 
(30.238229, -97.738968)"
"Whimsical Garden","Public Art","Public Art-Community Initiated","Visual Arts"," "," "," "," "," "," ","78758","4","2016","map","D4_Meeting","1214 Parkfield Dr
Austin, TX 
(30.374563, -97.701201)"
"Wheatsville Coop","Restaurant","Restaurant","Culinary Arts"," "," "," "," ","community eatery","https://www.wheatsville.coop/","78704","5","2016","map","D1 Meeting","4001 S Lamar
Austin, TX 
(30.237426, -97.790671)"
"WeWork","Creative Workspace","Coworking","Multidisciplinary"," "," "," "," ","This downtown Austin office space has all of the individuality this one-of-a-kind city has to offer bundled up in three floors","https://www.wework.com/locations/austin/congress","78701","9","2016","map","Srempe","600 Congress Ave
Austin, TX 
(30.268468, -97.743123)"
"Westwood High School (Band)","Education","Education, Creative Learning, Professional Development","Theater Arts"," "," "," "," "," ","http://westwood.roundrockisd.org","78750","6","2014","map","SIAP","12400 Mellow Meadow Drive
Austin, TX 
(30.458522, -97.797588)"
"West Wood Country Club","Event Venue","Event Venue","Music"," "," ","Event Venue"," ","Westwood Country Club is a premier family-oriented athletic club that provides a variety of quality services and activities for the recreation and dining needs of members.","http://www.westwoodcountryclub.com/","78703","10","2016","map","TMO_16","3808 West 35th St.
Austin, TX 
(30.313598, -97.773413)"
"West Texas Beach Ball by Hank Waddell","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","331-357 W Willie Nelson Blvd
Austin, TX 
(30.264896, -97.747196)"
"Westminster Presbyterian Church","House of Worship","House of Worship","Other"," "," "," "," ","House of Worship","http://wpcaustin.org/","78703","10","2016","map","Wikimap","3208 Exposition Boulevard
Austin, TX 
(30.308522, -97.76335)"
"Westminster Harris Bell Hall","Theater","Black Box/ Flex Space","Theater Arts"," "," "," "," ","The Performance space at Westminster Retirement Community"," ","78731","10","2016","map","NPA_ven","4100 Jackson Avenue
Austin, TX 
(30.316432, -97.754908)"
"Westlake High School Uncommon Space Gallery","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," "," "," ","78746","0","2016","map","Srempe","4100 Westbank Drive
Austin, TX 
(30.276775, -97.817074)"
"Westlake High School Community Performing Arts Center","Theater","Auditorium","Theater Arts"," "," "," "," ","This facility located at Westlake High School, is a great venue for community and school events including music and theatre performances."," ","78746","0","2016","map","Srempe","4100 Westbank Drive
Austin, TX 
(30.276775, -97.817074)"
"Westlake High School Black Box Theater","Theater","Black Box/ Flex Space","Theater Arts"," "," "," "," ","This facility located at Westlake High School, is a great venue for community and school events including music and theatre performances."," ","78746","0","2016","map","Srempe","4100 Westbank Drive
Austin, TX 
(30.276775, -97.817074)"
"West Gate Theater","Movie Theater","Movie Theater","Film/TV/Media"," "," "," "," "," "," ","78745","5","2016","map","D3 Meeting","4477 S Lamar
Austin, TX 
(30.232205, -97.798828)"
"Western & Southern Arts Association","Business","Service & Support Business","Theater Arts"," Performing Arts"," "," "," "," "," ","78703","9","2014","map","SIAP","508 Powell St
Austin, TX 
(30.273665, -97.762814)"
"Westenfield Park","Public Park","Public Park","Other"," "," "," "," ","Historic park dating back to the 1920's","http://austinparks.org/parks/west-enfield-park/","78703","10","2016","map","Wikimap","2000 Enfield Road
Austin, TX 
(30.287667, -97.763915)"
