"offense_case_type","offense_date","offense_time","charges_description","offense_street_name","offense_cross_street","case_closed","agency","officer_code","race","defendant_gender"
"CO","10/2/2017","1:35 AM","HUMAN WASTE","600 Trinity Street",,"N","APD","7597","Black","Male"
"CM","10/2/2017","12:16 AM","Possession of Drug Paraphernalia","1700 Block Guadalupe Street",,"Y","APD","8247","White","Male"
"CO","10/2/2017","2:32 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"Y","APD","7779","Black","Female"
"CO","10/2/2017","2:32 PM","MANIFESTING - DRUGS","600 Block Sabine Street",,"Y","APD","7779","Black","Female"
"CO","10/2/2017","1:24 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"Y","APD","7430","Hispanic","Male"
"CO","10/2/2017","1:44 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Red River Street",,"Y","APD","3454","White","Female"
"CO","10/2/2017","12:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Neches Street",,"Y","APD","6977","White","Female"
"CO","10/2/2017","12:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","300 Block East 6th Street",,"Y","APD","4579","Hispanic","Male"
"CM","10/2/2017","11:45 AM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"Y","APD","7415","Black","Female"
"CO","10/2/2017","12:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Neches Street",,"N","APD","6966","Black","Male"
"CO","10/2/2017","5:15 PM","Possess, Consume, Sell Alcohol in Prohibited Park Area","East 9th Street At Red River Street",,"Y","APD","7796","Hispanic","Male"
"CO","10/2/2017","5:28 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","8th Street At Brazos Street",,"Y","APD","3454","Black","Male"
"TR","10/2/2017","12:02 AM","PEDESTRIAN WALKING AGAINST LIGHT","East 6th Street At San Jacinto Boulevard",,"Y","APD","7798","Black","Male"
"CO","10/2/2017","12:35 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","7th Street At Red River Street",,"Y","APD","3454","Black","Male"
"CM","10/2/2017","12:16 AM","DRIVING UNDER INFLUENCE OF ALCOHOL BY MINOR","1700 Block Guadalupe Street",,"Y","APD","8247","White","Male"
"CO","10/2/2017","4:00 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block East 11th Street",,"Y","APD","6977","Black","Male"
"CM","10/2/2017","2:33 AM","PUBLIC INTOXICATION","600 Block East 7th Street",,"Y","APD","5159","Asian","Male"
"CO","10/2/2017","5:14 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Brazos Street",,"Y","APD","6966","Black","Male"
"CO","10/2/2017","12:45 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block Trinity Street",,"Y","APD","6966","White","Male"
"CO","10/2/2017","10:50 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih35 Service Road At 7th Street",,"Y","APD","7297","Black","Male"
"CO","10/2/2017","1:50 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block East 6th Street",,"Y","APD","6966","White","Male"
"CO","10/2/2017","12:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"Y","APD","3454","White","Male"
"CO","10/2/2017","4:13 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","1000 Block Red River Street",,"Y","APD","7430","Black","Male"
"CO","10/3/2017","9:50 AM","CONSUMING ALCOHOL IN A PUBLIC STREET","500 Block Red River Street",,"Y","APD","7779","Hispanic","Male"
"CM","10/3/2017","12:26 AM","PUBLIC INTOXICATION","Guadalupe Street And","West 4th Street","Y","APD","7297","Hispanic","Male"
"TR","10/3/2017","11:45 PM","PEDESTRIAN CROSSING MIDBLOCK","700 Block Congress Avenue",,"Y","APD","7451","White","Female"
"CO","10/3/2017","8:11 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block East 7th Street",,"N","APD","3454","Black","Male"
"CO","10/3/2017","8:30 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","500 Block East 6th Street",,"N","APD","3454","White","Male"
"CO","10/3/2017","11:59 PM","CAMPING IN A PUBLIC PLACE","1100 Block Red River Street",,"N","APD","7615","Black","Male"
"CO","10/3/2017","9:40 AM","CAMPING IN A PUBLIC PLACE","1200 Red River Street",,"Y","APD","4547","Black","Male"
"CO","10/3/2017","8:30 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"Y","APD","7784","White","Male"
"CO","10/3/2017","4:30 AM","PARK CURFEW VIOLATION","300 Block Cesar Chavez Street",,"Y","APD","7345","White","Male"
"CM","10/3/2017","12:05 AM","PUBLIC INTOXICATION","600 Block Sabine Street",,"N","APD","2641","White","Male"
"CM","10/3/2017","10:17 PM","MISDEMEANOR THEFT C - LESS THAN $100","500 Block San Jacinto Boulevard",,"Y","APD","7765","White","Male"
"CO","10/3/2017","8:09 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","505 East 7th Street",,"N","APD","4579","White","Male"
"CO","10/3/2017","9:05 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"Y","APD","7779","White","Male"
"CO","10/3/2017","12:00 AM","CONSUMING ALCOHOL IN A PUBLIC STREET","5th Street And Ih 35",,"Y","APD","4579","White","Female"
"CO","10/3/2017","9:43 AM","CAMPING IN A PUBLIC PLACE","1200 Block Red River Street",,"N","APD","4547","White","Female"
"CO","10/3/2017","8:51 AM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","6966","White","Male"
"CM","10/3/2017","12:45 AM","Possession of Drug Paraphernalia","1000 Block Red River Street",,"Y","APD","7615","Black","Male"
"CO","10/3/2017","8:45 AM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","7430","Black","Male"
"CO","10/3/2017","9:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"Y","APD","7784","White","Male"
"CO","10/3/2017","8:30 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"Y","APD","7779","White","Male"
"CO","10/3/2017","12:00 AM","SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE","107 East 10th Street",,"Y","APD","7779","White","Male"
"CM","10/3/2017","2:50 PM","DISREGARD ORDER OF A POLICE OFFICER","823 Congress Avenue",,"Y","APD","7772","White","Male"
"CM","10/4/2017","7:30 PM","Possession of Drug Paraphernalia","700 Block Neches Street",,"Y","APD","6091","Black","Male"
"CM","10/4/2017","7:24 PM","Possession of Drug Paraphernalia","700 Block East 6th Street",,"N","APD","7780","White","Male"
"CO","10/4/2017","7:45 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"Y","APD","6977","White","Female"
"CM","10/4/2017","12:15 AM","Possession of Drug Paraphernalia","1100 Block Red River Street",,"Y","APD","7615","Black","Male"
"CO","10/4/2017","12:27 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 7th Street And Ih 35",,"Y","APD","7784","Black","Male"
"CO","10/4/2017","9:55 AM","AGGRESSIVE SOLICITATION","200 Block East 6th Street",,"Y","APD","7240","Hispanic","Male"
"CO","10/4/2017","8:50 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"Y","APD","3454","Black","Female"
"CO","10/4/2017","12:15 PM","AGGRESSIVE SOLICITATION","9th Street At Ih35",,"Y","APD","3454","Black","Male"
"CO","10/4/2017","8:57 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"Y","APD","6966","Black","Male"
"CM","10/4/2017","11:57 PM","Possession of Drug Paraphernalia","East 7th Street And Trinity Street",,"Y","APD","7780","Black","Male"
"CO","10/4/2017","9:33 AM","OPEN GLASS CONTAINER","5th Street And Congress",,"Y","APD","3454","No Data","Male"
"CO","10/4/2017","9:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 6th Street And Sabine Street",,"Y","APD","7784","Black","Male"
"CO","10/4/2017","10:15 AM","AGGRESSIVE SOLICITATION","3rd Street","Congress Avenue","Y","APD","7240","White","Male"
"CO","10/4/2017","12:00 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block North Ih 35",,"Y","APD","7043","Black","Male"
"CM","10/4/2017","11:30 PM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"Y","APD","7615","Black","Male"
"CO","10/4/2017","9:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 6th Street And Sabine Street",,"N","APD","7784","Black","Male"
"CO","10/4/2017","9:20 AM","SMOKING - PUBLIC PLACE","600 Block Sabine Street",,"N","APD","3454","White","Male"
"CO","10/4/2017","9:45 AM","AGGRESSIVE SOLICITATION","6th Street","San Jacinto","Y","APD","7779","White","Female"
"CO","10/4/2017","9:33 AM","CONSUMING ALCOHOL IN A PUBLIC STREET","5th Street And Congress",,"Y","APD","3454","No Data","Male"
"CO","10/4/2017","10:15 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","500 Block East 6th Street",,"Y","APD","7615","White","Male"
"CO","10/4/2017","8:53 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"N","APD","6966","White","Male"
"CM","10/4/2017","6:30 PM","Possession of Drug Paraphernalia","600 North I H 35",,"Y","APD","5932","White","Male"
"CO","10/5/2017","12:38 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","300 Block East 6th Street",,"Y","APD","6127","White","Male"
"CO","10/5/2017","10:51 PM","PARK CURFEW VIOLATION","1100 Block Red River",,"Y","APD","7345","Black","Male"
"CO","10/5/2017","10:00 PM","PARK CURFEW VIOLATION","800 Block Sabine",,"Y","APD","7345","Black","Female"
"CO","10/5/2017","11:27 PM","PARK CURFEW VIOLATION","100 Red River Street",,"N","APD","7297","Black","Female"
"CO","10/5/2017","10:50 PM","PARK CURFEW VIOLATION","1100 Red River",,"Y","APD","7297","Black","Male"
"CO","10/5/2017","10:10 PM","PARK CURFEW VIOLATION","800 Red River Street",,"Y","APD","7297","Black","Male"
"CO","10/5/2017","10:50 PM","PARK CURFEW VIOLATION","1000 Block Red River Street",,"Y","APD","5159","Black","No Data"
"CO","10/5/2017","11:00 PM","PARK CURFEW VIOLATION","1000 Red River",,"N","APD","7297","White","Female"
"CO","10/5/2017","11:00 PM","PARK CURFEW VIOLATION","1000 Red River Waller Creek",,"Y","APD","7297","Black","Male"
"CO","10/5/2017","11:07 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","2000 Block Guadalupe",,"N","APD","8131","White","Female"
"CO","10/5/2017","10:10 PM","PARK CURFEW VIOLATION","800 Red River",,"Y","APD","7297","Black","Male"
"CM","10/5/2017","1:44 AM","PUBLIC INTOXICATION","325 East 6th Street",,"Y","APD","2641","Hispanic","Male"
"CM","10/5/2017","12:00 AM","Possession of Drug Paraphernalia","East 6th Street And Brazos Street",,"Y","APD","7299","White","Male"
"CO","10/5/2017","10:57 PM","PARK CURFEW VIOLATION","1000 Block Red River",,"N","APD","7345","White","Female"
"CO","10/5/2017","4:23 AM","PARK CURFEW VIOLATION","1000 West Cesar Chavez",,"Y","APD","7297","Hispanic","Male"
"CM","10/5/2017","2:05 AM","PUBLIC INTOXICATION","San Jacinto Boulevard And 3rd Street",,"Y","APD","7638","White","Male"
"CO","10/5/2017","11:15 PM","PARK CURFEW VIOLATION","1000 Block Red River",,"Y","APD","7345","Black","Male"
"CO","10/5/2017","11:07 PM","PARK CURFEW VIOLATION","1000 Block Red River",,"N","APD","7345","White","Female"
"CO","10/5/2017","10:51 PM","PARK CURFEW VIOLATION","1100 Block Red River",,"N","APD","7345","White","Female"
"CM","10/6/2017","12:00 AM","PUBLIC INTOXICATION","East 6th Street And","Brazos Street","N","APD","7795","White","Male"
"CO","10/6/2017","7:24 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block East 7th Street",,"Y","APD","7796","White","Female"
"CO","10/6/2017","7:23 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","900 East 7th Street",,"Y","APD","4560","Black","Male"
"CM","10/6/2017","2:35 AM","PUBLIC INTOXICATION","1000 Block West 26th Street",,"Y","APD","8442","White","Male"
"TR","10/6/2017","12:00 AM","PEDESTRIAN ON ROADWAY","400 Block East 5th Street",,"Y","APD","5159","White","Male"
"CM","10/6/2017","11:50 PM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7804","White","Male"
"CM","10/6/2017","3:20 PM","PUBLIC INTOXICATION","601 North Ih 35 Service Road",,"Y","APD","7772","White","Male"
"CM","10/6/2017","11:52 PM","Possession of Drug Paraphernalia","700 Block East 10th Street",,"Y","APD","6971","Black","Male"
"CO","10/6/2017","7:23 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","900 Block East 7th Street",,"Y","APD","6757","Black","Male"
"TR","10/6/2017","11:49 AM","PEDESTRIAN ON ROADWAY","East 7th Street","San Jacinto Street","Y","APD","6987","Hispanic","Male"
"CM","10/6/2017","1:25 AM","MISREPRESENTATION OF AGE BY MINOR","403  East 6th Street",,"Y","APD","7293","White","Female"
"CO","10/6/2017","7:24 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block East 7th Street",,"Y","APD","7796","White","Male"
"CO","10/6/2017","7:23 PM","LITTERING","900 Block East 7th Street",,"Y","APD","6757","Black","Male"
"CM","10/6/2017","11:49 AM","MISDEMEANOR THEFT C - LESS THAN $100","East 7th Street","San Jacinto Street","Y","APD","6987","Hispanic","Male"
"CM","10/7/2017","12:00 AM","PUBLIC INTOXICATION","East 6th Street And","San Jacinto","Y","APD","6096","Black","Female"
"CO","10/7/2017","12:00 AM","PARK CURFEW VIOLATION","1000 Block Red River Street",,"Y","APD","7597","Black","Male"
"CO","10/7/2017","12:00 AM","HUMAN WASTE","500 Block East 7th Street",,"N","APD","6145","Black","Male"
"CM","10/7/2017","12:00 AM","PUBLIC INTOXICATION","500 Block Rio Grande Street",,"N","APD","6127","White","Female"
"CM","10/8/2017","12:00 AM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","4th Street","Brazos Street","Y","APD","7625","Black","Male"
"CM","10/8/2017","1:42 AM","PUBLIC INTOXICATION","302 East 6th Street",,"N","APD","7245","Hispanic","Male"
"CM","10/8/2017","1:20 AM","DISREGARD ORDER OF A POLICE OFFICER","400 Block East 6th Street",,"N","APD","2641","Hispanic","Male"
"CO","10/8/2017","10:26 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block North Ih 35 Service Road",,"Y","APD","7804","Hispanic","Male"
"CM","10/8/2017","2:19 PM","DISORDERLY CONDUCT - FIGHTING","307 East 6th Street",,"Y","APD","7798","White","Male"
"CM","10/8/2017","9:33 PM","DISORDERLY CONDUCT-GESTURE P.C. 42 01","805 Neches Street",,"Y","APD","7699","White","Male"
"CM","10/8/2017","1:20 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","2641","White","Male"
"CM","10/8/2017","2:03 AM","DISREGARD ORDER OF A POLICE OFFICER","403 East 6th Street",,"Y","APD","7433","Black","Male"
"CO","10/8/2017","12:10 AM","HUMAN WASTE","200 Block East 9th Street",,"N","APD","4560","Hispanic","Male"
"CM","10/8/2017","2:30 AM","DISREGARD ORDER OF A POLICE OFFICER","500 Nueces Street",,"N","APD","4560","White","Female"
"CM","10/8/2017","8:25 PM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"Y","APD","7709","Black","Male"
"CM","10/8/2017","2:02 AM","DISREGARD ORDER OF PEACE OFFICER","400 Block East 6th Street",,"Y","APD","5159","Black","Male"
"CM","10/8/2017","12:00 AM","PUBLIC INTOXICATION","500 Block San Jacinto",,"Y","APD","7769","White","Male"
"CM","10/8/2017","2:14 AM","DISORDERLY CONDUCT - FIGHTING","307 East 6th Street",,"N","APD","7798","No Data","No Data"
"CM","10/8/2017","1:42 AM","FAILED/REFUSED TO IDENTIFY","302 East 6th Street",,"N","APD","7245","Hispanic","Male"
"TR","10/8/2017","8:57 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street","Neches Street","Y","APD","4560","Black","No Data"
"CO","10/9/2017","3:19 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","East 6th Street At Brazos Street",,"Y","APD","3454","White","Male"
"CO","10/9/2017","10:51 PM","CAMPING IN A PUBLIC PLACE","800 East 8th Street",,"Y","APD","7401","Black","Male"
"CO","10/9/2017","9:19 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","7th Street At Ih 35 Service Road",,"N","APD","7345","White","Male"
"CO","10/9/2017","2:15 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block East 6th Street",,"N","APD","7430","Black","Male"
"TR","10/9/2017","12:55 AM","PEDESTRIAN ON ROADWAY","300 Block East 6th Street",,"Y","APD","6971","Black","Male"
"TR","10/9/2017","1:35 AM","PEDESTRIAN WALKING AGAINST LIGHT","600 Block Trinity Street",,"Y","APD","7597","White","No Data"
"CO","10/9/2017","10:15 PM","PARK CURFEW VIOLATION","1000 Waller Creek",,"Y","APD","7638","Black","Female"
"CO","10/9/2017","3:00 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","6th Street At Neches Street",,"Y","APD","7779","Black","Male"
"TR","10/9/2017","1:15 PM","PEDESTRIAN WALKING AGAINST LIGHT","Neches Street","East 6th Street","Y","APD","3454","White","Male"
"TR","10/9/2017","12:00 AM","PEDESTRIAN WALKING AGAINST LIGHT","6th Street At Trinity Street",,"Y","APD","3454","White","Male"
"CO","10/9/2017","2:30 PM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","3454","White","Male"
"CO","10/9/2017","12:00 AM","CAMPING IN A PUBLIC PLACE","800 East 6th Street",,"Y","APD","7401","White","Female"
"CO","10/9/2017","3:24 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"Y","APD","7430","Black","Male"
"CO","10/9/2017","11:35 PM","PARK CURFEW VIOLATION","1000 Block Waller Creek",,"Y","APD","7401","Black","Male"
"CO","10/9/2017","2:32 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","6th Street At Brazos Street",,"Y","APD","7430","White","Male"
"CO","10/9/2017","10:15 PM","PARK CURFEW VIOLATION","1000 Red River",,"N","APD","7297","Black","Male"
"CM","10/9/2017","9:40 PM","Possession of Drug Paraphernalia","East 7th Street At Brushy Street",,"Y","APD","7293","Black","Male"
"TR","10/9/2017","9:15 PM","PEDESTRIAN ON ROADWAY","7th Street At North Ih 35 Service Road",,"Y","APD","7297","Black","Male"
"CO","10/9/2017","12:00 AM","PARK CURFEW VIOLATION",,,"N","APD","7345","Black","Female"
"CO","10/9/2017","3:15 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","600 Block Brazos Street",,"Y","APD","7779","Black","Male"
"CO","10/9/2017","10:15 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 6th Street At Ih 35 Service Road",,"Y","APD","7401","Black","Male"
"CO","10/9/2017","2:40 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","200 Block East 6th Street",,"Y","APD","7779","White","Male"
"TR","10/9/2017","12:46 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block Neches Street",,"Y","APD","7430","White","Male"
"CO","10/9/2017","3:26 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"Y","APD","7430","Hispanic","Male"
"CO","10/9/2017","7:42 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Red River Street",,"N","APD","5178","White","Male"
"CO","10/9/2017","9:53 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block North Ih 35 Service Raod",,"Y","APD","7608","Black","Male"
"CO","10/9/2017","12:58 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"N","APD","7779","White","Male"
"CO","10/9/2017","2:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","6th Street At Brazos Street",,"N","APD","3454","No Data","Female"
"TR","10/9/2017","9:35 PM","PEDESTRIAN ON ROADWAY","7th Street At Ih 35 Service Road",,"N","APD","7638","White","Male"
"CO","10/9/2017","10:44 PM","PARK CURFEW VIOLATION","900 Waller Creek",,"Y","APD","7638","Black","Male"
"CO","10/9/2017","1:40 PM","AGGRESSIVE SOLICITATION","400 Block 6th Street",,"Y","APD","7784","White","Female"
"CO","10/9/2017","1:02 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Trinity Street",,"Y","APD","7430","Black","Male"
"CO","10/9/2017","3:25 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"N","APD","7779","White","Female"
"CO","10/9/2017","10:48 PM","CAMPING IN A PUBLIC PLACE","800 East 6th Street",,"Y","APD","7401","White","Female"
"CO","10/9/2017","8:00 AM","SMOKING - PUBLIC PLACE","700 Block Cummings Street",,"N","APD","6646","White","Male"
"CO","10/9/2017","9:09 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","400 Block Guadalupe Street",,"N","APD","7415","No Data","No Data"
"CO","10/9/2017","11:22 PM","PARK CURFEW VIOLATION","600 Block Sabine",,"Y","APD","7608","White","Male"
"CO","10/9/2017","3:26 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","800 Block Brazos Street",,"N","APD","7430","Hispanic","Male"
"CO","10/9/2017","11:19 PM","PARK CURFEW VIOLATION","600 Sabine Street Waller Creek",,"N","APD","7345","White","Male"
"CM","10/9/2017","8:32 PM","Possession of Drug Paraphernalia","1100 Block Red River Street",,"N","APD","5927","White","Male"
"CO","10/9/2017","2:30 PM","SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE","600 Block Congress Avenue",,"Y","APD","3454","White","Male"
"TR","10/9/2017","2:19 AM","PEDESTRIAN ON ROADWAY","300 Block East 6th Street",,"Y","APD","5159","White","Male"
"CO","10/9/2017","10:15 PM","PARK CURFEW VIOLATION","1000 Block Waller Creek",,"Y","APD","7608","Black","Male"
"CO","10/9/2017","3:31 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block Brazos Street",,"Y","APD","7430","White","Female"
"TR","10/9/2017","12:00 AM","PEDESTRIAN ON ROADWAY","400 Block East 6th Street",,"Y","APD","4973","Black","Male"
"CO","10/9/2017","11:26 PM","CAMPING IN A PUBLIC PLACE","700 East 8th Street",,"N","APD","6127","Black","Female"
"TR","10/9/2017","1:56 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block Neches Street",,"Y","APD","7430","Black","Male"
"CO","10/9/2017","12:59 PM","SMOKING - PUBLIC PLACE","300 Block East 6th Street",,"Y","APD","3454","White","Male"
"CO","10/9/2017","11:48 PM","PARK CURFEW VIOLATION","1100 Red River",,"Y","APD","7401","Black","Male"
"CO","10/9/2017","2:54 PM","AGGRESSIVE SOLICITATION","717 East 7th Street",,"Y","APD","7430","Black","Male"
"CO","10/9/2017","12:36 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Sabine Street",,"Y","APD","4579","White","Male"
"CM","10/9/2017","12:00 AM","PUBLIC INTOXICATION","600 Block Congress Avenue",,"Y","APD","6127","Hispanic","Male"
"CO","10/9/2017","12:59 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","300 Block East 6th Street",,"Y","APD","3454","White","Male"
