"commodity","commodity_description","extended_description","quantity","unit_of_measure","unit_of_meas_desc","unit_price","itm_tot_am","master_agreement","contract_name","purchase_order","award_date","vendor_code","lgl_nm","ad_ln_1","ad_ln_2","city","st","zip","ctry","data_build_date"
"0704281","UTILITY VEHICLE, PASSENGER, 4-","APD- 3096, 3097, 3092, 3095 (BLACK)  APD- 3093, 3098 (BLUE)  APD- 3099, 3094, 3101, 3100 (GREY)    Buyboard #601-19","10","EA","Each","38614.23","386142.3","MA7800GC200000002","FY21-SILSBEE FORD","DO780021012704532","2021-01-27T00:00:00.000","V00000918757","SILSBEE FORD INC","1211 US HIGHWAY 96 NORTH",,"SILSBEE","TX","77656","US","2022-09-05T00:00:00.000"
"08055","Nameplates, Plastic",,"0",,,"0","29.6","MA7400GA080000204","Name Plates & Velcro for Transportion Dept (8)","DO600010090230186","2010-09-01T00:00:00.000","ROD8318471","RODZINA INDUSTRIES INC","3518 FENTON RD",,"FLINT","MI","48507-1567","US","2022-09-05T00:00:00.000"
"20092","Work Clothes","THERESA PEERY","0",,,"0","526.01","MA9300GA110000054","UNIFORM THERESA PEERY","DO930013042612882","2013-04-26T00:00:00.000","MIL3235500","MILLER UNIFORMS & EMBLEMS INC","650 CANION ST",,"AUSTIN","TX","78752-3510","US","2022-09-05T00:00:00.000"
"6707672","REPAIR KITS, VALVE",,"1","EA","Each","13.91","13.91",,"Repair Kit, 10"" Main Valve #9817902B MAX PO#3799","PO810013091906583","2013-09-19T00:00:00.000","V00000913025","Willbanks & Associates, Inc.","6610 Stillwell",,"Houston","TX","77087","US","2022-09-05T00:00:00.000"
"0802515","HOLDER, CERTIFICATE","CERTIFICATE HOLDER - Navy Blue 100# linen stock.  Interior and exterior shall be the same color with top fold and slits for holding 81/2"" x 11"" certificate on one side and foil stamping centered on front cover.  Landscape orientation.  Logo to be silver foil stamped centered horizontally on the front.  Proof approval required.  PER RFQ870019883NA","1000","EA","Each","0.784","784",,"CERTIFICATE HOLDERS","PO870012121901568","2012-12-19T00:00:00.000","NBU8301473","N BUSINESS GRAPHICS","2400 FORBES DR #100",,"AUSTIN","TX","78754","US","2022-09-05T00:00:00.000"
"48510108001","BRUSH STL WIRE W/HANDLE","RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________","4","EA","Each","1.3","5.2","MA7400GC110000003","material needed at awgbsc","DO220013022009060","2013-02-20T00:00:00.000","WWG2097000","W W GRAINGER INC","7950 Research Blvd. Ste 101",,"AUSTIN","TX","78758-8425","US","2022-09-05T00:00:00.000"
"20464","Network Components: Adapter Cards, Bridges, Connec","SMARTNET 24X7X4 MDS9148 w/32p enabled,32x8GFC SW opt 2PS","2","EA","Each","709.05","1418.1","MA5600NC130000006","#17198-Replacement hardware for EOL servers & network equip.","DO560013052414514","2013-05-24T00:00:00.000","COM7062925","INSIGHT PUBLIC SECTOR INC","2525 BROCKTON STE 390",,"AUSTIN","TX","78758","US","2022-09-05T00:00:00.000"
"65529","CAMERAS, DIGITAL TYPE (INCL. DIGITAL NETWORK CAMERAS)","The City of Austin is seeking proposals from qualified vendors to provide a high-resolution digital system for photographic images of red light violators at various intersections controlled by traffic signals within the City of Austin. The goal of the program is to reduce collisions and injuries related to red light running.    Estimated $900-$100,000 per year with a 5 yr contract totaling $4.5 million","0",,,"0","48700","MA6200NA080000101","REDFLEX OCTOBER 2015","DO460015101201014","2015-10-12T00:00:00.000","VS0000001672","REDFLEX TRAFFIC SYSTEMS","6076 BRISTOL PKWY, STE 106",,"CULVER CITY","CA","90230","US","2022-09-05T00:00:00.000"
"3202056","BOLTS, GALVANIZED STEEL, W/NUTS AND/OR WASHERS","5/16 18X4 GR2 HEX CAP SCRZP-450/KS #HCS-2Z031C00400","500","EA","Each","0.5166","258.3",,"Various Tools/Signs and Markings","PO240017030901754","2017-03-09T00:00:00.000","AME0177250","AMERICAN FASTENERS INC","PO BOX 18327",,"AUSTIN","TX","78760-8327","US","2022-09-05T00:00:00.000"
"1102255","PARTS AND ACCESSORIES, CONVEYOR BELT","2 EA Belt Con Mod, Helix, W/16, HD1092.2/43, 1117.6/44 55 DEG  Catalog# B4344N5855HC/16/100PG @$ 1906.00","0",,,"0","1906","MA8100GS190000001","Parts for W/H stock  PR: 13070  PO: 15303","DO810022082411323","2022-08-24T00:00:00.000","TRA7153470","TRANSNORM SYSTEMS INC","2810 Avenue E East",,"Arlington","TX","76011","US","2022-09-05T00:00:00.000"
"47580719005","Ear Syringe 2.5 oz bulb","I005  Ear/ Ulcer Syringe.  3.0 oz bulb. MEDLINE  DYND70277","24","EA","Each","0.99","23.76","MA9300GA120000098","medical supplies-emergency patient care for stock replenishm","DO930015121504880","2015-12-15T00:00:00.000","QUA8319350","QUADMED INC","11210-1 PHILIPS INDUSTRIAL BLVD",,"JACKSONVILLE","FL","32256","US","2022-09-05T00:00:00.000"
"7452114","ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,"40.55","TON","Ton","56","2270.8","MA6200GA120000082","APAC Texas/ Hot Mix/ various sections","DO620014022608713","2014-02-26T00:00:00.000","VC0000102792","APAC-TEXAS INC","1 Chisholm Trail Ste 450",,"Round Rock","TX","78681","US","2022-09-05T00:00:00.000"
"7255130","CELLULAR PHONES, COMPLETE UNITS (BRAND LISTED OR E","GX450.  Total 22  AWU x 3  Code x 10  HHSD x 9  PDR x 2 - Do Not Activate (already have SIMs)","24","EA","Each","719","17256","MA5600NC150000015","AT&T Modems GX450  Qty 24 - Multiple Depts","DO640015111002962","2015-11-10T00:00:00.000","NEW8317073","AT&T MOBILITY NATIONAL ACCOUNTS LLC","PO BOX 79075",,"PHOENIX","AZ","85062","US","2022-09-05T00:00:00.000"
"72582","Two-Way Radio Supplies, Parts, and Accessories","scc4717  WPLN4232A  CHARGER, SINGLE-UNIT, IMPRES, 1.25A, 115VAC, US/NA","11","EA","Each","48.44","532.84","MA7400S011253","Motorola Radios $35742.74  See attached.","DO640017042110112","2017-04-21T00:00:00.000","MOT3322000","MOTOROLA SOLUTIONS INC","6500 RIVER PLACE BLVD BLDG #7","MD-RP-1A","AUSTIN","TX","78730","US","2022-09-05T00:00:00.000"
"80072","Shoes, Safety Toe",,"0",,,"0","192.9","MA7400GC100000003","Red Wing Shoe Store/Steel Toe Boots","DO620013080118568","2013-08-01T00:00:00.000","RED8315105","RED WING BRANDS OF AMERICA INC","3005 S. Lamar #115",,"AUSTIN","TX","78704-4786","US","2022-09-05T00:00:00.000"
"65529","CAMERAS, DIGITAL TYPE (INCL. DIGITAL NETWORK CAMERAS)","Kodak EasyShare CD83 digital camera bundle  Item #236163  Contract: TCPN R4713    Quote No: 11-07152  dated: 7/15/11","6","EA","Each","73.81","442.86",,"Digital  Voice Recorder, Camcorder, & Camera","PO870011071906460","2011-07-18T00:00:00.000","VS0000022940","CompSol, Inc.","7607 Eastmark Drive, Suite 253-D",,"College Station","TX","77840","US","2022-09-05T00:00:00.000"
"34564","Head, Ear, Eye and Face Protection","Transportation - Signs  10 people, $150.00/person  Total: $1500.00","0",,,"0","671","MA2200GA130000090","Perscription Safety Glasses, Transportation Department","DO240014102201847","2014-10-22T00:00:00.000","ALL8305442","ALLAN BAKER INC","4036 DUTCHMANS LN",,"LOUISVILLE","KY","40207-4704","US","2022-09-05T00:00:00.000"
"8900857","PARTS AND ACCESSORIES, DOMESTIC WATER TREATMENT","Qty:44@$7.25 #P48672","0",,,"0","319","MA2200GA110000053","Washers, Gaskets, Diaphragm Etc;","DO220014051413332","2014-05-15T00:00:00.000","ENV1755500","ENVIRONMENTAL IMPROVEMENTS INC","PO BOX 70",,"BUDA","TX","78610-0070","US","2022-09-05T00:00:00.000"
"26912445094","IPRATROPIUM BROMIDE",,"8","BOX","Box","7.4","59.2",,"Ipratropium Bromide - emergency patient care for stock","PO930017062902810","2017-06-29T00:00:00.000","MMS8320658","MIDWEST MEDICAL SUPPLY COMPANY, LLC","13400 LAKEFRONT DRIVE",,"EARTH CITY","MO","63045-1516","US","2022-09-05T00:00:00.000"
"65900","PIPE AND TUBING FITTINGS","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 8/3/21    67070110017 - Qty 60 @$31.95ea = $1,917","0",,,"0","1917","MA2200GA170000040","cm material for awgbsc","DO220021072010265","2021-07-20T00:00:00.000","HUG8319237","Core & Main LP","1301 WELLS BRANCH PKWY",,"PFLUGERVILLE","TX","78660","US","2022-09-05T00:00:00.000"
"3056095","WHEELS, DISTANCE MEASURING","KESON RRPA18, 400 PM 4"" DIAM MEASURING WHEEL W/MARKING WAND, SINGLE 5 DIGIT COUNTER WITH WHEEL STAND AND BRAKE WITH SINGLE WHEEL*","5","EA","Each","45","225",,"Measuring Wheel/Signals","PO240017030801731","2017-03-08T00:00:00.000","PAT7004575","PATHMARK TRAFFIC PRODUCTS","OF TEXAS INC","PO BOX 1066","SAN MARCOS","TX","78667-1066","US","2022-09-05T00:00:00.000"
"80086351008","BOOT STEEL TOE, STEEL MIDSOLE SIZE 12","RC LN_____ QTY DEL_______ P/F_____ B/O____DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 7/13/2018","6","PR","Pair","22.17","133.02","MA7400GC150000004","Grainger material for AWWBSC","DO220018062812255","2018-06-28T00:00:00.000","WWG2097000","W W GRAINGER INC","7950 Research Blvd. Ste 101",,"AUSTIN","TX","78758-8425","US","2022-09-05T00:00:00.000"
"47599","MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT","This order is placed via MMCAP Contract # MMS{XXXXXXX} under {VENDOR NAME} City Contract MA 9100 NC210000014 and complies with the requirements set forth in 42 C.F.R.  1001.952(j).    5 boxes","0",,,"0","27.58","MA9100NC210000015","Nail Polish Remover pad","DO930022071409853","2022-07-14T00:00:00.000","GEN2007500","MCKESSON MEDICAL-SURGICAL INC","9954 Mayland Drive, Suite 4000",,"Richmond","VA","22322","US","2022-09-05T00:00:00.000"
"75070","Ready-Mix Concrete","HE Concrete for 797 River streetWR# 203561 Rogelio Nunez","10","CUYD","Cubic Yard","124","1240","MA1100GA210000031","Concrete for 797 River street","DOM1100MAX106192","2022-03-15T00:00:00.000","LAU2825500","Lauren Concrete Inc.","4501 SHAW LN",,"AUSTIN","TX","78744-3921","US","2022-09-05T00:00:00.000"
"07048","Trucks (One Ton and Less Capacity)","ACD - 3644    BUYBOARD #601-19","1","EA","Each","37831","37831","MA7800GC200000002","FY22 - Silsbee Ford","DO780021112202598","2021-11-22T00:00:00.000","V00000918757","SILSBEE FORD INC","1211 US HIGHWAY 96 NORTH",,"SILSBEE","TX","77656","US","2022-09-05T00:00:00.000"
"20811","Application Software, Microcomputer","Bluebeam Maintenance - Technical support - phone consulting - 1 year - for Bluebeam PDF Revu Extreme - 1 seat - volume - 10-24 licenses","18","EA","Each","38","684","MA5600NC130000004","#17538-Bluebeam eXtreme License","DO560013070917176","2013-07-09T00:00:00.000","SHI7164260","SHI-GOVERNMENT SOLUTIONS INC","1250 S CAP OF TX HWY STE II350",,"AUSTIN","TX","78746-6483","US","2022-09-05T00:00:00.000"
"45006106002","BATTERY PENLIGHT SIZE AAA","RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________","15","PK","Pack","43.2","648","MA7400GC130000008","Materials needed at Webberville warehouse","DO220015062315951","2015-06-23T00:00:00.000","MSC6003170","SID TOOL CO INC","121 Interpark Blvd Ste 1203",,"SAN ANTONIO","TX","78216","US","2022-09-05T00:00:00.000"
"8903053","MANHOLES, PRECAST, TYPE A","36'' Diameter Grade Concrete Ring, 6"" Tall In accordance with Specification E-0897 and Drawing 36 GRADE RING-6 IN","2","EA","Each","200","400","MA1100GA210000071","manholes for 4748 East Parmer wr194748","DOM1100MAX114647","2022-08-10T00:00:00.000","TEC4570250","TECHLINE INC","9609 BECK CIR",,"AUSTIN","TX","78758","US","2022-09-05T00:00:00.000"
"20839","Desktop Publishing Software, Microcomputer","1088531","63","EA","Each","49","3087","MA5600NC110000003","1088531-Heath Rezabek-Corel Videoand video pro","DO560011033013459","2011-03-30T00:00:00.000","SHI7164260","SHI-GOVERNMENT SOLUTIONS INC","1250 S CAP OF TX HWY STE II350",,"AUSTIN","TX","78746-6483","US","2022-09-05T00:00:00.000"
"34564820003","VISOR SUN PROTECTION FITS SAFETY HAT CAP STYLE","RC LN___ QTY DEL___ P/F____ B/O____ DEL DATE_________","5","EA","Each","15.49","77.45",,"material needed at awgbsc","PO220011071406360","2011-07-14T00:00:00.000","ACE7163805","HAVERDA ENTERPRISES INC","5005 E BEN WHITE BLVD",,"AUSTIN","TX","78741-7301","US","2022-09-05T00:00:00.000"
"34556100002","HAT SAFETY FULL BRIM","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____","40","EA","Each","10.52","420.8","MA7400GC190000007","grainger material for awwbsc","DO220020060309760","2020-06-03T00:00:00.000","WWG2097000","W W GRAINGER INC","7950 Research Blvd. Ste 101",,"AUSTIN","TX","78758-8425","US","2022-09-05T00:00:00.000"
"64580","Stationery w/Envelopes (Including Recycled)","Charges for INV# 43817.","0",,,"0","48.26","MA1100GA140000041","Business Cards & Stationary, GA140000041, ClearVisions","DO110015112503850","2015-11-25T00:00:00.000","CLE8323118","CLEAR VISIONS INC","121 INTERPARK BLVD STE 801",,"SAN ANTONIO","TX","78216","US","2022-09-05T00:00:00.000"
"34060106007","Hydrant Part EJ 5-1/4 Bottom Barrel Ext. 12 inch","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/12/2018","3","EA","Each","276.35","829.05","MA2200GA150000095","Techline material for Glen Bell warehouse","DO220018022207164","2018-02-22T00:00:00.000","VC0000100932","TECHLINE PIPE LP","2259 CR 108",,"Hutto","TX","78634","US","2022-09-05T00:00:00.000"
"20811","Application Software, Microcomputer","30488-  Cerberus FTP Server - Enterprise Edition - Includes 3 years of free support and  updates.  Cerberus - Part#: CFTP-400-3  Contract Name: BuyBoard - Technology  Contract #: 579-19","2","EA","Each","2885","5770",,"Ceberus Server Software for -CTM","CT560019071800621","2019-07-18T00:00:00.000","SHI7164260","SHI-GOVERNMENT SOLUTIONS INC","1250 S CAP OF TX HWY STE II350",,"AUSTIN","TX","78746-6483","US","2022-09-05T00:00:00.000"
"670","PLUMBING EQUIPMENT, FIXTURES, AND SUPPLIES",,"6","EA","Each","16.09","96.54",,"pipe for ABIA","PO810016072703897","2016-07-27T00:00:00.000","HUG8319237","HD SUPPLY WATERWORKS LTD","1301 WELLS BRANCH PKWY",,"PFLUGERVILLE","TX","78660","US","2022-09-05T00:00:00.000"
"28586","Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, POLE MOUNT, DOE, 25KVA, 120/240  VOLT, 3 WIRE, 2 HV BUSHINGS WITH TANK MOUNTED ARRESTER, SPEC E-1579  11May 18.","8","EA","Each","1499","11992","MA1100GA170000051","critical materials supply arrangement (CMSA)","DOM1100MAX89169","2019-12-11T00:00:00.000","PRI3766500","PRIESTER-MELL & NICHOLSON INC.","PO Box 15204",,"AUSTIN","TX","78761","US","2022-09-05T00:00:00.000"
"55034","Markers, Traffic, Plastic and Rubber",,"3000","EA","Each","0.32","960","MA6200GA150000014","Pathmark/SCII/temporary raised pavement markers","DO620016081017804","2016-10-19T00:00:00.000","PAT7004575","PATHMARK TRAFFIC PRODUCTS","OF TEXAS INC","PO BOX 1066","SAN MARCOS","TX","78667-1066","US","2022-09-05T00:00:00.000"
"20092","Work Clothes","PETER KUSHNER","0",,,"0","322.9","MA9300GA110000054","UNIFORM PETER KUSHNER","DO930012032610967","2012-03-26T00:00:00.000","MIL3235500","MILLER UNIFORMS & EMBLEMS INC","650 CANION ST",,"AUSTIN","TX","78752-3510","US","2022-09-05T00:00:00.000"
"20084125015","JACKET WORK NAVY LRG REG","per spec psd-0027","9","EA","Each","22.4","201.6","MA7400GA070000065","Work and Supervisor jackets","DO740009121807162","2009-12-18T00:00:00.000","MIL3235500","MILLER UNIFORMS & EMBLEMS INC","650 CANION ST",,"AUSTIN","TX","78752-3510","US","2022-09-05T00:00:00.000"
"47573891009","Universal Bubble Tubing  Sherwood Medical Argyle # 888-2804","A009 Universal Bubble Tubing  6.0mm I.D. X 30.5M  (1 / 4 x 100) (TYCO HEALTHCARE (COVIDIEN)  888-280412","7","EA","Each","12.93","90.51","MA9300GA120000098","medical supplies","DO930014061715223","2014-06-17T00:00:00.000","HEN8311513","HENRY SCHEIN INC",,,,,,,"2022-09-05T00:00:00.000"
"89065","Sewage and Waste Treating Equipment and Supplies","use this commodity for parts only - Vactor sewer cleaner","0",,,"0","98440.39","MA7800NS090000024","credit card/work","DO780013100100207","2013-10-01T00:00:00.000","KIN8306016","KINLOCH EQUIPMENT & SUPPLY INC","763 109TH ST",,"ARLINGTON","TX","76011-7603","US","2022-09-05T00:00:00.000"
"0555444","LIGHTS, EMERGENCY","WE-RSA02ZCR Whelen--LIN3-LED-Amber","2","EA","Each","46","92","MA6400GA180000056","GT Distributors  QTE0122819  WO451158  $202.04","DO640020060309752","2020-06-03T00:00:00.000","GTD2150750","GT DISTRIBUTORS INC","PO BOX 16080",,"AUSTIN","TX","78761-6080","US","2022-09-05T00:00:00.000"
"80355","Paging Systems, Loud Speaker Type","Intercom Printed Circuit Board # A500C","1","EA","Each","1449","1449","MA8100GA120000116","Intercom Printed Circuit Board # A500C MAX PO# 5033 PR# 3117","DO810014111803485","2014-11-18T00:00:00.000","FOR1901500","FORD AUDIO-VIDEO SYSTEMS LLC",,,,,,,"2022-09-05T00:00:00.000"
"5154584","PARTS, TORO MOWER (TORO OR EQUAL)","SC01","0",,,"0","67955.87","MA7800GA170000002","OEM Parts for Toro Lawn Equipment","DO780018100100052","2018-10-01T00:00:00.000","HIL8312370","HCOP LLC","6800 Burleson Road","Building 310, Suite 250","AUSTIN","TX","78744","US","2022-09-05T00:00:00.000"
"65944902003","PIPE JOINT RESTRAINT FOR PVC PIPE MJ GLANDS 8 INCH","RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________","16","EA","Each","27.25","436","MA2200GA120000051","material needed at awgbsc","DO220014011006263","2014-01-10T00:00:00.000","ACT7090725","ACT PIPE & SUPPLY INC","1400 GRAND AVE PKWY",,"PFLUGERVILLE","TX","78660-2028","US","2022-09-05T00:00:00.000"
"72582","Two-Way Radio Supplies, Parts, and Accessories","Motorola quote APDFY13_6UI, HKN6191","2","EA","Each","23.94","47.88","MA7400S011253","Motorola quote APDFY13_6UI","DO640013061315767","2013-06-13T00:00:00.000","MOT3322000","MOTOROLA SOLUTIONS INC","6500 RIVER PLACE BLVD BLDG #7","MD-RP-1A","AUSTIN","TX","78730","US","2022-09-05T00:00:00.000"
"4757365","SCOOPS, DISPOSABLE, FOR BIOHAZARD WASTE DISPOSAL","Mutt Mitts and Dispensers","1","LOT","Lot","2926.65","2926.65","MA6300GA070000186","mutt mitt dispensers","DO630012052314646","2012-05-23T00:00:00.000","INT7045570","INTELLIGENT PRODUCTS INC","PO BOX 626",,"BURLINGTON","KY","41005-0626","US","2022-09-05T00:00:00.000"
"2045373","SERVERS, FILE, MICROCOMPUTER","sCC Video Wall Build Computers for Primate Tech displays, Invoice no. 51847421, DIR-SDD-1364; Buyer: Art Acuna","0",,,"0","10634.04","MA1100NC120000005","SCC Video Wall Build Computers for Primate Tech displays","DO110012102502127","2012-11-01T00:00:00.000","HEW2339750","HEWLETT-PACKARD CO","3000 HANOVER ST",,"PALO ALTO","CA","94304-1181","US","2022-09-05T00:00:00.000"
"28586","Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, PAD MOUNT, 50 KVA, 120/240 VOLT,  WITH BAYONET FUSING, PER SPEC E-1581 11May 18","6","EA","Each","2350","14100","MA1100GA170000051","critical materials supply arrangement (CMSA)","DOM1100MAX96097","2020-10-23T00:00:00.000","PRI3766500","PRIESTER-MELL & NICHOLSON INC.","PO Box 15204",,"AUSTIN","TX","78761","US","2022-09-05T00:00:00.000"
"21045107001","BOX WATER METER HIGH DENSITY POLYETHYTLENE FOR SINGLE METER","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 5/23/2018","60","EA","Each","56.7","3402","MA2200GA170000075","Fortiline material for AWGBSC","DO220018050810249","2018-05-08T00:00:00.000","V00000923020","Fortiline, Inc.","Fortiline, Inc. aka Fortiline Waterworks","7025 Northwinds Drive NW","Concord","NC","28027","US","2022-09-05T00:00:00.000"
"67056100001","BIBB HOSE 1/2 IN FINISHED BRASS","RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________","5","EA","Each","5.04","25.2","MA7400GC190000004","MSC material for AWWBSC","DO220020021306212","2020-02-13T00:00:00.000","MSC6003170","SID TOOL CO INC","121 Interpark Blvd Ste 1203",,"SAN ANTONIO","TX","78216","US","2022-09-05T00:00:00.000"
"4251786","WORKSTATIONS, CORNER, FOR PC AND PRINTER, FURNITUR","ERGOTRON WORKFIT-T-STANDING DESK CONVERTER-MFG.#33-397-085 - CDW-G Quote #MGXW898    Please deliver to the attention of  Janet Deaton","3","EA","Each","324.53","973.59",,"Ergotron Workstation","PO870021080202309","2021-08-02T00:00:00.000","CDW7127170","CDW LLC","230 N MILWAUKEE AVENUE",,"VERNON HILLS","IL","60061-9740","US","2022-09-05T00:00:00.000"
"45055","Locks, Key Blanks, and Locksmith Tools","(200) 1137B Blanks","200","EA","Each","0.48","96",,"Blanks, Tags & Key Rings","PO870011091607944","2011-09-16T00:00:00.000","COT1310000","COTHRON'S SAFE & LOCK INC","807 E 4TH ST",,"AUSTIN","TX","78702-3828","US","2022-09-05T00:00:00.000"
"34592502002","VEST LITE MESH MINNESOTA STYLE YELLOW LARGE","RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________","8","EA","Each","32.94","263.52",,"MATERIAL NEEDED AT WBSC","PO220010082709387","2010-08-27T00:00:00.000","WWG2097000","W W GRAINGER INC","7950 Research Blvd. Ste 101",,"AUSTIN","TX","78758-8425","US","2022-09-05T00:00:00.000"
"20553","Microcomputers, Desktop or Towerbased, Environmentally Certi","Req. #20474 - PC - DIR-SDD-1951","1","EA","Each","3268.68","3268.68","MA5600NC150000003","Req. #20474 - PC - DIR-SDD-1951","DO560014111403289","2014-11-14T00:00:00.000","DEL1512250","DELL MARKETING LP","SLG-R2E-07",,"ROUND ROCK","TX","78682-0001","US","2022-09-05T00:00:00.000"
"0310522","COOLING UNITS, AIR CONDITIONER, PORTABLE, SELF-CON",,"0",,,"0","683",,"ARZ PORTABLE UNIT FOR COM ROOM - DUE TO VANDALISM","PO850011062406000","2011-06-24T00:00:00.000","UNI6052600","UNITED REFRIGERATION INC","4101 S INDUSTRIAL DR STE 280",,"AUSTIN","TX","78744-1072","US","2022-09-05T00:00:00.000"
"2802939","CABLE, COMMUNICATIONS, AUDIO/VIDEO","City Hall GAATN Rm add'l expenses Niagra Windows Media Encode","0",,,"0","4520",,"CityHall GAATN Rm add'l expenses Niagra Windows Media Encode","PO730016111400529","2016-11-14T00:00:00.000","VS0000031585","ZVS-Media, LLC","2201 Denton Dr., Ste #108",,"Austin","TX","78758","US","2022-09-05T00:00:00.000"
