"master_subject_id","date_occurred","location","subject_sex","apd_race","subject_resistance","subject_effects","x_coordinate","y_coordinate","council_district","zip","census_tract","county"
"255094406: 20183651541","2018-12-31T00:00:00.000","2504 HUNTWICK DR","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3119484","10055306","3","78741","23.13","TRAVIS COUNTY"
"72090084: 20183650523","2018-12-31T00:00:00.000","400 E 6TH ST","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3115491","10070521","9","78701","-","TRAVIS COUNTY"
"162464792: 20183651467","2018-12-31T00:00:00.000","7200 N IH 35 SVRD SB","F","W","DEFENSIVE RESISTANCE","MINOR INJURY","3125789","10094778","4","78752","-","TRAVIS COUNTY"
"309728380: 20183640046","2018-12-30T00:00:00.000","W 9TH ST / LAVACA ST","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3113859","10072007","9","78701","-","TRAVIS COUNTY"
"288753436: 20183640010","2018-12-30T00:00:00.000","5904 HAROLD CT","M","B","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3135635","10071746","1","78721","-","TRAVIS COUNTY"
"459756004: 20183641246","2018-12-30T00:00:00.000","604 BRAZOS ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3114657","10070787","9","78701","-","TRAVIS COUNTY"
"170205959: 20183640861","2018-12-30T00:00:00.000","4400 MERLE DR","M","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3100518","10056221","5","78745","-","TRAVIS COUNTY"
"458956136: 20183640197","2018-12-30T00:00:00.000","E 6TH ST / TRINITY ST","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115415","10070416","9","78701","-","TRAVIS COUNTY"
"1192692: 20183640152","2018-12-30T00:00:00.000","500 BLOCK TRINITY ST",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"459757116: 20183640096","2018-12-30T00:00:00.000","403 E 6TH ST","M","W","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115468","10070315","9","78701","-","TRAVIS COUNTY"
"204157975: 20183641023","2018-12-30T00:00:00.000","8128 N IH 35 SVRD SB","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3127901","10098807","4","78753","-","TRAVIS COUNTY"
"254873119: 20183641304","2018-12-30T00:00:00.000","919 E 32ND ST","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3119190","10079092","9","78705","-","TRAVIS COUNTY"
"1192694: 20183640152","2018-12-30T00:00:00.000","500 BLOCK TRINITY ST",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"459215254: 20183640152","2018-12-30T00:00:00.000","500 BLOCK TRINITY ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"28901705: 20183641120","2018-12-30T00:00:00.000","2103 E 12TH ST","M","B","DEFENSIVE RESISTANCE","MINOR INJURY","3122231","10073066","1","78702","-","TRAVIS COUNTY"
"1192693: 20183640152","2018-12-30T00:00:00.000","500 BLOCK TRINITY ST",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"459363009: 20183640152","2018-12-30T00:00:00.000","500 BLOCK TRINITY ST","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"458960885: 20183640197","2018-12-30T00:00:00.000","E 6TH ST / TRINITY ST","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115415","10070416","9","78701","-","TRAVIS COUNTY"
"459449373: 20183640197","2018-12-30T00:00:00.000","E 6TH ST / TRINITY ST","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115415","10070416","9","78701","-","TRAVIS COUNTY"
"10626412: 20183631273","2018-12-29T00:00:00.000","500 E 7TH ST","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115951","10070759","9","78701","-","TRAVIS COUNTY"
"459743568: 20183630967","2018-12-29T00:00:00.000","500 E 7TH ST","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115951","10070759","9","78701","-","TRAVIS COUNTY"
"459140997: 20183630904","2018-12-29T00:00:00.000","5515 WOODROW AVE","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3116795","10092335","7","78756","-","TRAVIS COUNTY"
"459660511: 20183630834","2018-12-29T00:00:00.000","1515 GROVE BLVD","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3126360","10057548","3","78741","23.18","TRAVIS COUNTY"
"288950173: 20183630049","2018-12-29T00:00:00.000","515 E SLAUGHTER LN","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3103831","10032503","5","78744","24.25","TRAVIS COUNTY"
"459054555: 20183631524","2018-12-29T00:00:00.000","7100 N IH 35 SVRD SB","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3125614","10094452","4","78752","-","TRAVIS COUNTY"
"255068725: 20183631470","2018-12-29T00:00:00.000","519 E 7TH ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3116096","10070500","9","78701","-","TRAVIS COUNTY"
"263848320: 20183631056","2018-12-29T00:00:00.000","9414 N LAMAR BLVD","F","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3127650","10106327","4","78758","-","TRAVIS COUNTY"
"459656568: 20183630959","2018-12-29T00:00:00.000","9405 DESSAU RD","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","3135024","10101398","1","78754","18.34","TRAVIS COUNTY"
"458940571: 20183620703","2018-12-28T00:00:00.000","2508 E RIVERSIDE DR","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3120958","10059176","3","78741","-","TRAVIS COUNTY"
"459536149: 20183621727","2018-12-28T00:00:00.000","7522 N IH 35 SVRD SB","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3125968","10096642","4","78752","-","TRAVIS COUNTY"
"459676195: 20183621246","2018-12-28T00:00:00.000","1630 RUTLAND DR","F","B","AGGRESSIVE RESISTANCE","MINOR INJURY","3123027","10109223","4","78758","18.21","TRAVIS COUNTY"
"458988172: 20183621478","2018-12-28T00:00:00.000","5607 N LAMAR BLVD","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3118864","10091443","4","78751","-","TRAVIS COUNTY"
"459305046: 20183621266","2018-12-28T00:00:00.000","310 W 2ND ST","F","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3112984","10069766","9","78701","-","TRAVIS COUNTY"
"386269526: 20183621609","2018-12-28T00:00:00.000","7301 DERBY DOWNS DR","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3116870","10027330","2","78747","24.26","TRAVIS COUNTY"
"458804450: 20183620016","2018-12-28T00:00:00.000","500 BLOCK TRINITY ST","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115341","10070251","9","78701","-","TRAVIS COUNTY"
"459756438: 20183620114","2018-12-28T00:00:00.000","909 E KOENIG LN SVRD EB","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3124420","10090195","4","78751","-","TRAVIS COUNTY"
"31983174: 20183621503","2018-12-28T00:00:00.000","1140 POQUITO ST","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3122185","10071347","1","78702","-","TRAVIS COUNTY"
"174784970: 20183621435","2018-12-28T00:00:00.000","501 E BEN WHITE BLVD SVRD EB","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3109796","10052831","3","78745","-","TRAVIS COUNTY"
"167971607: 20183621503","2018-12-28T00:00:00.000","1140 POQUITO ST","F","B","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3122185","10071347","1","78702","-","TRAVIS COUNTY"
"459751840: 20183620816","2018-12-28T00:00:00.000","1515 WICKERSHAM LN","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3122306","10058898","3","78741","23.18","TRAVIS COUNTY"
"459054262: 20183610709","2018-12-27T00:00:00.000","9400 N LAMAR BLVD","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3127950","10105735","4","78758","-","TRAVIS COUNTY"
"64293910: 20183610811","2018-12-27T00:00:00.000","9100 WATERFORD CENTRE BLVD","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3117292","10110324","7","78758","-","TRAVIS COUNTY"
"458861771: 20183601325","2018-12-26T00:00:00.000","709 W STASSNEY LN","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3101980","10048692","2","78745","-","TRAVIS COUNTY"
"459126209: 20183601406","2018-12-26T00:00:00.000","6607 S IH 35 SVRD NB","M","H","DEFENSIVE RESISTANCE","MINOR INJURY","3106736","10041724","2","78744","-","TRAVIS COUNTY"
"173408553: 20183601265","2018-12-26T00:00:00.000","10600 W PARMER LN","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3102229","10154429","6","78717","205.09","WILLIAMSON COUNTY"
"459606706: 20183600939","2018-12-26T00:00:00.000","6103 MANOR RD","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3134407","10085593","1","78723","-","TRAVIS COUNTY"
"459754552: 20183591141","2018-12-25T00:00:00.000","4900 E OLTORF ST","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3121434","10054603","3","78741","23.14","TRAVIS COUNTY"
"459129230: 20183591104","2018-12-25T00:00:00.000","1920 E RIVERSIDE DR","M","W","AGGRESSIVE RESISTANCE","MINOR INJURY","3119173","10061567","3","78741","-","TRAVIS COUNTY"
"89194871: 20183591531","2018-12-25T00:00:00.000","800 E 7TH ST","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3117177","10070292","1","78702","-","TRAVIS COUNTY"
"459700211: 20183591288","2018-12-25T00:00:00.000","5049 LANSING DR","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3100846","10052241","5","78745","20.02","TRAVIS COUNTY"
"384042023: 20183590418","2018-12-25T00:00:00.000","604 BRAZOS ST","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3114657","10070787","9","78701","-","TRAVIS COUNTY"
"459745292: 20183590393","2018-12-25T00:00:00.000","7101 W SH 71","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3072006","10057574","8","78736","-","TRAVIS COUNTY"
"119155751: 20183591530","2018-12-25T00:00:00.000","7114 N IH 35 SVRD SB","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3125687","10094562","4","78752","-","TRAVIS COUNTY"
"250151402: 20183590207","2018-12-25T00:00:00.000","401 E 6TH ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115439","10070324","9","78701","-","TRAVIS COUNTY"
"250151973: 20183590207","2018-12-25T00:00:00.000","401 E 6TH ST","M","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3115439","10070324","9","78701","-","TRAVIS COUNTY"
"459754169: 20183590111","2018-12-25T00:00:00.000","9400 W PARMER LN","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3105186","10147936","6","78717","205.08","WILLIAMSON COUNTY"
"459514436: 20183591600","2018-12-25T00:00:00.000","2723 S CONGRESS AVE","M","H","PREPARATORY RESISTANCE","MINOR INJURY","3110623","10058403","3","78704","-","TRAVIS COUNTY"
"459672909: 20183590887","2018-12-25T00:00:00.000","1700 W CESAR CHAVEZ ST","M","W","AGGRESSIVE RESISTANCE","MINOR INJURY","3107470","10072172","9","78703","12","TRAVIS COUNTY"
"255068725: 20183581067","2018-12-24T00:00:00.000","1313 MONTOPOLIS DR","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3128247","10057278","3","78741","-","TRAVIS COUNTY"
"170199946: 20183581584","2018-12-24T00:00:00.000","8220 W SH 71","M","H","PREPARATORY RESISTANCE","MINOR INJURY","3068872","10061969","8","78735","19.08","TRAVIS COUNTY"
"386269526: 20183581077","2018-12-24T00:00:00.000","BLUFF SPRINGS RD / E WILLIAM CANNON DR","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3107055","10041892","2","78744","-","TRAVIS COUNTY"
"459475290: 20183581097","2018-12-24T00:00:00.000","101 RED RIVER ST","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","3115682","10068573","9","78701","-","TRAVIS COUNTY"
"459753013: 20183581202","2018-12-24T00:00:00.000","1201 W 38TH ST","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","3113183","10084130","10","78705","-","TRAVIS COUNTY"
"459754192: 20183581433","2018-12-24T00:00:00.000","3706 GOODWIN AVE","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3129254","10071249","1","78721","21.11","TRAVIS COUNTY"
"458930736: 20183581256","2018-12-24T00:00:00.000","8600 N LAMAR BLVD","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","3125710","10102520","4","78758","-","TRAVIS COUNTY"
"459624656: 20183581256","2018-12-24T00:00:00.000","8600 N LAMAR BLVD","F","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3125710","10102520","4","78758","-","TRAVIS COUNTY"
"262472882: 20182790941","2018-10-06T00:00:00.000","4500 REVERE RD","M","H","DEFENSIVE RESISTANCE","MINOR INJURY","3114914","10046429","2","78744","24.11","TRAVIS COUNTY"
"459567906: 20183570685","2018-12-23T00:00:00.000","5001 CONVICT HILL RD","M","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3079881","10051445","8","78749","17.38","TRAVIS COUNTY"
"185598214: 20183571036","2018-12-23T00:00:00.000","107 W STASSNEY LN","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3104578","10047511","2","78745","-","TRAVIS COUNTY"
"1192330: 20183570655","2018-12-23T00:00:00.000","12507 RAMPART ST",,,"DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3128877","10124578","7","78727","18.48","TRAVIS COUNTY"
"459753998: 20183570083","2018-12-23T00:00:00.000","300 BLOCK E 6TH ST","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115154","10070604","9","78701","-","TRAVIS COUNTY"
"459388433: 20183570296","2018-12-23T00:00:00.000","7200 LOGANBERRY DR","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3101426","10041531","2","78745","-","TRAVIS COUNTY"
"186844190: 20183570694","2018-12-23T00:00:00.000","1900 WEBBERVILLE RD","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3135125","10076597","1","78721","21.09","TRAVIS COUNTY"
"459535878: 20183570730","2018-12-23T00:00:00.000","11600 ROCK ROSE AVE","M","B","AGGRESSIVE RESISTANCE","MINOR INJURY","3119517","10119535","7","78758","18.49","TRAVIS COUNTY"
"101122974: 20183560432","2018-12-22T00:00:00.000","600 BLOCK NECHES ST","M","B","PASSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115785","10070494","9","78701","-","TRAVIS COUNTY"
"458963912: 20183560039","2018-12-22T00:00:00.000","9333 RESEARCH BLVD SVRD NB","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3114335","10112465","7","78759","-","TRAVIS COUNTY"
"459753846: 20183560121","2018-12-22T00:00:00.000","404 E 6TH ST","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115542","10070511","9","78701","-","TRAVIS COUNTY"
"17440543: 20183560152","2018-12-22T00:00:00.000","9725 S IH 35 SVRD NB","M","H","DEFENSIVE RESISTANCE","MINOR INJURY","3100823","10030738","5","78744","-","TRAVIS COUNTY"
"288950881: 20183561394","2018-12-22T00:00:00.000","2605 MC GREGOR DR","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","3092903","10049916","5","78745","17.13","TRAVIS COUNTY"
"458786699: 20183561371","2018-12-22T00:00:00.000","603 E 4TH ST","M","B","DEFENSIVE RESISTANCE","MINOR INJURY","3115967","10069496","9","78701","11","TRAVIS COUNTY"
"65864273: 20183560815","2018-12-22T00:00:00.000","3307 MC CALL LN","M","W","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3132851","10047471","2","78744","24.31","TRAVIS COUNTY"
"459248074: 20183561169","2018-12-22T00:00:00.000","1124 RUTLAND DR","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3125782","10107636","4","78758","18.22","TRAVIS COUNTY"
"459583504: 20183561702","2018-12-22T00:00:00.000","CENTRE PARK DR / RUTHERFORD LN","M","W","DEFENSIVE RESISTANCE","UNKNOWN","3133581","10094623","1","78754","18.34","TRAVIS COUNTY"
"459605386: 20183560030","2018-12-22T00:00:00.000","7801 N LAMAR BLVD SVRD NB","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3123047","10099353","4","78752","18.04","TRAVIS COUNTY"
"459753860: 20183560675","2018-12-22T00:00:00.000","6010 E RIVERSIDE DR","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3126195","10055989","3","78741","-","TRAVIS COUNTY"
"459592783: 20183560025","2018-12-22T00:00:00.000","3625 DUVAL RD","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3119520","10122990","7","78759","18.49","TRAVIS COUNTY"
"459753844: 20183560121","2018-12-22T00:00:00.000","404 E 6TH ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115542","10070511","9","78701","-","TRAVIS COUNTY"
"459753849: 20183560180","2018-12-22T00:00:00.000","4301 W WILLIAM CANNON DR","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3084128","10053080","8","78749","-","TRAVIS COUNTY"
"32181883: 20183551416","2018-12-21T00:00:00.000","8300 N IH 35 SVRD SB","M","B","AGGRESSIVE RESISTANCE","MINOR INJURY","3128202","10099438","4","78753","-","TRAVIS COUNTY"
"458994100: 20183550172","2018-12-21T00:00:00.000","600 BLOCK TRINITY ST","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3115448","10070595","9","78701","11","TRAVIS COUNTY"
"158532321: 20183550302","2018-12-21T00:00:00.000","5600 AIRPORT BLVD","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3123328","10089430","4","78751","-","TRAVIS COUNTY"
"220070265: 20183551363","2018-12-21T00:00:00.000","1500 FARO DR","M","H","PASSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3123697","10058703","3","78741","-","TRAVIS COUNTY"
"203817329: 20183551689","2018-12-21T00:00:00.000","501 E 8TH ST","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3116006","10070898","9","78701","-","TRAVIS COUNTY"
"458998504: 20183552002","2018-12-21T00:00:00.000","721 N LAMAR BLVD","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3110979","10072413","9","78703","12","TRAVIS COUNTY"
"5000873: 20183550649","2018-12-21T00:00:00.000","1921 E BEN WHITE BLVD EB","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3113933","10051830","2","78744","24.11","TRAVIS COUNTY"
"459670727: 20183552011","2018-12-21T00:00:00.000","500 E 7TH ST","M","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3115951","10070759","9","78701","-","TRAVIS COUNTY"
"5051056: 20183540628","2018-12-20T00:00:00.000","6305 ARNOLD DR","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3135829","10086364","1","78723","21.12","TRAVIS COUNTY"
"138609629: 20183541891","2018-12-20T00:00:00.000","5405 S PLEASANT VALLEY RD","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3114516","10043617","2","78744","-","TRAVIS COUNTY"
"459743208: 20183540148","2018-12-20T00:00:00.000","6808 S IH 35 SVRD SB","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3105466","10041402","2","78745","24.22","TRAVIS COUNTY"
"459753004: 20183540114","2018-12-20T00:00:00.000","400 E 6TH ST","M","W","AGGRESSIVE RESISTANCE","MINOR INJURY","3115491","10070521","9","78701","-","TRAVIS COUNTY"
"459311417: 20183541993","2018-12-20T00:00:00.000","3154 E SH 71 SVRD EB","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3146534","10047586","2","78617","-","TRAVIS COUNTY"
"459753473: 20183541001","2018-12-20T00:00:00.000","1011 W 40TH ST","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3114147","10085323","10","78756","-","TRAVIS COUNTY"
"163578812: 20183540461","2018-12-20T00:00:00.000","1819 W PARMER LN","M","H","PASSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3128963","10124017","7","78758","-","TRAVIS COUNTY"
"135277853: 20183540461","2018-12-20T00:00:00.000","1819 W PARMER LN","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3128963","10124017","7","78758","-","TRAVIS COUNTY"
"204147006: 20183530203","2018-12-19T00:00:00.000","8033 GESSNER DR","F","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3126671","10098863","4","78753","-","TRAVIS COUNTY"
"459752696: 20183530232","2018-12-19T00:00:00.000","707 E CESAR CHAVEZ ST","F","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","3116082","10068221","9","78701","-","TRAVIS COUNTY"
"459752964: 20183531029","2018-12-19T00:00:00.000","2300 W BEN WHITE BLVD SVRD WB","M","W","AGGRESSIVE RESISTANCE","MINOR INJURY","3098945","10057577","5","78704","-","TRAVIS COUNTY"
"459647977: 20183531130","2018-12-19T00:00:00.000","900 E 6TH ST","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3117431","10069858","3","78702","9.02","TRAVIS COUNTY"
"333447551: 20183530172","2018-12-19T00:00:00.000","1920 S CONGRESS AVE","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3111627","10062111","9","78704","-","TRAVIS COUNTY"
"459529558: 20183531578","2018-12-19T00:00:00.000","1717 TOOMEY RD","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3108296","10069399","5","78704","-","TRAVIS COUNTY"
"459561609: 20183521475","2018-12-18T00:00:00.000","1145 CHICON ST","F","B","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3121836","10071309","1","78702","-","TRAVIS COUNTY"
"381288996: 20183521363","2018-12-18T00:00:00.000","4008 SINCLAIR AVE","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3112403","10086593","10","78756","2.04","TRAVIS COUNTY"
"334171064: 20183511301","2018-12-17T00:00:00.000","7616 PROVIDENCE AVE","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3129157","10095580","4","78752","-","TRAVIS COUNTY"
"254804919: 20183511165","2018-12-17T00:00:00.000","7905 SAN FELIPE BLVD","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3104691","10132306","6","78729","-","WILLIAMSON COUNTY"
"367199137: 20183511361","2018-12-17T00:00:00.000","7504 SHERWOOD RD","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3096462","10043080","5","78745","-","TRAVIS COUNTY"
"204148235: 20183511422","2018-12-17T00:00:00.000","509 W 24TH ST","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3114101","10077876","9","78705","6.04","TRAVIS COUNTY"
"459682750: 20183510442","2018-12-17T00:00:00.000","5300 BLOCK CHESTERFIELD AVE","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3119736","10089514","9","78751","3.05","TRAVIS COUNTY"
"156043080: 20183511519","2018-12-17T00:00:00.000","11513 WALNUT RIDGE DR","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3137256","10111206","1","78753","-","TRAVIS COUNTY"
