"status","type","number","description","issuancedate","closingdate","cancelledpostponed","construction","lsbrpindicator","buyer","department","deptcontact"
"Closed","RFP","1111603","Transit Security Services","2020-06-16T00:00:00.000","2020-07-31T00:00:00.000",,"N","Y","Harris, Eric","Department of Transportation","Michael Nesselt"
"Closed","Informal","1119998","Graphic Design and Communication Services","2020-07-16T00:00:00.000","2020-07-29T00:00:00.000",,"N","Y","--","Department of Environmental Protection","DEP.Procurements@montgomerycountymd.gov"
"Closed","RFP","1110880","LSBRP Consulting and Technical Services 3 (LCATS 3)","2020-05-06T00:00:00.000","2020-07-28T00:00:00.000",,"N","Y","Giambra, Sarah","DTS","Nola Song"
"Closed","Informal","1106708","Hotel/Motel Accommodations","2020-06-01T00:00:00.000","2020-07-07T00:00:00.000",,"N","Y","--","Fire & Rescue Services","Alyce Leach"
"Closed","Informal","1118039","Marketing and Communications for Volunteer Center","2020-05-28T00:00:00.000","2020-06-10T00:00:00.000",,"N","Y","--","Community Engagement Cluster","Molly Callaway"
"Closed","Informal","1116560","Office of the County Executive Strategic Plans Public Outreach","2020-05-15T00:00:00.000","2020-05-29T00:00:00.000",,"N","Y","--","County Executive","Wade Holland"
"Closed","IFB","1113736","Window and Glass Surface Cleaning Services On An As Needed Basis for County Facilities","2020-03-18T00:00:00.000","2020-05-13T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Leslie Clark"
"Closed","Informal","1115195","Senior Policy Analysis","2020-03-20T00:00:00.000","2020-03-27T00:00:00.000",,"N","Y","--","County Council","Susan Mabie"
"Closed","Informal","1115350","Cell phone pouches for courtroom environment","2020-03-13T00:00:00.000","2020-03-20T00:00:00.000",,"N","Y","--","Circuit Court","Matthew Bonner"
"Closed","Informal","1111038","Six Bushel Capacity Extra Duty Library Carts/Trucks","2020-02-20T00:00:00.000","2020-03-06T00:00:00.000",,"N","Y","--","Department of Public Libraries","Noah Stone"
"Closed","IFB","1110446","Bottled Water and Dispensers","2020-01-02T00:00:00.000","2020-01-31T00:00:00.000",,"N","Y","McRae, Sarah","Fire & Rescue Services","Andres Olaciregui"
"Closed","RFP","1111792","Construction Management and Related Services for Various County Facilities","2019-12-24T00:00:00.000","2020-01-28T00:00:00.000",,"N","Y","Norris, Robert","Department of General Services","Hamid Omidvar"
"Closed","Informal","1111509","Silver Spring Library Cafe","2019-11-20T00:00:00.000","2020-01-03T00:00:00.000",,"N","Y","--","Department of General Services","Sunil Pandya"
"Closed","IFB","1103527","Uniform Apparel","2019-11-18T00:00:00.000","2019-12-20T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Fire & Rescue Services","Leslie Maxam"
"Closed","Informal","1111789","Senior Policy Analysis","2019-11-20T00:00:00.000","2019-11-27T00:00:00.000",,"N","Y","--","County Council","Susan Mabie"
"Closed","IFB","1104599","Awards, Trophies, Ribbons, Plaques and Engraving","2019-10-21T00:00:00.000","2019-11-22T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of Recreation","Allison Cohen"
"Closed","IFB","1103795","Landfill Maintenance Services for the Gude and Oaks Landfills:  Property Maintenance, Security, and Mowing","2019-10-03T00:00:00.000","2019-11-08T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","RFP","1102716","Emergency Medical Services (EMS) Instructors and Preceptors","2019-10-01T00:00:00.000","2019-11-05T00:00:00.000",,"N","Y","DeLuca, Karen","Fire & Rescue Services","Lee Silverman"
"Closed","Informal","1108057","Temporary Warehouse Staffing Services","2019-10-02T00:00:00.000","2019-10-23T00:00:00.000",,"N","Y","--","Board of Elections","Alysoun McLaughlin"
"Closed","Informal","1109420","Wheaton Library Cafe","2019-09-19T00:00:00.000","2019-09-30T00:00:00.000",,"N","Y","--","Department of General Services","Sunil Pandya"
"Closed","RFP","1099716","Bus Depot Washdown and Degreasing Powerwash Services","2019-08-07T00:00:00.000","2019-09-20T00:00:00.000",,"N","Y","Steed, Jeffrey","Department of Transportation","Starr Montout"
"Closed","IFB","1105425","Seasonal Labor","2019-08-05T00:00:00.000","2019-09-05T00:00:00.000",,"N","Y","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner"
"Closed","Informal","1106617","Wheaton Library Caf�","2019-07-23T00:00:00.000","2019-08-23T00:00:00.000",,"N","Y","--","Department of General Services","Sunil Pandya"
"Closed","Informal","1103538","Temporary Nursing Services","2019-07-29T00:00:00.000","2019-08-09T00:00:00.000",,"N","Y","--","Department of Correction & Rehabilitation","Rita Ellis"
"Closed","Informal","1103863","Canine Veterinary Services","2019-07-15T00:00:00.000","2019-08-09T00:00:00.000",,"N","Y","--","Fire & Rescue Services","Alyce Leach"
"Closed","Informal","1104876","Pet Waste Removal Project","2019-07-23T00:00:00.000","2019-08-06T00:00:00.000",,"N","Y","--","Department of Environmental Protection","DEP Procurements"
"Closed","RFP","1099372","Public, Education and Government (PEG) Media Marketing Services","2019-05-10T00:00:00.000","2019-05-31T00:00:00.000",,"N","Y","Giambra, Sarah","DTS","Donna Keating"
"Closed","Informal","1102686","Legislative Support - Council Office Communications","2019-05-13T00:00:00.000","2019-05-30T00:00:00.000",,"N","Y","--","County Council","Susan Mabie"
"Closed","Informal","1102877","Social Media Management Services","2019-05-06T00:00:00.000","2019-05-14T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","RFP","1099275","Custodial Services for Indoor Swimming Pools","2019-04-01T00:00:00.000","2019-05-13T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Melanie Sasse"
"Closed","IFB","1097622","Time and Material Fencing","2019-03-25T00:00:00.000","2019-04-26T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Danilo Chamorro"
"Closed","RFP","1098708","DLC Retail � Marketing and Concept Design Services (Stores Rebranding)","2019-03-11T00:00:00.000","2019-04-15T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Liquor Control","Melissa Davis"
"Closed","IFB","1099857","Invasive Species Vegetation Management","2019-03-12T00:00:00.000","2019-04-10T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","Informal","1100905","Results-Based Accountability Training and Consulting Services","2019-03-07T00:00:00.000","2019-04-09T00:00:00.000",,"N","Y","--","County Executive","Sonetta Neufville"
"Closed","IFB","1097312","Uniform Apparel Imprinting and Embroidery Services","2019-02-28T00:00:00.000","2019-04-02T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Fire & Rescue Services","Leslie Maxam"
"Closed","RFP","1098694","Legislative Liaison Research & Policy Analyst","2019-02-25T00:00:00.000","2019-03-06T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","County Council","Mary Jane Berry"
"Closed","Informal","1099850","Community Engagement and Outreach Services","2019-02-19T00:00:00.000","2019-03-05T00:00:00.000",,"N","Y","--","County Council","Juan Jovel"
"Closed","IFB","1096495","Custodial Services Zones 4 and 5","2018-12-21T00:00:00.000","2019-02-27T00:00:00.000",,"N","Y","Karakaya, Penny Perrus","Department of General Services","Gus Montes De Oca"
"Closed","Informal","1092607","Sound for the Silver Spring Jazz Festival","2019-02-11T00:00:00.000","2019-02-26T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1099403","Patron Plastic Library Card/Key Tag Combination Sets","2019-02-11T00:00:00.000","2019-02-25T00:00:00.000",,"N","Y","--","Department of Public Libraries","Noah Stone"
"Closed","Informal","1097287","Injured/Ill Police Employees Network (IIPEN) Coordinator","2019-01-22T00:00:00.000","2019-01-31T00:00:00.000",,"N","Y","--","Police","Deborah Langford"
"Closed","IFB","1096538","Residential Landscape, Board up and Solid Waste Removal Services for the Clean and Lien Program","2018-12-24T00:00:00.000","2019-01-24T00:00:00.000",,"N","Y","Greve, Michael","Department of Housing & Community Affairs","Robert Fischer"
"Closed","RFP","1097571","Engineering Services for Transportation Facilities","2018-12-06T00:00:00.000","2019-01-08T00:00:00.000",,"N","Y","Norris, Robert","Department of Transportation","Daniel Sheridan"
"Closed","RFP","1090382","Pike District Placemaking, Branding and Marketing Services","2018-10-12T00:00:00.000","2018-11-27T00:00:00.000",,"N","Y","DeLuca, Karen","Community Engagement Cluster","Derrick Harrigan"
"Closed","RFP","1086828","Manual and Video Turning Counts, Spot Speed Distribution Studies","2018-09-25T00:00:00.000","2018-10-25T00:00:00.000",,"N","Y","Harris, Eric","Department of Transportation","Devang Dave"
"Closed","RFP","1088059","Tree Canopy Planting","2018-08-17T00:00:00.000","2018-09-17T00:00:00.000",,"N","Y","Norris, Robert","Department of Environmental Protection","DEP Procurements"
"Closed","Informal","1090202","Racial Equity Benchmarking Study","2018-08-17T00:00:00.000","2018-09-17T00:00:00.000",,"N","Y","--","Office of Legislative Oversight","Elaine Bonner-Tompkins"
"Closed","RFP","1087258","Office Supplies","2018-08-06T00:00:00.000","2018-09-06T00:00:00.000",,"N","Y","Yaeger, Segyung","Department of General Services","Sunil Pandya"
"Closed","Informal","1092603","Online Educational Programs and Curriculum Development","2018-08-02T00:00:00.000","2018-08-16T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","IFB","1083948","Garage #49 Slab Repairs","2018-06-25T00:00:00.000","2018-08-01T00:00:00.000",,"N","Y","Harris, Eric","Department of Transportation","Chabiram Deoraj"
"Closed","Informal","1088746","Graphic Design Services","2018-06-15T00:00:00.000","2018-07-30T00:00:00.000",,"N","Y","--","Department of Environmental Protection","DEP.Procurements"
"Closed","RFP","1086101","Senior Citizens Fire Safety Education and Outreach Services","2018-06-01T00:00:00.000","2018-07-11T00:00:00.000",,"N","Y","DeLuca, Karen","Fire & Rescue Services","Beth Anne Nesselt"
"Closed","IFB","1087458","Screen Printed Athletic Apparel","2018-06-04T00:00:00.000","2018-07-10T00:00:00.000",,"N","Y","DeLuca, Karen","Department of Recreation","Allison Cohen"
"Closed","Informal","1089573","Graphic Design Services","2018-06-01T00:00:00.000","2018-06-08T00:00:00.000",,"N","Y","--","Department of Recreation","Allison Cohen"
"Closed","Informal","1089272","Maintenance of Meteorological Stations, Air Quality Monitoring Stations and Data Processing","2018-05-24T00:00:00.000","2018-06-01T00:00:00.000",,"N","Y","--","Department of Environmental Protection","Godfrey Ampadu"
"Closed","IFB","1086065","Parking Garage Sweeping and Miscellaneous Cleaning Services","2018-04-18T00:00:00.000","2018-05-22T00:00:00.000",,"N","Y","Norris, Robert","Department of Transportation","Heriberto Bello"
"Closed","RFP","1085708","Auditing Services for Wage Requirements Law Compliance","2018-04-09T00:00:00.000","2018-05-09T00:00:00.000",,"N","Y","Yaeger, Segyung","Office of Procurement","John Gibala"
