"applicationtype","permitno","worktype","usecode","addeddate","issueddate","finaleddate","expireddate","status","buildingarea","description","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","loc","geolocation"
"FIRE PROTECTION SYSTEMS","1005818","INSTAL","SFD","2022-09-02T12:09:50.000","2022-09-08T02:09:46.000",,,"Issued","0","Install new sprinkler system with 50 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","6530","E","HALBERT","RD",,"BETHESDA","MD","20817","38.975879","-77.139095",,"POINT (-77.139095 38.975879)"
"FIRE PROTECTION SYSTEMS","1005812","INSTAL","SFD","2022-09-02T12:09:36.000","2022-09-07T12:09:42.000",,,"Issued","0","Install new sprinkler system with 50 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","8212",,"CINDY","LN",,"BETHESDA","MD","20817","39.003024","-77.164053",,"POINT (-77.164053 39.003024)"
"FIRE PROTECTION SYSTEMS","1000806","INSTAL","MFDLR","2022-07-20T09:07:14.000","2022-09-07T10:09:57.000",,,"Issued","0","13r SPRINKLER SYSTEM MULTI FAMILY DWELLING,Customer Wants To Use ePlans","17810",,"MEETING HOUSE","RD",,"SANDY SPRING","MD","20860","39.14886","-77.026622",,"POINT (-77.026622 39.14886)"
"FIRE PROTECTION SYSTEMS","1005817","INSTAL","SFD","2022-09-02T12:09:28.000","2022-09-07T10:09:52.000",,,"Issued","0","Install new sprinkler system with 47 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","5000",,"RANDALL","LN",,"BETHESDA","MD","20816","38.955354","-77.112013",,"POINT (-77.112013 38.955354)"
"FIRE PROTECTION SYSTEMS","1005848","INSTAL","BUSNSS","2022-09-02T03:09:18.000","2022-09-07T10:09:35.000",,,"Issued","0","Relocated 3 sprinkler heads. ,Customer Wants To Use ePlans","18311",,"LEAMAN FARM","RD",,"GERMANTOWN","MD","20874","39.159065","-77.277952",,"POINT (-77.277952 39.159065)"
"FIRE PROTECTION SYSTEMS","1005801","INSTAL","SFD","2022-09-02T10:09:08.000","2022-09-07T09:09:53.000",,,"Issued","0","Revision - 9/8/22 Incoming service location change: Manifold/rack has been relocated to crawlspace. no additional fees Install wet fire sprinkler system for SFD,Customer Wants To Use ePlans","10409",,"TANAGER","LN",,"POTOMAC","MD","20854","39.066362","-77.216005",,"POINT (-77.216005 39.066362)"
"FIRE PROTECTION SYSTEMS","1005800","INSTAL","SFD","2022-09-02T10:09:59.000","2022-09-07T09:09:05.000",,,"Issued","0","Install wet fire sprinkler system for SFD,Customer Wants To Use ePlans","10201",,"DICKENS","AVE",,"BETHESDA","MD","20814","39.022916","-77.11332",,"POINT (-77.11332 39.022916)"
"FIRE PROTECTION SYSTEMS","1005765","INSTAL","REST","2022-09-02T07:09:41.000","2022-09-06T10:09:25.000",,,"Issued","0","INSTALL WET CHEMICAL FIRE SYSTEM,Customer Wants To Use ePlans","13801",,"OUTLET","DR",,"SILVER SPRING","MD","20904","39.08217","-76.946758",,"POINT (-76.946758 39.08217)"
"FIRE PROTECTION SYSTEMS","1005519","INSTAL","SFD","2022-08-31T10:08:18.000","2022-09-06T10:09:11.000",,,"Issued","0","Install new sprinkler system with 43 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","5015",,"STRATHMORE","AVE",,"KENSINGTON","MD","20895","39.034932","-77.100781",,"POINT (-77.100781 39.034932)"
"FIRE PROTECTION SYSTEMS","1005162","INSTAL","COMISC","2022-08-26T02:08:54.000","2022-09-06T10:09:03.000",,,"Issued","0","Modify the existing system to conform to the new tenant layout and use group.,Customer Wants To Use ePlans","20440",,"CENTURY","BLVD",,"GERMANTOWN","MD","20874","39.193367","-77.266569",,"POINT (-77.266569 39.193367)"
"FIRE PROTECTION SYSTEMS","1003606","INSTAL","SFD","2022-08-12T03:08:34.000","2022-09-06T10:09:00.000",,,"Issued","0","Install new sprinkler system with 45 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","5616",,"SOUTHWICK","ST",,"BETHESDA","MD","20817","38.999347","-77.113963",,"POINT (-77.113963 38.999347)"
"FIRE PROTECTION SYSTEMS","1005714","INSTAL","EDUC","2022-09-01T02:09:50.000","2022-09-06T08:09:26.000",,,"Issued","0","temporary occupancy for area noted on drawing,Customer Wants To Use ePlans- 9/5/22 KCE CORRECTED SPRINKLERS HEAD COUNT FROM 475 TO 103 FOR THIS TEMPORARY SECTION REVIEW","6801",,"GREENTREE","RD",,"BETHESDA","MD","20817","39.008385","-77.13857",,"POINT (-77.13857 39.008385)"
"FIRE PROTECTION SYSTEMS","1005303","INSTAL","BUSNSS","2022-08-29T01:08:11.000","2022-09-06T02:09:19.000","2022-09-12T09:09:42.000",,"Finaled","0","AFPS WILL FURBISH AND INSTALL 11 NEW SPRINKLER HEAD FROM THE EXISTING SPRINKLER SYSTEM.
,Customer Wants To Use ePlans,Fire Protection Fast Track Review.","10230",,"NEW HAMPSHIRE","AVE",,"SILVER SPRING","MD","20903","39.02312","-76.979294",,"POINT (-76.979294 39.02312)"
"FIRE PROTECTION SYSTEMS","1005303","INSTAL","BUSNSS","2022-08-29T01:08:11.000","2022-09-06T02:09:19.000","2022-09-12T09:09:42.000",,"Finaled","0","AFPS WILL FURBISH AND INSTALL 11 NEW SPRINKLER HEAD FROM THE EXISTING SPRINKLER SYSTEM.
,Customer Wants To Use ePlans,Fire Protection Fast Track Review.","10230",,"NEW HAMPSHIRE","AVE",,"SILVER SPRING","MD","20903","39.02312","-76.979294",,"POINT (-76.979294 39.02312)"
"FIRE PROTECTION SYSTEMS","1005643","INSTAL","SFD","2022-09-01T09:09:16.000","2022-09-02T11:09:35.000",,,"Stop Work","0","Install NFPA 13D sprinkler system in new SF Home, public water,Customer Wants To Use ePlans","11215",,"HUNTOVER","DR",,"ROCKVILLE","MD","20852","39.039364","-77.127998",,"POINT (-77.127998 39.039364)"
"FIRE PROTECTION SYSTEMS","1005523","INSTAL","MFDHR","2022-08-31T10:08:17.000","2022-09-02T09:09:45.000",,,"Issued","0","Lower 9 existing HSW heads due to bulkheads being lowered. Location and spacing not changed. Replace 3 existing 155 degree SSP heads with new 200 degree SSP heads. Location and spacing not changed,Customer Wants To Use ePlans","5610",,"WISCONSIN","AVE",,"CHEVY CHASE","MD","20815","38.966042","-77.090596",,"POINT (-77.090596 38.966042)"
"FIRE PROTECTION SYSTEMS","1005660","INSTAL","SFD","2022-09-01T10:09:54.000","2022-09-02T09:09:10.000",,,"Issued","0","Install NFPA 13D sprinkler system for new SF Home, public water.,Customer Wants To Use ePlans","10111",,"EDWARD","AVE",,"BETHESDA","MD","20814","39.022077","-77.11235",,"POINT (-77.11235 39.022077)"
"FIRE PROTECTION SYSTEMS","969623","INSTAL","BUSNSS","2021-10-06T01:10:56.000","2022-09-02T08:09:00.000",,,"Issued","0","NEW WET PIPE SPRINKLER SYSTEM UPPER / LOWER (261 SPRINKLERS),Customer Wants To Use ePlans","12111",,"PARKLAWN","DR",,"ROCKVILLE","MD","20852","39.056779","-77.108875",,"POINT (-77.108875 39.056779)"
"FIRE PROTECTION SYSTEMS","969623","INSTAL","BUSNSS","2021-10-06T01:10:56.000","2022-09-02T08:09:00.000",,,"Issued","0","NEW WET PIPE SPRINKLER SYSTEM UPPER / LOWER (261 SPRINKLERS),Customer Wants To Use ePlans","12111",,"PARKLAWN","DR",,"ROCKVILLE","MD","20852","39.056779","-77.108875",,"POINT (-77.108875 39.056779)"
"FIRE PROTECTION SYSTEMS","1005427","INSTAL","BUSNSS","2022-08-30T01:08:21.000","2022-09-01T11:09:13.000",,,"Issued","0","phase 2 modify existing fire sprinkler system for tenant fit out,Customer Wants To Use ePlans #820","5530",,"WISCONSIN","AVE",,"CHEVY CHASE","MD","20815","38.964888","-77.088313",,"POINT (-77.088313 38.964888)"
"FIRE PROTECTION SYSTEMS","1005267","INSTAL","SFD","2022-08-29T10:08:09.000","2022-09-01T11:09:08.000",,,"Issued","0","Install NFPA 13D sprinkler system in new SF Home, public water,Customer Wants To Use ePlans","9510",,"HALL","RD",,"POTOMAC","MD","20854","39.012111","-77.214213",,"POINT (-77.214213 39.012111)"
"FIRE PROTECTION SYSTEMS","1005298","INSTAL","SFD","2022-08-29T01:08:42.000","2022-09-01T09:09:26.000",,,"Issued","0","Install new spinkler system with 57 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","6312",,"TONE","DR",,"BETHESDA","MD","20817","38.976503","-77.12943",,"POINT (-77.12943 38.976503)"
"FIRE PROTECTION SYSTEMS","1004281","INSTAL","SFD","2022-08-19T08:08:21.000","2022-08-31T11:08:13.000",,,"Issued","0","Install new sprinkler system with 44 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","7110",,"BROXBURN","DR",,"BETHESDA","MD","20817","38.981134","-77.14554",,"POINT (-77.14554 38.981134)"
"FIRE PROTECTION SYSTEMS","1005261","INSTAL","SFD","2022-08-29T09:08:56.000","2022-08-31T11:08:01.000",,,"Issued","0","INSTALL FIRE SPRINKLERS PER NFPA 13D,Customer Wants To Use ePlans","23440",,"WOODFIELD","RD",,"GAITHERSBURG","MD","20882","39.238976","-77.185575",,"POINT (-77.185575 39.238976)"
"FIRE PROTECTION SYSTEMS","1005363","INSTAL","HOSP","2022-08-30T09:08:32.000","2022-08-31T10:08:58.000",,,"Issued","0","INSTALL A COMPLETE SPRINKLER SYSTEM,Customer Wants To Use ePlans","18101",,"PRINCE PHILIP","DR",,"OLNEY","MD","20832","39.153871","-77.054222",,"POINT (-77.054222 39.153871)"
"FIRE PROTECTION SYSTEMS","1005323","INSTAL","BUSNSS","2022-08-29T03:08:11.000","2022-08-31T09:08:57.000","2022-09-07T12:09:39.000",,"Finaled","0","Our scope of work is to whitebox the space





























































































































Our scope of work is to Whitebox the space.












 ,Customer Wants To Use ePlans","9707",,"KEY WEST","AVE",,"ROCKVILLE","MD","20850","39.106016","-77.204316",,"POINT (-77.204316 39.106016)"
"FIRE PROTECTION SYSTEMS","1005324","INSTAL","BUSNSS","2022-08-29T03:08:20.000","2022-08-31T09:08:48.000",,,"Issued","0","Add 4 sprinkler and relocate 22 sprinklers in a new medical office,Customer Wants To Use ePlans,Fire Protection Fast Track Review.","10801",,"LOCKWOOD","DR",,"SILVER SPRING","MD","20901","39.032878","-77.002463",,"POINT (-77.002463 39.032878)"
"FIRE PROTECTION SYSTEMS","1004944","INSTAL","BUSNSS","2022-08-25T11:08:58.000","2022-08-31T09:08:46.000",,,"Issued","0","add & relocate sprinklers for tenant renovations,Customer Wants To Use ePlans","909",,"ROSE","AVE",,"ROCKVILLE","MD","20852","39.051342","-77.116326",,"POINT (-77.116326 39.051342)"
"FIRE PROTECTION SYSTEMS","1004691","INSTAL","TH","2022-08-23T01:08:23.000","2022-08-30T12:08:22.000",,,"Issued","0","FIRE SPRINKLER PER NFPA 13D THIS PERMIT ALSO INCLUDES THE FOLLOWING PERMITS: # 1004689 @ 9643 TALL OAKS RD; # 1004691 @ 9641 TALL OAKS RD; # 1004693 @ 9639 TALL OAKS RD,Customer Wants To Use ePlans","9641",,"TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","39.18434","-77.195184",,"POINT (-77.195184 39.18434)"
"FIRE PROTECTION SYSTEMS","1004689","INSTAL","TH","2022-08-23T01:08:44.000","2022-08-30T12:08:22.000",,,"Issued","0","FIRE SPRINKLER PER NFPA 13D THIS PERMIT ALSO INCLUDES THE FOLLOWING PERMITS: # 1004689 @ 9643 TALL OAKS RD; # 1004691 @ 9641 TALL OAKS RD; # 1004693 @ 9639 TALL OAKS RD,Customer Wants To Use ePlans","9643",,"TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","39.184384","-77.19514",,"POINT (-77.19514 39.184384)"
"FIRE PROTECTION SYSTEMS","1002937","INSTAL","SFD","2022-08-08T03:08:59.000","2022-08-30T03:08:52.000",,,"Issued","0","fire sprinkler to addition - adu,Customer Wants To Use ePlans","9307",,"WIRE","AVE",,"SILVER SPRING","MD","20901","39.008331","-77.010457",,"POINT (-77.010457 39.008331)"
"FIRE PROTECTION SYSTEMS","1002937","INSTAL","SFD","2022-08-08T03:08:59.000","2022-08-30T03:08:52.000",,,"Issued","0","fire sprinkler to addition - adu,Customer Wants To Use ePlans","9307",,"WIRE","AVE",,"SILVER SPRING","MD","20901","39.008331","-77.010457",,"POINT (-77.010457 39.008331)"
"FIRE PROTECTION SYSTEMS","1004779","INSTAL","BUSNSS","2022-08-24T10:08:45.000","2022-08-30T03:08:35.000",,,"Issued","0","Add Suite # 270 to the site address. ,Customer Wants To Use ePlans Suite 270","7610",,"CARROLL","AVE",,"TAKOMA PARK","MD","20912","38.984843","-77.000673","Ste 270","POINT (-77.000673 38.984843)"
"FIRE PROTECTION SYSTEMS","1005076","INSTAL","SFD","2022-08-26T09:08:15.000","2022-08-30T03:08:21.000","2022-09-12T11:09:56.000",,"Finaled","0","FIRE SPRINKLER PER NFPA 13D,Customer Wants To Use ePlans","12455",,"POTOMAC HUNT","RD",,"GAITHERSBURG","MD","20878","39.085522","-77.259145",,"POINT (-77.259145 39.085522)"
"FIRE PROTECTION SYSTEMS","1004684","INSTAL","SFD","2022-08-23T01:08:43.000","2022-08-29T12:08:52.000",,,"Issued","0","FIRE SPRINKLER PER NFPA 13D,Customer Wants To Use ePlans","13702",,"DARNESTOWN","RD",,"GAITHERSBURG","MD","20878","39.105346","-77.282358",,"POINT (-77.282358 39.105346)"
"FIRE PROTECTION SYSTEMS","1004673","INSTAL","REST","2022-08-23T01:08:04.000","2022-08-29T12:08:40.000","2022-09-09T03:09:45.000",,"Finaled","0","alter exiting RangeGuard commercial kitchen hood fire suppression system to provide proper protection for cooking equipment - El Comalito Restaurant,Customer Wants To Use ePlans","4217",,"RANDOLPH","RD",,"SILVER SPRING","MD","20906","39.057098","-77.08169",,"POINT (-77.08169 39.057098)"
"FIRE PROTECTION SYSTEMS","1003352","INSTAL","BIOS","2022-08-11T08:08:17.000","2022-08-29T12:08:37.000",,,"Issued","0","MODIFY EXISTING FIRE SPRINKLER SYSTEM FOR TENANT FIT-OUT,Customer Wants To Use ePlans","9605",,"MEDICAL CENTER","DR",,"ROCKVILLE","MD","20850","39.10334","-77.198777",,"POINT (-77.198777 39.10334)"
"FIRE PROTECTION SYSTEMS","1004678","INSTAL","SFD","2022-08-23T01:08:43.000","2022-08-29T12:08:06.000",,,"Issued","0","FIRE SPRINKLER PER NFPA 13D,Customer Wants To Use ePlans","12396",,"POTOMAC HUNT","RD",,"GAITHERSBURG","MD","20878","39.084683","-77.253401",,"POINT (-77.253401 39.084683)"
"FIRE PROTECTION SYSTEMS","990332","INSTAL","BIOS","2022-04-18T11:04:25.000","2022-08-29T09:08:37.000",,,"Issued","0","Install new automatic wet type sprinkler system that includes (1,617) sprinklers, (2) standpipes and (1) fire pump to protect entire building. Largest pipe size = 8"". Ordinary Hazard.,Customer Wants To Use ePlans","9810",,"DARNESTOWN","RD",,"ROCKVILLE","MD","20850","39.096038","-77.204684",,"POINT (-77.204684 39.096038)"
"FIRE PROTECTION SYSTEMS","996506","INSTAL","EDUC","2022-06-13T10:06:13.000","2022-08-29T09:08:21.000",,,"Issued","0","Furnish and install a new wet pipe fire sprinkler system for the new high school facility,Customer Wants To Use ePlans","11211",,"OLD GEORGETOWN","RD",,"ROCKVILLE","MD","20852","39.038363","-77.122348",,"POINT (-77.122348 39.038363)"
"FIRE PROTECTION SYSTEMS","988490","INSTAL","TH","2022-03-31T10:03:38.000","2022-08-29T08:08:59.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10272",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.024049","-77.106732",,"POINT (-77.106732 39.024049)"
"FIRE PROTECTION SYSTEMS","988489","INSTAL","TH","2022-03-31T10:03:25.000","2022-08-29T08:08:52.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10270",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.024074","-77.10668",,"POINT (-77.10668 39.024074)"
"FIRE PROTECTION SYSTEMS","988491","INSTAL","TH","2022-03-31T10:03:38.000","2022-08-29T08:08:22.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10274",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.024023","-77.106781",,"POINT (-77.106781 39.024023)"
"FIRE PROTECTION SYSTEMS","988494","INSTAL","TH","2022-03-31T10:03:03.000","2022-08-29T08:08:03.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10278",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.023967","-77.106889",,"POINT (-77.106889 39.023967)"
"FIRE PROTECTION SYSTEMS","988497","INSTAL","TH","2022-03-31T10:03:41.000","2022-08-29T08:08:01.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10280",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.023945","-77.106942",,"POINT (-77.106942 39.023945)"
"FIRE PROTECTION SYSTEMS","988493","INSTAL","TH","2022-03-31T10:03:13.000","2022-08-29T08:08:01.000",,,"Issued","0","INSTALL SPRINKLER SYSTEM PER NFPA 13R PLEASE REVIEW PERMIT 988489,988490,988491,988493,988494,988497 AND 988498,Customer Wants To Use ePlans","10276",,"GROSVENOR","PL",,"ROCKVILLE","MD","20852","39.023996","-77.106835",,"POINT (-77.106835 39.023996)"
"FIRE PROTECTION SYSTEMS","1004693","INSTAL","TH","2022-08-23T02:08:24.000","2022-08-29T03:08:50.000",,,"Issued","0","FIRE SPRINKLER PER NFPA 13D THIS PERMIT ALSO INCLUDES THE FOLLOWING PERMITS: # 1004689 @ 9643 TALL OAKS RD; # 1004691 @ 9641 TALL OAKS RD; # 1004693 @ 9639 TALL OAKS RD,Customer Wants To Use ePlans","9639",,"TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","39.184291","-77.195234",,"POINT (-77.195234 39.184291)"
"FIRE PROTECTION SYSTEMS","1004664","INSTAL","REST","2022-08-23T12:08:58.000","2022-08-29T02:08:52.000",,,"Issued","0","install ANSUL R-102 commercial kitchen hood fire suppression system - The Salt Line Restaurant,Customer Wants To Use ePlans","4900",,"HAMPDEN","LN",,"BETHESDA","MD","20814","38.982529","-77.096529",,"POINT (-77.096529 38.982529)"
"FIRE PROTECTION SYSTEMS","1004404","INSTAL","BUSNSS","2022-08-19T04:08:08.000","2022-08-26T08:08:53.000",,,"Issued","0","ADD/RELOCATE (25) SPRINKLER HEADS PER NFPA 13 AND LOCAL AHJ REQUIREMENTS.,Customer Wants To Use ePlans","4964",,"FAIRMONT","AVE",,"BETHESDA","MD","20814","38.987096","-77.097742",,"POINT (-77.097742 38.987096)"
"FIRE PROTECTION SYSTEMS","1003735","INSTAL","BUSNSS","2022-08-15T02:08:19.000","2022-08-26T08:08:44.000",,,"Issued","0","MODIFY EXISTING SPRINKLER SYSTEM,Customer Wants To Use ePlans","8005",,"GRAMERCY","BLVD",,"ROCKVILLE","MD","20855","39.124481","-77.165011",,"POINT (-77.165011 39.124481)"
"FIRE PROTECTION SYSTEMS","1004786","INSTAL","SFD","2022-08-24T11:08:29.000","2022-08-25T10:08:30.000",,,"Issued","0","Install NFPA 13D sprinkler system in new SF Home, public water,Customer Wants To Use ePlans","14116",,"SADDLE RIVER","DR",,"GAITHERSBURG","MD","20878","39.090341","-77.245515",,"POINT (-77.245515 39.090341)"
"FIRE PROTECTION SYSTEMS","1004575","INSTAL","SFD","2022-08-22T05:08:21.000","2022-08-25T09:08:39.000",,,"Issued","0","Install new NFPA 13D sprinkler system in new SF Home,Customer Wants To Use ePlans","9520",,"MILSTEAD","DR",,"BETHESDA","MD","20817","39.012084","-77.121381",,"POINT (-77.121381 39.012084)"
"FIRE PROTECTION SYSTEMS","1004745","INSTAL","MFDLR","2022-08-24T08:08:23.000","2022-08-25T09:08:25.000",,,"Issued","0","UNIT CC113 - RELOCATE 16 SPRINKLER HEADS,Customer Wants To Use ePlans,Fire Protection Fast Track Review.","3118",,"GRACEFIELD","RD",,"SILVER SPRING","MD","20904","39.049769","-76.949705",,"POINT (-76.949705 39.049769)"
"FIRE PROTECTION SYSTEMS","1004013","INSTAL","COMISC","2022-08-17T01:08:10.000","2022-08-25T03:08:51.000","2022-09-12T02:09:51.000",,"Finaled","0","Relocating 6 sprinkler heads in an existing sprinkler system.,Customer Wants To Use ePlans,Fire Protection Fast Track Review.","12256",,"ROCKVILLE","PIKE",,"ROCKVILLE","MD","20852","39.056744","-77.120528",,"POINT (-77.120528 39.056744)"
"FIRE PROTECTION SYSTEMS","1004956","INSTAL","COMISC","2022-08-25T12:08:06.000","2022-08-25T02:08:54.000",,,"Issued","0","Add 2 sprinkler heads to the common area to regain coverage lost to a previous office addition.,Customer Wants To Use ePlans","9300",,"GAITHER","RD",,"GAITHERSBURG","MD","20877","39.117335","-77.191396",,"POINT (-77.191396 39.117335)"
"FIRE PROTECTION SYSTEMS","1004596","INSTAL","SFD","2022-08-23T06:08:19.000","2022-08-24T08:08:36.000",,,"Issued","0","Installation of the sprinkler system per NFPA 13D,Customer Wants To Use ePlans","9031",,"CONGRESSIONAL","PKWY",,"POTOMAC","MD","20854","39.004666","-77.192082",,"POINT (-77.192082 39.004666)"
"FIRE PROTECTION SYSTEMS","1004375","INSTAL","SFD","2022-08-19T01:08:19.000","2022-08-23T11:08:41.000",,,"Issued","0","Install new sprinkler system with 46 heads 13D system, Costumer wants to use ePlans,Customer Wants To Use ePlans","4414",,"COLFAX","ST",,"KENSINGTON","MD","20895","39.027801","-77.086549",,"POINT (-77.086549 39.027801)"
"FIRE PROTECTION SYSTEMS","1004445","INSTAL","BUSNSS","2022-08-22T07:08:09.000","2022-08-23T11:08:27.000",,,"Issued","0","Relocate 15 sprinkler heads ,Customer Wants To Use ePlans","20425",,"SENECA MEADOWS","PKWY",,"GERMANTOWN","MD","20876","39.191644","-77.257673",,"POINT (-77.257673 39.191644)"
"FIRE PROTECTION SYSTEMS","1003912","INSTAL","SFD","2022-08-16T03:08:11.000","2022-08-23T10:08:18.000",,,"Issued","0","Install wet fire sprinkler system for SFD,Customer Wants To Use ePlans","24310",,"STRINGTOWN","RD",,"CLARKSBURG","MD","20871","39.255177","-77.253417",,"POINT (-77.253417 39.255177)"
"FIRE PROTECTION SYSTEMS","1002192","INSTAL","MERC","2022-08-02T10:08:42.000","2022-08-23T10:08:03.000",,,"Issued","0","Work Consists of modifying existing fire sprinkler systems in office areas, employee rooms, lounge areas, food service area training room and coat and locker rooms to accommodate new interior alterations in compliance with NFPA 13 2013. ,Customer Wants To Use ePlans","12000",,"CHERRY HILL","RD",,"SILVER SPRING","MD","20904","39.052043","-76.956539",,"POINT (-76.956539 39.052043)"
"FIRE PROTECTION SYSTEMS","1004036","INSTAL","SFD","2022-08-17T01:08:24.000","2022-08-23T09:08:46.000",,,"Issued","0","Install NFPA 13 D Sprinkler System,Customer Wants To Use ePlans","17225",,"TOM FOX","AVE",,"POOLESVILLE","MD","20837","39.133661","-77.405615",,"POINT (-77.405615 39.133661)"
